episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
215,0.8127137634154971,-2.4603154234903624,-0.7728382395317654,-1.8049696372969615,-0.5919162675501412,0.006692,0.05,0.023201
216,0.8138365418804288,-2.465341648733021,-0.774428848701667,-1.8086885150710894,-0.5930897684756483,0.006665,0.05,0.02297
217,0.8242066322721919,-2.4697696875473354,-0.7757370131349611,-1.8118703098975444,-0.5941485899337003,0.006639,0.05,0.022741
218,0.8125136291201879,-2.4745023153045462,-0.7771721995769338,-1.815298396108341,-0.5952406188860986,0.006612,0.05,0.022514
219,0.8227421934180624,-2.4790743435974725,-0.7784567809065758,-1.8186588073260084,-0.5962220542801983,0.006586,0.05,0.02229
220,0.8190196970462855,-2.483478828885703,-0.7797364493884751,-1.821874124482047,-0.5972328112870499,0.00656,0.05,0.022067
221,0.8169638360028206,-2.4880453568959067,-0.7812200567236011,-1.8251958678332365,-0.598342740336076,0.006534,0.05,0.021847
222,0.8130312574079719,-2.493142460638394,-0.7828391261236702,-1.8290027001780773,-0.5996260744631401,0.006508,0.05,0.02163
223,0.8195321518299722,-2.4976702811102336,-0.7839987672021632,-1.8322606749566082,-0.600599493840214,0.006483,0.05,0.021414
224,0.822852708993995,-2.5020428332278164,-0.7852317830756368,-1.8354653047562806,-0.601619663392701,0.006458,0.05,0.0212
225,0.8225743974939792,-2.5064886339688157,-0.7864018835463529,-1.8387284281949268,-0.6025704880955726,0.006433,0.05,0.020989
226,0.8212202744029813,-2.51113147932422,-0.7876167095223898,-1.8421407995593908,-0.6035284572021888,0.006408,0.05,0.02078
227,0.823051123081614,-2.5151215639975706,-0.7887937792096926,-1.8451118468027605,-0.6044834120723497,0.006383,0.05,0.020573
228,0.8274736610691154,-2.51940212685477,-0.7901267036983171,-1.8482402163186886,-0.6054968019226499,0.006359,0.05,0.020368
229,0.8275469647042837,-2.5238864806992107,-0.7915580512866052,-1.851562873758457,-0.6067104430435003,0.006335,0.05,0.020165
230,0.8205654661730057,-2.5281731131781746,-0.7930337667091328,-1.8547531539021958,-0.6078342496305771,0.006311,0.05,0.019964
231,0.8107083270134992,-2.5329447000619716,-0.7946478426727261,-1.8582861990050956,-0.6089644357987453,0.006287,0.05,0.019765
232,0.8246325985303942,-2.5372894119614267,-0.7957138968180822,-1.8614777873674964,-0.6098197526255109,0.006263,0.05,0.019567
233,0.815774506523921,-2.5420847922624907,-0.7973315913246614,-1.8650045746909885,-0.611124712094336,0.00624,0.05,0.019372
234,0.8294242710583153,-2.5459613295394194,-0.7985327550665169,-1.8677928273779563,-0.6120315391910434,0.006216,0.05,0.019179
235,0.8297568925709629,-2.5498428006818408,-0.7997068436182607,-1.8706471563438363,-0.6129519283987327,0.006193,0.05,0.018988
236,0.8315638114665017,-2.5536683639413567,-0.8008436138057482,-1.87353102291081,-0.6139053592418438,0.00617,0.05,0.018799
237,0.8228764151582943,-2.557799773040608,-0.802104562090141,-1.876502268878306,-0.6149657363190861,0.006147,0.05,0.018611
238,0.8219973736489444,-2.5619724522918195,-0.8033824450437952,-1.8794796244104557,-0.6159683896205776,0.006125,0.05,0.018426
239,0.8249757468303616,-2.5659892059319214,-0.8045275581878104,-1.8823652970804177,-0.6169226254004724,0.006102,0.05,0.018242
240,0.8253042425872386,-2.5704156052520557,-0.8058307400182184,-1.8857163250482885,-0.6179974758924497,0.00608,0.05,0.01806
241,0.8247288067496987,-2.574447537381452,-0.8070700486303735,-1.8886528452544702,-0.6189235214750692,0.006058,0.05,0.01788
242,0.8305828142332964,-2.5781510043118505,-0.8080903309865078,-1.8913449667598692,-0.6197415483703476,0.006036,0.05,0.017702
243,0.8172262872399749,-2.5826862207011954,-0.8092655654191138,-1.8946911854416884,-0.620747174322321,0.006014,0.05,0.017526
244,0.8174835775644265,-2.5872231878261363,-0.8105454368483446,-1.8980671605371024,-0.6217596948173838,0.005992,0.05,0.017351
245,0.8268290214861538,-2.591317138511684,-0.8118915847708947,-1.901090979695908,-0.6227964907445491,0.00597,0.05,0.017178
246,0.8259080518161036,-2.594754635257557,-0.8128864060306473,-1.9035634963661185,-0.6235298123209172,0.005949,0.05,0.017007
247,0.8302007329948555,-2.598285678594633,-0.81407114792088,-1.9061921136287816,-0.6244120527543151,0.005928,0.05,0.016837
248,0.8230892661092813,-2.6026499728362538,-0.8152961554165116,-1.9094633035696684,-0.625362645662774,0.005907,0.05,0.016669
249,0.8198159068508712,-2.607008411262276,-0.8164880172421708,-1.9126876372734245,-0.6263454605812327,0.005886,0.05,0.016503
250,0.8263152580026255,-2.610858945578093,-0.8175157934375933,-1.915544969265788,-0.6271632034473635,0.005865,0.05,0.016339
251,0.8210182001174201,-2.615250309290019,-0.8188160043059374,-1.9187260479064516,-0.6281834921011796,0.005844,0.05,0.016176
252,0.8303028277291262,-2.6190891527778337,-0.8199993073154688,-1.9215722317506179,-0.6291251838183933,0.005824,0.05,0.016014
253,0.8200928247171217,-2.623324648137881,-0.821257408816914,-1.924759585625163,-0.6301133023784593,0.005804,0.05,0.015855
254,0.8269567391847962,-2.6269465224084287,-0.8224403142730626,-1.9274017922481326,-0.6309865680530832,0.005783,0.05,0.015697
255,0.8154902417129368,-2.63148495739538,-0.8239132672968663,-1.9307884771344594,-0.6320700938333725,0.005763,0.05,0.01554
256,0.81983223589063,-2.635372783978259,-0.8250637530537859,-1.933614290235282,-0.6329408885654659,0.005743,0.05,0.015385
257,0.8313151557000185,-2.6392830355778516,-0.826170539879506,-1.9364437404500028,-0.633796609829992,0.005724,0.05,0.015232
258,0.820423653720763,-2.643016661539528,-0.8272114257145663,-1.9391808953985576,-0.6345635190757006,0.005704,0.05,0.01508
259,0.8224433963847535,-2.6471112714088703,-0.8283375541485395,-1.9422482536891006,-0.635387089258123,0.005684,0.05,0.01493
260,0.8127005883926184,-2.6512977067293755,-0.8295791756471877,-1.9453842158320485,-0.6362783073971336,0.005665,0.05,0.014781
261,0.8265470554032727,-2.655207210879318,-0.8308569253646645,-1.9482461194770033,-0.6373459881388677,0.005646,0.05,0.014634
262,0.8196484145007991,-2.659348910155996,-0.8320486426589665,-1.951302287197371,-0.6382982429771379,0.005627,0.05,0.014488
263,0.807435170178282,-2.663608095600002,-0.833341914779098,-1.9544461139893177,-0.6393132181145577,0.005608,0.05,0.014343
264,0.8199912289579327,-2.667599757724336,-0.834621915296475,-1.957306701960642,-0.6403819411596015,0.005589,0.05,0.0142
265,0.816601243324292,-2.6718615618865718,-0.8359514734474071,-1.960475475055309,-0.6414594056179602,0.00557,0.05,0.014059
266,0.8224199288256228,-2.675603008587297,-0.8368731962820806,-1.9632279367027246,-0.6422570449839214,0.005551,0.05,0.013918
267,0.8249605161463759,-2.6792227444503145,-0.8380157982321262,-1.965831881526514,-0.6431741779200415,0.005533,0.05,0.01378
268,0.8189500511393168,-2.6830165098791956,-0.8392110260888818,-1.9685863500534988,-0.6441812094539515,0.005515,0.05,0.013642
269,0.8218830806672413,-2.686749833816717,-0.84024742766569,-1.9713667178171528,-0.6450025117596532,0.005496,0.05,0.013506
270,0.826870480057721,-2.6903584445568405,-0.8413376261923479,-1.9740631835222606,-0.6458908394727129,0.005478,0.05,0.013372
271,0.8186687711992477,-2.6946125625623827,-0.8424243291055518,-1.977164484169896,-0.6468209469955707,0.00546,0.05,0.013238
272,0.8117329737019555,-2.698586068282215,-0.8435279874086978,-1.9800202344969848,-0.6476563979545003,0.005442,0.05,0.013106
273,0.8129172934872636,-2.7021427627998675,-0.8446347159445933,-1.9825528645564279,-0.6484725539705396,0.005425,0.05,0.012976
274,0.8125528532286981,-2.7061551346998,-0.8458016739294536,-1.9855440192772467,-0.6493421336813342,0.005407,0.05,0.012846
275,0.822007722007722,-2.710212860349562,-0.8469792103765669,-1.9885082357985104,-0.6503327719786454,0.005389,0.05,0.012718
276,0.819676812470604,-2.713673642027265,-0.847968146719689,-1.9910446849553793,-0.651114493176655,0.005372,0.05,0.012592
277,0.8189999494413267,-2.7172037316102133,-0.8489903396494047,-1.9936598232357003,-0.6519278977567008,0.005355,0.05,0.012466
278,0.8203926705967317,-2.7209782594757943,-0.8499688379985744,-1.9965290489392356,-0.6527265761655251,0.005337,0.05,0.012342
279,0.8279988538875125,-2.7243066204300326,-0.8509422402289712,-1.9989264671061022,-0.6534986576738738,0.00532,0.05,0.012219
280,0.8311043498612458,-2.728173628688715,-0.8521261209136053,-2.0018094685351775,-0.6544137483630202,0.005303,0.05,0.012097
281,0.8195249326145553,-2.732275095101127,-0.853234574968881,-2.0048256945957994,-0.6553203160994266,0.005286,0.05,0.011976
282,0.8198854061341423,-2.735980802725839,-0.8543392042836578,-2.0076068762427237,-0.6561282445686382,0.00527,0.05,0.011857
283,0.8199850299401198,-2.73944038313669,-0.8552859111097826,-2.010105043794454,-0.656854083460241,0.005253,0.05,0.011739
284,0.8121254426586761,-2.7436110413599253,-0.856671942027748,-2.0132219947941006,-0.6579833542072988,0.005236,0.05,0.011622
285,0.825755796396336,-2.747136740172641,-0.8578463993300347,-2.015814874983277,-0.6589639270801042,0.00522,0.05,0.011506
286,0.8269907205788751,-2.7506513437484,-0.8589698521638786,-2.0183487720548188,-0.659837559917986,0.005204,0.05,0.011391
287,0.823118072208341,-2.7542146768109608,-0.859922843756904,-2.020930284666966,-0.6605977447201443,0.005187,0.05,0.011278
288,0.8213653990067351,-2.7577337473200334,-0.8609887877317751,-2.0235114649742143,-0.6614126301005622,0.005171,0.05,0.011165
289,0.8225806451612903,-2.7614244367329794,-0.8620732845454624,-2.0261928340255513,-0.6622737978982131,0.005155,0.05,0.011054
290,0.8157610711997032,-2.7650433964186405,-0.8631835256252781,-2.0288211010433868,-0.663086575691452,0.005139,0.05,0.010944
291,0.8233795163440606,-2.7683833888558147,-0.8641565385069641,-2.0312940072674257,-0.663804088732006,0.005123,0.05,0.010835
292,0.8305304227910262,-2.7717568115154196,-0.8653846477216294,-2.033758796416225,-0.6646965579584587,0.005108,0.05,0.010727
293,0.8197723826504257,-2.775309861776625,-0.8663686678449453,-2.036360079872405,-0.6654943965490031,0.005092,0.05,0.01062
294,0.8296941756590168,-2.7787339714687604,-0.8673598987334479,-2.0388727013837045,-0.6662726816970553,0.005076,0.05,0.010514
295,0.8196160393736621,-2.7823221743514757,-0.8684485847462206,-2.0415206056393567,-0.6671028292935185,0.005061,0.05,0.010409
296,0.8315362747901562,-2.785715375107209,-0.8693290865457146,-2.044121948723667,-0.6678646253625844,0.005046,0.05,0.010305
297,0.8195035638573122,-2.7892771528183027,-0.8702431883171352,-2.046819763076326,-0.6685034756357912,0.00503,0.05,0.010202
298,0.8191347949723209,-2.7928006380693984,-0.8710995808825421,-2.04937644959313,-0.6692871865834357,0.005015,0.05,0.010101
299,0.8217816796199621,-2.796164956935314,-0.8720712980667056,-2.0518829803141942,-0.6700267807476626,0.005,0.05,0.01
