episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_failure_risk,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
76,0.9207954105751922,-4.125894734766739,-0.8543529170016807,-0.3851228999283833,-0.16114734680103193,-0.2700871240620507,-0.16505051791168576,-0.008545901106345243,-0.002161211492877943,-1.1184718008777468,-0.007418654189321096,-0.11731600720644507,-0.3120757620168279,-0.07441985698741625,-0.019663206239281947,0.003042,0.01,0.0,0.97,100,10,1,11
77,0.9153594553100595,-4.13828589394356,-0.8608776121532052,-0.3879904936585414,-0.16245067111983497,-0.2720328610164832,-0.16637046704541952,-0.008606493209033724,-0.0021779794382328584,-1.1270597894394367,-0.00747296986670206,-0.11826006051858114,-0.3142968172461443,-0.07498870961143549,-0.019756336539555174,0.003014,0.01,0.0,0.97,100,10,1,11
78,0.9140778574908852,-4.15070072955954,-0.8673654303642271,-0.390896339269281,-0.16367020567964555,-0.2741170200881389,-0.16754878165854536,-0.008663066575854314,-0.00219468396483921,-1.1356799148201664,-0.007526217025198412,-0.119212947456291,-0.31679660382370967,-0.0755148989596963,-0.019836997688767004,0.002987,0.01,0.0,0.97,100,10,1,11
79,0.9188959515959074,-4.160048465552434,-0.8722981031635048,-0.39327164101556766,-0.1645893779650837,-0.27589907568211924,-0.16868988815837024,-0.008715166112416637,-0.0022070106528723236,-1.1420444480111136,-0.007496469369777194,-0.11981348466692242,-0.31849478005412024,-0.07621880480581257,-0.019986621789904773,0.00296,0.01,0.0,0.97,100,11,1,12
80,0.9195296094078118,-4.171023312457663,-0.8780072827524875,-0.3958178483710269,-0.16568361996846082,-0.27766374495740914,-0.16972834150880353,-0.008769979998777178,-0.0022219619812614906,-1.1496250389428615,-0.0075533376764116205,-0.12053697526543623,-0.3203919076554162,-0.07676558768629654,-0.02006846797126943,0.002934,0.01,0.0,0.97,100,11,1,12
81,0.9182856568634019,-4.181707572944821,-0.883467745071335,-0.3982757254700448,-0.1667481027495765,-0.27949635082387125,-0.17086346229735813,-0.00882437060091188,-0.002235624281332524,-1.1570006590907473,-0.007606209074039799,-0.12124048175093825,-0.3223337070900833,-0.07730689095736838,-0.020200078666739365,0.002909,0.01,0.0,0.97,100,11,1,12
82,0.9238747322798793,-4.191994540833131,-0.8888797071099797,-0.4006722934952514,-0.1678127793791006,-0.2812110649947824,-0.1719733928050823,-0.008866391080657163,-0.0022506915058951257,-1.1640541150595096,-0.00764972559345529,-0.12191315009379179,-0.3238550098181193,-0.07787453509229021,-0.02033121072381466,0.002883,0.01,0.0,0.97,100,10,1,11
83,0.9153945190362333,-4.203045975408261,-0.8948007949667331,-0.4033253634896362,-0.16899661179544861,-0.28307561431404293,-0.17318385365521613,-0.008928017625262172,-0.00226366685585324,-1.171650745228632,-0.007692161423785621,-0.12254229117761217,-0.3259387426040063,-0.07828811813210715,-0.02043399288725472,0.002859,0.01,0.0,0.97,100,11,1,12
84,0.9190846070324897,-4.2140054954401505,-0.9004026613781593,-0.40587427511902135,-0.16998771016305494,-0.2847873030136209,-0.1741775805785091,-0.008991716972840812,-0.0022753427758713794,-1.1793030283601111,-0.007749571222441358,-0.12321654036285386,-0.32822653625000914,-0.07873397465435071,-0.020534138467151714,0.002834,0.01,0.0,0.97,100,10,1,11
85,0.9195942392834727,-4.219347567488174,-0.903169023820352,-0.40750615333909523,-0.1704893747547659,-0.286388132130217,-0.17525875221281337,-0.009030377663245649,-0.0022866561356798378,-1.182664871598093,-0.007752887216278856,-0.12354642420372161,-0.32937087390159625,-0.07920205543780044,-0.02069017366375826,0.00281,0.01,0.0,0.97,100,11,1,12
86,0.91097227645451,-4.230877195076055,-0.9091291637428226,-0.41023670631978754,-0.17154313665570173,-0.28830218261466123,-0.17631705297706773,-0.009095327965099643,-0.002300763278714958,-1.190564581355879,-0.007793961967559894,-0.1242570232507325,-0.33162904044735136,-0.0797815010912994,-0.0208819381238308,0.002787,0.01,0.0,0.97,100,11,1,12
87,0.9128086030191347,-4.241499270546076,-0.9147997434599843,-0.412852695312516,-0.17260225520293498,-0.29016311894389873,-0.17747637639605718,-0.009161289281842774,-0.0023138417119589255,-1.1978520966821986,-0.007812025554175885,-0.12502785692043983,-0.33375396665068696,-0.08022870506693544,-0.020979250270399367,0.002763,0.01,0.0,0.97,100,11,1,12
88,0.9190315239943779,-4.250315294752009,-0.919649219976457,-0.4151009690595825,-0.17350318668249562,-0.2918060434838189,-0.17855848045824785,-0.00921430929233703,-0.0023260011049149806,-1.2038309648734926,-0.007830093621420033,-0.12571339989110708,-0.3354161272921357,-0.08058018716832324,-0.02112766799826544,0.002741,0.01,0.0,0.97,100,11,1,12
89,0.9138644462835042,-4.261453929814778,-0.92541867443966,-0.4176665362763776,-0.17456340030157533,-0.2936104549764632,-0.17964895306240422,-0.00927181203161497,-0.002339451289593582,-1.2115707419801063,-0.007890129905960257,-0.12637887477018386,-0.33766590611844477,-0.0810412868482018,-0.021236344020887577,0.002718,0.01,0.0,0.97,100,10,1,11
90,0.9158956684679862,-4.272326679426328,-0.9311530091067872,-0.4202472009597771,-0.1755963785929314,-0.2953907362100629,-0.1807244792888339,-0.009335488403860415,-0.0023520658580391315,-1.2191167272292047,-0.007938723782361776,-0.1270021466374722,-0.33988272912302236,-0.0815051123143307,-0.021368735832875962,0.002696,0.01,0.0,0.97,100,10,1,11
91,0.912587531443334,-4.283415408518077,-0.9369537187754567,-0.42276142769254554,-0.17673449322103585,-0.29710101523562055,-0.18185426848109715,-0.009385231970548389,-0.0023660696158446636,-1.2267925970244038,-0.007982001962224124,-0.12782663227928331,-0.34178447355210784,-0.08221439053661676,-0.021446541518442244,0.002674,0.01,0.0,0.97,100,10,1,11
92,0.9197749495839618,-4.28941971645073,-0.9401360723975987,-0.4243522349315446,-0.17735302611256118,-0.29851843527142774,-0.1828294411177559,-0.009425461327797743,-0.002377224844447306,-1.2306853685518804,-0.00799595130855736,-0.12836634024442317,-0.3430441687096577,-0.08267378116620211,-0.021564413727793014,0.002653,0.01,0.0,0.97,100,11,1,12
93,0.9176059399979932,-4.297163541548548,-0.9441054816741326,-0.4262915080620118,-0.17808565809170995,-0.3001152451152479,-0.1838245891071822,-0.009470124772236174,-0.0023902841987981983,-1.2358627480893571,-0.008009900266680227,-0.12898315929084425,-0.3443431078739925,-0.0830604762781442,-0.021671973091625205,0.002632,0.01,0.0,0.97,100,11,1,12
94,0.9130597395532284,-4.303899859090248,-0.94740303594543,-0.42802901084415074,-0.17860951557480517,-0.301715181152875,-0.18481568896213735,-0.00952041296207913,-0.0023998960776172884,-1.2402687476131027,-0.008008836677539636,-0.12955879043568477,-0.34585067116143026,-0.08353027319469107,-0.021811574345895066,0.002611,0.01,0.0,0.97,100,11,1,12
95,0.9125383086922844,-4.314747056279365,-0.9531054094885537,-0.43052522115400815,-0.17967383477518403,-0.3034687805992086,-0.18587401600119624,-0.009577186607778046,-0.0024147378410141283,-1.247747034927783,-0.00807173241781357,-0.13038737857060928,-0.34774634820553824,-0.08401547311953456,-0.021954715912379966,0.002591,0.01,0.0,0.97,100,10,1,11
96,0.9127568956192537,-4.324158908916983,-0.9580864663208642,-0.43282868310764677,-0.18055523320821623,-0.30514535669023246,-0.18694734908975125,-0.009629760327724082,-0.0024295035946802898,-1.2541400065594424,-0.008115295136043296,-0.1312778440977267,-0.3496146531968841,-0.08444989579698636,-0.022088774734588142,0.002571,0.01,0.0,0.97,100,11,1,12
97,0.9176292813969107,-4.332865928332896,-0.9626141899084678,-0.4349863342052569,-0.1813921564208971,-0.3066455437935283,-0.18782287261682884,-0.00967511884219904,-0.0024415495112641962,-1.2600390781620188,-0.008160416007117876,-0.1318598460725982,-0.3512434512895823,-0.08495076696483249,-0.022183376649081623,0.002551,0.01,0.0,0.97,100,11,1,12
98,0.9155779572158258,-4.342974532411494,-0.9679479736278427,-0.43736315599688574,-0.18240286797318803,-0.3082460513853916,-0.1887745438997575,-0.009731207362411964,-0.0024524828362151472,-1.2670058753566515,-0.008209686591021613,-0.1324560272582292,-0.3532322857075078,-0.08526470948204237,-0.022343302464523828,0.002532,0.01,0.0,0.97,100,10,1,11
99,0.9199412538210632,-4.350107033327652,-0.971695091693715,-0.4391571563686335,-0.1831956251375281,-0.3096674144936697,-0.18974316061259047,-0.009767831237209928,-0.0024647619802373594,-1.2717791405850634,-0.00820002652775303,-0.133104890960539,-0.3544433180182056,-0.08567650032869437,-0.02242080349645165,0.002513,0.01,0.0,0.97,100,11,1,12
100,0.909772552686951,-4.360595028338609,-0.9771977590372267,-0.44167536365964327,-0.1842243161996398,-0.3114744122418556,-0.19084053981153815,-0.009826033073862542,-0.0024765682646563196,-1.2790323563132118,-0.008244076594595928,-0.13383557595011755,-0.35633791736485393,-0.08619754681736741,-0.022593701301530066,0.002494,0.01,0.0,0.97,100,11,1,12
101,0.9160260201064458,-4.366615407156364,-0.9805084334472189,-0.4435592201778163,-0.1847126949670409,-0.31279853883714337,-0.1916889867964434,-0.009873330085061938,-0.002487736119159401,-1.283003360298478,-0.00821304934337271,-0.13434956170729878,-0.35782579916289925,-0.08663974161909999,-0.022734725364053004,0.002475,0.01,0.0,0.97,100,11,1,12
102,0.9177500796832799,-4.373048107721306,-0.9841020354835945,-0.4454061765982033,-0.1853905702946088,-0.3142919269566543,-0.19263927569770134,-0.009913827991384115,-0.002499761704007618,-1.287252085985669,-0.008263907645882303,-0.1348534594186964,-0.35940557636242304,-0.08704015299684245,-0.022827800681376235,0.002457,0.01,0.0,0.97,100,11,1,12
103,0.9179903139499441,-4.380001220784787,-0.9875672690244747,-0.4471815586724417,-0.1859741498614998,-0.3158104460923537,-0.1935713752396185,-0.009961751522329663,-0.0025123384654046404,-1.2918927796611275,-0.008304187402167826,-0.13535938664059746,-0.3608239698787307,-0.08745495479230835,-0.022904464726719257,0.002439,0.01,0.0,0.97,100,11,1,12
104,0.9131054848073019,-4.388658544271291,-0.992178780423487,-0.4493301014616672,-0.18687704698177357,-0.31731223011505766,-0.19464614963794774,-0.010008904988319902,-0.0025252335798181848,-1.2977878572787067,-0.008357267923256542,-0.1360406712018286,-0.36239316344001166,-0.08792088127316075,-0.02302761542778223,0.002421,0.01,0.0,0.97,100,11,1,12
105,0.915549642441377,-4.398356141231219,-0.9972734857537076,-0.4515570952497274,-0.1878939781020271,-0.3188270262959102,-0.1955978902618387,-0.010052272965885236,-0.0025398535723760254,-1.3044606060569783,-0.008406252633708018,-0.1367478681341803,-0.3641536064868832,-0.08834894673857292,-0.02310160784074411,0.002404,0.01,0.0,0.97,100,10,1,11
106,0.9168919259246823,-4.40700841351516,-1.0017777861441828,-0.4536352284184179,-0.18870572071968952,-0.32024746013515937,-0.19647938156701023,-0.010099144349725366,-0.0025530077509396446,-1.3103834858254164,-0.008453523531846328,-0.13731288814530251,-0.36603237161583063,-0.08873863064372445,-0.023198911052014475,0.002386,0.01,0.0,0.97,100,11,1,12
107,0.9096363207388183,-4.417265349142178,-1.007211782269785,-0.4560774638604208,-0.18970200756462818,-0.32203037327470657,-0.19747843977784046,-0.010157441753707471,-0.0025663143462023794,-1.317473502927073,-0.008496519031657648,-0.13812140558620276,-0.36826046744360585,-0.08909796574034476,-0.023300869150992783,0.002369,0.01,0.0,0.97,100,10,1,11
108,0.9122596554367023,-4.4271897870668075,-1.0123563063781735,-0.4583003661896002,-0.1907307230683327,-0.3235860036900782,-0.1984387290369412,-0.010202774492787583,-0.0025780343679552105,-1.3243334996060099,-0.00855156845801386,-0.13866881638585504,-0.3698575463576085,-0.0894875098549429,-0.023456435631294847,0.002352,0.01,0.0,0.97,100,10,1,11
109,0.9117839469932064,-4.437002722370362,-1.0177117044572856,-0.460634423094452,-0.19183015188835276,-0.3251080187771964,-0.19946433812857475,-0.010245001726503136,-0.002591050191892685,-1.3310852016137837,-0.00860121678234003,-0.1393729091430109,-0.37145356250246064,-0.08990696775142039,-0.023587263929984226,0.002336,0.01,0.0,0.97,100,10,1,11
110,0.9188677010541277,-4.445716365159596,-1.02225589664101,-0.46259809637475596,-0.19270418277688028,-0.3264891133138518,-0.20032795319535157,-0.010279655555675954,-0.0026023963227667798,-1.3370941480829328,-0.00863659638802736,-0.1399931536396163,-0.3729681948988477,-0.09031330811446325,-0.023690553371424238,0.00232,0.01,0.0,0.97,100,10,1,11
111,0.9171009080879233,-4.454421467589131,-1.0267546763284232,-0.46468425357501203,-0.19347339141918635,-0.32790401877059133,-0.20113311053077285,-0.010334646298884134,-0.002611351302800876,-1.3431467232699434,-0.00867835918598349,-0.14050625012159298,-0.37487894397043375,-0.09065523473959322,-0.02381484830220174,0.002304,0.01,0.0,0.97,100,11,1,12
112,0.9170061357989215,-4.462222341018335,-1.0306854755245127,-0.46654739325093136,-0.19421221980527298,-0.32933315910513433,-0.20203554087128953,-0.010377572025235407,-0.002622345269413739,-1.3485040498682663,-0.008682006954870324,-0.14106711598538516,-0.3763736581587725,-0.09106176946491099,-0.023902476386426452,0.002288,0.01,0.0,0.97,100,11,1,12
113,0.9200355094236548,-4.47048130212115,-1.035020718220975,-0.46843663029039295,-0.1950693611303253,-0.33064659031605476,-0.20287988259574058,-0.010421012538038331,-0.002633841546586322,-1.3541658050127876,-0.008724271656740707,-0.1417141070398858,-0.37796509142675533,-0.09135786810908487,-0.023999209401976765,0.002272,0.01,0.0,0.97,100,10,1,11
114,0.9096140939597316,-4.480171943623356,-1.0400718522964316,-0.4707490064802465,-0.19593412758132558,-0.332246605025452,-0.20379487034724317,-0.010481423106595472,-0.0026465882890651738,-1.360862893866986,-0.008770613653047415,-0.14235105301216852,-0.3802414904888688,-0.09182111741168124,-0.02410503326076927,0.002257,0.01,0.0,0.97,100,11,1,12
115,0.9140631600290624,-4.4891692004722765,-1.0448157960716353,-0.47288471957962847,-0.1967895054519718,-0.33374051370331514,-0.20467007948517393,-0.010536882609279534,-0.002657703002551985,-1.3670773643375334,-0.008813312047982661,-0.14289247006352077,-0.38209456082547677,-0.09213919949742624,-0.02425471612620923,0.002241,0.01,0.0,0.97,100,11,1,12
116,0.9186168948065623,-4.497497421078351,-1.0491931279314706,-0.47481286838416026,-0.19762604415782575,-0.3350696334085914,-0.20547539192387582,-0.010579885066556253,-0.002666744411041341,-1.3728334085709064,-0.008849216945746335,-0.14331951449596875,-0.38353826513809847,-0.09253711049536605,-0.024406990107991237,0.002226,0.01,0.0,0.97,100,10,1,11
117,0.9148012639281556,-4.506478852798083,-1.0538420236921813,-0.47690807743596203,-0.19848355823880257,-0.3365675411870202,-0.20636277395895175,-0.010625697134563536,-0.002679520027485945,-1.3790701632785682,-0.008896179713464292,-0.14406092305841767,-0.3851591924046968,-0.09296496587206762,-0.024532471182281444,0.002212,0.01,0.0,0.97,100,10,1,11
118,0.9072384888037763,-4.512114051000047,-1.057172033361348,-0.4788048020180991,-0.19914833426555859,-0.3379951159466144,-0.20732554842942763,-0.01066612631936851,-0.0026911411996132185,-1.3827162593382498,-0.008829234937931998,-0.14469548198829482,-0.3861998583122091,-0.0933419283866371,-0.024704068899962975,0.002197,0.01,0.0,0.97,100,11,1,12
119,0.9132235545609406,-4.521020901950401,-1.0618827524521546,-0.4809028034189777,-0.200024404015247,-0.339470218520987,-0.2082499047945925,-0.010712172244135384,-0.0027045443453072716,-1.3888742088640607,-0.008866834633553608,-0.14539750562045697,-0.3880051958293571,-0.09366316275046328,-0.02480673965011808,0.002182,0.01,0.0,0.97,100,11,1,12
120,0.9186772255964565,-4.529154877576816,-1.06608298979485,-0.48281001917676497,-0.2008004702358586,-0.34079043128511594,-0.20901618672688904,-0.010754891083458059,-0.002715883728944537,-1.3945326195403103,-0.008893578641612738,-0.14612691444911266,-0.3894550094307888,-0.09398241356494831,-0.02490358821153538,0.002168,0.01,0.0,0.97,100,11,1,12
121,0.9152704884941462,-4.5376506212988,-1.0704811040967714,-0.48480447439599783,-0.20155865165118178,-0.3422258636141556,-0.20978368375638576,-0.010800086588530116,-0.0027266096762760036,-1.4003952849008543,-0.008928870757645268,-0.14668984099529295,-0.39105043287911473,-0.09431882115620624,-0.02507002095157302,0.002154,0.01,0.0,0.97,100,11,1,12
122,0.9098339891577862,-4.545653006647376,-1.0747593132666837,-0.4869040405291995,-0.20225678101060005,-0.34365308654874716,-0.21060234451450838,-0.010847256692613178,-0.0027392885047478445,-1.4058739474819222,-0.008952154004172921,-0.14744172166051675,-0.3931025736827448,-0.0947557269772158,-0.025160908129117733,0.00214,0.01,0.0,0.97,100,11,1,12
123,0.9166415687849279,-4.5523027419558595,-1.0783247034353005,-0.4886672279372142,-0.20292581708414445,-0.3449826068068957,-0.2114050106877945,-0.010888262998611653,-0.0027478683948246375,-1.4103667108328857,-0.008936907558755898,-0.14784761040494523,-0.3944296884633134,-0.09516618046590286,-0.025231698646356958,0.002127,0.01,0.0,0.97,100,11,1,12
124,0.9126002561164656,-4.560900527534885,-1.0828133012694614,-0.49073193684332034,-0.20371836782423447,-0.3464781531228662,-0.21223803756318677,-0.010943315899536161,-0.0027603812527043437,-1.4163234321024283,-0.008968989867873126,-0.14851302348180997,-0.3963498248683578,-0.09554319735020612,-0.025377420734651088,0.002113,0.01,0.0,0.97,100,11,1,12
125,0.9166906938484761,-4.567947852497531,-1.0864315749602904,-0.4924566500442323,-0.20434888295801049,-0.347783453628947,-0.213002478039834,-0.010988620526667001,-0.0027690122859089046,-1.4211221228139301,-0.008986240197496446,-0.14900034043323454,-0.3978260831912515,-0.09587315088637931,-0.025434784728769633,0.0021,0.01,0.0,0.97,100,11,1,12
126,0.9114791067131149,-4.574428321488218,-1.0900121530265683,-0.49432492266354694,-0.20496857672792895,-0.349171618448124,-0.21381987452572263,-0.011038493657647664,-0.0027781043415280675,-1.42548305622812,-0.009000320898996926,-0.14938690541669053,-0.39934449446557546,-0.09618717900932928,-0.02551984358634236,0.002087,0.01,0.0,0.97,100,11,1,12
127,0.9215808649888672,-4.581802267457342,-1.0937764124330982,-0.4960259184891752,-0.2056429737572988,-0.3503443163301025,-0.21455178607066877,-0.011081821756936961,-0.0027871289848549873,-1.430568889166847,-0.009020184169879528,-0.14997180403021165,-0.4007061749585655,-0.09651727835707823,-0.025583586855674866,0.002074,0.01,0.0,0.97,100,11,1,12
128,0.911330460633998,-4.590481059234349,-1.0983339826621268,-0.49805956632286713,-0.2065172543627655,-0.3517927172862691,-0.21540455179205403,-0.011124322345496764,-0.0027989547657310937,-1.436565517396526,-0.009063128229621806,-0.15055283803343517,-0.40214853227065117,-0.09685503507737935,-0.02567747771513453,0.002061,0.01,0.0,0.97,100,10,1,11
129,0.9111047567785777,-4.599060751334656,-1.1029050938840148,-0.5001079361969387,-0.20741622344052071,-0.353196643612419,-0.21632749888618621,-0.011168336283284333,-0.0028088346062169678,-1.44250360875215,-0.009097892566218393,-0.15110077723291696,-0.4037179185572571,-0.09729521673278257,-0.025771118465079842,0.002048,0.01,0.0,0.97,100,10,1,11
130,0.9131388205359983,-4.60676001201871,-1.1069682990319567,-0.5019442624729591,-0.20824076202357608,-0.3544953242548388,-0.21719517524203785,-0.011208505636024643,-0.002819764540527709,-1.4478003804471564,-0.009122028630432363,-0.1516676675544014,-0.40517286930734725,-0.0976634904381275,-0.025917126976417446,0.002035,0.01,0.0,0.97,100,11,1,12
131,0.9224153921386776,-4.613860578893836,-1.110647159618037,-0.5035595096837131,-0.20895554316005294,-0.35558713061274927,-0.21791433390660986,-0.011240379242039834,-0.002828653327529456,-1.4526817995345895,-0.009145626519114916,-0.15214985244399862,-0.40635320444465645,-0.0980104560167789,-0.02597159747376526,0.002023,0.01,0.0,0.97,100,10,1,11
132,0.9171397856686935,-4.621265730652248,-1.1145257367575394,-0.5053483297534797,-0.2096504467009745,-0.3568754955192696,-0.2187015242959942,-0.011284131848186425,-0.0028393154890823838,-1.4577816372517503,-0.00918261752337967,-0.15272733135284203,-0.40786678357832284,-0.09840894757989288,-0.026037308428440983,0.002011,0.01,0.0,0.97,100,11,1,12
133,0.9159167271683523,-4.629015429423779,-1.1186554492761713,-0.5071756170123817,-0.21044282706356987,-0.3581161184593128,-0.21944616776815215,-0.011320808953400988,-0.0028479187008508605,-1.4631495423405259,-0.009217295023462059,-0.15330075338393048,-0.4092942469570968,-0.09879146635836616,-0.02610685511972777,0.001999,0.01,0.0,0.97,100,10,1,11
134,0.9126436390834296,-4.6369695561533675,-1.1228415511251035,-0.5090422680247049,-0.2112236905530016,-0.3594184349125519,-0.22021057536392571,-0.011361765743919644,-0.0028591112186270636,-1.4686113924167563,-0.009257875679514213,-0.15392207384951598,-0.41073393701238176,-0.0990467123923046,-0.026191341229584716,0.001987,0.01,0.0,0.97,100,11,1,12
135,0.9092442929693432,-4.645356204085242,-1.1272884262486587,-0.5110071787040059,-0.21211260655945588,-0.3608287040729329,-0.22100223636490202,-0.011401714899283356,-0.002868577500365271,-1.4743849031521516,-0.009299943941408612,-0.15450186896042178,-0.4121777740722188,-0.09936181591788676,-0.026398483685009813,0.001975,0.01,0.0,0.97,100,11,0,11
136,0.9133851656563282,-4.65330900948071,-1.1315019193256262,-0.5128688517290988,-0.2129290283107104,-0.3620585881501348,-0.22178017411252776,-0.01144168830157016,-0.002878178288753984,-1.479914429099579,-0.009336372074138951,-0.15502697750722624,-0.4136791537116921,-0.09977555598228353,-0.026491275270704096,0.001963,0.01,0.0,0.97,100,10,1,11
137,0.9262604863994577,-4.658825880888188,-1.134332815826272,-0.5141689304268539,-0.21341510273445147,-0.3630612696948154,-0.22240979782702403,-0.01147218838350425,-0.0028869178017322315,-1.483690523781246,-0.009358344299292817,-0.15539886008545611,-0.4146798669615771,-0.10004704606281269,-0.02657462799184415,0.001952,0.01,0.0,0.97,100,11,1,12
138,0.9130427488088048,-4.666116478405968,-1.138166256156761,-0.5159521753834514,-0.21413681813587554,-0.3643781240935185,-0.2232788722493312,-0.01151206437971006,-0.002897755802392539,-1.488684294573503,-0.009388459675686295,-0.15590085186019467,-0.41603510308051916,-0.10037066448036143,-0.026741395006846205,0.00194,0.01,0.0,0.97,100,11,1,12
139,0.9187149955958851,-4.6734119148933875,-1.1420061579542649,-0.5176378302481348,-0.2148750495457802,-0.3654910355884086,-0.22401001190621658,-0.011546772516808988,-0.0029081015369918166,-1.4937606867262794,-0.009424867678850247,-0.15647881684036108,-0.4174083664349803,-0.10068746037187622,-0.026804623063090036,0.001929,0.01,0.0,0.97,100,10,1,11
140,0.915602752929638,-4.669047131534379,-1.1389193097118682,-0.5174853298569011,-0.21385539697616648,-0.36611434692340505,-0.22465484119336118,-0.011571110664696078,-0.0029165954949004905,-1.490026198242559,-0.009328100887723052,-0.15648111249998378,-0.4172083436592876,-0.1009566318535986,-0.026875716341409926,0.001918,0.01,0.0,0.97,100,11,1,12
141,0.9177302576191277,-4.675422394642566,-1.142332018847538,-0.5190988787008454,-0.21452430469810949,-0.36725473907507383,-0.22534506400799895,-0.011608630427282282,-0.002925603452618216,-1.4944178221120838,-0.00936037049097903,-0.15692395622604338,-0.41857393998033066,-0.1013468005919666,-0.02693733720197263,0.001907,0.01,0.0,0.97,100,11,1,12
142,0.9150775532129188,-4.6829027708561926,-1.146237969803986,-0.5208391488660467,-0.2152627214263133,-0.36849529705910533,-0.22608594762135809,-0.01164769226240641,-0.0029361730451607456,-1.4995562667614502,-0.00940188655769069,-0.15753561721002435,-0.4200424935372164,-0.10170403716329128,-0.026999714857939942,0.001896,0.01,0.0,0.97,100,10,1,11
143,0.9137394247038917,-4.690454281624064,-1.1502681173224822,-0.5226230117003168,-0.21605059974286484,-0.36972196284378944,-0.22688751758055967,-0.011681910732955412,-0.002946169331699933,-1.5047652871045323,-0.009440942221672733,-0.15801913643349763,-0.42125611341861446,-0.10207296604185141,-0.027131662716162276,0.001885,0.01,0.0,0.97,100,10,1,11
144,0.9194238544474393,-4.697064343322857,-1.15370781582993,-0.524155763767813,-0.21673130274889493,-0.37084138036658915,-0.22757471982566865,-0.011711015738267641,-0.0029535314212469728,-1.5093034842799604,-0.009462526888633287,-0.15845255820663412,-0.4223754695677059,-0.10242110709086864,-0.027198361912500017,0.001875,0.01,0.0,0.97,100,11,1,12
145,0.9202321864221419,-4.703824816809029,-1.1572414313806711,-0.5257197373514797,-0.21737905723020642,-0.37193382903538963,-0.22826003733103684,-0.011745520337359672,-0.0029624025608116647,-1.51392324338518,-0.00949324597789723,-0.1589168231527728,-0.4235512499770525,-0.10274765219539024,-0.027269616653503338,0.001864,0.01,0.0,0.97,100,10,1,11
146,0.9166891163793104,-4.710923863533888,-1.1610055372202719,-0.5273777852376059,-0.21811291599645385,-0.37307835531784245,-0.22899369529731334,-0.011778734332559193,-0.002972159181967132,-1.5188125783032276,-0.00953220662922466,-0.15939160147012513,-0.424642805026966,-0.10308431940716037,-0.027340941284651896,0.001854,0.01,0.0,0.97,100,10,1,11
147,0.9178893570932968,-4.717613346309704,-1.1645680138111982,-0.5289850512277932,-0.2187834853342511,-0.3741753166012061,-0.22969483476878885,-0.011814828588549,-0.0029806177141867567,-1.5234396431527253,-0.009556019516781452,-0.15988229830881562,-0.4259977450245382,-0.1034267067198907,-0.027377336761514652,0.001843,0.01,0.0,0.97,100,11,1,12
148,0.9125444249834204,-4.724721271651321,-1.168267595221514,-0.530615037462222,-0.21950336931892112,-0.37533532077682785,-0.23047877753855384,-0.011853616129909421,-0.002989259237147603,-1.5283141190666734,-0.009587821418516948,-0.16039249419437623,-0.4273106686830943,-0.10374640566904257,-0.0274654971689723,0.001833,0.01,0.0,0.97,100,11,1,12
149,0.9179189779794923,-4.728341043154928,-1.1702589941709651,-0.5317406361821199,-0.2198307285055135,-0.3764091060894383,-0.2311246930364971,-0.011885423515864826,-0.0029964690279232617,-1.5306199107255007,-0.009619502393429041,-0.16069272633803233,-0.4284064517620326,-0.10407976921973687,-0.027538184412794594,0.001823,0.01,0.0,0.97,100,11,1,12
150,0.9162483622317888,-4.735009727828759,-1.1738155617017898,-0.5333412151941346,-0.22051273876419256,-0.3775881230313879,-0.23180196670724146,-0.01192011104536381,-0.003005004631454414,-1.5352155091269377,-0.009634831358508523,-0.161093583746739,-0.42954235871738927,-0.10429052870637147,-0.027621700982038127,0.001813,0.01,0.0,0.97,100,11,1,12
151,0.90939501898406,-4.740606644820166,-1.1767886935275365,-0.5348286505734761,-0.2210626504140799,-0.37871332124727153,-0.23255747316421438,-0.011959147661630445,-0.0030131167176256917,-1.5389440667861118,-0.009640902534221552,-0.16145129578769626,-0.4307601624743794,-0.1045229231586527,-0.027748275785923728,0.001803,0.01,0.0,0.97,100,11,1,12
152,0.9192025534332648,-4.7465663100304445,-1.1799233688694977,-0.5363022514777388,-0.22163752525874691,-0.3797742787663028,-0.23320150401750747,-0.011994427001986009,-0.0030230974790767893,-1.5430036536153424,-0.00967241647963597,-0.16205724834330312,-0.43204053926840924,-0.10481322526578296,-0.02783506156553504,0.001794,0.01,0.0,0.97,100,11,1,12
153,0.918600583090379,-4.753066824153316,-1.1832970613786729,-0.5378112248456149,-0.22226037673518234,-0.3809145032279081,-0.2338599663287085,-0.012028417595507135,-0.0030313811405710427,-1.547491719694749,-0.009700730194086184,-0.16250791872333564,-0.43326333766661174,-0.10515340475258551,-0.027890128104711965,0.001784,0.01,0.0,0.97,100,11,1,12
