episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_failure_risk,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
232,0.9142709099418332,-5.141783941958649,-1.3890114725100737,-0.6354040630428777,-0.26021520445022084,-0.4533557058807215,-0.2783856130153766,-0.014302474287906397,-0.003602459969407041,-1.8120409305979617,-0.010969946402620888,-0.1919607478270228,-0.510933566134021,-0.12420071964392708,-0.033535344416110204,0.001253,0.01,0.0,0.97,100,10,1,11
233,0.9115362726390144,-5.145713456116336,-1.3910552355428094,-0.6364376360881128,-0.2605794527913218,-0.4542027352210067,-0.2788832150882871,-0.014326184033917395,-0.0036086366453600013,-1.8146866054003057,-0.010988479789471362,-0.19228967573482886,-0.5116760706388896,-0.12445505822537893,-0.033601569686789276,0.001248,0.01,0.0,0.97,100,11,1,12
234,0.9273817567567567,-5.149531931186853,-1.393051755160267,-0.6373000661549337,-0.26097041014246064,-0.454785484527907,-0.2792685924924814,-0.01434251731559802,-0.0036134354079747563,-1.817324093826131,-0.011003195612399982,-0.1925560948315494,-0.5123497786922516,-0.12459837023356081,-0.03364540740505394,0.001243,0.01,0.0,0.97,100,10,1,11
235,0.917676038392933,-5.150173269429483,-1.3935224675653908,-0.6379074547144891,-0.2609431204384728,-0.455372205905659,-0.27961998290995554,-0.014355608413594404,-0.0036185634576129406,-1.817532191081621,-0.011021585827029723,-0.19278908686974724,-0.5125496421580381,-0.12479388817548805,-0.0336961371599393,0.001239,0.01,0.0,0.97,100,11,1,12
236,0.9121726250589106,-5.1548007495599455,-1.395935065185528,-0.6390118625547314,-0.261378005582041,-0.45615089690044347,-0.2801176100099428,-0.014385576655980564,-0.0036246578774389066,-1.8207180981068214,-0.011040036761806546,-0.1931329652851139,-0.5134490116733671,-0.12499069713303906,-0.03375703203746881,0.001234,0.01,0.0,0.97,100,11,1,12
237,0.9147152696119604,-5.158864967020584,-1.3980550538850232,-0.6400155383590778,-0.26177408415069137,-0.4568929201436212,-0.2806028034324831,-0.014409036937888364,-0.0036305307144906596,-1.8234774934565332,-0.011063747476245143,-0.1934852198974122,-0.5141911450158897,-0.12519594310850304,-0.03380390960280159,0.001229,0.01,0.0,0.97,100,11,1,12
238,0.9154488517745303,-5.1550996978677635,-1.3962069096000997,-0.639984365843361,-0.2612185816667897,-0.4574790117836558,-0.28096228899686027,-0.01442487593566637,-0.0036343988316148903,-1.8203551116279384,-0.010978329068938038,-0.19359711742213573,-0.5138921859312764,-0.12532992073852303,-0.03385576531733767,0.001225,0.01,0.0,0.97,100,11,1,12
239,0.915568651743709,-5.1556629631360815,-1.3965958181611622,-0.6406131447469507,-0.2611806420244727,-0.45822437263818344,-0.28137944703815354,-0.014444062790385808,-0.0036394688641211165,-1.8204822730813908,-0.01090598829921786,-0.19380384067660486,-0.5143251038505048,-0.1255191512231212,-0.0339348545637959,0.00122,0.01,0.0,0.97,100,11,1,12
240,0.91813731262933,-5.157277226824691,-1.3974057546924672,-0.6412033451676932,-0.2612794268666752,-0.45891014865546575,-0.2817967633970745,-0.014460335438047398,-0.0036445153070501254,-1.8214192526932333,-0.010894988415118665,-0.19401386529544948,-0.5144830098690183,-0.12575434533303384,-0.03395881667474331,0.001216,0.01,0.0,0.97,100,11,1,12
241,0.9206900602460185,-5.161304774449266,-1.399554895946702,-0.6421664882533086,-0.26169044663639945,-0.45956507903715255,-0.2822382386009712,-0.01448119147917861,-0.003650213846341666,-1.8241730822976037,-0.01090609463843984,-0.1943554162991781,-0.5152047347568977,-0.12594024648228952,-0.03401851146743449,0.001212,0.01,0.0,0.97,100,11,1,12
242,0.9179767600820232,-5.16535540086622,-1.4016712632749668,-0.6431301076778639,-0.26208390723222674,-0.46025213188847525,-0.28264748172446974,-0.014505179582191151,-0.0036546363177476283,-1.8269287059999724,-0.010927581555196988,-0.19458026751396154,-0.5160234216339902,-0.12609363491163672,-0.03415621919937701,0.001207,0.01,0.0,0.97,100,11,1,12
243,0.9093553897938127,-5.1702791369302075,-1.4043219986160138,-0.644337335963167,-0.26257383456420574,-0.46111035432773945,-0.28311751794081746,-0.01452863354730725,-0.0036612927391323465,-1.8303209582880757,-0.010952093529186814,-0.19500166037437405,-0.5169185367327309,-0.12637714867770874,-0.03421468962224146,0.001203,0.01,0.0,0.97,100,10,1,11
244,0.9150822761382373,-5.17367357346007,-1.406127334625229,-0.6452879224404524,-0.2628633599145439,-0.4618124783451537,-0.28357082630306574,-0.014552979229682284,-0.003667068076256061,-1.8326245468255895,-0.01096351022589447,-0.19534872694566713,-0.5177453758854756,-0.12660110530239246,-0.03426284006031189,0.001198,0.01,0.0,0.97,100,11,1,12
245,0.9173406279733587,-5.177899477971643,-1.4082726834168626,-0.6462842852909565,-0.26323061469694276,-0.4625574738588444,-0.2839585504027043,-0.014577617835787218,-0.0036727093344231156,-1.8355579933984623,-0.010984726597118162,-0.19566494245227187,-0.5186973312087354,-0.12675737930102643,-0.03430080874159132,0.001194,0.01,0.0,0.97,100,11,1,12
246,0.9216769470616146,-5.179433835620991,-1.4092300089470138,-0.6469602270743346,-0.26341806146656394,-0.4631813501823614,-0.28437634099314363,-0.014594520477348959,-0.0036784220606376496,-1.8364650765007153,-0.010975944651087081,-0.19592129107082865,-0.5191875737687548,-0.12692683177587694,-0.03438925802301659,0.00119,0.01,0.0,0.97,100,11,1,12
247,0.9195266869771591,-5.183581116149896,-1.4113408339965734,-0.6479209447229975,-0.263785732958509,-0.46387511745828003,-0.2847968441009469,-0.014618849614458878,-0.003683642440794583,-1.8393267632400299,-0.010990826273603985,-0.19616468516576213,-0.5200661850560047,-0.1271152719764123,-0.03443509179772799,0.001186,0.01,0.0,0.97,100,11,1,12
248,0.9156314962226841,-5.1877706121704,-1.4135053325968148,-0.6489454794281088,-0.26416905218964026,-0.4646481448084326,-0.2852142802905295,-0.014645894170428544,-0.0036886604656381074,-1.8422149375288994,-0.0110114356070349,-0.19640172579269236,-0.5209777060995058,-0.12726102257478256,-0.03449400403950777,0.001181,0.01,0.0,0.97,100,11,1,12
249,0.9115846519251999,-5.192231643026921,-1.4158906314632855,-0.6500676919270627,-0.2645719275939996,-0.46540084190469194,-0.2856549992569382,-0.014672823065794302,-0.003695299851888114,-1.8452723195976044,-0.011036720898671009,-0.19676119212181825,-0.5220265008686301,-0.12748695498745274,-0.034542566150956015,0.001177,0.01,0.0,0.97,100,11,1,12
250,0.9115261652364126,-5.196912356290678,-1.4183521896654374,-0.6511582139036454,-0.2650530630000834,-0.4661635844413456,-0.2861343753303552,-0.014693513754316451,-0.0037013519022045882,-1.8484782907506105,-0.011057433195648133,-0.19706005954397132,-0.5229213005442576,-0.12771057945077924,-0.03459810361260425,0.001173,0.01,0.0,0.97,100,11,0,11
251,0.9236676082066201,-5.19955592509592,-1.419772684095195,-0.6519189322670482,-0.265292152786683,-0.46674360554336053,-0.28649646761791026,-0.014711606007176125,-0.003706291122481921,-1.850226218500237,-0.011064492006290602,-0.19732077155839628,-0.523432639564112,-0.12786533019563495,-0.03463205532074164,0.001169,0.01,0.0,0.97,100,11,1,12
252,0.9145690823033567,-5.203430866620067,-1.4218522931425794,-0.6528988192518879,-0.2656958015563086,-0.46741999487213315,-0.2869345964944746,-0.014732199158583597,-0.003711724525488766,-1.852870221249323,-0.011068687152599788,-0.19757987640320587,-0.5241589863771874,-0.12806172266689383,-0.034689467867350714,0.001165,0.01,0.0,0.97,100,11,1,12
253,0.9229908633227671,-5.207259507315343,-1.423841046809726,-0.6537513146360756,-0.2660803516568156,-0.4680296643967039,-0.28735176180086824,-0.014749596093359862,-0.0037166292112262847,-1.8555152717064098,-0.011083548257128784,-0.197833461889151,-0.52477868640952,-0.12824765116816383,-0.03475190735476509,0.001161,0.01,0.0,0.97,100,10,1,11
254,0.9119790881214498,-5.211756096885384,-1.4262273189186871,-0.6548485956103783,-0.2665121333196056,-0.46880164541594616,-0.287826822819371,-0.014774464737162046,-0.0037228007695916257,-1.8586158011707958,-0.011108167132020825,-0.19809676730234543,-0.5257222094042548,-0.12847182515738453,-0.03479929517959403,0.001157,0.01,0.0,0.97,100,11,1,12
255,0.91379138246548,-5.2151014100588755,-1.4279754151186,-0.655761853793457,-0.2668057029302046,-0.46948219175630324,-0.2882635684795428,-0.014796914471140434,-0.003729871491168318,-1.860857047985624,-0.011134959142546953,-0.19841486215940438,-0.5265050832774648,-0.12867434418164206,-0.0348515747194234,0.001153,0.01,0.0,0.97,100,11,1,12
256,0.9189672801635992,-5.2185673592324475,-1.42977097899513,-0.6566042382972279,-0.267095518398975,-0.4700988066345665,-0.2886432577405968,-0.014820172230893302,-0.0037345246297041694,-1.8632327776048996,-0.011148182711832613,-0.1986208949096515,-0.5272370370259386,-0.12884168020768566,-0.03488986335367176,0.001149,0.01,0.0,0.97,100,11,1,12
257,0.9167073068191374,-5.222579895907266,-1.4318260233598512,-0.6575358724833583,-0.26746029805477317,-0.47079185022700776,-0.28905650463560323,-0.014843403198515166,-0.0037403444219001256,-1.8659790811828585,-0.011169073127362924,-0.19892947239733852,-0.5280017221998856,-0.1289553157588519,-0.03496414622367473,0.001145,0.01,0.0,0.97,100,11,1,12
258,0.91571125979222,-5.226854944510386,-1.4340483375154145,-0.6585037092564593,-0.2678833554451907,-0.4714585071907978,-0.28948766379718,-0.014861147473238474,-0.0037464707632453315,-1.8689085397462895,-0.011186984605758605,-0.1992330161551712,-0.528642237730098,-0.12918247583117373,-0.035018336639949556,0.001141,0.01,0.0,0.97,100,10,1,11
259,0.9224760624895011,-5.230492771046607,-1.435918417489445,-0.6593575130565671,-0.2682251267987522,-0.4720694733559655,-0.28986726583030914,-0.0148833295683404,-0.003751266708696975,-1.8714154394656963,-0.011202863494019383,-0.1994788182238836,-0.5293106503927204,-0.129396088276156,-0.03507647751806763,0.001137,0.01,0.0,0.97,100,11,1,12
260,0.9164101191272922,-5.234717443337636,-1.4381450191324958,-0.6603527561970521,-0.2686458352594089,-0.47276372860278776,-0.2902981019118548,-0.014906415715818435,-0.0037569208992798337,-1.8743345744623772,-0.01121948764374841,-0.19974045132546148,-0.5300559351181554,-0.1296015919455427,-0.035103496905616274,0.001133,0.01,0.0,0.97,100,10,1,11
261,0.9115161696766064,-5.238454587311849,-1.4401876999765413,-0.6613356927316038,-0.26904227813942966,-0.47352490574388123,-0.2907368120426605,-0.014929740240445922,-0.0037612973492003876,-1.8768792031592005,-0.011223947937801413,-0.19994523670606282,-0.5308427469500988,-0.12976336086841,-0.03517127222216561,0.001129,0.01,0.0,0.97,100,11,1,12
262,0.916203469765875,-5.2421394997236,-1.4422035134321616,-0.6622992120239659,-0.269414490500987,-0.47421874028560124,-0.29114878508533365,-0.014952850416450662,-0.003766292840373121,-1.8794003670301376,-0.011242222100328285,-0.20016582868085728,-0.5316150064840286,-0.12995537709810762,-0.035196719846225674,0.001125,0.01,0.0,0.97,100,11,1,12
263,0.911102097382075,-5.245184478451019,-1.4438955692631201,-0.6632028158184913,-0.2696669430943592,-0.4748437921778024,-0.29155814542474906,-0.014974844715404435,-0.0037724617204723944,-1.8814317952262125,-0.01126877551905962,-0.20043021133418878,-0.5323841544287781,-0.13016376228920112,-0.03525813752003337,0.001122,0.01,0.0,0.97,100,11,1,12
264,0.9158693667804861,-5.2414677920169925,-1.4422568290325353,-0.6632280212063218,-0.26936165737954465,-0.4754008787465484,-0.29196008086409786,-0.014981823338680453,-0.0037762052227888828,-1.878378179140721,-0.011286780797052877,-0.20052556362910964,-0.5320624720861048,-0.13033225782576507,-0.03531505601616812,0.001118,0.01,0.0,0.97,100,11,1,12
265,0.9135433625942027,-5.245779059800647,-1.4445568811368035,-0.6642905572623201,-0.26977455004473594,-0.4761190708754054,-0.2923813123273263,-0.015008722298249674,-0.003781783017357049,-1.8813601159059845,-0.011305919958678431,-0.20082850831362958,-0.53305044775878,-0.13049718548338204,-0.03538117764583677,0.001114,0.01,0.0,0.97,100,10,1,11
266,0.9182693938468844,-5.249395634535752,-1.4463961094576707,-0.6651599646841779,-0.27010803838822794,-0.47679578795342953,-0.29277481431766544,-0.015026842942132981,-0.003787059354865252,-1.8838344015230055,-0.01132362914520774,-0.20107989769019305,-0.5336867204166599,-0.1306627708684211,-0.03542328331004068,0.00111,0.01,0.0,0.97,100,11,1,12
267,0.9120669774903494,-5.253792517603848,-1.4487476036111673,-0.666217931524047,-0.2705529470311364,-0.4774969138282864,-0.29321929580586836,-0.015047672501806664,-0.003793206209985917,-1.8868684974128904,-0.011344058636216155,-0.20140426987885787,-0.5345021194899647,-0.13084605010980224,-0.0354728439348379,0.001107,0.01,0.0,0.97,100,10,1,11
268,0.9186770754637791,-5.256156569796192,-1.450047846894652,-0.6669550851727462,-0.27076181676885264,-0.47807762456600394,-0.29360081180939945,-0.015063346360363642,-0.0037990268961582314,-1.8883853665527588,-0.011354060768923332,-0.2017491826241277,-0.5348619772933181,-0.13103160218439566,-0.03551177221573376,0.001103,0.01,0.0,0.97,100,11,1,12
269,0.9110220373095201,-5.260371111978199,-1.4523121964547352,-0.6680054438590544,-0.27118017907416975,-0.4788233786792569,-0.2940741862420017,-0.015087853396622,-0.0038057006683278783,-1.891293710092589,-0.011358348509172798,-0.20208620269976588,-0.5356985940627258,-0.1312849765085751,-0.03558495907862787,0.001099,0.01,0.0,0.97,100,11,1,12
270,0.9262410870442621,-5.256722715471637,-1.4508112752866495,-0.668048574585491,-0.2707625641870059,-0.4792715974517046,-0.2943842188998138,-0.015097649909539016,-0.0038097499734262292,-1.8883086070555661,-0.011212844351208945,-0.20225129374304532,-0.5352575164811878,-0.13143449783849048,-0.03562263749403563,0.001096,0.01,0.0,0.97,100,11,1,12
271,0.908055658502072,-5.2612707475878135,-1.4532377037995667,-0.6691339705302193,-0.2712236934613488,-0.48002165327769847,-0.2948217213596328,-0.015121161883328247,-0.0038150083989087306,-1.8914590528195194,-0.011237292509479758,-0.20255378327312262,-0.5362979903647772,-0.13161765965873876,-0.03565304576795762,0.001092,0.01,0.0,0.97,100,10,1,11
272,0.9164022414258709,-5.264810118150167,-1.4550977725321792,-0.6700060777475968,-0.271555801749271,-0.4806067869743568,-0.2951978310293305,-0.015142068948963484,-0.00381906478690173,-1.8938749088379263,-0.011252253330056671,-0.20274881419114205,-0.5370705506548158,-0.1317860617505864,-0.03573242738898149,0.001088,0.01,0.0,0.97,100,11,1,12
273,0.9198117997495177,-5.268424572999532,-1.4570101060343792,-0.670873103294704,-0.2719167732838242,-0.4812218771818191,-0.29555382882492826,-0.015159518538034494,-0.003823752670341967,-1.8963584714696033,-0.01126726544795504,-0.20295446487567212,-0.5377652630691617,-0.13195483239908865,-0.03577802190861319,0.001085,0.01,0.0,0.97,100,11,1,12
274,0.9146549251817737,-5.27250905665666,-1.459146178002972,-0.6718317002002486,-0.2723117449088019,-0.4818919521459041,-0.29595990115725695,-0.015182133907053315,-0.003829663266382159,-1.899192843002875,-0.011288336064826203,-0.20327232848175644,-0.5386436137852716,-0.13214578960039317,-0.03581774410149943,0.001081,0.01,0.0,0.97,100,10,1,11
275,0.9131198190136922,-5.276464267212812,-1.4611485571551106,-0.6727418342472359,-0.2726889006928947,-0.4825452664981526,-0.29636884724294316,-0.015204255852917709,-0.0038339512673478304,-1.9018866066646236,-0.011297477413524817,-0.20352533479929344,-0.5393449285341804,-0.13228396280598576,-0.035876928303344706,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9111081226465841,-5.280558626031542,-1.4632584990740949,-0.673687207072794,-0.2730958568232234,-0.48320679380356313,-0.29679701864561486,-0.015224618124850283,-0.003839441228563971,-1.904698307973216,-0.011318348887499576,-0.20381346781802004,-0.5399894096825376,-0.1324473470401375,-0.035907433519006424,0.001074,0.01,0.0,0.97,100,11,1,12
277,0.9169563016703223,-5.284458924535636,-1.4653042150776876,-0.67461670116872,-0.27347444809107174,-0.4838452525054826,-0.2971794841090102,-0.015243802194019582,-0.003844534989155748,-1.9073950594941156,-0.011334734787006012,-0.20409482615826527,-0.5407716882667797,-0.13259507313065602,-0.03596535049368593,0.001071,0.01,0.0,0.97,100,10,1,11
278,0.906330901388562,-5.288764412786772,-1.467550468745862,-0.6756956652169401,-0.2738455276027214,-0.48460907968990585,-0.29761274317000186,-0.015273122439120188,-0.0038497548214126275,-1.9103442361895304,-0.011359664439640642,-0.2043659672389377,-0.5418751757820983,-0.1327760204363115,-0.03603448175212807,0.001067,0.01,0.0,0.97,100,11,1,12
279,0.9195687386110549,-5.292474291137651,-1.4695014723247168,-0.6765715392940175,-0.27420786635393285,-0.4852080541617618,-0.2979946129564313,-0.015292419853972426,-0.0038547932369931027,-1.9129109763758692,-0.011374763519931932,-0.2046384830460662,-0.5426351004963236,-0.13295696623763237,-0.03605378545204904,0.001064,0.01,0.0,0.97,100,10,1,11
280,0.916644362663098,-5.296377758532039,-1.471554397268491,-0.677509881948256,-0.27457476644952666,-0.48585992257935645,-0.29839157283285367,-0.015314623495119315,-0.0038603383565222796,-1.915619574555054,-0.011391788634337293,-0.20496264302721065,-0.5434952725230258,-0.13313779137702447,-0.0360995168417001,0.001061,0.01,0.0,0.97,100,10,1,11
281,0.9088775253583703,-5.299913575502939,-1.473482210688662,-0.6784784892573299,-0.27493352574964985,-0.4865877804349269,-0.29883178583305314,-0.01533557721373636,-0.003867028840012879,-1.9179929163593603,-0.011400025238252074,-0.20527032585631602,-0.544121009160675,-0.13330209789834851,-0.036149911619829854,0.001057,0.01,0.0,0.97,100,11,1,12
282,0.9166568251986571,-5.296640610664648,-1.4721258358872913,-0.6784219053535469,-0.2746073494968292,-0.48702326113027716,-0.29903732047188614,-0.015344420480676144,-0.0038717537239776035,-1.915298603049802,-0.01141748034572863,-0.2055272391810875,-0.5440465360970717,-0.1334214170706325,-0.03618861790629842,0.001054,0.01,0.0,0.97,100,11,1,12
283,0.9178609771476287,-5.2991657463856585,-1.473479807840463,-0.6791237034235444,-0.2748657678508476,-0.4875289704211122,-0.2994256721510584,-0.015361895277093245,-0.003876639358445193,-1.9169634357849643,-0.011434728078071683,-0.20573443665840827,-0.5445312273712406,-0.13358532507073936,-0.03621932061354424,0.001051,0.01,0.0,0.97,100,11,1,12
284,0.9167510633988252,-5.302007855400656,-1.4749898587702077,-0.6798998970065518,-0.27513960233293344,-0.488126974164933,-0.29981791755096243,-0.015379803253080712,-0.0038812762033853363,-1.9188755921296847,-0.011443640779711542,-0.20598599361183947,-0.5450601398677499,-0.1337511551438956,-0.03627188298906654,0.001047,0.01,0.0,0.97,100,11,1,12
285,0.9105422192378714,-5.29952756517251,-1.473873006228129,-0.680167884441343,-0.27491681929094636,-0.48852758803002766,-0.30023280986066186,-0.01539020428534151,-0.0038866097631948056,-1.9167222412499088,-0.01146765756746312,-0.20610608267967967,-0.5449120383050916,-0.13392754397418638,-0.03634894809068878,0.001044,0.01,0.0,0.97,100,11,1,12
286,0.921697860065741,-5.302827474694697,-1.4755843568414455,-0.6809603739309639,-0.2752197844138119,-0.4891115194155575,-0.3005929053505475,-0.015408792240711528,-0.003891636784271499,-1.9189828109735674,-0.011482884218192312,-0.20638163345704152,-0.5455572966815303,-0.13406614963865754,-0.036438032353148554,0.001041,0.01,0.0,0.97,100,11,1,12
287,0.9202437509442831,-5.30642062314123,-1.477459895025587,-0.681787652076471,-0.27556587273599653,-0.48968508600734895,-0.30093232735759945,-0.015426826148672811,-0.003895822913906942,-1.9214888549990286,-0.011498696859586457,-0.2066360759833809,-0.5462675665186972,-0.1342034727094449,-0.036475872140315994,0.001037,0.01,0.0,0.97,100,10,1,11
288,0.9176370446033367,-5.309826368235934,-1.4791854689078865,-0.6825736743982456,-0.275878993846619,-0.49024448195885056,-0.30129552717834446,-0.01544561552239468,-0.0039001862330484047,-1.9238420231841187,-0.011516130356717473,-0.20682373392186285,-0.5469099489484727,-0.13438006174763362,-0.03650792837361209,0.001034,0.01,0.0,0.97,100,11,1,12
289,0.9203762808667899,-5.312756445377694,-1.4807939900494045,-0.6833637653503407,-0.2761760785379022,-0.49079907369910264,-0.3016289188436442,-0.01546644299965678,-0.003903929288098985,-1.9258211739375115,-0.011524048137024115,-0.2070220950688761,-0.5475568998937271,-0.13453594976514396,-0.03655080078473345,0.001031,0.01,0.0,0.97,100,11,1,12
290,0.9181784461828972,-5.315871494105366,-1.4824642094239504,-0.6841651993392005,-0.2764883007397474,-0.4913797039642761,-0.30200128733210335,-0.015483696925867976,-0.00390814583051733,-1.9279236754128022,-0.011537749562451086,-0.2072500604597957,-0.5481538730536002,-0.13475253539007834,-0.03658553005191249,0.001028,0.01,0.0,0.97,100,11,1,12
291,0.9152253226133369,-5.318304720352367,-1.4837274201839412,-0.6848841157040675,-0.27671432226430764,-0.49195808807240415,-0.30236532238848735,-0.015503520261247447,-0.003913870273768811,-1.9295247448903565,-0.011558993277682336,-0.20750175667058993,-0.5487184653836181,-0.13488772251985406,-0.036620755300712744,0.001025,0.01,0.0,0.97,100,11,1,12
292,0.9151729572930465,-5.322163586022617,-1.4857459574125236,-0.6857511420658203,-0.27710669603034943,-0.492551738082004,-0.3027679338656186,-0.015521851892726793,-0.003918958329957261,-1.9322039213854234,-0.011577067015991002,-0.20778099329576025,-0.5493525033061792,-0.13505196821827328,-0.03665713946952092,0.001022,0.01,0.0,0.97,100,10,1,11
293,0.9160256625575224,-5.325722659773703,-1.487599340407378,-0.6865999174866553,-0.2774448012923959,-0.49316249380265964,-0.303144568008473,-0.01554043227865313,-0.003924164477754327,-1.9346510729045947,-0.011594033084354447,-0.20803112865610465,-0.5500749895166142,-0.13523180261819856,-0.03669464589119653,0.001018,0.01,0.0,0.97,100,11,1,12
294,0.9223681763621917,-5.32907001640793,-1.4893465745997017,-0.6873672087688704,-0.27777877017520214,-0.49368725884561926,-0.3034759519500017,-0.015555428263892328,-0.003928357939701709,-1.9369621139259643,-0.011606157590159304,-0.20826988468625277,-0.5506777568692333,-0.13537826813639423,-0.03674058543259876,0.001015,0.01,0.0,0.97,100,10,1,11
295,0.9166582956638205,-5.330688698708867,-1.4901520244081585,-0.6879070529747019,-0.2779092539334833,-0.49430041716101686,-0.3038234629605229,-0.01557180283908824,-0.003933000814817501,-1.9379413734370523,-0.011624822171710932,-0.20843940064809693,-0.5510362979099546,-0.13551814858125288,-0.036795149635079086,0.001012,0.01,0.0,0.97,100,11,1,12
296,0.9162301901409636,-5.332815513290071,-1.4912891733349756,-0.6885747081390069,-0.2781126117776384,-0.4949073609358806,-0.3042034581262475,-0.015591547021222027,-0.003937653483301149,-1.9393001764395137,-0.01164540551276136,-0.2086499367052766,-0.5515944629889797,-0.13566027823024301,-0.03683829336775414,0.001009,0.01,0.0,0.97,100,11,1,12
297,0.9109233312736928,-5.336854217989354,-1.4934421973967598,-0.6895650639843107,-0.27850623331101926,-0.4956022698498134,-0.3046087798834868,-0.015615050179570022,-0.003943676129817159,-1.9420875859089959,-0.011665468405804754,-0.20898849568921551,-0.5524552139886219,-0.13584245451511165,-0.03688342238887041,0.001006,0.01,0.0,0.97,100,10,1,11
298,0.9159198113207547,-5.340067435039506,-1.4951025546583134,-0.690363615441673,-0.2788106710019342,-0.4962002169388372,-0.30500774166973627,-0.015636052121455416,-0.003947786931335771,-1.9442810398392192,-0.011659517524913954,-0.20920525049776137,-0.5530727741337175,-0.1360210953456417,-0.03692621405257665,0.001003,0.01,0.0,0.97,100,11,1,12
299,0.9149322179105982,-5.343831434985687,-1.4970684852945004,-0.6912404622635547,-0.27918038825983016,-0.49685006221816563,-0.30538225726395407,-0.01565675690835134,-0.003951879397618164,-1.9468726846732993,-0.011676703718865354,-0.2094003296514623,-0.5538702882269594,-0.13621515997621497,-0.03696882638078951,0.001,0.01,0.0,0.97,100,10,1,11
