episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
47,0.9242797939631885,-3.507791057128334,-0.5336374165393675,-0.2210884095266484,-0.11328652963836858,-0.9773256243857584,-0.7782114609711197,-0.16063947602870393,-0.10231715703716673,-0.0016658919197502105,-0.0012439006478784276,-0.3202795131869749,-0.006927731656713071,0.004141,0.01,0.0,0.97,100,11,1,12
48,0.9265625,-3.5215168912886825,-0.5410567533522033,-0.2241496395792817,-0.11491945732120361,-0.9907038501030232,-0.789050539228666,-0.1629273019911788,-0.10379024218392904,-0.001688614243178696,-0.0012590280690482276,-0.324534123474537,-0.007012374179532066,0.00409,0.01,0.0,0.97,100,11,1,12
49,0.9295454545454546,-3.5345343678800702,-0.5480924739683913,-0.22708937349554326,-0.11640982942398484,-1.0033234138489964,-0.7992566099646697,-0.16500545640528885,-0.10511371806417508,-0.001711377654402254,-0.0012736981003963913,-0.3287572124661101,-0.007108460179795767,0.004041,0.01,0.0,0.97,100,11,1,12
50,0.9297659984903128,-3.547246531799883,-0.5547838376200671,-0.2299175594726646,-0.11773887283823807,-1.0156691292247164,-0.8086607615289538,-0.16704253145405523,-0.1064410292888333,-0.0017299604281551973,-0.0012915669845151815,-0.332901019883974,-0.007164695237955423,0.003992,0.01,0.0,0.97,100,11,1,12
51,0.9307912457912458,-3.5597792344886727,-0.5613621885946269,-0.23259699745820625,-0.11919088111558065,-1.027749547681957,-0.8185208588482458,-0.16912744844648064,-0.10775527933214295,-0.0017461930053878393,-0.0013079496403542474,-0.3366186215909144,-0.007222420814151031,0.003945,0.01,0.0,0.97,100,10,1,11
52,0.9228217158176943,-3.5733364329194304,-0.5686574588153571,-0.23561363392982082,-0.12077495203082708,-1.0407687597528013,-0.8292555172155571,-0.17129212156432996,-0.10920090919157131,-0.0017658774278767116,-0.001326663154343643,-0.34083599400858167,-0.0073028536550862055,0.003898,0.01,0.0,0.97,100,11,1,12
53,0.9271871492939817,-3.5862070596239266,-0.5754892678231135,-0.23844918567135126,-0.12222966257455634,-1.053250575962116,-0.8391581390951809,-0.1733015390546384,-0.11050399430869488,-0.0017875046840517147,-0.001342693475609874,-0.34515896028377796,-0.00747883610680009,0.003853,0.01,0.0,0.97,100,11,1,12
54,0.9274426251509864,-3.5988651159024134,-0.5823172367976671,-0.2413352396890823,-0.12368144767463432,-1.0654309465674752,-0.8489227882773849,-0.1754204132784561,-0.11183344585332852,-0.0018088316580394026,-0.001357708902454801,-0.3489827098107091,-0.007562690480507587,0.003809,0.01,0.0,0.97,100,11,1,12
55,0.9302142486222088,-3.6109483440034134,-0.5887069775780395,-0.24396793462761532,-0.12504701340154908,-1.077008116356751,-0.8583059140074314,-0.17726289767266826,-0.11301480560406342,-0.001826955526599602,-0.0013726929993300838,-0.35287905428081173,-0.007729569141989553,0.003766,0.01,0.0,0.97,100,11,1,12
56,0.9328966423062675,-3.6211344493756683,-0.594232405791418,-0.24635314214691562,-0.12618526091229648,-1.0870877043279799,-0.8660848735889973,-0.17909695478521073,-0.11411742196051367,-0.0018481156521801645,-0.0013865795344143103,-0.35616538179036333,-0.007826219386245146,0.003724,0.01,0.0,0.97,100,11,1,12
57,0.9225581317317049,-3.6345016584227756,-0.601229922304669,-0.24925209818118033,-0.12766088975649778,-1.1000528351171683,-0.8763222954521409,-0.18118207523252436,-0.1154398954473597,-0.0018680805400124864,-0.0014041386150246537,-0.3601897072468001,-0.008041255776054667,0.003682,0.01,0.0,0.97,100,10,1,11
58,0.9314909506829039,-3.6455519337434366,-0.6071367844277613,-0.251704957160462,-0.12894818070613193,-1.1108624308291142,-0.884965999946901,-0.18299100239493768,-0.11665996525449762,-0.0018877582105470176,-0.0014147062063372452,-0.3634059743162446,-0.008139902345017321,0.003642,0.01,0.0,0.97,100,11,1,12
59,0.9283724699090096,-3.6572494545010783,-0.6133451928572327,-0.2543296564832517,-0.13019926860997394,-1.1222373790705373,-0.8938216642213938,-0.18482056662993962,-0.11774906363917154,-0.0019080496044184823,-0.001428134969872259,-0.36730058823593414,-0.00840124305722389,0.003602,0.01,0.0,0.97,100,10,1,11
60,0.9301991412246002,-3.668137909499432,-0.618967284999078,-0.2566919070908637,-0.13135074146405573,-1.1327143446549781,-0.9021866810757506,-0.1865527987027262,-0.11885482186401441,-0.001925159266342816,-0.0014385437972540872,-0.37061427087787513,-0.008596975894516572,0.003564,0.01,0.0,0.97,100,11,1,12
61,0.9263184329482672,-3.6798247859418045,-0.6253795963440139,-0.25935486314914996,-0.13273885434216026,-1.1441865797147186,-0.9113924180879169,-0.18846030987640333,-0.120117558476509,-0.00194212081460214,-0.0014526929302560818,-0.3741485253241085,-0.008751396068181346,0.003526,0.01,0.0,0.97,100,11,1,12
62,0.9315567549333783,-3.6890596530525888,-0.630249881909914,-0.26153301975206694,-0.13370212060955747,-1.1532442836615846,-0.9183324982928831,-0.19013849456072507,-0.12107723418072518,-0.001962251635880878,-0.0014639115761266475,-0.3772554884475874,-0.008713816019330325,0.003489,0.01,0.0,0.97,100,11,1,12
63,0.9252129956647641,-3.700520258340231,-0.636245011686617,-0.2640421056896822,-0.13496333241236255,-1.164422838045741,-0.9271092600976995,-0.19202051014627994,-0.1221752754768534,-0.001981996993699846,-0.001477598198441408,-0.38103188665943394,-0.0087617414432382,0.003453,0.01,0.0,0.97,100,11,1,12
64,0.9318478369968884,-3.7103076363372613,-0.6414848490125016,-0.26624580375769596,-0.13608546508798425,-1.1738891296683365,-0.9347333195723603,-0.19359380273577945,-0.12320277625990185,-0.0020021941028332776,-0.001490670622813397,-0.3843961642960507,-0.008778230547533955,0.003417,0.01,0.0,0.97,100,11,1,12
65,0.9257252473581477,-3.7215612913060143,-0.6475039711541539,-0.2687363292189689,-0.13737280519839373,-1.1847367959183464,-0.9433716993107754,-0.1953937896243523,-0.12438116704565458,-0.0020198329463960974,-0.0015088739451867472,-0.38807577048573016,-0.008906596618419499,0.003382,0.01,0.0,0.97,100,11,1,12
66,0.9249907665446732,-3.7328039976090834,-0.6533598734166325,-0.2712058633306003,-0.13852629144294923,-1.1955297111250227,-0.9517940796804151,-0.19722757637496022,-0.12545551051529039,-0.002041521048274037,-0.00152441796770543,-0.3922281075467626,-0.00911622513001102,0.003348,0.01,0.0,0.97,100,11,1,12
67,0.9271160138987282,-3.743714365184237,-0.6591113419183005,-0.27360250806949404,-0.13973601480427705,-1.2059928974126657,-0.9600919400218133,-0.19907305042820891,-0.12649862042820362,-0.0020594841854969523,-0.0015390618722064733,-0.3959896692575427,-0.009146127806478499,0.003315,0.01,0.0,0.97,100,10,1,11
68,0.9268888851685054,-3.754488525843274,-0.6648411053267099,-0.27596752179641026,-0.14095776648343067,-1.2163774487226602,-0.968417225893643,-0.20078556365160072,-0.12763885663105337,-0.00208059152927878,-0.0015502295609002147,-0.3993618198614001,-0.00921343984007658,0.003282,0.01,0.0,0.97,100,11,1,12
69,0.9312282938778249,-3.764456704735903,-0.6700791053470427,-0.2781311284575987,-0.14205942493411952,-1.2260174248883338,-0.9760098455735516,-0.20241901628081221,-0.12866234437838528,-0.0020951311672121106,-0.0015629632096325133,-0.4023385196563092,-0.009203600351653528,0.00325,0.01,0.0,0.97,100,11,1,12
70,0.935521925241835,-3.7706824931370164,-0.6735999064414697,-0.27989406942068074,-0.14272399596907212,-1.232928468665752,-0.980680509487022,-0.2038588226496649,-0.12949868737585646,-0.0021073464828346863,-0.0015727792696326904,-0.40433433653334866,-0.009306261005286639,0.003219,0.01,0.0,0.97,100,11,1,12
71,0.9261508095811588,-3.7640947627930217,-0.6712141111240424,-0.28086505465276435,-0.14196331621270333,-1.2336710069612473,-0.9757905237643054,-0.20537272371928,-0.13048785225427964,-0.002120747807084066,-0.0015795586288633744,-0.4040811922667423,-0.008775381240168197,0.003188,0.01,0.0,0.97,100,11,1,12
72,0.9295689640719567,-3.7735030536357796,-0.6762689175812983,-0.2830032226335571,-0.14301349371344668,-1.243007807657383,-0.9830618193149918,-0.20693515807588506,-0.13142656160825145,-0.002133857768397948,-0.0015926556407718409,-0.40708252381634713,-0.008847787744598597,0.003157,0.01,0.0,0.97,100,11,1,12
73,0.9250697084917617,-3.783819402619206,-0.6818896767732987,-0.2853738719477672,-0.14419846268160894,-1.2530658876482363,-0.9911180366699508,-0.20850014228777278,-0.13254899936636977,-0.002148547519970946,-0.0016060908785020512,-0.41041487296513474,-0.00896492422995667,0.003128,0.01,0.0,0.97,100,11,1,12
74,0.9295028182047615,-3.7931122062753575,-0.6868569977728287,-0.28747103441758864,-0.14528304232132155,-1.2621457386011825,-0.9984505738096295,-0.21001177788768027,-0.13355672964899873,-0.0021638631557051365,-0.0016190203475366168,-0.4132335780647293,-0.00902002128325455,0.003098,0.01,0.0,0.97,100,11,1,12
75,0.9280120176889579,-3.8026154193990176,-0.6919697519401379,-0.28960591246746437,-0.146386375835372,-1.2714632197243814,-1.005847060879231,-0.21162070105255643,-0.13455832911137625,-0.002175706025532805,-0.0016284015096386017,-0.41585408541064856,-0.00912410948140556,0.00307,0.01,0.0,0.97,100,11,1,12
76,0.9322353257852324,-3.8106258743163655,-0.6962516611904909,-0.29143402023879394,-0.1473223166271021,-1.2793000231667264,-1.012255011561385,-0.2129577802087745,-0.135453547482497,-0.0021898414989956223,-0.0016379899481523603,-0.41849731786544586,-0.009130648106977446,0.003042,0.01,0.0,0.97,100,11,1,12
77,0.929677591616047,-3.817882858612466,-0.7000136972375952,-0.293320926591332,-0.14808649617836628,-1.286845548692582,-1.0179626098647179,-0.214502513855562,-0.1364782480792872,-0.0022041442598405526,-0.0016521633502507248,-0.42097088921964404,-0.009220332511384976,0.003014,0.01,0.0,0.97,100,11,1,12
78,0.9292998874309044,-3.827069174849267,-0.7047227073217371,-0.29525081713006895,-0.14908691921858966,-1.2955816237620488,-1.0249807783280123,-0.21595628225161323,-0.13738111283144971,-0.0022175267961676657,-0.0016622845691020027,-0.42388120541264035,-0.009240761393969755,0.002987,0.01,0.0,0.97,100,11,1,12
79,0.9319317447907814,-3.8350844857541047,-0.7088617023231069,-0.29702854957690233,-0.14993857177737027,-1.3034697426142303,-1.031090752607722,-0.21733793518830863,-0.13822080590426872,-0.0022301529517827494,-0.001672221315538045,-0.42627375203391255,-0.0092742041454992,0.00296,0.01,0.0,0.97,100,11,1,12
80,0.933254934901302,-3.8435883176741967,-0.7133294844254728,-0.298844395075942,-0.1508539627230134,-1.3116132529950206,-1.0375216988762324,-0.21863794955704086,-0.1390008173148532,-0.0022445010092273245,-0.0016824109518278122,-0.42890954108411844,-0.009354882742800944,0.002934,0.01,0.0,0.97,100,10,1,11
81,0.9306458096067529,-3.852249298784774,-0.7179238547936235,-0.30076966508437214,-0.15180995759826874,-1.3200464746563845,-1.0440973966658298,-0.22003275815332934,-0.1399547911739752,-0.0022569745234803486,-0.0016939436894071967,-0.4315080327310897,-0.00946291046924781,0.002909,0.01,0.0,0.97,100,11,1,12
82,0.9317840700204058,-3.8521790932881284,-0.7181161042284699,-0.30194696893379497,-0.15182123653007734,-1.3226269819355447,-1.045399820246216,-0.2214693627822861,-0.14090601771992234,-0.0022627181762195424,-0.001704179288215261,-0.4325355022433136,-0.009210757770563486,0.002883,0.01,0.0,0.97,100,11,1,12
83,0.931529754042169,-3.8602268173979817,-0.7223018282220549,-0.30371357175139474,-0.1527181008315947,-1.3304306835710293,-1.0516897508715273,-0.22283067790153566,-0.14177839174862789,-0.002276393370713275,-0.001715217738753702,-0.43512335916805306,-0.009272280743041402,0.002859,0.01,0.0,0.97,100,11,1,12
84,0.9315459784515159,-3.867726330701103,-0.7262627576870695,-0.30541988015764265,-0.15358320168900363,-1.3377852366745422,-1.0575633578334314,-0.22409038516203122,-0.14266384539917365,-0.002287406848073574,-0.0017258681695890728,-0.43743255023594196,-0.009253290705332741,0.002834,0.01,0.0,0.97,100,11,1,12
85,0.9275160726705229,-3.876597112691763,-0.730899246923879,-0.30732702732584205,-0.1545650114903334,-1.3462665820514788,-1.0644190499592776,-0.22553327606916534,-0.14363016717569793,-0.002300719814668946,-0.0017371213759509753,-0.4402903948385455,-0.009324838134624355,0.00281,0.01,0.0,0.97,100,11,1,12
