episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
174,0.931108157668949,-4.391683082488293,-1.0055815645337596,-0.42688853744519495,-0.21153853780750123,-1.8528150311715934,-1.4610962394714406,-0.316763841973869,-0.20157063927945668,-0.0032273993103937707,-0.0024436402361552494,-0.6079324340258394,-0.012760701283228168,0.001603,0.01,0.0,0.97,100,11,1,12
175,0.9282958199356913,-4.395480584813168,-1.0075849002135662,-0.42781773328052813,-0.21194674119950682,-1.8566348337060747,-1.4640159074747987,-0.31750314415018444,-0.20206242613777803,-0.003235919993345519,-0.0024482278025691794,-0.6091725188157381,-0.012725109764966392,0.001596,0.01,0.0,0.97,100,11,1,12
176,0.928126787576971,-4.399969635782359,-1.0099359934867298,-0.4288074117228192,-0.21242658842188358,-1.8609112453733276,-1.4674397568579458,-0.3182691406773724,-0.202532395723784,-0.003244077264059556,-0.002454170068701584,-0.6106813199598432,-0.012775221628264218,0.001588,0.01,0.0,0.97,100,11,1,12
177,0.9292182991711002,-4.4044694292242275,-1.0122940473838822,-0.4297985749465133,-0.21292489171245998,-1.8652446651148082,-1.4709249926262973,-0.31899618766377247,-0.2030003171089155,-0.0032506658307531688,-0.0024599848392059588,-0.6120011845958082,-0.012801019881757698,0.00158,0.01,0.0,0.97,100,11,1,12
178,0.93113418098201,-4.40864608193564,-1.0144916306577192,-0.43070639255738796,-0.21338995471139552,-1.8692964346643965,-1.474119358676701,-0.3196487609204775,-0.20343317906398956,-0.003258034599619295,-0.0024641262966672603,-0.6131662640970651,-0.012833049385833056,0.001573,0.01,0.0,0.97,100,11,1,12
179,0.9308807323895906,-4.412603566360398,-1.0166129027842088,-0.4316402238312847,-0.21384046828254943,-1.8732160168351486,-1.4772260375838915,-0.3203334741944246,-0.20388409320879042,-0.003263953352093409,-0.0024695647541908058,-0.6143954145303692,-0.012828109737663372,0.001565,0.01,0.0,0.97,100,11,1,12
180,0.9289844627323467,-4.41635594034186,-1.0185534531984841,-0.43253189408591664,-0.21420846788010692,-1.8768117591877485,-1.4800827893837514,-0.3210842161326408,-0.20435991862602845,-0.003273126210629256,-0.002476820303836757,-0.615791035249283,-0.012793108189288102,0.001558,0.01,0.0,0.97,100,11,1,12
181,0.9274864526886203,-4.4207657060989005,-1.020926638984529,-0.4335489271261266,-0.2147039075758927,-1.8811272450834706,-1.4834770793987482,-0.3218240551505178,-0.2048117436585546,-0.003280442399486126,-0.002481403960745119,-0.617163759802137,-0.012793180363338885,0.001551,0.01,0.0,0.97,100,11,1,12
182,0.9256901634950415,-4.42478950344478,-1.0230282782263325,-0.43451176258506946,-0.2151040181588189,-1.8850908195655633,-1.4864289150919305,-0.32257371409309027,-0.20529448537624767,-0.003289766687270669,-0.002487868644537529,-0.618627167874406,-0.012788913445477794,0.001544,0.01,0.0,0.97,100,11,1,12
183,0.9296967443118429,-4.428986164203772,-1.0252860946517732,-0.4354978346976768,-0.2155675818217758,-1.8891491889985685,-1.4896055560000971,-0.32327944761964955,-0.2057492192332496,-0.00329697040356575,-0.0024930271870115747,-0.6199945774270238,-0.012856262836000226,0.001536,0.01,0.0,0.97,100,11,1,12
184,0.92905123888237,-4.433198367989998,-1.0274385187165047,-0.4363937452390939,-0.21599087201499037,-1.893191889777713,-1.4926504423546763,-0.3239859394746358,-0.20619926706307906,-0.0033045459550550605,-0.0024984584830952078,-0.6214107323116765,-0.01286302500512868,0.001529,0.01,0.0,0.97,100,11,1,12
185,0.9248712511360194,-4.4376348000127175,-1.0298853133324601,-0.43750370218621754,-0.21648394844508406,-1.8975906210527569,-1.4960752202471181,-0.32483165784273954,-0.20671020608694646,-0.0033137258167997468,-0.0025051160174195037,-0.6229310921097785,-0.012868087020946155,0.001522,0.01,0.0,0.97,100,11,1,12
186,0.9318162818304937,-4.441485469492092,-1.03193409630203,-0.43838961033285506,-0.2169083711057187,-1.9013481980263947,-1.4990536063239497,-0.32552953943791824,-0.20713864321292672,-0.00332167244168579,-0.0025096384620954533,-0.6242015984888767,-0.012888235407495329,0.001515,0.01,0.0,0.97,100,11,1,12
187,0.9322425961570932,-4.445206802939559,-1.033853985206146,-0.4392376495514329,-0.21729614804947434,-1.9049377069745939,-1.5018347499053393,-0.326248657280477,-0.20755995428706123,-0.003329619012142024,-0.0025142194314811458,-0.6253821384943363,-0.01294592167980603,0.001509,0.01,0.0,0.97,100,11,1,12
188,0.925847779484496,-4.449212191476769,-1.0359906516964732,-0.4401730408615481,-0.21773388654398018,-1.9088803270315886,-1.504932540453747,-0.32694914392243263,-0.2080285791434852,-0.003337678150271801,-0.0025193105853313917,-0.6266678972912543,-0.012980366891097436,0.001502,0.01,0.0,0.97,100,11,1,12
189,0.9284253578732107,-4.453023949827461,-1.0380398432585334,-0.44108929718701223,-0.21816964235092468,-1.9127456285370898,-1.5079466308737652,-0.32762591490132903,-0.2084564539152326,-0.003344310830588625,-0.0025237442070952863,-0.6278547844102091,-0.01294977537271496,0.001495,0.01,0.0,0.97,100,11,1,12
190,0.9265213746856664,-4.446305160672383,-1.0342797245346649,-0.440958435028364,-0.21692399932875434,-1.908374838416979,-1.501768245309824,-0.3283323866890566,-0.2087481080269373,-0.003347785940909674,-0.0025285342427842847,-0.6259833692484813,-0.012966228306772944,0.001488,0.01,0.0,0.97,100,11,1,12
191,0.9293423610645573,-4.450499671643325,-1.036453131838832,-0.44188461649719535,-0.217352353296238,-1.912375298699617,-1.5048828695896839,-0.32904858140387805,-0.20918528290184513,-0.00335576118643461,-0.002534011629333139,-0.6273128504707053,-0.012994977074244352,0.001482,0.01,0.0,0.97,100,11,1,12
192,0.9289563028900563,-4.454122648949226,-1.0384003587526138,-0.44277855514301473,-0.21773958089735235,-1.9159241744165292,-1.5076428128886283,-0.3297764750770307,-0.20962569936004533,-0.00336232790042824,-0.0025391689927931915,-0.6285460091558865,-0.012969376046748917,0.001475,0.01,0.0,0.97,100,11,1,12
193,0.9284849707484366,-4.458320769757241,-1.0405963586276303,-0.4437237023855054,-0.2181955946590837,-1.9200250745688061,-1.5108095381043993,-0.3305631053937963,-0.21006635080670094,-0.003368544195725863,-0.0025449037410896777,-0.629855296099443,-0.013014365159819324,0.001469,0.01,0.0,0.97,100,11,1,12
194,0.9319686834649366,-4.461409355836737,-1.0421856678580397,-0.4445202516658081,-0.2185111652067158,-1.9232142069876839,-1.51311672996081,-0.3312135141674967,-0.210493926422257,-0.0033748518379201164,-0.002550209280333688,-0.630883120008222,-0.013039187091742547,0.001462,0.01,0.0,0.97,100,11,1,12
195,0.93137106918239,-4.4633683376255355,-1.0434010224304204,-0.44524841551155303,-0.2187143714792495,-1.925506952231064,-1.514682311211906,-0.33185755845098885,-0.21087875474594117,-0.003381943731577177,-0.0025547220410921264,-0.6317011547711411,-0.013090148514941603,0.001456,0.01,0.0,0.97,100,11,1,12
196,0.9322371867448502,-4.4671696390905025,-1.045361769346675,-0.4461016267658903,-0.2191057150887487,-1.9291751859098552,-1.5175170321495377,-0.3324845407417811,-0.21128696597597751,-0.003389366327487012,-0.0025597904001994766,-0.6330433781074061,-0.013140066984239007,0.001449,0.01,0.0,0.97,100,11,1,12
197,0.9300621930162775,-4.471093498128791,-1.047433066738096,-0.44699888300863216,-0.21952079306248093,-1.933019600954061,-1.5204870458512108,-0.33314848545197884,-0.21171260348577242,-0.003397503754035407,-0.002566063347215984,-0.634420183298011,-0.013168553542782329,0.001443,0.01,0.0,0.97,100,11,1,12
198,0.9254243012750147,-4.4751760568441386,-1.0496403094757212,-0.44799333085636217,-0.21997662720184116,-1.9370959791220559,-1.523641686901846,-0.3339281222703911,-0.21220204638640974,-0.0034045135868275966,-0.002572533435981002,-0.6358815825085619,-0.013181190659559286,0.001437,0.01,0.0,0.97,100,11,1,12
199,0.9336773891839529,-4.475415950985509,-1.0496719743819296,-0.4484151837563187,-0.22001571661080324,-1.9379166535103198,-1.5243260280524602,-0.33449263118967454,-0.2125865444435049,-0.0034084692453611068,-0.0025766356199418165,-0.6360499394543957,-0.013196804999377221,0.001431,0.01,0.0,0.97,100,11,1,12
200,0.9328737115590348,-4.478874127474993,-1.0514706580515751,-0.449188848190849,-0.22038404806731848,-1.9412182988108486,-1.5269600579674343,-0.33510412460834516,-0.21298935315219922,-0.0034149997424690157,-0.0025815163459779094,-0.6371780222097383,-0.013198267010998044,0.001424,0.01,0.0,0.97,100,11,1,12
201,0.9295862792192415,-4.4825618933590246,-1.0534649662390894,-0.45005274138983575,-0.22082452772764977,-1.9448866185088376,-1.5298721665885102,-0.33576324151340936,-0.2134268483240339,-0.0034215218523138773,-0.0025861989661082,-0.638225426259483,-0.013242193690009906,0.001418,0.01,0.0,0.97,100,11,1,12
202,0.9319065490076749,-4.485947425003331,-1.0552783512530426,-0.45087525130293155,-0.22119841535330426,-1.9482082886585497,-1.532506810746064,-0.3364232111487318,-0.21386276551362682,-0.0034271431815589945,-0.002592413178274803,-0.6393967635968912,-0.013271752691215217,0.001412,0.01,0.0,0.97,100,11,1,12
203,0.9329672728493946,-4.4894387989637385,-1.0570709572545536,-0.4516652010815801,-0.22155251070877838,-1.9516136461908171,-1.5350443225910215,-0.33702080366569087,-0.21425881251523105,-0.003434232589959266,-0.0025976312122515787,-0.640586082368428,-0.013298902883623993,0.001406,0.01,0.0,0.97,100,11,1,12
204,0.9282313554617183,-4.493409870220826,-1.059180040739577,-0.4525693076812217,-0.22198221017879527,-1.9554561837128124,-1.5380760043713353,-0.3376833703670221,-0.21469626947459045,-0.0034426605800203314,-0.0026026450347577876,-0.6420296823498141,-0.01331621646145698,0.0014,0.01,0.0,0.97,100,11,1,12
205,0.9293414992154679,-4.4970790449051705,-1.061136811405698,-0.45344497893494073,-0.22238910644687335,-1.9590465785041664,-1.5409152792874705,-0.3383511652670617,-0.21515135567424007,-0.0034490920688240905,-0.002608459055497502,-0.6432574035179839,-0.013337109133115881,0.001395,0.01,0.0,0.97,100,11,1,12
206,0.9322367094562807,-4.500707953310981,-1.063086123126116,-0.4542835606749843,-0.22278189699063136,-1.9625922266386073,-1.5436789393551538,-0.33901629428030616,-0.2155772072875272,-0.003456058561554438,-0.002613029736936147,-0.6444098463717304,-0.01336814680509609,0.001389,0.01,0.0,0.97,100,11,1,12
207,0.9303003742035533,-4.504470274967606,-1.0650900405596146,-0.45512212727780343,-0.22320857201408104,-1.9662601438709324,-1.5465668101927705,-0.3396228043244855,-0.21597488187975475,-0.003462847839357435,-0.002617459022206602,-0.645565324009023,-0.01337711677834608,0.001383,0.01,0.0,0.97,100,11,1,12
208,0.9302541116203829,-4.508146182817775,-1.0669991546309425,-0.45594207398789605,-0.223601945351016,-1.9698312134292517,-1.549358486642521,-0.3402473709711261,-0.21635917486297856,-0.0034677519593464207,-0.002621208960492603,-0.6465908323923395,-0.013384832780956877,0.001377,0.01,0.0,0.97,100,11,1,12
209,0.9266737156571505,-4.511964725688945,-1.069075635400688,-0.4568547063513517,-0.2240382304714614,-1.973610030736995,-1.5522999407864975,-0.34096037997568,-0.2168148161726102,-0.0034755781981030674,-0.0026254673731559725,-0.6478147002007673,-0.01338356741389076,0.001372,0.01,0.0,0.97,100,11,1,12
210,0.9325149269957017,-4.515598786221453,-1.0709893336551102,-0.4576539731537878,-0.2244398799464554,-1.977143544045566,-1.5550657352422719,-0.3416070098036367,-0.21720705921688319,-0.0034814695186804225,-0.0026288136172533372,-0.6488340506814537,-0.013403874830520572,0.001366,0.01,0.0,0.97,100,10,1,11
211,0.9306899206641449,-4.519222240234907,-1.0729653340857468,-0.45850856590275424,-0.22485241890781799,-1.9807187516771456,-1.5578628127563272,-0.3422362628462551,-0.21763209945025142,-0.0034879708646180056,-0.002633899617736689,-0.6500839329495331,-0.013454282728941353,0.00136,0.01,0.0,0.97,100,11,1,12
212,0.920574809805579,-4.523592586144688,-1.0753623668085635,-0.4595535180869801,-0.22534113794371613,-1.9849916079399414,-1.5612244020008965,-0.34302031775502156,-0.21813808651567043,-0.0034974324739300493,-0.0026401265942986316,-0.6516462532206777,-0.01351954121793323,0.001355,0.01,0.0,0.97,100,11,1,12
213,0.9310600070655922,-4.527085091320411,-1.0771894293963715,-0.4603563782657282,-0.2257058483840823,-1.9883892044800724,-1.563864254729112,-0.34361238796915733,-0.2185248783323484,-0.0035042996340343404,-0.0026454991682303346,-0.6528464995098324,-0.013545173375728265,0.001349,0.01,0.0,0.97,100,11,1,12
214,0.9260947364867146,-4.530974434383388,-1.0792183493962453,-0.4612109269121402,-0.22612217280663938,-1.9921632698501193,-1.566805932303655,-0.3442790846831021,-0.21893251565067953,-0.003510859120144881,-0.002650064063676107,-0.6540985105738294,-0.01356400184701439,0.001344,0.01,0.0,0.97,100,11,1,12
215,0.9293721028234303,-4.534455984751513,-1.0810397974232662,-0.462023832681703,-0.22649302068001084,-1.995574585024262,-1.5694926738585158,-0.3449200577547585,-0.21931670705672887,-0.0035182506371547826,-0.002654477584408943,-0.6551855112048742,-0.01356976110139712,0.001338,0.01,0.0,0.97,100,11,1,12
216,0.9299274527086582,-4.537932766568138,-1.0828863392026846,-0.4628337539135752,-0.22687602664022022,-1.9989879263529196,-1.5721479292194833,-0.3455425076461203,-0.21970122556484964,-0.0035239098599347137,-0.0026592874752926613,-0.6563022030633048,-0.013576385057707578,0.001333,0.01,0.0,0.97,100,11,1,12
217,0.9274876323915137,-4.540882973929917,-1.0844466624284517,-0.46360695032805777,-0.22718940029771983,-2.002017665300646,-1.574449490187044,-0.3461826544458314,-0.22013166901120482,-0.003531354811033299,-0.002664321781991686,-0.6574766779054616,-0.013561996765837681,0.001328,0.01,0.0,0.97,100,11,1,12
218,0.9285774234158624,-4.544483608823529,-1.0863823401596933,-0.46446091166549036,-0.22757739846353492,-2.0055609045952494,-1.5772040369407383,-0.3468098120760538,-0.2205116625849311,-0.0035382764977901467,-0.0026687786848704725,-0.6587162938974914,-0.013570858043671892,0.001322,0.01,0.0,0.97,100,11,1,12
219,0.927058228701441,-4.547598702322837,-1.0879716225843785,-0.4652087084298998,-0.22788103750829153,-2.008661494717477,-1.5794698166126626,-0.3474230125849339,-0.22093394683523077,-0.0035439811884563728,-0.0026738297366543195,-0.65973900111456,-0.013557194244390546,0.001317,0.01,0.0,0.97,100,11,1,12
220,0.924772715772429,-4.551488252082331,-1.090051704607972,-0.46611679882244705,-0.22830630407061792,-2.012412665202438,-1.5824299827398016,-0.34808827762431277,-0.22137559753555172,-0.0035514385844184733,-0.002680296165541824,-0.6611741233782745,-0.013593557203070922,0.001312,0.01,0.0,0.97,100,11,1,12
221,0.926497537028631,-4.555286787707812,-1.0920727774078902,-0.46698602961274377,-0.22873275900513587,-2.016134524941592,-1.585344797602077,-0.3487318703603887,-0.2218106823735273,-0.0035571013632269247,-0.0026848000265097182,-0.6622355033335643,-0.013648439899295576,0.001307,0.01,0.0,0.97,100,11,1,12
222,0.9281646213302597,-4.558692604598691,-1.0939221369219916,-0.46781401538059153,-0.22910834268585095,-2.0195309459334303,-1.5880034334386273,-0.3493586480053557,-0.22222116849158707,-0.003564063371625815,-0.0026901029945738896,-0.6634216027457778,-0.013654344453028534,0.001302,0.01,0.0,0.97,100,11,1,12
223,0.923476665987365,-4.562477815010917,-1.0959329362589287,-0.46872185728841526,-0.22950248638751986,-2.0232424530194035,-1.5908310404800001,-0.3500371766007257,-0.22263789312320345,-0.0035736610391418483,-0.0026962717002670202,-0.6648951402950488,-0.013683487763266621,0.001297,0.01,0.0,0.97,100,11,1,12
224,0.9278119092627599,-4.56590825719904,-1.0977644289599424,-0.46951399004968486,-0.2298690757361156,-2.0266520001693817,-1.5934058820813155,-0.35070271686501614,-0.2230265308780304,-0.0035805576152148555,-0.002700095859490214,-0.6659520519242196,-0.013721165872849682,0.001292,0.01,0.0,0.97,100,11,1,12
225,0.9285798726630976,-4.569132996973085,-1.0995229606276353,-0.4702984484569778,-0.23023366035299228,-2.0299305728126495,-1.5959390402387006,-0.3513171891811623,-0.22340889524081164,-0.0035876563544110195,-0.002704781429937453,-0.6669942923143007,-0.013765698837796242,0.001287,0.01,0.0,0.97,100,11,1,12
226,0.9352330306526865,-4.572167204257513,-1.1011178274392261,-0.4709900720501139,-0.230558119518616,-2.032919674786367,-1.5982219895249352,-0.35184461160653435,-0.22373388606737185,-0.0035932358702353826,-0.00270818648143677,-0.6680056782962494,-0.01378859351387965,0.001282,0.01,0.0,0.97,100,11,1,12
227,0.9279747727196485,-4.575739172588463,-1.1029953085385509,-0.4718156635372999,-0.23094028868200933,-2.0364207437278283,-1.600941537524031,-0.3524791205914273,-0.2241204426687043,-0.0035997913946739027,-0.0027128670386255727,-0.6691663905355716,-0.013815624108701196,0.001277,0.01,0.0,0.97,100,11,1,12
228,0.9306666666666666,-4.578754673056783,-1.1045954849332795,-0.4725370365610377,-0.23125340429870947,-2.0393739701319094,-1.6032473033639605,-0.353042828020199,-0.22446265266064708,-0.0036048206056859358,-0.002717722225997961,-0.6701652631541485,-0.013861213595275344,0.001272,0.01,0.0,0.97,100,11,1,12
229,0.9385091267548183,-4.581474490860979,-1.1060139571745349,-0.47315897295900144,-0.23154465766867735,-2.042056766443158,-1.6052967396034405,-0.3535053683380763,-0.22477537262334876,-0.00360886475599872,-0.0027206639223829915,-0.6709009824449834,-0.013868592505246533,0.001267,0.01,0.0,0.97,100,11,1,12
230,0.9240785661343576,-4.58386859995125,-1.107372470012881,-0.4739176331588358,-0.2318158182837459,-2.0447398685827256,-1.607120435576475,-0.3541992691437531,-0.22519002819563022,-0.003615502087922671,-0.0027272329087544597,-0.6719032880982458,-0.013909349096102985,0.001262,0.01,0.0,0.97,100,11,1,12
231,0.9280713242331133,-4.586478826043179,-1.1087218028993018,-0.47461243742915943,-0.23207074278910383,-2.047394724013265,-1.6090374336727993,-0.3548047171759189,-0.22555029331043455,-0.003623365231053125,-0.0027315494090188737,-0.673005551955485,-0.013857449722695142,0.001257,0.01,0.0,0.97,100,11,1,12
232,0.9277930066189743,-4.589953171557972,-1.1105387598402257,-0.4754019175431199,-0.23243799952892102,-2.050789411186521,-1.6116680049610757,-0.3554117648024546,-0.225931949250063,-0.0036306849845235347,-0.002737340641546958,-0.6742505202274266,-0.013869028421330545,0.001253,0.01,0.0,0.97,100,11,1,12
233,0.9270864718288641,-4.593477268939199,-1.1124390611153772,-0.47622660301548503,-0.23283034521116244,-2.054281233997615,-1.614398192455633,-0.3560314764735469,-0.22631088113936126,-0.0036367939913365325,-0.002742056188833938,-0.6753462455112865,-0.013881166994316352,0.001248,0.01,0.0,0.97,100,11,1,12
234,0.9360304054054054,-4.596332562087311,-1.1139001000656115,-0.4768609346846388,-0.23312515650365112,-2.0570728810970236,-1.6165124739807273,-0.3565238752153254,-0.22665523919809755,-0.0036413939059061905,-0.0027459106224072046,-0.6762273591325121,-0.013891360304863194,0.001243,0.01,0.0,0.97,100,11,1,12
235,0.9283784931623206,-4.599603018438644,-1.1156773996449416,-0.47762718680895394,-0.23348682436177692,-2.060305082958807,-1.618989586387478,-0.3571124644046748,-0.22703616018014253,-0.0036467208520394546,-0.0027500786480774597,-0.6772044801692336,-0.013920741622533107,0.001239,0.01,0.0,0.97,100,11,1,12
236,0.9322022487039655,-4.6024168701814965,-1.1171702153084984,-0.47832478421224867,-0.23377098228791152,-2.063031932250815,-1.6210753985988253,-0.3577087403759996,-0.22737226645460815,-0.003652467262853232,-0.002755166092191338,-0.6782029606245972,-0.013939899359666719,0.001234,0.01,0.0,0.97,100,11,1,12
237,0.9304552326558038,-4.605220035484087,-1.118702121635686,-0.4790106843568074,-0.23409623812700045,-2.065765545067953,-1.6232831062680144,-0.358233429158052,-0.22774724834303905,-0.003657458515638038,-0.002760635077606696,-0.6792004359260142,-0.01392226053843896,0.001229,0.01,0.0,0.97,100,11,1,12
238,0.9293218398545356,-4.608546080875526,-1.1205019783849979,-0.47975932229318236,-0.23448878635292883,-2.0690183146479715,-1.625896834198931,-0.3587839467869151,-0.22811967204723094,-0.0036638027223599703,-0.002764406587613974,-0.6802214603443401,-0.013936677380292722,0.001225,0.01,0.0,0.97,100,11,1,12
239,0.9291131611110182,-4.611896027913622,-1.122248169713108,-0.48050936232656494,-0.23484399941595963,-2.072272682824358,-1.6284439507299782,-0.3593552845635991,-0.22848966641812454,-0.0036684548729285452,-0.002768558261014702,-0.681189862737655,-0.013949395194028845,0.00122,0.01,0.0,0.97,100,11,1,12
240,0.9344560152083579,-4.614681740557774,-1.1237012678120066,-0.4811458440694581,-0.23514241993623386,-2.0750038652118916,-1.6305624891520523,-0.359855313492057,-0.22880596967018085,-0.003672996701973118,-0.002771748025090132,-0.6820268938908259,-0.013959725364474268,0.001216,0.01,0.0,0.97,100,11,1,12
241,0.93121213646814,-4.617850863503036,-1.1254181053249637,-0.4818723065033295,-0.23550218357892624,-2.07807521449804,-1.6330253653466364,-0.3603980300937912,-0.2291849665931498,-0.003678314302667366,-0.002775939628762183,-0.6830206147903997,-0.013980264942100881,0.001212,0.01,0.0,0.97,100,11,1,12
242,0.9337833219412167,-4.620749511478918,-1.12696941523671,-0.4825548688011267,-0.2358236105063212,-2.0809334505054706,-1.63524912411755,-0.360934349092903,-0.22949755176834413,-0.0036835487401629657,-0.0027792788022871417,-0.6838817470664322,-0.014025456897156112,0.001207,0.01,0.0,0.97,100,11,1,12
243,0.9258808206897718,-4.6235494443696705,-1.128404189499988,-0.4832518118773227,-0.23608268647469002,-2.083664607919051,-1.637288793583072,-0.361540408440287,-0.22986174802790982,-0.003688783512714642,-0.0027844533602455084,-0.684809988185772,-0.014039441756822221,0.001203,0.01,0.0,0.97,100,11,1,12
244,0.9232762391896894,-4.627033665468993,-1.1302665042324445,-0.48408646538848954,-0.2364715771637914,-2.087107738564923,-1.6400061847186214,-0.3622122621478618,-0.23027347193433706,-0.0036946314860532886,-0.0027899178488478213,-0.6859452868125341,-0.014066203614402651,0.001198,0.01,0.0,0.97,100,11,1,12
245,0.9317996465950795,-4.62998070019553,-1.1317799339129317,-0.4847505193506513,-0.23678165946689433,-2.0900057408326504,-1.642240057378248,-0.3627506751668881,-0.23060772080337524,-0.003699331705429258,-0.002793289253994783,-0.6867674250967004,-0.014091504030183269,0.001194,0.01,0.0,0.97,100,11,1,12
246,0.9334711584084593,-4.632622651025471,-1.133175286114999,-0.4853895389484728,-0.2370695256976358,-2.092642348178032,-1.6442790541789616,-0.3632798275465334,-0.23093272909989984,-0.003704202695002189,-0.0027978823953015665,-0.6876739660346847,-0.014125384306764584,0.00119,0.01,0.0,0.97,100,11,1,12
247,0.9335813233239636,-4.635390628197271,-1.1346353215464,-0.4860174449245144,-0.23737540387065298,-2.0953479133689727,-1.6464175120278506,-0.36376769486736465,-0.23125381205286158,-0.003709553168336296,-0.0028005374848298686,-0.6884913265676866,-0.01413205826536607,0.001186,0.01,0.0,0.97,100,11,1,12
248,0.9306055535838024,-4.638311373160369,-1.136197991378171,-0.486727337502914,-0.23769328852007254,-2.098249960224596,-1.6486483819261806,-0.3643262129799811,-0.2315872364155138,-0.0037153218136525695,-0.0028038603534812794,-0.6894605484356355,-0.014138196701105511,0.001181,0.01,0.0,0.97,100,11,1,12
249,0.920984845950557,-4.641811517050607,-1.1381180670080253,-0.48761655195965264,-0.23807511247059743,-2.101789886334617,-1.651341332460597,-0.36501923962595645,-0.23198742084713433,-0.0037226098024302164,-0.0028095508564889233,-0.6906559859442551,-0.014162232761781688,0.001177,0.01,0.0,0.97,100,11,1,12
250,0.931145885916204,-4.644630023918444,-1.1395835189910108,-0.4882914034264385,-0.23834916962006097,-2.104592761241584,-1.6534141113576712,-0.3655380729445548,-0.2323159018361989,-0.0037282971606705695,-0.002813683340582173,-0.6915959555531184,-0.01418105850935876,0.001173,0.01,0.0,0.97,100,11,1,12
251,0.928741775620317,-4.647739018966162,-1.1411915408372177,-0.48897103208528403,-0.23867626544990508,-2.1076088162996083,-1.6557337427888992,-0.36605709732000663,-0.23263575515320728,-0.0037331029253592665,-0.0028172186283678224,-0.6925538912621467,-0.01419323248795605,0.001169,0.01,0.0,0.97,100,11,1,12
252,0.9306919101537021,-4.65082426844196,-1.142842013991453,-0.4896651745374168,-0.23902518096918543,-2.1105888767501906,-1.6580894443962715,-0.3665799813176216,-0.23295987183809672,-0.003737625213372673,-0.0028210126527664437,-0.6934651525839225,-0.014228503999909778,0.001165,0.01,0.0,0.97,100,11,1,12
253,0.9305680334954994,-4.6534837214925595,-1.1442679851763642,-0.4903146397883383,-0.23933243551550584,-2.1133275535305267,-1.6602159451001295,-0.36710056847930184,-0.23331077440285533,-0.0037417591370585415,-0.002824695332476155,-0.6942072659364831,-0.014241657990695314,0.001161,0.01,0.0,0.97,100,11,1,12
254,0.9255852142294609,-4.656718064462273,-1.1460011298549968,-0.4910926417505018,-0.23967454199026028,-2.116558306992536,-1.6627096244199857,-0.36767082612877466,-0.23367906932008453,-0.003748115263918895,-0.0028296557530738072,-0.6953674923863612,-0.014264369999242927,0.001157,0.01,0.0,0.97,100,11,1,12
255,0.9261520545666279,-4.659617410468761,-1.147529173179944,-0.49180190177402916,-0.23996913663410327,-2.1194406165183834,-1.664897412314767,-0.36820972065736335,-0.23401375201048868,-0.0037547558447711665,-0.0028342962806912216,-0.6965288583350959,-0.014261238762463832,0.001153,0.01,0.0,0.97,100,11,1,12
256,0.9321233810497614,-4.662431027039116,-1.1489759934704242,-0.4924270877427697,-0.2402505828787461,-2.1221518946636553,-1.6669633810157123,-0.3686856563055471,-0.23431299616139586,-0.0037597095461122843,-0.0028384590254713713,-0.6974737594481784,-0.014275462922854986,0.001149,0.01,0.0,0.97,100,11,1,12
257,0.9314722946270916,-4.665344716620977,-1.1504956882601767,-0.49308472166476414,-0.24054501496699932,-2.12497124744151,-1.669129489832297,-0.3692028615226717,-0.23463886345587423,-0.0037653301240840055,-0.0028427717174513917,-0.6984927131195566,-0.014313510950206871,0.001145,0.01,0.0,0.97,100,11,1,12
258,0.9258144773560165,-4.668558390936748,-1.152208369006201,-0.4938213835314543,-0.24089990857721238,-2.128140656367602,-1.6716048274898863,-0.36974892361703776,-0.23498520486974012,-0.0037705358617700613,-0.002847764940737677,-0.6995214744662163,-0.014331875074514347,0.001141,0.01,0.0,0.97,100,11,1,12
259,0.9339660675289769,-4.671102275609444,-1.1535073956901951,-0.49442123767326807,-0.24114974803753728,-2.130701321786791,-1.6734948046022255,-0.37025382517346933,-0.23529698283558984,-0.0037765235375578454,-0.0028522711038948285,-0.700431528885623,-0.01435505328559739,0.001137,0.01,0.0,0.97,100,11,1,12
260,0.9250435015392853,-4.67389856760334,-1.1550039161430425,-0.4951154852132346,-0.241439065708263,-2.1334926763070277,-1.6755585057860216,-0.37083713370771193,-0.23563364554930333,-0.003782273799880887,-0.0028564516341418916,-0.7014490571111022,-0.014321358161045534,0.001133,0.01,0.0,0.97,100,11,1,12
261,0.9284838303233935,-4.672504185057126,-1.1543078080688083,-0.49531809006963456,-0.24123809454994374,-2.1329618611948997,-1.6748966073082088,-0.37121734980097826,-0.2359541696640807,-0.0037872115697270155,-0.0028587606319832684,-0.7016981213581246,-0.014098161444640557,0.001129,0.01,0.0,0.97,100,11,1,12
262,0.9335017685699849,-4.675262614047701,-1.155752178830367,-0.49592697531849206,-0.24153657623903982,-2.1356305976662515,-1.6770273358921788,-0.371709164898206,-0.2362514272722199,-0.0037916127779583785,-0.0028620962443780297,-0.7025111968475148,-0.014107424098105227,0.001125,0.01,0.0,0.97,100,11,1,12
