episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
53,0.932042882668255,-6.988849105513611,-6.284384224477437,-3.799526118856514,-4.357656485003647,0.029438,0.1,0.090058,0.2,1478,804,1476,33580,38272,38263,0,0,0,0,3489,3479,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9326555023923445,-7.030535138720504,-6.3305194800553375,-3.7635056260395987,-4.331653344928172,0.029051,0.1,0.088713,0.2,1638,614,1427,33440,37940,37930,0,0,0,0,3580,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.9379916293152067,-7.034976838726863,-6.325958242247696,-3.7718647877306393,-4.334626398175162,0.028674,0.1,0.087387,0.2,1385,704,1129,33689,38334,38329,0,0,0,0,3615,3610,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.939693643710047,-7.000531973161508,-6.3135204880419336,-3.754368731262351,-4.299181322875644,0.028307,0.1,0.086082,0.2,1411,589,1297,33164,38104,38097,0,0,0,0,3524,3523,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9471963182754027,-6.966019711695279,-6.2880344286795875,-3.6938484272385668,-4.25048509250215,0.027949,0.1,0.084796,0.2,1207,537,1125,33028,38015,38010,0,0,0,0,3540,3535,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9410352187833512,-6.99611362265566,-6.337306249938897,-3.699842161810475,-4.255277319528794,0.027601,0.1,0.083529,0.2,1373,616,1183,33732,38442,38431,0,0,0,0,3594,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.93921302578019,-6.99313774149961,-6.333890262067172,-3.7043301300993208,-4.2740132083010955,0.02726,0.1,0.082281,0.2,1231,785,1294,33165,38023,38010,0,0,0,0,3538,3558,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9369141272568345,-7.049093786156946,-6.385284715358157,-3.773730934432437,-4.349881636434743,0.026928,0.1,0.081051,0.2,1343,750,1270,33177,38062,38055,0,0,0,0,3602,3601,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9326794072925673,-7.093478078211052,-6.401631178247105,-3.85086045849059,-4.438857297154405,0.026604,0.1,0.07984,0.2,1489,769,1331,33541,37984,37973,0,0,0,0,3503,3510,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9395502248875562,-7.05056422441248,-6.368626814286191,-3.777537210840586,-4.396499920900078,0.026288,0.1,0.078647,0.2,1369,647,1372,33350,38103,38095,0,0,0,0,3434,3442,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9393299214472745,-7.059481059842131,-6.398364279786265,-3.7695945341652557,-4.39314016109778,0.025979,0.1,0.077472,0.2,1394,645,1120,33608,38387,38378,0,0,0,0,3547,3551,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9382365383453194,-7.013598867974421,-6.385757082362254,-3.7432445966955408,-4.362127909977754,0.025677,0.1,0.076315,0.2,1376,668,1166,33094,37694,37691,0,0,0,0,3609,3625,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9461059845501818,-6.998630977272409,-6.403272786571186,-3.699929244002561,-4.337892049344641,0.025383,0.1,0.075174,0.2,1268,525,1105,33269,38044,38039,0,0,0,0,3547,3532,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9319374886864177,-7.0078506742864795,-6.422872119192403,-3.7178666318002582,-4.36809965921809,0.025095,0.1,0.074051,0.2,1383,873,1183,33146,37789,37782,0,0,0,0,3601,3596,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9314868804664723,-7.010959265723974,-6.448827276750701,-3.6756767641455297,-4.35453101191471,0.024813,0.1,0.072945,0.2,1586,717,1319,33614,38282,38277,0,0,0,0,3620,3623,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9380034392252693,-7.057216733303684,-6.482721853624272,-3.68643357666689,-4.374929492723653,0.024538,0.1,0.071855,0.2,1312,743,1248,33147,37882,37875,0,0,0,0,3616,3635,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9354991419610628,-7.08545079804377,-6.505443387377723,-3.6611119438348023,-4.3585171013836685,0.024268,0.1,0.070781,0.2,1487,693,1397,33798,38327,38319,0,0,0,0,3622,3618,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9360531195788718,-7.109063670227346,-6.537546835550939,-3.6590385309555704,-4.348087466489282,0.024005,0.1,0.069724,0.2,1463,675,1049,33434,37952,37944,0,0,0,0,3566,3569,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9277278177458034,-7.186277243275713,-6.601833311948935,-3.7318198941793845,-4.4192073126081155,0.023747,0.1,0.068682,0.2,1629,782,1411,33360,37821,37812,0,0,0,0,3526,3506,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9338618007777445,-7.2312630196422925,-6.629106246394898,-3.790090170095068,-4.444890823306729,0.023495,0.1,0.067656,0.2,1438,773,1152,33430,38188,38181,0,0,0,0,3631,3636,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.9409797892348568,-7.242380807915256,-6.652632514481827,-3.782297729089726,-4.439893309461791,0.023248,0.1,0.066645,0.2,1307,670,1120,33497,38374,38365,0,0,0,0,3487,3497,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9393247092333254,-7.237416704020383,-6.658410817209279,-3.7740563200498327,-4.4243822362814305,0.023006,0.1,0.065649,0.2,1325,720,1312,33704,38519,38513,0,0,0,0,3637,3624,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9332353999280489,-7.27875181551288,-6.7102310922707655,-3.7481937990256884,-4.43525385982094,0.022769,0.1,0.064668,0.2,1466,761,1222,33356,38079,38074,0,0,0,0,3629,3615,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9362845138055222,-7.278705462371515,-6.711199312183688,-3.7792599356350154,-4.47421144632507,0.022537,0.1,0.063702,0.2,1469,654,1278,33320,37965,37961,0,0,0,0,3611,3601,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.9379348057234863,-7.318439711830025,-6.756527448788332,-3.7885862602747524,-4.506866820928566,0.022309,0.1,0.06275,0.2,1393,650,1248,32917,37861,37856,0,0,0,0,3627,3627,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.9387351778656127,-7.305317260227689,-6.763938256390372,-3.7814098744638347,-4.487217163856285,0.022087,0.1,0.061813,0.2,1343,672,1139,32890,37905,37888,0,0,0,0,3600,3618,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9384951514425954,-7.341157186109063,-6.813782701455644,-3.7531764745777387,-4.476604096214641,0.021868,0.1,0.060889,0.2,1326,729,1239,33412,38174,38167,0,0,0,0,3600,3593,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9363863848774459,-7.35309272747804,-6.836731006046669,-3.7864584917499635,-4.513678758309037,0.021654,0.1,0.05998,0.2,1423,687,1028,33169,37798,37794,0,0,0,0,3624,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.940751925109467,-7.386231832837964,-6.874903789352916,-3.7756444981823827,-4.482137482693535,0.021444,0.1,0.059083,0.2,1316,646,1251,33115,37952,37945,0,0,0,0,3683,3677,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.939037847833219,-7.405206090423892,-6.901145669897327,-3.8120759741676014,-4.4983934390708065,0.021238,0.1,0.058201,0.2,1341,703,1309,33529,38465,38457,0,0,0,0,3470,3487,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9343118166841395,-7.47730774896255,-6.9610357638275895,-3.8768779304745737,-4.556279438487784,0.021036,0.1,0.057331,0.2,1372,821,1444,33385,38273,38266,0,0,0,0,3631,3641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9347916296164562,-7.5393786060058865,-7.022379449298721,-3.9163620115628746,-4.602318136133535,0.020838,0.1,0.056474,0.2,1425,775,1228,33738,38538,38533,0,0,0,0,3593,3593,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9313439933424479,-7.5898376421824265,-7.0595214274396785,-3.9514865805610957,-4.630345887885978,0.020643,0.1,0.055631,0.2,1531,779,1318,33646,38191,38181,0,0,0,0,3673,3672,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9324352641820087,-7.665359772599705,-7.123792418463127,-3.9913083573687422,-4.655845141104612,0.020452,0.1,0.054799,0.2,1576,681,1285,33405,37850,37844,0,0,0,0,3634,3648,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9302968393221969,-7.707320338374796,-7.155727205483064,-4.039844547112,-4.691884044370376,0.020265,0.1,0.053981,0.2,1639,681,1227,33284,37798,37793,0,0,0,0,3560,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9426460873220828,-7.704820805818835,-7.168376689678587,-4.027281138153611,-4.695935940104167,0.020081,0.1,0.053174,0.2,1264,646,1096,33302,37873,37865,0,0,0,0,3600,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9388297872340425,-7.693255721833028,-7.168184631353259,-4.061378728177581,-4.73157512757382,0.0199,0.1,0.05238,0.2,1433,614,1320,33464,38110,38101,0,0,0,0,3664,3664,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9442820606503471,-7.647633316654694,-7.145632263944379,-4.028649882157716,-4.70102588144296,0.019722,0.1,0.051597,0.2,1302,528,1148,32844,37645,37639,0,0,0,0,3512,3522,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9387549007960081,-7.671354917310507,-7.168076211018124,-4.009475503135995,-4.6987572290942445,0.019548,0.1,0.050826,0.2,1416,646,1010,33668,38174,38170,0,0,0,0,3583,3603,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9412668756027001,-7.648393631342388,-7.1745200882859494,-4.002574388171575,-4.678002032031061,0.019377,0.1,0.050067,0.2,1334,615,1274,33184,37984,37982,0,0,0,0,3669,3661,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.936120858859216,-7.716142075840837,-7.231743446330184,-4.058953477913915,-4.730440917023191,0.019208,0.1,0.049319,0.2,1514,634,1224,33626,38228,38223,0,0,0,0,3611,3611,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.932511808162771,-7.7824039889987,-7.286867495992038,-4.082853296328288,-4.761579014888646,0.019043,0.1,0.048582,0.2,1621,608,1078,33028,37521,37511,0,0,0,0,3588,3574,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9349825846208806,-7.824860674898391,-7.326944909712028,-4.111116730678425,-4.785415654941658,0.01888,0.1,0.047856,0.2,1455,729,1268,33591,38055,38045,0,0,0,0,3634,3634,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9333611740842381,-7.880495209438631,-7.378518668142716,-4.119575383604841,-4.790862547267904,0.018721,0.1,0.047141,0.2,1503,731,1176,33524,38215,38203,0,0,0,0,3635,3627,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.9320641582971069,-7.930812005381926,-7.441263051005461,-4.133068050386896,-4.81825841818169,0.018563,0.1,0.046437,0.2,1570,696,1192,33355,37810,37805,0,0,0,0,3566,3581,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9436188417544807,-7.9250390283935825,-7.456064645323752,-4.1195768001317425,-4.811772840673709,0.018409,0.1,0.045743,0.2,1255,623,1046,33309,38205,38202,0,0,0,0,3577,3587,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.938258354947381,-7.924545839447474,-7.4756972199451415,-4.075183438764961,-4.795125087522055,0.018257,0.1,0.045059,0.2,1294,777,1175,33543,38264,38260,0,0,0,0,3638,3647,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9415093215796057,-7.944710730219948,-7.4975303138124,-4.087597415933883,-4.814276618201666,0.018107,0.1,0.044386,0.2,1369,595,1128,33578,38450,38448,0,0,0,0,3584,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9342509011827091,-7.971825107591487,-7.529884385417266,-4.115904453470334,-4.848023869960391,0.01796,0.1,0.043723,0.2,1577,630,1241,33567,38089,38083,0,0,0,0,3570,3577,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9352219522313756,-8.010355818840921,-7.576106843895552,-4.120058703691947,-4.85563525768887,0.017816,0.1,0.04307,0.2,1516,670,1226,33746,38449,38440,0,0,0,0,3695,3705,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9331489865994105,-8.04133670338963,-7.609310415813548,-4.176067328962114,-4.8967034132551275,0.017673,0.1,0.042426,0.2,1537,663,1158,32909,37538,37535,0,0,0,0,3526,3517,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
