Time;Failed events;accumulated solution time;branch1;branch10;branch100;branch101;branch102;branch103;branch104;branch105;branch106;branch107;branch108;branch109;branch11;branch110;branch111;branch112;branch113;branch114;branch115;branch116;branch117;branch118;branch119;branch12;branch120;branch121;branch122;branch123;branch124;branch125;branch127;branch128;branch13;branch130;branch131;branch14;branch140;branch143;branch145;branch148;branch15;branch153;branch156;branch16;branch164;branch166;branch169;branch17;branch174;branch178;branch179;branch18;branch181;branch184;branch187;branch19;branch192;branch193;branch194;branch195;branch197;branch199;branch2;branch20;branch201;branch204;branch209;branch21;branch212;branch215;branch216;branch217;branch22;branch220;branch223;branch224;branch227;branch228;branch23;branch236;branch24;branch25;branch26;branch27;branch28;branch29;branch3;branch30;branch31;branch32;branch33;branch34;branch35;branch36;branch37;branch38;branch39;branch4;branch40;branch41;branch42;branch43;branch44;branch45;branch46;branch47;branch48;branch49;branch5;branch50;branch51;branch52;branch53;branch54;branch55;branch57;branch58;branch59;branch6;branch60;branch61;branch62;branch63;branch64;branch65;branch66;branch67;branch68;branch69;branch7;branch70;branch71;branch72;branch73;branch74;branch75;branch76;branch77;branch78;branch79;branch8;branch80;branch81;branch82;branch83;branch84;branch85;branch86;branch87;branch88;branch89;branch9;branch90;branch91;branch92;branch93;branch94;branch95;branch96;branch97;branch98;branch99;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Mon 10:15.000000;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2652;5;29;4.36684926532728;8.707538828779434;13;10;6;2;10;1331;
Mon 10:15.616783;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2652;5;29;4.36684926532728;8.795889859055878;13;11;6;2;10;1331;
Mon 10:16.000000;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2662;5;29;4.36684926532728;8.795889859055878;13;11;6;2;10;1336;
Mon 10:17.000000;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2692;5;29;4.36684926532728;8.795889859055878;13;11;6;2;10;1351;
Mon 10:18.000000;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2714;5;29;4.36684926532728;8.795889859055878;13;11;6;2;10;1362;
Mon 10:18.756736;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2714;5;29;4.36684926532728;8.884240889332322;13;12;6;2;10;1362;
Mon 10:19.000000;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2730;5;29;4.36684926532728;8.884240889332322;13;12;6;2;10;1370;
Mon 10:20.000000;15;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2758;5;29;4.36684926532728;8.884240889332322;13;12;6;2;10;1384;
Mon 10:21.000000;16;142.81696891784668;7;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2777;5;29;4.36684926532728;8.884240889332322;13;12;6;2;11;1394;
Mon 10:21.232232;16;147.4735643863678;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2777;5;30;4.36684926532728;8.884240889332322;13;12;6;4;11;1394;
Mon 10:21.277636;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2777;5;31;4.36684926532728;8.884240889332322;13;12;6;5;11;1394;
Mon 10:22.000000;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2803;5;31;4.36684926532728;8.884240889332322;13;12;6;5;11;1407;
Mon 10:22.451973;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2803;5;31;4.36684926532728;9.112075071650628;13;13;6;5;11;1407;
Mon 10:23.000000;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2817;5;31;4.36684926532728;9.112075071650628;13;13;6;5;11;1414;
Mon 10:23.154971;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2817;5;31;4.36684926532728;9.200426101927071;13;14;6;5;11;1414;
Mon 10:24.000000;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2837;5;31;4.36684926532728;9.200426101927071;13;14;6;5;11;1424;
Mon 10:24.295187;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2837;5;31;4.36684926532728;9.288777132203515;13;15;6;5;11;1424;
Mon 10:25.000000;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2857;5;31;4.36684926532728;9.288777132203515;13;15;6;5;11;1434;
Mon 10:26.000000;16;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2879;5;31;4.36684926532728;9.288777132203515;13;15;6;5;11;1445;
Mon 10:27.000000;17;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2898;5;31;4.36684926532728;9.288777132203515;13;15;6;5;12;1455;
Mon 10:27.173453;17;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2898;5;31;4.36684926532728;9.37712816247996;13;16;6;5;12;1455;
Mon 10:28.000000;17;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2910;5;31;4.36684926532728;9.37712816247996;13;16;6;5;12;1461;
Mon 10:29.000000;17;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2934;5;31;4.90610348619456;9.37712816247996;15;16;6;5;12;1473;
Mon 10:29.878854;17;156.5057327747345;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2934;5;31;4.90610348619456;9.604962344798265;15;17;6;5;12;1473;
Mon 10:29.640732;17;161.12562227249146;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2934;5;32;4.90610348619456;9.604962344798265;15;17;8;5;12;1473;
Mon 10:30.000000;18;161.12562227249146;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2953;5;32;4.90610348619456;9.604962344798265;15;17;8;5;13;1483;
Mon 10:31.000000;18;161.12562227249146;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;3;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2971;5;32;4.90610348619456;9.604962344798265;15;17;8;5;13;1492;
Mon 10:31.329368;18;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2971;5;33;4.90610348619456;9.604962344798265;15;17;8;5;13;1492;
Mon 10:32.000000;18;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2987;5;33;4.90610348619456;9.604962344798265;15;17;8;5;13;1500;
Mon 10:32.572468;18;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;2987;5;33;4.90610348619456;9.693313375074709;15;18;8;5;13;1500;
Mon 10:33.000000;18;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3001;5;33;4.90610348619456;9.693313375074709;15;18;8;5;13;1507;
Mon 10:34.000000;18;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3023;5;33;4.90610348619456;9.693313375074709;15;18;8;5;13;1518;
Mon 10:35.000000;18;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3037;5;33;5.11032815576505;9.693313375074709;16;18;8;5;13;1525;
Mon 10:36.000000;20;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3057;5;33;5.11032815576505;9.693313375074709;16;18;8;5;15;1536;
Mon 10:37.000000;20;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3073;5;33;5.11032815576505;9.693313375074709;16;18;8;5;15;1544;
Mon 10:38.000000;20;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3091;5;33;5.11032815576505;9.693313375074709;16;18;8;5;15;1553;
Mon 10:39.000000;21;169.4444408416748;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3118;5;33;5.11032815576505;9.693313375074709;16;18;8;5;16;1567;
Mon 10:39.765694;21;176.9424545764923;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3118;5;34;5.11032815576505;9.693313375074709;16;18;8;5;16;1567;
Mon 10:40.000000;21;176.9424545764923;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3138;5;34;5.11032815576505;9.693313375074709;16;18;8;5;16;1577;
Mon 10:41.000000;22;176.9424545764923;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3141;5;34;5.11032815576505;9.693313375074709;16;18;8;5;17;1579;
Mon 10:42.000000;23;176.9424545764923;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3162;5;34;5.349272164418466;9.693313375074709;17;18;8;5;18;1590;
Mon 10:42.907914;23;180.76234793663025;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3162;5;35;5.349272164418466;9.693313375074709;17;18;8;5;18;1590;
Mon 10:43.000000;23;180.76234793663025;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3190;5;35;5.349272164418466;9.693313375074709;17;18;8;5;18;1604;
Mon 10:43.732761;23;180.76234793663025;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3190;5;35;5.349272164418466;9.781664405351153;17;19;8;5;18;1604;
Mon 10:44.000000;23;180.76234793663025;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3214;5;35;5.349272164418466;9.781664405351153;17;19;8;5;18;1616;
Mon 10:45.000000;23;180.76234793663025;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3228;5;35;5.349272164418466;9.781664405351153;17;19;8;5;18;1623;
Mon 10:46.000000;23;180.76234793663025;7;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3244;5;35;5.349272164418466;9.781664405351153;17;19;8;5;18;1631;
Mon 10:46.678326;23;185.4747974872589;7;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3244;5;36;5.349272164418466;9.781664405351153;17;19;8;5;18;1631;
Mon 10:47.000000;24;185.4747974872589;7;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3257;5;36;5.349272164418466;9.781664405351153;17;19;8;5;19;1638;
Mon 10:47.793245;24;185.4747974872589;7;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3257;5;36;5.349272164418466;9.870015435627597;17;20;8;5;19;1638;
Mon 10:48.000000;24;185.4747974872589;7;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3277;5;36;5.349272164418466;9.870015435627597;17;20;8;5;19;1648;
Mon 10:49.000000;24;185.4747974872589;7;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3289;5;36;5.349272164418466;9.870015435627597;17;20;8;5;19;1654;
Mon 10:50.000000;24;185.4747974872589;7;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3313;5;36;5.844865889119463;9.870015435627597;18;20;8;5;19;1666;
Mon 10:50.254195;24;190.53181552886963;8;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3313;5;37;5.844865889119463;9.870015435627597;18;20;8;5;19;1666;
Mon 10:51.000000;24;190.53181552886963;8;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3331;5;37;5.844865889119463;9.870015435627597;18;20;8;5;19;1675;
Mon 10:52.000000;24;190.53181552886963;8;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;;;;;;;;;;;;;;1;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;4;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;4;;;;;;;;;;;3353;5;37;5.844865889119463;9.870015435627597;18;20;8;5;19;1686;
