Time;Failed events;accumulated solution time;branch1;branch10;branch100;branch101;branch102;branch103;branch104;branch105;branch106;branch107;branch108;branch109;branch11;branch110;branch111;branch112;branch113;branch114;branch115;branch116;branch117;branch118;branch119;branch12;branch120;branch121;branch122;branch123;branch124;branch125;branch127;branch128;branch13;branch130;branch131;branch14;branch140;branch143;branch145;branch148;branch15;branch153;branch156;branch16;branch164;branch166;branch169;branch17;branch174;branch178;branch179;branch18;branch181;branch184;branch187;branch19;branch192;branch193;branch194;branch195;branch197;branch199;branch2;branch20;branch201;branch204;branch209;branch21;branch212;branch215;branch216;branch217;branch22;branch220;branch223;branch224;branch227;branch228;branch23;branch236;branch24;branch25;branch26;branch27;branch28;branch29;branch3;branch30;branch31;branch32;branch33;branch34;branch35;branch36;branch37;branch38;branch39;branch4;branch40;branch41;branch42;branch43;branch44;branch45;branch46;branch47;branch48;branch49;branch5;branch50;branch51;branch52;branch53;branch54;branch55;branch57;branch58;branch59;branch6;branch60;branch61;branch62;branch63;branch64;branch65;branch66;branch67;branch68;branch69;branch7;branch70;branch71;branch72;branch73;branch74;branch75;branch76;branch77;branch78;branch79;branch8;branch80;branch81;branch82;branch83;branch84;branch85;branch86;branch87;branch88;branch89;branch9;branch90;branch91;branch92;branch93;branch94;branch95;branch96;branch97;branch98;branch99;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;similarly imbalanced congested;similarly imbalanced starved;starvation;trips;
Tue 15:48.267161;30287;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182939;19318;1050;2016.5239059261453;14190.304741266611;6532;11994;977;212;10969;96954;
Tue 15:48.741227;30287;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182939;19318;1050;2016.5239059261453;14190.635207441024;6532;11995;977;212;10969;96954;
Tue 15:48.552596;30288;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182939;19319;1050;2016.5239059261453;14191.105713900404;6532;11995;977;212;10969;96954;
Tue 15:49.000000;30290;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182965;19319;1050;2016.9100068673713;14191.105713900404;6533;11995;977;212;10971;96968;
Tue 15:49.601826;30290;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182965;19319;1050;2016.9100068673713;14191.388041159076;6533;11996;977;212;10971;96968;
Tue 15:49.914172;30290;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182965;19319;1050;2016.9100068673713;14191.591973749357;6533;11997;977;212;10971;96968;
Tue 15:49.000000;30290;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182965;19319;1050;2016.9100068673713;14191.840140172582;6533;11998;977;212;10971;96968;
Tue 15:50.000000;30291;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182982;19319;1050;2017.419436068711;14191.840140172582;6534;11998;977;212;10972;96977;
Tue 15:50.339456;30291;5146.427398443222;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;4;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182982;19319;1050;2017.419436068711;14192.09405262836;6534;11999;977;212;10972;96977;
Tue 15:50.483179;30291;5151.703525066376;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182982;19319;1051;2017.419436068711;14192.09405262836;6534;11999;977;212;10972;96977;
Tue 15:50.964329;30291;5151.703525066376;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;9;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182982;19319;1051;2017.419436068711;14192.268918356825;6534;12000;977;212;10972;96977;
Tue 15:50.463192;30291;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;182982;19319;1052;2017.419436068711;14192.268918356825;6534;12000;986;212;10972;96977;
Tue 15:51.000000;30292;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183003;19319;1052;2017.7065006602206;14192.268918356825;6535;12000;986;212;10973;96988;
Tue 15:51.252559;30292;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183003;19319;1052;2017.7065006602206;14192.472850947106;6535;12001;986;212;10973;96988;
Tue 15:52.000000;30294;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183023;19319;1052;2017.7065006602206;14192.472850947106;6535;12001;986;212;10975;96999;
Tue 15:52.000000;30294;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183023;19319;1052;2017.7065006602206;14192.725468954246;6535;12002;986;212;10975;96999;
Tue 15:52.050159;30294;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183023;19319;1052;2017.7065006602206;14193.048536159946;6535;12003;986;212;10975;96999;
Tue 15:52.228343;30294;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183023;19319;1052;2017.7065006602206;14193.258709689713;6535;12004;986;212;10975;96999;
Tue 15:52.557462;30294;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183023;19319;1052;2017.7065006602206;14193.330611142614;6535;12005;986;212;10975;96999;
Tue 15:52.518245;30294;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183023;19319;1052;2017.7065006602206;14193.56878259072;6535;12006;986;212;10975;96999;
Tue 15:53.000000;30298;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183047;19319;1052;2017.7065006602206;14193.56878259072;6535;12006;986;212;10979;97013;
Tue 15:53.132176;30298;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183047;19319;1052;2017.7065006602206;14193.72033744085;6535;12007;986;212;10979;97013;
Tue 15:53.758685;30299;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183047;19320;1052;2017.7065006602206;14194.180680683314;6535;12007;986;212;10979;97013;
Tue 15:54.000000;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183070;19320;1052;2017.7065006602206;14194.180680683314;6535;12007;986;212;10980;97025;
Tue 15:54.016848;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183070;19320;1052;2017.7065006602206;14194.435057006978;6535;12008;986;212;10980;97025;
Tue 15:54.118471;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183070;19320;1052;2017.7065006602206;14194.75114453964;6535;12009;986;212;10980;97025;
Tue 15:55.000000;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183080;19320;1052;2017.7065006602206;14194.75114453964;6535;12009;986;212;10980;97030;
Tue 15:55.376104;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183080;19320;1052;2017.7065006602206;14195.019434598085;6535;12010;986;212;10980;97030;
Tue 15:55.099454;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183080;19320;1052;2017.7065006602206;14195.329071199365;6535;12011;986;212;10980;97030;
Tue 15:55.262453;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183080;19320;1052;2017.7065006602206;14195.645550047433;6535;12012;986;212;10980;97030;
Tue 15:56.000000;30300;5156.545682668686;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;1;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183106;19320;1052;2018.4482981547114;14195.645550047433;6537;12012;986;212;10980;97043;
Tue 15:56.665619;30300;5162.252438783646;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;2;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183106;19320;1053;2018.4482981547114;14195.645550047433;6537;12012;986;212;10980;97043;
Tue 15:56.091331;30301;5162.252438783646;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;2;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183106;19321;1053;2018.4482981547114;14196.075436744066;6537;12012;986;212;10980;97043;
Tue 15:56.021576;30302;5162.252438783646;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;2;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183106;19322;1053;2018.4482981547114;14196.735549338197;6537;12012;986;212;10980;97043;
Tue 15:56.894729;30303;5162.252438783646;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;2;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183106;19323;1053;2018.4482981547114;14197.251145112907;6537;12012;986;212;10980;97043;
Tue 15:56.641198;30304;5162.252438783646;95;21;2;;3;3;;5;1;3;1;3;28;2;4;7;8;1;2;;3;2;;20;2;;1;2;;1;;2;14;2;1;10;;;;;28;1;;19;1;1;1;13;1;1;1;18;1;;;12;1;1;;1;1;;55;9;2;2;;10;1;1;;;11;1;1;1;;1;10;;13;10;9;8;6;15;39;10;6;7;13;6;6;11;12;12;13;37;10;1;6;10;9;8;6;6;5;5;36;8;5;3;4;5;5;6;3;5;34;1;4;3;4;2;4;2;3;5;4;33;4;3;2;1;1;2;1;1;1;2;28;1;4;2;2;1;1;1;;2;2;28;2;1;;3;9;4;1;1;3;5;183106;19324;1053;2018.4482981547114;14197.65978945505;6537;12012;986;212;10980;97043;
