episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,alpha,alpha_initial,epsilon
44,0.9243148101584109,-2.7054768105040528,-0.10911523958491255,-0.0460916872319082,-0.022541200570782648,-0.03186689158542128,-0.020401532131834463,-0.024580170484102857,0.008604,0.02,0.128699
45,0.9220266020952093,-2.708536553631601,-0.11070635422561648,-0.0467575049260461,-0.022863643099252356,-0.0323235388968072,-0.02071448659438549,-0.02490977450803306,0.008494,0.02,0.127416
46,0.9269381112956532,-2.711321913190563,-0.11215712036086226,-0.04736851940696245,-0.02316616229398381,-0.032753582896638024,-0.020982392470280452,-0.02523401269091681,0.008387,0.02,0.126145
47,0.9222089962613376,-2.7143112077960296,-0.1137423730417495,-0.048025214653417074,-0.023519659445029532,-0.033194676076323336,-0.021290014975264962,-0.025527991774018707,0.008283,0.02,0.124888
48,0.9173734473086683,-2.7174619203539487,-0.11543727845859497,-0.04874473313498704,-0.023871697668184276,-0.03368682168663096,-0.021611378611835735,-0.025868393728729365,0.008181,0.02,0.123643
49,0.9228208792132471,-2.7203681515087728,-0.1169802520338998,-0.0493964334191369,-0.02419831643055748,-0.03413813867507129,-0.021899061864066607,-0.02622281425415251,0.008081,0.02,0.12241
50,0.9227683890781546,-2.723234587172718,-0.11847532413735434,-0.05001367779776062,-0.024502366757931136,-0.034555909614240696,-0.02215855151709465,-0.02655838162571844,0.007984,0.02,0.12119
51,0.9206821736717291,-2.7261367328927597,-0.12001570753261848,-0.050661897072176304,-0.024815019949829268,-0.03501830549540026,-0.02243630604566687,-0.02694994568269707,0.007889,0.02,0.119982
52,0.9326765742818104,-2.728457580000892,-0.12121409087217443,-0.051166449169412674,-0.025044511353605043,-0.03538073183651299,-0.02265907807278194,-0.027184851226289698,0.007797,0.02,0.118786
53,0.9208598193375711,-2.73128112143968,-0.1226815344242591,-0.051792355303434526,-0.025336572173996926,-0.03580380468382834,-0.022927252801638588,-0.027574525273101832,0.007706,0.02,0.117601
54,0.9239663042019063,-2.733905678983564,-0.12408731971660739,-0.05238845808241614,-0.025615062298709714,-0.03619782679344199,-0.023193209504316588,-0.027934122180699416,0.007618,0.02,0.116429
55,0.9179100728460186,-2.7367957289924747,-0.12559983166935326,-0.05302586795954994,-0.02593008381548766,-0.036644456071714224,-0.023487842756229563,-0.028164354384003464,0.007531,0.02,0.115268
56,0.9301536383589397,-2.739122464887158,-0.12679422079271524,-0.053532012446066576,-0.026156560092721146,-0.03701064210781021,-0.023714664152357116,-0.028452970099185123,0.007447,0.02,0.114119
57,0.9177352039020465,-2.741971222747706,-0.12831311863864603,-0.054195808703201453,-0.02645318660732954,-0.03745561972955799,-0.023991033215402878,-0.028790776569547753,0.007365,0.02,0.112982
58,0.9237414908815866,-2.7445249120711828,-0.12962759391761297,-0.05474516926852597,-0.02672002364174407,-0.0378308682047489,-0.0242345967629846,-0.02909697260240799,0.007284,0.02,0.111855
59,0.9174810538930241,-2.7473153811383617,-0.13110726127180908,-0.05536897850465884,-0.027011620680565587,-0.03824334206402966,-0.024499855706205505,-0.029445103958295946,0.007205,0.02,0.11074
