seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot,policy,experiment,experiment_label,label,source
50,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.926,396.3863,3166,1231,59412,56246,56242,172,40,215,172,172,159,5849,6188,0.0225,0.0436,0.9339,0.017,0.1255,0.8575,13,96,212,228,215,159,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.931,397.8232,2888,1221,59574,56686,56686,165,42,213,162,165,148,6082,6412,0.0224,0.0342,0.9434,0.0273,0.1549,0.8177,21,119,218,246,213,148,Hybrid,R4_NetTemporalAlternative,Net temporal,Hybrid: Net temporal,run_logs/run_20260509_081413/hybrid_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9304,399.3497,2987,1194,60092,57105,57104,171,41,201,171,171,163,5996,6346,0.025,0.0329,0.9421,0.0247,0.1107,0.8646,19,85,203,224,201,163,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9278,397.7443,2853,1485,60072,57219,57222,147,41,203,147,147,148,6094,6386,0.0235,0.047,0.9295,0.0248,0.1123,0.8629,19,86,204,200,203,148,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9241,397.5492,3278,1269,59914,56636,56637,155,41,218,155,155,155,6080,6390,0.0172,0.0385,0.9443,0.0314,0.1296,0.839,24,99,232,219,218,155,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9242,395.8724,3192,1317,59498,56306,56308,160,42,225,160,160,156,5966,6284,0.0303,0.0421,0.9276,0.0208,0.1146,0.8646,16,88,218,203,225,156,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9294,396.6058,3008,1171,59172,56164,56162,141,40,194,139,141,131,6076,6357,0.0185,0.0278,0.9536,0.0143,0.1604,0.8253,11,123,191,233,194,131,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9349,397.3826,2782,1086,59398,56616,56616,162,42,178,162,162,170,6068,6400,0.0105,0.0553,0.9342,0.0195,0.1159,0.8646,15,89,186,210,178,170,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9274,397.1111,3040,1297,59704,56664,56668,159,41,199,159,159,164,6116,6447,0.0119,0.045,0.943,0.0262,0.1258,0.848,20,96,211,218,199,164,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9309,396.7986,2747,1341,59148,56401,56397,147,41,174,147,147,148,6199,6496,0.013,0.0417,0.9452,0.0352,0.1186,0.8462,27,91,191,208,174,148,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9261,396.2566,3079,1310,59412,56333,56329,171,38,220,171,171,163,5999,6340,0.0225,0.0436,0.9339,0.0196,0.132,0.8484,15,101,222,236,220,163,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9287,397.9333,3036,1210,59574,56538,56537,171,41,221,168,171,156,6126,6461,0.0224,0.0342,0.9434,0.0273,0.1315,0.8411,21,101,226,234,221,156,Hybrid,R6_BreadthDepth,Squared count,Hybrid: Squared count,run_logs/run_20260509_081421/hybrid_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9037,397.9163,4124,1664,60092,55968,55965,52,43,192,52,52,55,6423,6478,0.025,0.0329,0.9421,0.0339,0.2396,0.7266,26,184,201,206,192,55,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9133,396.1653,3715,1496,60072,56357,56357,30,42,185,30,30,40,6208,6254,0.0235,0.047,0.9295,0.0248,0.2454,0.7298,19,188,188,192,185,40,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9016,396.0675,4403,1491,59914,55511,55511,44,42,223,60,44,50,6178,6246,0.0172,0.0385,0.9443,0.0275,0.2736,0.699,21,209,233,230,223,50,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9068,394.1285,4109,1436,59498,55389,55389,63,40,207,63,63,61,6168,6233,0.0303,0.0421,0.9276,0.0352,0.2682,0.6966,27,206,211,234,207,61,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.912,395.2068,3910,1300,59172,55262,55260,49,43,211,47,49,61,6200,6274,0.0185,0.0278,0.9536,0.0287,0.2334,0.7379,22,179,219,207,211,61,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9092,395.424,3944,1450,59398,55454,55455,46,42,180,46,46,64,6457,6541,0.0105,0.0553,0.9342,0.0247,0.2617,0.7135,19,201,191,215,180,64,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9101,395.6254,3869,1496,59704,55835,55841,64,44,207,64,64,68,6166,6240,0.0119,0.045,0.943,0.0223,0.2425,0.7353,17,185,215,212,207,68,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9118,395.2924,3691,1524,59148,55457,55453,39,42,186,39,39,54,6334,6380,0.013,0.0417,0.9452,0.0443,0.2386,0.7171,34,183,211,205,186,54,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9086,394.8182,4020,1413,59412,55392,55390,54,38,212,54,54,62,6324,6386,0.0225,0.0436,0.9339,0.0209,0.2758,0.7033,16,211,213,234,212,62,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9125,397.223,3709,1501,59574,55865,55862,61,39,214,66,61,69,6209,6287,0.0224,0.0342,0.9434,0.0195,0.2396,0.7409,15,184,214,219,214,69,VFA,R6_BreadthDepth,Squared count,VFA: Squared count,run_logs/run_20260509_104030/vfa_R6_BreadthDepth_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9209,398.723,3341,1413,60092,56751,56750,152,44,194,152,152,154,6360,6510,0.025,0.0329,0.9421,0.0365,0.0938,0.8698,28,72,205,194,194,154,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9225,396.8973,3330,1323,60072,56742,56740,151,44,177,151,151,153,6222,6378,0.0235,0.047,0.9295,0.0418,0.0914,0.8668,32,70,192,188,177,153,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9137,396.7199,3898,1270,59914,56016,56019,166,45,180,166,166,167,6288,6456,0.0172,0.0385,0.9443,0.0524,0.1204,0.8272,40,92,209,229,180,167,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9179,395.1263,3499,1385,59498,55999,55999,179,41,211,179,179,176,6198,6383,0.0303,0.0421,0.9276,0.0378,0.1094,0.8529,29,84,217,220,211,176,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9164,395.926,3575,1369,59172,55597,55597,156,44,183,154,156,146,6262,6426,0.0185,0.0278,0.9536,0.0313,0.0887,0.8801,24,68,194,192,183,146,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9204,396.5056,3306,1420,59398,56092,56092,151,41,174,151,151,163,6284,6452,0.0105,0.0553,0.9342,0.0365,0.1068,0.8568,28,82,197,197,174,163,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9216,396.218,3421,1258,59704,56283,56288,159,47,195,159,159,153,6307,6478,0.0119,0.045,0.943,0.0367,0.1114,0.8519,28,85,216,210,195,153,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9235,396.7502,3089,1437,59148,56059,56055,145,42,179,145,145,152,6318,6462,0.013,0.0417,0.9452,0.0339,0.1134,0.8527,26,87,196,209,179,152,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9194,395.6163,3490,1301,59412,55922,55919,162,42,210,162,162,162,6247,6417,0.0225,0.0436,0.9339,0.0366,0.0993,0.8641,28,76,224,205,210,162,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9256,397.276,3262,1168,59574,56312,56308,169,40,201,166,169,159,6236,6402,0.0224,0.0342,0.9434,0.0391,0.1263,0.8346,30,97,215,230,201,159,VFA,R4_NetTemporalAlternative,Net temporal,VFA: Net temporal,run_logs/run_20260509_104504/vfa_R4_NetTemporalAlternative_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9288,399.7832,2909,1383,60282,57373,57375,138,40,210,138,138,129,6134,6415,0.0302,0.0302,0.9396,0.0365,0.1172,0.8464,28,90,217,199,210,129,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9284,396.9801,2830,1468,60062,57232,57232,138,41,196,138,138,140,6066,6351,0.0156,0.0495,0.9349,0.0286,0.1198,0.8516,22,92,207,194,196,140,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9238,396.6662,3126,1402,59410,56284,56285,152,41,214,152,152,137,6035,6344,0.0301,0.0393,0.9306,0.0156,0.1615,0.8229,12,124,204,239,214,137,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9272,396.4352,2999,1333,59520,56521,56523,149,42,201,149,149,135,6163,6451,0.0223,0.0446,0.9332,0.0248,0.1449,0.8303,19,111,205,221,201,135,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9249,395.9886,3040,1387,58938,55898,55900,148,42,224,148,148,137,6112,6405,0.0237,0.0316,0.9447,0.0156,0.1343,0.8501,12,103,218,219,224,137,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9298,396.8117,2861,1309,59402,56541,56540,139,40,217,139,139,146,6140,6432,0.0237,0.0421,0.9342,0.0365,0.1107,0.8529,28,85,228,199,217,146,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9294,396.2923,2998,1215,59646,56648,56649,142,41,194,142,142,136,6162,6456,0.0146,0.0412,0.9441,0.0288,0.1649,0.8063,22,126,206,219,194,136,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9254,396.7711,2820,1589,59136,56316,56316,142,41,185,142,142,134,6067,6352,0.0131,0.0458,0.9412,0.0314,0.1229,0.8458,24,94,199,202,185,134,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9275,396.5894,3078,1228,59402,56324,56324,161,41,192,161,161,148,5915,6240,0.0118,0.0433,0.9449,0.0221,0.1393,0.8385,17,107,202,229,192,148,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9316,398.9166,2940,1152,59852,56912,56910,154,41,212,154,154,157,6113,6414,0.0146,0.037,0.9484,0.0288,0.1412,0.8301,22,108,223,228,212,157,Hybrid,Imbalance,Imbalance,Hybrid: Imbalance,run_logs/run_20260510_121027/hybrid_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9105,398.3682,3778,1617,60282,56504,56505,37,38,185,37,37,49,6757,6803,0.0302,0.0302,0.9396,0.0326,0.2487,0.7188,25,191,189,210,185,49,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9128,395.9962,3763,1473,60062,56299,56300,47,45,170,47,47,51,6666,6717,0.0156,0.0495,0.9349,0.043,0.2214,0.7357,33,170,192,184,170,51,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.903,394.3848,4293,1471,59410,55117,55119,42,38,188,43,42,49,6675,6742,0.0301,0.0393,0.9306,0.069,0.2904,0.6406,53,223,219,240,188,49,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.8993,394.6305,4246,1749,59520,55274,55276,32,44,204,32,32,38,6667,6715,0.0223,0.0446,0.9332,0.0352,0.2742,0.6906,27,210,216,215,204,38,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9098,395.0919,3754,1561,58938,55184,55181,59,43,205,59,59,61,6610,6670,0.0237,0.0316,0.9447,0.0248,0.2321,0.7432,19,178,206,217,205,61,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9099,395.1302,3995,1357,59402,55407,55405,33,42,197,33,33,54,6693,6756,0.0237,0.0421,0.9342,0.0521,0.2552,0.6927,40,196,221,210,197,54,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9068,394.9708,4069,1489,59646,55577,55578,49,43,188,49,49,59,6679,6748,0.0146,0.0412,0.9441,0.0537,0.2683,0.678,41,205,218,222,188,59,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9112,395.3853,3709,1541,59136,55427,55426,49,42,179,49,49,56,6784,6859,0.0131,0.0458,0.9412,0.0484,0.2405,0.7111,37,184,208,206,179,56,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9096,395.5851,3843,1529,59402,55559,55560,27,38,178,30,27,32,6748,6800,0.0118,0.0433,0.9449,0.0625,0.2591,0.6784,48,199,219,193,178,32,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9134,397.3823,3865,1320,59852,55987,55986,51,43,189,51,51,52,6651,6690,0.0146,0.037,0.9484,0.0458,0.285,0.6693,35,218,214,233,189,52,VFA,Imbalance,Imbalance,VFA: Imbalance,run_logs/run_20260510_121027/vfa_Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9249,399.358,3124,1404,60282,57158,57159,145,42,223,145,145,149,5643,5931,0.0302,0.0302,0.9396,0.0169,0.1068,0.8763,13,82,213,204,223,149,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
