episode,service_level,rebalancing_imbalance,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
269,0.9436004099596069,-8.013439551861174,0.012599,0.1,0.019871,0.2,1160,711,1332,33174,37919,37915,0,0,0,0,4107,4105,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
270,0.9398475693073817,-7.986498830280975,0.012558,0.1,0.019702,0.2,1298,683,1308,32933,37848,37844,0,0,0,0,4193,4206,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
271,0.9477940952902186,-7.93000585502434,0.012518,0.1,0.019533,0.2,1142,575,1402,32889,37595,37591,0,0,0,0,4256,4256,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
272,0.942183831938843,-7.822714759361807,0.012478,0.1,0.019366,0.2,1191,730,1432,33226,37936,37927,0,0,0,0,4131,4131,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
273,0.9450841188402339,-7.772224270580228,0.012438,0.1,0.019201,0.2,1321,520,1301,33524,38398,38392,0,0,0,0,4219,4208,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
274,0.9439232602334772,-7.765091505529654,0.012398,0.1,0.019037,0.2,1280,579,1273,33151,37815,37807,0,0,0,0,4142,4154,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
275,0.9398879716981132,-7.853110307931889,0.012358,0.1,0.018874,0.2,1319,720,1437,33920,38745,38741,0,0,0,0,4074,4081,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
276,0.936463176841158,-7.948580441372345,0.012319,0.1,0.018713,0.2,1410,708,1490,33335,38051,38046,0,0,0,0,4201,4199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
277,0.9373491067117334,-7.995564254825513,0.01228,0.1,0.018553,0.2,1319,757,1693,33136,37768,37760,0,0,0,0,4233,4233,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
278,0.945366755089267,-7.98889797157909,0.012241,0.1,0.018394,0.2,1134,699,1428,33551,38492,38487,0,0,0,0,4160,4150,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
279,0.9372471455542569,-7.968892678488791,0.012203,0.1,0.018237,0.2,1334,760,1596,33369,38386,38384,0,0,0,0,4161,4149,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
280,0.9397867700508844,-8.020514254762361,0.012165,0.1,0.018081,0.2,1354,634,1296,33016,37753,37744,0,0,0,0,4061,4060,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
281,0.9338452273411623,-8.095229212090377,0.012126,0.1,0.017927,0.2,1356,841,1400,33210,37935,37924,0,0,0,0,4145,4147,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
282,0.9352088408294219,-8.125239730554206,0.012089,0.1,0.017773,0.2,1274,907,1221,33662,38427,38422,0,0,0,0,4265,4258,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
283,0.9386690647482014,-8.150294522718584,0.012051,0.1,0.017621,0.2,1398,648,1399,33360,38186,38178,0,0,0,0,4249,4243,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
284,0.9363554757630161,-8.205112628560714,0.012014,0.1,0.017471,0.2,1308,819,1357,33420,38333,38328,0,0,0,0,4143,4139,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
285,0.9367363562313331,-8.264062632207905,0.011977,0.1,0.017321,0.2,1317,780,1412,33147,37946,37940,0,0,0,0,4219,4219,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
286,0.9390026310218647,-8.310463329976624,0.01194,0.1,0.017173,0.2,1302,715,1683,33067,37821,37812,0,0,0,0,4220,4229,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
287,0.9380528319990405,-8.351727295143835,0.011903,0.1,0.017027,0.2,1287,779,1459,33351,38011,38004,0,0,0,0,4181,4169,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
288,0.9442995970609149,-8.2995539187879,0.011867,0.1,0.016881,0.2,1262,618,1589,33752,38547,38540,0,0,0,0,4111,4114,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
289,0.9462252846015579,-8.280934262589284,0.011831,0.1,0.016737,0.2,1117,678,1339,33380,38435,38428,0,0,0,0,4144,4128,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
290,0.9375561814586205,-8.324666945238759,0.011795,0.1,0.016594,0.2,1346,738,1642,33374,38078,38073,0,0,0,0,4167,4156,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
291,0.9464547677261613,-8.276789217182746,0.011759,0.1,0.016452,0.2,1115,637,1527,32720,37622,37611,0,0,0,0,4214,4194,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
292,0.9440264376973238,-8.266212208996247,0.011723,0.1,0.016311,0.2,1251,646,1442,33891,38806,38799,0,0,0,0,4158,4156,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
293,0.9409105778094983,-8.275162776438274,0.011688,0.1,0.016172,0.2,1273,714,1347,33627,38266,38255,0,0,0,0,4192,4189,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
294,0.9375093481707499,-8.27460664622015,0.011653,0.1,0.016034,0.2,1233,856,1598,33429,38411,38402,0,0,0,0,4220,4220,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
295,0.9489839506926222,-8.158799542634123,0.011618,0.1,0.015897,0.2,1090,582,1207,32774,37894,37891,0,0,0,0,4117,4117,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
296,0.9390919158361019,-8.146231393895556,0.011583,0.1,0.015761,0.2,1384,651,1298,33411,38144,38137,0,0,0,0,4137,4148,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
297,0.9466566940912491,-8.109910252366584,0.011549,0.1,0.015626,0.2,1118,665,1337,33425,38397,38393,0,0,0,0,4189,4189,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
298,0.9404136422996325,-8.091866088447317,0.011514,0.1,0.015493,0.2,1203,759,1443,32927,37558,37555,0,0,0,0,4209,4208,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
299,0.943996908534229,-8.079033806165345,0.01148,0.1,0.01536,0.2,1304,580,1311,33641,38448,38443,0,0,0,0,4150,4160,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
300,0.9404536578038155,-8.08106053702329,0.011446,0.1,0.015229,0.2,1410,572,1468,33285,37979,37971,0,0,0,0,4231,4246,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
301,0.9389978871113794,-8.079016587603894,0.011413,0.1,0.015099,0.2,1348,673,1661,33130,37977,37971,0,0,0,0,4125,4143,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
302,0.9326840276746741,-8.20572209613317,0.011379,0.1,0.01497,0.2,1387,880,1463,33677,38407,38401,0,0,0,0,4306,4299,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
303,0.9387022854730749,-8.227498733753729,0.011346,0.1,0.014842,0.2,1269,764,1375,33166,38028,38019,0,0,0,0,4150,4150,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
304,0.934404761904762,-8.285745699876033,0.011313,0.1,0.014715,0.2,1416,788,1482,33600,38407,38404,0,0,0,0,4176,4183,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
305,0.9383026493039964,-8.27066101252991,0.01128,0.1,0.014589,0.2,1273,788,1283,33405,38392,38386,0,0,0,0,4133,4138,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
306,0.9363875973583676,-8.303729745820348,0.011247,0.1,0.014464,0.2,1436,712,1482,33767,38625,38621,0,0,0,0,4175,4180,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
307,0.941329383671372,-8.309768615776486,0.011215,0.1,0.014341,0.2,1244,697,1349,33083,37845,37840,0,0,0,0,4225,4211,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
308,0.9436640544137217,-8.306456540269133,0.011182,0.1,0.014218,0.2,1263,642,1388,33815,38805,38796,0,0,0,0,4194,4194,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
309,0.9409840002401465,-8.309139780137505,0.01115,0.1,0.014097,0.2,1304,662,1498,33313,38110,38097,0,0,0,0,4213,4223,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
310,0.9406402310608339,-8.31206661076561,0.011118,0.1,0.013976,0.2,1182,791,1581,33238,38215,38207,0,0,0,0,4181,4165,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
311,0.9339479101405173,-8.393973961177405,0.011086,0.1,0.013857,0.2,1348,866,1343,33519,38440,38430,0,0,0,0,4208,4199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
312,0.9434463411722573,-8.394055576609862,0.011055,0.1,0.013738,0.2,1217,678,1252,33508,38544,38541,0,0,0,0,4291,4293,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
313,0.9401722179034863,-8.404269946211638,0.011023,0.1,0.013621,0.2,1217,784,1352,33446,38260,38258,0,0,0,0,4257,4246,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
314,0.9426905531554938,-8.347152331286297,0.010992,0.1,0.013504,0.2,1330,567,1257,33101,37786,37782,0,0,0,0,4195,4180,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
315,0.9394408054342552,-8.36131186573759,0.010961,0.1,0.013389,0.2,1185,812,1472,32976,38154,38145,0,0,0,0,4284,4278,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
316,0.941965227348058,-8.349918295657726,0.01093,0.1,0.013275,0.2,1211,715,1439,33187,38101,38091,0,0,0,0,4140,4153,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
317,0.9419563847976723,-8.31695240433437,0.010899,0.1,0.013161,0.2,1331,604,1624,33337,38226,38218,0,0,0,0,4196,4199,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
318,0.9420506533504769,-8.321962553808559,0.010869,0.1,0.013049,0.2,1330,608,1352,33443,38140,38136,0,0,0,0,4172,4152,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
319,0.9424936540553608,-8.331314823445839,0.010839,0.1,0.012937,0.2,1179,724,1423,33092,37960,37955,0,0,0,0,4183,4173,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
320,0.9334179007611069,-8.415713487172791,0.010808,0.1,0.012827,0.2,1415,842,1477,33898,38790,38790,0,0,0,0,4254,4259,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
321,0.9441545198248456,-8.399420540123224,0.010778,0.1,0.012717,0.2,1192,670,1260,33342,38390,38388,0,0,0,0,4215,4196,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
322,0.9424122885661347,-8.309332723271005,0.010748,0.1,0.012608,0.2,1206,721,1398,33462,38365,38360,0,0,0,0,4249,4238,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
323,0.9435685387910518,-8.319062810038119,0.010719,0.1,0.0125,0.2,1230,667,1356,33616,38247,38241,0,0,0,0,4216,4226,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
324,0.9424710880339863,-8.271132205143607,0.010689,0.1,0.012394,0.2,1433,517,1591,33896,38656,38654,0,0,0,0,4236,4229,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
325,0.9424747174301011,-8.236368966470142,0.01066,0.1,0.012288,0.2,1238,696,1544,33620,38448,38443,0,0,0,0,4238,4238,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
326,0.9458757500671702,-8.206699926982898,0.010631,0.1,0.012183,0.2,1101,712,1259,33497,38610,38605,0,0,0,0,4103,4108,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
327,0.94401882125837,-8.175793329912441,0.010601,0.1,0.012079,0.2,1191,665,1296,33154,38089,38080,0,0,0,0,4259,4273,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
328,0.9411410144359724,-8.164400136234715,0.010573,0.1,0.011975,0.2,1273,680,1212,33181,37929,37920,0,0,0,0,4165,4162,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
329,0.9412537313432836,-8.181567988759422,0.010544,0.1,0.011873,0.2,1238,730,1378,33500,38318,38313,0,0,0,0,4142,4136,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
330,0.9447001835304029,-8.1631055926125,0.010515,0.1,0.011771,0.2,1148,690,1254,33237,38163,38159,0,0,0,0,4241,4240,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
331,0.9381057335225386,-8.208163830031616,0.010487,0.1,0.011671,0.2,1451,599,1339,33121,37750,37744,0,0,0,0,4126,4137,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
332,0.9391396546501061,-8.273891406255014,0.010458,0.1,0.011571,0.2,1221,788,1533,33010,37807,37801,0,0,0,0,4168,4181,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
333,0.939775617053104,-8.292449442472385,0.01043,0.1,0.011472,0.2,1241,772,1617,33425,38233,38222,0,0,0,0,4131,4130,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
334,0.9458241326113918,-8.242039096257415,0.010402,0.1,0.011374,0.2,1164,627,1495,33059,38063,38054,0,0,0,0,4261,4247,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
335,0.9382980004818116,-8.212488138237692,0.010375,0.1,0.011277,0.2,1311,738,1255,33208,37869,37863,0,0,0,0,4199,4207,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
336,0.9441749713378604,-8.220022546772913,0.010347,0.1,0.011181,0.2,1187,712,1412,34017,38816,38810,0,0,0,0,4085,4065,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
337,0.941996754222516,-8.183396752335947,0.010319,0.1,0.011085,0.2,1173,757,1378,33274,38413,38404,0,0,0,0,4150,4145,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
338,0.9474845674410283,-8.119483380887917,0.010292,0.1,0.01099,0.2,1110,651,1390,33533,38754,38750,0,0,0,0,4136,4141,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
339,0.9349195651536906,-8.190724159245995,0.010265,0.1,0.010896,0.2,1391,830,1555,34127,38710,38698,0,0,0,0,4115,4097,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
340,0.9406787235944344,-8.215117736870766,0.010238,0.1,0.010803,0.2,1262,729,1311,33563,38237,38231,0,0,0,0,4229,4216,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
341,0.942692109958569,-8.177469798987696,0.010211,0.1,0.010711,0.2,1370,525,1571,33067,37719,37718,0,0,0,0,4206,4193,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
342,0.9373621789141189,-8.249519559460976,0.010184,0.1,0.010619,0.2,1435,667,1433,33558,38201,38194,0,0,0,0,4182,4171,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
343,0.9389638685468741,-8.271619274483866,0.010157,0.1,0.010529,0.2,1376,641,1483,33046,37917,37909,0,0,0,0,4130,4135,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
344,0.943444115978381,-8.261910303242226,0.010131,0.1,0.010439,0.2,1189,705,1540,33489,38438,38423,0,0,0,0,4153,4149,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
345,0.9390313561615008,-8.319623155958281,0.010104,0.1,0.010349,0.2,1301,727,1394,33263,38025,38016,0,0,0,0,4208,4196,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
346,0.941215126351634,-8.283078685406963,0.010078,0.1,0.010261,0.2,1245,723,1428,33478,38423,38416,0,0,0,0,4136,4133,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
347,0.9430705900289679,-8.258487073509109,0.010052,0.1,0.010173,0.2,1208,659,1428,32795,37746,37739,0,0,0,0,4243,4251,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
348,0.9428511492702808,-8.206133166810039,0.010026,0.1,0.010086,0.2,1247,660,1463,33369,38524,38519,0,0,0,0,4176,4156,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
349,0.9374665795258749,-8.211706053617108,0.01,0.1,0.01,0.2,1325,780,1411,33662,38515,38507,0,0,0,0,4194,4194,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
