episode,service_level,rebalancing_imbalance,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
10,0.9336105747809298,-4.198791702601615,0.079499,0.1,0.183549,0.2,1422,813,1523,33665,38427,38414,0,0,0,0,4037,4039,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
11,0.9408056672870265,-4.0992279642950145,0.077902,0.1,0.18198,0.2,1301,671,1446,33314,38063,38054,0,0,0,0,4018,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
12,0.933760231975111,-4.316390159128657,0.076368,0.1,0.180424,0.2,1459,734,1516,33107,37831,37824,0,0,0,0,3860,3859,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
13,0.9361790548563287,-4.265672673389123,0.074893,0.1,0.178882,0.2,1245,905,1595,33688,38610,38608,0,0,0,0,3911,3914,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14,0.9378342647677423,-4.711766609637266,0.073474,0.1,0.177353,0.2,1296,773,1542,33282,38090,38086,0,0,0,0,4125,4124,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
15,0.9387877876372387,-4.144830842382097,0.072107,0.1,0.175838,0.2,1349,686,1368,33245,37971,37968,0,0,0,0,3885,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
16,0.9352398469251535,-4.42173381423226,0.070791,0.1,0.174335,0.2,1529,654,1358,33709,38246,38238,0,0,0,0,4128,4138,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
17,0.9347774691175601,-4.494187271876248,0.069522,0.1,0.172845,0.2,1376,831,1549,33838,38570,38559,0,0,0,0,4087,4075,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
18,0.9322494844744628,-4.939108316443925,0.068297,0.1,0.171367,0.2,1372,895,1538,33461,38250,38245,0,0,0,0,4065,4063,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
19,0.9331814955040227,-5.380961950071539,0.067115,0.1,0.169903,0.2,1475,784,1431,33808,38344,38339,0,0,0,0,4031,4031,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
20,0.9433888285679817,-4.835286843763293,0.065974,0.1,0.168451,0.2,1258,619,1318,33156,37923,37915,0,0,0,0,3933,3953,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
21,0.9400671200736539,-4.484613970079786,0.06487,0.1,0.167011,0.2,1299,719,1411,33671,38508,38503,0,0,0,0,3942,3931,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
22,0.9397726260797293,-4.381025513529893,0.063803,0.1,0.165583,0.2,1371,658,1415,33689,38381,38372,0,0,0,0,3982,3982,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
23,0.9376898790730923,-4.490776577418654,0.06277,0.1,0.164168,0.2,1417,675,1493,33574,38395,38387,0,0,0,0,3975,3963,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
24,0.9378105706971842,-4.702494986795107,0.06177,0.1,0.162765,0.2,1272,793,1579,33205,38013,38006,0,0,0,0,4137,4137,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
25,0.943459381219468,-4.357041836064168,0.060801,0.1,0.161374,0.2,1104,771,1387,33162,38076,38070,0,0,0,0,3926,3923,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
26,0.9335336538461538,-4.794115546329511,0.059863,0.1,0.159995,0.2,1432,780,1645,33280,37773,37770,0,0,0,0,4126,4121,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
27,0.9390899534464634,-4.649590909164714,0.058953,0.1,0.158627,0.2,1317,711,1417,33295,38162,38156,0,0,0,0,4044,4050,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
28,0.9366560348168241,-4.70375767183359,0.05807,0.1,0.157271,0.2,1414,711,1369,33547,38288,38283,0,0,0,0,4070,4071,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
29,0.9347838993113274,-4.792272377698692,0.057213,0.1,0.155927,0.2,1439,758,1460,33688,38331,38320,0,0,0,0,4221,4209,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
30,0.934900272121049,-4.917623807186786,0.056381,0.1,0.154594,0.2,1405,772,1512,33441,38176,38170,0,0,0,0,4121,4141,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
31,0.9344682355020175,-5.1116031339595125,0.055573,0.1,0.153273,0.2,1421,804,1398,33953,38780,38776,0,0,0,0,4089,4087,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
32,0.938355756637695,-5.103807686538093,0.054788,0.1,0.151963,0.2,1319,752,1449,33596,38422,38414,0,0,0,0,4065,4059,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
33,0.934649279504585,-5.105568252119459,0.054025,0.1,0.150664,0.2,1398,797,1589,33588,38520,38514,0,0,0,0,4039,4023,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
34,0.9388850363312932,-4.972262036037046,0.053282,0.1,0.149376,0.2,1246,781,1333,33167,38095,38092,0,0,0,0,4006,3999,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
35,0.9374699230028873,-5.086121693538134,0.05256,0.1,0.1481,0.2,1211,868,1380,33248,38339,38332,0,0,0,0,4102,4117,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
36,0.9419759695455627,-4.8862743265785396,0.051857,0.1,0.146834,0.2,1289,662,1570,33624,38386,38381,0,0,0,0,4012,3994,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
37,0.9381651703430643,-5.013452062767712,0.051173,0.1,0.145579,0.2,1339,741,1408,33638,38297,38282,0,0,0,0,4025,4013,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
38,0.941916077605655,-5.089281627748378,0.050507,0.1,0.144335,0.2,1256,675,1521,33245,38170,38162,0,0,0,0,4074,4094,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
39,0.9428354584092289,-4.8105316142706736,0.049857,0.1,0.143101,0.2,1166,717,1387,32940,37854,37853,0,0,0,0,3996,3996,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
40,0.9362165711556829,-5.1057109104358736,0.049224,0.1,0.141878,0.2,1349,788,1457,33504,38382,38373,0,0,0,0,4025,4013,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
41,0.9351815930048644,-5.167837628076681,0.048607,0.1,0.140665,0.2,1463,709,1278,33509,38156,38149,0,0,0,0,3993,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
42,0.9331499393616707,-5.38399259429821,0.048006,0.1,0.139463,0.2,1425,835,1505,33807,38418,38413,0,0,0,0,4059,4063,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
43,0.9392136343250113,-5.081659657173393,0.047418,0.1,0.138271,0.2,1275,758,1454,33445,38453,38449,0,0,0,0,4014,4014,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
44,0.9366852886405959,-5.239560622081871,0.046846,0.1,0.137089,0.2,1320,788,1477,33294,38111,38100,0,0,0,0,4038,4031,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
45,0.9351197195650882,-5.432132644101821,0.046286,0.1,0.135918,0.2,1340,844,1295,33662,38290,38287,0,0,0,0,4060,4055,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
46,0.9357953532592549,-5.372008457551305,0.04574,0.1,0.134756,0.2,1329,832,1476,33658,38424,38419,0,0,0,0,4039,4054,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
47,0.9387399825914698,-5.309124772155294,0.045207,0.1,0.133604,0.2,1389,652,1472,33317,38017,38011,0,0,0,0,4053,4051,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
48,0.9355043349545359,-5.138958175089376,0.044686,0.1,0.132462,0.2,1201,934,1615,33103,37887,37882,0,0,0,0,4060,4060,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
49,0.9360937737859644,-5.203047957718457,0.044177,0.1,0.13133,0.2,1331,768,1314,32845,37509,37502,0,0,0,0,3991,3993,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
50,0.937431693989071,-5.290110652767677,0.04368,0.1,0.130208,0.2,1366,695,1393,32940,37743,37736,0,0,0,0,4133,4119,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
51,0.9399225379179847,-5.199239662929089,0.043193,0.1,0.129095,0.2,1243,789,1367,33823,38687,38680,0,0,0,0,4039,4038,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
52,0.9383057366950146,-5.153189638127374,0.042717,0.1,0.127991,0.2,1467,586,1222,33277,37954,37944,0,0,0,0,3930,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
53,0.9336109458655563,-5.370279536959091,0.042252,0.1,0.126897,0.2,1426,806,1565,33620,38364,38362,0,0,0,0,4097,4077,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9409728439271859,-5.249361790955391,0.041796,0.1,0.125813,0.2,1269,709,1527,33510,38379,38373,0,0,0,0,4071,4058,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.9366605570746072,-5.158187450886723,0.041351,0.1,0.124737,0.2,1430,678,1465,33281,37881,37872,0,0,0,0,4127,4136,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.9433319259303938,-5.121371717111727,0.040914,0.1,0.123671,0.2,1104,775,1469,33158,38405,38401,0,0,0,0,4017,4004,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9408640649242153,-4.899438064481483,0.040487,0.1,0.122614,0.2,1207,775,1397,33516,38503,38495,0,0,0,0,4091,4095,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9390541344437835,-4.870622037886446,0.040069,0.1,0.121566,0.2,1364,685,1618,33620,38339,38328,0,0,0,0,4068,4071,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9347229344514494,-5.060903556702445,0.039659,0.1,0.120527,0.2,1322,842,1502,33151,37918,37915,0,0,0,0,4030,4050,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9388558980633225,-5.15202870941101,0.039258,0.1,0.119497,0.2,1321,728,1402,33511,38418,38408,0,0,0,0,4049,4043,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9359532912480365,-5.2417408692918785,0.038864,0.1,0.118476,0.2,1482,679,1514,33741,38191,38188,0,0,0,0,4025,4030,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9409753196550699,-5.390044048148917,0.038479,0.1,0.117463,0.2,1384,601,1555,33630,38368,38363,0,0,0,0,4119,4127,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.938271971496437,-5.665446117332662,0.0381,0.1,0.116459,0.2,1318,761,1230,33680,38535,38531,0,0,0,0,4026,4021,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9393847091075236,-5.670225041451759,0.03773,0.1,0.115464,0.2,1238,752,1401,32830,37568,37561,0,0,0,0,3975,3981,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9410815173527038,-5.684244088726296,0.037366,0.1,0.114477,0.2,1301,670,1256,33453,38195,38187,0,0,0,0,4078,4063,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.939432443879712,-5.568004073744223,0.03701,0.1,0.113498,0.2,1232,770,1473,33054,37848,37838,0,0,0,0,4057,4059,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9387513327804763,-5.521419993538911,0.03666,0.1,0.112528,0.2,1362,706,1557,33764,38656,38648,0,0,0,0,4084,4084,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9452169492539099,-5.300029064187282,0.036316,0.1,0.111567,0.2,1239,593,1292,33441,38249,38244,0,0,0,0,4087,4100,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9368153483023665,-5.435777570437113,0.035979,0.1,0.110613,0.2,1339,749,1397,33046,37723,37717,0,0,0,0,3884,3883,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9452953398634609,-5.327183874467024,0.035649,0.1,0.109668,0.2,1209,634,1427,33690,38462,38458,0,0,0,0,4050,4049,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9420860946922205,-5.24856883048783,0.035324,0.1,0.10873,0.2,1249,691,1471,33498,38339,38330,0,0,0,0,4152,4135,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9410450428979981,-5.380635281039091,0.035005,0.1,0.107801,0.2,1288,691,1488,33568,38476,38471,0,0,0,0,4084,4079,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.9408227374719521,-5.509290023425007,0.034692,0.1,0.10688,0.2,1242,736,1619,33425,38367,38363,0,0,0,0,4058,4061,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9379211640527163,-5.599746986597367,0.034384,0.1,0.105966,0.2,1319,763,1392,33538,38359,38349,0,0,0,0,4160,4145,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9362508203567806,-5.536796068707338,0.034082,0.1,0.10506,0.2,1339,798,1467,33522,38372,38368,0,0,0,0,4083,4089,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9455001475361463,-5.46061154266994,0.033785,0.1,0.104162,0.2,1204,643,1392,33890,38800,38794,0,0,0,0,4057,4037,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.939477386333024,-5.442669839935339,0.033493,0.1,0.103272,0.2,1356,666,1502,33409,38390,38386,0,0,0,0,4108,4116,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.9330639811855514,-5.563198182100094,0.033206,0.1,0.102389,0.2,1338,882,1462,33166,38186,38185,0,0,0,0,4114,4115,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9372949108048446,-5.6870634927837775,0.032925,0.1,0.101514,0.2,1361,741,1421,33522,38249,38243,0,0,0,0,4149,4154,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9448922717329418,-5.625786960397901,0.032647,0.1,0.100647,0.2,1136,703,1375,33371,38287,38283,0,0,0,0,4096,4076,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9439799583471673,-5.519943984672242,0.032375,0.1,0.099786,0.2,1096,760,1303,33131,38188,38181,0,0,0,0,4086,4072,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9407877109940163,-5.528985499374043,0.032107,0.1,0.098934,0.2,1196,793,1404,33591,38672,38664,0,0,0,0,4038,4049,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9371945918397937,-5.59617736035926,0.031843,0.1,0.098088,0.2,1410,685,1635,33357,38207,38200,0,0,0,0,4084,4082,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9379227776114936,-5.7157390052917085,0.031584,0.1,0.09725,0.2,1400,674,1346,33410,38235,38228,0,0,0,0,4017,4037,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9393285371702638,-5.705490787097678,0.031329,0.1,0.096418,0.2,1336,688,1389,33360,38100,38098,0,0,0,0,4174,4172,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.942909815348934,-5.671361093359312,0.031077,0.1,0.095594,0.2,1261,659,1539,33631,38391,38384,0,0,0,0,4070,4064,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9371591249625412,-5.784127359660199,0.03083,0.1,0.094777,0.2,1326,771,1578,33370,38197,38190,0,0,0,0,3997,4012,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9437362244594031,-5.659288929387746,0.030587,0.1,0.093967,0.2,1129,760,1338,33574,38280,38273,0,0,0,0,4141,4130,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.940968264442978,-5.596095159312175,0.030348,0.1,0.093164,0.2,1133,835,1305,33338,38284,38281,0,0,0,0,4256,4256,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9398014440433213,-5.703754039004033,0.030112,0.1,0.092368,0.2,1255,746,1479,33240,38088,38082,0,0,0,0,4165,4179,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9405228758169935,-5.876858978697769,0.02988,0.1,0.091578,0.2,1368,634,1303,33660,38214,38211,0,0,0,0,4039,4052,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.933703132415757,-5.930585622967363,0.029652,0.1,0.090796,0.2,1459,776,1571,33712,38387,38376,0,0,0,0,4069,4068,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9359620693794263,-6.0612262738709255,0.029427,0.1,0.09002,0.2,1383,751,1279,33324,38057,38052,0,0,0,0,4044,4060,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9457582924019162,-6.09016419898442,0.029205,0.1,0.08925,0.2,1210,579,1151,32982,37886,37880,0,0,0,0,3990,3976,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9362658436460611,-5.863144735469602,0.028987,0.1,0.088487,0.2,1325,802,1475,33373,37967,37964,0,0,0,0,4101,4093,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9410332541567696,-5.963718335420943,0.028772,0.1,0.087731,0.2,1283,703,1307,33680,38591,38587,0,0,0,0,4019,4021,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.9343357498732062,-6.1468397175314164,0.02856,0.1,0.086981,0.2,1404,797,1339,33519,38140,38131,0,0,0,0,4206,4201,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9400042464132974,-5.965183619152482,0.028351,0.1,0.086238,0.2,1304,674,1454,32969,37816,37813,0,0,0,0,4110,4110,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9425742574257425,-5.889841723394822,0.028145,0.1,0.085501,0.2,1155,730,1332,32825,37685,37676,0,0,0,0,4145,4137,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9377424938816928,-6.104375177597421,0.027942,0.1,0.08477,0.2,1343,743,1550,33506,38404,38398,0,0,0,0,4150,4148,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9371815120541169,-6.127871811050658,0.027742,0.1,0.084045,0.2,1445,663,1461,33557,38211,38203,0,0,0,0,4085,4082,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9426893961971747,-6.169587383094512,0.027545,0.1,0.083327,0.2,1083,840,1593,33554,38690,38686,0,0,0,0,4122,4122,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9393605292171996,-6.251183622372343,0.027351,0.1,0.082615,0.2,1297,738,1476,33559,38428,38418,0,0,0,0,4240,4220,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.9413619550057607,-6.2867978057967155,0.02716,0.1,0.081909,0.2,1193,741,1325,32982,37928,37920,0,0,0,0,4202,4202,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9386817936250675,-6.309504588584946,0.026971,0.1,0.081209,0.2,1290,753,1332,33318,38159,38153,0,0,0,0,4154,4159,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9402688802670757,-6.233570117470412,0.026784,0.1,0.080515,0.2,1307,679,1599,33249,38101,38092,0,0,0,0,4056,4067,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9426353874883286,-6.039994973645354,0.026601,0.1,0.079826,0.2,1344,622,1569,34272,39105,39102,0,0,0,0,4126,4125,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9355798999761848,-6.15063926946181,0.026419,0.1,0.079144,0.2,1394,770,1531,33592,38276,38271,0,0,0,0,4166,4159,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9404984611670991,-6.1423438830276655,0.026241,0.1,0.078468,0.2,1252,720,1411,33142,37898,37895,0,0,0,0,4125,4123,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9392701687436646,-6.125367620735408,0.026064,0.1,0.077797,0.2,1390,647,1482,33542,38417,38408,0,0,0,0,4150,4150,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.9486332505000303,-6.035688041122356,0.02589,0.1,0.077132,0.2,1121,574,1379,32998,38022,38014,0,0,0,0,4115,4115,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9437878696982422,-6.0573757850701435,0.025718,0.1,0.076473,0.2,1222,652,1326,33338,38209,38202,0,0,0,0,4083,4095,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9397379912663756,-6.045949222937653,0.025549,0.1,0.075819,0.2,1381,620,1685,33205,38013,38010,0,0,0,0,4124,4123,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9368304506553354,-6.144067384182357,0.025382,0.1,0.075171,0.2,1387,724,1318,33418,38208,38205,0,0,0,0,4071,4082,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.9430646117368109,-5.973476964160055,0.025217,0.1,0.074529,0.2,1213,708,1501,33740,38676,38668,0,0,0,0,4081,4090,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9397241461667065,-5.957322525284265,0.025054,0.1,0.073892,0.2,1297,722,1292,33496,38346,38338,0,0,0,0,4154,4159,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9422450625952374,-6.0650772157525275,0.024893,0.1,0.07326,0.2,1209,724,1415,33469,38367,38362,0,0,0,0,4112,4098,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.9332408635870221,-6.338011115232564,0.024734,0.1,0.072634,0.2,1441,773,1478,33164,37814,37808,0,0,0,0,4144,4149,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9382941194056623,-6.3953355064705315,0.024577,0.1,0.072013,0.2,1285,779,1429,33449,38207,38199,0,0,0,0,4145,4155,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9468257953974771,-6.147742570624488,0.024423,0.1,0.071398,0.2,1282,518,1482,33851,38817,38811,0,0,0,0,4186,4173,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9385951863862196,-6.203206546830131,0.02427,0.1,0.070787,0.2,1330,734,1323,33613,38505,38497,0,0,0,0,4115,4109,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9365026495079485,-6.2673993206961,0.024119,0.1,0.070182,0.2,1345,752,1278,33025,37899,37889,0,0,0,0,4241,4248,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9402819436112777,-6.167193825284252,0.02397,0.1,0.069583,0.2,1300,691,1454,33340,38192,38184,0,0,0,0,4109,4094,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9441404264226548,-6.151910581131722,0.023823,0.1,0.068988,0.2,1161,707,1221,33441,38483,38478,0,0,0,0,4130,4139,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9408748740442179,-6.118581674801823,0.023677,0.1,0.068398,0.2,1203,792,1414,33742,38416,38413,0,0,0,0,4152,4142,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9307180614123656,-6.360623291919665,0.023533,0.1,0.067814,0.2,1515,818,1381,33674,38454,38447,0,0,0,0,4187,4189,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9444193945952445,-6.294171590189869,0.023391,0.1,0.067234,0.2,1159,690,1292,33267,38309,38303,0,0,0,0,4107,4102,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9369999107647461,-6.423472467226728,0.023251,0.1,0.066659,0.2,1453,665,1434,33619,38316,38307,0,0,0,0,4218,4207,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9354597632428554,-6.407383622794581,0.023113,0.1,0.06609,0.2,1427,732,1482,33452,38360,38351,0,0,0,0,4072,4086,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9364151506113928,-6.4618019080645235,0.022976,0.1,0.065525,0.2,1390,742,1418,33530,38113,38107,0,0,0,0,4137,4149,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9381477167517844,-6.474757677620606,0.02284,0.1,0.064965,0.2,1468,603,1422,33483,38177,38172,0,0,0,0,4197,4214,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9435934402595062,-6.441164273731533,0.022707,0.1,0.064409,0.2,1272,606,1477,33294,38325,38317,0,0,0,0,4182,4171,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
