episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
248,0.9435853233956971,-4.530920616096826,-1.0306318917722712,-0.4078231292617476,-0.2309232747374618,-0.19694898776814676,-0.06695745454340322,-0.2891684469994324,-0.22585225665600256,-0.5443711042893068,-0.008060496135341884,-0.09510919807124697,-0.12620546412604083,-0.10446237261995044,0.001181,0.01,0.0,0.97,100,13,1,14
249,0.9379088794819884,-4.5340236061526795,-1.0321775448851165,-0.4084729447957933,-0.2312544523412292,-0.19727343015557963,-0.06704846052272073,-0.28966790727608005,-0.22621805131553013,-0.5452583728632014,-0.00807524541137115,-0.09527190683388113,-0.12642358024635672,-0.1046309511641488,0.001177,0.01,0.0,0.97,100,13,1,14
250,0.9396181986376251,-4.537014934144046,-1.0337394361196584,-0.4091294446029524,-0.23158853886257064,-0.19759985897301083,-0.06713901769706236,-0.2901555568005647,-0.2265894305770786,-0.5461648317425974,-0.0080892098157348,-0.09543327406150062,-0.12666166055272152,-0.10478452921273784,0.001173,0.01,0.0,0.97,100,13,1,14
251,0.9404411515951149,-4.540060138937189,-1.0352849248465017,-0.4097359105510773,-0.23194049588787505,-0.19789202678135923,-0.06723798939416631,-0.2905882444027623,-0.22692132744381402,-0.5468824767625937,-0.00809939577822878,-0.09555208203620973,-0.12682903666928802,-0.10490944818393215,0.001169,0.01,0.0,0.97,100,13,1,14
252,0.9402083925674433,-4.5431266952046565,-1.036866854843385,-0.4103769032496925,-0.23229797436404354,-0.19821475740015984,-0.06734325842492907,-0.2910451654866821,-0.2272638084401403,-0.5476729768391763,-0.008111182164280148,-0.09566548269083588,-0.12704187766115546,-0.10506935782482196,0.001165,0.01,0.0,0.97,100,13,1,14
253,0.9398985873454644,-4.546009943629087,-1.0383577100036037,-0.41100171255223594,-0.23262992292642035,-0.19853434284670804,-0.06744112227951836,-0.291501642041557,-0.22761056769257268,-0.5484283116645214,-0.008123429348986591,-0.09581010818824527,-0.12722027666368477,-0.10526923256818509,0.001161,0.01,0.0,0.97,100,13,1,14
254,0.9377532906856013,-4.5492367059345264,-1.0399768187025176,-0.4116407024485469,-0.2329889052453028,-0.19883733925818087,-0.06753945054187617,-0.2919494993492907,-0.22795626356464047,-0.5493105866747809,-0.008136342630856611,-0.09595529215835796,-0.1274487302826383,-0.10543282769777088,0.001157,0.01,0.0,0.97,100,13,1,14
255,0.9365805764494441,-4.552424183175038,-1.04158369875851,-0.4123061750106956,-0.2333355771700366,-0.19917133998858674,-0.06763817965979595,-0.2924355932835339,-0.2283069722340705,-0.5501897786665646,-0.008149171274933222,-0.09611593108356148,-0.12764125070180168,-0.10560253919601273,0.001153,0.01,0.0,0.97,100,13,1,14
256,0.9441956303322377,-4.555143522917845,-1.042933211362882,-0.41283933442682946,-0.23363035590754566,-0.19942589946443326,-0.06771765974419812,-0.29281733711867525,-0.22860252300141362,-0.5508566748064216,-0.008158847937920849,-0.09622613652409244,-0.12778606415926588,-0.10571481841246227,0.001149,0.01,0.0,0.97,100,13,1,14
257,0.9457231307625008,-4.557710181078812,-1.0442332402397427,-0.4133638190111402,-0.2339204755733495,-0.19966570944769452,-0.06780357869994974,-0.29319741603667965,-0.22888849283748783,-0.5515095969770691,-0.008171477001848344,-0.09634353223310646,-0.12792420066757287,-0.10583585852530406,0.001145,0.01,0.0,0.97,100,13,1,14
258,0.9380125016803333,-4.560684900094117,-1.0456828692206581,-0.41394696067937387,-0.23424263800978729,-0.19994608853132256,-0.06790300044630496,-0.293631339708767,-0.229240503155108,-0.5522888318993489,-0.00818235127548825,-0.09649453964574355,-0.12809808933454792,-0.1059882462794307,0.001141,0.01,0.0,0.97,100,13,1,14
259,0.9458873731604058,-4.563308448377161,-1.0469953812896018,-0.41446196618307934,-0.23453492292105663,-0.2001839379339025,-0.06799038224836322,-0.29402826545304844,-0.2295356922220363,-0.552933540778248,-0.008192257684476335,-0.09661783995690597,-0.12825207926063098,-0.1061203010100483,0.001137,0.01,0.0,0.97,100,13,1,14
260,0.9389895138226882,-4.566148787041069,-1.0484333823832805,-0.4150519686736951,-0.2348541101937216,-0.20048487764589443,-0.06809114148528182,-0.29446927785036564,-0.2298778839179013,-0.5536939657393016,-0.008208653792858244,-0.09675087379273237,-0.12846618506609891,-0.10627158035103436,0.001133,0.01,0.0,0.97,100,13,1,14
261,0.9384344028221066,-4.568224867646261,-1.049510392545555,-0.4155941712063745,-0.2350612395627629,-0.20076059601116059,-0.06818480238533711,-0.29489655268515247,-0.2302138240114836,-0.5544302809727182,-0.008219960173193964,-0.09692667799563211,-0.12870297151716464,-0.1064352658228814,0.001129,0.01,0.0,0.97,100,13,1,14
262,0.9399053441800145,-4.570978804762368,-1.0509046337141112,-0.41617767199974637,-0.23536724300261566,-0.20104693285410466,-0.06828414940986545,-0.29530988066053343,-0.2305406560388547,-0.5551867281859242,-0.008232133811464414,-0.09707582104128705,-0.12886969014556665,-0.10656701081771722,0.001125,0.01,0.0,0.97,100,13,1,14
263,0.9390118156155446,-4.573977977373827,-1.0524937897401172,-0.41681146841073263,-0.2357278922109352,-0.20137839199913685,-0.06839408934516002,-0.2957377440734154,-0.23088625423388676,-0.5559672292578546,-0.008243102659027236,-0.09721118124708139,-0.12903014737307567,-0.10676854827141516,0.001122,0.01,0.0,0.97,100,13,1,14
264,0.9440470755339117,-4.576631867301702,-1.05381279087365,-0.41734159566684026,-0.2360114036141752,-0.2016411033076845,-0.0684732082805024,-0.29611957023625557,-0.23118553604582873,-0.5567025475358947,-0.00825537177100642,-0.09733867825465137,-0.12918538282829453,-0.10688584095064889,0.001118,0.01,0.0,0.97,100,13,1,14
265,0.9429918775592401,-4.579293893091311,-1.055136683357151,-0.41789514614259793,-0.23630256003978314,-0.2019175237288872,-0.06856282522665111,-0.2965313127362621,-0.2314977517853539,-0.557393372153126,-0.008267091723802288,-0.09748149705103702,-0.12934314989273407,-0.10701523129821501,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.9418916169289202,-4.58205598741641,-1.0565258189703537,-0.4184628376217097,-0.23660583518966674,-0.20219522267650392,-0.06865050710253842,-0.2969507990809298,-0.23184419247267443,-0.5581706067822905,-0.008276894253979684,-0.09760403021509079,-0.12952952436863402,-0.1071863938629104,0.00111,0.01,0.0,0.97,100,13,1,14
267,0.9327517630936863,-4.585136660975609,-1.0581337287535695,-0.41916610151134365,-0.23696574429148623,-0.20255875316436045,-0.06876473203889777,-0.29748167151518157,-0.23224823498442693,-0.559043541737269,-0.00828895068072297,-0.09774571999987995,-0.12976743519980463,-0.10735234250540378,0.001107,0.01,0.0,0.97,100,13,1,14
268,0.9405721192586624,-4.587977238118514,-1.0595703806707284,-0.41975950294649494,-0.23726873425165163,-0.20284676059029802,-0.06885358627314297,-0.29792366947418664,-0.23257508125475396,-0.5599036989206476,-0.0083023492499402,-0.09791047975293793,-0.1299647982505028,-0.10750649126570028,0.001103,0.01,0.0,0.97,100,13,1,14
269,0.938974280931365,-4.590839582432234,-1.0610434887007438,-0.420360318065379,-0.23759710858855213,-0.2031261186967713,-0.06894419354631286,-0.2983588927195596,-0.23291033104568842,-0.5607421631865331,-0.008314262990696403,-0.09809414004638535,-0.1301563487872379,-0.1076694042193417,0.001099,0.01,0.0,0.97,100,13,1,14
270,0.9405186331225616,-4.593580817605409,-1.0624223002549162,-0.42093055156006337,-0.2378984132320204,-0.20339720229481237,-0.06903024824419553,-0.2987742360962459,-0.2332284904120843,-0.5615227503799276,-0.008325065924665706,-0.0982329457376193,-0.13033015745733076,-0.10779982223119439,0.001096,0.01,0.0,0.97,100,13,1,14
271,0.9379758776362779,-4.596042958843349,-1.0636534162467113,-0.4214882265578502,-0.2381778367958242,-0.20367735077826846,-0.0691260343618186,-0.2992099035294222,-0.23355392430146604,-0.562191846853965,-0.00833640174367881,-0.09836083374045289,-0.13049802991496315,-0.10797318987564979,0.001092,0.01,0.0,0.97,100,13,1,14
272,0.9373987307588442,-4.5966444215330515,-1.064050841097049,-0.4219313807433999,-0.23823212568078161,-0.20394969937876606,-0.06919581494373381,-0.29959638541807754,-0.2338835715056154,-0.5622767183642502,-0.008317088509316136,-0.09848803637659492,-0.13061004657429826,-0.10814292091866179,0.001088,0.01,0.0,0.97,100,13,1,14
273,0.9434252834658995,-4.599236075886891,-1.0653658565487316,-0.4224553520218332,-0.2385221324590372,-0.20420058452743353,-0.06928146078283827,-0.299970201116613,-0.2341726596327926,-0.5629806252884033,-0.008327475262793326,-0.0986228655424587,-0.13077247980748521,-0.10827128393142296,0.001085,0.01,0.0,0.97,100,13,1,14
274,0.9426474310301189,-4.601693902518127,-1.0666133524900268,-0.4229659861265811,-0.23880158711352942,-0.2044405888814001,-0.06936466935722416,-0.3003675244702779,-0.2344957924008888,-0.5636649776864567,-0.008338672932080573,-0.09877361288235123,-0.13090895531374472,-0.10842075051619036,0.001081,0.01,0.0,0.97,100,13,1,14
275,0.9410056394151217,-4.604468915497835,-1.0680212808843619,-0.4235346382153609,-0.23911069763950357,-0.20471134765670018,-0.06945367366286107,-0.300783210684556,-0.23482193049559263,-0.5644444619401991,-0.00835166812854439,-0.0989180241687554,-0.1310916387661589,-0.10854032041656006,0.001078,0.01,0.0,0.97,100,13,1,14
276,0.9373035483166087,-4.607465939580317,-1.0695258978144861,-0.42414403164953174,-0.23944039673027498,-0.20501606279738552,-0.06954168465669387,-0.3012401092463152,-0.23515705169401702,-0.5652081111871423,-0.008362907107485449,-0.09905750979669439,-0.1312714661497755,-0.10870476123577856,0.001074,0.01,0.0,0.97,100,13,1,14
277,0.939969630504471,-4.6102548424013445,-1.0709398380342958,-0.42472081611675216,-0.23975715847169451,-0.20530134583839707,-0.06963661248191043,-0.3016798906084034,-0.23550621477595884,-0.5659176410964414,-0.008374202481587663,-0.09916497511004306,-0.13142991710807536,-0.10884205608102446,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9389653200578559,-4.613088686438516,-1.0724079245205964,-0.42532502441159475,-0.2400725334926848,-0.20559491043081113,-0.06973633110208922,-0.3021192858595839,-0.23583863770456578,-0.5667422957115034,-0.008387023974980751,-0.09933574734294816,-0.1316288437763999,-0.1089955247899595,0.001067,0.01,0.0,0.97,100,13,1,14
279,0.9451650446134903,-4.615564261058502,-1.073663780199854,-0.42583389779494246,-0.24034182804399773,-0.20585283017583655,-0.06981119303482493,-0.3024856641293279,-0.23611224660935384,-0.5673639383284693,-0.008396367808540113,-0.09944556808987337,-0.1317758394814908,-0.10911870970935147,0.001064,0.01,0.0,0.97,100,13,1,14
280,0.9456754585620565,-4.617986572529585,-1.0748763887593893,-0.4263109624161121,-0.24061457923761553,-0.20607648410875476,-0.06988833959036891,-0.30281842170068585,-0.23637672898786885,-0.567978772594982,-0.00840628737968229,-0.09953754761742334,-0.1319159019927327,-0.109216855255194,0.001061,0.01,0.0,0.97,100,13,1,14
281,0.935815341290063,-4.620964767584152,-1.0763922637878771,-0.42693825707611155,-0.24093765332824002,-0.206382978952983,-0.06997975427323821,-0.30325664052075524,-0.23672352166003405,-0.5688628212542592,-0.0084170930425408,-0.09969342993348614,-0.13211496215682386,-0.10936102175897454,0.001057,0.01,0.0,0.97,100,13,1,14
282,0.9406217843828546,-4.623708430380227,-1.0777808729721183,-0.4274928872365439,-0.24124593044381865,-0.20666048761903794,-0.07006969796285628,-0.30366284351705103,-0.23701680382519105,-0.5695550884876022,-0.008426816847574256,-0.09980482169001088,-0.13227438731109986,-0.10950420653642591,0.001054,0.01,0.0,0.97,100,13,1,14
283,0.9428479008478328,-4.626220640823404,-1.0790560488898575,-0.4280105477622865,-0.24152335765590507,-0.20692552256422345,-0.07014398034251797,-0.3040436347573041,-0.2373103738540258,-0.5702594493816933,-0.008438402451170389,-0.09990694043025049,-0.13245420225585833,-0.10964594830380649,0.001051,0.01,0.0,0.97,100,13,1,14
284,0.9368978724122222,-4.62913361480208,-1.0805494670293283,-0.42860566907615183,-0.24186301105851526,-0.20722500373421746,-0.07024709927709241,-0.3044503778755355,-0.23763624189245064,-0.5710216166882078,-0.00844814509833363,-0.10002655302134857,-0.1326532266003323,-0.10979897339911372,0.001047,0.01,0.0,0.97,100,13,1,14
285,0.9401491233962518,-4.631856593879921,-1.0819210686752716,-0.42916028723760613,-0.2421553605094715,-0.20748633049478415,-0.07032866321809964,-0.3048618284480726,-0.23794682615950208,-0.5718150150157806,-0.008457996848304896,-0.10014556752123396,-0.13285828469690084,-0.10994981452650848,0.001044,0.01,0.0,0.97,100,13,1,14
286,0.9435840707964602,-4.634366640725099,-1.0831892569998813,-0.4296699582192932,-0.2424310854685539,-0.20772454631744036,-0.07041008376234535,-0.30524853636190497,-0.23822701395102208,-0.5724821918396014,-0.008466832417675783,-0.10026911477151958,-0.13302011279552034,-0.11007567867800046,0.001041,0.01,0.0,0.97,100,13,1,14
287,0.9409384705783598,-4.63679191797498,-1.0844220262557258,-0.43017983281265876,-0.24270813801993188,-0.2079648639919566,-0.07050188751517664,-0.3056163628536518,-0.2385332113994572,-0.573180645809409,-0.008476008828390136,-0.10038869489470673,-0.13320059403776177,-0.1102115677095915,0.001037,0.01,0.0,0.97,100,13,1,14
288,0.944392403985353,-4.63914203316376,-1.0856134286657988,-0.4306477904759404,-0.24298545411799394,-0.20819505371723038,-0.07059393199117539,-0.3059527353420387,-0.23879510645701368,-0.5737156178312883,-0.008483768130595962,-0.10048564757184487,-0.13331714938709738,-0.11034417790567635,0.001034,0.01,0.0,0.97,100,13,1,14
289,0.9407733396042598,-4.641719991487277,-1.0869055179727374,-0.43117340762533013,-0.24326944876203901,-0.20844523202602702,-0.07067887716438438,-0.30633608636721876,-0.23907496939184558,-0.5743999964345393,-0.008493418083741842,-0.10062098428558697,-0.13348392772341536,-0.11046670355498357,0.001031,0.01,0.0,0.97,100,13,1,14
290,0.9406015671075912,-4.644195927310016,-1.0881492331594087,-0.43169784252366156,-0.24354556765515278,-0.2087066254888648,-0.07075978816603502,-0.3067345764761645,-0.2393831297292739,-0.5750123556041145,-0.008504812948175228,-0.10073625252594778,-0.13361609159393117,-0.11060244105126082,0.001028,0.01,0.0,0.97,100,13,1,14
291,0.9399607962418466,-4.646875839748206,-1.0895123415815207,-0.4322388831555175,-0.2438563745943438,-0.2089708359991464,-0.07084490909938813,-0.30712612740685336,-0.23968145621549217,-0.5756988342408429,-0.008514440725652389,-0.10084144304758615,-0.13378202762505767,-0.11074636123244995,0.001025,0.01,0.0,0.97,100,13,1,14
292,0.9409250163445259,-4.64941679361635,-1.0907794623406906,-0.432755128065979,-0.24414393381232752,-0.2092300597032082,-0.0709341143585011,-0.30751819750494264,-0.23996513343434875,-0.5763423670977187,-0.008525881070913552,-0.10097025567054455,-0.13391564017235222,-0.11087409152661748,0.001022,0.01,0.0,0.97,100,13,1,14
293,0.9401809848395816,-4.652093561337749,-1.0921554063561683,-0.4333004655292669,-0.24444292589074468,-0.2095001884076866,-0.0710113042722516,-0.30790090431944456,-0.24027099022814755,-0.5770742603191663,-0.008538646512575389,-0.10111418833515036,-0.13407088555340033,-0.11102119478390102,0.001018,0.01,0.0,0.97,100,12,1,13
294,0.9463252950925017,-4.6543499048645955,-1.0932755982201907,-0.43373763116582237,-0.24469692304915974,-0.2096948860571404,-0.07108878449649488,-0.30822446415900767,-0.24052856437516773,-0.5776119208003693,-0.00854688881864085,-0.10119553119702047,-0.1341934510490377,-0.11116301013037741,0.001015,0.01,0.0,0.97,100,13,1,14
295,0.9381496794496242,-4.657048007807891,-1.0946576951123446,-0.4343064549687695,-0.24499962309022374,-0.2099689795495141,-0.07117303147441337,-0.3086438987743185,-0.24082905551916636,-0.5783172048103625,-0.008556010642058628,-0.10129756717508215,-0.13436488123967674,-0.11132013939550253,0.001012,0.01,0.0,0.97,100,13,1,14
296,0.9419621052631579,-4.659552240512763,-1.0959356681830625,-0.43482845489598176,-0.2452777858959749,-0.21023335314131478,-0.07125463748716007,-0.30903722486065766,-0.24112239146680958,-0.5790461008682051,-0.008566684409196003,-0.10140647010575227,-0.1345379653042115,-0.11146117012946055,0.001009,0.01,0.0,0.97,100,13,1,14
297,0.9390123745428434,-4.662221864362469,-1.0972553018204805,-0.4353721169356937,-0.24555370652752767,-0.21048867513899672,-0.07132645204987502,-0.30945696797026295,-0.2414296538645725,-0.5798931348297617,-0.008574596258756624,-0.10155138450656558,-0.1347532425953166,-0.11159919162821749,0.001006,0.01,0.0,0.97,100,13,1,14
298,0.9370244427984648,-4.664633092518241,-1.0984887365386269,-0.43591961301631194,-0.24582635453217042,-0.21075917037200745,-0.07140328436921149,-0.30986362076436397,-0.24174295012219002,-0.5805721779787777,-0.008587787057196719,-0.10166336967575663,-0.13492290891166547,-0.11172643752685682,0.001003,0.01,0.0,0.97,100,13,1,14
299,0.9390420168067227,-4.667241338271051,-1.099802727567278,-0.4364552768579703,-0.24611652142047993,-0.21102903653182176,-0.07148038598007847,-0.3102500947025041,-0.24204073185529998,-0.5812972154215648,-0.008601110874776328,-0.10179626529379936,-0.13509365963899386,-0.11182335533877356,0.001,0.01,0.0,0.97,100,13,1,14
