episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
82,0.9452179482857432,-3.7493617119587204,-0.6339249125354339,-0.24886704602081458,-0.14239751022287753,-0.11978815651906695,-0.04084563965922545,-0.17494165294851258,-0.1363361554647565,-0.3357985976741751,-0.004988408130927633,-0.058277462627725034,-0.07733356228037574,-0.06355625669789686,0.002883,0.01,0.0,0.97,100,13,1,14
83,0.9411381298571071,-3.7573194343712992,-0.6379502517271587,-0.2504286321641194,-0.1433277897623735,-0.12051280397718075,-0.04113988671316844,-0.17603228605074595,-0.13722659324414835,-0.33772166983741564,-0.005018285239540173,-0.05857282685562998,-0.07779923307284235,-0.06395428972387328,0.002859,0.01,0.0,0.97,100,13,1,14
84,0.9426615461679746,-3.764874357197104,-0.6416724814080257,-0.2519134368012022,-0.14415563449875124,-0.12122960085580059,-0.04135694598559886,-0.17703797994187856,-0.13804601087499085,-0.33974983973228035,-0.005048469897175563,-0.05894958100862504,-0.07824741523130409,-0.06441760855972245,0.002834,0.01,0.0,0.97,100,13,1,14
85,0.9370154874387203,-3.7731777728316045,-0.6459348436676056,-0.25358808939369026,-0.14512386215073694,-0.12202267315017443,-0.041656653631183836,-0.17826153378632437,-0.13903437880345398,-0.3420152308982366,-0.005077103023678422,-0.05933362649718237,-0.07883961462584485,-0.06485297194974067,0.00281,0.01,0.0,0.97,100,13,1,14
86,0.9341308220921354,-3.7818960317285657,-0.6503949204846355,-0.25535791311652195,-0.1461459006533561,-0.12288698173958448,-0.041973293295152696,-0.17946638513597185,-0.14004885985500543,-0.3444768256418934,-0.005111191572670851,-0.059784145923156125,-0.07945577941588072,-0.06540478822733423,0.002787,0.01,0.0,0.97,100,13,1,14
87,0.9342751429532459,-3.7902799482234415,-0.6547208544607143,-0.2571274131730903,-0.14711378654802226,-0.12380245707007108,-0.04229338580795431,-0.180726679648282,-0.14102321327562356,-0.3469656809640458,-0.005144771608685662,-0.06021419303514318,-0.08002742352653844,-0.06582743588198177,0.002763,0.01,0.0,0.97,100,13,1,14
88,0.9445912496655071,-3.7973275022122857,-0.6583123980290089,-0.25853654135229703,-0.14794532224413542,-0.12449513647419129,-0.04255109677274769,-0.18174477252006133,-0.14183265612949625,-0.34862537498963075,-0.005172578685076855,-0.06047276447138475,-0.08038424203733033,-0.06622192635691371,0.002741,0.01,0.0,0.97,100,13,1,14
89,0.9400199314223942,-3.8049643624995193,-0.662169059625922,-0.26006261923822394,-0.14880397335497111,-0.12524050026610017,-0.042782563685809946,-0.18283795584170984,-0.14268852586164302,-0.35059765488887074,-0.0051968954362245235,-0.06080022453043609,-0.08082509355585256,-0.06663186071589641,0.002718,0.01,0.0,0.97,100,13,1,14
90,0.9411184155500911,-3.8123018821734074,-0.6658722299915713,-0.2615518107830806,-0.14962092068424096,-0.12591432178512255,-0.043015174421117706,-0.1838930766175084,-0.14349262476731275,-0.3525883599001896,-0.005234882507907577,-0.06113211008020071,-0.08129585918371653,-0.06702966090041802,0.002696,0.01,0.0,0.97,100,13,1,14
91,0.9438043773790104,-3.8185782349248307,-0.6689581360869249,-0.26281964334970637,-0.15030202005888055,-0.12653615801794812,-0.0432036833210084,-0.18483052306318973,-0.14421456045153422,-0.3542796409829543,-0.005267543470970281,-0.06142821144443436,-0.08171242843047473,-0.0673127332611952,0.002674,0.01,0.0,0.97,100,13,1,14
92,0.9424810246679317,-3.825583874399579,-0.6724717935035943,-0.2641711312261571,-0.15108724591241046,-0.1271834189350539,-0.04345080343397591,-0.18585004618809653,-0.14500077480758006,-0.3558996044613551,-0.0052962849533651005,-0.06170202381512397,-0.08206800318470406,-0.06767634865281448,0.002653,0.01,0.0,0.97,100,13,1,14
93,0.9394527329898976,-3.8329232870273713,-0.6761917068755374,-0.2656765041343822,-0.15190637038434526,-0.12791637106832035,-0.04369195348542198,-0.18693758341713795,-0.14587106948956804,-0.35816522045602284,-0.005327437765458215,-0.06207589087566239,-0.08265718521311524,-0.0680449674511084,0.002632,0.01,0.0,0.97,100,13,1,14
94,0.9451933701657459,-3.839353521751184,-0.6794104091889914,-0.26690170841277544,-0.1526394213823795,-0.1284653786945527,-0.04390376615877594,-0.1878054623253764,-0.14657504351775405,-0.35974226214895483,-0.005355403825316233,-0.06228150753019343,-0.08303743334053813,-0.06835669437673515,0.002611,0.01,0.0,0.97,100,13,1,14
95,0.94231125326151,-3.846022221375607,-0.6827268667339232,-0.2682122135555377,-0.15337761678863363,-0.12906250772667097,-0.044130187227702816,-0.1887695830594041,-0.1472924717561933,-0.36154722703762576,-0.005383641585391177,-0.06254239458696108,-0.08349310387136376,-0.06871442290291833,0.002591,0.01,0.0,0.97,100,13,1,14
96,0.9384225209231549,-3.853277042829881,-0.6864877014274294,-0.26970572658884395,-0.15421307817029636,-0.12980613946261035,-0.044363804928340904,-0.18975239785670525,-0.1480937608208735,-0.3636791899683199,-0.00541771482341733,-0.06291602093218289,-0.08395095815025255,-0.06908233523375491,0.002571,0.01,0.0,0.97,100,13,1,14
97,0.9364458033734292,-3.8607611592944404,-0.690386145053403,-0.271283615700837,-0.15507524509358783,-0.13061192955171064,-0.04460395047281628,-0.19085670141282043,-0.1489576219411625,-0.3658712585285672,-0.0054443007851860915,-0.06332032057218313,-0.08445605396139194,-0.06948789777857771,0.002551,0.01,0.0,0.97,100,13,1,14
98,0.940481407814449,-3.867573453739882,-0.6939490657533529,-0.2727291870893455,-0.15586559564339617,-0.13134793091795235,-0.044823039157948226,-0.1918532390470818,-0.1496911118295391,-0.36779281120954654,-0.005471174629264311,-0.06364017336819137,-0.08494552657760072,-0.06983541707863306,0.002532,0.01,0.0,0.97,100,13,1,14
99,0.9424013118562424,-3.874175268484625,-0.697347184799322,-0.27403541316871116,-0.15666149512412214,-0.13198433825887043,-0.045063347803218405,-0.19275721659440248,-0.15043969404391822,-0.36945681658915264,-0.005496729052175542,-0.06395238377021824,-0.08533881658379933,-0.07008403342771474,0.002513,0.01,0.0,0.97,100,13,1,14
100,0.9404348406920046,-3.881177270385388,-0.7008881933472514,-0.2754514924818039,-0.1574560550778162,-0.13265486885799402,-0.04529030473676138,-0.19377590360107935,-0.15120458956268268,-0.3713301703105759,-0.005526208481598662,-0.064278354139983,-0.08573726108793311,-0.07043857544251848,0.002494,0.01,0.0,0.97,100,13,1,14
101,0.9397523188430282,-3.8881560679960807,-0.7044081456377806,-0.27684340695041665,-0.15824471917598976,-0.13333156370704138,-0.04552236731317318,-0.19471000840471825,-0.15197684834046674,-0.3732072808347409,-0.005554500128379412,-0.06463007569406877,-0.08614260271232474,-0.07079853928275029,0.002475,0.01,0.0,0.97,100,13,1,14
102,0.9439459250935073,-3.8943872460517226,-0.7075515546345242,-0.2780771171327967,-0.15895728210368126,-0.1339195690417874,-0.045730843839615475,-0.19565559333128102,-0.15271506042275385,-0.37474339689732505,-0.0055845421499878594,-0.06489787893618988,-0.08646006180687124,-0.07108151241399205,0.002457,0.01,0.0,0.97,100,13,1,14
103,0.943170657364446,-3.9005380976014257,-0.7106076869056686,-0.2792875699735857,-0.15965433905887103,-0.1345027119495144,-0.04593833550643295,-0.1965543926194077,-0.15343165228768987,-0.37631487290454796,-0.005604366749719462,-0.0651579426733905,-0.08683745602335109,-0.07139258225998629,0.002439,0.01,0.0,0.97,100,13,1,14
104,0.939511867818502,-3.9073003701791316,-0.7141351944650939,-0.2806793681617552,-0.1604907984145772,-0.13516063059721065,-0.046224571667219876,-0.19749702630625435,-0.15426011894140434,-0.37834644081900237,-0.005632768496723994,-0.0655034139750359,-0.08738832006948162,-0.07170567997449098,0.002421,0.01,0.0,0.97,100,13,1,14
105,0.9387999401466407,-3.913767818931513,-0.7173312922052608,-0.2819895302630695,-0.16120010089643644,-0.13582729978061253,-0.04645197352423723,-0.19848597705924578,-0.15496940780906848,-0.3801283796144674,-0.00565474563668361,-0.06589019587837265,-0.08780712663604759,-0.07197883252322507,0.002404,0.01,0.0,0.97,100,13,1,14
106,0.9349358759148594,-3.920969783600362,-0.7210572415728723,-0.28348824844812165,-0.16204703434991477,-0.13656474046065614,-0.04668189210360406,-0.1995100493200835,-0.1558162539363852,-0.3822282769895777,-0.005685785771007053,-0.06623087691545648,-0.08833184427949933,-0.07238200987118214,0.002386,0.01,0.0,0.97,100,13,1,14
107,0.940896075458986,-3.9274331373616134,-0.7244449595629088,-0.2848319730325524,-0.16281883809992245,-0.13722770636949147,-0.04693165847310657,-0.20045924995592096,-0.15656002361776306,-0.38393293654425825,-0.005708094333786924,-0.0664696914516477,-0.08878057988635386,-0.07265172619710643,0.002369,0.01,0.0,0.97,100,13,1,14
108,0.9413254256488854,-3.933696800822919,-0.7275559685654953,-0.2860940310771542,-0.16347896415528188,-0.13782967445509597,-0.047119407775854404,-0.20141296187542984,-0.15728293429675969,-0.38586252452535535,-0.005737068294249639,-0.06683080998914297,-0.08919011901654192,-0.07301369689302278,0.002352,0.01,0.0,0.97,100,13,1,14
109,0.9380208944711821,-3.9404516655390123,-0.7310830849786752,-0.28751256051815727,-0.16425056605985358,-0.13852259015169438,-0.04733719201156764,-0.20242935769061,-0.15803746642650124,-0.3877540132216306,-0.005768306932670161,-0.06721871636963599,-0.08964361121419945,-0.07337647803916031,0.002336,0.01,0.0,0.97,100,13,1,14
110,0.9410092395167022,-3.9466699346436718,-0.7342865369565563,-0.28878031077030475,-0.16495477915404547,-0.13913120902045092,-0.047521081246770874,-0.2033498512907132,-0.1587386467252292,-0.38946534682344686,-0.00579369496209216,-0.06753837782294152,-0.08999479120995155,-0.0736644444168513,0.00232,0.01,0.0,0.97,100,13,1,14
111,0.9401062439537686,-3.952479869057392,-0.7372283511649408,-0.2900021065164082,-0.16560159103777392,-0.13971831465886486,-0.04773418601307433,-0.20422648732490115,-0.15945857176417413,-0.3909129143201665,-0.005814693824932708,-0.0678455310939768,-0.09036247870573823,-0.07397789564480509,0.002304,0.01,0.0,0.97,100,13,1,14
112,0.9389590411954629,-3.958916501228514,-0.7404606700809869,-0.2912733119672205,-0.16632868333564843,-0.14033870152713462,-0.04791850898873162,-0.20512642456298855,-0.16017534815023243,-0.39270869144965104,-0.005840246600554565,-0.06811416143664857,-0.09079911608017374,-0.07428334649021773,0.002288,0.01,0.0,0.97,100,13,1,14
113,0.9439541116820596,-3.964594342488112,-0.7433163127899227,-0.29239129008489395,-0.16695759702703092,-0.14090366362874282,-0.04808532826193742,-0.20587471034335142,-0.16075395605873313,-0.3941660918336629,-0.005859693762008166,-0.06835676959278165,-0.09113397231035177,-0.07454789261375862,0.002272,0.01,0.0,0.97,100,13,1,14
114,0.9366810395449894,-3.9714287133862114,-0.7467754671810497,-0.29375105278960795,-0.1677328292597734,-0.14156834781637262,-0.048312694165692935,-0.2067900710663788,-0.1615393890867933,-0.3959171562371606,-0.005886375550624009,-0.06868596217840395,-0.0914784566013164,-0.07494186183790895,0.002257,0.01,0.0,0.97,100,13,1,14
115,0.9465073436205993,-3.976711654230806,-0.7494233326737162,-0.2947921184357285,-0.1682938203402966,-0.14203545109762122,-0.04847379338541981,-0.2075209299308846,-0.16212142728705106,-0.3974334903891626,-0.005904712579103672,-0.06892240789839504,-0.09186499721270534,-0.07521111856195026,0.002241,0.01,0.0,0.97,100,13,1,14
116,0.940002378161681,-3.9828331860777664,-0.7525982849686507,-0.2960395697470702,-0.16902050581699246,-0.14264598497092415,-0.04871512783922845,-0.20839615679766207,-0.16280724810713976,-0.3989051652243311,-0.005926730775384292,-0.06920841339144417,-0.09219905486112039,-0.0756481960829298,0.002226,0.01,0.0,0.97,100,13,1,14
117,0.9395633652822151,-3.9890836723995604,-0.7557374737132858,-0.2972755892854879,-0.16973594819584772,-0.1432387538797661,-0.048956610222387016,-0.2093092543904069,-0.16354448487003614,-0.4004535536830298,-0.00595125495347516,-0.06950219150417018,-0.09250673125659578,-0.07604817563762072,0.002212,0.01,0.0,0.97,100,13,1,14
118,0.9340306927700729,-3.9958494556591644,-0.7592189205785881,-0.29868554264064573,-0.17050274559568712,-0.14395423207266536,-0.049175509170086174,-0.21029106507874262,-0.1643252110419566,-0.4023823844391773,-0.0059816456602665765,-0.06987397575995216,-0.09299081081457014,-0.07638897966027412,0.002197,0.01,0.0,0.97,100,13,1,14
119,0.9422893720856383,-4.001629935037715,-0.7621636890437569,-0.29985163369896195,-0.17116325149597833,-0.14451222601958805,-0.049376260354595435,-0.21111707557763043,-0.16495846909620854,-0.40383160054627715,-0.006000426625807622,-0.07009610319062319,-0.09333281623570959,-0.07664592256326377,0.002182,0.01,0.0,0.97,100,13,1,14
120,0.9429837072335856,-4.00730235963041,-0.7649600916874411,-0.3009371831201221,-0.171787979657444,-0.1450198136866228,-0.04955931745261755,-0.21190741901090895,-0.1655652138094236,-0.40523253458492314,-0.006019523071941984,-0.07027049291399248,-0.09367831183306008,-0.07697209198269354,0.002168,0.01,0.0,0.97,100,13,1,14
121,0.9434451193861583,-4.012761997861246,-0.7676638154163521,-0.3020301302167966,-0.17235789514851732,-0.1455402100694414,-0.04970478172125511,-0.21272071221974825,-0.16615332659601625,-0.4067235020863233,-0.006043969039071953,-0.07060053274283816,-0.09397091320730692,-0.07724819826219508,0.002154,0.01,0.0,0.97,100,13,1,14
122,0.9405013081272682,-4.018320454708185,-0.7704620825181584,-0.30316219027549035,-0.17294399057358142,-0.1460792738293994,-0.049828422805055,-0.2135192986014806,-0.16676650322252645,-0.40827400854559176,-0.006071061832020579,-0.07089651786375349,-0.09431382718808141,-0.07752789932377728,0.00214,0.01,0.0,0.97,100,13,1,14
123,0.9414302195321774,-4.02398100931918,-0.7733382420971692,-0.304267131927943,-0.1736081647704743,-0.1466099496463386,-0.05002122472725894,-0.21430601146436704,-0.16742784210460965,-0.4095899965453755,-0.006089773698337958,-0.07114038203970645,-0.0945615354618674,-0.07781769932236751,0.002127,0.01,0.0,0.97,100,13,1,14
124,0.9381002122856084,-4.029311302513298,-0.7760974522357031,-0.3054656526925392,-0.17423805865950553,-0.14723818876531694,-0.050230652642272874,-0.21523208700273458,-0.16811317920601562,-0.4111320172805815,-0.00610792423637289,-0.07147227875582081,-0.09492977502824135,-0.0781248027703852,0.002113,0.01,0.0,0.97,100,13,1,14
125,0.9385563021787823,-4.0352543751483045,-0.7791286990783585,-0.3066892144529286,-0.17489953209910308,-0.14782901014659786,-0.050420457824353435,-0.21606891409039947,-0.1687587693074012,-0.41275533476888654,-0.0061253746468039666,-0.07175612102111079,-0.09530886884913717,-0.07846902149033504,0.0021,0.01,0.0,0.97,100,13,1,14
126,0.9410220599370678,-4.040719307098024,-0.7819207641957424,-0.30783582738820675,-0.17550990115499476,-0.148398137814499,-0.05059810969696774,-0.21688588559095448,-0.16940319737823006,-0.4143061920024646,-0.00615092885028529,-0.07205838557682365,-0.0956537312153803,-0.07873898507143948,0.002087,0.01,0.0,0.97,100,13,1,14
127,0.9429998481345865,-4.046074557678551,-0.7846212552365874,-0.30890622268640017,-0.17612116663333402,-0.14891759946908792,-0.05078702310753512,-0.21763347717416212,-0.17003958048883275,-0.4156685899135629,-0.006168398280091121,-0.07229484149473214,-0.09598608584242703,-0.07900701345419255,0.002074,0.01,0.0,0.97,100,13,1,14
128,0.9390506741516715,-4.051568588589784,-0.7874140080226708,-0.31005562984465895,-0.17675785329000013,-0.14950024049763558,-0.05098720506230581,-0.21846084843182767,-0.1706939178898639,-0.4170548102116268,-0.006195853194162648,-0.07257714250797387,-0.09631129259797727,-0.0793632086091945,0.002061,0.01,0.0,0.97,100,13,1,14
129,0.9400490904811539,-4.057174187779031,-0.7902741338893989,-0.31115816935195106,-0.177397719812569,-0.15002246979455236,-0.05116151699143579,-0.2192209249040894,-0.17132104297699632,-0.41852933552650884,-0.00621907438282293,-0.0728021793123223,-0.09668387016438512,-0.07964237777888603,0.002048,0.01,0.0,0.97,100,13,1,14
130,0.9375428848760732,-4.06310211307578,-0.7933504277685833,-0.3123868398335536,-0.1781256985001215,-0.15065007692632498,-0.05141530997194717,-0.22008611540863363,-0.1720237664603282,-0.42004427921813137,-0.006237265138237156,-0.07310563835046587,-0.0969830466968937,-0.07997883210807279,0.002035,0.01,0.0,0.97,100,13,1,14
131,0.9396585143858821,-4.068420886250353,-0.7960641642429395,-0.3134780641712939,-0.17873426409826249,-0.1511659167974251,-0.05158936517802775,-0.22089017553287013,-0.17265225779698354,-0.4214055520905797,-0.006260610147675944,-0.07331859129323126,-0.09733374639864376,-0.08025551188451834,0.002023,0.01,0.0,0.97,100,13,1,14
132,0.9425563354266716,-4.0736976113236,-0.7987182300046392,-0.31452842435525963,-0.17930803245297697,-0.15167048771859892,-0.051735957093026606,-0.22165103651109758,-0.17320838583225306,-0.42274681184312063,-0.0062806342746314055,-0.07356894433408982,-0.09761435720276272,-0.08054272980086581,0.002011,0.01,0.0,0.97,100,13,0,13
133,0.9433475091130012,-4.078754548926209,-0.8012167306370823,-0.3155023196399713,-0.17985947117903409,-0.15212659286270175,-0.051886099856061046,-0.2223788864384583,-0.1737634601312604,-0.4239046674750108,-0.006299082428211031,-0.07377471554447342,-0.09787689220466828,-0.08085134352541436,0.001999,0.01,0.0,0.97,100,13,1,14
134,0.9391261492446,-4.084060389730692,-0.8039148858987122,-0.31658267030969756,-0.18046621336621604,-0.15264739210232725,-0.05207061321124673,-0.22316463535358916,-0.17437801298186537,-0.42541825281157597,-0.006320084217834929,-0.0740533843534856,-0.09819715200323817,-0.08112423622436102,0.001987,0.01,0.0,0.97,100,13,1,14
135,0.9380619043602935,-4.08957905332765,-0.8067143995183639,-0.31771541025876743,-0.1810942057719034,-0.1532110755638259,-0.05225442447311598,-0.22401475850143446,-0.17501020989205401,-0.4269547976059717,-0.006341668701642646,-0.07429180822281159,-0.09859692265562084,-0.08136964245955233,0.001975,0.01,0.0,0.97,100,13,1,14
136,0.9391980387547436,-4.095055164979745,-0.8094621005911844,-0.3187854879294965,-0.18171496709338386,-0.15372290201765612,-0.052427540777830635,-0.22479649841116064,-0.1755477662630297,-0.4282874890652957,-0.00636117530096211,-0.07452735993292402,-0.09887869051842889,-0.08156812783119975,0.001963,0.01,0.0,0.97,100,13,1,14
137,0.943519004931284,-4.098814596356269,-0.8113445895232055,-0.31963459042973374,-0.18209363115059574,-0.15412668067942217,-0.05255237555253753,-0.2254211405761697,-0.176009105287742,-0.4294742877512649,-0.006377676004091274,-0.07475986616339696,-0.09918623934607436,-0.08182252760624348,0.001952,0.01,0.0,0.97,100,13,1,14
138,0.9421996343447558,-4.1038620264537276,-0.8138780835183695,-0.3206320783114384,-0.18265678169723643,-0.15460255968960337,-0.05272212859356717,-0.22610148405451397,-0.17658231159000645,-0.4307522900230756,-0.006399089555098347,-0.07496150894932241,-0.09949359099289698,-0.08206132768677322,0.00194,0.01,0.0,0.97,100,13,1,14
139,0.9436153948417974,-4.108504960248818,-0.8161588364112241,-0.32157213406631074,-0.1831179191626944,-0.1550511632838126,-0.052852298668287785,-0.2267895698245615,-0.1771148369325488,-0.43212232561876074,-0.006420206073452277,-0.07519715640895706,-0.09984453447319754,-0.08227193848601927,0.001929,0.01,0.0,0.97,100,13,1,14
140,0.9400950496389129,-4.113738886367842,-0.8187857232319476,-0.3225807627567216,-0.18371597922665484,-0.15553274304916515,-0.053022814756226666,-0.22750182578516714,-0.1777029335738903,-0.4334969257581905,-0.00644568845095286,-0.07538351550470776,-0.10015581109806657,-0.08251555591808436,0.001918,0.01,0.0,0.97,100,13,1,14
141,0.9445239257401579,-4.118374647849602,-0.8211578040374278,-0.32353892976059767,-0.1842306201502164,-0.15600885809335854,-0.05316675582452839,-0.22821251463923034,-0.17822987338952495,-0.43476641671701916,-0.006461923932886134,-0.07557390873962086,-0.10047652817043608,-0.08276919946760698,0.001907,0.01,0.0,0.97,100,13,1,14
142,0.9411211973757069,-4.123437155734881,-0.8236681244117653,-0.3245277921951619,-0.184781039621411,-0.15646949371450916,-0.053317335035875366,-0.22892569477310015,-0.17877633544075286,-0.43621330917101064,-0.006480715073703052,-0.0757723747741,-0.10082765949888571,-0.08301535729536129,0.001896,0.01,0.0,0.97,100,13,1,14
143,0.9404848505354333,-4.128198836293381,-0.8261288419840026,-0.3255570949712137,-0.18531802386465654,-0.1569809572503291,-0.053481972365378584,-0.2296994100835713,-0.1794134532744301,-0.43748520854522643,-0.006499308497605829,-0.07601985030676647,-0.1011183211203912,-0.08326838077701304,0.001885,0.01,0.0,0.97,100,13,1,14
144,0.944069967308146,-4.13282964876925,-0.8284546720728316,-0.326466861597148,-0.1858575937100666,-0.1573992956374289,-0.0536467698166697,-0.2303542802484813,-0.1799357450815042,-0.4385140646459976,-0.006519761913545676,-0.0762075851246243,-0.10133850662122801,-0.08351217014313654,0.001875,0.01,0.0,0.97,100,13,1,14
145,0.9385334836072468,-4.138071587396237,-0.8311256224811244,-0.32753042605698607,-0.1864557800977804,-0.15790996619871372,-0.05381519424773609,-0.23109541879082404,-0.18055393595763705,-0.439985112007817,-0.006545453721187099,-0.07642611978376562,-0.10168832180761721,-0.08377984273071201,0.001864,0.01,0.0,0.97,100,13,1,14
146,0.9405521958122063,-4.1428843951578695,-0.8335911946991174,-0.3285230972737124,-0.18699798887750008,-0.158376224921233,-0.053970753301211205,-0.2317933009543937,-0.1811412973946428,-0.44131551000473246,-0.006564847797962704,-0.07667365764710932,-0.1020308385378596,-0.08400791100387388,0.001854,0.01,0.0,0.97,100,13,1,14
147,0.9452636206838243,-4.147218726783673,-0.835780777943318,-0.32937392212549876,-0.18750666431179505,-0.15877954624862453,-0.05413065535125349,-0.23239687557598088,-0.18163330870631694,-0.44238076243464997,-0.006579720892120032,-0.07689974680147456,-0.10224627583096876,-0.08421734419529582,0.001843,0.01,0.0,0.97,100,13,1,14
148,0.9428260462901552,-4.151871657325285,-0.8380895338047225,-0.33027203411586786,-0.18803574383192562,-0.15919493607222454,-0.0542851683364081,-0.2330525385857188,-0.18216822199231925,-0.4435476705266187,-0.006598867874998493,-0.07711956066494911,-0.10249749859028566,-0.08443149286704746,0.001833,0.01,0.0,0.97,100,13,1,14
149,0.9441063743948359,-4.156300996465846,-0.84025486003444,-0.3311402599516065,-0.18850402317764667,-0.15962350963823677,-0.054397779883362606,-0.23368526914854015,-0.1826612473942578,-0.44466279906556766,-0.006617826029513868,-0.07730988018260768,-0.10272477482534881,-0.0847017388469283,0.001823,0.01,0.0,0.97,100,13,1,14
150,0.9434251024537895,-4.160836786633319,-0.8425438773036538,-0.33202933497255593,-0.18901169093159476,-0.16004367557301485,-0.0545562004498911,-0.2343802281407822,-0.18316842081151063,-0.4457876426539643,-0.006635092137561301,-0.07746933530447109,-0.10303207655250007,-0.08491191948704807,0.001813,0.01,0.0,0.97,100,13,1,14
151,0.9397121027201445,-4.165807196421173,-0.845049506013991,-0.3330287012908055,-0.18955306703447683,-0.1605213380490928,-0.05470536410040008,-0.2350697769162257,-0.18373549363225414,-0.44720090961104597,-0.006651264247546983,-0.0777202117611302,-0.10333912693334041,-0.085113902608234,0.001803,0.01,0.0,0.97,100,13,1,14
152,0.9411145459102682,-4.17049543335231,-0.8474350148415078,-0.33398672331047025,-0.19008601868227587,-0.1609915283013351,-0.05485364991302359,-0.2357064623802624,-0.18425246973920129,-0.44847065868710734,-0.006674012855692556,-0.07796586511077125,-0.10361178296389444,-0.08536218808630765,0.001794,0.01,0.0,0.97,100,13,1,14
153,0.9409012189435823,-4.175340640939747,-0.8499031130293367,-0.33495999852152475,-0.19064996569145584,-0.16146390893559637,-0.05501693920843762,-0.23640824034909952,-0.1848122410389941,-0.44972749570536896,-0.006693457225380905,-0.07819045158832444,-0.10387997069408877,-0.08564293703217177,0.001784,0.01,0.0,0.97,100,13,1,14
154,0.9435084737289406,-4.179815243274861,-0.8522616390469218,-0.3359163379432521,-0.1911902024202219,-0.16194119266113186,-0.05518633351653718,-0.2370935291599996,-0.18533842504989448,-0.4508249525759185,-0.00670733846088168,-0.07838640551612443,-0.10416376381908696,-0.08583466571931923,0.001774,0.01,0.0,0.97,100,13,1,14
155,0.9352765396237125,-4.1850373435279655,-0.8549646528543295,-0.337021899357517,-0.1918154570755699,-0.16250165797168717,-0.05537841593645212,-0.2378200993352752,-0.1859434374626497,-0.452263591112521,-0.006724166170879235,-0.07865230924520862,-0.1044560197926632,-0.0861625344025868,0.001765,0.01,0.0,0.97,100,13,1,14
156,0.9399993210672822,-4.189738478747491,-0.8573499700382092,-0.33799721197610016,-0.19231733668000003,-0.16297954409515228,-0.055514522052752396,-0.23852105843304763,-0.18649030949002415,-0.45370800459155136,-0.006744916604430601,-0.07892787214115539,-0.1047968104582029,-0.08635640912865304,0.001756,0.01,0.0,0.97,100,13,1,14
157,0.9382152186736328,-4.194643002099398,-0.8598569178488039,-0.3389921184336023,-0.19290138435751358,-0.16344382093725035,-0.055701693309865304,-0.2392164081561361,-0.18707432917093472,-0.45492491859491185,-0.006763688583497445,-0.07915468341628959,-0.1050415878645117,-0.08665084873176039,0.001746,0.01,0.0,0.97,100,13,1,14
158,0.9474994532945312,-4.198532064153328,-0.861788178978985,-0.33977758242413364,-0.19333243782178805,-0.1638220401252896,-0.055820037722693894,-0.23978734749611164,-0.18752007172806198,-0.45592336441592407,-0.006781666932507213,-0.07932302522677293,-0.10528361604034785,-0.08683031598106629,0.001737,0.01,0.0,0.97,100,13,1,14
159,0.9374809030724834,-4.203304751991915,-0.8642888099285331,-0.34079727141053334,-0.1939232930338367,-0.16433758659159867,-0.05601407512746112,-0.240550966812764,-0.18815431542199204,-0.457087120746755,-0.006799596700606856,-0.07957013948337617,-0.10556133787525132,-0.08708315609088345,0.001728,0.01,0.0,0.97,100,13,1,14
160,0.9431534569983137,-4.207531892944939,-0.8664660459240638,-0.3416856993076409,-0.19441403465708915,-0.1647650475102811,-0.05616604726699214,-0.24120514552761835,-0.18865198066909775,-0.45818736761192286,-0.00681739547500009,-0.07982650005028578,-0.10580304666701906,-0.08729101000247629,0.001719,0.01,0.0,0.97,100,13,1,14
161,0.9433184067876502,-4.211857682074816,-0.868585667453767,-0.3425093926001776,-0.19487049226068665,-0.16514969760054693,-0.05629613449242221,-0.241828743255962,-0.18910166536512593,-0.4592033829438314,-0.0068305860110862765,-0.07999201021347502,-0.10603544658270683,-0.0875600928586124,0.001711,0.01,0.0,0.97,100,13,1,14
162,0.9417181017909542,-4.216206666437602,-0.8708055327703924,-0.3433701209237844,-0.19539222439937554,-0.16556134602382386,-0.056468948366191096,-0.24245950528736193,-0.1895784888697359,-0.460282444293502,-0.006850436947305268,-0.08016210979684017,-0.10629599911534669,-0.08777181133131978,0.001702,0.01,0.0,0.97,100,13,1,14
163,0.9418329787593287,-4.220482833114004,-0.8729762696193185,-0.34426034750172063,-0.19585572167898763,-0.1659872164293884,-0.056593071253212536,-0.2431043262545463,-0.19008329649917755,-0.46150899101347287,-0.006873625747238612,-0.08039138994609919,-0.10658410962016923,-0.08799478230596995,0.001693,0.01,0.0,0.97,100,13,1,14
164,0.9381387933204666,-4.22515642692975,-0.8753674647653572,-0.34521729689223296,-0.1963583885713293,-0.16645863672206707,-0.056730929338544483,-0.2437716176473461,-0.19059456282426437,-0.46290139980246103,-0.006895480326812646,-0.08064552068721921,-0.10687755396824399,-0.08824830455512285,0.001685,0.01,0.0,0.97,100,13,1,14
