episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
27,0.9418408020292306,-81.81939921293468,-34.88510782745725,-12.804857266662246,-28.056502030346152,-8.935930796819811,-121.29113276340077,-66.4099105055004,-50.489795542537664,-5.862987133116455,-1.0397811018229282,-0.007208721742439894,-33.70490967464793,-2.1065579580963414,-2.144374454003442
28,0.9392673327278231,-83.27731232633131,-35.35728406522606,-12.888143099258798,-28.341708431725348,-8.936047755979136,-123.11130604570575,-67.13900582380259,-51.4628969084237,-6.256541090160756,-0.5448972968569888,-0.008700890242236919,-34.52127944168841,-2.0852156086719282,-2.18548165336262
29,0.9339138733150424,-84.09850266831789,-35.5407233804461,-12.71281107082992,-28.356742495053066,-8.712076734464107,-123.29701530090456,-66.31482350087568,-52.10572616572947,-6.240446396394658,0.0,0.0,-35.12154760013739,-2.0550394040154334,-2.2148779288502047
30,0.9404700530705079,-84.288528185804,-35.569385124028926,-12.433180249962026,-28.265101131868587,-8.404414389181442,-122.51152756563967,-64.63751383974126,-52.39364570326583,-5.860013945076388,0.0,0.0,-35.41816604091583,-1.996334564280754,-2.2496810340659517
31,0.9415902792581539,-84.13906648326348,-35.4001762187069,-12.03907568495326,-27.994678842455542,-7.995055450472381,-120.65152469310097,-62.33492304120974,-52.518136184656974,-5.781703378856995,0.0,-9.554045854420423e-06,-35.56011051041109,-1.9379664600561302,-2.2770093170768475
32,0.944196826528793,-85.44450835423274,-35.87614725231899,-12.105488845600947,-28.29422448712515,-7.993881272385284,-121.78899746842515,-62.79819077766326,-53.40788388111243,-5.835904044317698,-0.012485595605122817,-0.009381498744821847,-36.248455377942356,-1.925764520889086,-2.3293972955942093
33,0.9365708922462079,-86.43506883392172,-36.16076496158894,-12.04940909132339,-28.4219269793935,-7.887498101612644,-122.3128506059332,-62.65440340732929,-54.132301802682065,-5.66718454880874,0.0,0.0,-36.922974414828275,-1.91056210591043,-2.3695895269028293
34,0.9440705711167697,-86.40512416165457,-36.04603260464181,-11.734146122185019,-28.204485850223758,-7.55878867166975,-120.74354483734606,-60.741060527024715,-54.30052643842954,-5.496383175336977,0.0,0.0,-37.11382204101352,-1.8850575962487606,-2.4035682085316754
35,0.9372252295361426,-86.73049097376818,-36.04266058623727,-11.550611957190437,-28.081616868686197,-7.3502547551027835,-119.69770650327948,-59.60080405266046,-54.6641688237729,-5.315239014883344,-0.0003573107467061116,-0.00033494477146391423,-37.4302806955627,-1.8323919925350802,-2.4401159686828686
36,0.9411306276602123,-87.21359510339795,-36.14497203947633,-11.411291259148237,-28.05558684794496,-7.182311023888927,-119.21723615223604,-58.886587783744815,-55.074368978747614,-5.220813232187957,-0.00018978834309943757,-0.018474581200315525,-37.818375412214124,-1.8028761015428618,-2.484610323423655
37,0.9392046825971518,-87.90542183725235,-36.34354524484545,-11.299468449671169,-28.119328932327416,-7.039979733569083,-119.26190398938732,-58.425515514639294,-55.64135764791444,-5.28652413768699,-0.004864427889203784,-0.00031122614308217074,-38.3133303952554,-1.7831365744164476,-2.533916075804831
38,0.9388722780948929,-88.59390768970651,-36.52821802772927,-11.172729216942546,-28.174020223350933,-6.871044122277963,-119.1188038223918,-57.88578044787762,-56.196015567278245,-5.347177094728936,0.0,0.0,-38.76249456471837,-1.7546663853120774,-2.572912330656909
39,0.9404169027525124,-89.5574759737076,-36.8503663182532,-11.16956247352808,-28.351898214789106,-6.817812402948718,-119.66499685324995,-58.0440709583174,-56.913762170596016,-5.334049768670893,0.0,0.0,-39.31808829342983,-1.744761044679991,-2.6286480632369624
40,0.9414029599326195,-90.32248156101566,-37.064098036591155,-11.127476281939105,-28.43986929379795,-6.736302404500052,-119.89741778374126,-58.0295048310078,-57.5255811812667,-5.337051701163626,-0.002082305546422997,-0.008170217385795472,-39.80641481181761,-1.7347611897246187,-2.680039485636963
41,0.9392118959107807,-91.09471391724855,-37.27492003599609,-11.093524579873419,-28.520783060521865,-6.664127161588475,-120.0041015702484,-58.11923560986008,-58.137537874746,-5.282045221767923,0.0,-0.0007570621956721834,-40.327966751754026,-1.7411673533999565,-2.733368284891379
42,0.9365508946023154,-91.31877384632999,-37.273298482636086,-10.879175534150246,-28.422322454209894,-6.426294115357567,-119.0157240469987,-57.04531895310618,-58.446083562546136,-5.1891545842355535,0.0,-0.007843558638379636,-40.589239298616945,-1.7189066374552597,-2.7715578693789524
43,0.9398502994011976,-91.5994392404817,-37.298006800033406,-10.651157508313709,-28.34143784787699,-6.182728175531708,-118.27926210057257,-56.12692302180945,-58.769269088895086,-5.438407277603329,-0.0005965662426035411,-9.020039752014085e-05,-40.959198294024155,-1.709670572132112,-2.8116939818716284
44,0.9416019127316199,-91.80999749343175,-37.32616100407212,-10.440935870988326,-28.274905879603548,-5.9615018529743224,-117.41324435716193,-55.112524699433415,-59.04634405160008,-5.286684207963345,0.0,0.0,-41.22041895505761,-1.6880562338454597,-2.856660917502412
45,0.944568362671811,-92.68243956259776,-37.61222365308859,-10.45502615438282,-28.429275095999472,-5.943700540476093,-117.82833045154877,-55.48482719292398,-59.67198095264865,-5.30766479634954,0.0,-0.0023399213389482146,-41.74199672608681,-1.6796118283925199,-2.910356258578437
46,0.9412581083119625,-93.6796498418446,-37.8917867329127,-10.47805131888567,-28.57058977489044,-5.924813715335061,-118.49599533886914,-55.99704779027135,-60.350072228410745,-5.471372455769638,0.0,-0.006630454400370122,-42.362494502422344,-1.650551136311658,-2.9597244545594603
47,0.9354565782317036,-94.07020960705923,-37.89387407421016,-10.359075098342464,-28.464255993413815,-5.782838214448276,-117.8893304800214,-55.59868690685892,-60.711996692555054,-5.554590333540048,0.0,0.0,-42.767243381451145,-1.6300056275729127,-3.006243887531825
48,0.9484236348768891,-94.4672927657059,-38.000484499974476,-10.230007689229623,-28.464109605269332,-5.635990385013365,-117.27178103923937,-54.95853330950254,-61.08078950747148,-5.3556039630356835,0.0,0.0,-43.01771035275672,-1.6006810904720177,-3.046739573258995
49,0.9337051362777727,-94.65512300290686,-37.97858865090368,-10.030790643244345,-28.35197932394219,-5.4236735948130885,-116.35744899714011,-53.946089741226196,-61.32939202776845,-5.0745535157788,-0.006881527763941813,-0.006894899651710727,-43.28399654599382,-1.5681443738730745,-3.0859160838741184
50,0.9419847328244275,-94.02693569175638,-37.676134275527374,-9.657764899524246,-28.01058878206347,-5.067669585107535,-113.71431204666868,-51.563931642002196,-61.14060312444852,-4.415642735683414,0.0,0.0,-43.127357165541675,-1.5516694136527036,-3.1230868817434483
51,0.9435971482718166,-94.58528943963003,-37.77599998301748,-9.64810819110486,-28.01270714649432,-5.036554567961651,-113.48892730408862,-51.8016160170932,-61.602678439467,-4.3072010566111345,-0.0014686441798407379,-0.018316630362966962,-43.53054028854413,-1.551117989059553,-3.1779724871887325
52,0.9410604267200826,-96.39945536197408,-38.388485028492454,-9.931804140692375,-28.45168401661697,-5.2481335860481275,-115.83012381708176,-54.08555233121863,-62.75566383119247,-4.826586701607543,-0.0008575401746704594,-0.039824375564239754,-44.463565934536454,-1.5566499543227492,-3.2410945934189908
53,0.9403326904532304,-97.30345660880668,-38.67177045843114,-9.961278298208903,-28.60701487201495,-5.235609120548935,-116.29886022668063,-54.60495438399449,-63.413477174627005,-5.13307003597098,0.0,0.0,-44.99597064695432,-1.543450920491338,-3.290048518161318
54,0.9336416046120586,-98.04110417209449,-38.86464346907566,-9.92390623849486,-28.684425526094785,-5.161003381835328,-116.46881613605251,-54.76417723907915,-63.967360853392094,-5.232274163437255,-0.0012100013481599068,-0.0016813549234754982,-45.47422028903159,-1.5288746499389463,-3.3298229415107232
55,0.9383126610342142,-98.43013059618066,-38.9005413099196,-9.825701575718197,-28.626272230860096,-5.0420430562955305,-115.9280279413746,-54.45040216983176,-64.33182665125598,-5.276603324559429,0.0,0.0,-45.808824132879074,-1.517536195853744,-3.368778294594523
56,0.9365552414894924,-98.27742262601105,-38.77208268008137,-9.550711386188866,-28.437386480369437,-4.7649653338548985,-114.52993920856288,-52.809826183745365,-64.38722068691925,-4.786602635051196,0.0,-0.006447016574883339,-45.92618546991945,-1.4842124087610582,-3.3991466255405878
57,0.9381208420668915,-99.37848164784579,-39.1585391323668,-9.595513222160994,-28.696309482108948,-4.756005920667891,-115.75313854052044,-53.65400724682229,-65.15806849185505,-4.984661611511655,0.0,-0.003405353084349376,-46.65105799066352,-1.5113169657705339,-3.445862055164366
58,0.9410149253731344,-99.76108990977144,-39.20774292491859,-9.462811460727142,-28.647625169736845,-4.601299777599541,-115.40301974011666,-53.388372365826655,-65.51827866817932,-5.010799648577387,0.0,-0.00024154866113842345,-47.01232667684419,-1.4738426813061078,-3.4761571703295697
59,0.9418360196215837,-100.5682224573291,-39.42642515332302,-9.460388986478764,-28.75356520650757,-4.558131385357606,-115.87080727813454,-53.72945401624825,-66.09440630135364,-5.158686991872942,0.0,0.0,-47.5428683053666,-1.4646295559344393,-3.5094237494110425
60,0.9406540654065406,-101.05422654338503,-39.512225327170796,-9.400655385427468,-28.74315026287799,-4.471564819504301,-115.72627528425811,-53.612433348140314,-66.49596645970355,-5.399688217418159,0.0,-0.0003835149731919682,-47.93677662811941,-1.4459314674560368,-3.5419329974768567
61,0.9423425054308472,-101.03186845359909,-39.36697683705394,-9.173934432603286,-28.534897702414373,-4.236464310045144,-114.55213337357681,-52.600213633470645,-66.62998366369706,-5.2058720485389856,0.0,0.0,-48.16557865384852,-1.4283697215367699,-3.571250567291339
62,0.945547706394203,-101.16890731891242,-39.31178851087264,-9.00591734669695,-28.405452594479808,-4.061041126709371,-113.71399771169364,-51.890299607444575,-66.8352514805254,-4.903098942085379,0.0,-0.00020960219350950004,-48.45358339346729,-1.4054600662841374,-3.6118136785751855
63,0.9383592416209902,-101.58677643732264,-39.38167800851525,-8.902477455773605,-28.38923237753863,-3.9364195985663377,-113.64787610901273,-51.738309967633356,-67.19711771122184,-4.981963918947861,0.0,0.0,-48.84881914133945,-1.3939180414088226,-3.6445131623354126
64,0.9438837548638133,-102.13386497678314,-39.50165631123384,-8.85669995584146,-28.412365305422828,-3.8589789350602266,-113.5183047048048,-51.62391233787475,-67.62851568082604,-5.0835649179948375,0.0,0.0,-49.22512182982562,-1.3935835725068055,-3.6819592694594387
65,0.9404458211856171,-102.26422318273424,-39.477515650806914,-8.69836516030372,-28.318099456323147,-3.6888445549162467,-112.65260885709326,-50.84360694387749,-67.82526222921062,-5.073290381998507,0.0,0.0,-49.439646470010494,-1.3896535610211769,-3.7133883766138323
66,0.9433165404687924,-102.88535525967832,-39.63731008079081,-8.665651443247778,-28.377245484957857,-3.628774915179626,-112.86313262885582,-51.07315672994866,-68.29096899171282,-5.111605584166035,-0.0036262336044187637,-0.001502932253770703,-49.875991330351255,-1.3967933838870195,-3.751064677117248
67,0.9432392363317298,-102.97073921320643,-39.58617462447804,-8.498008869583728,-28.25759680023283,-3.452908125367705,-111.97612134392628,-50.25123701244061,-68.45297586623833,-4.881783400671491,0.0,0.0,-50.06968518811875,-1.3816309032049867,-3.7798168587574787
68,0.9476895468820099,-103.63983101771984,-39.80163997170582,-8.489195885424524,-28.383853349913217,-3.4158555361587055,-112.39037396109408,-50.46900288615572,-68.94035552670402,-4.890314083590845,0.0,-0.0021668254925198724,-50.52202734600998,-1.3923737506879357,-3.8170522885752254
69,0.9390869067004403,-104.01799314322405,-39.8629740375672,-8.442632242150637,-28.365946042461097,-3.347799010655866,-112.00912738030087,-50.26836817502361,-69.25805532842266,-4.805510354505301,0.0,-0.0016069039582982982,-50.801332120501435,-1.3866065685507667,-3.8473870741663014
70,0.9340340160498264,-104.3987674104687,-39.97161751555247,-8.349895682385043,-28.397231937203284,-3.2368656029206107,-111.84408158723026,-49.913597424516276,-69.59612008941963,-4.8126328653885855,0.0,0.0,-51.081884494357915,-1.389815670301078,-3.8827050241104395
71,0.9414185427257322,-104.70545424338682,-40.03914538498561,-8.260649614502215,-28.392011433261157,-3.137211643834954,-111.44503035995322,-49.598147456167766,-69.88820439997964,-4.967789733403238,0.0,0.0,-51.34403786749517,-1.3993786596609668,-3.9229918382091356
72,0.9416587169091343,-105.32524779495994,-40.19767600668927,-8.258668033290357,-28.457744464824135,-3.106528548860613,-111.661293156566,-49.88743625933653,-70.3467993153768,-5.411103871922318,0.0,-0.014220903843002482,-51.760619510203554,-1.3963791322124435,-3.952133113040944
73,0.9392454971773351,-106.06200020763161,-40.46886423023439,-8.305817204694181,-28.635919396742622,-3.1254830142084353,-112.08270429414965,-50.34808377344636,-70.85914047625415,-5.653307169757959,0.0,-0.0060394381017716365,-52.12688779295937,-1.4075584138399495,-3.9994837794867673
74,0.9353290883302653,-106.02427179819435,-40.39903938803213,-8.138385922011345,-28.51859218540916,-2.958192116122173,-111.05230723749612,-49.43312178692376,-70.95585042343421,-5.507076358566353,0.0,0.0,-52.252913365293665,-1.413380828074424,-4.035815304567325
75,0.941563293976984,-106.15852383782743,-40.41495853659759,-7.993481875803612,-28.478410324519672,-2.8055765999423707,-110.38331104274567,-48.659059296421844,-71.1368367443775,-5.526595135555623,0.0,0.0,-52.41902374083207,-1.4215211499205702,-4.0688747446330344
76,0.94164544682915,-106.62821515421491,-40.53972047606011,-7.930335146131415,-28.52021314176356,-2.723279396439714,-110.35645410824014,-48.64468604271487,-71.50665024305229,-5.7615544660985725,0.0,0.0,-52.777372732003236,-1.4319056443072309,-4.1055106170498785
77,0.939018150076754,-107.07022288533433,-40.63366713958641,-7.897615434892575,-28.541115178927534,-2.668897046918758,-110.16375499259132,-48.66212222652889,-71.85641550442318,-5.622970131560695,-2.923865770138899e-05,-0.0024306667075208012,-53.07367174073374,-1.4264137616646904,-4.141825915588413
78,0.943817541345752,-107.60636759449574,-40.79275999241723,-7.891567251515495,-28.62764944465471,-2.641936331437843,-110.41246997215477,-48.84257988145535,-72.25863197761137,-5.506112556049994,0.0,0.0,-53.43257831707824,-1.4366484588563777,-4.180483394979325
79,0.9350746941597283,-108.45476299793725,-41.05751181955523,-7.96627134693666,-28.796468422143835,-2.6814644522042492,-111.31149574352656,-49.62472035236446,-72.82564570217247,-5.6332882336346435,0.0,-0.001246148892721141,-53.9494663393148,-1.4420128622115098,-4.221738519563337
80,0.9397056215641071,-108.5926496407528,-41.078114058213316,-7.826387989425981,-28.759551987907184,-2.5349988415847418,-110.71317677342888,-49.02269558365483,-73.02407930355233,-5.52790898922757,-0.003567128912478937,-0.010826569625093067,-54.14206573232107,-1.4522383799917704,-4.249184280438029
81,0.9449510608547632,-108.87729270524547,-41.149472750897296,-7.743771302692219,-28.764912571869047,-2.441339596062695,-110.40029096699013,-48.83914215683415,-73.29605561996405,-5.511760917121928,0.0,0.0,-54.389193919698094,-1.457767478246004,-4.284885094429147
82,0.9389255702280912,-109.17396389825234,-41.23076380773905,-7.659831694959467,-28.77914425636903,-2.3406378644405264,-110.04763747398208,-48.577033547950585,-73.54677495816537,-5.340684525086,0.0,0.0,-54.61647785726504,-1.4685882259443463,-4.319780976432554
83,0.9451079744239353,-109.16953630128735,-41.17930685134134,-7.492369878803939,-28.681343899859918,-2.1727399876860223,-109.26143216392285,-47.83969027103879,-73.63882880004157,-5.285551381854927,-0.0017728795111264103,0.0,-54.79365337100467,-1.47100314567348,-4.350499715762223
84,0.9406759056649647,-110.2595871655202,-41.51981486168698,-7.591875904787445,-28.920507025014462,-2.229695632333664,-110.72230890426356,-49.07104682248594,-74.3415229789971,-5.7057922929237765,-0.0022254767173598977,-5.209843886094533e-05,-55.482348199946344,-1.4897666761759787,-4.387014321392514
85,0.9368945224083296,-110.69647571747363,-41.60245540056397,-7.55337185274281,-28.935707728355883,-2.172660818846239,-110.82392691873831,-49.2736758354484,-74.67220703714308,-5.593092713764334,0.0,0.0,-55.87309082485427,-1.4859193848792522,-4.4142696018156595
86,0.9371640799565191,-110.83650791230997,-41.597265385342844,-7.391855793170079,-28.87743549144207,-2.001915617507703,-110.50822866909604,-48.75105521465035,-74.8562813950788,-5.497807565252303,0.0,0.0,-56.15722366604456,-1.4736859690988,-4.438844943395662
87,0.9425602409638554,-111.55972431868175,-41.78423058323961,-7.414303035934597,-28.979293909062633,-1.9945630239559196,-111.25097226147861,-49.32364817478362,-75.34824376460448,-5.612999852677007,-0.003697357177480335,-0.000969335650847185,-56.66171243360011,-1.4732274066626756,-4.467550043984783
88,0.9357581906069106,-111.5694808481927,-41.68105310661766,-7.244405223503111,-28.832860205835114,-1.820472981707387,-110.49812145684933,-48.68903006625849,-75.44848604520935,-5.67326430464472,0.0,0.0,-56.85800533258603,-1.4662175661323673,-4.490999490202475
89,0.9436168939937785,-111.89465667384748,-41.72434578068598,-7.162885444037939,-28.80997679008636,-1.7202875578105716,-110.33019522525105,-48.627059098979245,-75.7120984298479,-5.697541195523034,0.0,0.0,-57.19154378218882,-1.4692803064336049,-4.517794896564219
90,0.9409558378705384,-112.1610949122461,-41.76957488383095,-7.0776064049994805,-28.80184188498844,-1.6233271325038439,-110.14702215175946,-48.54172548182038,-75.9518110534328,-5.631514448815968,0.0,0.0,-57.490469138703794,-1.4689487722553536,-4.546213655567569
91,0.943587285418976,-112.64993228422354,-41.883329277600325,-7.041869170166388,-28.84962545270105,-1.5624015895079721,-110.44738380704547,-48.71294317481037,-76.30808723731967,-5.609749500316869,-0.001152680967614449,-0.0008408392553540941,-57.87895668831572,-1.4687632534907615,-4.5643835477489985
92,0.9317942071792399,-112.82001004421923,-41.880041323578034,-6.933011985314752,-28.797147880035883,-1.4447552608514902,-109.98875920588955,-48.22993668871696,-76.48691065113701,-5.477494629327131,0.0,0.0,-58.08286045778361,-1.4691386252517649,-4.5879470188605485
93,0.943625480210846,-113.24962560537506,-41.9547491922884,-6.903577972340123,-28.80600572752752,-1.395291306399995,-110.03073862548622,-48.444899858539046,-76.81246233437946,-5.455715808573745,0.0,-0.0004323655954260375,-58.43109463972146,-1.4672457841529223,-4.618254479680864
94,0.9382723401721109,-113.72246665956787,-42.090895937933816,-6.87334228989735,-28.87562140506297,-1.3462836751215366,-110.38117553878905,-48.71179467151407,-77.17369299786228,-5.373564877185761,0.0,0.0,-58.80927654575347,-1.4796259945954535,-4.6502922665053905
95,0.9456499029995523,-113.93338073707001,-42.11241585897367,-6.7780729837071005,-28.84642984634955,-1.240601057280226,-110.02114336569876,-48.39240667492722,-77.37231344919851,-5.393846115554093,0.0,0.0,-59.01979256916616,-1.4798892894715492,-4.676647299203743
96,0.9402410494832538,-114.75199932469017,-42.34270546739293,-6.847938426689445,-28.9912205513297,-1.2717200934878892,-110.89293192153008,-49.22521778320886,-77.91366952468346,-5.588475534198485,0.0,0.0,-59.53553536940617,-1.485621916902726,-4.7048792667375
97,0.9379245795718728,-114.60872993304882,-42.21911927592351,-6.6541864263479376,-28.837410691721374,-1.0790382600332582,-109.88106338252976,-48.2877254273244,-77.93294133696004,-5.463240218588737,-0.0006622510433382765,-0.0008369130374899782,-59.64731866517417,-1.4817071780333977,-4.723845069638068
98,0.9432098765432099,-114.80495628918206,-42.209419476220546,-6.570932478583109,-28.77891364830116,-0.9855245032103569,-109.62577252104948,-48.09187003777588,-78.12815543762555,-5.272970301117767,0.0,-2.6804046815148044e-05,-59.91746559772634,-1.4801895757619612,-4.7498264993309505
99,0.9413694381486342,-114.66080533621906,-42.09173330227879,-6.3731748508309,-28.630684736151697,-0.7936964557046395,-108.62029485561378,-47.17331242345819,-78.13262580122407,-5.097530322917625,0.0,0.0,-60.02833153815172,-1.4807654451658223,-4.7719772502701305
100,0.9457203777033202,-114.86980702989204,-42.10446216320317,-6.274790108140434,-28.595881954924987,-0.6829790517071661,-108.36971498997194,-46.92471505584835,-78.33553343604417,-5.088281680062002,0.0,0.0,-60.2935687134801,-1.4829510914468604,-4.794132116721783
