episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max
103,0.9235935162856009,-189.71729318272028,-149.97694103145253,-23.533461283317415,-20.321881489850103,-3.5381890904021778,-129.7140328734962
104,0.9266731387658516,-190.6998743768736,-151.66993641376175,-24.117202450309758,-20.338494989820365,-4.649758607594932,-135.0309730438431
105,0.923699559576241,-193.07115447539127,-152.93395798872703,-23.681977082127776,-21.726371659563263,-1.7102246951045204,-132.19687942054082
106,0.926566913046091,-194.2153400884793,-154.19129897583375,-23.7569188177177,-22.780970993484527,0.0,-141.19795257205902
107,0.9297104677060134,-196.41188903349067,-155.5298692504274,-23.822402361906462,-22.655395378094795,-3.936012845891092,-140.78837249922793
108,0.9327323162274619,-192.60341898641357,-153.5888523872188,-23.633283873933898,-22.03498518393902,-3.649682343834443,-119.26364316074604
109,0.9233776387802971,-196.65468382210253,-156.18941951967417,-24.44646311114818,-21.59574884905765,-7.85093190432096,-130.67143621330706
110,0.9207214259906058,-201.32334851689848,-159.4261648251476,-25.390277974924924,-21.064500537563145,-9.799968188114674,-149.63375745148505
111,0.9304254108912373,-200.43669926618847,-159.10438232244783,-25.765823803898943,-20.406450164882845,-7.19944773518439,-137.41114161518777
112,0.9290707174630073,-201.40924770287614,-160.01772222445112,-25.475114592190828,-20.372444315335606,-8.418469640636486,-140.63488467897048
113,0.9239292754315752,-205.87486058274314,-163.70630323118024,-25.941992213091126,-20.946757944515483,-10.40333402018083,-151.19045790662028
114,0.927007740686986,-203.02395192177062,-162.8949413295753,-26.28488087026157,-20.590171687382984,-10.594372103763211,-137.7125469090082
115,0.9318550567874526,-201.34274686267753,-162.75190942754415,-26.577667201541544,-20.497356361405522,-9.104932528778175,-127.89263086715546
116,0.9252755858080839,-205.44843880213438,-166.971907825291,-26.48434552102646,-21.72412835843842,-11.82569648766377,-137.161325398963
117,0.9291105609564639,-205.34105337692034,-168.55085879101128,-25.224960127945103,-21.015268483645777,-11.226739487858506,-137.94678223394703
118,0.931370491410068,-205.40395816518472,-168.9436653653514,-25.23703984310139,-21.973516283373726,-10.32731309371468,-138.31040155647887
119,0.9287693760087706,-205.19924054854386,-169.09408801800996,-25.084582983434863,-21.726834703092827,-10.311467724756689,-142.10771460591994
120,0.9325550067355186,-203.87242982219513,-168.74023166659111,-25.39549024121145,-22.244225846707227,-9.493143639223003,-136.53962400471252
121,0.9348606292618734,-203.71318693938264,-168.3417227502094,-25.101572543231804,-22.790496409382612,-9.37033841471285,-129.20639510717209
122,0.9281573436124685,-207.39060608370667,-171.5562444809754,-26.0606480006788,-23.27111522186893,-10.601857572083695,-143.17576514280645
123,0.9330176940119579,-206.82230885558627,-171.06783695343773,-25.535185004788225,-23.751741713536255,-9.490464245154985,-143.5918458581695
124,0.9351289605002104,-205.1382292277782,-169.36127974295204,-25.541188910704655,-23.89029695504802,-6.618737502356923,-140.8727312903762
125,0.9296086047206453,-207.55008339562437,-171.8060320360301,-25.914429140090583,-25.009361880785946,-5.837006167731418,-149.87095799631695
126,0.9378485339089764,-205.86887816265957,-170.7509140774212,-26.57074052710717,-24.37934572942458,-3.359001074354243,-135.79542553498666
127,0.9238207475901248,-210.1776783538208,-175.2174865966861,-27.310423938259905,-25.25004607282759,-6.757205053279389,-154.76476525755893
128,0.9295952782462057,-209.64786758129245,-175.3795830305155,-28.408865838186845,-24.447878778285144,-8.576447168772575,-156.6019963063534
129,0.9209209812548972,-212.5344379001017,-177.33294399611103,-28.017302827615076,-25.054162396263497,-8.74670808736451,-169.8610429363992
130,0.92694621751214,-211.48703180656125,-177.06816805594988,-27.667153292105755,-25.223029649149556,-7.62281194453391,-161.99187275863474
131,0.9303240532180076,-212.00634357274154,-178.91383115029294,-28.273081534857138,-24.55960062830745,-8.685354335698518,-162.63209995098086
132,0.9274960021724045,-211.0025772589575,-178.7893820004256,-28.69716389235614,-23.314755988645494,-11.78066284233248,-165.01351774191332
133,0.9335393208354378,-208.58562143243455,-176.86523069354402,-29.166501447309432,-23.8808995557935,-9.136018361598392,-145.08180885042628
134,0.9293105559637521,-209.2110354401895,-177.53896589315457,-29.40513175012464,-24.318723218835693,-9.833400816701987,-158.03795244832892
135,0.9354575163398693,-207.24907073266766,-176.1946259798503,-28.55402538016283,-24.38707040109704,-10.5560100883971,-147.85387842401605
136,0.9275869348855446,-209.96155349147259,-177.8556417088773,-28.960899813485845,-25.36132880103355,-11.40092820204308,-162.61228403471262
137,0.9294177793816913,-208.291783623871,-176.52360658531884,-29.248012063051156,-25.087014660868213,-10.480106304254655,-157.95850174315783
138,0.9355364418288818,-207.75076085048826,-176.33591821566478,-28.19019034550823,-25.258751660631297,-9.969886827969718,-145.73765114073686
139,0.9307042588627171,-208.84133606176982,-176.5574265764483,-29.015587379748577,-24.53075698102808,-11.765267288616922,-152.66965597720386
140,0.9283251896040049,-210.32388521647673,-178.58575777137315,-29.231146466999636,-24.212080906403614,-16.032972613283935,-159.18700433225013
141,0.9329567552551162,-209.31656356072224,-179.53825331570712,-29.00692795174361,-23.822071817418,-15.214143532626169,-148.0761047282987
142,0.9356826849733029,-208.3235100383487,-178.50954195343738,-29.216483301955158,-23.149699355149494,-15.72750314168293,-141.2140040587625
143,0.9324831889501424,-209.79309439404247,-179.81358035788097,-29.2034064148699,-23.557363920424738,-15.188766888176637,-145.79774311102008
144,0.9359567670856597,-209.57654948441817,-180.5349550995308,-29.036941549913006,-23.830331410402017,-13.998672373410052,-138.37090350384247
145,0.9303942193359553,-209.98366999517,-180.88779744797966,-28.568200819512963,-24.44301815111592,-13.077254045836579,-140.299330053519
146,0.9342764070700368,-212.19888842399743,-182.1361245541976,-28.974152589332093,-25.128807700550734,-15.934835469630816,-147.67569185853782
147,0.9313380281690141,-212.92715913558845,-182.05842726853714,-28.61416892221427,-25.790853426583237,-16.439970901829746,-152.08748591994933
148,0.9348757239382239,-211.64354247961714,-182.16675829093,-28.54540385188749,-25.644203717185412,-14.84589594686743,-142.19594511328094
149,0.9289093849194466,-213.84928962197927,-183.6897652372775,-28.257759713688284,-25.812759955055547,-16.25851458643619,-156.5785774235009
150,0.931132697727409,-214.11849987026167,-184.40785428337776,-28.095851965638754,-26.219397987169774,-16.489424225588223,-158.86316720550718
151,0.9390872174071155,-209.7775453075833,-181.45820922919916,-27.218388715036753,-25.85932547487804,-15.937893337410815,-146.26675939623354
152,0.9376167801820264,-208.99368074088073,-180.60320148366614,-27.14407788993156,-25.408343147063945,-15.579297006296391,-142.80603158349035
153,0.9376573734186815,-207.11542237876787,-180.57379439937148,-27.40410159906827,-25.347120620406006,-13.557857228698243,-140.0877712457462
154,0.9337443159276101,-208.58116791664074,-182.0877517410813,-27.953914229095083,-25.5405298379141,-11.542327679731416,-146.6911558155763
155,0.9365806018433742,-208.19482594609775,-182.13424972958225,-28.32926581901694,-24.906784622806605,-10.960560859800767,-145.06860292164933
156,0.9386490082244799,-206.69727624113224,-181.87116764932088,-27.732316589950344,-25.052083408046762,-11.697008475532108,-141.36939495452873
157,0.9294050412079649,-209.5466807422057,-184.36644090041668,-27.906459782062143,-25.538523787946534,-13.877772617617023,-150.5838248522763
158,0.9277697320782042,-212.27070556516523,-185.92946679838053,-27.957451186278742,-26.16093873864127,-15.04363160854956,-161.77177483963652
159,0.9432249445911892,-207.95302032387454,-183.47662204330388,-28.43393697957279,-25.12501709355288,-12.397385294571158,-142.28881611828965
160,0.9310711464852056,-209.73077523519655,-185.17537860164975,-28.989970939177994,-25.308829606121066,-12.242597047102688,-152.09257212645448
161,0.9330932012606934,-210.64153913822136,-187.23036692058503,-29.683487450323437,-25.474200032492128,-11.588507950780695,-161.98181836749512
162,0.9350544694821669,-209.72616318398818,-186.47704794079675,-29.974245268493632,-25.294223860923186,-10.71593212881511,-160.16381376478017
163,0.934516021057116,-209.54594145629207,-186.7291821092562,-29.9333123223665,-25.470526319236317,-11.091138849933632,-161.36141561000022
164,0.9370270188128742,-207.93671131973156,-186.62251515419163,-29.761002681538752,-25.304774719506963,-10.985424294048222,-157.0496308678872
165,0.9337510920977314,-208.2240838019735,-187.0967808174989,-30.30172900959146,-25.214099258787144,-10.403097884609577,-161.22450755720087
166,0.928439197596431,-210.48490525852898,-189.0929925458385,-30.003158813195462,-25.978188804082404,-11.022088742107444,-169.81671116999115
167,0.9299703802212416,-210.3149742056933,-189.51088317917194,-30.40157698497465,-25.427088509613906,-11.013283434314907,-172.4549528239389
168,0.9372365627788204,-208.29716461482943,-188.08218795370948,-29.726118382596255,-25.22841706604734,-9.331030496050255,-164.62004830795763
169,0.9290463612350852,-210.04154414101518,-188.92095801317822,-29.907213326009312,-25.270896638648022,-11.235811812873683,-169.8464215224089
170,0.9364969019192988,-208.55539509262604,-188.30997081993382,-30.17333421918103,-24.67438943783048,-12.149768327282098,-161.0338351800175
171,0.9281648143128219,-209.05689974838762,-188.69018349119798,-30.262651429759874,-24.82570876588625,-14.021810327320578,-165.44217030695117
172,0.9274183905297142,-210.52313593880814,-190.60280111073482,-30.472315042637742,-24.781953431763398,-15.001193127338283,-175.80157197890478
173,0.9334738109572547,-208.7018975663777,-190.1858347583415,-30.065825237252877,-24.790724694235678,-14.726736082235654,-172.10821957213017
174,0.9360569446105993,-206.37762541478875,-188.6158103799778,-29.96883423818577,-24.408624224767028,-14.776217135687206,-159.6568695183253
175,0.9290986493522404,-206.47943791238075,-188.95166582448743,-30.395946358622453,-24.334078955856963,-14.852330155503385,-165.48983279005535
176,0.9363931080026415,-205.65015504873352,-188.90418325982043,-30.482426212076284,-24.258780619655266,-13.479044249906423,-160.68984444231964
177,0.9367011748990558,-205.14745837287086,-188.24322794590765,-30.881220829564224,-24.597321797615468,-13.071351385901155,-157.59000030187536
178,0.9269944507428844,-207.62855955903802,-189.21368378616543,-31.56812472667454,-24.928043655852534,-13.74293663632293,-169.75498977496565
179,0.9269337058519845,-207.94018671545243,-189.77560186217815,-31.62616638461154,-24.66291462551908,-14.265165050266763,-169.82407402093452
180,0.9324661279178057,-207.56728121047135,-189.91090015117948,-31.398830745931754,-24.74802501972954,-14.15908064259947,-170.13799101358262
181,0.9317970414378732,-207.0900149048381,-189.8613806407225,-31.604475721102467,-24.36379745052824,-13.230269125312638,-167.29718631196906
182,0.93176703573679,-208.34015246678194,-190.5367413112353,-31.62508687609215,-24.61397272233666,-13.912050034765539,-171.14148159531817
183,0.9311017712398679,-208.37687809011751,-190.33734094126916,-31.481350273270177,-24.933533173329742,-13.044101907005748,-170.30178163686745
184,0.9354935764358998,-207.35517021627265,-190.07424574464767,-31.55236253437035,-24.92399965972024,-12.582960095048602,-168.58525535223262
185,0.9277889625769777,-209.0744831002587,-191.33822398279528,-31.802112682974677,-25.392521662738986,-12.235904872927408,-175.09997182278937
186,0.9333452094652772,-208.52034201415302,-191.39158945453434,-31.795191618391577,-25.350993672429926,-13.259714054928013,-175.10830893976242
187,0.9347982492955214,-207.37497218164282,-191.00018127933603,-31.877156057680004,-25.019005096859743,-13.72779901769095,-169.17307683106256
188,0.9315933487686803,-206.84843083504745,-191.07039673587977,-32.317114346519446,-24.610818388015314,-14.28785107765006,-167.046136737855
189,0.9293813649490804,-207.325164174446,-191.74479604336807,-32.02475251234682,-24.48675463269255,-14.282865276300969,-167.35919905919198
190,0.9370457848837209,-206.93716862946803,-191.29075035662893,-31.78555965010127,-24.90956768936243,-13.299451017756406,-162.72806418293632
191,0.9304817649707339,-208.59035362083725,-192.07529483640542,-31.770570177817916,-25.290175930055714,-13.563034952512607,-169.0167960745041
192,0.9289545440925299,-209.38038788814828,-192.96900866047997,-31.48250948458688,-25.43236564409999,-14.875080481599724,-173.53781488131256
193,0.9258745057797362,-211.23731160068496,-194.85059116032704,-31.739236953702935,-25.76854884047947,-15.686840852842932,-177.75634894918315
194,0.93847597143203,-209.3474579728535,-193.30741497948736,-31.217435419108895,-26.005892326732468,-14.433442111120474,-165.56678522993525
195,0.931817496456681,-210.10023302045468,-193.64793633446698,-30.310855937415823,-26.757853112499593,-15.99889925815124,-167.15976411218878
196,0.9303447044115021,-210.19203312148352,-193.47175520481952,-30.356302044371382,-26.55170389616388,-16.573014060192794,-165.13830095701925
197,0.9273102705290879,-210.96705176691617,-194.42512662477387,-30.377833014484615,-26.659311597595085,-16.561429998783183,-172.10783370573546
198,0.9352714809692743,-209.61075797406016,-194.07477908463744,-30.35818851528681,-26.10464919461287,-17.986237520770953,-165.49937889511878
199,0.9308098697244401,-209.5236364846743,-194.24719231911874,-30.294877508418903,-26.307857909423934,-18.143914050112066,-164.49729017583314
