episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
87,0.9215930095782221,-4.074772927531598,-1.574772927531593,-0.8587860187873656,-0.3396298755037084,-0.17529384426608338,-1.511100001794473,-0.23480761905029918,-0.17133266409341488,-0.5156104869964505,-0.4127721165976812,-0.46192734716380446,-0.014927990315509015,0.002763,0.01,0.0,0.97,100,11,0,11
88,0.9240457177586818,-4.083362665294749,-1.583362665294745,-0.8634684661983261,-0.34144989761710975,-0.1762378689726968,-1.519277937579632,-0.23607287060786136,-0.17228285696255716,-0.5183780372266729,-0.4150352263312434,-0.46433046860671945,-0.01508474486527088,0.002741,0.01,0.0,0.97,100,11,0,11
89,0.9257821728711735,-4.0918803739748135,-1.5918803739748077,-0.8680372878422113,-0.3432342282659803,-0.17716867437158593,-1.5274365241507122,-0.23734930111629657,-0.17324019155424086,-0.5213498090281959,-0.41722391173515333,-0.46671833577717636,-0.015151545227684304,0.002718,0.01,0.0,0.97,100,12,0,12
90,0.9218925771084135,-4.100841017755289,-1.6008410177552825,-0.8728624452646179,-0.3451578916491511,-0.17814610096680378,-1.536033578620831,-0.238750904012548,-0.17422924948151525,-0.5245866404578111,-0.41938682451349335,-0.4691316139824725,-0.015180470805850851,0.002696,0.01,0.0,0.97,100,11,0,11
91,0.9295429170754813,-4.1084056613127835,-1.6084056613127768,-0.8769929592247885,-0.3467874334437911,-0.17899807582894933,-1.5432396123675642,-0.2398967269828389,-0.17511698363347417,-0.5268475029460219,-0.4211048968172876,-0.47110566958547473,-0.015233573093032544,0.002674,0.01,0.0,0.97,100,11,0,11
92,0.9201735504974323,-4.117468484246947,-1.617468484246942,-0.8819625377722731,-0.3488222539183969,-0.18001935708240283,-1.5520861323530608,-0.24150155967731043,-0.17620361171046361,-0.5297266022077121,-0.4238246707278256,-0.4735777310254089,-0.015307702568740601,0.002653,0.01,0.0,0.97,100,12,0,12
93,0.9218504529197447,-4.126119268481912,-1.6261192684819068,-0.8868226982283645,-0.35080694000590357,-0.1810090051419466,-1.560458348873457,-0.242942205397629,-0.1772468933808137,-0.5330302440692564,-0.4268182783153336,-0.47650695412732763,-0.015355957566126423,0.002632,0.01,0.0,0.97,100,11,0,11
94,0.9333288186096909,-4.132918582730674,-1.632918582730667,-0.8904475579558605,-0.3522407397748609,-0.18171256550459838,-1.5669409538810564,-0.2439319283183995,-0.17800497396324216,-0.535231219589146,-0.4284599900130167,-0.4784848831314609,-0.015409648010969891,0.002611,0.01,0.0,0.97,100,11,0,11
95,0.9221116907953231,-4.141531119332931,-1.6415311193329254,-0.8951482024192574,-0.3541277708890005,-0.18266182840791642,-1.575187186978923,-0.2452892183795325,-0.17897005367839228,-0.5382861686440971,-0.43065302676393985,-0.48105185559256924,-0.015445639901023022,0.002591,0.01,0.0,0.97,100,12,0,12
96,0.918992856780992,-4.150344361551393,-1.6503443615513889,-0.9000045502438421,-0.35604869270562944,-0.18367478026713902,-1.5836373194719873,-0.2466452511666482,-0.17997871582064376,-0.5422579858999526,-0.43282602775104245,-0.4837304250576735,-0.01549624099956439,0.002571,0.01,0.0,0.97,100,11,0,11
97,0.926473798210118,-4.158107632409947,-1.6581076324099433,-0.904269736285715,-0.35775612275216145,-0.18454637218920805,-1.5910896100594436,-0.2478774973236677,-0.18086464105513694,-0.544895614700216,-0.43543035962432686,-0.4860610894671274,-0.015545069077281386,0.002551,0.01,0.0,0.97,100,11,0,11
98,0.9215412089763462,-4.166248080538246,-1.6662480805382422,-0.9087791485036979,-0.35961498970137323,-0.18544508865728873,-1.5990286967507368,-0.249170618257439,-0.18175148599474034,-0.5481313265423184,-0.43725978743870286,-0.4886994409507971,-0.015774795724560444,0.002532,0.01,0.0,0.97,100,11,0,11
99,0.9303802828830354,-4.17319722870992,-1.6731972287099168,-0.9124763470138767,-0.3611084293306918,-0.1861983364710729,-1.6056652692251145,-0.25030082995969566,-0.18257462499610885,-0.5505057520584304,-0.4393762373278377,-0.4906924628191859,-0.01582526535618746,0.002513,0.01,0.0,0.97,100,11,0,11
100,0.9180229355501026,-4.182021540098796,-1.682021540098793,-0.9172814540958875,-0.36307633794294625,-0.1871491459356366,-1.6141978811823612,-0.2517730818120809,-0.18354799161338073,-0.5538689682523901,-0.4416737641094901,-0.4933060547437093,-0.015920636586874985,0.002494,0.01,0.0,0.97,100,12,0,12
101,0.9199682507515115,-4.190283168249105,-1.6902831682491022,-0.9217322243843645,-0.36491277805064537,-0.18798562484412043,-1.6222136635704048,-0.2530649138942889,-0.1844640814161123,-0.5571246331370717,-0.4439851005552079,-0.49608985104248016,-0.015996284770360573,0.002475,0.01,0.0,0.97,100,11,0,11
102,0.9271575348205756,-4.197582747954556,-1.6975827479545529,-0.9256837159074603,-0.36648758858760877,-0.18879219369701086,-1.6292073100912297,-0.25423429889196547,-0.1853193320549408,-0.5594590717345761,-0.44624659842370407,-0.49814588780609703,-0.016053031522062226,0.002457,0.01,0.0,0.97,100,12,0,12
103,0.9281113158740089,-4.204642880061431,-1.7046428800614295,-0.929475521315844,-0.3680393476562249,-0.18952360532151788,-1.6360279497545624,-0.25533893085955744,-0.18609117533525352,-0.562051030972526,-0.448020882364002,-0.5003053912966492,-0.016102169474803165,0.002439,0.01,0.0,0.97,100,11,0,11
104,0.9212207596210279,-4.212418210451128,-1.7124182104511274,-0.9337693489696753,-0.369808670707432,-0.1904121371540924,-1.643590713428492,-0.2565985571205715,-0.1870132094673524,-0.5645944931722434,-0.4504479166423048,-0.5025827150784431,-0.01617543434487664,0.002421,0.01,0.0,0.97,100,11,0,11
105,0.9256267316486965,-4.219960899581123,-1.7199608995811215,-0.9378266885582253,-0.37146731739048106,-0.1912467941462704,-1.6508503902183749,-0.2578055354542306,-0.18787980633070372,-0.5672374748724586,-0.4526585646116701,-0.5049720140158697,-0.016219233948519575,0.002404,0.01,0.0,0.97,100,12,0,12
106,0.9201319015811279,-4.22783907823501,-1.7278390782350084,-0.9421795171351317,-0.3731982633001024,-0.19211020331377945,-1.6583842968359241,-0.2589919360597143,-0.18872418114195869,-0.5703219256812826,-0.45455996182714775,-0.507503318869031,-0.016305012195120695,0.002386,0.01,0.0,0.97,100,11,0,11
107,0.9242393371366476,-4.23512719588338,-1.7351271958833778,-0.9461282463842301,-0.3748046669146551,-0.19292795033294752,-1.6654544785022163,-0.26022234700310615,-0.18961854947141857,-0.5727230676172415,-0.4571192728004571,-0.5096661420675764,-0.01630638374578902,0.002369,0.01,0.0,0.97,100,11,0,11
108,0.9222701316862837,-4.242718207738421,-1.7427182077384193,-0.9502089289963696,-0.3764722277460991,-0.19372777535788446,-1.6728124722161235,-0.2614761129495627,-0.19048932840385663,-0.5752189014279585,-0.45917022288485176,-0.5118047320413923,-0.016359530776554165,0.002352,0.01,0.0,0.97,100,11,0,11
109,0.9279715111200699,-4.2493984643691,-1.7493984643690972,-0.9537611518356707,-0.3778933811609604,-0.19440938272291203,-1.6791971509960677,-0.26246292615322925,-0.1912391778041446,-0.577289105292319,-0.46097992636520124,-0.5137031384367446,-0.016422830841466864,0.002336,0.01,0.0,0.97,100,12,0,12
110,0.926218175687068,-4.256405934517002,-1.7564059345169991,-0.957580420687799,-0.37942409132474564,-0.19517957350112303,-1.685895066237577,-0.2635926161572263,-0.19202444600421673,-0.5796471761723879,-0.4627838003954275,-0.5157139695445865,-0.016503781610368258,0.00232,0.01,0.0,0.97,100,11,0,11
111,0.9274703657854126,-4.26300992004553,-1.7630099200455267,-0.9611489035763998,-0.38087435525156094,-0.1958663685281757,-1.6923261614029246,-0.2646448844851028,-0.19274925337992274,-0.5818999668558394,-0.4647347377496914,-0.5177536377105683,-0.016523183622833507,0.002304,0.01,0.0,0.97,100,11,0,11
112,0.9207907499706321,-4.270549244305178,-1.7705492443051745,-0.9652264822575649,-0.3825358690290693,-0.1966921718819767,-1.6995756602328354,-0.26574024990269657,-0.1935854633542434,-0.5843639785456016,-0.4667849596365429,-0.519969176231091,-0.01658238067487172,0.002288,0.01,0.0,0.97,100,11,0,11
113,0.9324428461340868,-4.276238769161175,-1.7762387691611707,-0.9682765058425926,-0.3837698980125353,-0.19728233012226717,-1.7049874886412477,-0.26666698557587043,-0.1942901382059672,-0.586497548228194,-0.4685107061357827,-0.52177793588353,-0.016605834761835456,0.002272,0.01,0.0,0.97,100,11,0,11
114,0.9233690720263503,-4.283414938784176,-1.783414938784171,-0.972229498423534,-0.38537532690466786,-0.19809190969122112,-1.7118769489305492,-0.26777764569753115,-0.19511733658854952,-0.5887344913397174,-0.47030368745608664,-0.5237874037786371,-0.016688586342620347,0.002257,0.01,0.0,0.97,100,12,0,12
115,0.9249447005386421,-4.290100686320343,-1.7901006863203373,-0.9759073989934482,-0.3868746447019007,-0.1988327357553437,-1.7183319761682663,-0.26886004850325806,-0.19591226504854042,-0.5909110787895606,-0.47228728276850884,-0.52581897084223,-0.016731763237785264,0.002241,0.01,0.0,0.97,100,11,0,11
116,0.9241011531733496,-4.296950119719532,-1.7969501197195266,-0.9796283715751515,-0.38834901279972267,-0.1996321802137888,-1.724877175671328,-0.2699151722152996,-0.1967022137190762,-0.593106296369186,-0.47423926803345956,-0.527639879448303,-0.016769768534413195,0.002226,0.01,0.0,0.97,100,11,0,11
117,0.9261107750218458,-4.303424963464053,-1.8034249634640467,-0.9830980458456778,-0.38976647424621497,-0.2003050494977748,-1.7311373202714437,-0.27092612582157055,-0.19737917776605046,-0.5953385475608549,-0.4758685020416589,-0.5295885507661728,-0.016821552603116036,0.002212,0.01,0.0,0.97,100,11,0,11
118,0.9227746053073564,-4.310379897766743,-1.8103798977667371,-0.9869274477339745,-0.39130158235215157,-0.20109811917704692,-1.7378332258359594,-0.27196917215772587,-0.19816646042686564,-0.5976747527312732,-0.47774151487534056,-0.5316740021253534,-0.016900342834725305,0.002197,0.01,0.0,0.97,100,11,0,11
119,0.9269464699754696,-4.316664976053239,-1.8166649760532345,-0.9902667455084095,-0.39265721635919376,-0.20173321183794513,-1.7438758494441662,-0.27290741688024245,-0.19884653069501684,-0.6000493061138292,-0.4793190206207467,-0.5337448402034014,-0.016958837047083206,0.002182,0.01,0.0,0.97,100,12,0,12
120,0.924032593387432,-4.323338581899906,-1.8233385818999017,-0.99384070195057,-0.3941142752301937,-0.20243533251304033,-1.7502604359723608,-0.27394124724998403,-0.19958315672321325,-0.6021070851963015,-0.4809717229964062,-0.5355377129145883,-0.01696739459515983,0.002168,0.01,0.0,0.97,100,11,0,11
121,0.9207663197729423,-4.330379065807391,-1.8303790658073857,-0.9976592186726424,-0.3957029946253211,-0.2031663447392867,-1.7570458019509834,-0.2750402505484242,-0.20034530060869868,-0.6045335071571524,-0.48279955038824357,-0.5376624996268972,-0.01704242326498808,0.002154,0.01,0.0,0.97,100,11,0,11
122,0.9258027677011957,-4.336702010080945,-1.83670201008094,-1.001076872888855,-0.39706679182051074,-0.20382668526151126,-1.7630913411132765,-0.2759802643768989,-0.2010370423273928,-0.6066472053037856,-0.4843073911413563,-0.5393746542145511,-0.01709330134870406,0.00214,0.01,0.0,0.97,100,12,0,12
123,0.9300653704044272,-4.342437030809367,-1.8424370308093625,-1.0041476578037642,-0.39826146693401315,-0.20445803560379763,-1.7685320437139735,-0.2768845728537185,-0.20171835724608933,-0.6080868640399101,-0.48579474441471465,-0.5408585984513988,-0.01712163031090144,0.002127,0.01,0.0,0.97,100,11,0,11
124,0.9217863021060764,-4.349192189016656,-1.8491921890166516,-1.0078108072634684,-0.3997483546549984,-0.20516653151941452,-1.7750365941199442,-0.2779659051592924,-0.2024711883235234,-0.6103315922295453,-0.48743392038205147,-0.5430593087842988,-0.017181527835297493,0.002113,0.01,0.0,0.97,100,11,0,11
125,0.9219462402177612,-4.355585688524588,-1.8555856885245847,-1.011341039381405,-0.4011836895002379,-0.20587136042598442,-1.7812084981799705,-0.27897669824327814,-0.20318036894618466,-0.6124568267271918,-0.48886969287916276,-0.5448454694155999,-0.017261040710720998,0.0021,0.01,0.0,0.97,100,11,0,11
126,0.9243234157001177,-4.362150864702371,-1.8621508647023675,-1.0149142818040477,-0.40264749400726874,-0.20659401724235602,-1.7875292729751642,-0.28000819561838497,-0.20396908715541703,-0.614835931883622,-0.4909087798985973,-0.5467517839456896,-0.0172768493652701,0.002087,0.01,0.0,0.97,100,12,0,12
127,0.9217039223956136,-4.368636077612136,-1.8686360776121314,-1.0184805456860162,-0.40407691868242285,-0.20730204886348205,-1.7937724822993248,-0.2809544108058868,-0.20471118635635221,-0.6172435053137596,-0.49282967670720174,-0.5487818591882709,-0.017361745645654268,0.002074,0.01,0.0,0.97,100,11,0,11
128,0.9298034697523753,-4.374190380169046,-1.874190380169043,-1.0214410994160812,-0.4052739191375505,-0.2079010064797637,-1.7991170449478109,-0.2819106327588395,-0.20537330691948372,-0.6192147612546139,-0.49433506545976125,-0.5503770444468716,-0.01737694713763963,0.002061,0.01,0.0,0.97,100,11,0,11
129,0.9246209192078808,-4.380441582449596,-1.8804415824495921,-1.0248465205460802,-0.40666776359721307,-0.20859662547149924,-1.8051885206209564,-0.2829009824917014,-0.20612993074208316,-0.6213075365830243,-0.4961150836998737,-0.5521883795719643,-0.01739113445471917,0.002048,0.01,0.0,0.97,100,11,0,11
130,0.9248108976504451,-4.386617064811086,-1.886617064811082,-1.0282429313534212,-0.4080595285030541,-0.20930200515784714,-1.8111748189417274,-0.28389105513962937,-0.20687452076180712,-0.6230822226066829,-0.4977688688656087,-0.5538955313462945,-0.017495234703032155,0.002035,0.01,0.0,0.97,100,12,0,12
131,0.9233728705352643,-4.392862018587324,-1.8928620185873222,-1.0317107202394977,-0.4094927942016547,-0.2100029990471361,-1.8172310172413246,-0.28496313408419166,-0.20764352355347376,-0.6252126381738924,-0.49926344773716097,-0.5557312152681638,-0.01755747729394703,0.002023,0.01,0.0,0.97,100,11,0,11
132,0.9261166948174657,-4.398597120618328,-1.8985971206183272,-1.0348226766406057,-0.41074471741226515,-0.21062062605692647,-1.8227526443245565,-0.2859267260687112,-0.2083118845963543,-0.6269824622936744,-0.5009043018193584,-0.5573345767168075,-0.0175924990239849,0.002011,0.01,0.0,0.97,100,11,0,11
133,0.926647312989468,-4.404531472865227,-1.9045314728652254,-1.0380328726203683,-0.41208648492294675,-0.21124647288789078,-1.8284699449772077,-0.2869014892050419,-0.20899605298079071,-0.6290483888075362,-0.5029723676899942,-0.5593031164178816,-0.017648223536904206,0.001999,0.01,0.0,0.97,100,12,0,12
134,0.9224249218643837,-4.410612438789086,-1.9106124387890846,-1.0413487443184009,-0.41346711450687157,-0.21191810153624085,-1.8343696563665977,-0.28792737971080834,-0.20973377610066557,-0.6309007785238162,-0.5046756659261517,-0.5610166225889766,-0.01773419936335718,0.001987,0.01,0.0,0.97,100,11,0,11
135,0.9260533104041273,-4.416287011662316,-1.9162870116623156,-1.0444515222889024,-0.41474090611788345,-0.21255791640962146,-1.839860362081354,-0.2888812128373277,-0.21041137547730637,-0.6325173834443455,-0.5061886616626466,-0.5626153109340927,-0.01776284700257425,0.001975,0.01,0.0,0.97,100,11,0,11
136,0.924472566757859,-4.422240095683467,-1.9222400956834653,-1.0476724367187085,-0.41602933869984027,-0.21322043872552196,-1.8455668666685414,-0.28979043423586576,-0.21105575483719827,-0.6342966987476146,-0.5072829785865025,-0.5641411780305804,-0.01779598050975494,0.001963,0.01,0.0,0.97,100,11,0,11
137,0.9243596063299961,-4.427964386834967,-1.9279643868349667,-1.0508103697437021,-0.4173000576234826,-0.21387268030830509,-1.8510863354083111,-0.29072660512085047,-0.2117457216256209,-0.6362387831335666,-0.5088518339706514,-0.5657164322730235,-0.017838456830503197,0.001952,0.01,0.0,0.97,100,11,0,11
138,0.9237296662753648,-4.433849382766051,-1.9338493827660517,-1.0539500967149555,-0.4185979359073342,-0.2144788386901421,-1.856747779998992,-0.29169653234752835,-0.2124393766298494,-0.6382737083804785,-0.5109021612186487,-0.5676466160516711,-0.01788865978015235,0.00194,0.01,0.0,0.97,100,11,0,11
139,0.9223130065098977,-4.439979401924564,-1.939979401924565,-1.0573381943268918,-0.419980768733037,-0.21515673798966217,-1.862628662102151,-0.29269116802021344,-0.21311404444985327,-0.640262509980171,-0.5124983898813186,-0.5694068727936398,-0.017961561647608582,0.001929,0.01,0.0,0.97,100,12,0,12
140,0.9256063511286037,-4.445521443984433,-1.945521443984435,-1.0603194799104392,-0.4211945083990551,-0.21575633199129265,-1.8679781848516284,-0.2935751146027965,-0.21375386835139557,-0.6421027808950719,-0.5135953624649585,-0.5708577525559306,-0.01799049944108176,0.001918,0.01,0.0,0.97,100,11,0,11
141,0.9274238320351272,-4.450884622360302,-1.9508846223603051,-1.0632382335435862,-0.42236901834007623,-0.21636641099786164,-1.8731480223121724,-0.2944806077263432,-0.21440419971059024,-0.6436522687028428,-0.5152798591289598,-0.5723562466132305,-0.01805840686586307,0.001907,0.01,0.0,0.97,100,11,0,11
142,0.9289802202215602,-4.4560245157615785,-1.9560245157615812,-1.0660582947577832,-0.42353585249963777,-0.21692192811746572,-1.8781501194002714,-0.2953016062602562,-0.21498340668146684,-0.6452840852445654,-0.5165246549220576,-0.5738779805085769,-0.01811274116656287,0.001896,0.01,0.0,0.97,100,12,0,12
143,0.9146672891274988,-4.46280590501503,-1.9628059050150337,-1.0698396605192946,-0.42504958815664173,-0.21771614172258547,-1.8846821917480792,-0.296337198271954,-0.21578832179430202,-0.647460210144081,-0.5179984794302543,-0.5756591130151316,-0.01815891570487634,0.001885,0.01,0.0,0.97,100,11,0,11
144,0.9291737498527258,-4.467871071905156,-1.967871071905158,-1.0725358222100658,-0.4261302360286364,-0.2182510881614013,-1.8895499182336057,-0.29716191301188627,-0.21638252085292528,-0.6488787525412412,-0.5194837858002316,-0.5771150043502519,-0.018188185095342924,0.001875,0.01,0.0,0.97,100,11,0,11
145,0.9235594873692354,-4.473526953977929,-1.973526953977932,-1.0755979960203568,-0.42737831804754656,-0.21886652703778936,-1.8949742682997894,-0.2980919908816456,-0.21708993717930006,-0.6506518429601246,-0.5215922237988374,-0.5788518081526218,-0.018221653482675217,0.001864,0.01,0.0,0.97,100,12,0,12
146,0.9276115151312041,-4.47871832967656,-1.9787183296765622,-1.0784203385065831,-0.42851686837503794,-0.21943891513592123,-1.8999781163544032,-0.2989164334031578,-0.21770361122445814,-0.6523459501813932,-0.5229566704238693,-0.5803183880126136,-0.01825232895067942,0.001854,0.01,0.0,0.97,100,11,0,11
147,0.9279070554014747,-4.483812811767663,-1.9838128117676648,-1.0811815358067274,-0.42962992161313707,-0.21999706010827927,-1.9048842111305024,-0.29973363368665495,-0.21833236135906361,-0.653845394232505,-0.5242944901206058,-0.5817066479638894,-0.018286432685224688,0.001843,0.01,0.0,0.97,100,11,0,11
148,0.9252141109298532,-4.4889515887301545,-1.988951588730154,-1.0840116765831083,-0.43076670287776114,-0.22060810273585027,-1.9098682743233208,-0.3005412220947364,-0.21898138172592646,-0.6553223764734301,-0.5253007532108148,-0.5830661347090219,-0.018305906146631624,0.001833,0.01,0.0,0.97,100,11,0,11
149,0.9242538881883144,-4.494467515850016,-1.9944675158500162,-1.0869625226229567,-0.4319875235793417,-0.22118994333832884,-1.9151714599651055,-0.30144883765317687,-0.2196567435228087,-0.6574635698260968,-0.5271442928018106,-0.5847816965032983,-0.018365373561444142,0.001823,0.01,0.0,0.97,100,12,0,12
150,0.9307967923562532,-4.49909367745251,-1.9990936774525123,-1.0894812655140758,-0.43300940303795077,-0.22168402232564827,-1.9196267505868783,-0.30219207974844037,-0.22020843663250095,-0.6591307933164297,-0.5284231429285086,-0.5861344314619891,-0.018393812486604964,0.001813,0.01,0.0,0.97,100,11,0,11
151,0.9248620632001338,-4.50438264251004,-2.0043826425100426,-1.0923272084369344,-0.4341514024343571,-0.22226618101401024,-1.9247217386494349,-0.3030107762517594,-0.22084458297526688,-0.6606849735433827,-0.5296415469207825,-0.5875870040500377,-0.018437172129001183,0.001803,0.01,0.0,0.97,100,11,0,11
152,0.915542120382123,-4.510546225189433,-2.0105462251894366,-1.0956369361347076,-0.4355181520113404,-0.22290289741084693,-1.9306640812361078,-0.3040028390592716,-0.22156401863394748,-0.6631457099205254,-0.5319013657523607,-0.5897324728900685,-0.01844904517308975,0.001794,0.01,0.0,0.97,100,12,0,12
153,0.9193304158277451,-4.516535153113881,-2.016535153113884,-1.0989385284678896,-0.4368449854623291,-0.2235883728518795,-1.936430121612385,-0.30497944229148566,-0.22227466858815176,-0.6651031544221307,-0.5337479393413915,-0.5915635816288453,-0.018514535331446213,0.001784,0.01,0.0,0.97,100,11,0,11
154,0.9243017965662671,-4.52184515206031,-2.0218451520603113,-1.1017985336207994,-0.4380002101463348,-0.22416280006528716,-1.9415728018913996,-0.3058199262036836,-0.2229159057851838,-0.6669651082088427,-0.5352155290549141,-0.5930817205579169,-0.018578904962064997,0.001774,0.01,0.0,0.97,100,11,0,11
155,0.9226122939331242,-4.527246783571102,-2.027246783571103,-1.1047920477398976,-0.4392350763903564,-0.2247787886965754,-1.9468216758607706,-0.30670092179911734,-0.22356085196135164,-0.6687455585525515,-0.5367274017793071,-0.594615193287647,-0.01861520135723186,0.001765,0.01,0.0,0.97,100,11,0,11
156,0.9235776157017207,-4.532489779407292,-2.032489779407292,-1.107633436388291,-0.44039022678095313,-0.22535031435878755,-1.9518370555224644,-0.3075471509876891,-0.2242050988036968,-0.6706539040685473,-0.5385025454155977,-0.5963497677055097,-0.018634545674856694,0.001756,0.01,0.0,0.97,100,11,0,11
157,0.9220847015239538,-4.537919339428401,-2.0379193394284023,-1.1106020528702094,-0.44158170609519953,-0.2259473091538855,-1.9570742006205075,-0.30835716610190217,-0.22484401783506153,-0.6723431537622118,-0.5400978176194007,-0.5978799955405231,-0.018653809776242744,0.001746,0.01,0.0,0.97,100,12,0,12
158,0.9244244749596122,-4.543006706242881,-2.043006706242881,-1.113381587948638,-0.4427382188445367,-0.22650784527365567,-1.9620237020964075,-0.30918805822673257,-0.22544080500273198,-0.6740691857660531,-0.5413521111013132,-0.5994277994616638,-0.01872913353646231,0.001737,0.01,0.0,0.97,100,11,0,11
159,0.9231982363913854,-4.54813799902757,-2.04813799902757,-1.1161854910135132,-0.4439033932161399,-0.2270660497536651,-1.9670112230550345,-0.31005175015357617,-0.22607405150555132,-0.6760251184686379,-0.5429402615024199,-0.6009495949094079,-0.01875723439869869,0.001728,0.01,0.0,0.97,100,11,0,11
160,0.9241835538435773,-4.553043496250921,-2.0530434962509214,-1.1188768828336866,-0.4450035384137086,-0.22760074067173164,-1.9717129576095689,-0.3108231750067202,-0.22663549069371258,-0.6776170167950689,-0.5443168203638302,-0.6024460480683067,-0.018807054736693238,0.001719,0.01,0.0,0.97,100,11,0,11
161,0.9258062888002826,-4.558038009960381,-2.058038009960382,-1.1216366332989296,-0.4461406782912685,-0.22815352355457694,-1.976558688057946,-0.31164147666687597,-0.22721655308356528,-0.6792138222523811,-0.5457976985340549,-0.603898470849761,-0.01882706255675306,0.001711,0.01,0.0,0.97,100,11,0,11
162,0.9196252548570273,-4.5633876053564055,-2.0633876053564064,-1.1246083478046056,-0.44736337982085367,-0.2287393640303388,-1.98174560613066,-0.31256263842151627,-0.22783470669964917,-0.6811328461237725,-0.5471281405231763,-0.6053856166642132,-0.01894442418372322,0.001702,0.01,0.0,0.97,100,11,0,11
163,0.9249427686506868,-4.568310712446769,-2.0683107124467695,-1.1272934516520117,-0.4485020579846449,-0.22923483666900496,-1.9865584391269255,-0.3134042743413667,-0.2284311356792721,-0.6830389817856589,-0.5483684253677092,-0.6069881879357146,-0.018974141723905893,0.001693,0.01,0.0,0.97,100,12,0,12
164,0.9210526315789473,-4.573537858789217,-2.073537858789219,-1.1301628157552117,-0.44966782466693905,-0.22980299985885583,-1.9916089094059333,-0.31426436687150494,-0.22903282306044637,-0.6848402825396923,-0.5498386894046166,-0.6086268474886879,-0.019002506713992465,0.001685,0.01,0.0,0.97,100,11,0,11
165,0.9188498832070177,-4.578853435643987,-2.0788534356439894,-1.1331127191399268,-0.45089164049145103,-0.23040392725120418,-1.9967981205694318,-0.3151609935325696,-0.22969626053738815,-0.6868465525337658,-0.551403448633471,-0.610204436103139,-0.01906665775021956,0.001676,0.01,0.0,0.97,100,11,0,11
166,0.9249025919024225,-4.583757061070692,-2.083757061070694,-1.135778846188959,-0.4519757074001932,-0.23093424760095782,-2.0015071099355146,-0.3159123360185049,-0.23027381375411698,-0.6883828190670845,-0.5525759093699202,-0.6115656456182446,-0.01911586270702828,0.001668,0.01,0.0,0.97,100,12,0,12
167,0.9220693951076617,-4.588789555171063,-2.088789555171066,-1.1385536781261312,-0.45310495913347776,-0.23149886996621194,-2.0064003671224424,-0.3167244284960402,-0.23088018514263314,-0.689983455954355,-0.5537549010216745,-0.6129759906579582,-0.019159925271032458,0.001659,0.01,0.0,0.97,100,11,0,11
168,0.9273505714189394,-4.593237844086511,-2.093237844086515,-1.140981978820372,-0.4540783302440993,-0.2319970524992607,-2.0106971771229385,-0.31742179504464946,-0.2314084054975474,-0.691517946601646,-0.55501584591474,-0.614271130779506,-0.019179701628494045,0.001651,0.01,0.0,0.97,100,11,0,11
169,0.9142049446321635,-4.599007530804962,-2.099007530804968,-1.1442843479623024,-0.4554768975684065,-0.232682483228574,-2.0163173254698057,-0.3184358650231512,-0.23207715582006533,-0.6940193085489431,-0.5563256384631916,-0.6161106647228147,-0.019255966021148208,0.001643,0.01,0.0,0.97,100,12,0,12
170,0.929890784639388,-4.6033287586206235,-2.10332875862063,-1.1466221549425653,-0.45643119416181704,-0.23315558089307192,-2.0204655961336724,-0.3191380905787977,-0.2326125060717787,-0.6953651321573977,-0.5577641082541654,-0.617347066567582,-0.019294742897918445,0.001635,0.01,0.0,0.97,100,11,0,11
171,0.9264733395696914,-4.6075859573720805,-2.1075859573720868,-1.1489051000877202,-0.45738092623425136,-0.2336160400652142,-2.02459734090275,-0.3198386008668933,-0.23314279022696727,-0.6965712247052569,-0.5590981367565128,-0.6185296055463761,-0.019314714598945418,0.001627,0.01,0.0,0.97,100,11,0,11
172,0.9164450688207649,-4.613159227537448,-2.1131592275374524,-1.1519749959917733,-0.4586384039935287,-0.2342638765825389,-2.030017884721705,-0.320744405632676,-0.23381787929792625,-0.6984436846907326,-0.5605714322270555,-0.6201820180135796,-0.0193720518830259,0.001619,0.01,0.0,0.97,100,11,0,11
173,0.9247647350173354,-4.617892375486353,-2.1178923754863583,-1.1545240245059487,-0.4596713982939581,-0.23477204658583128,-2.0345722505356334,-0.321493012183201,-0.23438956543317455,-0.7001259768825958,-0.5619608780259002,-0.6216258162360087,-0.019446526923747525,0.001611,0.01,0.0,0.97,100,12,0,12
174,0.9231311706629055,-4.622581526682201,-2.1225815266822057,-1.1570653210991144,-0.46071015054301817,-0.23529129250851202,-2.0391366196564555,-0.32225879761647974,-0.23494596687011857,-0.7016935266873335,-0.5633770711617153,-0.6229672957257422,-0.019540232274514995,0.001603,0.01,0.0,0.97,100,11,0,11
175,0.9177780393871613,-4.627788045596931,-2.127788045596936,-1.1600022626498205,-0.461911563278906,-0.23592300088692394,-2.0441716014356026,-0.3230737810234287,-0.23554829525195065,-0.7034443825779872,-0.5645510142038014,-0.6244290966217219,-0.019627130865173092,0.001596,0.01,0.0,0.97,100,11,0,11
