episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
266,0.9253827503772402,-4.963654685289498,-2.4636546852894963,-1.3427234859482315,-0.5370999764219703,-0.27244441604866787,-2.3688103743849966,-0.37832451452986177,-0.2758613399452074,-0.8210433711938862,-0.6582195933055599,-0.7233962660323717,-0.022771821501904255,0.00111,0.01,0.0,0.97,100,11,0,11
267,0.9255685733976567,-4.966573332584561,-2.4665733325845602,-1.3443441587418827,-0.5377698205254126,-0.2727605197370752,-2.3716190052333577,-0.37878545310568434,-0.276193576633073,-0.8220850093972245,-0.6589766581769619,-0.7242524467041743,-0.02278527599349593,0.001107,0.01,0.0,0.97,100,11,0,11
268,0.9201429674128268,-4.969787713005953,-2.4697877130059522,-1.3461397982279646,-0.5385087126021936,-0.27312865600680725,-2.3747526242633312,-0.37931013666730057,-0.27658435269466625,-0.8234029691197351,-0.6598709486331492,-0.7252830573365907,-0.02279925571482792,0.001103,0.01,0.0,0.97,100,12,0,12
269,0.9191200094695369,-4.973079249532838,-2.473079249532837,-1.347949192736287,-0.5392465208088623,-0.27349773330717914,-2.3779608115562936,-0.37983836292495493,-0.27699058433011325,-0.8246615909079625,-0.6606760619835454,-0.7262137378116783,-0.022820111603594748,0.001099,0.01,0.0,0.97,100,11,0,11
270,0.9226715007469325,-4.976185852402775,-2.476185852402773,-1.3496674273406688,-0.5399670671380072,-0.2738358898767804,-2.3809639170687906,-0.380364607563217,-0.277372388963357,-0.8257558317024964,-0.6616271403968962,-0.7271286591022038,-0.022835027066619253,0.001096,0.01,0.0,0.97,100,11,0,11
271,0.9228302298638279,-4.979196485332439,-2.4791964853324346,-1.3513025867456556,-0.5406600960229725,-0.2741631259999493,-2.383875107041007,-0.3808682610082205,-0.2777283027313345,-0.8269600590057782,-0.6624382623262609,-0.7280736717908122,-0.022891406951457447,0.001092,0.01,0.0,0.97,100,12,0,12
272,0.9232222372149508,-4.982192371505581,-2.4821923715055756,-1.3529340041980167,-0.5413324907403813,-0.27449221300929844,-2.3867581922828944,-0.38138100820195436,-0.2781010206977727,-0.8280942993198628,-0.6631886765261557,-0.7289415264278749,-0.02292169646911611,0.001088,0.01,0.0,0.97,100,11,0,11
273,0.9259434600297579,-4.985062284629086,-2.48506228462908,-1.3545374409562123,-0.5419777526003173,-0.27482750873081796,-2.3895325220273667,-0.3818496762629941,-0.278454277217155,-0.8290700838946513,-0.6637867179131856,-0.7297316225855867,-0.022949948145951346,0.001085,0.01,0.0,0.97,100,11,0,11
274,0.9247542841676112,-4.987864790200878,-2.4878647902008733,-1.3560549770404462,-0.5426008877851791,-0.2751262151497109,-2.3922533206110934,-0.38232631579974463,-0.27881444686638773,-0.8302079602019663,-0.664730705588183,-0.7306406066407186,-0.022972552293650663,0.001081,0.01,0.0,0.97,100,12,0,12
275,0.9190804829311705,-4.9911018119168995,-2.4911018119168946,-1.3578704436127247,-0.5433773051966889,-0.27549445121156085,-2.395422762774441,-0.38290094878599745,-0.27923714034613795,-0.8315802505062566,-0.6661516270090293,-0.731745654446492,-0.022982791180165704,0.001078,0.01,0.0,0.97,100,11,0,11
276,0.9256376200003362,-4.9938634601298455,-2.4938634601298397,-1.3593255591392446,-0.5439822450995357,-0.27577202892811015,-2.3980791904701255,-0.38336652482800965,-0.27957193323554197,-0.8325275792856439,-0.6669332402738197,-0.732524748063556,-0.023025383850757652,0.001074,0.01,0.0,0.97,100,11,0,11
277,0.9226046919535189,-4.996861341551519,-2.49686134155151,-1.3609494168162253,-0.5446629693837928,-0.27609219047711103,-2.4009941892378404,-0.38388807012181453,-0.27994688516884475,-0.8335869894585723,-0.667876613892331,-0.7333908487170133,-0.02305772993887789,0.001071,0.01,0.0,0.97,100,12,0,12
278,0.9159605944455652,-5.000231247396688,-2.5002312473966803,-1.3628373225214034,-0.5454633919883156,-0.27646267377964356,-2.4042775428994827,-0.38447881332233214,-0.2803477324011103,-0.8348633375684449,-0.66894182590515,-0.7344721510442467,-0.023100358693282776,0.001067,0.01,0.0,0.97,100,11,0,11
279,0.9273570585258897,-5.0028718418764,-2.502871841876393,-1.3642799928430458,-0.5460439314330325,-0.2767666015278082,-2.406814142482016,-0.3849103464836547,-0.2806611366113185,-0.8357819973262324,-0.669604626913987,-0.7352149119889411,-0.023110471452662693,0.001064,0.01,0.0,0.97,100,11,0,11
280,0.9265810921627367,-5.005579835807923,-2.5055798358079167,-1.365760760438508,-0.5466497284825457,-0.27707603138457937,-2.409444081569556,-0.3853484878151791,-0.28098837860143355,-0.83679457433275,-0.6703322970115915,-0.7359793505404698,-0.02312082649255484,0.001061,0.01,0.0,0.97,100,11,0,11
281,0.9308793042423017,-5.0080288803953525,-2.508028880395345,-1.3670609123676334,-0.5471832968480979,-0.27733132902248714,-2.4117982684703536,-0.38574561131693297,-0.28128610010451466,-0.8376984933316645,-0.6710962736594285,-0.7367210341633971,-0.02315396494395197,0.001057,0.01,0.0,0.97,100,12,0,12
282,0.9235813749620688,-5.010853660603367,-2.51085366060336,-1.3685710646620806,-0.547801963082902,-0.27764123542138464,-2.4145114975044515,-0.38622087222726326,-0.28161325411858923,-0.8388230110986387,-0.6717816205343522,-0.7375463258215962,-0.023193215167360046,0.001054,0.01,0.0,0.97,100,11,0,11
283,0.9295021375892082,-5.013271127741209,-2.513271127741202,-1.3698711500614578,-0.5483550938679063,-0.27788805447723625,-2.416842861901598,-0.3866374499023289,-0.28188607460521,-0.839554878513671,-0.6724491950431244,-0.7382447533122946,-0.02320933836771865,0.001051,0.01,0.0,0.97,100,12,0,12
284,0.9290264341190898,-5.015851769899372,-2.515851769899364,-1.3712587736285946,-0.5489056626635491,-0.27816530171848936,-2.4193127170476423,-0.38705861808395303,-0.2822110291005266,-0.84033663033955,-0.6731925228492617,-0.7389287553473542,-0.023230097329251787,0.001047,0.01,0.0,0.97,100,11,0,11
285,0.9222701414643151,-5.018765701439285,-2.5187657014392775,-1.3728846493415776,-0.5495824510765456,-0.2784941217563565,-2.422150815425567,-0.3875446672198803,-0.28256204922980666,-0.84135739689653,-0.674025908660297,-0.7397831609819115,-0.0232473807380537,0.001044,0.01,0.0,0.97,100,11,0,11
286,0.923725263493021,-5.021610139428039,-2.5216101394280312,-1.3744512737509482,-0.5502296449848247,-0.2788112305011593,-2.4248979095307894,-0.3880223278492305,-0.2829288706794329,-0.8424737220382906,-0.6749454876750987,-0.7406830466283647,-0.023270325920984394,0.001041,0.01,0.0,0.97,100,11,0,11
287,0.9195556599657684,-5.024685244961175,-2.524685244961168,-1.3761366703306062,-0.550933120441535,-0.27915524389137203,-2.4278777182176134,-0.3885573690601642,-0.28331618067933634,-0.8436289540097524,-0.6759354335379714,-0.7416383727717114,-0.023284426859780168,0.001037,0.01,0.0,0.97,100,12,0,12
288,0.9294679910197973,-5.027080940307084,-2.5270809403070773,-1.3774413824233285,-0.5514650411637305,-0.2794187828123402,-2.4301748604091813,-0.38894607281285476,-0.28362375986550725,-0.8443633676882519,-0.6766089293621481,-0.7423101171663704,-0.023281567347361226,0.001034,0.01,0.0,0.97,100,11,0,11
289,0.9250755287009064,-5.029809612706896,-2.529809612706888,-1.3789347698646957,-0.5520803234759729,-0.27972148717198714,-2.4328045160831575,-0.389392792580581,-0.28394012772451016,-0.8451668212181794,-0.6774446325315778,-0.7431372808684074,-0.023291151162553068,0.001031,0.01,0.0,0.97,100,11,0,11
290,0.9258028045426165,-5.032386964936462,-2.532386964936454,-1.3803095981143918,-0.552642418803412,-0.279996020388828,-2.4352653504732693,-0.38981787931841955,-0.28426140366979225,-0.8462314531224528,-0.6782209688730498,-0.7439365865196007,-0.02331672897476335,0.001028,0.01,0.0,0.97,100,11,0,11
291,0.9210464135021097,-5.0353402927733395,-2.535340292773331,-1.3818860654921339,-0.5532969898812102,-0.28030000783592607,-2.438096054794154,-0.3903074999038771,-0.2846081250496037,-0.8472996736858033,-0.6790864693721892,-0.7448346737997953,-0.023382362007195283,0.001025,0.01,0.0,0.97,100,12,0,12
292,0.9290750307089132,-5.037761518792695,-2.537761518792687,-1.3831964817538307,-0.5538432316069283,-0.2805662638189237,-2.4404396770773165,-0.3907100194169667,-0.2849106993304466,-0.8481638854090158,-0.6796913060447644,-0.74549846547273,-0.02341129089088018,0.001022,0.01,0.0,0.97,100,11,0,11
293,0.9205153419223654,-5.040772610562744,-2.540772610562738,-1.384859841708892,-0.5545331870969686,-0.2809044280881757,-2.4433526535796046,-0.39122067418180334,-0.28526449594553277,-0.8493271840878097,-0.6806624960888928,-0.7464443648728911,-0.02342417807181365,0.001018,0.01,0.0,0.97,100,11,0,11
294,0.9287753619515822,-5.043168417055606,-2.5431684170556,-1.3861389981947259,-0.5550634703963273,-0.28115530893366203,-2.445663365990928,-0.39162039251622427,-0.28557866108319463,-0.8500517285665474,-0.6812658739735757,-0.7470561807392314,-0.023445553337638075,0.001015,0.01,0.0,0.97,100,11,0,11
295,0.9243443797959355,-5.045935440876349,-2.5459354408763435,-1.3876348788914161,-0.555679640920376,-0.28145664288178196,-2.448328823919275,-0.3920835042164746,-0.2859267803554036,-0.850932123926141,-0.6821213806936217,-0.7478575894390418,-0.02347456125041321,0.001012,0.01,0.0,0.97,100,12,0,12
296,0.9278286329676246,-5.048384326994262,-2.5483843269942565,-1.3889722310636305,-0.5562429955065847,-0.2817140113282063,-2.4507056201193356,-0.39250004623061385,-0.28623002930931524,-0.8518863345244491,-0.682930619320574,-0.7486260243324403,-0.023492171559436465,0.001009,0.01,0.0,0.97,100,11,0,11
297,0.927180737376436,-5.05092067933982,-2.550920679339813,-1.3903459171084438,-0.5568187940032463,-0.28198975646527447,-2.4531617324530743,-0.39294384122854337,-0.28655124573474017,-0.8528231225865853,-0.6837298970986136,-0.7493983772127578,-0.023502179800399158,0.001006,0.01,0.0,0.97,100,11,0,11
298,0.9220774849372244,-5.05370423390431,-2.5537042339043023,-1.391867987839036,-0.5574591621765852,-0.28229548776739816,-2.4558969353763564,-0.3934276612724319,-0.28689750111857326,-0.8540643392988374,-0.6847297118361018,-0.7502933668247085,-0.023518346102671846,0.001003,0.01,0.0,0.97,100,12,0,12
299,0.9246230311985761,-5.056175045021553,-2.5561750450215457,-1.3931528228737218,-0.5580150747955986,-0.2825430711711493,-2.458294807226789,-0.39386353819151854,-0.28721754237860886,-0.8551365845529545,-0.6855930380518127,-0.7511079390642426,-0.02355448070746429,0.001,0.01,0.0,0.97,100,11,1,12
