episode,service_level,bias,rebalancing_imbalance,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
12,0.9359251138471918,-2.886059134529092,-0.19251021712762326,-0.05997818600452777,-0.04208683924191497,0.007346,0.01,0.0,0.97,100,14,1,15
13,0.9327673167451244,-2.9108493560652,-0.20488312339232487,-0.06368349242322702,-0.044775448528516434,0.007188,0.01,0.0,0.97,100,13,1,14
14,0.9374614345513066,-2.9330105268023328,-0.21580166556411481,-0.06709184102717931,-0.047183615173448185,0.007035,0.01,0.0,0.97,100,14,1,15
15,0.9395023171468869,-2.9540387153408614,-0.226230224848596,-0.07027339722285923,-0.04939395903836342,0.006889,0.01,0.0,0.97,100,14,1,15
16,0.9325321455584503,-2.976529471107514,-0.23741893000988168,-0.0739104515826241,-0.052006905736667344,0.006749,0.01,0.0,0.97,100,14,1,15
17,0.9318577342231984,-2.9995155304150165,-0.24870857341484107,-0.07734552793053866,-0.054444367122459765,0.006615,0.01,0.0,0.97,100,13,1,14
18,0.9330566251604407,-3.0219382786351967,-0.2596593182499454,-0.08070880139181955,-0.056841310399916724,0.006486,0.01,0.0,0.97,100,14,1,15
19,0.9353704521520535,-3.0423977163449805,-0.2699047692784526,-0.08388671200249156,-0.059134033149244945,0.006362,0.01,0.0,0.97,100,14,1,15
20,0.932384579408031,-3.0635403507072785,-0.28010551245145954,-0.086923086124258,-0.06155288682952686,0.006242,0.01,0.0,0.97,100,14,1,15
21,0.9316635272955591,-3.0827741817764247,-0.2894639795631351,-0.09020739153508275,-0.06387349915226803,0.006127,0.01,0.0,0.97,100,14,1,15
22,0.9351560933217461,-3.1022777125889633,-0.29907695884367475,-0.09320762905566805,-0.06598849309082915,0.006016,0.01,0.0,0.97,100,14,1,15
23,0.9327085159463286,-3.1226812037464975,-0.30921562852162016,-0.09621737359886626,-0.06824396368268439,0.005909,0.01,0.0,0.97,100,14,1,15
24,0.9293682773319125,-3.1435625655630037,-0.3197299042159034,-0.09948707778961209,-0.07059359288802278,0.005806,0.01,0.0,0.97,100,14,1,15
25,0.9339916752329755,-3.162324245740744,-0.328970890385376,-0.10240818705595818,-0.07269660704148893,0.005706,0.01,0.0,0.97,100,14,1,15
26,0.9291632983023443,-3.181388739929068,-0.3385609897911089,-0.10546650290744636,-0.0748185589528168,0.00561,0.01,0.0,0.97,100,14,1,15
27,0.9321088390061947,-3.1998738517112577,-0.34793201474533314,-0.10844337955848395,-0.0768676576166514,0.005517,0.01,0.0,0.97,100,14,1,15
28,0.9348334651699008,-3.21763225052629,-0.3566235428414302,-0.11103616070465258,-0.07882972427612146,0.005426,0.01,0.0,0.97,100,14,1,15
29,0.9304707240750347,-3.236393723977674,-0.36596930525935517,-0.11388427578085472,-0.08086227067757534,0.005339,0.01,0.0,0.97,100,14,1,15
30,0.927393467959714,-3.2539729772790897,-0.3748026541298568,-0.11676191682167858,-0.08280535679858005,0.005255,0.01,0.0,0.97,100,14,1,15
31,0.9345668174758592,-3.2705280121141334,-0.38293928149931017,-0.1193724491086567,-0.08474283121279769,0.005173,0.01,0.0,0.97,100,14,1,15
32,0.9356370837808807,-3.2839819806819586,-0.3894241427403598,-0.12172847775013083,-0.086427316022688,0.005094,0.01,0.0,0.97,100,14,1,15
33,0.9344778545306786,-3.3000877854845734,-0.39753731808431697,-0.12416103670037787,-0.08824797486919969,0.005017,0.01,0.0,0.97,100,14,1,15
34,0.9307305836991537,-3.315401037440612,-0.405295954888834,-0.1267212356318127,-0.09006257620314187,0.004942,0.01,0.0,0.97,100,14,1,15
35,0.9348521521301264,-3.331307646607037,-0.4130351254902485,-0.1290473084247081,-0.09176000224466327,0.00487,0.01,0.0,0.97,100,14,1,15
36,0.9317176899449826,-3.34775740974466,-0.42122546407433,-0.13153182352911091,-0.09366115078236613,0.004799,0.01,0.0,0.97,100,13,1,14
37,0.9350254152287371,-3.3628065451673916,-0.4288004582599144,-0.13377423679607364,-0.09538955087709894,0.004731,0.01,0.0,0.97,100,14,1,15
38,0.9344265046490551,-3.3780129463928668,-0.4361926219459306,-0.1361382608097227,-0.09705623675298804,0.004665,0.01,0.0,0.97,100,14,1,15
39,0.9355634216309617,-3.3927697032832755,-0.4435417550746742,-0.13848324065688605,-0.09869169088730753,0.0046,0.01,0.0,0.97,100,13,1,14
40,0.9325554259043174,-3.408133547154037,-0.451175738044906,-0.14087069296976937,-0.10034442779651731,0.004537,0.01,0.0,0.97,100,14,1,15
41,0.926956755575724,-3.4246538475004225,-0.4593295241940553,-0.1435648523393182,-0.10223562948122447,0.004476,0.01,0.0,0.97,100,14,1,15
42,0.9328167974776951,-3.43943543965237,-0.46673963677311714,-0.14586076575875323,-0.10388504553443098,0.004417,0.01,0.0,0.97,100,14,1,15
43,0.9315259875259876,-3.454482830259207,-0.4742430672666809,-0.14807521826287806,-0.10553614029641153,0.004359,0.01,0.0,0.97,100,13,1,14
44,0.9325876611943051,-3.468819854799517,-0.4813059324294728,-0.15029313660688873,-0.10704167195761653,0.004302,0.01,0.0,0.97,100,14,1,15
45,0.9364921730348427,-3.481892336051257,-0.48781741899530456,-0.1522110862936224,-0.10852674656251773,0.004247,0.01,0.0,0.97,100,14,1,15
46,0.9334306863386878,-3.4948459179863445,-0.4942091366699373,-0.15431488433759954,-0.10995887741798129,0.004194,0.01,0.0,0.97,100,14,1,15
47,0.9308892617449664,-3.509118056530731,-0.5012607616115109,-0.15639860773596698,-0.11146239650883664,0.004141,0.01,0.0,0.97,100,13,1,14
48,0.9374761026050239,-3.5210826428305326,-0.5072522272734848,-0.15835724474020155,-0.11273844137898091,0.00409,0.01,0.0,0.97,100,14,1,15
49,0.9352806414662085,-3.5340412705980326,-0.5136572140282025,-0.16030776297606433,-0.11416780111730332,0.004041,0.01,0.0,0.97,100,14,1,15
50,0.935350179536226,-3.5467439391128743,-0.5198907120719657,-0.16232861793338169,-0.11567706415706927,0.003992,0.01,0.0,0.97,100,14,1,15
51,0.9300939488837257,-3.559661397177515,-0.5263078667757731,-0.16439392221783636,-0.11718842901297492,0.003945,0.01,0.0,0.97,100,14,1,15
52,0.938186629153269,-3.5713112331954453,-0.5321157394751738,-0.16610744084793388,-0.11852617117334767,0.003898,0.01,0.0,0.97,100,14,1,15
53,0.9348714170908117,-3.5836621991336077,-0.5382425970162971,-0.16785237163176545,-0.11982055366210993,0.003853,0.01,0.0,0.97,100,14,1,15
54,0.9349350692929768,-3.5957231729237855,-0.5441807914353483,-0.16966330269938812,-0.12120291196411545,0.003809,0.01,0.0,0.97,100,14,1,15
55,0.9315125839347611,-3.6080347216458812,-0.5502581148731527,-0.17140724244892316,-0.12251401747956371,0.003766,0.01,0.0,0.97,100,14,1,15
56,0.9358758583546519,-3.6194098318057906,-0.5559237419014729,-0.17318362092692183,-0.12377884645813321,0.003724,0.01,0.0,0.97,100,14,1,15
57,0.9257792839647015,-3.6329453331244235,-0.5625388741817652,-0.17538090075484994,-0.1253482192433626,0.003682,0.01,0.0,0.97,100,14,1,15
58,0.9363179395793756,-3.6436687833262127,-0.567908944472418,-0.1770223542528727,-0.12670016576251325,0.003642,0.01,0.0,0.97,100,14,1,15
59,0.9341923063933264,-3.654274861961103,-0.5732761949404271,-0.17879127095848357,-0.1279252716443554,0.003602,0.01,0.0,0.97,100,14,1,15
60,0.9348083494028891,-3.6653854378304267,-0.5786881925054456,-0.18052194877097325,-0.1290556942839752,0.003564,0.01,0.0,0.97,100,14,1,15
61,0.9301527228883382,-3.6776337630907663,-0.5849260578999315,-0.1824380802355019,-0.13040790915738296,0.003526,0.01,0.0,0.97,100,13,1,14
62,0.9230211704422869,-3.6911416782831696,-0.5916369036863586,-0.18454533614624757,-0.1318675858552323,0.003489,0.01,0.0,0.97,100,14,1,15
63,0.9300187554424275,-3.702400028050875,-0.5971258593907269,-0.18641306330959134,-0.13320192323306845,0.003453,0.01,0.0,0.97,100,14,1,15
64,0.9359135250907752,-3.712923236623146,-0.6022995217510673,-0.1879126922915088,-0.13439793605772415,0.003417,0.01,0.0,0.97,100,14,1,15
65,0.9253947412719254,-3.7247796186888187,-0.6081585509808124,-0.18990346393054772,-0.1358630570775196,0.003382,0.01,0.0,0.97,100,14,1,15
66,0.9353582162225692,-3.7350256128436308,-0.6132527183517372,-0.19142505203440977,-0.13699618802668445,0.003348,0.01,0.0,0.97,100,14,1,15
67,0.935540481252742,-3.7454045059412153,-0.6184046248221609,-0.1930588453905642,-0.13808746395901408,0.003315,0.01,0.0,0.97,100,14,1,15
68,0.9360409659119434,-3.755665900167122,-0.6234418580474225,-0.19463879875833545,-0.1391856468580518,0.003282,0.01,0.0,0.97,100,14,1,15
69,0.935840448194307,-3.765570604978132,-0.6281933880706723,-0.19630188293826142,-0.14035837909686602,0.00325,0.01,0.0,0.97,100,14,1,15
70,0.9374494609164421,-3.7750267141919305,-0.6328021513652783,-0.19780223757826051,-0.141406802514128,0.003219,0.01,0.0,0.97,100,14,1,15
71,0.9364121256709081,-3.7850382177430566,-0.637631209145188,-0.1992901829545639,-0.14247312413829386,0.003188,0.01,0.0,0.97,100,14,1,15
72,0.9363239979875901,-3.794725091305345,-0.6424176349559491,-0.20073943360423796,-0.14342443161156848,0.003157,0.01,0.0,0.97,100,14,1,15
73,0.9311703242822845,-3.8049410601402998,-0.647472227002048,-0.20237922007102838,-0.14455617553861286,0.003128,0.01,0.0,0.97,100,14,1,15
74,0.9339368647775459,-3.8149159877525234,-0.6524197313522468,-0.20388817186428637,-0.14570043863878943,0.003098,0.01,0.0,0.97,100,14,1,15
75,0.9340638930163447,-3.824588710507604,-0.6573494301823732,-0.20532254138922712,-0.14680418532102085,0.00307,0.01,0.0,0.97,100,14,1,15
76,0.9412071372113752,-3.832349695116179,-0.6611131806211116,-0.20652958412135425,-0.14766562409322256,0.003042,0.01,0.0,0.97,100,14,1,15
77,0.9309187456166717,-3.842625790120703,-0.6662774931898906,-0.20812289191977468,-0.1488168170500506,0.003014,0.01,0.0,0.97,100,14,1,15
78,0.9304309852531156,-3.8526744048026207,-0.6711901600084547,-0.20966983642286025,-0.14989320789046826,0.002987,0.01,0.0,0.97,100,14,1,15
79,0.9355683247764441,-3.861740943502259,-0.6756924628213297,-0.21107050467993027,-0.1509094186400227,0.00296,0.01,0.0,0.97,100,13,1,14
80,0.9346690626941874,-3.867762058367857,-0.6785574144436519,-0.21238310172093217,-0.15178581014912634,0.002934,0.01,0.0,0.97,100,14,1,15
81,0.9331255550528662,-3.87728476957095,-0.6832686109520967,-0.21386067765883693,-0.15284064179158224,0.002909,0.01,0.0,0.97,100,14,1,15
82,0.939419478811988,-3.8849950164183475,-0.687006482341035,-0.21511556196777235,-0.15379085833032496,0.002883,0.01,0.0,0.97,100,14,1,15
83,0.9358235146653296,-3.8938073403181455,-0.691363176884418,-0.21639924838643718,-0.1548098978854397,0.002859,0.01,0.0,0.97,100,14,1,15
84,0.9362831858407079,-3.902230071123917,-0.6954415758792464,-0.21770410563892093,-0.15576801811999536,0.002834,0.01,0.0,0.97,100,14,1,15
85,0.9318756255194992,-3.911369170094142,-0.6999503259671056,-0.21913285837654162,-0.15676514803654576,0.00281,0.01,0.0,0.97,100,14,1,15
86,0.9298549249172817,-3.9205447511844245,-0.704455556039934,-0.22057011705654164,-0.15782592221402186,0.002787,0.01,0.0,0.97,100,14,1,15
87,0.9298015472586613,-3.930110519786493,-0.7092569766417188,-0.22207943970721192,-0.1589041264661272,0.002763,0.01,0.0,0.97,100,14,1,15
88,0.9351585496387477,-3.938725670557854,-0.7134144116823677,-0.2234218296412259,-0.15986773917235034,0.002741,0.01,0.0,0.97,100,14,1,15
89,0.9337702481293177,-3.9473816724722206,-0.7176403924683322,-0.22478900103897922,-0.16080781204405914,0.002718,0.01,0.0,0.97,100,14,1,15
90,0.9349291580937087,-3.955262722268991,-0.7215481879187893,-0.22607077607625556,-0.16170750058057512,0.002696,0.01,0.0,0.97,100,14,1,15
91,0.9372960848287113,-3.9630862059728997,-0.725350452913895,-0.227261364722383,-0.16260230773996293,0.002674,0.01,0.0,0.97,100,14,1,15
92,0.9355008132285172,-3.971110540369297,-0.7293830933931703,-0.22852528407017914,-0.16354609399345954,0.002653,0.01,0.0,0.97,100,14,1,15
93,0.9327122499498227,-3.9782247165984197,-0.7330694104513961,-0.2298708831993425,-0.16446660365519739,0.002632,0.01,0.0,0.97,100,14,1,15
94,0.9385125371865704,-3.985052473356864,-0.7363862891122425,-0.23088829586383663,-0.16520630719590015,0.002611,0.01,0.0,0.97,100,14,1,15
95,0.9323625957410993,-3.9934638513701337,-0.7405039737713086,-0.23222093575431743,-0.16606400309839567,0.002591,0.01,0.0,0.97,100,14,1,15
96,0.9392340857215318,-3.9990088529631582,-0.743089500756982,-0.23324611374271523,-0.16680393773467558,0.002571,0.01,0.0,0.97,100,14,1,15
97,0.933102614071635,-4.006104865461402,-0.7467983846172713,-0.23457854269623615,-0.16771155170653365,0.002551,0.01,0.0,0.97,100,14,1,15
98,0.9381889896504062,-4.01339160265448,-0.7504212855386276,-0.23569113819017623,-0.1684818761050264,0.002532,0.01,0.0,0.97,100,14,1,15
99,0.936491126180756,-4.020225246911505,-0.7539229464144839,-0.23679925644332417,-0.16922509423601426,0.002513,0.01,0.0,0.97,100,14,1,15
100,0.9334713779974617,-4.027968966996745,-0.7577880800657911,-0.23801830990019313,-0.1701146850071868,0.002494,0.01,0.0,0.97,100,14,1,15
101,0.9370491138556151,-4.025749980480034,-0.7562937106066578,-0.23863391223230812,-0.17081557014865562,0.002475,0.01,0.0,0.97,100,14,1,15
102,0.9394005467872059,-4.032284381253257,-0.7595513272509562,-0.23973345625090944,-0.17158484439462196,0.002457,0.01,0.0,0.97,100,14,1,15
103,0.9413587563924544,-4.038527814735141,-0.7626541997519203,-0.24073184242492723,-0.17231561327685677,0.002439,0.01,0.0,0.97,100,14,1,15
104,0.9326511783946994,-4.046129284538912,-0.7664387900703771,-0.2418719896629712,-0.17323995809760012,0.002421,0.01,0.0,0.97,100,14,1,15
105,0.9347764643290605,-4.053480230700062,-0.7701223289500398,-0.24299078841467223,-0.17405609664967722,0.002404,0.01,0.0,0.97,100,14,1,15
106,0.9296985160813805,-4.061168865174881,-0.7738816947566922,-0.24427652886825452,-0.17499391212277354,0.002386,0.01,0.0,0.97,100,14,1,15
107,0.9225534781876369,-4.070267501145768,-0.7783500415853019,-0.24576184883698562,-0.17604313393908125,0.002369,0.01,0.0,0.97,100,14,1,15
108,0.9264485389664479,-4.0787886874954555,-0.7825188182347143,-0.24723233106907846,-0.17703900770948117,0.002352,0.01,0.0,0.97,100,14,1,15
109,0.9248738114802206,-4.08736008246042,-0.786730295497098,-0.24850536884358623,-0.17797747047549356,0.002336,0.01,0.0,0.97,100,14,1,15
110,0.9323789217179409,-4.094681477754139,-0.7904216465145635,-0.24965710209128836,-0.17879278426504558,0.00232,0.01,0.0,0.97,100,14,1,15
111,0.9331986897710494,-4.101947754951434,-0.7940223267958618,-0.25076948095075485,-0.1795579724167065,0.002304,0.01,0.0,0.97,100,13,1,14
112,0.9341920651824805,-4.108587419394227,-0.7973034555692319,-0.2518077900337648,-0.18035229665463307,0.002288,0.01,0.0,0.97,100,14,1,15
113,0.9292384382948939,-4.116010773120976,-0.801022849100753,-0.25297248564291996,-0.18111818407387978,0.002272,0.01,0.0,0.97,100,14,1,15
114,0.9343153868093887,-4.123104001443182,-0.8046389087915,-0.25400700092160605,-0.18191192987260518,0.002257,0.01,0.0,0.97,100,14,1,15
115,0.9350651545625095,-4.129939294395926,-0.8080680195758623,-0.2550657174030894,-0.1826870672456705,0.002241,0.01,0.0,0.97,100,14,1,15
116,0.934804396201736,-4.136494516873788,-0.8113147933338738,-0.2560831635458288,-0.18343356634842523,0.002226,0.01,0.0,0.97,100,14,1,15
117,0.9318923056443025,-4.141208139525291,-0.8136062952037921,-0.2571882897763383,-0.18419567025756178,0.002212,0.01,0.0,0.97,100,14,1,15
118,0.9301857013331543,-4.148534826208751,-0.8173028586560767,-0.25827818210380715,-0.1850018679594137,0.002197,0.01,0.0,0.97,100,14,1,15
119,0.9325790115822372,-4.155461198160921,-0.8207911092088512,-0.25934901630138585,-0.1857377682449984,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.9358189170595835,-4.16206830812817,-0.8240042283334946,-0.26035556829517975,-0.18647217753577375,0.002168,0.01,0.0,0.97,100,14,1,15
121,0.9390701509364116,-4.168173111648907,-0.8269706254965297,-0.2612714581831295,-0.18707321173497796,0.002154,0.01,0.0,0.97,100,13,1,14
122,0.9343573297324669,-4.174425131595714,-0.8300890803114775,-0.26227050624851256,-0.1877807320307637,0.00214,0.01,0.0,0.97,100,14,1,15
123,0.9338728285040713,-4.181066632082682,-0.8333817879207449,-0.26325072472434835,-0.1885134611698112,0.002127,0.01,0.0,0.97,100,14,1,15
124,0.9256494928732688,-4.188828682009709,-0.837163221528476,-0.26453040214952694,-0.18938116138315572,0.002113,0.01,0.0,0.97,100,14,1,15
125,0.9277811715197176,-4.196126709650164,-0.8408273076729997,-0.2656215234426703,-0.19019988198215193,0.0021,0.01,0.0,0.97,100,14,1,15
126,0.9344596072624476,-4.202452698526937,-0.8439154814435831,-0.2665906527395412,-0.19091962413102867,0.002087,0.01,0.0,0.97,100,14,1,15
127,0.933904797259673,-4.208599387428637,-0.8469465311211835,-0.26754486048768467,-0.19165077966695696,0.002074,0.01,0.0,0.97,100,14,1,15
128,0.934021686465173,-4.21496937068245,-0.8501192459288889,-0.26852762100945704,-0.192386397277433,0.002061,0.01,0.0,0.97,100,14,1,15
129,0.9341481456575098,-4.221152043601488,-0.8531424104978277,-0.2695282517181675,-0.193110678831614,0.002048,0.01,0.0,0.97,100,14,1,15
130,0.9331749033521329,-4.227378448680117,-0.8562218547728464,-0.2705259133290636,-0.19386655079790124,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.932865883463399,-4.231748140326956,-0.8582511982213001,-0.27149602215224816,-0.19450893171827704,0.002023,0.01,0.0,0.97,100,14,1,15
132,0.9340430533633342,-4.237004186860819,-0.8608927947782004,-0.2724713714114633,-0.19518567313579294,0.002011,0.01,0.0,0.97,100,14,1,15
133,0.9372552990414473,-4.242768453201037,-0.8637862273267883,-0.27332269704581846,-0.19582650955594305,0.001999,0.01,0.0,0.97,100,14,1,15
134,0.932260421800384,-4.249030378184335,-0.8669385390307087,-0.2743751313309757,-0.1965311350722224,0.001987,0.01,0.0,0.97,100,14,1,15
135,0.9344522223159315,-4.25458152714443,-0.8696939815162018,-0.2752886384609096,-0.19717223614267557,0.001975,0.01,0.0,0.97,100,14,1,15
136,0.9326661517278436,-4.260593998419196,-0.8726500935552534,-0.27627351161059743,-0.1978627806489465,0.001963,0.01,0.0,0.97,100,14,1,15
137,0.9383843690159461,-4.265582554487913,-0.875089005045216,-0.2770985647360077,-0.19845654381416905,0.001952,0.01,0.0,0.97,100,14,1,15
138,0.9314144819604488,-4.271694897951779,-0.8780726534548959,-0.27805336021987365,-0.19918131621777463,0.00194,0.01,0.0,0.97,100,14,1,15
139,0.9342096516883808,-4.276825762576235,-0.8806342994677516,-0.2789915978610225,-0.19980228149023446,0.001929,0.01,0.0,0.97,100,14,1,15
140,0.9335667292438311,-4.282599939717287,-0.8834690236728292,-0.27989276047751066,-0.20049390622299315,0.001918,0.01,0.0,0.97,100,14,1,15
141,0.9362597411340953,-4.2882584994025805,-0.8862492923752179,-0.28079388123197,-0.2010823957393198,0.001907,0.01,0.0,0.97,100,14,1,15
142,0.9357182408510496,-4.293632416537931,-0.8888913593154092,-0.28163611106503894,-0.20169836722194265,0.001896,0.01,0.0,0.97,100,14,1,15
143,0.9345299521239702,-4.299359738694838,-0.8917815681005135,-0.28255621200760594,-0.2023681651078386,0.001885,0.01,0.0,0.97,100,14,1,15
144,0.9393347039196522,-4.3039806994570595,-0.8940415709474224,-0.28334481931113464,-0.20293426488152608,0.001875,0.01,0.0,0.97,100,14,1,15
145,0.9302572038959073,-4.309971390733449,-0.8969801519032715,-0.28430149455477927,-0.2035946337286761,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.9381095968869497,-4.315224788465602,-0.899547874275794,-0.28514989454228196,-0.2041778724752107,0.001854,0.01,0.0,0.97,100,14,1,15
147,0.9370624640670973,-4.3205327042059025,-0.9021906426726068,-0.28592888953556517,-0.20476322788549986,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9373331292621124,-4.3257319895958455,-0.9047743290460483,-0.2866795696523813,-0.20536357610643421,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9376512910166757,-4.331084308687072,-0.9073922394447993,-0.28751999597097927,-0.20596089061862963,0.001823,0.01,0.0,0.97,100,14,1,15
150,0.9438332171340147,-4.335381728840583,-0.909485646812014,-0.28824123974558136,-0.20645866137960076,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9292963068229315,-4.341501784859329,-0.9124844577708665,-0.28915902404439053,-0.20711395278046973,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9312724538390843,-4.343403307515527,-0.9135530229329185,-0.290043511593267,-0.20764150722759697,0.001794,0.01,0.0,0.97,100,14,1,15
153,0.9417005262106175,-4.347826446801643,-0.9157527755269231,-0.29073964296592564,-0.2081726144023529,0.001784,0.01,0.0,0.97,100,14,1,15
154,0.9332766751653918,-4.353446294055729,-0.9185231980052043,-0.29161051616061007,-0.20880802974984694,0.001774,0.01,0.0,0.97,100,13,1,14
155,0.931036209746081,-4.359078841615926,-0.9213712864074752,-0.2924798686128003,-0.20945542363341052,0.001765,0.01,0.0,0.97,100,14,1,15
156,0.9301887432955394,-4.363681261662584,-0.9237025917870529,-0.2933333649114098,-0.21006671611413774,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9308502570152524,-4.369378329726923,-0.9265355618565138,-0.2941920321178684,-0.21069663694779606,0.001746,0.01,0.0,0.97,100,13,1,14
158,0.938079297525527,-4.372789373501123,-0.9283077395827809,-0.2949146238614922,-0.2112232529913606,0.001737,0.01,0.0,0.97,100,14,1,15
159,0.9357833984043457,-4.377707003639971,-0.9307272684221448,-0.2957351718456699,-0.21178165441228314,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.9312141652613828,-4.383080072677085,-0.9334344740135949,-0.29663177996571555,-0.21239706067695915,0.001719,0.01,0.0,0.97,100,14,1,15
161,0.9331335645264469,-4.386463187269442,-0.9349205629130024,-0.29740625176858265,-0.21291964946609981,0.001711,0.01,0.0,0.97,100,14,1,15
162,0.9421059732200074,-4.389217802220395,-0.9361657857393684,-0.2980629122962158,-0.21335879044831077,0.001702,0.01,0.0,0.97,100,14,1,15
163,0.9369027116469119,-4.394137121372072,-0.9385515857365531,-0.2988187646447011,-0.21390171103633943,0.001693,0.01,0.0,0.97,100,14,1,15
164,0.9270453973315431,-4.399967067242448,-0.9414711472173838,-0.29973074312819403,-0.2145446630110222,0.001685,0.01,0.0,0.97,100,14,1,15
165,0.9317833891290817,-4.404981115955601,-0.9440090901515982,-0.30058506698537113,-0.21515749282851504,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9335545933925232,-4.410018684107976,-0.9465106227183988,-0.3013632010232065,-0.21573131929081785,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9328911889329917,-4.414692774635471,-0.9488681032432895,-0.3022101063443548,-0.21631663474568041,0.001659,0.01,0.0,0.97,100,14,1,15
168,0.9321305260307359,-4.419863320114496,-0.9514225653566385,-0.30306439840335253,-0.21690057923091108,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.9290712468193384,-4.425380605349668,-0.9541766248081106,-0.3039421212293148,-0.21751647865158824,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9370374721014918,-4.430119750740414,-0.9565275649595887,-0.30464732208194467,-0.21804833231938223,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.935573943542071,-4.434865173735031,-0.9588606247353315,-0.305394659952486,-0.21859935520276152,0.001627,0.01,0.0,0.97,100,14,1,15
172,0.9261653055430299,-4.440593918244049,-0.961685939689221,-0.30628546872160095,-0.2192520613870908,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.932315925081756,-4.445695565206348,-0.9642470540917254,-0.30710714128777056,-0.2198335539714901,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.9375136662573798,-4.450045156674028,-0.9664025637031676,-0.3078053243425623,-0.22036386252590937,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.931314498392827,-4.454976585525698,-0.9688259736742802,-0.3086051535022357,-0.22091016324822377,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9360055193767143,-4.45960888468972,-0.9711384414427765,-0.30934074069587364,-0.22144577618898023,0.001588,0.01,0.0,0.97,100,14,1,15
177,0.9311408187758368,-4.464225440991327,-0.9733695790923491,-0.3100923475318884,-0.22198132051274908,0.00158,0.01,0.0,0.97,100,14,1,15
178,0.9321025224859674,-4.4690510311948115,-0.9757871471383227,-0.31081916886354877,-0.22250846800387503,0.001573,0.01,0.0,0.97,100,14,1,15
179,0.933935562598512,-4.473521473567231,-0.9779855614182663,-0.31154137286430217,-0.2230295972856066,0.001565,0.01,0.0,0.97,100,14,1,15
180,0.9390501407695402,-4.477871094114068,-0.9801461248099443,-0.3121960323546435,-0.2235105200433693,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.9340767410074341,-4.482428749923922,-0.9823668375904472,-0.3129280824289793,-0.22402810887062952,0.001551,0.01,0.0,0.97,100,14,1,15
182,0.9336974916640137,-4.487139121669902,-0.9846990607871012,-0.3137300574898159,-0.2245992200870469,0.001544,0.01,0.0,0.97,100,14,1,15
