episode,service_level,squared_starvation_penalty,squared_congestion_penalty,work_ratio,imbalance_concentration
40,0.9354403430387718,-111.4557742420677,-75.44546670012494,-221.344864639391,-6.916416859270757
41,0.9402566398090122,-112.3260699271574,-75.99177247762651,-220.60767686726302,-6.853642788006869
42,0.9353312302839116,-113.31896425585163,-76.65557451249501,-220.31653774401036,-6.821445641119836
43,0.9330921151816675,-114.24871471652375,-77.23551049545685,-219.7072080735823,-6.759152820219335
44,0.9361192763417073,-115.26453423282277,-77.85351256696697,-219.39670019803188,-6.705783376250036
45,0.9314585945429578,-116.0327447273396,-78.30253514351459,-217.9728756610282,-6.606293127450667
46,0.932846406905502,-117.44940381122048,-79.21440364914783,-221.09362989191249,-6.710990721974532
47,0.9243745835604822,-118.21570531925548,-79.6369402030187,-219.74815752917112,-6.619832830571559
48,0.9396272162448855,-119.21155190068778,-80.33685626075524,-220.69767319119603,-6.637784398647961
49,0.9353245814765747,-119.73575439742793,-80.55481928281662,-218.2774536694624,-6.50715256117366
50,0.9283928789172052,-120.34287276401938,-80.88672500570063,-216.80730978792053,-6.409482244390864
51,0.9332685946651291,-121.31355371156552,-81.4713945100194,-217.18946031377772,-6.39881197973068
52,0.9324406204556471,-122.15015405173455,-81.97186930314349,-217.6671782229797,-6.412381865777208
53,0.9297866034380557,-123.18207439351713,-82.55879037780163,-218.17662309938538,-6.415096457854677
54,0.9281509433962264,-124.08168694921245,-83.12024982439026,-218.10888581620014,-6.372101979850198
55,0.9301239021793772,-124.91024580661036,-83.6677782272356,-218.16828473685555,-6.342303599179909
56,0.9290824915824916,-125.610577410645,-84.08036875412864,-217.40547657673574,-6.279057742149101
57,0.9401156755153492,-126.4807099614916,-84.56507064853609,-217.58508304948674,-6.264792353777467
58,0.9308005840126536,-127.55715651968455,-85.21466113916941,-219.30925156390722,-6.321309139108846
59,0.9402957989293168,-128.27053894514202,-85.63095758487424,-218.32083107095042,-6.250628588204688
60,0.9388471637051963,-128.83241631970765,-85.93311752523766,-217.23754973869282,-6.180014806791701
61,0.9377728933376898,-129.46074029154966,-86.3248854628801,-216.47577461223344,-6.13045572503055
62,0.929490048637842,-130.36926769424684,-86.87055050122007,-217.20190211487974,-6.130327097434621
63,0.925540504171526,-130.97007691596102,-87.16750933044527,-215.87233292942224,-6.0555246580483075
64,0.9435583936083285,-131.65999489119866,-87.58721261395276,-215.427418983438,-6.015415630465532
65,0.9304583358694991,-132.45774676093492,-88.09535764387509,-215.44597693378654,-5.982533158111002
66,0.9385978218002002,-132.90980624984076,-88.36255687575593,-213.31319167656946,-5.860447532810102
67,0.9378449724022078,-133.8187313654927,-88.94743790052355,-214.32664020771162,-5.872455973254337
68,0.9389767948446435,-134.44271722905623,-89.31440419878551,-213.65239421240508,-5.8128698971903345
69,0.9328490912926851,-135.04718886773753,-89.62889683155917,-213.01549136112206,-5.77442577252291
70,0.938871757663704,-135.5305124875762,-89.89914270018589,-211.7756216216186,-5.702535778299505
71,0.9331018312409106,-136.07656109542404,-90.22347970070918,-210.9273778470419,-5.648357411592521
72,0.934127623995939,-136.90741231662656,-90.75025186987553,-211.5398955560244,-5.647234478549881
73,0.9351995852773458,-137.75263266427515,-91.26355479586496,-212.50553338724188,-5.672346412614195
74,0.9377662306274734,-138.3135215834854,-91.6419525441706,-212.12731325603383,-5.631320132746185
75,0.9242347167778808,-139.1526914075965,-92.1516752014967,-213.19724633073477,-5.656682983022063
76,0.9342353964777534,-139.85410463488455,-92.55426358725117,-213.31533557586084,-5.644252711101533
77,0.9368744486021113,-140.48083046469475,-92.87548743369342,-212.9641406683324,-5.593764593450632
78,0.9333557108419029,-141.07160864832844,-93.21082596362787,-213.10124964392446,-5.579520059200817
79,0.9318086193424295,-141.63160473427638,-93.48259000879428,-212.5698218707182,-5.5268797987347025
80,0.9293653639297239,-142.31731819978256,-93.86128249667172,-213.07149772661472,-5.529406692452837
81,0.9347943560492344,-142.70590884154964,-94.07777825500106,-212.21812013037805,-5.470435766227855
82,0.9298208830048523,-143.4478015505666,-94.54754366898742,-213.35694910324358,-5.495879372352006
83,0.9431498470948012,-143.9156868243722,-94.78837635025403,-212.6603038585597,-5.441763583688907
84,0.9285024446188206,-144.16286309879362,-94.88494111462538,-211.1304316526594,-5.358734387608294
85,0.930779811027389,-144.78560952558317,-95.2717949633489,-211.36449029045872,-5.354957956575451
86,0.9387268062764752,-145.36175765056072,-95.63055486681002,-211.55227013926543,-5.341576733299598
87,0.9391293840437422,-145.90990416042985,-95.93378054421888,-211.56486481674384,-5.31766818333521
88,0.9311051938909803,-146.6375802643452,-96.33798982174041,-212.76583761233434,-5.358241507859696
89,0.9348374692062729,-147.2705458777217,-96.71692021089041,-213.6107449518804,-5.377553079100461
90,0.9292858874878759,-147.4653594182148,-96.82235815970579,-211.94427093639,-5.286869045830268
91,0.9394923796223207,-147.73745051319037,-96.98858096601883,-210.96831302781,-5.229041134152074
92,0.933857553304098,-148.10342228108996,-97.16904769200053,-210.46444668089492,-5.191575951918478
93,0.9280588500225191,-148.58437152300775,-97.44625209300108,-210.41972282009291,-5.162090514739295
94,0.9362601922842887,-149.27804442214264,-97.86086874828347,-211.71192184727482,-5.202738257295955
95,0.9406082717784623,-149.81415158129232,-98.19437654890471,-212.34567723815064,-5.214947255592772
96,0.936272002407101,-150.1970858573647,-98.44293622294227,-212.21914641307458,-5.204610119318651
97,0.9344673981284941,-150.6926380579625,-98.75542986892614,-212.50376918020376,-5.203842682353478
98,0.9356081121742793,-150.79057704701185,-98.79043170566767,-210.59782712830045,-5.113516512569764
99,0.9351703255109766,-151.1908090132407,-99.04989704667936,-210.479360613654,-5.100024633187733
100,0.9367850512068037,-151.5137097131312,-99.25595227772473,-210.28771551850681,-5.084648848339436
101,0.9344173441734417,-152.05561583212156,-99.5627631772974,-211.10074623482657,-5.110094791368775
102,0.9319332288779076,-152.36892342835162,-99.74369213558292,-210.5368135617699,-5.072317522400722
103,0.9378919080322484,-152.6061175729679,-99.85460496343312,-209.6759093659408,-5.028770219838633
104,0.9368263564471314,-153.07554387518036,-100.14279128614221,-210.14408623077566,-5.047401159529296
105,0.9331498230436492,-153.3793082787866,-100.3094083481092,-209.83563814165544,-5.028416992704412
106,0.9330942031188254,-153.6459597902809,-100.44407572625155,-209.49264937928808,-5.010421677518712
107,0.9333934475503457,-154.15035986141163,-100.77769921983926,-210.20415864445633,-5.025792014361982
108,0.9303641072970318,-154.43436604206684,-100.91474156636215,-209.47501794995847,-4.984379255693043
109,0.9345078282904462,-154.57194052186037,-100.93064346349111,-208.37776725804113,-4.937157209340262
110,0.9349901500227307,-154.87429809860575,-101.05053960297029,-207.9354484654299,-4.906760356391116
111,0.9363579268475043,-155.3030936296448,-101.31136575199781,-208.3725357044675,-4.91140804358844
112,0.9339065018807093,-155.53520383994524,-101.42438874645339,-207.87768417412917,-4.880998549913039
113,0.9359828076760095,-155.87173694287273,-101.5956495246918,-207.80032658543982,-4.8646600382189265
114,0.9386310697007705,-156.18701270027444,-101.77755979974128,-207.77936956110494,-4.861176068226652
115,0.9345027113817443,-156.5556487536242,-101.98948693494005,-208.0985577196424,-4.872755495066049
116,0.9374224428292856,-156.97589680769786,-102.22140657839249,-208.42337750140504,-4.875117336895059
117,0.9368937851754281,-157.18669992240808,-102.33346153407226,-208.06504077624672,-4.853980037012353
118,0.9366254401011104,-157.3674737677041,-102.41318818680807,-207.59319950886413,-4.823729397203243
119,0.9342069424689041,-157.7347783307129,-102.61973531121058,-208.04364876852455,-4.83850550834313
120,0.9254976360405939,-158.0198507300999,-102.7964812038717,-208.28968130493348,-4.840649956881573
121,0.934015037593985,-158.26686395978444,-102.9513843608361,-208.0538525195212,-4.8156513075996035
122,0.935326675490314,-158.51100795788648,-103.0902297168629,-208.04949072534907,-4.805822165998304
123,0.9353312775066615,-158.71206740961085,-103.17831299241713,-207.6750276600888,-4.788283098979323
124,0.9395488996438681,-158.84547885840942,-103.24843735006452,-206.85932126899147,-4.737083455515489
125,0.928054529621956,-158.99776924917364,-103.31216332740608,-206.33702114348432,-4.711463788471694
126,0.9330548961870136,-159.12431312493445,-103.33695204913317,-205.72190378583224,-4.683282621471189
127,0.9320631661583985,-159.33550050462006,-103.43948178168202,-205.71577799441297,-4.6807492131104
128,0.9397159926746524,-159.37637576454992,-103.40370236281748,-204.83941662344992,-4.638496837765823
129,0.9287880152511333,-159.5484808934174,-103.45521576285759,-204.4166134984379,-4.608513105000849
130,0.9422125528998033,-159.79925477732417,-103.58251920388143,-204.7684805434454,-4.621548625397398
131,0.9296851393001753,-160.09686760566692,-103.73173174644465,-205.28621205012297,-4.642445778449489
132,0.9375868947591126,-160.44428438088644,-103.89425425927509,-205.99335495010172,-4.671865080480298
133,0.9332333982911107,-160.7380791005801,-104.07276647029323,-206.7735857266928,-4.700127066476769
134,0.9251563019118668,-160.9648802529318,-104.17575530248676,-206.81376313520536,-4.699804388503813
135,0.9355864811133201,-161.13574944939776,-104.2569447820648,-206.55118068046875,-4.6874518136011245
136,0.9311041159351429,-161.3676909740319,-104.36694740627745,-206.6804495558654,-4.688146314166643
137,0.9289353958143767,-161.71006860044244,-104.56752313974707,-207.4810852478554,-4.719008433028575
138,0.9325751907825827,-161.93236432270703,-104.67085026150512,-207.52873238739855,-4.7147965443108095
139,0.9332063907649282,-161.87821690495312,-104.60556659008174,-206.11986939748977,-4.654736466474867
140,0.9314032656504188,-162.0456200768642,-104.68730984527605,-206.14727251841808,-4.652264036995632
141,0.935064935064935,-162.21205032033515,-104.74932880526026,-205.95351134787674,-4.63860440641535
142,0.9322479308886606,-162.41375991227952,-104.88195241055284,-206.11135981231024,-4.6383860317247905
143,0.9312906220984215,-162.83037038958048,-105.16225494733452,-207.4529634637704,-4.695327228323749
144,0.9337146602317753,-162.9348882782785,-105.22119014098841,-207.06552301550147,-4.6710298885665695
145,0.939016274426765,-163.12042401889056,-105.31956559428556,-207.15358322071026,-4.677199027729208
146,0.9320897956762848,-163.3302663444658,-105.42732429701033,-207.21781118891647,-4.671048743147734
147,0.9370646168628393,-163.5941846644245,-105.57393714621928,-207.76808384832577,-4.687417302678723
148,0.9372371009229838,-163.89582844077464,-105.7580696375783,-208.69128391506956,-4.721111855192675
149,0.9372913471081837,-164.07878765774365,-105.84549011828129,-208.78949286557045,-4.724486485159016
150,0.9430936368339369,-164.12999673823234,-105.86470525283654,-208.17882239772126,-4.69222294497917
151,0.9374962146447823,-164.28063533166508,-105.93625562942003,-208.19129847504107,-4.691709766740713
152,0.9402976260777135,-164.42432618381423,-106.01598175040795,-208.10998015506533,-4.687083931066211
153,0.9342232715825161,-164.40820322629722,-105.97481964587851,-207.1390943292153,-4.642306123923839
154,0.9355394378966455,-164.45066383200853,-105.98012718204235,-206.49290607716102,-4.615557171105591
155,0.9407112219754814,-164.5705649276561,-106.03703036383168,-206.42308650769257,-4.613346145223556
156,0.928083973436974,-164.6976735859988,-106.10480915748957,-206.23508490644062,-4.602688826198326
157,0.9380693815987934,-164.6935338226827,-106.06492817962064,-205.34962539982715,-4.559043756626977
158,0.9399137776181067,-164.84257472103636,-106.14892727688621,-205.36559023072874,-4.5550818785278535
159,0.9373394966615306,-164.92498394349838,-106.16396141705663,-205.02513690229486,-4.538011529418059
160,0.931703484331087,-165.04795773394437,-106.24178018355951,-204.94474804292318,-4.535586203558399
161,0.9347446398458203,-165.20402701782066,-106.31607038802645,-204.9263013176486,-4.535082219225957
162,0.936917930015974,-165.29656683718324,-106.34632251664983,-204.60949438753443,-4.517162642490767
163,0.9364051906617173,-165.36308089061643,-106.35914000465102,-204.36491153948785,-4.505554319421692
164,0.9355679476300157,-165.4421637313738,-106.3876484478238,-204.0103433089337,-4.482077581616719
165,0.9327959423965221,-165.61515946505648,-106.47831779966016,-204.18541021466288,-4.48522980776347
166,0.9355935262619578,-165.68832167269002,-106.50283063068207,-203.87710081291397,-4.464480880266048
167,0.9333780324271608,-165.79178795833914,-106.54368343590137,-203.81922391526618,-4.460138861606672
168,0.9342029946072967,-165.93042127380542,-106.61715516334596,-203.9969935193129,-4.465850620706735
169,0.9340722570485449,-166.05875282567723,-106.67070017954909,-203.83650090038728,-4.456383095647581
170,0.9375688578773411,-166.13152882003328,-106.69899391343128,-203.4173038386934,-4.431148433284731
171,0.9395084494694519,-166.228847635968,-106.7445534095698,-203.18633242984598,-4.42082064897602
172,0.9341531615502571,-166.44113836199517,-106.88591031600957,-203.71757957414178,-4.440085546859874
173,0.9340514661879115,-166.61250255860992,-106.987334299936,-203.8364439203246,-4.441894979676449
174,0.935440810630423,-166.7298953192088,-107.06361885228094,-203.86753036331578,-4.436575725537317
175,0.940236275191105,-166.89894957801422,-107.15634125896386,-204.09382848485885,-4.443238143949619
176,0.9366779292868348,-167.02491478232207,-107.22479031151222,-204.2268391420566,-4.448170329804013
177,0.9330353097532244,-167.16640011525007,-107.30664280503964,-204.42371769935414,-4.456821256680153
178,0.9305891604161626,-167.2598440582812,-107.35930113018252,-204.2624287649663,-4.448472566910265
179,0.9379564246484399,-167.3416372962688,-107.39128113124649,-204.04898499475118,-4.4362350674524205
180,0.9369802930157474,-167.35851668548568,-107.39695412074346,-203.51871502687683,-4.411858766387871
181,0.9398918721904993,-167.4661487572612,-107.45161377352063,-203.38045834651118,-4.402266831461885
182,0.939138066702984,-167.5040433024001,-107.45597222728135,-203.01486430961359,-4.387393931246931
183,0.9314042034724337,-167.6342242413464,-107.52616108646248,-203.16196475697865,-4.388779608727508
184,0.9384772060144971,-167.77294881243665,-107.60545162784838,-203.2773270569749,-4.388833796643945
185,0.9284565916398714,-167.90880594682392,-107.68139730849575,-203.45648284098988,-4.3976887821471475
186,0.9336759371221282,-168.02250298090397,-107.72987378835059,-203.41932355609103,-4.396847516694614
187,0.9282113990873572,-168.09178996334296,-107.76456484611143,-203.2394357600959,-4.387547884659473
188,0.934299372572453,-168.202831607779,-107.8479789766082,-203.3108981037895,-4.388502346895887
189,0.9322395504672616,-168.30290632903314,-107.89499697177436,-203.17748834536755,-4.3800545848977235
190,0.9369635273921031,-168.41572227345634,-107.97247327412236,-203.15530605589436,-4.379957198433999
191,0.9362093520056967,-168.536064247024,-108.04146326406585,-203.23682706980833,-4.38625232795137
192,0.9309340857245768,-168.62001762348402,-108.1009908469394,-203.186404424864,-4.381702236946219
193,0.9364071856287425,-168.77236029428246,-108.20077805237021,-203.53497290788383,-4.394336121645294
194,0.9332569291552312,-168.91222308552824,-108.27693710878744,-203.74784967948344,-4.406344817022624
195,0.9330082679669282,-169.0175372800905,-108.34016999417231,-203.7521714629355,-4.403501581519353
196,0.933852140077821,-169.1974702612417,-108.45578906233321,-204.27303172988147,-4.423504132096388
197,0.9340055548846757,-169.2792199859555,-108.50722565491228,-204.26285662313785,-4.422555773601171
198,0.9351838004366942,-169.39694341041292,-108.56702246264891,-204.33233238348174,-4.420506751060538
199,0.9353848930601931,-169.4876725129546,-108.61812562658812,-204.28762841852435,-4.417337984593522
