episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity,starvation_severity_max,time_of_day_fraction,multi_horizon_starvation_risk
149,0.926302490675009,-210.84940761878684,-204.8593548031237,-24.43575964281187,-21.6998937529579,-56.42341893467251,-71.36171580580753,-79.21325928254785,-118.71960087299067,-160.0688508860555
150,0.9228750678651143,-211.8362028679419,-206.8044055560132,-25.047492721728272,-22.15619774497899,-57.06248391758578,-71.87952856857893,-79.534822979788,-121.9110773683781,-161.52932450831963
151,0.9408644760104858,-207.44231055077196,-204.45739412163843,-21.0487485544424,-21.11968814372102,-57.02029605479231,-71.50082975850682,-55.41688905356291,-111.80265528172217,-155.49494909340862
152,0.933781421423835,-208.29229556022227,-205.2746775951044,-21.399399031440538,-22.133942211224944,-57.54757990132462,-71.82936993004725,-62.33204254597629,-113.46695124151432,-156.69232199628442
153,0.9302978184122386,-208.08504962609078,-205.8903754414296,-22.879150139111694,-21.134893484020264,-57.70241608765483,-71.41188076987575,-64.67056607446727,-115.90026137714405,-156.6730566614403
154,0.932163145081302,-207.91798147090455,-205.8820564457861,-21.775335920512244,-21.506537874174395,-57.76599608169103,-71.26316965238549,-66.53942055431409,-118.342669557338,-156.52500744246703
155,0.9306708684322162,-208.93162432079254,-206.8085786979133,-22.385212949515502,-21.84237965883449,-57.824154645231495,-71.8172306078465,-64.6006076658868,-118.70285843200655,-157.3641945110119
156,0.9277657787377009,-209.66181544958638,-208.13501178691274,-22.91402381679254,-21.757081538661637,-58.39196334445145,-71.85683623413632,-68.43285672768934,-121.92693925244042,-158.53684506351428
157,0.9380282540449167,-208.22857429832197,-207.4241830995281,-22.696490359107205,-20.226404682538014,-58.649856824898855,-71.85443463217591,-60.7718653021114,-118.92379557958662,-157.09833458951093
158,0.9245739910313902,-209.3969803955096,-208.08460429843575,-21.643483913401138,-22.190742885216284,-58.831728536240675,-72.46605189653566,-65.25504614398045,-118.96859430595687,-158.46351930326617
159,0.9334694001888689,-209.19493858256322,-208.21753320585785,-23.781086170499634,-20.515158841168518,-59.45035527031231,-72.17374613159932,-60.23100443703337,-117.0237918755237,-157.74404724345425
160,0.9255165785679962,-211.93528995385714,-210.11208460087425,-21.673791421030845,-24.19789712665388,-59.32206222232186,-73.32277593510096,-72.63040754416153,-120.9960232706699,-161.29103381507673
161,0.9351993519935199,-211.05117350786873,-210.3765656224555,-21.693747531782243,-23.61444323545192,-59.36803877388729,-73.23112252901221,-67.55327532201385,-117.4819018875974,-160.76730632224582
162,0.9237688128951821,-213.31194817615722,-211.77993350355666,-23.70591525624417,-24.08259677163885,-59.736927063838266,-73.81872011844149,-80.19350089827434,-123.97591907117655,-163.66440717221096
163,0.9291783845897971,-213.26215089133004,-211.98965125707343,-25.86454328711052,-22.361886892353855,-60.19690656175323,-73.73128450211664,-71.58658100717633,-117.73594250031022,-162.8179719407681
164,0.9302917386167409,-212.74806783893015,-212.32287513065708,-24.4666005247876,-23.112901194214736,-60.37838819570108,-73.7541675213456,-70.72808173094805,-115.28470429882603,-162.36199121364783
165,0.9297677902621723,-213.21680555361476,-212.00338472519218,-23.921128240802375,-22.706564737215444,-60.190538071336896,-74.30026165142637,-70.25438886882604,-119.7266915509393,-162.6967695402718
166,0.9296480894124755,-212.78589349678248,-211.63756428144893,-22.010259496307107,-23.083036904630507,-60.08345820162199,-74.771760878217,-66.95258293973212,-118.03058926764919,-161.953874270575
167,0.9279874969944698,-213.5202553951476,-212.15537157370747,-24.503697447589143,-22.086541815348262,-60.56372492095076,-74.79424616139887,-72.33572035042152,-122.79230786267976,-162.87150359041308
168,0.9268616619879864,-213.74954981661045,-212.79210423792048,-23.327016914050276,-23.031431205346543,-60.45015488615533,-74.96355587425028,-67.9827431990259,-120.53276067040005,-162.90187514566048
169,0.9242999312632617,-216.9985466804245,-214.86303715576696,-24.89581167276711,-24.591549063393146,-60.89373194064704,-75.68156536291484,-79.47983310700664,-127.17257056964223,-166.8372873822563
170,0.9210645697867836,-217.58613166886357,-215.6005561921451,-25.155297109190347,-24.500086087742023,-61.03313107683118,-76.19660372889217,-78.57124593815041,-127.91447043093333,-167.5449845595407
171,0.9283127947664689,-217.77371498663445,-216.22508218226082,-25.027334094089927,-24.696292896029288,-61.45298540787268,-76.31189201197472,-74.23080238709194,-123.50574786096587,-167.34434174537498
172,0.930705790952011,-215.8819410334189,-215.87562893979248,-24.81534067442747,-23.49673853928592,-61.49943963011189,-76.35014239013184,-72.17214270751688,-124.18014834126403,-165.6238554099934
173,0.9329903111271589,-215.15689290348044,-215.87022835721697,-24.577555121938524,-22.66074778163531,-61.61768828107311,-76.67111579278581,-67.45941240983117,-121.50511704053955,-164.73700108560755
174,0.9339792429059932,-214.13203256087036,-215.45180873597045,-23.816915901292283,-21.68812395915998,-61.883607411197374,-76.53127650209338,-60.3127788537525,-114.40164853260539,-163.009745915993
175,0.9273313873098786,-214.33736692163245,-215.81025513034245,-21.68768842823935,-23.728546416593886,-61.858263464028134,-77.19335833810456,-59.011406978625025,-113.45358388481687,-163.27256822524376
176,0.9343179049939099,-213.15122436058428,-215.5277445347056,-22.648848923697535,-21.536796351066904,-62.213948987851154,-77.01354539854427,-50.49979342282658,-109.68971019301394,-161.80146855609453
177,0.9249112587603532,-216.0681115032002,-217.09390109071475,-23.057155016603303,-23.81760173262115,-62.49731892990466,-78.06081446914487,-65.70248752995576,-118.95835225452473,-165.56561717525847
178,0.9338874985103087,-214.8432735709818,-216.73122207180623,-23.933477339275534,-22.138472208536164,-62.717330774611206,-78.25639879374037,-63.57851902980358,-117.02594811386177,-164.19630334844018
179,0.9289735946767832,-215.9882191288762,-217.04978753023485,-25.11779453182554,-21.349242616056983,-62.828196779439224,-78.50381198426429,-62.860685701144504,-114.74325631274242,-164.71000316305404
180,0.93022906721907,-216.4576190225201,-217.5226185633352,-22.354598732094882,-23.257725671833168,-62.57283259707426,-78.99270625316068,-63.511638535532306,-116.98643005518227,-165.14032815812018
181,0.9369263639372875,-216.00023913611406,-217.4810635778411,-24.503890327667055,-20.305882697954292,-62.965443204495536,-78.79245474263764,-59.625264742832904,-112.25400624202942,-164.36493825723156
182,0.9274780576940359,-217.09250516241286,-217.57554811815314,-23.3751576964707,-21.579770111120922,-62.852612426802445,-79.29800392658099,-61.62415175690148,-114.08222492877569,-165.34801370517343
183,0.9243962513516761,-218.2949588943516,-218.59936769644673,-25.111785578170224,-21.802763311951285,-63.35700979900092,-79.88379048821852,-72.90370058683585,-120.20128565073433,-167.96311379894797
184,0.9283790734969288,-217.5930856511007,-218.8225089206351,-25.15947647396858,-21.29059661421832,-63.463033894714705,-80.11301346620118,-66.12014534763611,-113.55370563678453,-167.02368031652185
185,0.9176740308461859,-220.8750040895344,-222.05156562591173,-26.523946703557705,-23.374772592280426,-63.727623753151356,-80.71540362107568,-74.96514458831653,-118.54118059279719,-170.72270934047228
186,0.9266301910485245,-221.22712199380877,-222.28785459266072,-25.519663885475474,-24.085220351822883,-63.749977976346344,-80.78123355915734,-72.76934349197842,-118.5413083424493,-170.74144359714427
187,0.9360570530641847,-219.47807129745513,-221.9899562883264,-23.766192437733995,-24.026885681335344,-63.62418443982527,-80.71051051946847,-64.23773636118555,-112.19102576084464,-168.47267514564297
188,0.9285864125385838,-219.746360938426,-223.17361241528056,-26.690271790831556,-22.192214163739457,-64.13423561857252,-80.25042660899221,-67.24741838386856,-115.02862368626539,-169.0052759251134
189,0.9364480292192969,-218.6440243770229,-221.84127427669776,-24.841695476918236,-21.85763295819618,-64.24251327743248,-80.28634427963127,-58.97149190319309,-110.4736249742878,-166.87740367700337
190,0.9254929069487857,-220.29740558455615,-223.53688688813557,-24.60658069923386,-23.85014093280897,-64.54168862444023,-80.76234078540415,-70.24934403983319,-117.17511633361687,-169.40238422533184
191,0.93052064088197,-220.35029586919472,-223.6068828431745,-23.092011187147058,-24.88770582303875,-64.77776088531161,-81.03647963803053,-72.02203838447274,-119.54645415390465,-169.41445585158388
192,0.9283389603674301,-221.57061407041184,-224.12469674619837,-23.99514866059765,-25.222515764625584,-65.0639464471127,-81.2453429522499,-74.96110222400515,-122.27173505681282,-171.09559735107663
193,0.922406329302881,-222.945550776256,-225.58191601227165,-24.778043576353205,-26.15777281090524,-65.24094952859659,-81.40255926473688,-82.64095806227252,-125.88028753595795,-172.73592462160272
194,0.9334855403348554,-221.7561996492589,-224.95423675228477,-22.47530269903046,-26.672498176108803,-65.32132324509821,-81.61786989773925,-76.87585082390473,-122.16880814908738,-171.0916746011209
195,0.9364863640482015,-220.21210227715585,-224.1280757714152,-22.469368600487815,-25.200787484742392,-65.62581674074892,-81.64842463866084,-70.5381407081704,-117.79404432793214,-168.91164117079933
196,0.9319478647366208,-219.65669627562468,-223.7539340649672,-23.12460463332421,-24.061453433676718,-65.8957628814245,-81.60567003731951,-66.72707503376205,-114.62576281816729,-167.7592024236929
197,0.9320198250015297,-219.65426025297668,-223.91674241702,-24.65536015100922,-23.090558770055633,-66.02488207398342,-81.37887438327895,-65.7897577426944,-113.99273476478129,-167.5898767205108
198,0.9325856174653632,-219.84796187160737,-224.2769269612172,-24.178044499562272,-23.716855935793475,-65.87504452446306,-81.70347478201163,-66.90579752639925,-116.54300531388827,-167.95641892386666
199,0.9241379310344827,-221.72067780597382,-225.8249435478905,-26.203746464480393,-24.259411641223423,-66.42429770168764,-81.9205299041738,-75.92816762308796,-120.5669961325047,-170.60296892650774
