episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon
97,0.9205802844333999,-5.14735918446161,-2.931947910384274,-1.5313480845111576,-0.5548483669229094,-5.319222138954298,-3.9796442241047707,-1.3716969521488034,-0.8929929048558316,-2.668163957780168,-2.137103375812269,-1.641067141958887,-0.014120471085128667,0.000255,0.001,0.075676
98,0.9221814138419031,-5.154452307302688,-2.9369116415233174,-1.5359008200321052,-0.5554368301730402,-5.328711073012329,-3.9857986124972573,-1.376422935066467,-0.896585150717263,-2.6776328164992105,-2.1434460669023268,-1.6439911416765058,-0.013823479006152939,0.000253,0.001,0.074921
99,0.9303125264673499,-5.14888964476161,-2.935129249502559,-1.5373968201570105,-0.5547130980384437,-5.32583649785961,-3.981664429452168,-1.3798183333206908,-0.8987531082462856,-2.6822526978339503,-2.1508890360546404,-1.642479033847615,-0.013682703856226512,0.000251,0.001,0.074174
100,0.9256013487572404,-5.153970301050451,-2.939200365215919,-1.5415959548482838,-0.5552290656626356,-5.334102895670121,-3.986120311262794,-1.3849660621205202,-0.9019948056654126,-2.6888706703982344,-2.1563933672853346,-1.6443166845838633,-0.013456854059268716,0.000249,0.001,0.073435
101,0.9238355794237849,-5.1592827385823705,-2.9426777823553683,-1.5455583897329181,-0.5551692995249459,-5.342497428632045,-3.9887516428856755,-1.3895500698648193,-0.9053938395078996,-2.698695361717603,-2.162549472691104,-1.6469178668486517,-0.012832768271137183,0.000248,0.001,0.072703
102,0.9265373849789652,-5.1605889066157555,-2.9442479476522783,-1.5488880999117625,-0.5546876996303132,-5.346673321650706,-3.988403207628465,-1.3941064105687508,-0.9086996902625087,-2.7056478663721815,-2.1669252528323875,-1.6478415072556336,-0.012238617592073833,0.000246,0.001,0.071978
103,0.9283818283260351,-5.158313044554236,-2.9429563176789895,-1.5507632073278426,-0.5535882770157999,-5.346481769168656,-3.984940509983575,-1.3978530933230193,-0.9110901154599232,-2.7124122026990816,-2.173458247360704,-1.6474832657040683,-0.011746851526110458,0.000244,0.001,0.071261
104,0.9247086442525363,-5.161864028253173,-2.945846169650936,-1.5541958913109941,-0.5536329784032599,-5.351512947195099,-3.9874623402033533,-1.402237011474575,-0.9146772199192562,-2.720001467870692,-2.1785620135851635,-1.648812848063726,-0.011293567452244647,0.000242,0.001,0.07055
105,0.9265947858597323,-5.161238340568857,-2.9463268324551515,-1.5563216241697404,-0.5530856662768683,-5.352218113802408,-3.985781921420077,-1.405881369377835,-0.9171066289040644,-2.7266075354457886,-2.1846275360892773,-1.6491355869341608,-0.011061208174055153,0.00024,0.001,0.069847
106,0.9223979031030692,-5.166043240813783,-2.949459310016359,-1.5597802545314843,-0.5528209391769431,-5.358802674194354,-3.9880292639328485,-1.4105313405799118,-0.9203325018987948,-2.7362642708054112,-2.1917473775200285,-1.6510879484290497,-0.010970985168124604,0.000239,0.001,0.06915
107,0.9224565335506656,-5.172288927524074,-2.9535374169619995,-1.5640276449907657,-0.5528640225337176,-5.367342318324236,-3.991676703368041,-1.4162236731317817,-0.923864614454599,-2.744413317532599,-2.1982699031799564,-1.6535203388662412,-0.010471934746679052,0.000237,0.001,0.068461
108,0.9205720279021758,-5.181302276828505,-2.958845536249366,-1.5686141907092903,-0.5532793051182067,-5.378506642262023,-3.9978523414738683,-1.4222004750917718,-0.9275908188672816,-2.754539046652863,-2.205124510421308,-1.6566111150233018,-0.0104580509958967,0.000235,0.001,0.067779
109,0.9266444937176644,-5.181714652573397,-2.9596394503879826,-1.5711688849911982,-0.5526184940598188,-5.380887830802193,-3.9963288532892007,-1.4259822757341747,-0.9300292065933484,-2.7605057874950556,-2.21010309306388,-1.6569151484554132,-0.010084209608866572,0.000234,0.001,0.067103
110,0.928679817905918,-5.1789023575990605,-2.9591956794408216,-1.5733524544905992,-0.551825607846191,-5.380760031692862,-3.992708113375842,-1.4303009524923962,-0.9328449174369743,-2.767929467347353,-2.214291130200127,-1.656115661061905,-0.00968145614073018,0.000232,0.001,0.066434
111,0.9294375010598789,-5.177225745062644,-2.9596959931429927,-1.576303830839135,-0.5512671957770533,-5.382745565059898,-3.991822872762531,-1.4342127189448928,-0.9357047820964267,-2.7725595612808127,-2.218292456880467,-1.656207875563024,-0.009349304527224848,0.00023,0.001,0.065772
112,0.9240128211582674,-5.18185037815794,-2.962701038727095,-1.5797514559140644,-0.5512006549492503,-5.3892036125954625,-3.9940352414775884,-1.4383207962290416,-0.9385978959134657,-2.781383846267797,-2.2237888067877445,-1.6587215121206182,-0.009030305162816471,0.000229,0.001,0.065116
113,0.927545166538231,-5.179869565891379,-2.962500143688171,-1.5819816874219912,-0.5503856115435768,-5.390324107568664,-3.9911746622713817,-1.442273007303297,-0.9411167384464587,-2.7884948018694597,-2.2290601322409227,-1.659115468701004,-0.00864918360194023,0.000227,0.001,0.064467
114,0.9221086949215205,-5.185548338224287,-2.96634033104437,-1.5859385397769745,-0.5505736777381879,-5.398187693717195,-3.9947477846940327,-1.4474497212068094,-0.9444952450187143,-2.797227405652445,-2.235267860278166,-1.6615649389128992,-0.008366637337725925,0.000226,0.001,0.063824
115,0.9244887965824089,-5.186138804377403,-2.967613839570877,-1.588701245676554,-0.5501346693894718,-5.4008146951867815,-3.994185604337264,-1.4510150234794945,-0.9472165949403595,-2.805408459678992,-2.2404469398840563,-1.6628287705303253,-0.008005964489124068,0.000224,0.001,0.063188
116,0.9305718313207996,-5.179294208178173,-2.9646982268420228,-1.589646257595346,-0.5488888538144423,-5.396348761812858,-3.9878879294353595,-1.453596155921553,-0.9489770343361136,-2.8095075734430233,-2.2440962196928735,-1.6612974733500767,-0.007724533625726406,0.000223,0.001,0.062558
117,0.9175741076830006,-5.189551713830242,-2.970750180784154,-1.5943089560721715,-0.5495353691095232,-5.408178013385033,-3.994824400362382,-1.4586397906488824,-0.9521432122628837,-2.820444118760577,-2.250712295871925,-1.6655446941586063,-0.00725154872029087,0.000221,0.001,0.061934
118,0.9185925428283507,-5.198663359633653,-2.9761723781903813,-1.5985598718149099,-0.5502384569950952,-5.419088718508697,-4.001956328301422,-1.4640161168538635,-0.9558568298826798,-2.83243994897253,-2.258452674575399,-1.6689211673364022,-0.007045971164877208,0.00022,0.001,0.061317
119,0.9259215699452267,-5.198759424153216,-2.9768531654648,-1.60087035409186,-0.5497085903757604,-5.420964604934822,-4.000876955673989,-1.467857673927842,-0.9581724908558488,-2.8386848612173585,-2.2640318391090286,-1.6695254853446755,-0.006838850397497315,0.000218,0.001,0.060706
120,0.9253403527597076,-5.201257684087734,-2.978804581708551,-1.603900223427183,-0.5496082128365676,-5.42559500959948,-4.00190153057367,-1.4719732660134566,-0.9609608985298537,-2.8444282668028613,-2.2692745692972647,-1.670974226824932,-0.006398499334359426,0.000217,0.001,0.0601
121,0.9197526692796324,-5.207185243323745,-2.982465576877524,-1.607766762670062,-0.5495998236582335,-5.433681536155009,-4.005308231895419,-1.4768885765347337,-0.9642089901318343,-2.853332166564242,-2.277990848693711,-1.6737922823933784,-0.006281420979795541,0.000215,0.001,0.059501
122,0.9303036410049711,-5.203073012696683,-2.9806219150267634,-1.6091019883178876,-0.5486259306568978,-5.431629173863402,-4.001201968777577,-1.4795250422630681,-0.9657566950939057,-2.857435892378206,-2.2816349755347827,-1.673018904071113,-0.005957250620427039,0.000214,0.001,0.058908
123,0.9300653704044272,-5.1996849726336976,-2.979429645389123,-1.6106765936144087,-0.5477111644568059,-5.4306538511627,-3.997485980331644,-1.4829371699455336,-0.9680390837317211,-2.862595152509273,-2.2866187285758093,-1.673457436151745,-0.005610444236625222,0.000213,0.001,0.058321
124,0.9234993785899029,-5.202635296068545,-2.981820478858716,-1.6135940258400836,-0.5477578464984347,-5.435078521482775,-3.9992147680366577,-1.4866230372045743,-0.9707110947669345,-2.8691445915592664,-2.292495965540915,-1.6745746136448356,-0.005493396583024478,0.000211,0.001,0.057739
125,0.9250765566519225,-5.202610782111334,-2.982394695483426,-1.6159089580892774,-0.5472947731767555,-5.437026794786275,-3.9986318648572894,-1.490463128414726,-0.9728279578634956,-2.8749442452185057,-2.298114546891407,-1.6750672482314481,-0.005062869127641476,0.00021,0.001,0.057164
126,0.9227937468482098,-5.205967701942778,-2.985468623846349,-1.619273610610627,-0.5472796559885346,-5.442671252697079,-4.00072417839706,-1.494271219069909,-0.9753559094083704,-2.8829156060940697,-2.303602332113326,-1.6764332335064143,-0.004866187039359824,0.000209,0.001,0.056594
127,0.9332264867144665,-5.19884096582668,-2.9827301477320525,-1.6202146232839947,-0.5462085660540068,-5.438641248509387,-3.9951948099119146,-1.4965483181574382,-0.9769179575986601,-2.8867584799312196,-2.3061700147512116,-1.6748117250611094,-0.00438821035164947,0.000207,0.001,0.05603
128,0.9246773197081267,-5.202157719852995,-2.9851547274283554,-1.6232570729342775,-0.5460600409546986,-5.443779285876243,-3.9966865826137092,-1.5005208653168387,-0.9796074201184665,-2.894037598320646,-2.3132458119934642,-1.6768204448802575,-0.004010377556511983,0.000206,0.001,0.055471
129,0.9266718219412972,-5.201878892772701,-2.9857034697791907,-1.6255240136834992,-0.5456726491542109,-5.4461371598709425,-3.9961311391491434,-1.5041086072552232,-0.9822053085199083,-2.900783582883207,-2.3179811157167696,-1.6771134062225304,-0.003744029726968453,0.000205,0.001,0.054918
130,0.9296807015195127,-5.199851248533507,-2.985551325602602,-1.6274548755815912,-0.5452308822899768,-5.446246755764592,-3.9943824442035725,-1.5071601656217402,-0.9846482093315078,-2.90630037688771,-2.3219513235789706,-1.6767308859148309,-0.003537821904461785,0.000204,0.001,0.054371
131,0.9285642283525419,-5.196258562439673,-2.983955867111375,-1.6287787374461145,-0.5441686584585054,-5.444103362221904,-3.989949184436008,-1.5097714958460666,-0.9864980603536568,-2.911688009534576,-2.3255899226715075,-1.6758179927281895,-0.0033681309006941954,0.000202,0.001,0.053829
132,0.9216850343662726,-5.202286483184696,-2.9880024598747705,-1.6324534479864379,-0.5444600898295034,-5.452577240517923,-3.993862420736008,-1.5143093285028275,-0.9895706182458441,-2.91921884506669,-2.334609015402184,-1.678003921636596,-0.0035307396194809108,0.000201,0.001,0.053292
133,0.9252970564407237,-5.204005799478115,-2.9887525394138357,-1.63481622545904,-0.5438522694049999,-5.455835101989292,-3.9938767900024637,-1.5175903608647057,-0.9920645017776029,-2.924964271498444,-2.338941866890257,-1.6791033368406636,-0.003281384085680048,0.0002,0.001,0.052761
134,0.9270281288218508,-5.202720825969867,-2.988238043131219,-1.6366683145301713,-0.5430663732078463,-5.456599393600966,-3.9912989828096643,-1.5207071374092378,-0.9943235818232435,-2.928953632376843,-2.3433846454585843,-1.678569451940987,-0.0029896473887305736,0.000199,0.001,0.052235
135,0.9220238396304351,-5.2056743563812224,-2.990910834095157,-1.639908556564626,-0.543001462342289,-5.4618779099630315,-3.9925759215282444,-1.5248745441718548,-0.9970379582180856,-2.9345962285475835,-2.348548363288743,-1.679686968248812,-0.0029336235609487287,0.000197,0.001,0.051714
136,0.9277454221983519,-5.204873820401556,-2.991149405569827,-1.6419436909835219,-0.542514677316467,-5.463560778874616,-3.9905808254385775,-1.5278429904201627,-0.9988355502215295,-2.9396008935059643,-2.35089916078296,-1.6797546648770167,-0.0024302725124863665,0.000196,0.001,0.051198
137,0.9250395199809625,-5.204670054387531,-2.9911448480184544,-1.6439106090480518,-0.5419333827540864,-5.464848373970369,-3.9893511587475112,-1.5309741994294883,-1.0007512877232732,-2.9447913724592247,-2.3556123054575027,-1.6801270014875538,-0.002208843473890213,0.000195,0.001,0.050688
138,0.9248029515344625,-5.206395204330835,-2.992786647969884,-1.6465557260910473,-0.5417067394402741,-5.468336491789824,-3.9900492002822756,-1.534894523361723,-1.0035112928071428,-2.952665849844083,-2.360836255654032,-1.6808974816329783,-0.001741682988754519,0.000194,0.001,0.050183
139,0.9259997342898897,-5.208187417544507,-2.994365391649105,-1.6491740270086004,-0.5414886270759507,-5.4715492549701885,-3.9904893285063445,-1.537924356742213,-1.0056572118869327,-2.9566812903263786,-2.3659643765255205,-1.6818691048724261,-0.0013889004216316356,0.000193,0.001,0.049682
140,0.9265482557943957,-5.208547770443393,-2.9951277794509465,-1.6514239349756996,-0.5410328061983565,-5.473607307352576,-3.9895838564757278,-1.5411439436511696,-1.0078875742690512,-2.961981209067115,-2.3704454219011497,-1.6826632032765512,-0.0009987022721687378,0.000192,0.001,0.049187
141,0.9283659426994835,-5.207473807658512,-2.996002772076581,-1.6535935528372168,-0.5405331882138895,-5.474813891304383,-3.9878148545156633,-1.5443509303935488,-1.0097920226164248,-2.9667049788260385,-2.3748623330611904,-1.6836062572948587,-0.00045463310991343217,0.000191,0.001,0.048697
142,0.9287459419659292,-5.206537723030079,-2.9954222782208,-1.6552639574475383,-0.5396870540032584,-5.475663313699151,-3.9853482555778865,-1.5470148380818696,-1.0114982534943553,-2.970927940447605,-2.3784944436372792,-1.6839593574766538,-0.0002880339846717497,0.00019,0.001,0.048211
143,0.924637777814829,-5.209318677464453,-2.9976859481932583,-1.658149796739305,-0.5394768516319357,-5.480020959901844,-3.986311401775285,-1.5505833068226362,-1.0142329702424575,-2.9762263347464404,-2.383579560508162,-1.6846814001881871,-0.00016009182704558838,0.000189,0.001,0.047731
144,0.9234342652281488,-5.2128289753048636,-3.00070987114012,-1.6612112971268267,-0.5395895369539103,-5.485661048507786,-3.988642744207795,-1.5550481968952685,-1.0172280375138394,-2.9820839640917858,-2.3896272484322876,-1.6861853564610076,0.00031193675013253325,0.000187,0.001,0.047255
145,0.9204480473611625,-5.219029445499858,-3.0043813090882563,-1.6645146149276424,-0.5397024090060233,-5.493437532963114,-3.9921444503791794,-1.559185772393885,-1.019947883640979,-2.98925153334948,-2.3950089617965036,-1.688383795990414,0.0005228731983107577,0.000186,0.001,0.046784
146,0.9217299507356145,-5.223885237336628,-3.008391531572287,-1.6680018061085855,-0.54011083596066,-5.50003154541799,-3.9962263462853422,-1.5633587306069727,-1.0228696368056969,-2.996299063577851,-2.400710576133561,-1.689967742850931,0.0006304584393235961,0.000185,0.001,0.046317
147,0.9305621321788541,-5.218820673268324,-3.0064892916219663,-1.6689937115988764,-0.5393250652729628,-5.4971488407657985,-3.9917368295196196,-1.565653924057837,-1.0247859939271715,-2.9989448246781274,-2.4034789545682176,-1.6881749871874427,0.0007353348883047123,0.000184,0.001,0.045856
148,0.9227331430125068,-5.2229053105558485,-3.0100761582034843,-1.6720235848419478,-0.5397865096303066,-5.503293958347761,-3.9948967332756267,-1.5691523449114553,-1.0276500476961261,-3.0051975768541896,-2.4076442933352475,-1.6899347139619019,0.0009309276685562669,0.000183,0.001,0.045399
149,0.929365279529214,-5.2196791593324905,-3.0083075885566823,-1.6732532766752184,-0.5387877411923259,-5.5025518655050005,-3.9911279497530914,-1.5719780017667948,-1.0293297271525734,-3.0093151159084823,-2.411294224619355,-1.6893751369149117,0.0011576940554668203,0.000182,0.001,0.044946
150,0.9291588466132059,-5.217274226457752,-3.0074456836495695,-1.674738480847336,-0.5381743427449336,-5.501796717535274,-3.98934740422716,-1.5750931996203656,-1.0316986838300575,-3.014012519413325,-2.4143854936276976,-1.689072919438382,0.0014501948940936662,0.000181,0.001,0.044498
151,0.9222872429359639,-5.22154634412279,-3.0103110089590435,-1.677602884577443,-0.5383190911817466,-5.507520962100365,-3.992098635687295,-1.5782601923580464,-1.0339409621914017,-3.0191807556281662,-2.4187012512612487,-1.6906194065089626,0.0016490097143185493,0.00018,0.001,0.044054
152,0.9162268688623154,-5.230730169833721,-3.0155449755058084,-1.681645733739388,-0.5386574522386463,-5.518156311825294,-3.997678320915633,-1.5829322893505784,-1.0370448269158727,-3.028079176468913,-2.426218779331334,-1.6940872977153618,0.0019428012597869082,0.000179,0.001,0.043615
153,0.9312278483118958,-5.226683467944728,-3.0137135938055577,-1.6827387657449042,-0.5377839905747762,-5.516064428048445,-3.994186758597474,-1.585451855581239,-1.038834765387066,-3.03175134660681,-2.4303227719012366,-1.6937095010238774,0.002170728134030586,0.000178,0.001,0.04318
154,0.9253644605319962,-5.229639905346479,-3.01595192397429,-1.6854984384966374,-0.5377276070062339,-5.521116712964652,-3.9955820517642016,-1.5886737390112862,-1.0411137648112079,-3.0364286093512,-2.435235612850168,-1.6949484424390295,0.002231133060122721,0.000177,0.001,0.04275
155,0.9226456650870987,-5.234696098625602,-3.019216591891954,-1.688713533504233,-0.5381203306065367,-5.528301196354785,-4.000045178304869,-1.5927699006096672,-1.044073548808538,-3.04206510506219,-2.441957838909663,-1.6969577237950977,0.0026832954231766097,0.000177,0.001,0.042324
156,0.9192549693743011,-5.24167150873593,-3.0231247604015903,-1.6920588125900355,-0.5383773037258621,-5.535866311470673,-4.004584584824263,-1.5968661917213869,-1.0471034039828488,-3.051158659361468,-2.449769857291731,-1.6996621393974203,0.0028377743338573735,0.000176,0.001,0.041902
157,0.9250315736297045,-5.2412616610057405,-3.0235542763619696,-1.694064655614444,-0.5379345089662001,-5.537327787093913,-4.003324534805128,-1.5998280672631615,-1.0493143430510306,-3.0592002760531636,-2.454173225886947,-1.6997803134090872,0.0029398297736158204,0.000175,0.001,0.041484
158,0.9202847334410339,-5.2481910547447965,-3.0274046753466193,-1.6973907056330604,-0.538173451178988,-5.545501012893142,-4.00790886432691,-1.604125453806561,-1.0520644196591291,-3.0670672793823375,-2.460243050244461,-1.7022857397687667,0.0030992382515370076,0.000174,0.001,0.04107
159,0.9200440902153637,-5.253478280056069,-3.0304388967637155,-1.700409345238223,-0.5383712174571876,-5.5525824974307305,-4.010746287923289,-1.608073919666044,-1.0548075827893135,-3.0747580402887515,-2.465786548170787,-1.7047194444782114,0.003460708317590119,0.000173,0.001,0.040661
160,0.9289901189080556,-5.251234875941071,-3.030105727302379,-1.7018853229239126,-0.5378440785230209,-5.552185571232307,-4.0085839263501075,-1.6103650388390418,-1.0565722805081559,-3.0787590700962215,-2.4684788736453536,-1.704132797150478,0.003856187551257312,0.000172,0.001,0.040256
161,0.923551876713942,-5.254081521418919,-3.0318609793361864,-1.7042665671027413,-0.5376829691069326,-5.556418571052885,-4.009650816898209,-1.613809628943173,-1.0586951693539774,-3.0851083453209704,-2.472662954527986,-1.7054544900204651,0.0040086565248526485,0.000171,0.001,0.039854
162,0.9272246280351155,-5.252534499350612,-3.0312743616662834,-1.7055242387230523,-0.5371757842599537,-5.556116134206029,-4.007448093546402,-1.616504070287314,-1.0604083616850062,-3.089560689469103,-2.4764552501221146,-1.7052402171971341,0.004342284577607169,0.00017,0.001,0.039457
163,0.9244882844061406,-5.253953250113539,-3.033049431495956,-1.7079729911406367,-0.5371177004610898,-5.5596178709130655,-4.008365731113474,-1.6200402373314262,-1.0629225690342021,-3.0962340355510567,-2.4815273796365664,-1.7065181393202211,0.004807898144299429,0.000169,0.001,0.039064
164,0.9224615074972325,-5.2583055040667235,-3.036617048404157,-1.7111283706047915,-0.5375575385020177,-5.565978165977101,-4.012132638193035,-1.623759752355988,-1.0655280279558896,-3.1024720988158525,-2.4863356673565518,-1.7084038532263792,0.005087240910289407,0.000168,0.001,0.038674
165,0.9211185238711412,-5.263134813893384,-3.0395189951635313,-1.7138726947195417,-0.5375439975947551,-5.5717232822178335,-4.014331821656554,-1.6273707566252096,-1.0680552665989538,-3.109478241323848,-2.4913299842501377,-1.710026038173709,0.005079357344971724,0.000168,0.001,0.038289
166,0.9296798238183974,-5.2607537413912695,-3.038707573526575,-1.715397732865248,-0.5368148765822065,-5.571734141800194,-4.0115874367123014,-1.629870774577699,-1.0700143509790518,-3.1129856879335653,-2.4934535273979304,-1.7100007282693115,0.005519364520677401,0.000167,0.001,0.037907
167,0.9248977255509352,-5.26184513739604,-3.0402801676778672,-1.7178832075427777,-0.5367322413703092,-5.5751591346830685,-4.012133287282017,-1.6334861318907583,-1.072475859266244,-3.1187257217829703,-2.4976140588185305,-1.7107281038385984,0.005587685069407562,0.000166,0.001,0.037529
168,0.926828034925665,-5.26059065106691,-3.039890759232331,-1.7191881599509524,-0.5361823060190943,-5.575212982057883,-4.010456521092402,-1.6360341456245222,-1.0743505054844407,-3.123610719220567,-2.5022701414587085,-1.7105751452014015,0.005761719614732127,0.000165,0.001,0.037155
169,0.9189722658994346,-5.265760204403396,-3.0435099634775225,-1.722250803373499,-0.5364519943410501,-5.581474316043014,-4.013626556169909,-1.6398152506329964,-1.0765606899011715,-3.1306693031498902,-2.5077509570696472,-1.7130123273926003,0.0061894817927018045,0.000164,0.001,0.036785
170,0.9303773046789806,-5.261841806436565,-3.0419625250933033,-1.723402185709164,-0.5355625233492958,-5.580025202914278,-4.010096388297157,-1.6421938971774634,-1.0781924242147014,-3.1339407937866284,-2.510645434524725,-1.7122172011683825,0.006554165887592485,0.000163,0.001,0.036418
171,0.9210136916404457,-5.264659978997978,-3.0442986601031117,-1.7261957805769184,-0.5355020791137756,-5.5845281447072646,-4.011723838463112,-1.645582334989123,-1.08046281610054,-3.141102972938333,-2.5166924311350694,-1.7139636491063972,0.006929186506431866,0.000163,0.001,0.036055
172,0.9182680246851638,-5.271118868911204,-3.0480739647009965,-1.7294429211636542,-0.5358157293522644,-5.592347092437466,-4.015810915954188,-1.649630642863899,-1.0831900700061865,-3.148185821178256,-2.5228268257790116,-1.7162848079365967,0.007216712162748191,0.000162,0.001,0.035695
173,0.9253260690110616,-5.272215139750768,-3.049554939518222,-1.7314767251145051,-0.5357137056633681,-5.595412552818873,-4.01605396143649,-1.652633365689012,-1.085197649204089,-3.153845501433448,-2.526257276148605,-1.717140987020422,0.007407035386647851,0.000161,0.001,0.035339
174,0.9252636174356907,-5.273191088545745,-3.0507427059881835,-1.733468935843551,-0.5356536677117661,-5.597764524174256,-4.01674444987877,-1.6555555730848615,-1.0873015870574188,-3.157569681068103,-2.530150204731173,-1.7175257674563507,0.0075094078272471875,0.00016,0.001,0.034987
175,0.9237147037554027,-5.274713077992589,-3.0522271350742103,-1.7357695829067745,-0.5355559317434327,-5.601056413121198,-4.017666482196921,-1.658727122565763,-1.0895970586928243,-3.1636039130358053,-2.5338700912078247,-1.718383626377422,0.007884401018000007,0.00016,0.001,0.034638
176,0.9300417059060945,-5.2708288752731525,-3.0508531682164195,-1.7367942047218579,-0.534833295982219,-5.5991416029830425,-4.014062141435314,-1.6609164665436242,-1.0910170228451832,-3.1669068693513514,-2.536816653732427,-1.718358115529821,0.008201768385635706,0.000159,0.001,0.034293
177,0.92370890062826,-5.273564671683024,-3.052508777111409,-1.7389677071422904,-0.5347489822809408,-5.603053223827089,-4.015827380865545,-1.6639441249930227,-1.0931568870031771,-3.171551436629815,-2.5405256033069596,-1.7194108246881197,0.00855132991900824,0.000158,0.001,0.033951
178,0.9290722349545879,-5.271789052547576,-3.052169850683535,-1.7404729160571446,-0.5342319510555225,-5.60382837767855,-4.013720597637785,-1.6664013036425027,-1.0949460742031212,-3.1747597284472935,-2.544208239525115,-1.7192053005815444,0.008832641483157171,0.000157,0.001,0.033613
179,0.932306342484013,-5.266003370370973,-3.0492331657957163,-1.7407574973286217,-0.5331336887640115,-5.599032334248824,-4.008398733112816,-1.6679207429255152,-1.0961178048963434,-3.1764810277867994,-2.546239474518178,-1.7178630252681228,0.009044983496566784,0.000157,0.001,0.033278
180,0.92770899678139,-5.263828308001614,-3.0486650581402626,-1.7420365728688272,-0.5325247229592239,-5.598394657534529,-4.005767488075417,-1.6705045592931154,-1.0976397038289674,-3.179457857649236,-2.5496524330827657,-1.7176471211652486,0.009411442330681459,0.000156,0.001,0.032946
181,0.9231384307846077,-5.2663150514558295,-3.050366565198206,-1.7441311104774813,-0.5323588454902253,-5.601818619733705,-4.006686909937491,-1.6734179894475836,-1.0995239045442415,-3.183690288557615,-2.554356111391916,-1.7187472067741092,0.009461658703997053,0.000155,0.001,0.032617
182,0.9233139622515114,-5.269590473916447,-3.052249540013453,-1.7464096570896226,-0.5323738117779058,-5.606580184116107,-4.008573928965469,-1.676617022944593,-1.1015851737799187,-3.1879157528845936,-2.5575612599137614,-1.7193950089469885,0.009561494879931126,0.000154,0.001,0.032292
183,0.9258445945945946,-5.269278232257743,-3.0523970011065993,-1.7481621326943564,-0.5320339242520778,-5.6078412280570555,-4.008060830960129,-1.6792422080467029,-1.1035291286335827,-3.192685130777939,-2.561755859840041,-1.720122562242451,0.009860890512145592,0.000154,0.001,0.03197
184,0.9224810152387748,-5.271323604068689,-3.0538920599506705,-1.7501199858541419,-0.5319081510784802,-5.611047287609166,-4.008864195551457,-1.6820838803492268,-1.1052940408038852,-3.197961598064464,-2.5659334353906997,-1.7210669076357927,0.009896956668258605,0.000153,0.001,0.031652
185,0.9250214585051416,-5.272032741257918,-3.0549238693367196,-1.7521909354958933,-0.5318325705232828,-5.613644260038253,-4.0093266224862045,-1.6849817208636924,-1.107338236832133,-3.2024431359161687,-2.570289885418509,-1.7212414405967278,0.010064832122833432,0.000152,0.001,0.031336
186,0.9248686952897041,-5.271883019855904,-3.055634275619438,-1.7538802146537276,-0.531598099473005,-5.615109321386879,-4.008620475465561,-1.6872962646977911,-1.1090147234834693,-3.206469045396669,-2.573720721225796,-1.7216636524452815,0.010294490836277549,0.000152,0.001,0.031024
187,0.9298583320669335,-5.269622888005194,-3.054647941938722,-1.7550591860335052,-0.5308498132408366,-5.614488762606302,-4.006399824223292,-1.6900349492013023,-1.1107544155920313,-3.210228414494643,-2.5767463724477984,-1.7215005667055452,0.010569929316578673,0.000151,0.001,0.030714
188,0.9261632907763142,-5.2689162092891655,-3.054680772468937,-1.756599138537158,-0.5305005246640314,-5.615398505573067,-4.005642781409813,-1.692450198800169,-1.1125700653081836,-3.214721686715079,-2.579449894016065,-1.7218369528532869,0.010889768295421997,0.00015,0.001,0.030408
189,0.9234622924450848,-5.270566813563475,-3.055899960278192,-1.758617339771109,-0.5304036204737727,-5.618233851288186,-4.0065694286312725,-1.695238082402158,-1.1143514070183504,-3.219587816659599,-2.583560442782828,-1.722744635425673,0.011024888565546995,0.00015,0.001,0.030105
190,0.9280079060652251,-5.268916559642805,-3.055197877196901,-1.7599260119357394,-0.5298200771585447,-5.618227867848014,-4.004703574993258,-1.6979585243256519,-1.1161703904097522,-3.225080873253751,-2.587309560575085,-1.7232045108273668,0.011355422807168558,0.000149,0.001,0.029805
191,0.9207359989275061,-5.273668023845266,-3.0583344452557513,-1.7627266978074265,-0.5300451094240627,-5.623947239443968,-4.007945900340317,-1.7013470728608255,-1.1184122390847644,-3.2315822702920762,-2.592357322616092,-1.7251906259921685,0.011405049000098956,0.000148,0.001,0.029508
192,0.931642647383341,-5.269075743510743,-3.0564838713902707,-1.7634704152568161,-0.5292866584273561,-5.621117567805745,-4.004303026318015,-1.7032729241748044,-1.1201341837745684,-3.2347022312552816,-2.594163458110082,-1.7238219413306632,0.011650982114994853,0.000148,0.001,0.029214
193,0.9199543937895072,-5.274091579745696,-3.05979489104283,-1.766204747231511,-0.5296388420622892,-5.627109210254172,-4.007887018920903,-1.7064976124280251,-1.1221993412162112,-3.239537793474071,-2.597964470648355,-1.7254778858929023,0.011927438558742627,0.000147,0.001,0.028922
194,0.9255153473885158,-5.275027692439813,-3.06045242242678,-1.7679530873833365,-0.529271849975573,-5.629368164357185,-4.007332190366669,-1.7091705996982705,-1.1240847772263807,-3.243610144219569,-2.6016328367990944,-1.7264233037732721,0.012206104075367165,0.000146,0.001,0.028634
195,0.9224272702555737,-5.277423416584132,-3.0621823024053976,-1.7700808925266114,-0.5292924770894154,-5.632953242522801,-4.009079792208539,-1.7119805012652625,-1.1261336229830528,-3.247963282191629,-2.606061607422345,-1.7272456483230394,0.012302706205607524,0.000146,0.001,0.028349
