episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,destination_starv_ratio,destination_cong_ratio,destination_onsite_fraction,destination_depot_fraction,alpha,alpha_initial,epsilon
100,0.9108618358455606,-2.852973574452863,-0.1857302482192519,-0.07939067204450626,-0.03638922814001802,-0.05579140723470847,-0.033554266958942036,-0.048101581987817145,-0.008091601646250635,-0.004016237073311131,-0.005198153266383153,-0.004327247721935041,0.004987,0.02,0.073435
101,0.9170973080690378,-2.854834480978028,-0.1867006831101368,-0.07981275671577395,-0.03656612375797084,-0.056067902625492126,-0.03372654030565697,-0.04839996926636831,-0.008115922903887228,-0.004038300117438797,-0.005226737796992476,-0.0043450977239917355,0.00495,0.02,0.072703
102,0.9193637597841208,-2.856623532730444,-0.18762192985198503,-0.08020767798390475,-0.03674149758071223,-0.05636105000573787,-0.03390217896859277,-0.04863502695819231,-0.008140540882987657,-0.004051966773112105,-0.005251363465482544,-0.004367133034454392,0.004914,0.02,0.071978
103,0.9228025090029925,-2.8583086895539678,-0.18848214909286265,-0.08058718929249246,-0.036899159514582794,-0.05663794402301752,-0.0340535630043381,-0.048884075941970355,-0.008172219984782441,-0.004065339977372986,-0.005275356026506231,-0.004391397914387946,0.004878,0.02,0.071261
104,0.92128783432548,-2.8600561927417787,-0.18940189251753195,-0.08097495288474843,-0.037078326799902396,-0.056908349924559294,-0.034232889135841445,-0.0491243692052484,-0.008192363089496548,-0.00408277649674836,-0.005292176602437011,-0.004408236257904167,0.004842,0.02,0.07055
105,0.9145441799913209,-2.8619545349435453,-0.1903769949531161,-0.08139433836901802,-0.03726102460867866,-0.057203641212817326,-0.034401465913261584,-0.04940625524102769,-0.008229085015565652,-0.004097053107185172,-0.005323647857638236,-0.00442891066611874,0.004807,0.02,0.069847
106,0.9146021814492263,-2.863795621207351,-0.1913453045995421,-0.08182089721662657,-0.03743173935283544,-0.05750139843529157,-0.03455811720654442,-0.0497597710361973,-0.008265909595967208,-0.0041202136737010925,-0.0053494980263905706,-0.0044530659552641195,0.004773,0.02,0.06915
107,0.9190946753599565,-2.8655040160894214,-0.19223626721361767,-0.08220490420929599,-0.03760431498441958,-0.05778590075119753,-0.03472484829377916,-0.049998493134646375,-0.008312437131877709,-0.004136909421638886,-0.005370364504035848,-0.004475181372093748,0.004739,0.02,0.068461
108,0.9103168128922703,-2.867474596037692,-0.19324746847335283,-0.08265329958640226,-0.03778125990597035,-0.058117455420254704,-0.0349068797596097,-0.05031178243965743,-0.008340003279166053,-0.004160903723268009,-0.0053991539138035175,-0.004494828050175768,0.004705,0.02,0.067779
109,0.9199590136397232,-2.8691723774756492,-0.19413334327727608,-0.0830378074845624,-0.037945803847913614,-0.058387042095107956,-0.03506417073478503,-0.050585917095322286,-0.008370763310916768,-0.004183298571973133,-0.005423237778607334,-0.004517018201765042,0.004672,0.02,0.067103
110,0.9170966110268083,-2.870929267903058,-0.19504485067595229,-0.08342467619419153,-0.03812177141047342,-0.05867365391472548,-0.03523430595879586,-0.05081593825399409,-0.008397577765439486,-0.004200788997677794,-0.005446176355817443,-0.004533759897834452,0.004639,0.02,0.066434
111,0.9159219250792789,-2.8726580163860795,-0.19593640876504595,-0.083823051393226,-0.0382753444448144,-0.05894427518844278,-0.03537681651614925,-0.05112646126226634,-0.00842608885062985,-0.004224382985524329,-0.005471814482435244,-0.004562523819162094,0.004607,0.02,0.065772
112,0.9127691352430818,-2.874476687301501,-0.196881217422004,-0.08423885712230027,-0.03844244299692656,-0.05921969077876152,-0.03553158613214802,-0.0514251559230534,-0.008463842448797294,-0.004243049383941983,-0.005504911506053633,-0.00458314600841076,0.004575,0.02,0.065116
113,0.9287952735679424,-2.8758561912664153,-0.1975736602841496,-0.08453248398228466,-0.03857159925432283,-0.05943197246498072,-0.035663520399684775,-0.05162236627537516,-0.008492058919703034,-0.00425754928734116,-0.0055294949958131535,-0.004598228627130399,0.004544,0.02,0.064467
114,0.9129163445702955,-2.8776397035621084,-0.19850039518004128,-0.08493391284961357,-0.0387412776748981,-0.05971544937157931,-0.03582629472380709,-0.05192744076932442,-0.008528048770571468,-0.004272133084374798,-0.005550202156318616,-0.004617564188051838,0.004513,0.02,0.063824
115,0.9189672931124732,-2.879273543230448,-0.19935947370417284,-0.08530136395361589,-0.038909102795813125,-0.059964534431864135,-0.03598099890011496,-0.05216407409816087,-0.008556515835241191,-0.004288222745511859,-0.005575590407453479,-0.004639230953935858,0.004483,0.02,0.063188
116,0.9204327372157403,-2.8808791988265416,-0.20019309299515878,-0.08565198720466062,-0.03907345843986792,-0.06021671097843532,-0.03613235379162188,-0.05238325583472717,-0.008589754750906186,-0.00430048439410133,-0.005595639135482882,-0.004656697715715291,0.004453,0.02,0.062558
117,0.9217248101095651,-2.8824236502082363,-0.2009932950750514,-0.08598902007708077,-0.03922086379610027,-0.06045476593152954,-0.036266013521608964,-0.052613469291555734,-0.008610044606631029,-0.004314853063553065,-0.005612342200476535,-0.0046744659661313226,0.004423,0.02,0.061934
118,0.9119583473295264,-2.8842028513389923,-0.20192148521925704,-0.08639058922992399,-0.03939319030782942,-0.060743137990935,-0.036434333835861414,-0.05287624968810536,-0.008634583102106106,-0.004333847373462513,-0.005639427442318302,-0.004692588058780394,0.004394,0.02,0.061317
119,0.921536341946974,-2.8857689556523485,-0.20272036502887036,-0.08673287679232689,-0.03954078373543404,-0.06097989578762708,-0.03656892679274384,-0.05309564016215647,-0.008654132908919893,-0.004349568080077162,-0.005656773067205028,-0.004708482831757351,0.004365,0.02,0.060706
120,0.9145094225739387,-2.8874696015876373,-0.2036188761984675,-0.08712035968351665,-0.03971228210172377,-0.06125316773345843,-0.036726699364245226,-0.053349055098082195,-0.008671951231110555,-0.004366653161006767,-0.005683578277402313,-0.004728353056197656,0.004336,0.02,0.0601
121,0.9225402081362346,-2.8889406832462003,-0.20438245838864963,-0.08745254575512892,-0.0398518032191726,-0.06148700942015225,-0.03686324812018569,-0.053574376615470154,-0.00869924881141427,-0.004386327266709986,-0.005704843527234713,-0.004745989897334876,0.004308,0.02,0.059501
122,0.9132910116888351,-2.8906355773051966,-0.20526528235521377,-0.08783757681792463,-0.04001054663690128,-0.06175439326438002,-0.03701365146675641,-0.05383385624435828,-0.008722892542388016,-0.004404655488358974,-0.005728946451735834,-0.004765323752079783,0.004281,0.02,0.058908
123,0.9174594151773026,-2.8922555804941688,-0.20610795302265716,-0.08819864235918345,-0.040169871045067466,-0.06201893633511951,-0.03716217176733777,-0.054042375801794496,-0.008745757829410596,-0.004421699096699889,-0.005751732258880138,-0.004780891898762163,0.004253,0.02,0.058321
124,0.9179402774512109,-2.893848148304507,-0.20692607015441436,-0.08855250988908124,-0.04032053527614327,-0.06227454950564655,-0.037306190187283594,-0.05426543411429022,-0.008776237627411983,-0.004434233953586497,-0.0057755307613232935,-0.0047995478473185195,0.004226,0.02,0.057739
125,0.921554950663491,-2.8952889036394365,-0.2076797112738832,-0.08887877518381303,-0.04046260040202487,-0.062495897348075195,-0.037432712671918014,-0.054470917595520696,-0.008796168649307093,-0.004446515067449921,-0.005794873420758933,-0.004816347655238724,0.004199,0.02,0.057164
126,0.9106740628677088,-2.8970035318801837,-0.20857539419932639,-0.0892702482957027,-0.04062749182518379,-0.06276798816620349,-0.03758435666394137,-0.05472919106041712,-0.00882495809952756,-0.004467452806600981,-0.005820421546175719,-0.004836539595639852,0.004173,0.02,0.056594
127,0.9156136651202025,-2.8986120432620437,-0.2094071437584859,-0.08963043951648288,-0.040781335060201485,-0.06300926612242705,-0.0377463867317144,-0.0549596323568619,-0.008844103256098936,-0.004484604369004347,-0.005840257888346991,-0.004854557744709335,0.004147,0.02,0.05603
128,0.9191003356208987,-2.900132808217796,-0.2101961568066003,-0.08997693081523228,-0.0409301533885671,-0.06325801899379487,-0.03788191625114663,-0.055177449060350776,-0.008869537829077161,-0.004494551811378702,-0.005862917893615554,-0.004870216418522225,0.004121,0.02,0.055471
129,0.9206367884880476,-2.90158658013846,-0.2109551545096903,-0.09029723640433147,-0.04108269026092226,-0.06348196324350497,-0.03802633088592839,-0.055411848949679064,-0.008892431307756389,-0.004511546618504027,-0.005882014654461091,-0.004890025372142794,0.004096,0.02,0.054918
130,0.9137994511011447,-2.9032008899763393,-0.21180055661990926,-0.0906690603594634,-0.04123763458012168,-0.0637366545725757,-0.03818493100146863,-0.05563652100562475,-0.008913532851323892,-0.004529194141013511,-0.005905276273126427,-0.0049091948869853155,0.004071,0.02,0.054371
131,0.9196431571519774,-2.9046709450881876,-0.2125654105672184,-0.09099326701331198,-0.04138359132991289,-0.06396651661439391,-0.03832635728326217,-0.05582345799838937,-0.008934912456497014,-0.004548100284343735,-0.005924082164876011,-0.00492526833794653,0.004046,0.02,0.053829
132,0.9153803702526883,-2.906209524708188,-0.21336449401835375,-0.09135096534026156,-0.04151767519107464,-0.06422962225451623,-0.03846261075676049,-0.056060667422340706,-0.008966273157398454,-0.0045654331521396505,-0.0059448946055533245,-0.004942880660839984,0.004022,0.02,0.053292
133,0.9230691331352957,-2.907600482426371,-0.2140786885623865,-0.09165860206451742,-0.04164717352043837,-0.06443858172614456,-0.038584414947211834,-0.05626968469686184,-0.008980652398839686,-0.004575874519299207,-0.00596612749773769,-0.004957310390923495,0.003997,0.02,0.052761
134,0.9154606604158173,-2.909093842950537,-0.21485867947387538,-0.0919952677675831,-0.04178952842819634,-0.06466323434935038,-0.03871448970647104,-0.0565061317246166,-0.009000765882499678,-0.004596294057442509,-0.00598497255001309,-0.0049748994802537765,0.003973,0.02,0.052235
135,0.9166793114494293,-2.9105893007519423,-0.21562797618070356,-0.09232413264283947,-0.04193414036369961,-0.06489914626624402,-0.038845155607362424,-0.05667834570935202,-0.00901973416240199,-0.004610699860777825,-0.006005416346811945,-0.004988415854176486,0.00395,0.02,0.051714
136,0.9148218391769188,-2.912112238814303,-0.21641924058987172,-0.09265460756164173,-0.042090780961205054,-0.06512966778285467,-0.038981382454749594,-0.05687484052122014,-0.009041722415510248,-0.0046282040013647585,-0.006025501122327823,-0.005002645892072097,0.003926,0.02,0.051198
137,0.9164386122962384,-2.9135621726091574,-0.21716073007995526,-0.09297606433760638,-0.04223089785878297,-0.06536710358363267,-0.03912663770661777,-0.05706152782084429,-0.009058047664214716,-0.004643970276246558,-0.006048820883098963,-0.005017001555738318,0.003903,0.02,0.050688
138,0.9214321650176086,-2.914939345753403,-0.21786470631430677,-0.09328382293883845,-0.04235533736734409,-0.06559487161043528,-0.03926533376589771,-0.0572446482290958,-0.009089762636061951,-0.00466011707920717,-0.006071005384906408,-0.005029270803438009,0.003881,0.02,0.050183
139,0.9164673840839644,-2.916418797111002,-0.21864428288520651,-0.09362286329732028,-0.042506067528702944,-0.06582648670470927,-0.03940934995342085,-0.05744395859474495,-0.009114277703261965,-0.004675868801959994,-0.006092226410180078,-0.0050465826539447456,0.003858,0.02,0.049682
140,0.9131765734853836,-2.9179349781309307,-0.21943609551590104,-0.09396404301645761,-0.04265800041439772,-0.0660715159910037,-0.03955611571335428,-0.057661712994120325,-0.009135493719020565,-0.004689161498336561,-0.006112450987593576,-0.005062039734347483,0.003836,0.02,0.049187
141,0.9222085765717266,-2.9192782413254563,-0.2201290422145063,-0.09426243533357519,-0.04278930433804217,-0.06629523886866191,-0.039678515045821705,-0.05786406631290393,-0.00914806303658734,-0.004706435025397714,-0.006127214195291032,-0.005075512857926765,0.003814,0.02,0.048697
142,0.917165902473309,-2.9207051702776443,-0.2208508263902009,-0.09457993600081144,-0.042911985988606814,-0.06652573852465057,-0.03980525994849692,-0.05807193044615175,-0.009173194369659167,-0.004717606853583781,-0.006149523278567256,-0.005093801078486522,0.003792,0.02,0.048211
143,0.9140503859812928,-2.922220122997951,-0.22164068145721486,-0.09493236360680533,-0.04305301320558366,-0.06676936045483034,-0.039946801221554896,-0.05829671415067507,-0.00919683210333248,-0.004736869490371078,-0.006170579330228392,-0.005109033907767663,0.00377,0.02,0.047731
144,0.9245283018867925,-2.923443121362778,-0.22226786183928784,-0.09519301131144019,-0.043176584029425265,-0.06695277938674163,-0.0400640957234419,-0.05844694332812409,-0.00921461725925877,-0.004746302178548605,-0.006186642707653311,-0.0051239681787654465,0.003749,0.02,0.047255
145,0.918598001950957,-2.92478824142842,-0.2229677731802181,-0.095486020504346,-0.04331204826392006,-0.06715321532528502,-0.04019753382644756,-0.05861039785706582,-0.009242962472172555,-0.004760934858477789,-0.006208112982534273,-0.0051422495571527204,0.003728,0.02,0.046784
146,0.9191494353027917,-2.926150484365154,-0.22366360239650973,-0.09579161935700164,-0.043438420008115985,-0.06736259487260321,-0.04032024914765503,-0.058836981585818265,-0.009259550722406308,-0.004775515636912232,-0.006226887646067622,-0.0051570121694412985,0.003707,0.02,0.046317
147,0.9182845159981059,-2.9275059825989285,-0.22435237736325062,-0.09608665197821893,-0.04356323285910897,-0.06757783052773295,-0.04044469137750733,-0.05904425761973748,-0.009284607227461862,-0.004789154180113826,-0.00624638074326612,-0.005173000626495999,0.003687,0.02,0.045856
148,0.9117047308319739,-2.9289575118950824,-0.22511251716614442,-0.09641186847094373,-0.04370343922725622,-0.06781034436467472,-0.040581587170465276,-0.059252543603734435,-0.009303736809755235,-0.004807946924587788,-0.006267367510674069,-0.005190396505701705,0.003666,0.02,0.045399
149,0.9178310214375788,-2.9303332231772745,-0.22580603533676813,-0.09672853211155834,-0.04381733337187789,-0.06804077668586604,-0.040708375939036257,-0.05947910046028424,-0.009319379969514404,-0.004825148528088955,-0.006289808751263651,-0.005206158927270107,0.003646,0.02,0.044946
150,0.9246033100153558,-2.931530875734261,-0.2264270315478976,-0.09699911168281068,-0.043932988083253764,-0.06823726152528643,-0.04082105735985588,-0.05964756304367693,-0.009333810428833684,-0.004840039700443688,-0.006309233277035161,-0.005218986212663537,0.003626,0.02,0.044498
151,0.9120715599398094,-2.932976561853321,-0.22718134517155425,-0.09732594405482636,-0.04407389074015672,-0.06846764730392406,-0.04095968235687902,-0.05985579583226021,-0.009355176751179377,-0.004852756253740549,-0.006332686079153555,-0.005236580793631195,0.003607,0.02,0.044054
152,0.9065401830449595,-2.934505171472928,-0.22797034317551312,-0.0976833898481342,-0.04420412220323348,-0.06873001314963907,-0.04109207859647695,-0.060138689256839385,-0.009389381330409527,-0.0048706393741633,-0.006360342706475412,-0.005261853536546446,0.003587,0.02,0.043615
153,0.9171672462851723,-2.9358605072109816,-0.22866638295898364,-0.09798147663075654,-0.04433346723454925,-0.06894947543137608,-0.04121236973173872,-0.06037217625696939,-0.009412254305016708,-0.00488492167465043,-0.006377105233400675,-0.005277734429222651,0.003568,0.02,0.04318
154,0.9102214990203567,-2.9373486319783666,-0.22942771546410073,-0.09831667857548664,-0.04446996466944089,-0.06919692012432498,-0.04135772411721766,-0.060560191523776716,-0.009424874926518006,-0.00490296467589833,-0.006396903841678861,-0.005289323690516092,0.003549,0.02,0.04275
155,0.9156877794834145,-2.9387447769127966,-0.23015052626442736,-0.09863418534016125,-0.044607240178748495,-0.06941510538437758,-0.04149222738289713,-0.06076263547593468,-0.00943543522707476,-0.004921488254164539,-0.006421620358646718,-0.005304213541861947,0.00353,0.02,0.042324
156,0.9107598845069012,-2.9402298815728964,-0.230911873928147,-0.09898103737037753,-0.04473494323949519,-0.06966895883768565,-0.04163251044790386,-0.061030727128954895,-0.009461612192813312,-0.004933871337713248,-0.0064466953514176716,-0.005324384480683466,0.003511,0.02,0.041902
157,0.911694872442536,-2.94164436045814,-0.2316459620576979,-0.09930117779988279,-0.04487023778388255,-0.06988778139762655,-0.041765014979595984,-0.06125806582567503,-0.009478450567650117,-0.004947506921923596,-0.006464615131549242,-0.005341208167569766,0.003493,0.02,0.041484
158,0.9127961766289715,-2.943038381535199,-0.2323645653945039,-0.09961392612311347,-0.044996880345647396,-0.07010787031083042,-0.041890820855869454,-0.06146188023381455,-0.009507842473095711,-0.0049610456402789885,-0.006486124077372934,-0.005357688975596978,0.003475,0.02,0.04107
159,0.9176700016957775,-2.9442819130549087,-0.233018789387368,-0.09990483515479286,-0.0451184887807541,-0.07031469939426385,-0.04201602507138749,-0.06162594599744992,-0.009520541912586049,-0.0049733523180702155,-0.006503830129095968,-0.005371918671313276,0.003457,0.02,0.040661
160,0.9214201976218389,-2.9454978699853336,-0.2336462953165933,-0.10017450332030634,-0.045233156023109934,-0.07050293867670443,-0.04213350399660383,-0.06176960331853042,-0.009534126424154292,-0.004987211992546745,-0.006524758948870992,-0.005383284144850923,0.003439,0.02,0.040256
161,0.909873988458756,-2.9469065879782765,-0.23436879657508028,-0.10049790542796362,-0.04535671858162385,-0.07073375552095161,-0.04225853507054905,-0.06199364785792265,-0.009565269251477564,-0.005000549770648874,-0.006546704209569778,-0.005403901816529992,0.003421,0.02,0.039854
162,0.9158002931908942,-2.948182835664519,-0.23503133110346133,-0.10078663237425521,-0.04547912471250914,-0.07093952760520943,-0.04238253940849706,-0.062148258485010495,-0.009577308229288093,-0.0050118305869419595,-0.006565754310388333,-0.005415520031416609,0.003404,0.02,0.039457
163,0.9162570697549152,-2.94945876636534,-0.23568501243391465,-0.1010771213747986,-0.04559303091897947,-0.07114854409537066,-0.0425041256225774,-0.06239394381076206,-0.009594445170192534,-0.005023396611405956,-0.006584539136332949,-0.0054316538188820245,0.003386,0.02,0.039064
164,0.9099325752239107,-2.950832072933054,-0.23639683531520048,-0.10138563030738028,-0.045722331249727674,-0.07137501510125573,-0.04262987654422138,-0.06260618255444342,-0.009618286980895296,-0.005046472617542536,-0.006603562247748388,-0.00545146458174515,0.003369,0.02,0.038674
165,0.9097921252961836,-2.9521961601116975,-0.23711693426591204,-0.10169446536126579,-0.04585938089313385,-0.0715913273071794,-0.04276242455340912,-0.06279492075488069,-0.009638087818333127,-0.005058068571805782,-0.006623663483957707,-0.00546828470828798,0.003352,0.02,0.038289
166,0.9202270032187023,-2.953357656795886,-0.23771607134605954,-0.10195546742671982,-0.045969519698660706,-0.07177269650677394,-0.042878050442467404,-0.06294247369686232,-0.009656610807942369,-0.00506902314564968,-0.006642180256293862,-0.005479786403116896,0.003335,0.02,0.037907
167,0.9170356403306453,-2.9545931096464195,-0.23835523090162145,-0.1022359855475327,-0.04608217404166548,-0.07198252435392362,-0.04299402920142719,-0.06315665328734038,-0.009668817164417313,-0.0050824410885969605,-0.006657691029197551,-0.00549417709677705,0.003319,0.02,0.037529
168,0.9191079796379328,-2.9558029782424335,-0.2389816129716244,-0.10249870994633008,-0.04620193211129978,-0.07216107133855369,-0.04310432585272014,-0.0633408310010891,-0.00968715686233062,-0.005093779563101524,-0.0066708001001092735,-0.0055067461220158044,0.003302,0.02,0.037155
169,0.9124652905556857,-2.9571441957387523,-0.23966934127837086,-0.10281260233953604,-0.04631291078085706,-0.07238982769496649,-0.04321234622909752,-0.06361409364271149,-0.009707648787944603,-0.005107998015914883,-0.006694142939174803,-0.005523209130860689,0.003286,0.02,0.036785
170,0.9184323988793263,-2.958362997902294,-0.24030032580699973,-0.10308365942066089,-0.046436141115080105,-0.07257223801742738,-0.04332980112639225,-0.06374872398601672,-0.009719027100050385,-0.005115220175870173,-0.00671256152853297,-0.005536743001856661,0.00327,0.02,0.036418
171,0.918734586274343,-2.9595590250835597,-0.2409167767073318,-0.1033617934452814,-0.04654002025511523,-0.07276677825462755,-0.04343554887691833,-0.06392734229570358,-0.00973062660513058,-0.005123325332844293,-0.006731697848857385,-0.00554735369213729,0.003254,0.02,0.036055
172,0.9146053885906377,-2.960815739018008,-0.24156127623511076,-0.10365003410837652,-0.046653314046912614,-0.07296962855043852,-0.04354653083805474,-0.0641458878832504,-0.009751877816884736,-0.005133397469018695,-0.006750663885521775,-0.005563578775308036,0.003238,0.02,0.035695
173,0.9156513125309559,-2.9620556310708244,-0.2422032019401002,-0.10393081343847412,-0.046772218006240346,-0.07316813568438238,-0.04365687579984079,-0.06433734014111193,-0.009773896377773423,-0.005150156304882688,-0.00677211700639276,-0.005577947333925651,0.003222,0.02,0.035339
174,0.9215360333131842,-2.9631716076868306,-0.24277258503816196,-0.1041789087636348,-0.04687447976574894,-0.07334693625700923,-0.04375474255440258,-0.06451601657046399,-0.009790282843705148,-0.0051592010435628655,-0.0067879374478538885,-0.005589502752320748,0.003206,0.02,0.034987
175,0.9119590992415196,-2.9644498379621727,-0.24345125806112808,-0.10447264860400506,-0.04700766025519858,-0.07355255116519328,-0.04387181157699354,-0.06472036468825045,-0.009810709007778487,-0.005175244094502392,-0.0068089940922648005,-0.005605277133210256,0.003191,0.02,0.034638
176,0.9149233149468586,-2.9656831899888707,-0.24408779709986872,-0.10475090810496869,-0.04712282297552449,-0.07375689758744607,-0.0439880869937528,-0.06489894396057437,-0.00983259461190231,-0.005192338895608502,-0.006826606633026734,-0.005616462719266986,0.003176,0.02,0.034293
177,0.9126768543669905,-2.966951308103177,-0.2447319385220881,-0.10503212088921494,-0.047240897827479415,-0.07396077412694634,-0.04410352110795578,-0.06510743428418835,-0.009845932175754791,-0.005200806085905124,-0.006849388708169597,-0.0056329241366014395,0.003161,0.02,0.033951
178,0.9104320516085223,-2.968250263280492,-0.24540443444353416,-0.10534196955569113,-0.04734590981137332,-0.07418377701564534,-0.0442248092591143,-0.06536474492507911,-0.009866240705070596,-0.0052122585856335035,-0.006865531368357969,-0.005644956539495943,0.003146,0.02,0.033613
179,0.9203097845343952,-2.969358573540671,-0.24596409170703593,-0.10558436556978122,-0.04744680887434457,-0.0743531706315776,-0.04431983765461802,-0.06554908797616993,-0.009881401347202277,-0.005221944045424501,-0.0068779733535753755,-0.0056573409637887435,0.003131,0.02,0.033278
180,0.9206076190800565,-2.970454243611803,-0.24651960039554674,-0.10582662722678991,-0.04754440502978135,-0.07453373674094697,-0.04441431005857557,-0.06572528065997572,-0.009889276334389359,-0.005233092098718965,-0.006892589830594619,-0.005669561032470228,0.003116,0.02,0.032946
181,0.9171081126103615,-2.971646106845483,-0.2471383137243193,-0.10609577968751364,-0.047660053253349675,-0.07472649067327561,-0.04452498117796137,-0.0659124390624903,-0.009903615221500761,-0.005242919186957727,-0.0069121095495230525,-0.005685112933901501,0.003102,0.02,0.032617
182,0.9202324529818626,-2.972770018001722,-0.247710405571686,-0.10633062576534642,-0.047773843551788625,-0.07488881877206682,-0.04463247107597424,-0.06603733260355141,-0.00991973790139017,-0.005253204817593875,-0.006928960879121356,-0.005695817934285879,0.003087,0.02,0.032292
183,0.9182939189189189,-2.9738797160803676,-0.24828486387786752,-0.10658391593890024,-0.04787460426144786,-0.07506385517550254,-0.044737441701154,-0.0661930136660863,-0.009938299246026988,-0.005267196218222545,-0.006944850324716896,-0.005709993395824247,0.003073,0.02,0.03197
184,0.9171805718362979,-2.975026774880061,-0.24887120964305945,-0.10683580099688773,-0.04798062520087515,-0.07523521143732827,-0.04484037171248843,-0.06637701593009286,-0.009956713402374546,-0.005278353171197276,-0.006962976582331177,-0.005721094089325272,0.003059,0.02,0.031652
185,0.9196526246697073,-2.976126168120218,-0.24944854695628207,-0.10707930750551861,-0.04809269315544445,-0.0754007828679105,-0.04494471585617117,-0.06652953838639611,-0.00996880883999025,-0.005291081296084883,-0.006977649016676994,-0.005734155238495769,0.003045,0.02,0.031336
186,0.9118299291371404,-2.9773594497028584,-0.25008013054781714,-0.10735359267674127,-0.04820534312288047,-0.07559810792495736,-0.04505138230879224,-0.06676153994786792,-0.009987091838012621,-0.005305641554676737,-0.0069943585087427155,-0.0057493299423380705,0.003031,0.02,0.031024
187,0.9185282744879523,-2.97845203836527,-0.25063467922181193,-0.10759698735047116,-0.048306284157404566,-0.07578164196520791,-0.04515546439649284,-0.0668972797470597,-0.009998771224840048,-0.005318416081667428,-0.007013691821660219,-0.0057597689260326075,0.003017,0.02,0.030714
188,0.9155043597051928,-2.979617414305539,-0.25122576606784625,-0.10785497675906955,-0.04840869659036646,-0.07596559621133499,-0.04525939656909709,-0.06712115182801467,-0.010013794135283983,-0.005329694383611362,-0.007032503126485996,-0.0057711737396207744,0.003004,0.02,0.030408
189,0.9153862909036073,-2.9807800119403915,-0.25181918208374093,-0.10811364842101272,-0.048517094980598335,-0.0761457511527135,-0.045363383661986056,-0.06728754188261905,-0.010028565454852574,-0.005338732216660146,-0.007048080006193763,-0.005783459409917757,0.00299,0.02,0.030105
190,0.9225976114302943,-2.9818082996380855,-0.25235138738879165,-0.10834575041424574,-0.048617905502240474,-0.07631443684255065,-0.04545928730825768,-0.06743939317354943,-0.010042353871414625,-0.0053445832702927925,-0.007066178005123744,-0.0057940898647101,0.002977,0.02,0.029805
191,0.9130106914234005,-2.982992956944369,-0.25296209806107206,-0.10861638267556589,-0.04872456805667641,-0.07650704608427156,-0.04557093359105599,-0.06761444366900979,-0.01005701949374323,-0.005357060730929301,-0.007084074117593017,-0.0058078680203324734,0.002963,0.02,0.029508
192,0.9190813260681366,-2.9840570864461236,-0.2535043144327394,-0.10884772936463298,-0.04882215440586825,-0.07666807175334392,-0.04567290207692424,-0.06779314795342416,-0.010071950426886534,-0.0053723723958956065,-0.007098905877327992,-0.005818878787221026,0.00295,0.02,0.029214
193,0.9168357338072802,-2.9851853186143877,-0.25408644886797177,-0.10909805943898618,-0.048931095276642106,-0.07684070983029925,-0.045767859704630556,-0.06795932317985927,-0.010085784012255468,-0.005382483569694317,-0.007113602043673267,-0.0058291918806128535,0.002937,0.02,0.028922
194,0.9157526332535124,-2.986301556134318,-0.25466425079899047,-0.10934934361646649,-0.049036328280876326,-0.07701503415772028,-0.04586357161080516,-0.06814222326198059,-0.01009860501671162,-0.005397383621341955,-0.007129704950959207,-0.0058444869777483635,0.002924,0.02,0.028634
195,0.9129792006525286,-2.98744212263099,-0.2552518431193054,-0.109610932766748,-0.04913709392874465,-0.07719378335266364,-0.04596235413526256,-0.06833115422696673,-0.010116624027272541,-0.0054092843277890965,-0.0071433546106133335,-0.005854315738086969,0.002911,0.02,0.028349
196,0.9160417511147142,-2.988516417069733,-0.2557969245959976,-0.1098434057017713,-0.049235386658145794,-0.07735251639422899,-0.04605676256835811,-0.06849582409242953,-0.010129862010282065,-0.005421388689145077,-0.0071631808562761575,-0.00586784425324813,0.002899,0.02,0.028066
197,0.9192620745324902,-2.9895506110719787,-0.2563234018537874,-0.11007277189746917,-0.049327370173425734,-0.07751919704475616,-0.04615012439998699,-0.06864285041104018,-0.010143158831549098,-0.0054302682873617345,-0.00717612527929405,-0.005880449602557406,0.002886,0.02,0.027786
198,0.9190067887404613,-2.99058197085445,-0.25686321775128007,-0.11030111482030105,-0.04942937695379841,-0.07768217918975362,-0.04625770678886313,-0.06877338022565038,-0.01016091637690806,-0.005445498201487013,-0.007192473796808642,-0.005892233934871583,0.002874,0.02,0.027509
199,0.9206547857428915,-2.991639213510897,-0.2574041075224581,-0.11054226732783669,-0.04951824024068804,-0.07786385553924588,-0.04634381145628114,-0.06895219316330499,-0.010171580252657639,-0.005455040923707828,-0.0072059270381247984,-0.005902619467252102,0.002861,0.02,0.027235
200,0.9175530561351722,-2.9926759199842,-0.25793981379725706,-0.11077408634098308,-0.049615689137458924,-0.07803064568204104,-0.046443308976263,-0.06908792446335871,-0.01020397888439357,-0.005463729924938328,-0.00722557141810079,-0.005913679100578756,0.002849,0.02,0.026963
201,0.9232660346540489,-2.993649809173262,-0.2584349659221574,-0.11098227159060123,-0.049707713092389444,-0.078176529155149,-0.04652695636173454,-0.06922844961863801,-0.010216166813798448,-0.005471406951275312,-0.007236319114246003,-0.0059243208913162745,0.002837,0.02,0.026695
