episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
232,0.9327649615513206,-4.742797978772166,-1.1401311562114853,-0.500950095753212,-0.2096885591257083,-0.26026748155620605,-0.04143121626539563,-0.3526711256839831,-0.2821355367267276,-0.01002783702708748,-0.0034544025381643435,-0.008280146600328876,-0.16369406379528678,-0.38204625383991964,-0.10053333065295575,0.001253,0.01,0.0,0.97,100,14,1,15
233,0.929108161933292,-4.746902369299667,-1.1422480075784465,-0.5018576222911758,-0.21009503692232728,-0.26073057553582824,-0.04150638499117477,-0.35328006960087555,-0.28263827701996036,-0.010045665792650402,-0.0034602400244941552,-0.008296397222813086,-0.16397958120627107,-0.3827120681314016,-0.10067215806127454,0.001248,0.01,0.0,0.97,100,13,1,14
234,0.9342445386811739,-4.750570719585595,-1.144087877667788,-0.5026369687005675,-0.21044099703034594,-0.26113526837909434,-0.04157345789069228,-0.35386733179334956,-0.283105409775675,-0.010057647735483177,-0.0034661544131285907,-0.008311009061854271,-0.16422813303710404,-0.3832010897539435,-0.1008574881276593,0.001243,0.01,0.0,0.97,100,14,1,15
235,0.9304984540110768,-4.754366219131754,-1.1459997242794666,-0.5034744325923657,-0.21077818791680314,-0.26156720326758753,-0.04163962871158972,-0.3544620920569567,-0.2835579258613843,-0.01007489586243667,-0.0034710440685659367,-0.008325433381426037,-0.16448459177369393,-0.3838916291922315,-0.10103714913974025,0.001239,0.01,0.0,0.97,100,14,1,15
236,0.9324508435234555,-4.7581540457753935,-1.1479031217917777,-0.5043147241252565,-0.21112927645741425,-0.2619947060410481,-0.04170808329876471,-0.35509765806866334,-0.28402010061678923,-0.010092169124227786,-0.003476904459257169,-0.008342648623655856,-0.1647558079773605,-0.3845619530469226,-0.10114503758436823,0.001234,0.01,0.0,0.97,100,13,1,14
237,0.930672268907563,-4.761893792828371,-1.1497848275139233,-0.5051420360521891,-0.21146451276748426,-0.2624250675080353,-0.041775011467267406,-0.3556878522778299,-0.28452593233370094,-0.01010963919357481,-0.0034817192301298907,-0.008361111354442709,-0.1649654251843786,-0.3852287488761841,-0.1013251086966391,0.001229,0.01,0.0,0.97,100,14,1,15
238,0.9318575877451393,-4.765184277475323,-1.1515214756525154,-0.5059296715636241,-0.21177599066151892,-0.26282485784333376,-0.041850831768589544,-0.35626504919800045,-0.2849459766740708,-0.010124172668735443,-0.0034878136024478596,-0.008377134516957522,-0.16527532492444064,-0.38581978798536254,-0.10150037118541573,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.9360124527164999,-4.768703022270679,-1.1533222647812926,-0.5066983198980132,-0.21211099649710372,-0.2632209949122623,-0.04191197615132043,-0.3567550293774378,-0.2853702091252743,-0.010139093843984865,-0.0034936159312405624,-0.00839211172918884,-0.1655478215911332,-0.3863684745452767,-0.10168119601579875,0.00122,0.01,0.0,0.97,100,13,1,14
240,0.9260025916763434,-4.772826426015542,-1.155436820986423,-0.5075989219623845,-0.21251348909453416,-0.26369209117468123,-0.0419791999473187,-0.35738433731417873,-0.2859019588552321,-0.01015880657093272,-0.003499154319688016,-0.00840594212503307,-0.16579822501563976,-0.3869313003402989,-0.10192096621000868,0.001216,0.01,0.0,0.97,100,14,1,15
241,0.931106822186792,-4.776536912549731,-1.1573131546939242,-0.5084455624693621,-0.21281436799585698,-0.2641262289946769,-0.042027405176768805,-0.35796998567594857,-0.2863578870321119,-0.010176330675197616,-0.0035052356768665834,-0.008421524516990252,-0.16608278014630806,-0.38764969924835263,-0.10206280388217344,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.934256173630693,-4.779921507494863,-1.15899878622672,-0.5091785354324526,-0.2131318812607766,-0.2645003656592163,-0.04209258937747943,-0.3584857889439621,-0.2867621037255146,-0.010190245430527453,-0.003510287727388898,-0.008436455628239121,-0.16629574391202,-0.3881873058611584,-0.10223858306092819,0.001207,0.01,0.0,0.97,100,14,1,15
243,0.9329906494648382,-4.783252358495117,-1.1606992719830556,-0.5099525653046576,-0.21343011415263136,-0.26488278314219593,-0.04214576709355346,-0.3590584336829963,-0.2871973074279155,-0.010208313050094365,-0.003516275885753097,-0.008453670678264342,-0.1665508997358789,-0.3888497852006509,-0.10244265626696243,0.001203,0.01,0.0,0.97,100,14,1,15
244,0.9247006189451022,-4.787458874400468,-1.1628644280923761,-0.5108872531914257,-0.2138495346688346,-0.26536618377963783,-0.04223807216870049,-0.35971201900111816,-0.28773625038960005,-0.010225251762033975,-0.003523435623767399,-0.008474997901411421,-0.1669105815343388,-0.3895860809023263,-0.10259647407939364,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9321008631822199,-4.790861706540871,-1.1645428216737834,-0.5116376670112033,-0.21415562833701893,-0.2657457774641223,-0.04229473056513073,-0.36029136762913544,-0.2881746841932527,-0.01024056766116831,-0.003528528682638811,-0.008490419336034831,-0.16713655476247644,-0.3900980131207376,-0.1027767213900157,0.001194,0.01,0.0,0.97,100,14,1,15
246,0.9378284009627444,-4.794057405666528,-1.1661177654088362,-0.512316638415411,-0.2144285290233844,-0.26606719869255857,-0.04235148175881444,-0.3607650352085485,-0.28854920038459786,-0.010254809991894107,-0.0035335399221291955,-0.008503427426273137,-0.16739501891232955,-0.3906936977778549,-0.10288605736239413,0.00119,0.01,0.0,0.97,100,14,1,15
247,0.9364326216075245,-4.791690886353978,-1.1649666509307517,-0.5122499880697885,-0.21407542281218306,-0.2661596935055374,-0.04224254470329815,-0.3612078292756699,-0.2888307540894258,-0.010259294563434218,-0.0035373492418824845,-0.008366130244512455,-0.16737431412530238,-0.3907353584042196,-0.10300791642583229,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9284760600990384,-4.795228966774046,-1.1667085471885683,-0.5130213727863614,-0.21438313782788535,-0.26655590280443014,-0.04230320275907727,-0.36178294719542015,-0.28934182981235,-0.010275885926603449,-0.00354377224746555,-0.008381603922843782,-0.16764687944311646,-0.391311233140309,-0.10319032404942723,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.928923988153998,-4.7985282685265505,-1.168425662318108,-0.5138306901643415,-0.21468894685830098,-0.2669791934331902,-0.042369954657308015,-0.36236678966463043,-0.2897919461657281,-0.010294214763421787,-0.0035491263263347055,-0.008390874827734079,-0.16789650168816805,-0.3919960001188134,-0.10335651621381042,0.001177,0.01,0.0,0.97,100,14,1,15
250,0.9315448658649399,-4.8019720257180785,-1.1702190485277275,-0.5146250648948341,-0.21499231645642541,-0.2673936329517017,-0.042424359605161534,-0.3629163906878996,-0.2902195834205879,-0.010309967285092505,-0.0035551016410274388,-0.00839906286126468,-0.1682206720284293,-0.3926296527446573,-0.10353169283172312,0.001173,0.01,0.0,0.97,100,14,1,15
251,0.9375655468723569,-4.8049732229823165,-1.1717277272516597,-0.5152887808186137,-0.2152699117296187,-0.26772312381269275,-0.04247235868193665,-0.3633919400964385,-0.2906284810720604,-0.010323165660842145,-0.0035599022135924903,-0.008412854359986295,-0.16844400720694944,-0.39299066184306874,-0.10366527056495356,0.001169,0.01,0.0,0.97,100,14,1,15
252,0.9290026927129501,-4.80878401462795,-1.1736531057168973,-0.5161203848551701,-0.21563007721655625,-0.26814218565427334,-0.04253992935299716,-0.363979674458559,-0.29109047230748103,-0.010338213345127663,-0.0035661353384527777,-0.008428647053865526,-0.16871289163777528,-0.39365903408688674,-0.1038342919510231,0.001165,0.01,0.0,0.97,100,13,1,14
253,0.9307239642511913,-4.812344213442357,-1.175486596353216,-0.5169244306126328,-0.21596674167460367,-0.26855939111002947,-0.04260393242050385,-0.36454161933074475,-0.29151667007690185,-0.01035451692824819,-0.003571630673916402,-0.008439428184357263,-0.16895687914011323,-0.3943043863983122,-0.10396118067682263,0.001161,0.01,0.0,0.97,100,14,1,15
254,0.9291958334728875,-4.816069866792803,-1.1773781437885902,-0.5177437665023008,-0.21632063164795473,-0.26899043361988934,-0.042675235290808654,-0.36511119356116434,-0.2919948291704415,-0.010371654236663442,-0.003576664299654317,-0.008453254631160933,-0.16920877606747584,-0.39491221565850737,-0.10410762159596133,0.001157,0.01,0.0,0.97,100,14,1,15
255,0.9272948146175863,-4.819871185208837,-1.179299107335675,-0.5186045969094345,-0.21664690621407068,-0.26944497029782816,-0.04272282382955694,-0.3657096647945665,-0.29244188728769577,-0.010389643405655473,-0.0035818652355709122,-0.008469968291137421,-0.16945629628580394,-0.3956892602402885,-0.10429546753072698,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.937588338470446,-4.822965443867269,-1.18082953516923,-0.5192581190291298,-0.21692925395665852,-0.2697589323131178,-0.04277518971767613,-0.36616098189866714,-0.2928018343466569,-0.01040389633543414,-0.0035855135798805453,-0.008484523994093525,-0.16959797276136282,-0.39621610640501054,-0.10439978933125588,0.001149,0.01,0.0,0.97,100,14,1,15
257,0.9376808668147251,-4.825747449309698,-1.18222618427345,-0.5198923015168829,-0.2171878789878524,-0.2700888846511138,-0.04283183276594545,-0.366646849505645,-0.29319799276469455,-0.010415282757275353,-0.0035911828078888717,-0.008482597056282336,-0.1698262468056357,-0.3966038340213507,-0.10455083266939637,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9233936012904961,-4.8297668428930915,-1.1842966975624438,-0.5207960229617157,-0.21757253179966926,-0.270573819519448,-0.04289993484624951,-0.3672808524998489,-0.2937085256850136,-0.010435991906436006,-0.0035963169142125347,-0.008498977069543528,-0.17006403183122562,-0.39737915088460296,-0.10475027315041022,0.001141,0.01,0.0,0.97,100,14,1,15
259,0.9366810026207916,-4.832960605990881,-1.1858710101054242,-0.5214778309457689,-0.21785484114600748,-0.27091607959413155,-0.0429603158892848,-0.367777424346774,-0.29408198697055316,-0.010449543064718575,-0.0036011549447499194,-0.008513672170935004,-0.1702850910500299,-0.39784253864798647,-0.10487103953477953,0.001137,0.01,0.0,0.97,100,13,1,14
260,0.9309785426387704,-4.8364650199444315,-1.1876366575450679,-0.5222612211534111,-0.21816415579760887,-0.271315528067312,-0.04301798903750954,-0.3683318852824264,-0.294550117298166,-0.010467367403936449,-0.003606997579593728,-0.008535487303176825,-0.17052066231031893,-0.3984975563990886,-0.10503656250979346,0.001133,0.01,0.0,0.97,100,14,1,15
261,0.9282042667562573,-4.839393279686589,-1.1892232289569657,-0.5230338142853919,-0.21843900995069584,-0.2717262603443377,-0.043061229052611415,-0.3688818295077683,-0.2949968428408028,-0.010483773055011632,-0.0036132430098639733,-0.00854558874585723,-0.17081799585837837,-0.3990835763806158,-0.10522359667116397,0.001129,0.01,0.0,0.97,100,14,1,15
262,0.9298671113132232,-4.842873297740647,-1.1910041338371586,-0.5238382931341885,-0.21876400487951023,-0.272148423810775,-0.043126293851693406,-0.36945551890281275,-0.29543604660716427,-0.010499501785835924,-0.0036191525806410158,-0.008561354461947513,-0.1710665055381902,-0.39966426016752166,-0.10539524372520487,0.001125,0.01,0.0,0.97,100,14,1,15
263,0.9325715444818202,-4.846079736755318,-1.1926267235466004,-0.5245740339433039,-0.21905325569543185,-0.2725495897042853,-0.043181863723074504,-0.36998731324381373,-0.2958347165656025,-0.010515755540933864,-0.0036240340194412346,-0.008576128944394405,-0.17128900673108907,-0.40025647853128976,-0.10553498387685667,0.001122,0.01,0.0,0.97,100,14,1,15
264,0.9319230964338254,-4.849503055150866,-1.194332406124602,-0.5253228857118949,-0.21936122982119477,-0.27294483772368555,-0.043240821790972155,-0.3705076020777462,-0.2962568650268936,-0.010530209953955238,-0.003629799110421935,-0.008591687078971134,-0.17154870035450148,-0.40079238515449456,-0.10567736323613733,0.001118,0.01,0.0,0.97,100,13,1,14
265,0.927737128280862,-4.853215223688199,-1.1962238182429454,-0.5261403851568062,-0.21971226284923215,-0.273366568050313,-0.043296231785130146,-0.3710356989176584,-0.29672713784983173,-0.010546712321262586,-0.0036359057064723724,-0.008609091468352145,-0.1718629247684612,-0.40139566749986233,-0.10579180361573738,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.9238673358654368,-4.857066444215843,-1.1982075232432428,-0.5270177418644115,-0.220072329865011,-0.27383795370387504,-0.04335406852738891,-0.3716434180869173,-0.2972444020882483,-0.0105643711464229,-0.003641855199690975,-0.008621056870840856,-0.17220555590972986,-0.4020899531257691,-0.10596793952495023,0.00111,0.01,0.0,0.97,100,14,1,15
267,0.9257161001370366,-4.860574351326635,-1.2000679653264543,-0.5278692083156348,-0.2204126050570075,-0.2742876828623107,-0.04344180783591043,-0.37221758280231615,-0.2977071391899093,-0.010582209759412741,-0.0036478553392002427,-0.00863832992444728,-0.17249402148745763,-0.40269811314652054,-0.10613848033404151,0.001107,0.01,0.0,0.97,100,14,1,15
268,0.9360898468976632,-4.8636935950922915,-1.2016554289007908,-0.5285517706716483,-0.22069059490495715,-0.27462357692710426,-0.04349190476433978,-0.3726820427989667,-0.2980784703632038,-0.010597762198668694,-0.0036517792920785215,-0.008649774934210836,-0.17270639124248538,-0.4033208363067447,-0.10623901752040386,0.001103,0.01,0.0,0.97,100,14,0,14
269,0.9281185004819155,-4.866420298092782,-1.2030558431768033,-0.529249628108843,-0.22095068031505546,-0.2750130586923328,-0.043562762278791196,-0.3732397596666244,-0.29854269846971637,-0.01061407974978474,-0.003657377834994735,-0.008663516752746172,-0.17293449538928843,-0.40382332144954325,-0.10641402591574607,0.001099,0.01,0.0,0.97,100,14,1,15
270,0.9296044665680075,-4.869893807152471,-1.2048306069631634,-0.5300243115593393,-0.22127977808781069,-0.275412264214476,-0.04361876857300978,-0.37378795598675735,-0.2989624155478495,-0.010628959444088386,-0.0036630138041834305,-0.008679224028075078,-0.1731517206120845,-0.40438119670970124,-0.10660772625367537,0.001096,0.01,0.0,0.97,100,14,1,15
271,0.9301933831952025,-4.873294048296171,-1.206514899371979,-0.5307516130596064,-0.22159630637332478,-0.275780088762367,-0.043687252790216714,-0.37429248216108935,-0.29938406353173136,-0.010644652817787873,-0.003666942764806148,-0.0086885022450764,-0.1733501060584268,-0.40496724113874266,-0.10676525133635811,0.001092,0.01,0.0,0.97,100,14,1,15
272,0.927541857953011,-4.876775270710179,-1.2082929084114993,-0.5315184059824561,-0.22192484120717207,-0.2761627143861679,-0.043746253294630943,-0.3748130244247048,-0.29982994787701833,-0.010661165085244449,-0.003672128319880056,-0.008700680081467103,-0.17358112052656915,-0.40562906044032565,-0.10689331662185149,0.001088,0.01,0.0,0.97,100,14,1,15
273,0.9327635809781689,-4.879824937516298,-1.2098352723574979,-0.532208544857921,-0.22219377091426898,-0.2765210955894462,-0.04381014560692671,-0.3753088340536003,-0.3002260172257241,-0.010676289481105721,-0.0036767484486503093,-0.00871287759189391,-0.17384114450260132,-0.4061565555100879,-0.10699327768797055,0.001085,0.01,0.0,0.97,100,14,1,15
274,0.9298067999662533,-4.8832664018772896,-1.2115722308613428,-0.532952729742067,-0.22252166163239798,-0.27689516036459877,-0.043874097994487764,-0.37585439290301953,-0.30068772267861366,-0.010691047985238587,-0.0036827510028062476,-0.008729202669204378,-0.17411027800024248,-0.4066662136740972,-0.10720221341747199,0.001081,0.01,0.0,0.97,100,13,1,14
275,0.9324620943504542,-4.886307708333431,-1.2131264523783691,-0.5336343015544255,-0.2228108063898084,-0.2772404884142704,-0.04393761110018993,-0.3763096428075065,-0.3010953503391996,-0.010705871519426166,-0.003687374305938312,-0.008738523017771132,-0.17431903140996852,-0.4072187726056856,-0.10733513711426482,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.9324962600642093,-4.889518683738532,-1.2147548494055216,-0.5343331885689798,-0.22311191606161035,-0.2776002401158004,-0.04399878356631268,-0.37680576160913226,-0.3014724721725426,-0.01071826654539229,-0.003692916605647695,-0.008751466602715481,-0.17458131970982987,-0.4076635795328585,-0.10749767438386414,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9339126033406445,-4.892674913303603,-1.2163501995500252,-0.5350004718889395,-0.22341633963536675,-0.27794226456348914,-0.04405605843136988,-0.37727094549044765,-0.3018405636160716,-0.010729736012977352,-0.0036967668341007652,-0.00876169035982013,-0.17476771036444205,-0.40813502470383445,-0.10770928239332653,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9258972720239497,-4.895991774875307,-1.2180447768991747,-0.5358016441579501,-0.22369028294332047,-0.27837808146532295,-0.044104276535828386,-0.3778542295990193,-0.30230067529230986,-0.010748352313605521,-0.0037029978183058224,-0.008775561381813046,-0.17508182283060794,-0.4087089236523521,-0.10784463999630996,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.927117243240508,-4.899252759297986,-1.2197377740961313,-0.5365715238395158,-0.22400539463026725,-0.2787936394420736,-0.04418410474833706,-0.3783808099117349,-0.30271955813677753,-0.010763407513528379,-0.0037081082044243363,-0.008790832897201931,-0.17534461442126653,-0.4092697011079714,-0.10801100040566108,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9319353327085286,-4.901943025156675,-1.2211539059141912,-0.537237642792481,-0.2242589078418665,-0.27915004005105126,-0.04424022107938665,-0.3788391970811517,-0.30310407358976943,-0.010777882199735127,-0.003712756717095626,-0.008787730386064521,-0.17556611398714767,-0.4097452047518595,-0.10812946320138442,0.001061,0.01,0.0,0.97,100,14,1,15
281,0.9252380313799115,-4.90561082725222,-1.223033488038873,-0.5380689404332405,-0.22460630282420535,-0.27959262867162293,-0.04429556100946241,-0.37941312241283653,-0.3035784710125437,-0.010794034810121783,-0.003718808492759196,-0.00880383028400523,-0.17587349007117187,-0.4103472026477066,-0.10827583372402416,0.001057,0.01,0.0,0.97,100,13,1,14
282,0.928408765034328,-4.9088278665747636,-1.2246363683009056,-0.5387999876957911,-0.22487999124026875,-0.2799809137417222,-0.04434970247408136,-0.37994062020919134,-0.30395407055727924,-0.010809919647927034,-0.0037235765457336915,-0.008816982788469076,-0.17613122276794105,-0.41092120773916313,-0.10842728300245734,0.001054,0.01,0.0,0.97,100,14,1,15
283,0.9301644591235657,-4.9119234390370705,-1.2262170081162087,-0.5395239907741513,-0.2251593915178053,-0.2803602883460236,-0.04440152254603463,-0.3804535813465244,-0.30433333907942267,-0.010827167706699127,-0.0037272559157321096,-0.008824979228117171,-0.1763439349473282,-0.4115945761317005,-0.10855906639726927,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.9305370429735612,-4.9138889437177395,-1.2272728006553366,-0.5401142922359723,-0.22531673787282352,-0.28068825937318614,-0.044420276484747834,-0.3808852169730599,-0.3047350451718765,-0.010840476511975531,-0.0037308890107434086,-0.00882092135947642,-0.17652406503443457,-0.4120920267697624,-0.1086668777845139,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.930493047625445,-4.912483001730113,-1.2266074663160667,-0.5403099310363987,-0.2252147312968205,-0.2809190242653503,-0.04447311521004148,-0.3812301378041805,-0.3050742842054919,-0.010844894024508805,-0.003734705060471421,-0.008802414795376017,-0.17665380847866394,-0.4120778642194477,-0.10881121632530218,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.9333601501743095,-4.915256696186182,-1.2279831217000297,-0.5409276936702557,-0.22545099704597052,-0.2812209963163643,-0.04452279607598555,-0.38171384886828336,-0.30544077341833087,-0.010858792427346458,-0.0037392448948523915,-0.008802381959228472,-0.1768407228125451,-0.4125817440962076,-0.10897075662836762,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.9319231092084278,-4.9183315713943,-1.2295255052576746,-0.5416094259846832,-0.2257267685048747,-0.28157706104001023,-0.04458158745544392,-0.3822305400987103,-0.3058148327886438,-0.010870669357309851,-0.0037436897292016107,-0.008816266920424372,-0.1770696838137108,-0.413066071895237,-0.10912699575380191,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9309375798347952,-4.921360913293848,-1.2310278499610452,-0.5422477371150013,-0.22602428098187555,-0.28189175122703614,-0.044647140180295856,-0.38271294672275263,-0.3062084736399003,-0.010882661963553638,-0.0037481882000500663,-0.008828659669252963,-0.17727332710048682,-0.4135330330955073,-0.10924049198402477,0.001034,0.01,0.0,0.97,100,14,1,15
289,0.9331810394060537,-4.924412194742185,-1.232559462221486,-0.5429075508870805,-0.22630053507976794,-0.2822310339564341,-0.04469476641008479,-0.38315331114776835,-0.3065522273379103,-0.010894815660451638,-0.0037522043656290477,-0.008840854356073055,-0.17747418519159475,-0.4140211853303089,-0.10939474460821211,0.001031,0.01,0.0,0.97,100,14,1,15
290,0.9281321088550004,-4.927453909831733,-1.2340847635928347,-0.5435936850150134,-0.2265911101663821,-0.2825988767235384,-0.04475514756770593,-0.38363472590656006,-0.3069574812289862,-0.010909284668972464,-0.003757126270860561,-0.008853568250446775,-0.1776826104330415,-0.4145451839199311,-0.10953172085894951,0.001028,0.01,0.0,0.97,100,14,1,15
291,0.929129068234817,-4.930738092768796,-1.2357256835655537,-0.5443300603080664,-0.22687109986973547,-0.2829828586467271,-0.04480019519262048,-0.38416968088268133,-0.3073453934078248,-0.010926803239182008,-0.003761327613754679,-0.008871445989925444,-0.17792950156586324,-0.41521090140231315,-0.10970884205269743,0.001025,0.01,0.0,0.97,100,13,1,14
292,0.9255863074782492,-4.934198418641283,-1.2374963614678531,-0.5450858169981208,-0.2272109331571474,-0.2833725857920012,-0.04486967567442562,-0.3846921162153636,-0.3077906995862887,-0.01094044515104022,-0.003766713560105206,-0.008883332964782288,-0.17815169079822712,-0.4156782341274773,-0.10986752441606736,0.001022,0.01,0.0,0.97,100,14,1,15
293,0.9312996323220791,-4.933346332140369,-1.237171383299275,-0.5452422324848731,-0.22705855696204247,-0.28355088745937707,-0.04477121036382456,-0.3850995725526377,-0.3079713530123581,-0.010948040058652263,-0.003770464466729246,-0.008839190960759873,-0.17832958420437695,-0.4152496322341057,-0.11001481498128761,0.001018,0.01,0.0,0.97,100,14,1,15
294,0.9355531504718098,-4.936134007778356,-1.2385776674172073,-0.5458622939853081,-0.2273187551618787,-0.2838685321829341,-0.044822529700396706,-0.3855321483037427,-0.3083126228766232,-0.010959082696403047,-0.0037747652716974417,-0.008849471487805958,-0.17853405654748186,-0.41567504874124395,-0.11012913650980732,0.001015,0.01,0.0,0.97,100,14,1,15
295,0.9295291340955123,-4.939272584401694,-1.2401961807189361,-0.546581456031919,-0.22761547168304241,-0.28424350809687404,-0.044886111483900565,-0.38604510616952575,-0.30871246485602877,-0.010973676297654843,-0.003780223775241848,-0.008862422302468096,-0.17878880301101155,-0.41621982296316046,-0.11025932514591187,0.001012,0.01,0.0,0.97,100,14,1,15
296,0.93312,-4.9421315541254325,-1.2416296023981066,-0.5472175183177858,-0.22786236067055332,-0.28456324575458397,-0.044931465785728125,-0.3865135892766016,-0.3090963924225239,-0.010989014294608248,-0.0037840686240145525,-0.008876654930780452,-0.17897913126347234,-0.4167662067134262,-0.11035767874845949,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9306457807985838,-4.945311478054042,-1.243224140709702,-0.5479233038220989,-0.22813487743354335,-0.2849223266893688,-0.044990701316499786,-0.38704043273538485,-0.30946684344935377,-0.011001649990414794,-0.0037903043171160318,-0.008888320643548867,-0.1792827157216977,-0.41730814083081175,-0.11047339224033098,0.001006,0.01,0.0,0.97,100,13,1,14
298,0.9252070567638543,-4.94867633708452,-1.244943407533611,-0.548683428209089,-0.22845294695816415,-0.28531366439837724,-0.04505561680819181,-0.3875786631260875,-0.3099023254930497,-0.011017218580962808,-0.0037952402799752644,-0.008905042008205325,-0.17954063829680025,-0.41785045574849583,-0.11062993143780694,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.9258487394957984,-4.9515755289557575,-1.2464564479064624,-0.5493991230295191,-0.22873912968498356,-0.28571377380190693,-0.045123959499787016,-0.3880937463568914,-0.3103299595361878,-0.011031144542907581,-0.0038003752479621373,-0.008908088524858093,-0.17975040452772845,-0.4183074978728265,-0.11079483532214074,0.001,0.01,0.0,0.97,100,14,1,15
