episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,imbalance_weighted_distance,starvation_severity_max
42,0.9145344863451309,-107.69186032722577,-84.90801229475545,-0.9993941480901853,-3.7985363182651053,-0.13084907362688447,-79.48639786355986
43,0.9138307090143117,-112.08121705085408,-91.11878658063374,-3.4359538292256255,-6.463167094959063,0.0,-91.73554225217293
44,0.9208889154752647,-109.74024296888507,-87.4331258905846,-1.025237454507866,-3.756613261866062,0.0,-75.58555980926587
45,0.91743622565603,-116.21951602551187,-90.22972472546651,-3.811608549088542,-5.22847508169785,0.0,-88.36754697729799
46,0.9142703574307982,-114.98191823137843,-90.43870574893208,-0.26799629984022966,-5.987259016904202,-0.007488651247366341,-84.5396116145284
47,0.920525789744677,-116.72315648218947,-89.65208770479185,-1.0085192484375194,-5.208533953847842,0.0,-69.42263074181662
48,0.9226681326736302,-114.6708163938992,-90.98820638294816,0.0,-7.2969051943104635,-0.7198689340539058,-62.84643340388175
49,0.9244724846801703,-115.10247179576444,-91.03939405769985,-2.9839367667537045,-4.404000574100345,0.0,-62.57155680507246
50,0.9213748072911944,-116.19907447087428,-92.94842629451423,-1.593390897241092,-3.0435149837157276,-0.568457753019605,-67.81263765380939
51,0.9192369030782656,-120.19103979365384,-98.26082103122465,-0.3825186515312038,-6.847939819900253,-0.6458454598739853,-72.39581901590145
52,0.9154831269725662,-123.48131977501605,-103.43649031041252,-5.339799893678946,-7.536884048417652,0.0,-93.85583249205948
53,0.9166943245934285,-118.07134679734038,-103.79047573409784,-0.7631930419073114,-10.21665933525377,-2.4058556658957664,-58.302562493095635
54,0.915014851185064,-119.36069110138928,-104.67043342853522,-2.484075565958967,-8.347574331714785,-3.270195100341522,-68.47689301200127
55,0.9205359831376092,-122.69470085932069,-108.43863477131273,-6.737303225547141,-14.250608761222905,0.0,-80.87374450643871
56,0.9151888740434835,-121.66361497797617,-107.7508345489366,-6.457894385596592,-9.538039743872387,0.0,-91.04343629381721
57,0.9225556921416365,-117.58108543976059,-103.45035543816381,-1.6477158245316332,-6.552545546610892,0.0,-72.60958403057921
58,0.923909046334886,-119.98348903442098,-104.09060128594247,-5.711713941400227,-2.0964300853109186,-0.13176615084083082,-64.54465939573903
59,0.9142341349978581,-129.76555401457802,-111.37555207243433,-4.74879411468314,-9.070475488404057,0.0,-82.60936704310171
60,0.9183593396311834,-127.23303940516183,-109.68832052240012,-2.8522115714900123,-7.5579178416899735,-0.2319528025840223,-75.58565161181545
61,0.913933319328992,-130.09514946042904,-110.66710727627704,-1.486126523062173,-9.267139068170916,-0.023847318450237354,-93.55287836347975
62,0.9232613190303539,-128.54845537143166,-108.72240508135242,-3.3681642093248025,-7.003628952275164,-0.6043791087225188,-84.1168295243976
63,0.9196884152048549,-133.8184315002504,-113.99257765864469,-9.804364836869116,-4.669937235126953,-1.9530538575581928,-85.45318814952098
64,0.9209806021658932,-132.0931982522406,-114.07328594369338,-1.9547409904056894,-8.973233380840956,0.0,-79.33018425293999
65,0.9273583219116859,-132.94960033515204,-112.41171805251966,-6.211019371960825,-6.875534025632256,-2.6631929353481287,-77.9846044379135
66,0.9202771362586605,-131.57019474639085,-111.59561427040771,-3.764314585145745,-8.43374603451841,-0.27018618321251925,-71.13662858608977
67,0.9189511678549056,-137.49934115712838,-116.80543785165148,-5.627987518767456,-8.552427524501182,0.0,-87.6343049057254
68,0.9217136221964187,-134.4053820727449,-114.22345811388858,-4.1306516744825315,-4.548696841417074,0.0,-65.38751221370052
69,0.9242047110247693,-140.42933067247057,-119.76430307399302,-2.659925224255731,-11.764917355352043,-2.8726630849683223,-83.94515099125915
70,0.9190620046062273,-144.46091291477475,-121.53419912663095,-5.445830409684637,-11.344718256140807,-6.511109980014898,-101.37090321505573
71,0.9270729270729271,-140.46092863142573,-117.81009379093216,-2.2256881453980757,-6.583688173560697,0.0,-72.70283118170804
72,0.922495786178666,-141.53795151019094,-117.42022756819333,-3.2943528808122258,-5.47867634388429,-2.71849094415071,-86.79545644371466
73,0.9199246771879483,-144.4172222465044,-120.21216929354254,-1.8910112982748681,-6.18734123621381,-0.031361246529446433,-80.799220646394
74,0.9178262332181413,-148.13089532005554,-124.68463254799806,-3.454405816817876,-9.659779335910693,-0.2786865415680461,-97.68672391097276
75,0.9257343376591948,-145.73956499588584,-122.08828228965048,-4.094550269669379,-7.254289269152602,-0.9549270535884711,-87.2358774870905
76,0.920232338898519,-147.50467052836632,-124.2866341427122,-4.725672879764605,-8.376745788467622,-0.46343854374940313,-90.58800972951423
77,0.92566451419132,-150.5625441104392,-125.18895970524237,-7.7071357586944025,-7.057431921240175,-1.933191630702321,-96.8493761700805
78,0.9224140565317036,-148.13984073297536,-121.96515915538676,-6.945135507573586,-6.494307270191803,0.0,-94.39373412431233
79,0.9172651016836643,-152.80219539064333,-125.32823244274596,-5.269965170401289,-9.298256911383644,-3.0884542460501585,-113.58829307724338
80,0.9206810631229236,-153.5701046241392,-125.45552741836241,-2.961955696018563,-8.166840322694103,-1.4008909638850098,-105.41049321675713
81,0.9252951656249057,-152.58095858572872,-125.37042050634939,-2.161388767415183,-6.791061475865374,0.0,-96.40306752707576
82,0.9269253910950662,-149.98720411792948,-122.87981180274717,-4.163682812937982,-1.231208400162743,0.0,-83.27691497375322
83,0.9265927156246293,-152.7898184051938,-124.30628410355594,-0.8554786428938068,-4.244211835422031,0.0,-91.7133421832519
84,0.9262324362943558,-155.6886754391556,-124.9799903380708,-1.4771206569988362,-3.5360271530364344,-1.0129603740262614,-96.15182021123569
85,0.9225303552690751,-159.69712381630242,-127.3661027953491,-4.283492811644038,-3.49569309774274,-3.35997427525419,-103.33709036217678
86,0.9241540611141486,-160.1870261832379,-127.53453074697549,-4.489434124015548,-2.8054577196560953,-5.601969336077076,-102.35992665983196
87,0.9267810618992004,-158.6758915495681,-127.21012811080129,-4.9690486351311876,-3.015016636933133,-2.0974959887504774,-97.86721346340086
88,0.929646865589926,-159.7575100984336,-127.0282368272728,-0.1683347375394258,-4.937188459014533,-2.4596148763654915,-102.04986454301562
89,0.9285297101226523,-160.03232243644732,-128.78195047264427,-1.6972505591582192,-5.425756019039402,-2.8910768391415718,-101.05665264724026
90,0.9194254894365148,-167.0690562208946,-132.5449901005216,-3.421622277300098,-9.649819504906453,-4.558412268140597,-135.2929626961914
91,0.9197389787694713,-166.7100381308914,-132.9240888747863,-2.7292403183723666,-11.370300882808074,-3.1820242279863,-134.90180487274833
92,0.9245438709085908,-164.34964771331042,-132.0098840114252,-5.010005964440235,-5.640857093313623,-0.11649643288892492,-119.40516647375168
93,0.9313071188071188,-162.01409999281324,-130.9157527744435,-2.28728686359015,-6.047767445703241,-0.05809449582245994,-105.77972803197507
94,0.926322475274476,-163.8338988388744,-134.12721670391394,-4.493550950016006,-4.079359603843555,-0.09503594062982731,-107.31040821068362
95,0.9339639693920588,-164.5274939223463,-134.34719236791258,-2.785778260155308,-4.913077583614852,-4.638638016676152,-110.27437375132095
96,0.9273409827132089,-163.49531461090388,-133.24472770366984,-3.4458020708808466,-2.469381724200704,-1.7148758226327907,-105.750176638498
97,0.9247184889211769,-164.89826927526823,-133.94691100750663,-2.4000907625260655,-5.506192222600552,-0.3138126226541794,-113.70721713217878
98,0.925115278204734,-162.83561702067394,-134.74008375948335,-3.0227558816824245,-6.056798699983632,-1.0079440855479471,-115.61414256146385
99,0.924752771950854,-164.19210736994208,-135.45527530489636,-4.1840048329916115,-5.7266381005951725,-0.08212917502147875,-121.22868252551004
100,0.9303289852002058,-163.2464667865721,-135.60178708189378,-3.835196160628371,-4.762932325913597,-3.4113177961410446,-111.82616445681367
101,0.9292256199604443,-164.87593338093657,-135.34763947955076,-5.367056326557777,-3.317261135084351,-3.2649075304467963,-110.49487598118999
102,0.9254506386534559,-169.07570912713388,-137.7925907903035,-5.20746160392493,-7.582564948327073,-0.002050278578490745,-127.66873847397733
103,0.9314367084772466,-168.8606474961378,-137.34667036310745,-5.957960309415137,-5.770984686023165,0.0,-123.44907023794413
104,0.9350527336646867,-167.5254136940427,-135.50848322898435,-2.8819012464862745,-4.377997011265448,-2.7524584284361926,-112.47802215924547
105,0.9208255385915153,-172.98583052932773,-140.64703651147155,-10.1398209436767,-6.076418234688073,-5.476993851900015,-133.31633209202212
106,0.9255646970830217,-172.7143193871288,-141.19324966775903,-8.267643119154222,-7.370196928826691,-1.94489665252948,-135.79378391106852
107,0.9242709028072515,-174.5678710236846,-142.22097528332972,-6.192637933796728,-9.159064312608328,-2.4566343969474755,-138.0812706727524
108,0.922056979036015,-178.71530619619654,-146.20422214603906,-9.35395626089468,-10.98234164694953,-1.1811731372724852,-145.23133863261074
109,0.9248806557180173,-180.68516128572065,-146.6333404080553,-11.128411195553115,-10.67612495350349,-1.1663835449168078,-152.56453394302576
110,0.9237320944638018,-181.38764192026085,-147.4492519749849,-10.392454130771139,-11.919807463538493,-4.497754391705191,-156.15408971911486
111,0.928125,-181.6487274211732,-147.06667204258014,-8.039283709578907,-12.02531666315784,-3.4260799794530836,-148.77498367859195
112,0.923884594314931,-185.71933355496037,-150.27325276956807,-14.372482574843135,-9.616812978694911,-3.9999948810762254,-151.2734128324759
113,0.9262368815592203,-187.6574121537817,-152.90069565153956,-11.528381430528016,-13.418181107364955,-2.4915362092656674,-156.71645324160687
114,0.9368846326500075,-184.89427494381684,-150.73530247599575,-7.771884772240647,-12.845746620782903,-0.03695095708457751,-142.08192273039703
115,0.9311204058022604,-185.09769486271938,-150.9619838312154,-8.34990022267492,-12.338730870917779,-2.9717824039250096,-140.64063299921654
116,0.9312490468201922,-186.27258524168806,-152.12628557821805,-10.857820849366666,-12.528206732985659,-4.260956987637878,-146.185102552501
117,0.9238976886778275,-188.38698004300696,-154.46862318127862,-11.56497710817175,-14.336712612893868,-6.544516404594306,-152.68783538357985
118,0.9285671209745507,-190.5650700560332,-156.19596692967698,-10.851021547400892,-16.26903887975714,-5.245503448913701,-150.85344963006602
119,0.9267756601330804,-193.31015564501243,-158.93029535961696,-10.389483788662433,-19.815018143537383,-3.0025518817582437,-159.90516581708235
120,0.9381239947804448,-189.17160694206166,-156.70987148703253,-10.649418317233854,-16.269430164307654,-1.358017444549302,-140.3178994801314
121,0.9306340993863554,-190.29448751923894,-157.5027051574687,-14.6037278580304,-14.524376139862625,-3.2336055207312864,-145.69864036696973
122,0.927928746705444,-190.99616245695515,-157.4189798827633,-16.078919318717933,-14.84993381404541,-0.3322100332554204,-151.97071323012528
123,0.9298729648606858,-190.1970660329335,-155.8329457998937,-14.989266393793637,-14.196325876662264,-0.2946344507062635,-149.00128291375498
124,0.9308328536371073,-192.00844227333715,-156.6406743953179,-14.033210637620204,-16.046927621916176,-2.9895492444383693,-143.93571758216544
125,0.9273314976655094,-192.22967458141417,-157.3302076085335,-14.970669486580773,-15.719033880441637,-1.1188766082825718,-151.3817877985362
126,0.9423314361429819,-187.73359814359435,-154.88605296938604,-8.017975237828374,-16.751039158838584,0.0,-132.11042475792595
127,0.9258414147176269,-193.40745499767434,-158.55564154105807,-13.359674942144164,-17.866919480605453,-4.191778958796015,-156.19053947134398
128,0.9365697343595579,-193.52575211900682,-157.04781650880992,-14.265316803973082,-16.32412052095704,-3.1899057869154377,-148.03587147982836
129,0.9252269038889223,-198.15373292127933,-160.70207232734575,-15.21131361573232,-20.445091244868358,-3.2152638815824424,-172.20711207000898
130,0.9267980625704451,-197.2375763825415,-161.27486490319083,-17.158506371982444,-19.240237145635295,-1.3719848954147766,-170.6959997746944
131,0.9287778187630641,-197.53377125804369,-160.36329130925856,-17.446526690439775,-18.562155339371962,-0.49422529338642834,-165.93777705443526
132,0.9253781615530651,-201.03923304718603,-163.97782792592972,-17.029230009726984,-21.75748297241539,-1.3342218040461404,-171.22167101919715
133,0.9314727741544062,-199.68861723015354,-163.0367442416797,-19.79196109793253,-17.380584320244207,-0.06250293514069284,-158.17861770102922
134,0.9321360943131146,-198.65892469517914,-162.521799034025,-16.841013835250752,-18.775160688322185,-3.710748806085051,-158.63059131957544
135,0.936266843118383,-196.49912553196316,-161.39986202025494,-12.810867063549845,-18.84437693466711,-3.0119261263555663,-153.15309677186298
136,0.9274097462170856,-200.583993350775,-164.257597670908,-16.26601053888943,-20.550405129336767,-2.860062034357025,-170.5647881591793
137,0.9314135967950842,-201.30650470163422,-163.79942056232312,-14.673214765198562,-22.30946227417486,-7.158232774543758,-165.23280616707203
138,0.9330748023146606,-200.23864412480157,-162.4357358500642,-12.57606388622226,-22.222855576436036,-6.716165899137447,-159.92292373570743
139,0.9346397419046482,-200.43027120855484,-162.6284324733181,-13.231858205622277,-21.75024379150795,-7.866232476488937,-153.99324958407027
140,0.9311163181927421,-201.43959263442633,-164.87219679938872,-16.52859944648455,-20.738610462851042,-11.421778695911275,-163.32941087417726
141,0.9319224197368027,-200.17989456087756,-163.29538025515694,-15.811829015001594,-19.3338155782289,-10.705947441986208,-159.65762411596512
142,0.9339079602731963,-199.06741608766106,-162.82804149201172,-15.555312567532185,-17.86499063870661,-9.86287318280308,-155.00862602000453
143,0.9288441304674583,-200.99493139399817,-165.29889169798324,-17.681467839895678,-18.461352215438318,-10.472020808533534,-162.8213328243139
144,0.9325791991335479,-201.54641497882417,-165.50191128852802,-16.33402334456296,-20.4508719961188,-9.842363593828745,-162.71319736609217
145,0.9363433169423335,-199.98753935850138,-164.301841969135,-17.52857270833624,-17.85389324183862,-10.249911464150047,-153.85005842692613
146,0.9305484903797241,-202.07156133820226,-166.5395283995552,-13.53733543054789,-23.160991869856176,-10.821209669383897,-161.3965313714429
147,0.9386770994450004,-200.82237325346424,-165.56052050219557,-18.03739086280041,-18.351547364982242,-8.339206838417388,-146.39334068568482
148,0.9317046255709163,-201.89624551154682,-166.84995156574243,-16.89411103795672,-20.417988840825384,-7.108620968775281,-150.893614120863
149,0.9365137058912616,-201.84244779265578,-166.27408844217524,-16.72531195432172,-19.659736547304682,-6.420939849206676,-145.71169215252388
150,0.9350613997943258,-204.02761703239122,-167.74244770180434,-17.895684861317093,-19.924130603603494,-6.687337957499742,-147.63176004213278
151,0.935068451933203,-204.6963939980125,-167.86885013659693,-14.359023397046883,-22.803793635195458,-8.442832578835425,-155.60770929811036
152,0.9344887660699267,-204.89865231263755,-168.92275669058046,-17.5100407558857,-21.46412935066985,-8.878997639714896,-159.15546448712266
153,0.93530956621487,-203.39314777621686,-167.8548106171048,-14.642809908239032,-22.423404586786155,-9.208687714737534,-153.13049284920152
154,0.9331500463198159,-202.96924925234714,-167.9383761430413,-17.418381377279193,-20.167471792134123,-7.818022685941777,-151.73673542705947
155,0.9342391962232175,-204.2410635087025,-169.0196391938071,-15.410915689075015,-22.96468239746878,-6.644749561006001,-149.64553173136673
156,0.9357602356760657,-205.26785487976375,-169.57398561264543,-17.19101398236308,-22.606594300990075,-5.36220132498292,-148.57264752768813
157,0.9395829566684747,-204.72365186798092,-170.52532751968326,-17.9154463868637,-22.233735651793637,-6.803707335224859,-147.67149947550362
158,0.926507917321407,-210.25432217587831,-175.28463200896277,-18.477926724230276,-26.760972961765283,-9.552822403535576,-164.76897299058686
159,0.9345148693301292,-209.6953377501515,-174.33394546706035,-16.598270957223804,-27.395752102451084,-9.11910699162133,-159.41694096863856
160,0.9384167777912474,-208.24629085167518,-173.8698596794425,-18.781493521451857,-25.21746765671862,-8.841819668890667,-149.96345577755648
161,0.9366370284951294,-207.22547481330045,-174.3519586983026,-19.741736806856956,-24.48053910135181,-11.383947191895295,-148.26399310652775
162,0.9331897840779951,-208.79102622754357,-176.1306348006121,-19.573817861974565,-26.500028891319186,-12.50594623304193,-157.05254556693083
163,0.9301730441140629,-210.3671015176564,-177.35034066486853,-22.18454336903167,-26.186232044937828,-11.99899875154253,-162.5099129948273
164,0.9353080355805804,-209.557831082555,-177.24523056724342,-20.636274842164926,-26.439566569218147,-9.907181686533638,-161.65177521776354
165,0.9372986966075675,-209.65716789694906,-177.62598748652726,-20.38850272284396,-26.403454710193838,-8.76119791298482,-159.59966678340763
166,0.9332311207311207,-210.91084104537973,-178.97929733597678,-21.09985702247688,-28.18979171675382,-8.424437705226596,-165.02086577285073
167,0.9323814655172413,-212.22941617759219,-179.1109318809622,-21.800811601896182,-28.057722401316887,-9.593104565436626,-164.62903668267595
168,0.9338659699860259,-212.59803685987367,-179.88865931031845,-20.19440761236897,-29.222513172605634,-9.07513846577892,-162.77618566281487
169,0.9334745762711865,-212.65615139136577,-180.20337689074586,-21.11022982394674,-27.72557560323679,-8.044071187563679,-159.49339689360028
170,0.9292648259594157,-214.7985307584215,-182.12688649288094,-22.89809372732639,-28.265619475763287,-9.399843909091185,-165.6005618727058
171,0.9309949978906767,-215.91401948820373,-182.40903592888102,-23.245874836490067,-28.591185868970236,-9.039534983963081,-166.97422776246052
172,0.9423792383775446,-213.63871892000628,-180.60853597792442,-20.9087165934254,-28.350567090677327,-7.6554842580311515,-152.8203394952221
173,0.9382949519597377,-212.80591888957596,-179.71728261281723,-21.750417014512447,-27.011962441786064,-6.619292040225848,-148.8392907713424
174,0.9418144154024249,-211.01328661360188,-179.0300083579046,-21.163168715125977,-26.54110598785138,-6.628419039776203,-142.9147263663387
175,0.9351924115987272,-212.30536699974417,-179.88179844586028,-22.789627191619,-26.317767071419027,-5.6052975010393595,-147.78366414003932
176,0.9353963901527707,-212.67210557035733,-180.38162430778874,-21.86831990783635,-27.66067141887737,-7.015362227202593,-155.11350727879085
177,0.9324643487099764,-213.0899463488932,-180.60871370880585,-22.54906050419297,-27.250639268543363,-7.121050207046881,-155.7191184814821
178,0.9316471126009447,-215.7452871490703,-181.75899247756013,-22.55090120805611,-29.65391462070113,-7.853331248998603,-161.6235868643888
179,0.9352168001208642,-214.86865049203658,-181.22881838396998,-21.88540806647647,-29.31371254021835,-6.815215529818034,-165.71017779358402
180,0.9331713982085927,-214.7311789368991,-181.34823769349669,-21.12099665831085,-29.765074957269743,-7.0617439613981325,-163.62783347149002
181,0.9275657539991612,-216.3575622358049,-182.2890485887335,-25.079919107531513,-28.56358768948809,-7.462712986749174,-174.94593223693778
182,0.9344576580894467,-215.09338559066722,-181.07264782682162,-21.433893203542418,-29.983716369544712,-7.081893232568863,-170.68841675370223
183,0.9324993167947044,-214.96398243205482,-181.5304610110078,-20.6788125062129,-30.109931896926646,-8.06750285380403,-170.21441713141297
184,0.9426710890667316,-212.5534592026007,-179.57321976444413,-20.95528883293935,-27.105617231770278,-6.330253473662672,-157.5494813498186
185,0.9287905411442356,-214.67195912943703,-181.5659056952741,-20.725267468888326,-29.84138409841378,-6.500956114013483,-168.53099512449776
186,0.9329978171234538,-213.5135449744746,-181.00077756583053,-22.112666972427576,-28.043449875281677,-5.622866861366994,-164.1838612003963
187,0.9323356009070295,-213.31998387634295,-181.2938534307546,-20.256584930902708,-29.611491392665574,-4.544457652475272,-166.21585129791185
188,0.9385841397285719,-212.49082693203854,-180.76734761825813,-20.121536295378213,-28.611977080012576,-2.8042486732354903,-162.86532760385543
189,0.9391130714668892,-212.4131676183389,-180.71907548827545,-21.581277288485445,-27.788715963439827,-2.762063066156225,-160.8581937266942
190,0.9367914177739851,-211.17306917617293,-180.0723480999678,-22.66157240091417,-25.9807344960446,-2.5517859877249838,-156.85910363832414
191,0.930236086666262,-213.0500689381835,-181.88980421249946,-22.390522312242776,-28.51129326098476,-3.940283186366332,-164.8443896341453
192,0.9320030007501876,-213.2221938393866,-182.12020225856486,-22.550083663781606,-28.557733986316435,-3.951486211771152,-167.34284983760173
193,0.9334145598537923,-212.5819183440553,-181.92010524391193,-24.635436984512925,-26.670676199187117,-3.690623807533024,-167.46028968710704
194,0.9409069269221614,-210.60380393761247,-180.57310627227764,-20.599871442041287,-27.598837004402085,-2.557032536848473,-159.1846424203313
195,0.932491515577705,-210.88678583188502,-181.45551036432698,-21.03472181247546,-27.819125378468634,-3.4031013722023635,-162.20826843583433
196,0.9336895506258818,-210.51520422109976,-181.09642442014888,-21.02742070295412,-27.326419207334872,-2.577116646458199,-162.81687076420923
197,0.9366231253023706,-209.88198381259087,-180.7696378677834,-20.276236598299928,-27.333872372544562,-1.5816849768412482,-158.82787320702266
198,0.9340966380174325,-210.76249126793874,-181.31508847423126,-22.55434265186743,-26.960841680270622,-3.2140126497545016,-162.29779052648956
199,0.9414145074590807,-209.95587794608784,-180.62261540590197,-20.788315321944182,-27.298359099410114,-2.5255300326064583,-157.42105644607634
