episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty
43,0.9343449429476074,-465.7531313642095,-319.92682176076516
44,0.9285650424675905,-468.6859174612843,-321.7738308245421
45,0.9387805252649363,-470.8321657671066,-323.02956473872126
46,0.9364777820653626,-473.1177045751212,-324.3713399011841
47,0.9361065796628603,-475.47067550236596,-325.8251188776051
48,0.9333077014077842,-478.2018409286145,-327.5368583868513
49,0.9396227559437167,-480.47500505950234,-328.9088996735691
50,0.9381159203234986,-482.92925678865294,-330.4818021855666
51,0.9363754573769996,-485.0205639257849,-331.77439674428837
52,0.9488747040666486,-486.7106090578055,-332.6966366410832
53,0.9364639218759419,-489.0686006942834,-334.1517761841233
54,0.942575159429092,-491.20941968617404,-335.43529621163543
55,0.9348752099832014,-493.04551120633187,-336.3850037371669
56,0.9361573920641137,-495.0099900930778,-337.5968598037468
57,0.9329569093610699,-496.8784264915013,-338.7604346625821
58,0.9339619790249947,-498.83304026801454,-339.9415369724713
59,0.9391393073645039,-501.1609845432098,-341.38780867309157
60,0.9325101641319078,-503.1980757466246,-342.6464298858737
61,0.9336436328917532,-505.12349569789643,-343.87462029602233
62,0.9286397894484986,-506.9605591742027,-344.9804077993487
63,0.9363434717875483,-508.6581193229084,-346.0253072160316
64,0.9376977073479348,-510.2972892991326,-347.0044148157236
65,0.940822889429868,-511.55895079535617,-347.6747992450245
66,0.9364768897448242,-512.8934885338541,-348.4753792544412
67,0.9336260251836946,-514.430855887176,-349.4051952218867
68,0.9330630012820895,-515.9996306060549,-350.370216078148
69,0.9269872541118176,-517.0274828352685,-350.91765562145486
70,0.940059400594006,-518.6770146699085,-351.91166819773633
71,0.9377656708375741,-519.8715449025788,-352.4908251931816
72,0.9365229315861648,-521.4500808131231,-353.4734453898775
73,0.9381102598768214,-522.5771593701808,-354.0535104848076
74,0.9426432409587635,-524.23701321416,-355.12137390590135
75,0.9393565102126891,-525.3960677697819,-355.78155206646426
76,0.9354108323899184,-526.8540820751258,-356.6875038540546
77,0.9253479035228062,-527.9314588276551,-357.2692193048622
78,0.9359852157052836,-529.5270748557496,-358.2413481003557
79,0.9445731001279786,-530.8605429902041,-359.0595029208489
80,0.9380530973451328,-532.2773380146036,-359.98008134342405
81,0.9426231966647671,-533.2656382559979,-360.5234128175016
82,0.9338885061258725,-534.5388870380621,-361.33201032636924
83,0.9378602305475504,-535.8586256105239,-362.0898043589574
84,0.9400209612217398,-537.2440620963724,-362.9983292950353
85,0.9410638997697575,-538.2923133293092,-363.55947884137976
86,0.9387087176435585,-539.603053750768,-364.3370244331763
87,0.9410428779069767,-540.7883498945063,-365.050559676782
88,0.9326021634615385,-541.7734137719972,-365.58707516306134
89,0.9438801651647126,-542.9698887521841,-366.34887416706266
90,0.936097182425979,-544.1741043721815,-367.0795548931702
91,0.9426172780068005,-545.0679482020724,-367.6175846057346
92,0.9358496195733254,-545.8327921036889,-368.02010922379174
93,0.9385332894854854,-546.7410293143964,-368.48520889258765
94,0.935503517159475,-547.5601525457657,-368.94708500235646
95,0.9322460363173372,-548.5227979039703,-369.5037470644453
96,0.9340036014405763,-549.4888611147928,-370.07185035749234
97,0.9387970241860185,-550.5516196944033,-370.68435056133814
98,0.9341893573748596,-551.5489895427945,-371.27416032366875
99,0.9391580334151746,-552.3196841034492,-371.7138006739502
100,0.9442607033407167,-553.3430133523368,-372.2990468918877
101,0.9337336861194518,-554.2625098804001,-372.87240240626346
102,0.9304942828846673,-555.0383491610005,-373.3042149930655
103,0.9350037965072133,-556.1373174245995,-373.9777279988129
104,0.9360297901970875,-556.9458153618345,-374.3747024171107
105,0.9320920703784045,-557.67389386814,-374.7867055008597
106,0.9376371891631837,-558.5004716487255,-375.2515889048951
107,0.9400423160592425,-559.531186884137,-375.88373681479476
108,0.9367980884109917,-560.4441401763081,-376.4218269390239
109,0.9361727835674369,-561.1811708994403,-376.8174959128018
110,0.9399239315983349,-562.1052395976363,-377.3538208747607
111,0.9410381624163502,-562.9948092773147,-377.8749596899432
112,0.9367580532531803,-563.7497147427168,-378.31683432386444
113,0.9346852227929757,-564.7146060106747,-378.9266662450853
114,0.9356835306781486,-565.5539915376867,-379.42240039766074
115,0.943392835749371,-566.3795354781886,-379.8759306182548
116,0.9407526020816653,-567.1677844241996,-380.2940554875074
117,0.9351032448377581,-567.9303186563086,-380.72449974581673
118,0.9308242537651285,-568.4222734360154,-380.9408767715613
119,0.9335661205121318,-569.1397833884914,-381.3407186719847
120,0.9355093846013446,-569.9108132902356,-381.7828860001103
121,0.9394722766981637,-570.6650825249308,-382.22234823989425
122,0.9405244988189692,-571.4922627212378,-382.72309956335437
123,0.9425304603565212,-572.1327672729383,-383.0407814905306
124,0.9399632120133884,-572.8994902742029,-383.4814112268032
125,0.9337847108300772,-573.653394843379,-383.9106785734202
126,0.9394667234197804,-574.3913746689359,-384.3801438182216
127,0.9418181818181818,-574.9768271859916,-384.70647239001715
128,0.9340652747780178,-575.4403595815498,-384.94500433559654
129,0.9296271718146718,-575.9106113216244,-385.1761444522388
130,0.9339813445225948,-576.5792438245139,-385.54645240523035
131,0.9320353235480274,-577.2045509070323,-385.9462008481937
132,0.9377721335268505,-577.8845941079877,-386.3603104258247
133,0.9355776725223335,-578.2242410925835,-386.51369705150205
134,0.9348084701403759,-578.8967726733214,-386.88645522878227
135,0.9330787361637378,-579.3383862780885,-387.1125911978764
136,0.93734335839599,-579.9093910043787,-387.45794065949127
137,0.937780049920308,-580.5214984617566,-387.8120590310154
138,0.9377308073377969,-581.0724559789373,-388.1088016043843
139,0.9391215770867039,-581.7447719783523,-388.53356294743236
140,0.9358328614430901,-582.3389336637879,-388.8769553523698
141,0.9449221260059362,-582.8291683082948,-389.1456667892797
142,0.9408434324886767,-583.2316596592783,-389.37045069528193
143,0.9387755102040817,-583.6470761829682,-389.5941432911368
144,0.9299940723177238,-584.2158220351549,-389.92976264188775
145,0.935040921491361,-584.6799594692359,-390.1763926120515
146,0.9412439267284305,-585.1938436544486,-390.45820159138066
147,0.9372796045691552,-585.6703049864041,-390.7197194658931
148,0.9452518355137928,-586.1622904475364,-390.9941040799192
149,0.9349030470914127,-586.7413102158981,-391.33578101349974
