episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
16,0.9368764792234638,-5.571571945326501,-5.666376045654669,-2.723521069987304,-4.617578720616298,0.058017,0.1,0.15719,0.2,1451,656,1089,33379,37994,37988,0,0,0,0,3496,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
17,0.9374663234149554,-5.496675460441232,-5.685143945854342,-2.735424892685097,-4.604407805469744,0.056534,0.1,0.154841,0.2,1405,684,1119,33406,38109,38103,0,0,0,0,3466,3472,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
18,0.934181698130196,-5.442662205299543,-5.678932627765534,-2.747405350183761,-4.60481308710472,0.055125,0.1,0.152528,0.2,1550,643,1004,33319,37930,37920,0,0,0,0,3428,3436,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
19,0.9373220236292032,-5.497471809010252,-5.699272040928386,-2.73409087513608,-4.501351542798906,0.053784,0.1,0.150249,0.2,1351,718,1102,33010,37670,37660,0,0,0,0,3541,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
20,0.9417334520629267,-5.463096230398588,-5.695851258862744,-2.6848081052589183,-4.518962705277886,0.052507,0.1,0.148004,0.2,1437,526,1078,33690,38278,38269,0,0,0,0,3536,3542,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
21,0.9356021406818249,-5.585586029156743,-5.695479310398395,-2.6694304420137036,-4.4898072279208145,0.051289,0.1,0.145793,0.2,1406,772,1188,33821,38551,38544,0,0,0,0,3535,3531,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
22,0.9335889889711347,-5.566436851213405,-5.769352788799086,-2.699764999954319,-4.413553476149518,0.050126,0.1,0.143614,0.2,1534,700,1091,33639,38168,38165,0,0,0,0,3549,3565,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
23,0.9378468699647908,-5.562224785031843,-5.8164607200147405,-2.677825369626741,-4.381308125926063,0.049015,0.1,0.141468,0.2,1574,509,1073,33514,38178,38173,0,0,0,0,3570,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
24,0.9320104784559333,-5.539901069724211,-5.837040034589879,-2.721605980617547,-4.3173281440689415,0.047952,0.1,0.139355,0.2,1509,749,1298,33211,37782,37773,0,0,0,0,3564,3564,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
25,0.9373305212413378,-5.5878773129775325,-5.898903089049063,-2.6878685642226228,-4.249859655039112,0.046934,0.1,0.137273,0.2,1463,617,1116,33190,37745,37737,0,0,0,0,3610,3615,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
26,0.9385101687839208,-5.581469489534628,-5.902220065698647,-2.655134668445415,-4.307580243437977,0.045958,0.1,0.135222,0.2,1414,648,1220,33534,38045,38036,0,0,0,0,3557,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
27,0.9270593855432478,-5.566558893645484,-5.953277529332589,-2.695000239602961,-4.383238083610676,0.045023,0.1,0.133201,0.2,1704,739,1311,33493,37973,37965,0,0,0,0,3555,3573,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
28,0.9312457251613286,-5.5543720266951295,-6.027813799773238,-2.7390770554932127,-4.408892042680835,0.044124,0.1,0.131211,0.2,1568,744,1212,33627,38214,38204,0,0,0,0,3526,3531,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
29,0.9377015888185402,-5.565077637012386,-6.035751730025153,-2.733468315617914,-4.389907430936263,0.043261,0.1,0.129251,0.2,1437,649,999,33484,38129,38124,0,0,0,0,3581,3585,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
30,0.9354682340109673,-5.549501518388264,-5.998998492755913,-2.773392494585234,-4.461523416656348,0.042431,0.1,0.127319,0.2,1471,659,1193,33007,37676,37666,0,0,0,0,3528,3541,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
31,0.9353320191826767,-5.5331662839436095,-6.0465104417650295,-2.7770549865835394,-4.4206169803068684,0.041632,0.1,0.125417,0.2,1487,711,1171,33989,38750,38747,0,0,0,0,3557,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
32,0.934631559700128,-5.513725382391201,-6.097002741177135,-2.8301340700610083,-4.406823257847477,0.040862,0.1,0.123543,0.2,1423,722,1177,32814,37536,37526,0,0,0,0,3474,3458,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
33,0.9331135750674259,-5.513550632763014,-6.08863857309806,-2.847499537167681,-4.476397908143731,0.040121,0.1,0.121697,0.2,1617,615,1206,33370,38083,38080,0,0,0,0,3538,3526,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
34,0.9336539317837742,-5.548378065787821,-6.100631927006504,-2.8790419689613924,-4.533642299558392,0.039406,0.1,0.119879,0.2,1635,600,1107,33687,38226,38221,0,0,0,0,3587,3572,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
35,0.9371259276993057,-5.55259916966256,-6.159617685179966,-2.841480925641655,-4.54559368410711,0.038716,0.1,0.118088,0.2,1492,609,963,33416,38226,38221,0,0,0,0,3486,3504,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
36,0.9415596056169704,-5.557607439797161,-6.174299154124057,-2.8079117399454443,-4.54432245651708,0.03805,0.1,0.116324,0.2,1306,650,1083,33470,38215,38210,0,0,0,0,3518,3500,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
37,0.9364348910397244,-5.560322636697196,-6.1933327326702186,-2.8533367384264747,-4.536229706856187,0.037406,0.1,0.114586,0.2,1593,548,982,33682,38087,38082,0,0,0,0,3593,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
38,0.9356575542136419,-5.5582250170721705,-6.196853744595636,-2.8625513981777235,-4.571583535529823,0.036784,0.1,0.112874,0.2,1565,598,1203,33617,38233,38230,0,0,0,0,3568,3568,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
39,0.9349306738019947,-5.538826390188869,-6.1742187024298545,-2.8799231668563903,-4.656103451800154,0.036182,0.1,0.111187,0.2,1561,579,1122,32888,37407,37397,0,0,0,0,3564,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
40,0.9325641178932265,-5.557400144801372,-6.194857733768611,-2.90067527913632,-4.680576958240793,0.035599,0.1,0.109526,0.2,1485,771,1258,33454,38196,38187,0,0,0,0,3556,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
41,0.9360225873306701,-5.560509203425815,-6.205134354371154,-2.8771139136208004,-4.711300558212261,0.035035,0.1,0.107889,0.2,1491,639,1028,33293,37912,37908,0,0,0,0,3506,3516,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
42,0.9307310402235633,-5.539914530230362,-6.179731971796506,-2.929576633928868,-4.769033280674457,0.034489,0.1,0.106277,0.2,1624,706,1145,33637,38049,38041,0,0,0,0,3468,3478,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
43,0.9336836762115195,-5.525184849641664,-6.21884520965708,-2.926162062617944,-4.798734394570418,0.033959,0.1,0.104689,0.2,1507,714,1255,33491,38267,38259,0,0,0,0,3494,3494,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
44,0.9377651193794692,-5.5232156120946625,-6.215212303620485,-2.921922124206394,-4.819706472673875,0.033445,0.1,0.103125,0.2,1553,501,1071,33004,37588,37579,0,0,0,0,3578,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
45,0.9413968824940048,-5.519991028320845,-6.214048836733721,-2.9547729894343,-4.798719244751202,0.032947,0.1,0.101584,0.2,1330,625,1271,33360,37998,37991,0,0,0,0,3570,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
46,0.9335278858625162,-5.564701341453917,-6.225873690389773,-2.9353078896058893,-4.81850758409752,0.032463,0.1,0.100067,0.2,1603,652,1110,33924,38416,38413,0,0,0,0,3533,3538,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
47,0.936787934675908,-5.587980280387642,-6.251211938951369,-2.936874494710901,-4.814696489709803,0.031994,0.1,0.098572,0.2,1494,631,1112,33617,38212,38206,0,0,0,0,3439,3437,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
48,0.9418071820060498,-5.575426699609223,-6.264912788064343,-2.9404047847578365,-4.821528362597508,0.031537,0.1,0.097099,0.2,1367,576,1059,33389,38007,37998,0,0,0,0,3490,3497,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
49,0.933968788525724,-5.576234313919268,-6.279593551193342,-2.9661081396001756,-4.8295303102782405,0.031094,0.1,0.095648,0.2,1433,763,1124,33257,37819,37812,0,0,0,0,3514,3502,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
50,0.936149668074834,-5.60038818161742,-6.286924709919685,-2.977966339002971,-4.85248878877193,0.030663,0.1,0.094219,0.2,1550,566,1128,33140,37759,37751,0,0,0,0,3491,3475,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
51,0.9371452596174059,-5.58441139570869,-6.292965637956061,-3.0189712081566924,-4.861008815336357,0.030243,0.1,0.092811,0.2,1457,636,1044,33299,37949,37943,0,0,0,0,3610,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
52,0.9317042418420342,-5.573825968030264,-6.3091245358912085,-3.0643007399916895,-4.864836566190059,0.029835,0.1,0.091424,0.2,1609,666,1203,33311,37846,37843,0,0,0,0,3515,3512,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
53,0.9334439637290346,-5.589851832153212,-6.3266039064656665,-3.088056995876729,-4.869933578833445,0.029438,0.1,0.090058,0.2,1477,769,1150,33746,38439,38433,0,0,0,0,3549,3549,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9387767220902613,-5.591387622783704,-6.347778826290451,-3.0684265821208423,-4.897774987135159,0.029051,0.1,0.088713,0.2,1558,504,1173,33680,38260,38256,0,0,0,0,3606,3603,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.9359573249751364,-5.569758223603619,-6.311251196626924,-3.0958097736388077,-4.963968648736828,0.028674,0.1,0.087387,0.2,1514,611,1025,33181,37697,37689,0,0,0,0,3546,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.9335873707131193,-5.559640774321661,-6.307789473308937,-3.1256369281320056,-5.014984356334354,0.028307,0.1,0.086082,0.2,1575,621,1121,33066,37842,37833,0,0,0,0,3645,3644,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9355716335804831,-5.572894777408092,-6.329576863144941,-3.133182021981502,-5.034118174692981,0.027949,0.1,0.084796,0.2,1482,673,1205,33448,38160,38159,0,0,0,0,3588,3588,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9389937858508605,-5.56647279072949,-6.341043889414164,-3.144242326285529,-5.071783723725778,0.027601,0.1,0.083529,0.2,1413,629,1096,33472,38142,38134,0,0,0,0,3565,3548,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9333694964288943,-5.5944540946563475,-6.362834504061578,-3.182727044077696,-5.059073842992458,0.02726,0.1,0.082281,0.2,1618,593,1068,33183,37654,37648,0,0,0,0,3549,3549,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9390291495301852,-5.604942832097921,-6.406939916674916,-3.1932091983222977,-5.047409944755384,0.026928,0.1,0.081051,0.2,1527,504,1172,33311,38012,38003,0,0,0,0,3571,3582,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.934879862530738,-5.6584057217240975,-6.415636584611468,-3.185684742350543,-5.049462245289117,0.026604,0.1,0.07984,0.2,1484,714,1078,33753,38201,38195,0,0,0,0,3572,3572,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.940173237753883,-5.653840128033215,-6.423174050110895,-3.19362702276108,-5.092443846531181,0.026288,0.1,0.078647,0.2,1446,557,1135,33480,38156,38148,0,0,0,0,3670,3670,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9328158458244111,-5.690240687788117,-6.430611993607284,-3.1910734208664917,-5.070100212525139,0.025979,0.1,0.077472,0.2,1671,588,1151,33624,38126,38123,0,0,0,0,3560,3555,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9425100727644476,-5.731807448503725,-6.452504590892922,-3.1811223233757455,-5.037662601546471,0.025677,0.1,0.076315,0.2,1298,614,1127,33258,37936,37927,0,0,0,0,3534,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.936271715322992,-5.7658341473966015,-6.470482507310031,-3.1749900510362337,-5.050503188630591,0.025383,0.1,0.075174,0.2,1438,686,1100,33329,37934,37928,0,0,0,0,3606,3591,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9329041916167664,-5.765878411757046,-6.502638535163503,-3.18623911236557,-5.069577679115944,0.025095,0.1,0.074051,0.2,1628,613,1180,33400,37798,37789,0,0,0,0,3584,3569,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9350714243724649,-5.784915682503391,-6.541047880081657,-3.203534360874959,-5.063287684276851,0.024813,0.1,0.072945,0.2,1571,638,1244,34022,38705,38697,0,0,0,0,3539,3548,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9417889398985807,-5.774351910818391,-6.563202106950425,-3.2082428994819354,-5.0783016392600535,0.024538,0.1,0.071855,0.2,1307,633,1010,33327,38067,38058,0,0,0,0,3552,3566,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9348211646467632,-5.76182681283775,-6.60412555144013,-3.2292061858539483,-5.077234148641652,0.024268,0.1,0.070781,0.2,1637,568,1119,33830,38209,38202,0,0,0,0,3569,3568,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9389587073608617,-5.821962924048125,-6.629112686778553,-3.2099529990916285,-5.0460495898200906,0.024005,0.1,0.069724,0.2,1345,695,1143,33420,38056,38053,0,0,0,0,3604,3612,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9299153339604892,-5.8386614984818515,-6.648825064804684,-3.2323030490426183,-5.070579528030096,0.023747,0.1,0.068682,0.2,1629,755,1374,34016,38477,38471,0,0,0,0,3542,3529,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9355895846988024,-5.845844747845175,-6.64169811658469,-3.2431207793656274,-5.118599075689785,0.023495,0.1,0.067656,0.2,1460,702,1077,33566,38302,38294,0,0,0,0,3558,3543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.9433320166509678,-5.861341212083262,-6.648144873334316,-3.2384081894271217,-5.120880588917884,0.023248,0.1,0.066645,0.2,1264,601,1173,32911,37831,37820,0,0,0,0,3565,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9423742186077563,-5.8574902117445475,-6.670937128983851,-3.2388086780834318,-5.125277405404991,0.023006,0.1,0.065649,0.2,1342,557,941,32954,37752,37747,0,0,0,0,3571,3556,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9355954439739996,-5.8862217269207955,-6.692444748952786,-3.253714700035791,-5.130793939393443,0.022769,0.1,0.064668,0.2,1542,618,1123,33538,38185,38179,0,0,0,0,3559,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.932810615199035,-5.895941184654155,-6.720485460428647,-3.2654770544483465,-5.138933602417004,0.022537,0.1,0.063702,0.2,1568,660,1222,33160,37706,37703,0,0,0,0,3541,3534,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.9360244172476735,-5.926259355235163,-6.725856906253649,-3.2577392673448937,-5.1619265723302465,0.022309,0.1,0.06275,0.2,1518,620,1233,33419,38238,38229,0,0,0,0,3607,3616,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.937613457581992,-5.964693588142349,-6.74073496504435,-3.267550786496195,-5.156340020498709,0.022087,0.1,0.061813,0.2,1507,555,1139,33052,37903,37896,0,0,0,0,3604,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.938198553583169,-5.954904541067874,-6.7597709617741,-3.258264382741477,-5.200300449661289,0.021868,0.1,0.060889,0.2,1423,645,945,33462,38127,38123,0,0,0,0,3572,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.940426677837288,-5.960147565050478,-6.778070176664122,-3.270474107434882,-5.188367553580752,0.021654,0.1,0.05998,0.2,1381,610,956,33421,38092,38086,0,0,0,0,3599,3589,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9431774024809445,-5.95991528817219,-6.775274882474668,-3.291174429876229,-5.208016214623149,0.021444,0.1,0.059083,0.2,1266,635,991,33455,38342,38334,0,0,0,0,3627,3613,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9382623098930883,-5.959099666348061,-6.778717094556368,-3.309900322870876,-5.2194071648987945,0.021238,0.1,0.058201,0.2,1475,575,1068,33205,38007,38004,0,0,0,0,3539,3537,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9401321098723735,-5.964024106914863,-6.80050650681039,-3.3036630953907418,-5.248627075230825,0.021036,0.1,0.057331,0.2,1467,536,1132,33457,38250,38247,0,0,0,0,3512,3530,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9431249623244319,-5.96102936475236,-6.820764515290855,-3.30598795501758,-5.254965333605264,0.020838,0.1,0.056474,0.2,1372,515,1050,33178,38031,38024,0,0,0,0,3690,3690,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9400095175777765,-5.962387916878263,-6.840694694983353,-3.3036453135380013,-5.289828999798971,0.020643,0.1,0.055631,0.2,1450,567,1018,33622,38248,38242,0,0,0,0,3607,3606,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9459831721412103,-5.9572586195706725,-6.837045423715469,-3.3062743704474986,-5.325856204356812,0.020452,0.1,0.054799,0.2,1361,443,1152,33397,38057,38052,0,0,0,0,3603,3607,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9298198520639466,-5.995754960747248,-6.8730722255963945,-3.307687948537669,-5.330793911502629,0.020265,0.1,0.053981,0.2,1641,712,1154,33528,38040,38033,0,0,0,0,3648,3648,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9421115776844631,-5.956396285200704,-6.868029200854133,-3.326122258245621,-5.366468371536497,0.020081,0.1,0.053174,0.2,1292,638,995,33340,37883,37877,0,0,0,0,3612,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9375664815033684,-5.956025625462345,-6.875273313611924,-3.32653074938667,-5.395984578672161,0.0199,0.1,0.05238,0.2,1474,639,1158,33844,38449,38444,0,0,0,0,3510,3522,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.939955727725512,-5.9759315280372025,-6.910140850065648,-3.341186036210214,-5.3720473118980605,0.019722,0.1,0.051597,0.2,1474,479,864,32526,37155,37150,0,0,0,0,3619,3638,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9432074666015983,-5.967114897061387,-6.931241322624762,-3.347338404526657,-5.392739001539548,0.019548,0.1,0.050826,0.2,1415,447,860,32786,37293,37286,0,0,0,0,3641,3641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9298203303991318,-5.981920166919172,-6.949902361386334,-3.3621456948885386,-5.419290318470738,0.019377,0.1,0.050067,0.2,1631,697,1195,33172,37675,37671,0,0,0,0,3597,3582,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9351940872491287,-5.99232965411188,-6.96179359252773,-3.3762478763510146,-5.451601611625598,0.019208,0.1,0.049319,0.2,1535,622,983,33284,37865,37860,0,0,0,0,3597,3597,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9400144543483497,-5.987798813010268,-6.966320326448177,-3.38983089705296,-5.471565609266781,0.019043,0.1,0.048582,0.2,1430,562,999,33208,37892,37884,0,0,0,0,3607,3601,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9296212464161763,-5.995904218974406,-7.0085858637472285,-3.393418234680857,-5.467796289358858,0.01888,0.1,0.047856,0.2,1451,881,1125,33135,37603,37597,0,0,0,0,3541,3553,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9274385172864441,-6.023862762318284,-7.0441658243121585,-3.3979898288997594,-5.494908144989562,0.018721,0.1,0.047141,0.2,1753,690,1159,33668,38109,38104,0,0,0,0,3566,3569,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.934131381670568,-6.0397155301612475,-7.06990214650024,-3.4176743002681733,-5.484966776329756,0.018563,0.1,0.046437,0.2,1561,662,1123,33749,38213,38205,0,0,0,0,3532,3537,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9280340496957707,-6.047489252009608,-7.08786413107075,-3.4623329650897543,-5.50570677248634,0.018409,0.1,0.045743,0.2,1638,763,1089,33363,37876,37872,0,0,0,0,3630,3632,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9394932219183023,-6.055056061934474,-7.099524095224687,-3.452834250182538,-5.531056281316157,0.018257,0.1,0.045059,0.2,1444,569,897,33269,37840,37834,0,0,0,0,3600,3602,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9453665283540802,-6.051091179565113,-7.103941117641349,-3.4534031363112376,-5.539266907584434,0.018107,0.1,0.044386,0.2,1331,486,1149,33258,38168,38166,0,0,0,0,3573,3581,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9412584923013024,-6.052473413662245,-7.125293806775367,-3.4638952586919536,-5.539129138008765,0.01796,0.1,0.043723,0.2,1463,517,1173,33707,38343,38337,0,0,0,0,3633,3633,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9453387581814966,-6.046643553524995,-7.135045996245035,-3.468268505804641,-5.551794563342131,0.017816,0.1,0.04307,0.2,1266,588,1093,33918,38871,38866,0,0,0,0,3590,3610,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9409826152683296,-6.061213934230286,-7.169488900285522,-3.4664822329487777,-5.531948931397944,0.017673,0.1,0.042426,0.2,1448,504,946,33075,37793,37789,0,0,0,0,3567,3547,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
