episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,time_of_day_fraction,multi_horizon_starvation_risk
130,0.9310610022456701,-194.84724719432256,-198.71215827798835,-73.0835919485626,-55.93301098592681,-10.765940470394067,-57.93486603398996,-104.32661799762782,-153.27873319744262
131,0.9349794238683128,-193.77961824973798,-199.4208698981447,-73.46463391786082,-55.653626223902855,-11.199240848684454,-51.83548821036656,-99.79749281050793,-151.50507734338566
132,0.9318505068845514,-194.87259900388557,-201.0382839290995,-73.77900373285313,-55.88300352452196,-11.662535749696035,-51.61774239367902,-97.83244684147684,-152.62995237693784
133,0.9198605224396549,-197.90563136906562,-202.87093193097627,-74.80704285514925,-56.64092093065471,-14.641290818857541,-68.6152728930769,-108.83137398827338,-156.49990871388763
134,0.9362569186789125,-195.2571767118907,-200.9357152860314,-74.85596777006167,-57.551079684190775,-12.303801538198357,-52.49643444657917,-98.26811753427408,-152.66757039872695
135,0.932588715076998,-196.02877550101073,-202.12862931021897,-75.4696729844684,-58.0690463585862,-12.467460865831582,-52.078895602223284,-94.19977707827502,-153.2583614194077
136,0.9278899028029605,-200.41641420739762,-205.577722112531,-76.14722905755156,-59.43377960009945,-13.659334467613457,-67.66847757206807,-100.55910459294563,-158.1354224443079
137,0.9346250598945856,-200.40935634299495,-206.55512304756343,-76.21248937776261,-59.82313127842429,-14.696536415455911,-63.14145503947766,-96.66660881763516,-157.84890693507919
138,0.9287786784720768,-200.3033953631601,-207.14644007775584,-76.44885984635174,-59.8850840745464,-15.176960553066408,-64.5517518885637,-98.65661475012907,-157.90301889655422
139,0.9269797532047442,-201.52286029427535,-208.71595632937144,-76.01140217346547,-61.237199525771025,-14.914872864705115,-67.7936881777997,-106.71470748224516,-159.62879985171486
140,0.9328081137372091,-201.253700271126,-209.40015465660787,-76.57838440532699,-61.218437736073476,-14.432303979295483,-69.55365204817679,-107.10947714689786,-158.9964087631635
141,0.9260048629664095,-200.27434327363625,-209.83339575391304,-77.16076817052016,-61.07890558640298,-13.475320574799834,-71.52797323087415,-108.22702647430032,-158.1817198899484
142,0.9314166641500317,-200.51605771205942,-209.89333290647966,-77.83956602825717,-61.175177197129315,-13.544350094568978,-63.87362429511031,-105.70407423241262,-157.48879206652802
143,0.9241020049669877,-204.05738597354764,-211.60185979139072,-78.74785160484318,-62.007384060552624,-13.875387383894338,-76.47845975159956,-113.05492250928516,-161.2958949538253
144,0.9257877155496704,-204.2063116221222,-212.26428080453877,-78.99432797456562,-63.34419549191518,-11.777271624496576,-76.61278281436478,-112.12321452545883,-161.3243666798581
145,0.9309384741094937,-202.43030131965872,-210.6421433205253,-78.66277284069515,-63.402160113121894,-10.92189144557122,-67.37145095409647,-111.5322208398047,-159.0390364719299
146,0.9302686567164179,-204.40728815768847,-212.24542372476353,-78.72408804483437,-64.09808785075096,-10.683287693276215,-76.99533739166759,-120.85614982758621,-161.9186046161724
147,0.927681848264244,-203.8865231640078,-211.62009805775077,-79.34798413118496,-63.96468085070006,-9.667628198010776,-73.71242249942415,-115.16288729048281,-160.60368785697978
148,0.9352696333476158,-200.67928380906483,-208.959610439739,-79.6395920355287,-63.48172925173721,-7.107505638861261,-57.60297818419383,-107.20304940787328,-155.7230245545736
149,0.9324889400642385,-201.7388347180698,-210.36949259582076,-79.75570417299011,-63.46658180246333,-8.095945944171868,-63.224268238543296,-112.73675850305821,-157.06700634730493
150,0.9261291300394059,-204.44604779329043,-211.5991023310293,-80.48144848766782,-63.63346031002993,-9.141695369668527,-74.09796043515037,-119.23813316421432,-160.18732878867513
151,0.934044233807267,-202.84825006300653,-210.19989363633175,-80.68359102411165,-63.49688589937657,-9.276706968806927,-61.36441468142832,-113.6071179646943,-157.5372301106914
152,0.9353765953622146,-202.83495536745144,-210.5892300527159,-81.57073890999179,-63.28893422961271,-9.445673635993359,-58.50570639349003,-109.209245933053,-157.52866768397038
153,0.9295185975884777,-204.33459177128358,-211.41783228701573,-81.30060083509545,-63.99888855984633,-10.083896022872835,-63.79167624404271,-112.60798069338593,-159.07377983770274
154,0.9202345862833875,-206.28521980857232,-213.24973590562854,-81.837821981743,-64.45647485343615,-9.36674723992513,-72.46541843740137,-118.02423125742891,-161.50902685759957
155,0.928354952115408,-206.56776481913764,-214.1615554384523,-82.55269623907118,-64.45957313201436,-8.959472700592436,-70.66701239592813,-117.8773241530168,-161.9470909445186
156,0.9300318720307896,-207.3071340682772,-215.3400843955411,-82.49483862741265,-64.78486615924308,-10.294520771434705,-69.0263160509999,-115.31800569737965,-162.6008237054395
157,0.9341928797854182,-206.3374910686384,-214.75661406279397,-82.75774881608096,-65.7067495484399,-7.630072004800644,-64.56755354275474,-109.94791002506675,-161.42423387628102
158,0.9280985327448408,-207.37243973180426,-215.55707112283253,-83.05883273542123,-65.64428006870129,-8.096092877719766,-70.23233057634555,-114.94580163806891,-162.50854548608328
159,0.9315753240144871,-207.61636175996662,-216.48519656703346,-83.22834942533031,-66.12131872941382,-8.41792326494879,-70.53129919633916,-114.41838218341037,-162.70000398705062
160,0.9290318729855557,-207.15671178957083,-216.1932899916805,-83.40578405977222,-66.31780853701022,-8.893146841757005,-67.28552080580603,-113.64818246199907,-162.08950566410547
161,0.9291779529476215,-207.90992804552096,-216.37708334847935,-83.46082947386708,-66.83243586223537,-9.148839863986831,-71.4343961399929,-114.73313540161436,-162.71283900646532
162,0.9251663805824073,-209.6044442203117,-217.14851855454936,-84.08710494092658,-66.96239542663021,-11.448504874995832,-76.43168820972981,-116.76247873194728,-164.25149588817882
163,0.9349524301650506,-206.73105437154905,-215.92319777410611,-84.21966431784456,-66.62379742308846,-11.583785483046777,-66.04965187601765,-113.40634220505268,-160.80059571575248
164,0.9276967052805777,-207.64585496214514,-216.9773994622305,-83.85993843314797,-67.0407435753668,-11.883699317021788,-68.53756110568297,-115.31003893408105,-161.71157325965547
165,0.9331888116099117,-207.61681310560147,-217.23538509474886,-83.97286723830078,-67.39588455070925,-9.914932487801476,-68.22485920659797,-115.01296883078541,-161.36698520525084
166,0.9363688725861703,-207.06069029836294,-217.32786613133234,-84.01696203127989,-67.9005803100661,-8.909793480602394,-62.830060512487016,-110.3805437774559,-160.5614100327708
167,0.9262591010289428,-208.71369259396477,-219.77242737697577,-84.33112349203654,-68.40008715751945,-8.942157457448285,-67.77602100771445,-113.80085676342024,-162.5460745163738
