episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
71,0.9448050958520009,-97.48910371398699,-33.64829826116397,-8.917597232859217,-23.132993514125808,-3.981791182196122,-112.5868761034871,-56.52396539050772,-66.92705802388667,-5.838535476192329,-0.01171882764106376,-0.013209094587182542,-56.84489264148292,-1.4690702465046621,-4.07328629194422
72,0.9448977720729806,-98.5614913939743,-33.981166227386794,-9.01980843332588,-23.3458421133564,-4.035592474641529,-113.78009619928876,-57.44190164915601,-67.62594943911483,-6.115121110923751,-0.0019332532499017321,-0.0127764335202254,-57.462790249077635,-1.4816404757576558,-4.122102701044091
73,0.9339057086910679,-98.77247319573164,-33.981575875300166,-8.895355176519422,-23.275719160592267,-3.895260520322153,-113.24921010848655,-56.77742363945958,-67.86362379019103,-5.892395325882193,0.0,0.0,-57.70885336724818,-1.4833306582330046,-4.163408554414051
74,0.9467392626840249,-98.553593112512,-33.821515393084795,-8.665894728880215,-23.069547010910405,-3.6642294171999765,-111.78127167247347,-55.162883142978856,-67.86974801909241,-5.495290699660627,0.0,0.0,-57.70748072955882,-1.4772182796195215,-4.194741407078689
75,0.9448131648331667,-98.49486861887718,-33.735165028955265,-8.51221669644858,-22.929706453078424,-3.501385460089119,-110.62300455365686,-54.034501761865286,-67.95419842570853,-5.126028378067034,0.0,0.0,-57.76026881796269,-1.477163353515192,-4.224795156048348
76,0.9358827432293866,-98.69366125950431,-33.70809393701541,-8.425826532933238,-22.834468200640877,-3.399897621978391,-110.01630629852563,-53.66981338213608,-68.18797672976856,-5.24175511395289,0.0,-2.182473853844921e-06,-57.99092357402493,-1.4785991187178649,-4.2626723281371675
77,0.9414528480336821,-98.74183547078094,-33.64635625418397,-8.292908077342437,-22.72050485848252,-3.260284736725766,-109.12276387931337,-52.87914393776722,-68.3179880595497,-5.158743914277322,-0.006600083681753373,-0.005630927809111814,-58.148134285026266,-1.4845926725470155,-4.296343109696141
78,0.9384240894338262,-99.06822826368294,-33.67485916309203,-8.210055076921929,-22.680061518347205,-3.1561959498937164,-108.96088587887928,-52.55544706078547,-68.61213562044902,-5.3946446491527755,0.0,0.0,-58.496376844084374,-1.4987153777552005,-4.331724032597158
79,0.9418925401775006,-99.49347249512284,-33.77804168921989,-8.163073059877775,-22.708039632508754,-3.0880762261311063,-108.9515068785528,-52.37822572505436,-68.94943405500062,-5.4064259999335755,-0.00039497834095969086,-0.00024128421974645175,-58.801776330423294,-1.5054982518081115,-4.372002505695955
80,0.9416248987064437,-100.69633354377508,-34.16981171873511,-8.345429535564659,-22.985268485938732,-3.220306548375077,-110.48413537676532,-53.710926314415765,-69.71374124250971,-5.757428262525488,0.0,-0.004663939140018622,-59.46097777282556,-1.5369990818484045,-4.4193499279848085
81,0.9417493456692434,-101.13754450597138,-34.257143260528956,-8.323365987593494,-22.995289921865375,-3.1743947514467035,-110.46004744681808,-53.69493234459516,-70.07101785171481,-5.70694973427476,0.0,-0.0001382226840343749,-59.79578790651312,-1.5363060931129473,-4.457792179935327
82,0.9435131413518529,-101.44034949314104,-34.328921349879856,-8.256928685219966,-22.99790756682875,-3.087388027177422,-110.14708604324674,-53.158779651873864,-70.34149724009933,-5.73833662140849,-0.0009863921511903586,-0.007288465421140188,-59.99674026178322,-1.5484821681916106,-4.495526256889775
83,0.944384221619994,-102.11908339458898,-34.51487873837088,-8.25336363341226,-23.093092620430898,-3.046644529564554,-110.63898439654838,-53.297104300992586,-70.82767596176335,-5.866069570182464,0.0,0.0,-60.44754126201216,-1.5604446420923388,-4.531496043838437
84,0.9483522035006389,-102.44543868565393,-34.513530360067826,-8.208825496434883,-23.01728904346993,-2.9839352630937164,-110.22633929349492,-53.11374505023297,-71.11931512208024,-5.814753617406715,-6.634606657341227e-05,-8.772828177558131e-05,-60.72639970445414,-1.5647956520112931,-4.568879759462141
85,0.9417545541706616,-102.0486162048647,-34.277452036588656,-7.959978655071339,-22.75534868422643,-2.742068716891758,-108.48458893091008,-51.515711657247074,-71.01143603901285,-5.409300992896186,0.0,-0.0001702208467268822,-60.66957732847785,-1.5677234087752572,-4.59628168218789
86,0.9394360243946621,-102.79027529920776,-34.47163310936995,-8.00804250945625,-22.85932772553506,-2.7578578378404193,-109.10488336769946,-52.01089283035375,-71.52242370064586,-5.589916107462104,0.0,-0.0007581774307395705,-61.149265194169146,-1.5786965883268476,-4.638209123203793
87,0.9416849281714147,-103.41848331188375,-34.62743638974488,-8.000023547428325,-22.931262488583666,-2.719596540251414,-109.59993350201567,-52.33371071950836,-71.98124741539476,-5.64023810169176,0.0,0.0,-61.61498781954261,-1.5878117213795584,-4.668789618252013
88,0.9454698490951723,-103.59647687245122,-34.63484844876908,-7.9058436892713715,-22.881463267922882,-2.6146954428945253,-109.19944833032248,-51.83630071700495,-72.18322656145988,-5.4000857213304,0.0,0.0,-61.82083763490672,-1.601232354502928,-4.704900940287057
89,0.9402345649003403,-103.87471799970179,-34.69017945847879,-7.819380064927819,-22.871287997416996,-2.5130644130218442,-109.06204204241466,-51.405742336117946,-72.43478397894656,-5.322700283525902,-0.003587685435011801,-0.00468201512115767,-62.091005866132804,-1.6121766200882877,-4.731621031089042
90,0.9391825999586276,-104.09170263445729,-34.705906906035096,-7.73895042078407,-22.83157078935845,-2.4154082781325656,-108.60814607481164,-50.924466366894464,-72.66579149561358,-5.231879912444922,-0.001058348033687127,-0.000823769830172653,-62.285427807308,-1.6243030811490629,-4.7656910749120955
91,0.9463101347498575,-104.28545585047635,-34.68989845288845,-7.638511404118538,-22.759675076195368,-2.301531588762684,-108.24332548277943,-50.39740381528371,-72.87444564131799,-5.209464332320411,0.0,-8.941187387333099e-05,-62.522266181966295,-1.6300537330825662,-4.790133744099226
92,0.9376808567763492,-104.8303957717007,-34.80409273168237,-7.640903317698654,-22.797391121588262,-2.276014933659359,-108.49128519023772,-50.608704683140246,-73.27581415422377,-5.2950895756617635,0.0,-1.111446103871062e-05,-62.90243260808586,-1.6482808783248946,-4.823814168725776
93,0.9395147788499589,-104.85312602796257,-34.72385668222068,-7.503795828996977,-22.6704070377019,-2.1312229701026633,-107.76368556001839,-49.82192733175385,-73.37765093571365,-5.23593224445392,0.0,0.0,-63.067018271882404,-1.6560446400997788,-4.847069797138223
94,0.9345263285170183,-105.14147131107582,-34.76882311091322,-7.445320223902728,-22.656376355601502,-2.0566464796311754,-107.52471782442683,-49.60460412604653,-73.63994297477917,-5.040741270985584,0.0,-0.0002326209559642416,-63.32155678455171,-1.671066496458851,-4.879566519816563
95,0.941210409644408,-105.27421233784806,-34.73031213901723,-7.363990966274927,-22.570415170997464,-1.9678217169377608,-106.9794833440552,-49.18371095008714,-73.81524176385844,-4.942496313407782,0.0,-0.00017171952354366927,-63.50516654808547,-1.6848870291647426,-4.912301318278057
96,0.9384175691937425,-105.5790640771518,-34.786318210779775,-7.290326162542696,-22.56700302563844,-1.8770855996640392,-106.86461831593132,-48.878467628001204,-74.08557735925491,-5.015883372993784,0.0,-0.00040807458567061945,-63.755034233145174,-1.7058535759928979,-4.948875367283432
97,0.9393802102210946,-105.44166500684528,-34.66891092496335,-7.111867487430084,-22.41472641879109,-1.6974656741321563,-105.81542938053943,-47.8204924401509,-74.1166031088762,-4.722180043322117,0.0,0.0,-63.81848701168478,-1.722779796610639,-4.977738396052848
98,0.9423643375542802,-106.03504100813487,-34.848835258552924,-7.14377615918587,-22.52652352057586,-1.7032699132160234,-106.32502838174292,-48.17808111626485,-74.53772333500653,-4.817251057234653,0.0,0.0,-64.19450410824071,-1.7538252107140397,-5.01257087252524
99,0.9397532494821841,-106.05097132467753,-34.804444201230275,-7.019587878627608,-22.443860017824356,-1.5716252652700486,-105.64308492144528,-47.455587607325626,-74.6339328488319,-4.718629111200923,0.0,0.0,-64.29789274121478,-1.7658270623468921,-5.044935690143857
100,0.9400229982448708,-106.33534756886806,-34.85979503334662,-6.972069658515643,-22.4469459360201,-1.5048478620068966,-105.56980764930442,-47.2708189705383,-74.8775221217854,-4.827386622725587,0.0,0.0,-64.53686687663759,-1.7766692215751871,-5.072996625373388
