episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity,starvation_severity_max,congestion_severity_max,station_starvation_count,time_of_day_fraction,multi_horizon_starvation_risk,temporal_demand_gradient
120,0.921691928929493,-170.1405444971635,-147.23896929004113,-14.62457901494949,-11.371924752698622,-43.02956015092016,-51.45745281264574,-49.6633127357306,-31.21507641071905,-13.579498373131472,-97.69935356917976,-117.06486694659051,0.0
121,0.9360385553638365,-167.9868045095242,-146.16701872520701,-13.060345783927099,-10.482136347298626,-42.80885276467728,-51.518869913134964,-34.37667388264061,-15.293897177048441,-6.488047597832046,-93.37822523615591,-114.28508239816176,0.0
122,0.9247904119124724,-170.04633390648962,-147.35381936313993,-14.81273300247928,-10.675768490593443,-43.59569279125781,-52.52364891748026,-41.80677835039793,-23.229578338907654,-10.823085484908562,-98.29735065979362,-116.89057706895575,0.0
123,0.9272229080726265,-171.57536309920033,-148.28116867447307,-14.92430574008626,-11.594327142900404,-44.18499193126136,-53.00136973436532,-47.807780257662614,-29.659186691443793,-12.370919026150236,-102.21808542741107,-118.18420037721783,0.0
124,0.9316110339832196,-169.31238856908146,-146.51410381461167,-12.525057673831753,-10.921541292764829,-44.00187688672561,-52.78576197377766,-37.48542390539762,-17.912867775778473,-6.20419118996744,-95.63221679329473,-114.72419366682253,0.0
125,0.9254852472808125,-172.64336783037282,-149.35393516086697,-13.947409667586985,-12.419077501629685,-44.58814533515252,-53.21868736364447,-48.39424660525376,-27.897496893138065,-12.077477616037879,-97.66714747049377,-119.01258350420972,0.0
126,0.9311880004780686,-171.73034625314457,-148.8515151241106,-13.808465681357536,-10.585401260986137,-44.73328285666474,-53.41554018071181,-40.374421307257855,-19.680856215960823,-7.279880869177573,-96.23730152186492,-117.15257451300062,0.0
127,0.9254310214222949,-174.57853634892342,-150.754564848361,-13.277007060120308,-12.852024911753434,-45.03962682359871,-54.87497476919146,-44.346903147132466,-25.130562808771685,-9.372994537737661,-98.97954740844088,-119.71013880086069,0.0
128,0.92539048527483,-176.1682483770015,-152.25311428360368,-14.148148072960176,-13.435820535880532,-45.51340771745737,-55.56198899342831,-46.30187122602046,-28.13053480126479,-10.10985507175715,-100.44738559181039,-121.74617679775827,0.0
129,0.9262319985416541,-176.67145602850616,-153.4156268704329,-15.967457202546793,-11.600754247827064,-45.73545540201534,-54.99171417642477,-34.487610650761845,-15.47906259027318,-4.174451857355771,-90.84014951537009,-121.19392400309731,0.0
130,0.9332669623193652,-177.90528192192002,-154.49837324615794,-14.965666878063898,-13.51007383197704,-45.91401485196868,-55.16941225346975,-36.52306342176137,-16.228114341578106,-3.2799175368936018,-91.66792712724754,-121.74405626209149,0.0
131,0.924189374333993,-181.7808259799779,-157.32994212861377,-16.459164415280615,-17.00824891354636,-46.36670678128786,-56.345295072884866,-53.34761998709513,-32.852216913393896,-12.220950426987754,-100.7313133359487,-126.64016430099609,0.0
132,0.9215036597487876,-183.9254153102916,-158.84021207262785,-20.350716651455517,-16.003005665537696,-47.19783129290927,-56.494834825244126,-56.8635915987184,-35.05069027211484,-13.41169703859324,-104.82884653652812,-128.55540696909154,0.0
133,0.9230283532276977,-185.09296956402738,-159.20808535044287,-18.699807565950458,-17.96939230134554,-47.711132301349714,-56.88412334897964,-51.88663413627516,-27.698698746848343,-9.080133549321555,-101.13365348007959,-128.97179819695404,0.0
134,0.9300811010076185,-184.65832600385568,-159.50909803546213,-17.939844166235677,-16.76781263498791,-47.998135732773854,-56.779201709808866,-42.412461501199964,-18.237683089262806,-3.273446019406021,-93.9932583821873,-127.29688886238263,0.0
135,0.9310923856628198,-185.6921180438602,-160.8179997305731,-19.59629973095124,-16.193691962249158,-48.45884017043088,-57.787465831524266,-47.73096103540249,-22.779532582468768,-7.749015253373873,-94.11064670595088,-129.0161721554209,0.0
136,0.9247211616510838,-186.41336951251108,-162.24573151050367,-19.5670983368558,-17.066933639268708,-48.66143827737503,-58.48951544563766,-47.777591125614315,-21.843658743228687,-7.159470359040737,-95.4119434964646,-129.59306315013154,0.0
137,0.9290442946557534,-187.67055674653068,-162.44344940663422,-18.383916691196465,-18.677169557233682,-48.59583216051095,-59.66524830913561,-52.78857828480454,-21.934473817698624,-10.119020946828714,-97.91897319493847,-131.11660126040286,0.0
138,0.9266567948989151,-188.0413644400658,-162.70269250096143,-19.21856678248611,-17.946939703323586,-48.79867224849682,-59.86336502358698,-53.89665071328456,-21.2438257219606,-9.064017081355397,-99.99430688070306,-130.93345635351284,0.0
139,0.9234401147501793,-188.43148096685843,-163.0798653578087,-18.90310688282455,-17.8661929852667,-48.84722664018321,-60.41047557473284,-55.75982462173541,-23.17431965893242,-10.091683118093593,-103.44500811846822,-131.13985045608118,0.0
140,0.9270665491137933,-187.91966291196928,-163.15309088866834,-20.12005284919071,-16.60592780778291,-49.239970180396845,-59.95981956982935,-50.75771590185263,-17.22644515935504,-8.604521006808836,-102.22779615889235,-130.043300430293,0.0
141,0.9340405483449346,-186.59936375920597,-162.9818501474748,-18.126096247210356,-16.965016430041548,-49.03197795341277,-60.620230251816665,-44.01880523639616,-10.351411173721138,-5.483855595635008,-98.89085721427212,-128.5526027814166,0.0
142,0.9303334648177929,-187.88787950341677,-164.3948927611207,-19.807397496415675,-17.030884923275813,-49.330216981254765,-60.92395006513891,-51.618273034079486,-17.88533073255629,-8.94487487675062,-105.34609500910314,-130.355214701226,0.0
143,0.9262388059701493,-189.08616799982968,-164.8862072384219,-17.960714341124042,-18.45279877265158,-49.62752280957724,-61.6636126785732,-51.281428672336844,-16.181979004234783,-8.067186708379074,-102.22395496004297,-130.6781950490729,0.0
144,0.9338481493770927,-188.5393092292829,-164.86228612796376,-17.603143102195954,-18.361975748223426,-49.853049942020824,-61.85805919146523,-48.5954022122354,-12.933604128396595,-6.65380247177449,-98.11187065787489,-130.30227162687964,0.0
145,0.9314534409284614,-188.3249668983634,-165.7789603724309,-18.876813092567886,-17.19425595151678,-50.29908782930201,-61.76322899548242,-49.54030238666589,-17.88748026276056,-8.22641671809834,-99.99604823130906,-130.2539771923459,0.0
146,0.9365709815249443,-187.63866332537762,-165.3974537775307,-18.209318631501905,-16.709734007299936,-50.10943275977602,-62.14830490511418,-39.83054613732661,-10.617048133402413,-4.035896000230347,-93.19739363833096,-128.65457638742723,0.0
147,0.9318390593422745,-189.00477573741674,-166.91060941476925,-17.451944659085346,-18.257709137763044,-50.385676520987694,-62.82392704598611,-41.41017943312796,-13.910090885032222,-5.096333915941779,-90.34598299599217,-130.12534713902946,0.0
148,0.9269014772311073,-191.8297174091633,-168.73735372920063,-19.423523579509926,-19.652805733629243,-51.011839101506524,-63.533188186945566,-58.560813988811475,-28.43878792800044,-12.132130155992872,-102.54964517920958,-133.75263952508772,0.0
149,0.9336545367488628,-191.13862697601186,-168.4092804672655,-22.474212896388632,-16.627968189345435,-51.3998006793982,-62.98528561542551,-51.61123655257633,-21.283083605785144,-8.010626985347011,-99.31118598030389,-132.22535671832708,0.0
150,0.9225619076734943,-193.11829987535282,-168.9401278946711,-19.12110195662348,-20.47363092927211,-51.34663092549959,-64.38146607118608,-59.97379586378576,-29.861097367595825,-14.003705005908397,-107.13075754592947,-134.69315843598253,0.0
151,0.9297078216683806,-192.80369018721976,-168.57928955651875,-19.109705571214935,-19.674642071685252,-51.78421642510265,-64.43791744100106,-56.007778645865635,-26.27136266017747,-11.516694758484443,-104.16268665750096,-133.79069621865472,0.0
152,0.923841059602649,-194.29688719154137,-170.13872683725674,-21.80014680012752,-18.62608523822527,-52.70818503183069,-64.2851018907892,-55.09832705043441,-27.2475182594711,-12.109202574549688,-102.76164668202868,-135.29874111228918,0.0
153,0.9222225539665004,-193.71801924774138,-170.29840041634836,-23.072521726576234,-17.274472002758824,-53.159399673102115,-64.21211985558726,-52.02968240609355,-24.90014098234342,-10.942211945545933,-101.34679838194897,-134.39043667506556,0.0
154,0.9303738458299498,-191.38066548589882,-169.3546367747588,-22.132251716032222,-16.07689027769493,-53.297061932151294,-64.31141946790923,-41.83469309392254,-14.547598878041342,-5.12208739451423,-94.55326591114023,-131.44219701877242,0.0
155,0.9196200995266416,-194.4586389860404,-171.97676866250896,-22.103435332120203,-18.883248222128735,-53.72689083776754,-65.13943222772508,-49.424431694070314,-23.406580726882662,-10.68282224586725,-100.0587925633471,-135.05113357503305,0.0
156,0.9241627372748156,-195.79422802994202,-173.66348987002362,-22.994706727690104,-19.495554261726078,-54.11161451535562,-65.25245679953132,-54.484084154612646,-27.909841452873263,-14.286504333676541,-104.01654023601017,-136.81763870089222,0.0
157,0.9312564522985365,-194.38921560808197,-173.03040334491908,-21.915938090839678,-18.795445729969657,-54.10831882215808,-65.09915126932343,-45.38745730674112,-19.59955494497852,-8.361609125943158,-100.68053210505,-134.4899734305469,0.0
158,0.9257553870229926,-196.03479995218447,-175.32695378287238,-20.42455954515728,-21.822833845696366,-53.937326610244725,-66.07606794280686,-49.78803668432997,-24.66238828462357,-11.47041843945324,-103.23353845836141,-136.85472482546513,0.0
159,0.9339756991788626,-195.7142146162392,-175.59348300723263,-23.732405612800605,-18.895122062347202,-54.74592144765207,-65.86169157738217,-47.01115101282226,-22.00537991379807,-10.27367007323832,-102.73567274414825,-136.37560032764506,0.0
160,0.9195669220097714,-196.8477735210029,-177.1756141911901,-22.227281354045456,-20.950480400313257,-54.66719320063247,-67.10710651425588,-53.196035149242825,-29.69130956098158,-14.797193823709842,-106.9783326521438,-138.03228019302782,0.0
161,0.9285820784255255,-197.1550115084222,-177.5697451149493,-20.221478170284033,-22.89746612487502,-54.452417867970325,-67.91316979279756,-50.689495227876755,-27.70158831270221,-13.65852388943867,-104.69503958979536,-138.34667393068835,0.0
162,0.9272044464473487,-196.9178905071724,-178.27196572040586,-21.37183411088313,-21.772545856968215,-54.956111813192095,-67.79349017347292,-49.68940530276297,-27.204314775452957,-13.135658772712846,-104.76745433596489,-137.81538377256842,0.0
163,0.9288235474663147,-196.48913445953474,-178.29083305532814,-21.1326965982455,-21.390378226517477,-54.81326233627534,-68.1603995634296,-48.69168834153169,-26.56524527600666,-13.389872964129477,-104.95894988215203,-137.57010179849507,0.0
164,0.9322852966619932,-196.96059548162086,-178.9723769518436,-22.42440693658935,-20.587683936032253,-55.26373871877929,-68.12819954666519,-48.185751332565125,-26.079660275976725,-13.315648583670503,-106.04936315667227,-137.72358292522912,0.0
165,0.9329566968176217,-195.70244409654907,-178.09095533426904,-20.775510412507597,-20.58003491819628,-55.05575253348569,-68.59264519585709,-41.83555041480677,-19.210401913940803,-10.88122371346344,-102.85984003532528,-136.31434563087134,0.0
166,0.9284069499685995,-197.20979928296396,-180.6186840292663,-21.88210263446983,-21.26513978879885,-55.23445561011117,-68.55350777560157,-41.19958846693992,-22.002751492344085,-11.135310040234804,-101.76850357011148,-137.76006901993185,0.0
167,0.9281668696711327,-198.63647841750915,-181.26025536289893,-22.85219089294018,-21.18988657805857,-55.49561387408147,-68.67861899875703,-43.57478504350062,-24.570843587929023,-12.653831565662498,-105.01766283266001,-139.01830050218447,0.0
168,0.9321405981747538,-197.5754387767576,-181.06251878009172,-23.35226511978331,-20.131016253070094,-55.65311380397405,-68.51815033934017,-37.820382173338814,-19.392095744806507,-9.5881613799053,-103.92198481653554,-137.63491081208153,0.0
169,0.9250856036921244,-198.5571635099089,-181.66796386072681,-22.475052245150675,-21.54282872444481,-55.70841116478571,-69.2830923202349,-44.586018770852796,-27.39057424851955,-14.37870249616294,-108.33517506118267,-139.00405966099441,0.0
170,0.9226023046910443,-199.55572654089246,-182.1200997017994,-23.453810787726297,-21.69420801663244,-55.83031865575481,-69.47197013455497,-47.2218473201455,-28.853091220080756,-15.290814503876819,-110.23623862180199,-139.84781996803085,0.0
171,0.9326672067692862,-197.9977031079527,-180.93704926938148,-22.293874621324566,-20.885678458254343,-55.52365182034963,-69.49385157278834,-42.204609738292284,-23.1743448349703,-11.286042535672909,-108.86434487237149,-137.67063807856118,0.0
172,0.9260073695471295,-199.6981615926067,-182.41034827174704,-22.382919024645037,-22.527539470751258,-55.891089628696555,-70.04230552487651,-46.682385513184165,-27.841876216996432,-14.534358845808264,-110.33692108347543,-139.9954599795226,0.0
173,0.9383893523061826,-197.29492732216193,-181.13696660273075,-22.062554053325695,-19.782108072896413,-56.14100852015425,-69.66716796796806,-35.090545096782215,-16.690767118511204,-8.989641005429345,-102.97438705094049,-136.54663246151225,0.0
174,0.933097517838629,-197.8133667365699,-181.52576220255105,-22.572831091159618,-19.441500983367646,-56.22599761636053,-69.68327616844209,-36.358861038113545,-17.299632204646226,-7.90804134945067,-103.75919517624737,-136.5897921747379,0.0
175,0.9290623977147618,-200.45478527641282,-183.3547106401571,-22.817496832368498,-21.355731881748248,-56.4002983899062,-70.30083827627466,-44.85798984407432,-25.05656399433936,-11.788960520130123,-108.492027695658,-139.49600578952933,0.0
176,0.9246620606788826,-202.04394863775426,-184.77097711968483,-23.501361048269732,-22.125833010827755,-56.7774102082514,-70.7080733892068,-45.39119099613329,-25.337797911217162,-11.747855228861068,-105.85166810019265,-141.0328374573336,0.0
177,0.9315629422214193,-202.1153984027132,-185.2044150144058,-22.648074996494604,-22.593369633038815,-56.96819988101787,-70.7988285621695,-41.40992210722015,-22.32878558644789,-9.179699398672417,-101.66709811151469,-140.6970625153435,0.0
178,0.933198989412897,-202.49584263754895,-185.86359474964647,-23.777681513926822,-22.495492207298604,-57.33333203276054,-71.23671180472849,-41.183905911270394,-21.73073672438572,-8.696762512771434,-103.44030073906984,-140.89209045480587,0.0
179,0.9279057766445071,-202.71303972874384,-186.67758505326023,-24.495373219804378,-22.13748611782981,-57.47184587886904,-71.06002502837079,-37.76302181705152,-18.63302492916834,-7.118394707985059,-101.75254977504841,-140.57251809842182,0.0
180,0.9241650294695481,-205.0867173692778,-188.038409137186,-24.572073195446702,-23.867345813592706,-57.47690174617819,-71.80035623660278,-42.649863553203716,-23.222061151246585,-9.549308294839504,-105.93209897901515,-143.30824343258902,0.0
181,0.9348820522019912,-204.35727475549353,-188.1896710648257,-23.35848808357133,-23.828445880522693,-57.44323221053485,-72.06851836824802,-39.562590362033035,-21.206208470199513,-7.99721556122648,-103.6861712279372,-142.37656693503536,0.0
182,0.9288057051725694,-205.02982626970797,-188.98697128197557,-25.208404010224076,-23.322100729120244,-57.791439418225266,-71.99745969974069,-42.02799981381029,-23.546216209023083,-9.272304542372494,-107.37063389513052,-143.1212990246314,0.0
183,0.93646779206533,-205.04143915766264,-189.41178794866295,-24.21341781267904,-23.93336339543248,-57.888391894682506,-72.28628845659306,-39.35737174448118,-20.231700670785838,-8.61281763217593,-104.43392489785593,-142.81702618605507,0.0
184,0.9237120913147749,-208.03836593107772,-191.12553411476176,-26.278059416877486,-25.257429046595778,-58.38126470902072,-72.75177534692344,-49.641314596248016,-29.597512320772335,-13.484490286677913,-108.02539508944632,-146.31050455811587,0.0
185,0.9191455982622337,-209.74513382890524,-192.89538950896608,-26.595949393644933,-26.31176036938565,-58.58016907441277,-73.04322372616868,-55.07622120804839,-34.89535235733006,-16.788965298643756,-111.14860607586199,-148.63064426292033,0.0
186,0.934595367805947,-207.34553965010275,-191.29473675954335,-25.083276926661455,-24.658047528046893,-58.34602474169152,-73.04625374742437,-41.93789909315981,-21.449872440780805,-9.421462348734734,-103.86705800817803,-145.11928070059767,0.0
187,0.9251312692377331,-208.20452951913504,-192.10021593266683,-26.752894846258627,-23.771621085412573,-58.70211300265303,-73.03004403282014,-44.120899541041744,-24.95819835986854,-10.548105484860203,-107.92685303749214,-145.9882947980172,0.0
188,0.9316513349114554,-207.95574065958783,-192.15809105583722,-26.58515058919808,-23.698549575281767,-58.95395753427548,-73.11662243719599,-41.436889581820616,-22.649413650097703,-10.082720106403203,-108.22447481750325,-145.46956462793273,0.0
189,0.9294185099127916,-209.00881557980566,-193.22230015937328,-24.82826731352799,-26.27042707682027,-58.67358105245138,-73.64537598184222,-45.194709182545296,-26.74873088137499,-11.866088213703913,-109.11078298842496,-146.62241622953454,0.0
190,0.9335463831312347,-207.95337759777172,-192.44114864304618,-25.333128468064302,-24.757628328665657,-58.754447005965275,-73.43877632798211,-40.781240866320864,-21.661348577099535,-9.231051528173397,-106.0998257548812,-145.41806507525143,0.0
191,0.9274166842279555,-208.8568056677576,-193.33789568868053,-27.26456966672005,-24.361003569233077,-59.15165153398816,-73.80806709666405,-45.580233861134715,-26.62965873665747,-12.09451833408205,-109.42004588532303,-146.79244308947557,0.0
192,0.9258024802570339,-210.14782589665407,-194.51178950061,-27.450748600783555,-25.083155346914268,-59.21291965953417,-74.32578722295655,-45.58002873213491,-26.485851705958677,-11.92499952667118,-109.47214455872934,-147.85089920464898,0.0
193,0.9255284065357517,-211.79232428612767,-196.16426200087136,-27.337706844533624,-27.01920085670077,-59.31744602897571,-74.61479551373597,-51.62730648927132,-32.33724764447047,-15.582093353632748,-112.95184229684654,-150.16107284921267,0.0
194,0.9321443583738666,-210.68844763706636,-195.5058853071098,-25.451925621400235,-27.006759852648248,-59.30616119023569,-74.93435212920078,-42.44180941507522,-24.60003823443962,-10.328085707149084,-107.56425669592988,-148.45559552948913,0.0
195,0.9227103002337512,-212.60670761287486,-197.07942608712995,-27.605192903165268,-27.419957294934026,-59.810167258616836,-75.55128641578305,-50.40316526519477,-32.650749459540506,-14.000502777699635,-113.2473528256294,-150.75425778229763,0.0
196,0.932864218410244,-210.68159171925683,-195.65535177604602,-27.01776299972108,-25.56770879920949,-59.728171485918594,-75.39390511799978,-40.45425268388943,-23.036634404975057,-8.813709018740745,-108.02559267458192,-147.95533018869307,0.0
197,0.9235684147076553,-212.21463095655434,-196.42567023235037,-28.24189671767861,-26.06328397605038,-59.92491534112948,-75.52827471572849,-50.34657324026762,-30.453238515663696,-13.721213518395954,-115.60563284608455,-150.1394825404638,0.0
198,0.9326905748783565,-210.48552971837847,-195.50819296049377,-26.20503739549833,-25.805260881788364,-59.85070693107353,-75.59199223227918,-40.97908729304345,-21.92581487150835,-9.24077820378258,-108.81015601081708,-147.8829834319921,0.0
199,0.9304269931322783,-211.50839887354672,-196.1400792291904,-27.542246957325943,-25.759360545698744,-60.10679393796044,-75.59975832851154,-45.649669854302665,-25.953835306845885,-11.720780647466254,-112.72644111068573,-148.97389228125283,0.0
