episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
17,0.9381901104176669,-3.547494871621816,-1.6400482495535178,-1.0013001245005715,0.076534,0.1,0.180595,0.2,1270,790,1534,33328,38166,38161,0,0,0,0,3818,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
18,0.9373315563453279,-3.7334072922603334,-1.7234069218304875,-1.0524372575511551,0.075492,0.1,0.179514,0.2,1322,794,1227,33765,38604,38600,0,0,0,0,3900,3898,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
19,0.9468149584823322,-3.6874787031574345,-1.715519732721898,-1.02517513979029,0.074478,0.1,0.17844,0.2,1049,706,1278,32998,37960,37951,0,0,0,0,3987,3992,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
20,0.9423376467768991,-3.5669071735961677,-1.6866883097529553,-0.9850958964451869,0.07349,0.1,0.177372,0.2,1330,595,1620,33384,38079,38068,0,0,0,0,3822,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
21,0.9409803863210214,-3.499735395013196,-1.6981823153371651,-0.9560139902280923,0.072529,0.1,0.17631,0.2,1255,728,1509,33599,38480,38474,0,0,0,0,3862,3859,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
22,0.9419430921351033,-3.5066217966046342,-1.7223057700139481,-0.954892865316125,0.071593,0.1,0.175255,0.2,1242,678,1336,33071,37892,37887,0,0,0,0,3900,3908,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
23,0.9292917166866747,-3.703612457560979,-1.8027700370327182,-1.0135938744748831,0.07068,0.1,0.174206,0.2,1392,964,1576,33320,38166,38156,0,0,0,0,4045,4052,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
24,0.9341033614689768,-3.793544891330415,-1.8359971970345839,-1.0347057343255879,0.06979,0.1,0.173163,0.2,1422,803,1417,33765,38423,38417,0,0,0,0,3825,3835,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
25,0.941758109248764,-3.806975963138092,-1.8580039846188923,-1.0338333571924332,0.068923,0.1,0.172127,0.2,1242,690,1341,33172,37948,37939,0,0,0,0,3864,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
26,0.9367160097497176,-3.732455301581475,-1.8529034086768794,-1.0073119988592807,0.068076,0.1,0.171096,0.2,1304,825,1446,33642,38263,38255,0,0,0,0,3882,3887,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
27,0.93643904034248,-3.773861645561696,-1.8772551764377516,-1.0113051538811642,0.067251,0.1,0.170072,0.2,1422,716,1431,33637,38399,38394,0,0,0,0,3927,3925,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
28,0.9314395620653942,-3.9148709473082794,-1.9399203461883454,-1.0448309307904389,0.066445,0.1,0.169054,0.2,1475,842,1552,33795,38475,38469,0,0,0,0,3903,3923,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
29,0.934436568957232,-3.912457000497372,-1.9558545153123839,-1.0367134439385417,0.065658,0.1,0.168042,0.2,1464,719,1455,33296,37914,37908,0,0,0,0,3933,3918,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
30,0.9388910640604765,-3.9400056315619407,-1.980513243567373,-1.0410054214738103,0.064889,0.1,0.167037,0.2,1277,752,1556,33203,38066,38059,0,0,0,0,3779,3781,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
31,0.9463727096678087,-3.890096121853403,-1.979895192665426,-1.0242905164268286,0.064139,0.1,0.166037,0.2,1101,699,1301,33565,38712,38703,0,0,0,0,3876,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
32,0.932956186807896,-3.9030360643133863,-2.0029052581635653,-1.020125541706417,0.063405,0.1,0.165043,0.2,1367,861,1287,33232,38010,38007,0,0,0,0,3800,3795,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
33,0.9362137477017971,-3.8847471611260675,-2.0206018806354193,-1.014974254612931,0.062688,0.1,0.164055,0.2,1333,818,1637,33722,38719,38711,0,0,0,0,3869,3853,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
34,0.9413441834219358,-3.8747446552650566,-2.029790171699917,-1.0060760476469954,0.061988,0.1,0.163073,0.2,1219,756,1375,33671,38626,38617,0,0,0,0,3870,3855,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
35,0.9452706364019507,-3.7910581840404958,-2.016536182594613,-0.9831057828962064,0.061302,0.1,0.162097,0.2,1146,672,1497,33218,38374,38365,0,0,0,0,3922,3922,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
36,0.943103344742689,-3.812967959821599,-2.040696923446255,-0.9832558811468671,0.060632,0.1,0.161127,0.2,1144,751,1393,33306,38213,38209,0,0,0,0,3862,3850,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
37,0.9427906699278172,-3.861316117872631,-2.079133401637436,-0.9887066189001174,0.059976,0.1,0.160162,0.2,1209,709,1318,33526,38315,38314,0,0,0,0,3883,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
38,0.935940275143743,-3.8855340002590166,-2.1196096747501763,-0.9851528451517323,0.059334,0.1,0.159204,0.2,1236,892,1467,33219,38164,38156,0,0,0,0,3851,3860,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
39,0.93501697540056,-3.883735485662284,-2.145136005430231,-0.9777972833386154,0.058706,0.1,0.158251,0.2,1419,763,1333,33578,38239,38235,0,0,0,0,3879,3876,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
40,0.936198932149499,-3.8464443358261895,-2.1580138816310535,-0.970660309195339,0.058091,0.1,0.157304,0.2,1337,790,1486,33338,38228,38225,0,0,0,0,3910,3898,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
41,0.9386734541098967,-3.82780616264179,-2.162899160593972,-0.9606920532469471,0.057488,0.1,0.156362,0.2,1390,658,1452,33395,38115,38105,0,0,0,0,3951,3955,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
42,0.93580911268147,-3.8248621606780127,-2.1802751584808795,-0.9567540042491492,0.056899,0.1,0.155426,0.2,1332,839,1450,33821,38525,38516,0,0,0,0,3883,3873,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
43,0.9383502257302598,-3.830372494817702,-2.197433300973734,-0.9568904745995672,0.056321,0.1,0.154496,0.2,1267,795,1466,33447,38463,38461,0,0,0,0,3928,3928,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
44,0.9368215892053973,-3.8988396235475515,-2.2250402547651498,-0.9717707239586936,0.055754,0.1,0.153571,0.2,1357,750,1493,33350,38130,38125,0,0,0,0,3873,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
45,0.9435668636199204,-3.8339618789827754,-2.2087229492737173,-0.9476226645987057,0.055199,0.1,0.152652,0.2,1202,670,1381,33172,37938,37933,0,0,0,0,3939,3949,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
46,0.9413571045256693,-3.778717928937859,-2.1949953931157635,-0.9295674879041944,0.054655,0.1,0.151738,0.2,1225,742,1491,33542,38412,38402,0,0,0,0,3856,3871,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
47,0.9360642617897265,-3.692788541451723,-2.18503305417232,-0.8922932529818361,0.054121,0.1,0.15083,0.2,1360,797,1480,33737,38466,38460,0,0,0,0,3848,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
48,0.9368810763627607,-3.7432453220896114,-2.216460218034613,-0.8990744683261516,0.053598,0.1,0.149927,0.2,1230,867,1254,33223,37978,37975,0,0,0,0,3847,3847,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
49,0.9405071230176507,-3.7443356442624274,-2.2243209995135373,-0.8982719725050525,0.053085,0.1,0.14903,0.2,1273,719,1434,33483,38205,38196,0,0,0,0,3912,3897,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
50,0.9371938836459204,-3.7996083990791174,-2.2413074328355225,-0.9178069465528303,0.052582,0.1,0.148138,0.2,1335,768,1384,33484,38318,38313,0,0,0,0,3936,3916,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
51,0.9324032109955863,-3.8788646257610515,-2.278382885132067,-0.9365559436169725,0.052088,0.1,0.147251,0.2,1505,777,1333,33759,38361,38358,0,0,0,0,3821,3820,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
52,0.9368064584404197,-3.8491568977126245,-2.277409184563134,-0.932924428132581,0.051603,0.1,0.14637,0.2,1319,771,1533,33073,37898,37893,0,0,0,0,3890,3905,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
53,0.9391812522025138,-3.900210309264942,-2.311281807103376,-0.9459754739149139,0.051127,0.1,0.145494,0.2,1244,827,1322,34052,38978,38967,0,0,0,0,3831,3831,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9413329348475792,-3.935548103915298,-2.3237100427794974,-0.9571705309592896,0.05066,0.1,0.144623,0.2,1194,769,1612,33460,38404,38398,0,0,0,0,4024,4012,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.9463995027673365,-3.913549969282008,-2.3226997427960714,-0.9484898185102734,0.050201,0.1,0.143757,0.2,1138,673,1174,33787,38679,38672,0,0,0,0,3773,3774,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.9379902543380081,-3.8712985297331386,-2.3211068928055307,-0.9275138304985393,0.049751,0.1,0.142897,0.2,1370,717,1440,33656,38637,38633,0,0,0,0,3828,3822,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9372255308909343,-3.8615299252327127,-2.3252947893645652,-0.9264411696401842,0.049308,0.1,0.142042,0.2,1400,687,1635,33246,38040,38036,0,0,0,0,3918,3917,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9431545476361891,-3.8030832381341,-2.3090325962477887,-0.90790698409743,0.048874,0.1,0.141191,0.2,1267,628,1419,33336,38152,38148,0,0,0,0,3915,3898,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9369372082517693,-3.8247215493056537,-2.3224427899054967,-0.9156154055998088,0.048447,0.1,0.140346,0.2,1147,947,1415,33205,38147,38135,0,0,0,0,3903,3922,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9337072921978582,-3.863425755324218,-2.34841744949866,-0.9237734262746958,0.048027,0.1,0.139506,0.2,1624,586,1365,33337,37941,37935,0,0,0,0,3841,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9438129262747645,-3.8601729443114143,-2.348504899170676,-0.9215137046985178,0.047615,0.1,0.138671,0.2,1133,770,1451,33869,38668,38663,0,0,0,0,3937,3947,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9351747463359639,-3.9210943377665863,-2.368351546196325,-0.9387954879652882,0.047209,0.1,0.137841,0.2,1445,740,1421,33706,38383,38377,0,0,0,0,3776,3780,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9318236280853103,-3.9947573037076234,-2.4022818532994537,-0.9581375189197326,0.046811,0.1,0.137016,0.2,1550,726,1543,33384,38007,37998,0,0,0,0,3987,3983,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9314031715521384,-4.064580408979501,-2.4256872951240704,-0.9812280915838857,0.046419,0.1,0.136196,0.2,1475,809,1255,33296,37797,37794,0,0,0,0,3856,3855,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9463694153460471,-4.012923942804303,-2.4215396541783814,-0.9674841614865466,0.046033,0.1,0.135381,0.2,1089,708,1359,33507,38461,38455,0,0,0,0,3848,3843,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9395733881201281,-4.014920943806254,-2.425487981922374,-0.9671939895425384,0.045654,0.1,0.134571,0.2,1117,883,1380,33098,38007,37999,0,0,0,0,3883,3877,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9426127619273115,-3.994282652361777,-2.4420819239844422,-0.9501937971261966,0.045281,0.1,0.133765,0.2,1298,641,1489,33788,38744,38738,0,0,0,0,3856,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.939318570015882,-4.025256945281647,-2.4595815658691507,-0.956535479503477,0.044914,0.1,0.132964,0.2,1265,760,1564,33371,38153,38148,0,0,0,0,4027,4037,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9314241300968552,-4.126409314867606,-2.496699262761636,-0.9855181701219082,0.044554,0.1,0.132169,0.2,1334,960,1405,33452,38134,38131,0,0,0,0,3960,3966,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9436202667942812,-4.120904630494897,-2.5022911428226924,-0.983232666453638,0.044198,0.1,0.131377,0.2,1177,708,1300,33434,38238,38235,0,0,0,0,3877,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9355104442483083,-4.145352182609962,-2.517575860305884,-0.9922912497788055,0.043849,0.1,0.130591,0.2,1469,723,1645,33990,38611,38601,0,0,0,0,3894,3884,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9359194551376961,-4.202473851282198,-2.5390904725522714,-1.0095462788387204,0.043505,0.1,0.129809,0.2,1427,737,1596,33770,38539,38535,0,0,0,0,3937,3938,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.938923737206999,-4.161321296689269,-2.5350745180637304,-0.9983111674218241,0.043166,0.1,0.129032,0.2,1296,739,1439,33319,38207,38204,0,0,0,0,3913,3924,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9363174077578051,-4.155998991136708,-2.5368742165551295,-0.9946653748698621,0.042833,0.1,0.12826,0.2,1415,739,1625,33824,38549,38546,0,0,0,0,3910,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9399091615370824,-4.119734820721383,-2.5434074993232167,-0.9827199514645721,0.042504,0.1,0.127492,0.2,1289,722,1351,33466,38366,38364,0,0,0,0,3908,3897,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9359141957335552,-4.137917838166929,-2.5555004600441174,-0.9842665609961665,0.042181,0.1,0.126729,0.2,1452,705,1607,33658,38320,38314,0,0,0,0,3849,3829,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.9463079186811207,-4.093139093744183,-2.5537359281330896,-0.9644962721757868,0.041862,0.1,0.125971,0.2,1065,723,1440,33301,38573,38568,0,0,0,0,3721,3741,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.940417468719923,-4.0952441615495,-2.560155011457485,-0.9626975605337447,0.041549,0.1,0.125217,0.2,1299,682,1294,33248,38307,38303,0,0,0,0,3803,3801,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9394724162852325,-4.1200167885070185,-2.5837676455002243,-0.9670522259944164,0.04124,0.1,0.124467,0.2,1299,711,1378,33208,37997,37987,0,0,0,0,3880,3876,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9408933674236727,-4.071156117959951,-2.5741259056454497,-0.9517793460002566,0.040935,0.1,0.123722,0.2,1237,728,1540,33245,38060,38059,0,0,0,0,3948,3948,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9374494230481043,-4.136141062150641,-2.598721732751205,-0.9748010624971354,0.040635,0.1,0.122982,0.2,1198,889,1435,33365,38320,38314,0,0,0,0,3867,3854,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.943475520067241,-4.166859749516896,-2.6141611136796867,-0.9816656043942362,0.04034,0.1,0.122246,0.2,1211,672,1373,33313,38379,38372,0,0,0,0,3831,3832,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9412947567454005,-4.137730529497088,-2.6095045169808793,-0.9692943492249619,0.040048,0.1,0.121514,0.2,1293,663,1336,33319,38286,38281,0,0,0,0,3848,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9410644124300512,-4.163575107468765,-2.6304929816082034,-0.975602507738698,0.039761,0.1,0.120787,0.2,1268,712,1251,33596,38553,38549,0,0,0,0,3895,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9405586058725233,-4.153679752937863,-2.6431232459796674,-0.9680329631685315,0.039478,0.1,0.120064,0.2,1436,556,1380,33512,38152,38141,0,0,0,0,4019,4018,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9387748952966344,-4.218593436477369,-2.667868825856326,-0.9804650379604172,0.039199,0.1,0.119345,0.2,1212,820,1556,33189,37998,37992,0,0,0,0,3960,3964,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9405004800768123,-4.1757920948469245,-2.667822121713223,-0.9642728682122339,0.038924,0.1,0.118631,0.2,1226,757,1386,33328,38255,38247,0,0,0,0,3858,3858,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9400359604435121,-4.140266978873531,-2.66576701380096,-0.9551119159834967,0.038652,0.1,0.117921,0.2,1353,648,1442,33370,37852,37848,0,0,0,0,3931,3930,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9385625965996909,-4.190561474983317,-2.6930758577164116,-0.9655985997459658,0.038385,0.1,0.117215,0.2,1443,624,1401,33644,38280,38276,0,0,0,0,3981,3981,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9396174863387978,-4.209914793795063,-2.7062818654727985,-0.9705765608261179,0.038121,0.1,0.116513,0.2,1283,706,1406,32940,37760,37751,0,0,0,0,3883,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9418406993686256,-4.258841939622748,-2.7243001952340995,-0.9803653230183565,0.03786,0.1,0.115816,0.2,1269,647,1396,32944,37597,37592,0,0,0,0,3798,3798,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.939358442962696,-4.312235214809098,-2.747147980973911,-0.9931238515628298,0.037604,0.1,0.115123,0.2,1356,663,1337,33294,38072,38066,0,0,0,0,3873,3864,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9405831597738769,-4.328456155099167,-2.766424290853219,-0.9969412923712424,0.03735,0.1,0.114434,0.2,1267,730,1338,33610,38459,38452,0,0,0,0,3852,3859,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9377767141318655,-4.301802540279521,-2.768082880369463,-0.9878086508994446,0.0371,0.1,0.113749,0.2,1303,777,1310,33428,38239,38233,0,0,0,0,3898,3885,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9377263734591387,-4.238781869165854,-2.7476141054280325,-0.9714306752177644,0.036854,0.1,0.113068,0.2,1349,697,1480,32855,37425,37422,0,0,0,0,3950,3942,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.936697467898716,-4.269941056786817,-2.762572472581647,-0.9801843008047362,0.03661,0.1,0.112391,0.2,1306,804,1420,33332,38220,38209,0,0,0,0,3924,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.940858467992083,-4.296919859212082,-2.7752527231185744,-0.9897040624534273,0.03637,0.1,0.111718,0.2,1307,695,1484,33851,38569,38565,0,0,0,0,3896,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9374756349896542,-4.326476912363367,-2.7892430400704344,-0.9984523853569851,0.036133,0.1,0.11105,0.2,1383,702,1737,33347,38115,38111,0,0,0,0,3961,3974,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9360449478497355,-4.349299116717884,-2.808855510586166,-1.0017827734532192,0.035899,0.1,0.110385,0.2,1422,718,1387,33461,38054,38046,0,0,0,0,4013,4010,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9389297019650003,-4.395097459512005,-2.826029573380961,-1.0181691876846086,0.035668,0.1,0.109724,0.2,1293,752,1562,33486,38434,38426,0,0,0,0,4017,4034,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9379593537060731,-4.421169906462236,-2.843650933276735,-1.023237383937278,0.03544,0.1,0.109067,0.2,1322,763,1503,33607,38384,38379,0,0,0,0,4010,4017,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9358799048751486,-4.389614343601295,-2.8478796627255654,-1.0109011664320646,0.035215,0.1,0.108415,0.2,1358,799,1410,33640,38501,38498,0,0,0,0,3946,3946,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9380412653073628,-4.432593490017163,-2.8685758160772363,-1.0247342800968633,0.034993,0.1,0.107766,0.2,1257,782,1441,32909,37818,37810,0,0,0,0,4034,4034,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.9410482956241418,-4.409595289305016,-2.8700932827836256,-1.0105078982418474,0.034774,0.1,0.107121,0.2,1289,686,1468,33502,38352,38342,0,0,0,0,3948,3948,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9452686810204451,-4.329484685645009,-2.857674814672991,-0.9886645956213579,0.034557,0.1,0.10648,0.2,1183,632,1398,33162,38110,38103,0,0,0,0,3860,3869,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9424862525917245,-4.30715951560604,-2.8536081574754757,-0.9792077419907864,0.034343,0.1,0.105842,0.2,1153,761,1578,33279,38285,38277,0,0,0,0,3817,3812,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9352413149918396,-4.3158818466148405,-2.863501397800556,-0.9821024092228539,0.034131,0.1,0.105209,0.2,1371,851,1727,34312,39118,39107,0,0,0,0,3974,3983,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9385774562989753,-4.364842571331652,-2.8819359437464387,-0.9932653805355977,0.033923,0.1,0.104579,0.2,1348,690,1305,33180,37910,37905,0,0,0,0,4055,4052,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9392112609134644,-4.345362944055339,-2.8834471307964087,-0.9929562219516949,0.033716,0.1,0.103953,0.2,1276,771,1312,33674,38406,38403,0,0,0,0,3858,3848,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.939452774956688,-4.374525602075207,-2.8960041497070796,-1.0000299495721885,0.033512,0.1,0.103331,0.2,1345,682,1384,33478,38398,38391,0,0,0,0,3956,3966,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
