episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,fleet_failure_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
130,0.9211737725773783,-4.455440552613582,-1.0000042473881405,-0.4566155770939503,-0.17360134326926419,-0.32934561769386306,-0.18455650305952342,-0.02789127608413667,0.002035,0.01,0.0,0.97,100,10,1,11
131,0.9217408900055646,-4.463035592661996,-1.003873280407891,-0.4583356398398607,-0.17427427842593457,-0.3305312915786238,-0.18526233204509301,-0.02799999147708827,0.002023,0.01,0.0,0.97,100,10,1,11
132,0.9226660395740249,-4.470510540020166,-1.0076818349474979,-0.46005369042730526,-0.17493313915772468,-0.3317898337530804,-0.18589426039614226,-0.028107028702929474,0.002011,0.01,0.0,0.97,100,10,1,11
133,0.9243419386428487,-4.477695340628858,-1.0113387928561284,-0.4616619241468583,-0.17561040592073277,-0.3329114754946282,-0.1865646344267965,-0.028209602654250595,0.001999,0.01,0.0,0.97,100,10,1,11
134,0.9233358264771877,-4.484924954061495,-1.0149741541532018,-0.46326070765949207,-0.17624775845084567,-0.3340658124475399,-0.18721227943389582,-0.02831278136403597,0.001987,0.01,0.0,0.97,100,10,1,11
135,0.9257453306112807,-4.491861387456775,-1.0184829561110376,-0.46477375772717183,-0.1769014620618213,-0.3351925177223943,-0.18783297627646606,-0.028411797045907388,0.001975,0.01,0.0,0.97,100,10,1,11
136,0.9228560393612197,-4.499118571968554,-1.0221254393976598,-0.4664032541696412,-0.1775109175696321,-0.33633275488621717,-0.18840766804187914,-0.02851571255359895,0.001963,0.01,0.0,0.97,100,10,1,11
137,0.9304804677569698,-4.503920538544298,-1.0246350272290532,-0.46763068619000964,-0.17797257299629266,-0.33734040538650356,-0.18895548739546425,-0.028583312394521512,0.001952,0.01,0.0,0.97,100,11,1,12
138,0.9244178243070935,-4.5105477289029245,-1.0280052348236697,-0.46916994956887786,-0.17854429359624382,-0.33845960632474575,-0.1895889066497159,-0.02867795793493723,0.00194,0.01,0.0,0.97,100,11,1,12
139,0.9169034917152781,-4.518439827666169,-1.0320595801642882,-0.4710264316784543,-0.17922285378076258,-0.33973919855061513,-0.19033585785861326,-0.028791049151085622,0.001929,0.01,0.0,0.97,100,10,1,11
140,0.9222990682652147,-4.525523390500462,-1.0356383265032298,-0.47257590268489047,-0.1798701910630172,-0.34087234580541503,-0.19104237523987844,-0.02889224509783849,0.001918,0.01,0.0,0.97,100,10,1,11
141,0.9305101869001515,-4.5316947067209625,-1.038782849121115,-0.4739473031934562,-0.18043713591866145,-0.3418676461517118,-0.1916384494867052,-0.02898076684123296,0.001907,0.01,0.0,0.97,100,11,0,11
142,0.9243100785603975,-4.538565337469894,-1.0422765917711398,-0.4755270444968635,-0.18101147932374662,-0.3430026008101579,-0.19224857767644163,-0.02907907808871849,0.001896,0.01,0.0,0.97,100,10,1,11
143,0.919678510998308,-4.545807887531262,-1.0460042165358154,-0.47722164284624835,-0.18164134570067683,-0.3442325738797375,-0.1929552598566238,-0.029182691950527213,0.001885,0.01,0.0,0.97,100,11,0,11
144,0.9248315363881402,-4.552512185646362,-1.0494039997984488,-0.4787055235432323,-0.18228265044036207,-0.3453236117720022,-0.193570405858692,-0.02927874361867702,0.001875,0.01,0.0,0.97,100,10,1,11
145,0.9209051905442921,-4.555359014563809,-1.0511135884167164,-0.4798382744334007,-0.18249568425213405,-0.3464244329027399,-0.1940853224349574,-0.029316915575091928,0.001864,0.01,0.0,0.97,100,11,1,12
146,0.9226158405172413,-4.562208536218911,-1.0546336824681806,-0.4814494384939988,-0.1830828204874206,-0.3475751698327982,-0.19469662013369438,-0.02941503225542246,0.001854,0.01,0.0,0.97,100,10,1,11
147,0.9232201181228952,-4.5689025571059165,-1.0580528879258289,-0.48298380393100765,-0.18367538766356892,-0.3486488524267296,-0.1952985758446372,-0.0295110382834337,0.001843,0.01,0.0,0.97,100,10,1,11
148,0.9208597615930076,-4.575774492840094,-1.0615970883330126,-0.4845176441865117,-0.18432871420912866,-0.3497320114165112,-0.19599993342479824,-0.029609302153930785,0.001833,0.01,0.0,0.97,100,10,1,11
149,0.9270465624474702,-4.582048310893942,-1.0647202811478604,-0.48592231885880327,-0.18484249581365425,-0.350774669859506,-0.19653168210307131,-0.029698902202194493,0.001823,0.01,0.0,0.97,100,10,1,11
150,0.9296908233932856,-4.585840065782724,-1.0666942187578496,-0.4870012373421323,-0.18517235204629662,-0.35166962958759496,-0.19708052553429198,-0.029751804150541527,0.001813,0.01,0.0,0.97,100,11,1,12
151,0.9215715791058257,-4.592357704435762,-1.0700151177872212,-0.4885017543681663,-0.1857591189204846,-0.3527138599687065,-0.19770322368924706,-0.029844690886255288,0.001803,0.01,0.0,0.97,100,11,1,12
152,0.9170802626961447,-4.599608991153221,-1.0736606360029777,-0.4901649607083554,-0.18636053611256015,-0.3538705099589921,-0.1983535073063533,-0.029948272140256506,0.001794,0.01,0.0,0.97,100,10,1,11
153,0.9212494793835901,-4.606405700504921,-1.077119884704216,-0.49172263205727706,-0.18696770467937174,-0.35500732669914337,-0.19901103406032658,-0.03004560932434864,0.001784,0.01,0.0,0.97,100,10,1,11
154,0.9244368168488403,-4.6128178717913455,-1.0803636141129067,-0.49316902515336614,-0.18755524670349863,-0.3560248532563423,-0.19961410866364293,-0.030137307378124173,0.001774,0.01,0.0,0.97,100,10,1,11
155,0.9180360688009876,-4.619872351450166,-1.0840054812346913,-0.4948005093000157,-0.18819238599669083,-0.35720549173342453,-0.20025715928184623,-0.030238041793052933,0.001765,0.01,0.0,0.97,100,10,1,11
156,0.9252334861606385,-4.625730199525988,-1.0869874538547044,-0.49623409141359,-0.1886518724641386,-0.3582260004540267,-0.20078222206365215,-0.030321293964294563,0.001756,0.01,0.0,0.97,100,11,1,12
157,0.9219908343442512,-4.624606114320243,-1.0867068172500773,-0.4966314519059176,-0.18858266267792348,-0.3592376381246811,-0.20136543157591708,-0.03030104569486751,0.001746,0.01,0.0,0.97,100,11,1,12
158,0.9239997307938217,-4.630841900549594,-1.0898658939806167,-0.4980387539340816,-0.18914241349029334,-0.3602042288579677,-0.2019276250232273,-0.030390460210867082,0.001737,0.01,0.0,0.97,100,10,1,11
159,0.9264588600614256,-4.636743507259925,-1.0928672304881288,-0.4994088157432969,-0.18966046546166862,-0.36120277765330366,-0.20247683548837744,-0.0304746083896391,0.001728,0.01,0.0,0.97,100,10,1,11
160,0.921716405327938,-4.635270375298464,-1.0919283234609676,-0.49952622444831896,-0.18936999834634802,-0.36174428367399775,-0.20299644888824808,-0.030448481984133757,0.001719,0.01,0.0,0.97,100,11,1,12
161,0.9218623754376515,-4.641633122384003,-1.0952212515936426,-0.5009897991816579,-0.18998281093081784,-0.36273121048896767,-0.20362453568887426,-0.030539372003310566,0.001711,0.01,0.0,0.97,100,10,1,11
162,0.9269760463901017,-4.647442309617126,-1.0981306328930556,-0.5022890839523299,-0.1904841611441502,-0.3637128438806407,-0.2041465192777317,-0.030622195059621788,0.001702,0.01,0.0,0.97,100,10,1,11
163,0.9257407344842731,-4.653330428184814,-1.1011011844840974,-0.5036436941915754,-0.19096980276307574,-0.3646821719180871,-0.20467332947466285,-0.030705985687445394,0.001693,0.01,0.0,0.97,100,10,1,11
164,0.9187733807518746,-4.659910808964573,-1.1044492764708884,-0.5051206408660065,-0.19153205126022255,-0.36572528691638057,-0.20521156911048413,-0.03079976635433029,0.001685,0.01,0.0,0.97,100,10,1,11
165,0.9150227872794847,-4.666509782536382,-1.1078854700718397,-0.5066803822752746,-0.19212542163242735,-0.3668394200618649,-0.20583189858865775,-0.030894035752681112,0.001676,0.01,0.0,0.97,100,11,1,12
166,0.9280888274839514,-4.6719328819115615,-1.1106561272427844,-0.5079294528764556,-0.19260861613289404,-0.3677425628104714,-0.20632579578413654,-0.030971456836579425,0.001668,0.01,0.0,0.97,100,11,1,12
167,0.9257671177810531,-4.677747288667262,-1.1136066623481773,-0.5092529374133367,-0.1931150303750332,-0.3686740405697545,-0.2068125038659008,-0.031055245124496426,0.001659,0.01,0.0,0.97,100,10,1,11
168,0.9230248459819917,-4.683725079663983,-1.116623779366321,-0.5106117955570426,-0.19362130906835662,-0.36969384628181645,-0.20732473258719483,-0.031140948672323025,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.9160097079253494,-4.6904040548059225,-1.1200874600541035,-0.5121864685549693,-0.19423206677518637,-0.3708471968546708,-0.20788881627692202,-0.031236342810060158,0.001643,0.01,0.0,0.97,100,10,1,11
170,0.9234462612899976,-4.69633303452399,-1.1230916319112685,-0.513511598427484,-0.1947558254051254,-0.3717767015552307,-0.2084222546032697,-0.03132133623773353,0.001635,0.01,0.0,0.97,100,10,1,11
171,0.9243146603098927,-4.702079753557647,-1.1260109277163528,-0.5148536708231269,-0.19523569339776783,-0.37273870817937216,-0.20896229360312402,-0.03140354768134322,0.001627,0.01,0.0,0.97,100,10,1,11
172,0.9225448591572827,-4.708052104559174,-1.1290598754112777,-0.5162434948730752,-0.1957449332273822,-0.3737416916708406,-0.20950835129728484,-0.03148911847698591,0.001619,0.01,0.0,0.97,100,10,1,11
173,0.92315191170153,-4.7140176656516095,-1.1321648205076822,-0.5176126456973511,-0.19630617610463347,-0.37465648113555083,-0.2100306760730642,-0.031574477076486834,0.001611,0.01,0.0,0.97,100,10,1,11
174,0.9269191298935079,-4.719476115717592,-1.1349581698623983,-0.5188407726056176,-0.19680939678326267,-0.3755083546877764,-0.21052171733182665,-0.03165288103167152,0.001603,0.01,0.0,0.97,100,10,1,11
175,0.9191910644779151,-4.725591388950689,-1.1380176764186218,-0.5202250080559199,-0.19731886603065193,-0.37651164188154346,-0.21107275468330322,-0.03174029305620756,0.001596,0.01,0.0,0.97,100,10,1,11
176,0.921094249470036,-4.731520459206092,-1.1410761497171735,-0.5215759715745789,-0.19784406056609982,-0.3774748243110857,-0.21162561335869196,-0.0318250302593878,0.001588,0.01,0.0,0.97,100,10,1,11
177,0.9167931419803532,-4.737909821286645,-1.1442826445685457,-0.5230398900822543,-0.19837856713460755,-0.3785106971200954,-0.212216811450623,-0.03191624706055139,0.00158,0.01,0.0,0.97,100,10,1,11
178,0.9291728662248072,-4.743036855022279,-1.146837319596736,-0.5241719668105393,-0.19881341054398094,-0.3793197827554779,-0.2126580772820594,-0.03198947329671746,0.001573,0.01,0.0,0.97,100,10,1,11
179,0.9201322370094092,-4.748929484540459,-1.1498314102060256,-0.525550811747497,-0.1993115055557536,-0.3803309618335498,-0.21313697412682014,-0.0320739556130207,0.001565,0.01,0.0,0.97,100,10,1,11
180,0.9225985954444128,-4.754701489874372,-1.1527560913274206,-0.5268763769875193,-0.1998059922199904,-0.3812877293808967,-0.21364950357590887,-0.03215690438955257,0.001558,0.01,0.0,0.97,100,10,1,11
181,0.9266194247603168,-4.760056952155856,-1.1554788225625765,-0.5280749983209237,-0.20027573311310454,-0.38215847022624355,-0.21412477880619554,-0.032233600455189075,0.001551,0.01,0.0,0.97,100,10,1,11
182,0.9249698472259448,-4.765498753558572,-1.1582328897321135,-0.5292819276942476,-0.20076704232406892,-0.3830163343942881,-0.21462750151259827,-0.0323115907772087,0.001544,0.01,0.0,0.97,100,10,1,11
183,0.9243720206903546,-4.770947306088108,-1.1609830166112436,-0.5305262500613848,-0.20123603064876527,-0.38385623802195895,-0.21509709606350388,-0.032390092223970574,0.001536,0.01,0.0,0.97,100,10,1,11
184,0.9211604850092683,-4.774199272189875,-1.1626540483155825,-0.5314727991247058,-0.20148064431143992,-0.38473522144204475,-0.2155811879175273,-0.03243494151547951,0.001529,0.01,0.0,0.97,100,11,1,12
185,0.9196371469924939,-4.780020003609815,-1.1656521775920037,-0.5328501011070359,-0.20200589608458092,-0.38571355787467115,-0.21609523407613992,-0.03251824547607174,0.001522,0.01,0.0,0.97,100,10,1,11
186,0.9189921249310304,-4.785913835914219,-1.1686515234765606,-0.5342227886408578,-0.20250566374987244,-0.386710656482437,-0.21661917027514266,-0.03260287890810228,0.001515,0.01,0.0,0.97,100,10,1,11
187,0.9245432749130449,-4.791244655274259,-1.1713428592862314,-0.5354380238134626,-0.20296856397520968,-0.38764022668528836,-0.21711213362149684,-0.03267893680799563,0.001509,0.01,0.0,0.97,100,10,1,11
188,0.9212733993889574,-4.796822793215039,-1.1741663860330434,-0.5367052280580717,-0.2034531696056845,-0.3885092428668156,-0.2176346125928798,-0.03275886057495566,0.001502,0.01,0.0,0.97,100,10,1,11
189,0.9218545710550136,-4.795229885635802,-1.173990998004657,-0.537403799978425,-0.2033972602625727,-0.3893273867824362,-0.21805071829406905,-0.032731874693177336,0.001495,0.01,0.0,0.97,100,11,1,12
190,0.9238558256496228,-4.800567771707242,-1.17665692682276,-0.5386479698407884,-0.2037970123300088,-0.3902509941804341,-0.21852140909479034,-0.03280827307696535,0.001488,0.01,0.0,0.97,100,10,1,11
191,0.9237782395924113,-4.805133746227372,-1.1789165692043237,-0.5397349945165411,-0.20415185585708942,-0.3910685887891744,-0.218956173242019,-0.032873240790493696,0.001482,0.01,0.0,0.97,100,11,1,12
192,0.9227741837406889,-4.808868142909182,-1.180821108282519,-0.540740052624517,-0.2044607968940352,-0.3919436414698222,-0.21944888280281788,-0.03292586313732179,0.001475,0.01,0.0,0.97,100,11,1,12
193,0.9240131800147939,-4.8140938653921665,-1.183433308318663,-0.5418993464237551,-0.20493784479406138,-0.39280834237545964,-0.21994577628332249,-0.033000490555915724,0.001469,0.01,0.0,0.97,100,10,1,11
194,0.9191101275796745,-4.819737263089924,-1.1863150249476397,-0.5432306343518322,-0.20541648303700427,-0.3937357311136054,-0.22046972631419115,-0.03308129247531035,0.001462,0.01,0.0,0.97,100,10,1,11
195,0.9277651991614255,-4.82463178510942,-1.1887772968281316,-0.544350690597023,-0.20582837933472475,-0.39457802504175216,-0.22091600419060978,-0.03315107405037074,0.001456,0.01,0.0,0.97,100,11,0,11
196,0.9222839954712134,-4.829907597824098,-1.1914909222461716,-0.5455761730652393,-0.20630422914952037,-0.3954299140567745,-0.22137249106378656,-0.033226606890186874,0.001449,0.01,0.0,0.97,100,10,1,11
197,0.9243625634921966,-4.827972405105129,-1.190298374856952,-0.5455815759228688,-0.2061043252410133,-0.39614025876345427,-0.2218512806656242,-0.03319474299176774,0.001443,0.01,0.0,0.97,100,11,1,12
198,0.9213206113315883,-4.83327792871928,-1.1930203993225217,-0.5468391886854077,-0.20656176029771509,-0.3970116561704518,-0.22234726549911682,-0.033270564859622584,0.001437,0.01,0.0,0.97,100,10,1,11
199,0.923506029328256,-4.8384569481019595,-1.1956234491235276,-0.5479865358488045,-0.20700404049265125,-0.39784830237936786,-0.22276956323172623,-0.033344956483988664,0.001431,0.01,0.0,0.97,100,10,1,11
200,0.9282208901492639,-4.843122867818145,-1.1979901365058343,-0.5490090428455702,-0.20745405545481524,-0.3985604813437285,-0.22319101994524487,-0.03341133465659155,0.001424,0.01,0.0,0.97,100,10,1,11
201,0.9263049287913129,-4.847948212171223,-1.200413544549892,-0.550080726445454,-0.20789738613146114,-0.3993559080584256,-0.22365241174781755,-0.03348034560700492,0.001418,0.01,0.0,0.97,100,10,1,11
202,0.920985901207019,-4.852695289651008,-1.2028874121795448,-0.5512828652191402,-0.20829263056106043,-0.40020932653484625,-0.22411390254061608,-0.03354783660831222,0.001412,0.01,0.0,0.97,100,11,1,12
203,0.925578896109348,-4.857570424700167,-1.2053107298105359,-0.5523597298269326,-0.20870983286934316,-0.4009679065655632,-0.22453557502651195,-0.033617289588292694,0.001406,0.01,0.0,0.97,100,11,0,11
204,0.9201224743863663,-4.862867455596504,-1.2080517506619568,-0.5536174568172216,-0.20918798453299672,-0.4018524204892409,-0.2250079088706043,-0.03369307833294722,0.0014,0.01,0.0,0.97,100,10,1,11
205,0.9240269271650554,-4.8677950801576095,-1.210580354699442,-0.5547503624166931,-0.20963563426195472,-0.4026434558407914,-0.22548604185914964,-0.033763317071616734,0.001395,0.01,0.0,0.97,100,10,1,11
206,0.9179044290610928,-4.873215146622385,-1.2133441501817204,-0.5560134148040329,-0.21010019518895057,-0.4035613098619875,-0.2259966021381236,-0.03384092757437177,0.001389,0.01,0.0,0.97,100,10,1,11
207,0.9233219836159525,-4.878154302002769,-1.2158242600339246,-0.5571056742980979,-0.210529970009265,-0.40433310503153574,-0.2264256226379836,-0.03391158013771429,0.001383,0.01,0.0,0.97,100,10,1,11
208,0.921710703693718,-4.883209110812553,-1.2183786172999913,-0.5582531960374032,-0.21097268705195885,-0.40515001381213545,-0.22686697083443347,-0.03398396067488624,0.001377,0.01,0.0,0.97,100,10,1,11
209,0.9255995837738953,-4.887980734524635,-1.220830420144608,-0.5593867238146569,-0.21138559800137416,-0.4059859135492052,-0.22732083394100014,-0.03405203051314487,0.001372,0.01,0.0,0.97,100,10,1,11
210,0.9265274037898681,-4.892668689190756,-1.2231982020886891,-0.5604172468367272,-0.2118243401901425,-0.40673829410208845,-0.2277797066621107,-0.03411928307022576,0.001366,0.01,0.0,0.97,100,10,1,11
211,0.9210825829344224,-4.8977502354089735,-1.225805223073104,-0.5615966963368448,-0.2122641450132764,-0.4075484726030823,-0.22822937553106212,-0.03419200724386688,0.00136,0.01,0.0,0.97,100,10,1,11
212,0.918174133558749,-4.9012842760731115,-1.227708698108907,-0.5626216387509401,-0.21254931489389584,-0.408365407642338,-0.22869447319456243,-0.034241644982715015,0.001355,0.01,0.0,0.97,100,11,1,12
213,0.9219924970139461,-4.906220415225468,-1.2302922364044624,-0.5637985342445014,-0.21300135738110687,-0.4091696555993481,-0.22916395056545716,-0.03431200903809948,0.001349,0.01,0.0,0.97,100,10,1,11
214,0.9215030892332624,-4.911174664572066,-1.2328095951818443,-0.5649721397803432,-0.2134181125255404,-0.4100504437528488,-0.22960153411042705,-0.0343826894443907,0.001344,0.01,0.0,0.97,100,10,1,11
215,0.9264053940160135,-4.91572427802207,-1.2351063762855286,-0.5659921540545821,-0.21382752082259393,-0.4107813178364086,-0.23004271840394763,-0.03444758591452967,0.001338,0.01,0.0,0.97,100,10,1,11
216,0.9209607431012272,-4.920639784925343,-1.2376295401794486,-0.5671652050597977,-0.21423703185408044,-0.41159413954526325,-0.23048918553451403,-0.034517726079901556,0.001333,0.01,0.0,0.97,100,10,1,11
217,0.9240512633221555,-4.92542529070429,-1.2400847234734729,-0.5682901966017052,-0.21464118638759244,-0.41236754903467504,-0.2309306543775633,-0.034586234104886024,0.001328,0.01,0.0,0.97,100,10,1,11
218,0.9278388585816199,-4.929808967941735,-1.2423282087041196,-0.5692876807739895,-0.21503260172094632,-0.4130445098065968,-0.2313252758716173,-0.034648748283982615,0.001322,0.01,0.0,0.97,100,10,1,11
219,0.9228448639083172,-4.934493163700898,-1.2447004006037121,-0.5703614650959674,-0.21543922474300575,-0.4137797318346165,-0.2317562228335382,-0.034715607277173634,0.001317,0.01,0.0,0.97,100,11,1,12
220,0.9226811948656535,-4.9376917087670105,-1.2464320848915518,-0.5713150667223823,-0.21573231561816816,-0.41454351406252005,-0.23218315451858518,-0.03476044610642203,0.001312,0.01,0.0,0.97,100,11,1,12
221,0.9192683377885376,-4.942652842507435,-1.2489883601202303,-0.5724533846145908,-0.21619954636616764,-0.41531366843951,-0.23262831967314745,-0.03483114640449684,0.001307,0.01,0.0,0.97,100,10,1,11
222,0.9201979795240355,-4.9474956373166155,-1.2514596326160714,-0.5735722960366147,-0.21664039365335303,-0.41608291824487925,-0.2330729769376228,-0.03490024893662567,0.001302,0.01,0.0,0.97,100,10,1,11
223,0.9164458936213572,-4.952584899032239,-1.2540523579815457,-0.5747563643435244,-0.2170715888829043,-0.4169025800198011,-0.2335635316384271,-0.03497301300331288,0.001297,0.01,0.0,0.97,100,10,1,11
224,0.9266135565757494,-4.956266314478967,-1.2558929871206677,-0.5756436418350128,-0.21737331525079392,-0.41762871813246816,-0.2339795825554545,-0.03502510967428586,0.001292,0.01,0.0,0.97,100,11,1,12
225,0.9244084913785824,-4.960751254897042,-1.2581481567718784,-0.5766706049453364,-0.21774646305355716,-0.4183644799466384,-0.2343583231321585,-0.03508900498634058,0.001287,0.01,0.0,0.97,100,11,0,11
226,0.9262863927490426,-4.965141185864487,-1.2603617405958554,-0.5776679118372422,-0.21810655597484618,-0.41908415947117744,-0.2347497480780817,-0.03515180669416454,0.001282,0.01,0.0,0.97,100,10,1,11
227,0.9201583414405046,-4.969961054914152,-1.2628149883119142,-0.5787795381701533,-0.21850686471790076,-0.4198908347814525,-0.23519392809872994,-0.03522068367464317,0.001277,0.01,0.0,0.97,100,10,1,11
228,0.9282025316455697,-4.974112757590612,-1.2649046072755925,-0.579683242238096,-0.21887831843905484,-0.42054200364680194,-0.23556606347463788,-0.03527954778613378,0.001272,0.01,0.0,0.97,100,10,1,11
229,0.9265610659777694,-4.977711904314038,-1.266754156249466,-0.5805479640985874,-0.21921268403657937,-0.4211951032472398,-0.23597161430646177,-0.035330801301630015,0.001267,0.01,0.0,0.97,100,11,1,12
230,0.925998921905532,-4.981350617135477,-1.2686274905709833,-0.5814503692392707,-0.21952537155752067,-0.42191826067820304,-0.2363841364135476,-0.035382325263346455,0.001262,0.01,0.0,0.97,100,11,1,12
231,0.9326214342080962,-4.984344341524688,-1.270189626861074,-0.5822212167883867,-0.2197836237279981,-0.42248700548063056,-0.23673284817411924,-0.035424798666314455,0.001257,0.01,0.0,0.97,100,11,1,12
232,0.9214247509527311,-4.988995985665233,-1.2725368205202616,-0.5833075999074554,-0.22015648013765235,-0.42327437502802673,-0.2371460230345134,-0.03549134252519112,0.001253,0.01,0.0,0.97,100,10,1,11
233,0.9238893910481738,-4.993433635603854,-1.2747622766314903,-0.5842980607254775,-0.22055612785494988,-0.4240047128879709,-0.2375559334648591,-0.035554637976188734,0.001248,0.01,0.0,0.97,100,10,1,11
234,0.9294087837837838,-4.997407419793734,-1.2767729420880132,-0.5851875734550472,-0.22091596318970105,-0.42465977186785875,-0.2379322417921149,-0.03561170506849466,0.001243,0.01,0.0,0.97,100,10,1,11
235,0.9233330501996093,-4.998994944691523,-1.2777440014759451,-0.5858248940576974,-0.22106713048390153,-0.4252845572923854,-0.23831855257089885,-0.03563279363262668,0.001239,0.01,0.0,0.97,100,11,1,12
236,0.9266478152561772,-5.001934608301688,-1.2792168577996221,-0.5865835008830931,-0.22131860813809467,-0.4259644194890424,-0.23869362595742769,-0.03567405975087462,0.001234,0.01,0.0,0.97,100,11,1,12
237,0.9216361498404166,-5.006427648496329,-1.28152051985402,-0.5876057678341198,-0.2217311651819258,-0.4266528523042741,-0.23909577635679916,-0.03573862103982943,0.001229,0.01,0.0,0.97,100,10,1,11
238,0.9228062495790963,-5.009980837523194,-1.2833231984276925,-0.5884959537296819,-0.22202263049432805,-0.42735550063044253,-0.23947115801601893,-0.03578903559448333,0.001225,0.01,0.0,0.97,100,11,1,12
239,0.9231529072979625,-5.012712428437472,-1.2848876308856414,-0.5893300172170202,-0.2223158426705698,-0.4279896059550953,-0.23987343416248003,-0.03582685733315442,0.00122,0.01,0.0,0.97,100,11,1,12
240,0.9241600915193217,-5.016979858490508,-1.2870991341277176,-0.5903058741751706,-0.22272567941625915,-0.4286461483031658,-0.24025470980230026,-0.03588779606788258,0.001216,0.01,0.0,0.97,100,10,1,11
241,0.9258252362013123,-5.021137248238006,-1.2892558700317738,-0.5912788893019127,-0.2231139016774386,-0.42934905949806706,-0.24062992291181293,-0.03594698047122387,0.001212,0.01,0.0,0.97,100,10,1,11
242,0.9231373889268626,-5.024062826499852,-1.2907236185752806,-0.5920703890744858,-0.2233380261329025,-0.43004109430652565,-0.2409654173513622,-0.035987801883296144,0.001207,0.01,0.0,0.97,100,11,1,12
243,0.9163072343160636,-5.026626392271205,-1.2922040220330346,-0.5929650990948935,-0.22360015731056848,-0.43087597393889887,-0.24138692255937685,-0.03602313154340875,0.001203,0.01,0.0,0.97,100,11,1,12
244,0.9220311606151361,-5.030972111414329,-1.2944021464552642,-0.5939735648259562,-0.22397121417940408,-0.4315996573814652,-0.24178213363544765,-0.03608540526621596,0.001198,0.01,0.0,0.97,100,10,1,11
245,0.9230664673100448,-5.035182736823865,-1.2965067029892592,-0.5949252317093295,-0.2243217688382815,-0.43228633877882416,-0.24215350003277536,-0.036145750380416466,0.001194,0.01,0.0,0.97,100,10,1,11
246,0.9287771978580628,-5.038997485101537,-1.2984481835737725,-0.5957979474540289,-0.22466616545051193,-0.4329360132891985,-0.24253548139654557,-0.03620029339211609,0.00119,0.01,0.0,0.97,100,10,1,11
247,0.9291545336722156,-5.04280868320551,-1.3003358708293549,-0.5966146513523396,-0.22501373576973546,-0.433553643869838,-0.2429089917405683,-0.03625466234039607,0.001186,0.01,0.0,0.97,100,10,1,11
248,0.9204989099021447,-5.0457670253288445,-1.3018677568269832,-0.5974269140802753,-0.22524557207348656,-0.43424749910652893,-0.24329314670157037,-0.0362961441147585,0.001181,0.01,0.0,0.97,100,11,1,12
249,0.9233934365905061,-5.049969366839471,-1.3039943364280602,-0.598407190763993,-0.225581340951487,-0.4349539519456331,-0.2436421722127529,-0.036356000762309944,0.001177,0.01,0.0,0.97,100,10,1,11
250,0.9246676762577822,-5.054060888872203,-1.3060749920807428,-0.599362889580045,-0.22592559875639934,-0.43566119820985577,-0.24401073672946333,-0.03641428694340045,0.001173,0.01,0.0,0.97,100,10,1,11
251,0.9317862760685351,-5.0561486592395175,-1.30709962281142,-0.599980571495118,-0.22606899496683838,-0.43623841739034974,-0.24431689887453023,-0.036443303017410805,0.001169,0.01,0.0,0.97,100,11,1,12
252,0.9254402836547306,-5.058192013390271,-1.308119346655752,-0.6006207892961832,-0.22620102781997886,-0.43681166788106635,-0.24468503506833966,-0.03647147607752957,0.001165,0.01,0.0,0.97,100,11,1,12
253,0.926177682097876,-5.062100697874134,-1.3100901210914446,-0.6015108185410275,-0.22653474900255835,-0.4374392246514036,-0.2450532914860681,-0.03652741879707459,0.001161,0.01,0.0,0.97,100,10,1,11
254,0.9212788418036495,-5.066038742781359,-1.31206506745614,-0.6024449216737428,-0.22684411838495133,-0.43811025990987496,-0.24541384172406833,-0.03658362315278293,0.001157,0.01,0.0,0.97,100,11,1,12
255,0.9215272001330893,-5.07030934814069,-1.314206571048172,-0.603420615322629,-0.22719718971843567,-0.43877897992537934,-0.24577366962229774,-0.03664484141575682,0.001153,0.01,0.0,0.97,100,10,1,11
256,0.9290047716428085,-5.073642947758597,-1.3157987129378068,-0.6041781225029313,-0.2274522177439515,-0.4393599689418696,-0.2460859665172202,-0.036692411431516844,0.001149,0.01,0.0,0.97,100,11,1,12
257,0.9333389388716051,-5.0770361791129215,-1.3174789102973479,-0.6049354004466966,-0.2277247585000561,-0.4399049899556876,-0.2463815440728469,-0.0367409220199317,0.001145,0.01,0.0,0.97,100,10,1,11
258,0.9203510069596208,-5.079995560315952,-1.3189997637728654,-0.6057373466381732,-0.22792628558012715,-0.4405852508174246,-0.2467289962915583,-0.036782476640284174,0.001141,0.01,0.0,0.97,100,11,1,12
259,0.9273307576012095,-5.083777983368617,-1.3209081548400794,-0.6065813759912648,-0.22826263545445366,-0.441186872842359,-0.2470679926959403,-0.03683659118903444,0.001137,0.01,0.0,0.97,100,10,1,11
260,0.9280384152054612,-5.087505308137949,-1.3228029482205523,-0.6074137029268878,-0.2286015310235344,-0.4418030868530545,-0.24741956408056232,-0.03688981770913855,0.001133,0.01,0.0,0.97,100,10,1,11
261,0.9212935741285174,-5.091558342584565,-1.3248746377704301,-0.6083695866531742,-0.22894343568021147,-0.44250404107754365,-0.2477696863960678,-0.03694793395665536,0.001129,0.01,0.0,0.97,100,11,1,12
