episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
31,0.928184624727972,-12.508561146357977,-7.324074405134641,-5.151031050677339,-0.935597506372837,-5.090303197974403,-3.2959640412525504,0.005173,0.01,0.146602
32,0.9211858279103399,-12.548866141499252,-7.356329317509603,-5.204116999522204,-0.9336860469050474,-5.1478585677580195,-3.3447200154198913,0.005094,0.01,0.145141
33,0.9209528324247452,-12.54782833650837,-7.376376399421879,-5.257912023439756,-0.9288490340570754,-5.231937555831563,-3.4078360501995486,0.005017,0.01,0.143694
34,0.9195924503090028,-12.59896421517705,-7.432290340984529,-5.32672198699839,-0.9292280134187421,-5.301226745259762,-3.4642123643376714,0.004942,0.01,0.142261
35,0.9256640162409068,-12.501210672203781,-7.405121923533123,-5.360418729337499,-0.9152826694729085,-5.356395889579458,-3.5100918372923853,0.00487,0.01,0.140843
36,0.9250185597624351,-12.42770482240048,-7.389083344751869,-5.400060734449527,-0.903851979632058,-5.410883041773164,-3.556796738009934,0.004799,0.01,0.139439
37,0.9207648428798056,-12.499258448947616,-7.4476573984526535,-5.471173137694523,-0.9061672967220371,-5.49521340852959,-3.616875001320117,0.004731,0.01,0.138049
38,0.9218734295956313,-12.493970650766778,-7.4580754632358,-5.511851760567465,-0.900026512996911,-5.556982692604736,-3.665804482078299,0.004665,0.01,0.136673
39,0.9266910359166974,-12.395829800158806,-7.431265669177821,-5.542980960367533,-0.8935919490039703,-5.623997143231763,-3.713876714765357,0.0046,0.01,0.13531
40,0.92433672350689,-12.339079910945014,-7.421031216242844,-5.5742197405561535,-0.8844298603595286,-5.660929852365597,-3.7493974640780645,0.004537,0.01,0.133961
41,0.921000437018859,-12.403332407021766,-7.477149569515655,-5.639144723702186,-0.8853226535859628,-5.753441724034228,-3.8105750908437965,0.004476,0.01,0.132626
42,0.9289808917197452,-12.26871907965353,-7.4346183262598,-5.661267066501047,-0.8708927511217047,-5.792667064402131,-3.8443533011311914,0.004417,0.01,0.131304
43,0.9237216263407333,-12.26466534131793,-7.452683956297363,-5.70891198217523,-0.8675140288201093,-5.853624119722931,-3.8903285718822636,0.004359,0.01,0.129995
44,0.9210124884754002,-12.302821112960187,-7.496228908149923,-5.773774121178483,-0.8707910008059162,-5.929751870520409,-3.9469715272143384,0.004302,0.01,0.128699
45,0.9179908860078361,-12.40877070914776,-7.5700051015736305,-5.842204483645028,-0.8762830949764329,-6.002519466193546,-4.002612897222591,0.004247,0.01,0.127416
46,0.9240693207173654,-12.370153809139305,-7.567852135699412,-5.879873720528503,-0.8665763150845713,-6.067033070305607,-4.046899138563749,0.004194,0.01,0.126145
47,0.9169782218720137,-12.478412508067967,-7.634974485246646,-5.948017642662749,-0.8705827929025863,-6.138508605949179,-4.094105544429275,0.004141,0.01,0.124888
48,0.9176739682115667,-12.543890517470253,-7.694687144640206,-6.0054273110194565,-0.8737745072728771,-6.20319124915368,-4.142986403614434,0.00409,0.01,0.123643
49,0.9212238379423384,-12.517613426402516,-7.697628726859985,-6.04822827795404,-0.866346399867226,-6.258239073795095,-4.189945037722356,0.004041,0.01,0.12241
50,0.9211405172269119,-12.521816619843772,-7.712319938240308,-6.085724079304991,-0.8646762876381235,-6.309238184632556,-4.228399682630799,0.003992,0.01,0.12119
51,0.9182266175555444,-12.551501033545367,-7.758866450600975,-6.139927041800077,-0.8682214368753799,-6.371206305740273,-4.27422717079859,0.003945,0.01,0.119982
52,0.9310571684013428,-12.318463206714675,-7.646668582251544,-6.1296504044213735,-0.8369442427568448,-6.399231199588762,-4.303157304279256,0.003898,0.01,0.118786
53,0.921344931415189,-12.345422113432605,-7.677388114937527,-6.1712804580407274,-0.8369295670574376,-6.445910610624307,-4.33984619673837,0.003853,0.01,0.117601
54,0.9206940528930058,-12.370265916662818,-7.707348494994703,-6.216801236681467,-0.8342712488082825,-6.508089582878915,-4.387465160204107,0.003809,0.01,0.116429
55,0.9186134137151469,-12.395192743526122,-7.740877718265201,-6.25916453850393,-0.8372404531635926,-6.546508270457395,-4.427540957252918,0.003766,0.01,0.115268
56,0.9240587540097923,-12.33202568483328,-7.722362194037435,-6.28719020655813,-0.824175610877626,-6.589138672758229,-4.455130336621649,0.003724,0.01,0.114119
57,0.9184727041115637,-12.39732780054145,-7.770936019341109,-6.343642807409822,-0.8275162478570796,-6.657251123935731,-4.509225037580861,0.003682,0.01,0.112982
58,0.9201781662324565,-12.410752841616134,-7.793159082843019,-6.385168629710897,-0.8237565085305614,-6.706994997485578,-4.551600315359127,0.003642,0.01,0.111855
59,0.9230678346582949,-12.350007405238813,-7.776084265402673,-6.413215666215707,-0.8129471019596592,-6.750138340069429,-4.587449959023867,0.003602,0.01,0.11074
60,0.9247076896816592,-12.254113907431975,-7.741037099331168,-6.424254540058857,-0.8023006904686215,-6.771820421093898,-4.615055530912952,0.003564,0.01,0.109636
61,0.9209570819041245,-12.279944212692318,-7.7694784090959965,-6.469183167941953,-0.8018371842995753,-6.825970404247131,-4.659104848093901,0.003526,0.01,0.108543
62,0.9154967557091093,-12.381628387129291,-7.838794559049712,-6.531783065969457,-0.8096423942475305,-6.892792379558013,-4.712607908611537,0.003489,0.01,0.107461
63,0.9194042339553176,-12.394863101803722,-7.855944560389756,-6.576262344339288,-0.8041492427494858,-6.945242385444632,-4.749966718288314,0.003453,0.01,0.10639
64,0.9273353508669264,-12.253625972063599,-7.794799448306078,-6.577838533640679,-0.7856063650001102,-6.96014983746864,-4.767703827070885,0.003417,0.01,0.105329
65,0.9168094902039856,-12.335704093326367,-7.8629878285281425,-6.6350846881528,-0.7955851226738685,-7.024019353342155,-4.812483792797393,0.003382,0.01,0.104279
66,0.9197676955872233,-12.349486070719497,-7.887221565091425,-6.675008554615096,-0.7935234694697159,-7.071466013783472,-4.848342008152714,0.003348,0.01,0.10324
67,0.9258915617935828,-12.232451376238163,-7.832495950964659,-6.68193299261337,-0.7776220460686233,-7.101052030087131,-4.875904764973809,0.003315,0.01,0.10221
68,0.920366609034294,-12.231877897136695,-7.846500640193127,-6.711375180237337,-0.7778108328588379,-7.13947521024151,-4.907455361862796,0.003282,0.01,0.101191
69,0.9253138461022744,-12.14358380096984,-7.814011600163618,-6.727746662013854,-0.7642835114801216,-7.190179473383028,-4.944687968954682,0.00325,0.01,0.100183
70,0.9225866284461681,-12.129390033058439,-7.82653553790803,-6.7598460941977345,-0.7601680917925845,-7.237028991374549,-4.981895608335358,0.003219,0.01,0.099184
71,0.9231206432523695,-12.121762090002521,-7.83039951743834,-6.789232834177963,-0.7566365570965266,-7.274801691838683,-5.012755168590664,0.003188,0.01,0.098195
72,0.9203277370061325,-12.120126377313902,-7.841639223699989,-6.818033019690715,-0.7515270492598762,-7.313783043873287,-5.0441238402876705,0.003157,0.01,0.097216
73,0.9237650785093335,-12.067361736694235,-7.824099276069325,-6.8352887454513285,-0.7416896924244363,-7.342247063536241,-5.067010823429082,0.003128,0.01,0.096247
74,0.9227310377470122,-12.023760258242003,-7.814398401477127,-6.862188202057902,-0.7316812191975455,-7.386627357999929,-5.099167614306437,0.003098,0.01,0.095288
75,0.9215473362741772,-12.023325408596051,-7.829956412913756,-6.895630616952524,-0.7300539524059653,-7.43327898108548,-5.133061203843143,0.00307,0.01,0.094338
76,0.9254195257830016,-11.93964046199375,-7.800750984133945,-6.908497629962316,-0.7202098160659116,-7.461410079167254,-5.15992189682084,0.003042,0.01,0.093397
77,0.9156572229452398,-12.024589378118149,-7.863233829779042,-6.961303105900092,-0.7268975406809182,-7.515061941576952,-5.20150278599435,0.003014,0.01,0.092466
78,0.9211131825128903,-12.020759177966216,-7.864791145630009,-6.989377237116132,-0.7215032965431717,-7.555230105558562,-5.229138303105163,0.002987,0.01,0.091544
79,0.9240362233888917,-11.960985337855192,-7.841001373047854,-7.001771519575238,-0.7133051408404838,-7.586494553366444,-5.253210539228359,0.00296,0.01,0.090632
80,0.9266814411873342,-11.881759816178377,-7.813504058646067,-7.013769181301809,-0.703806328050974,-7.610665481649171,-5.276967228920722,0.002934,0.01,0.089728
81,0.9282176549865229,-11.783745997440251,-7.769656794680527,-7.020628702507517,-0.6906266200097719,-7.626503616580608,-5.297843755778454,0.002909,0.01,0.088834
82,0.9242819843342036,-11.77245485068289,-7.7765617677712155,-7.047266081573091,-0.6896793558928107,-7.668435254295175,-5.337224605408113,0.002883,0.01,0.087948
83,0.9203544286771135,-11.811571789265523,-7.8163049527978465,-7.087907588119726,-0.6919709157877406,-7.708979715269612,-5.373489030690675,0.002859,0.01,0.087071
84,0.9263899504835333,-11.769671377191393,-7.8094534349176,-7.1072647238237225,-0.6867046250581456,-7.7338104088488135,-5.3953739617774215,0.002834,0.01,0.086203
85,0.9184848689543367,-11.834765078711522,-7.856028490182345,-7.147039897153163,-0.692188654149086,-7.782904537218296,-5.4301212319929855,0.00281,0.01,0.085344
86,0.9229294283338707,-11.81427471013465,-7.848448114922307,-7.168642449308865,-0.6852497129152209,-7.819484744223981,-5.459708368512356,0.002787,0.01,0.084493
87,0.9161485464627793,-11.90008455552427,-7.90487332460887,-7.216075571514217,-0.6912637289908526,-7.8745329169160865,-5.499879181803526,0.002763,0.01,0.083651
88,0.9245015447470161,-11.859337569754391,-7.883386161144991,-7.22830090769818,-0.6811061547444939,-7.904672181058157,-5.523308989400937,0.002741,0.01,0.082817
89,0.9170744878328665,-11.945477275957545,-7.931130894244395,-7.271069709792731,-0.6866852504652202,-7.948991178562824,-5.5612502789171545,0.002718,0.01,0.081991
90,0.9251162712604308,-11.911925397181184,-7.924750251265327,-7.289651349238338,-0.6805627354314205,-7.980904930141564,-5.584418486821717,0.002696,0.01,0.081174
91,0.9289677572148729,-11.79100092148785,-7.871551073587869,-7.2898982774938945,-0.6660355732312879,-7.996934567094639,-5.604646173093101,0.002674,0.01,0.080365
92,0.9230208633459316,-11.76390727607302,-7.874022637211474,-7.309770418704478,-0.6622962130863125,-8.027338392599736,-5.635334429835421,0.002653,0.01,0.079563
93,0.9231874853762075,-11.775755569221332,-7.896303047912178,-7.3398454199131455,-0.6655106818211021,-8.069788278757702,-5.66590013431503,0.002632,0.01,0.07877
94,0.9276064063928486,-11.699668708758814,-7.8629597452530415,-7.348956060424757,-0.6545130429425463,-8.102188652203406,-5.691766300937352,0.002611,0.01,0.077985
95,0.9154853969904884,-11.80143500086235,-7.92108594076211,-7.39232239065584,-0.6631323872728686,-8.152879759121353,-5.728592159120361,0.002591,0.01,0.077207
96,0.917489909992063,-11.858838452656418,-7.961490613016189,-7.431507165827504,-0.6664414263878583,-8.195824108790532,-5.75818877803691,0.002571,0.01,0.076438
97,0.9183303390029719,-11.88769054364191,-7.9912807791678295,-7.466365667700517,-0.66824751063777,-8.233057475069678,-5.787118060603974,0.002551,0.01,0.075676
98,0.9271177303052767,-11.811872805383445,-7.961865288299449,-7.4744484809022955,-0.657071096758433,-8.258076845330503,-5.806584887416815,0.002532,0.01,0.074921
99,0.9241466926399593,-11.764338364207228,-7.953043494203302,-7.492235605014551,-0.6515376165162892,-8.285087408128891,-5.828193935940679,0.002513,0.01,0.074174
100,0.918673944614152,-11.809304117372857,-7.99440639932842,-7.534091725183709,-0.6561037497611126,-8.336712736297743,-5.865018413165457,0.002494,0.01,0.073435
101,0.9185158915121424,-11.840154018852019,-8.024540666778947,-7.565774248089083,-0.658448359323072,-8.3713814842513,-5.895996246078825,0.002475,0.01,0.072703
102,0.9224812697987027,-11.831325685345051,-8.031456265732242,-7.5898360141497605,-0.6549165952878994,-8.405177405706869,-5.928471574611211,0.002457,0.01,0.071978
103,0.9282634791282736,-11.738137893489224,-7.985237105266042,-7.592154318946031,-0.6413647489357673,-8.421657661364904,-5.945922275276929,0.002439,0.01,0.071261
104,0.9240043598557894,-11.723458912433477,-7.9832349636604025,-7.611663316070564,-0.6375315699251359,-8.458237471500075,-5.9772100629460185,0.002421,0.01,0.07055
105,0.9250592515939513,-11.695876301995337,-7.973186210870427,-7.626369894665626,-0.6317004527828948,-8.481631082132575,-6.000887529615771,0.002404,0.01,0.069847
106,0.9219920520842141,-11.693498572808414,-7.982612557102219,-7.648757243228473,-0.6296950221895579,-8.511391204374618,-6.027602771875814,0.002386,0.01,0.06915
107,0.9276011953273567,-11.625581345490575,-7.955037650765169,-7.656992762874539,-0.6196733673000787,-8.53870404950943,-6.049194065680368,0.002369,0.01,0.068461
108,0.9210381740389898,-11.655541835019305,-7.976738117706186,-7.6872072314402455,-0.6207718413446096,-8.577402571839745,-6.079908093474234,0.002352,0.01,0.067779
109,0.9250151179197742,-11.624642387523696,-7.968152688510752,-7.704126602571113,-0.614411850560948,-8.596236300032368,-6.103020371376893,0.002336,0.01,0.067103
110,0.9258472432979261,-11.580453539262747,-7.952521091104527,-7.716033135572923,-0.6069944363276254,-8.62080759922882,-6.1261404176792595,0.00232,0.01,0.066434
111,0.9250792789431735,-11.541281052577615,-7.942287396155005,-7.7305885966162595,-0.6021245578898118,-8.644749860705222,-6.1484400106504005,0.002304,0.01,0.065772
112,0.9182567252345232,-11.608954959155371,-7.9881448583548496,-7.770948752506333,-0.6075956272246789,-8.682837077830277,-6.18249992574217,0.002288,0.01,0.065116
113,0.9229557325113451,-11.599226082105442,-7.992984944850807,-7.793592654394815,-0.6040538758700633,-8.718040333425654,-6.2087229454589785,0.002272,0.01,0.064467
114,0.9202769468625013,-11.62890555392276,-8.020491170621812,-7.824190825169356,-0.6078607137450697,-8.751370441598514,-6.239582445915001,0.002257,0.01,0.063824
115,0.9228002634111747,-11.623055393508402,-8.0240263771945,-7.845888910619044,-0.6046866083587674,-8.787234974250701,-6.264635193142638,0.002241,0.01,0.063188
116,0.9245597051680509,-11.576698126439782,-8.00823202873989,-7.8555539160597885,-0.5991054119427638,-8.806948818131715,-6.283090479374365,0.002226,0.01,0.062558
117,0.9189520736707669,-11.618887620398686,-8.040047599834727,-7.88510567425983,-0.6013831770449982,-8.837644340667076,-6.305592972875699,0.002212,0.01,0.061934
118,0.9195162915686933,-11.656740935029614,-8.068817860035905,-7.913981127037864,-0.6035307636904941,-8.86892890186829,-6.331009556312345,0.002197,0.01,0.061317
119,0.9254175207500253,-11.612667593844689,-8.051503163208114,-7.92280717054629,-0.5973057631279357,-8.889192844754945,-6.350604141947125,0.002182,0.01,0.060706
120,0.9215009053718731,-11.60914353406628,-8.062015765688638,-7.943875132896102,-0.5977415831225326,-8.914252466011451,-6.376241350890924,0.002168,0.01,0.0601
121,0.9186714420867685,-11.644032000054565,-8.086974453734664,-7.970612557147527,-0.598926848651563,-8.9476079470492,-6.402802369737812,0.002154,0.01,0.059501
122,0.9211507456670698,-11.661575430795347,-8.10010755485483,-7.993856411685016,-0.5975770363582349,-8.981663996310411,-6.42713587518497,0.00214,0.01,0.058908
123,0.925835520706201,-11.615116674856157,-8.081984931228922,-8.00312854881551,-0.5927567626895326,-9.004818721872047,-6.447093162497421,0.002127,0.01,0.058321
124,0.9174868160290215,-11.663018851748888,-8.124869536780885,-8.038291516148833,-0.598551765065391,-9.03514119688687,-6.475273658939519,0.002113,0.01,0.057739
125,0.9217931269139163,-11.650699591374236,-8.121564879480847,-8.052555461989183,-0.5942055634536397,-9.056792688777323,-6.493640827327268,0.0021,0.01,0.057164
126,0.9210119347789545,-11.651612359437518,-8.13965760927045,-8.076679348598278,-0.5951037695813612,-9.083226344463789,-6.515019189206354,0.002087,0.01,0.056594
127,0.9256516237874315,-11.609252078810796,-8.124858439993009,-8.08939677090451,-0.5881045077362763,-9.106559839529346,-6.535423320321478,0.002074,0.01,0.05603
128,0.9181819699777922,-11.65845824003389,-8.160909117378988,-8.122760047348601,-0.5903045102008813,-9.143353205224685,-6.565672505561288,0.002061,0.01,0.055471
129,0.9185354537202031,-11.694223794141184,-8.190466395904897,-8.153382800321463,-0.5919845614491616,-9.180258583937901,-6.593343569579417,0.002048,0.01,0.054918
130,0.9209953812169489,-11.6920629883111,-8.202940129221123,-8.175096635498285,-0.5934071336415582,-9.204155510759465,-6.61671784605803,0.002035,0.01,0.054371
131,0.9236248781962971,-11.66657066606117,-8.19770872486889,-8.191681434911992,-0.587545050912696,-9.231127829550148,-6.641289462573314,0.002023,0.01,0.053829
132,0.9276719567871298,-11.597140277560191,-8.168864441192595,-8.19742146009262,-0.5759757350797884,-9.248808520367838,-6.656694878999377,0.002011,0.01,0.053292
133,0.9182757223872535,-11.639546980280837,-8.199018481502273,-8.225984761326925,-0.5791721460357493,-9.280461411536196,-6.682668914739319,0.001999,0.01,0.052761
134,0.9206753635004756,-11.633972484567987,-8.197908258441228,-8.242074101744448,-0.5745187000788442,-9.3082033330511,-6.704548767854964,0.001987,0.01,0.052235
135,0.9155834302766679,-11.696050348342741,-8.242945950925085,-8.277585240792858,-0.5819141325241958,-9.345403954279815,-6.734011966217413,0.001975,0.01,0.051714
136,0.9192192141790168,-11.700162921880224,-8.249610091425446,-8.293772250395929,-0.5798680219035067,-9.36264419869408,-6.751406525128582,0.001963,0.01,0.051198
137,0.9208750488687937,-11.689331299017251,-8.248916700093766,-8.30994571744425,-0.5760792526268775,-9.39070746740052,-6.774527931615142,0.001952,0.01,0.050688
138,0.9195874559785343,-11.697712227414469,-8.259073717077703,-8.32903574946744,-0.5764020517275046,-9.414734952852976,-6.7977294630926615,0.00194,0.01,0.050183
139,0.9198551879899031,-11.713027488171281,-8.271378388973668,-8.349574484145307,-0.5747500955945456,-9.441005210157586,-6.818156192559708,0.001929,0.01,0.049682
140,0.9190971170989336,-11.727003691924413,-8.289293455124506,-8.37270489285235,-0.5759906111743442,-9.467793340213715,-6.840319145176161,0.001918,0.01,0.049187
141,0.926246193704682,-11.656757802966224,-8.264051108790676,-8.375279937673449,-0.5676660049108079,-9.482970707442673,-6.852579359302353,0.001907,0.01,0.048697
142,0.9249305532313665,-11.627883136725353,-8.253470732993337,-8.385933278585634,-0.5620776482186108,-9.503963469164596,-6.871855472635496,0.001896,0.01,0.048211
143,0.9159344415359221,-11.694340820832297,-8.293207637080217,-8.418884225667139,-0.5652220380347949,-9.541800040573257,-6.901675089508966,0.001885,0.01,0.047731
144,0.9269183512025988,-11.626938686227142,-8.261739714851236,-8.420141511384992,-0.5548339548948052,-9.551887916476934,-6.9153861017034775,0.001875,0.01,0.047255
145,0.9179588953547042,-11.658710860897173,-8.290866614678666,-8.449396396669005,-0.5564592760343094,-9.585536130982543,-6.941348010413373,0.001864,0.01,0.046784
146,0.9170883742752773,-11.690369616719957,-8.309055600779775,-8.474561427129236,-0.5550919282992639,-9.611429353977085,-6.962841351839236,0.001854,0.01,0.046317
147,0.9200771156057633,-11.692459846144748,-8.315399048158685,-8.491703187003123,-0.553131835101581,-9.633801935595647,-6.982263449719886,0.001843,0.01,0.045856
148,0.927355220228385,-11.61920172507521,-8.286858511767187,-8.493431268327347,-0.5463898302060523,-9.645958851595346,-6.998079552537033,0.001833,0.01,0.045399
149,0.9191088692728037,-11.63879935669533,-8.306913474712253,-8.517467835937722,-0.5471898519533979,-9.676348309596763,-7.01971096670083,0.001823,0.01,0.044946
150,0.9221463914007848,-11.61154404797998,-8.30258775607281,-8.531299142438098,-0.5431086392295287,-9.701002750086044,-7.039051242490179,0.001813,0.01,0.044498
151,0.9230229058685838,-11.592772090096709,-8.299928395801059,-8.543027670663045,-0.5406458860366148,-9.714610084780743,-7.056213927552974,0.001803,0.01,0.044054
152,0.9131204489277841,-11.674864231347035,-8.349308357003968,-8.57956680590862,-0.5476911336598105,-9.749367078045301,-7.087860334742605,0.001794,0.01,0.043615
153,0.925204253124116,-11.641133287479343,-8.33574811952315,-8.585968662722797,-0.5427080027414886,-9.765214623389358,-7.102007518995733,0.001784,0.01,0.04318
154,0.9249659615448478,-11.606455423265539,-8.322655372995722,-8.595740810437613,-0.5373644148362183,-9.780792777723711,-7.117552683887278,0.001774,0.01,0.04275
155,0.9247313622105052,-11.584836543549033,-8.316088856906138,-8.604980747290504,-0.5329109308220973,-9.79450451102586,-7.133029638958632,0.001765,0.01,0.042324
156,0.923510856685081,-11.5778746415366,-8.314799555216089,-8.620687463983245,-0.5287573387187264,-9.81912760131371,-7.151820004031423,0.001756,0.01,0.041902
157,0.9236170750189442,-11.564523664378235,-8.311946453059265,-8.63404586118356,-0.524405648267917,-9.842753843005822,-7.169889211204426,0.001746,0.01,0.041484
158,0.9278910877759827,-11.505833851014945,-8.286556762676419,-8.63568008188049,-0.5159160905008573,-9.84751471097102,-7.178899997245162,0.001737,0.01,0.04107
159,0.9167203662879431,-11.545810191600594,-8.321814551026016,-8.664506486331055,-0.5223573642724887,-9.88093116553506,-7.203078880742796,0.001728,0.01,0.040661
160,0.9238318539608106,-11.522190820329223,-8.317338546254662,-8.676668040207748,-0.5188501793450443,-9.901313847387812,-7.218365247734202,0.001719,0.01,0.040256
161,0.9168222883965074,-11.57072475837594,-8.348754337329481,-8.703477989176928,-0.5220976083428764,-9.930925124436747,-7.240327007873647,0.001711,0.01,0.039854
162,0.9211417594823664,-11.57064822730962,-8.361725649082098,-8.723656207312636,-0.5212273062132294,-9.95473355877582,-7.25926576276354,0.001702,0.01,0.039457
163,0.9169977107460274,-11.612779885260043,-8.391632602380197,-8.749069730780965,-0.5235294433006964,-9.98633529743322,-7.285885868266999,0.001693,0.01,0.039064
164,0.9197779343195465,-11.62751338697715,-8.406906227973346,-8.7683464087114,-0.5252601786194439,-10.013771747551003,-7.305716415850933,0.001685,0.01,0.038674
165,0.922345270304334,-11.613264050161613,-8.404329332699303,-8.780481152847722,-0.5220022052711327,-10.03615965875512,-7.324948523168446,0.001676,0.01,0.038289
166,0.9259867863798069,-11.562554586910505,-8.391495740712086,-8.788864104936696,-0.5189208863950016,-10.052700039230368,-7.340011998961851,0.001668,0.01,0.037907
167,0.9236519133318742,-11.526644066813668,-8.38042037971761,-8.798718222437516,-0.5144203689369639,-10.07503448155128,-7.355705476630351,0.001659,0.01,0.037529
168,0.9206081650541078,-11.53092319078375,-8.394454403443842,-8.817556845222333,-0.5151108786531229,-10.099518222408888,-7.375372695010636,0.001651,0.01,0.037155
169,0.9154093205312636,-11.580623082920344,-8.42852620622678,-8.844384705153683,-0.5178543711707653,-10.12959074038919,-7.395592290833092,0.001643,0.01,0.036785
170,0.9226433137047663,-11.57291763420796,-8.432775782819188,-8.85994706680115,-0.5165950318033405,-10.151239361887574,-7.414103138832394,0.001635,0.01,0.036418
171,0.9210817246364487,-11.555125567520228,-8.431523770536812,-8.87375336011886,-0.512836021156324,-10.171090827285758,-7.434411129228687,0.001627,0.01,0.036055
