episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,alpha,alpha_initial,epsilon
164,0.9207171849317366,-2.9226097447256953,-1.2053812533120518,-0.5872575485238051,-0.8735623599424779,-0.5648176203384075,-0.6868192869273158,0.008423,0.05,0.038674
165,0.9195052682877645,-2.931133117504709,-1.2089044989155089,-0.5888997782055585,-0.8761586971895,-0.566481522685769,-0.688883064471856,0.00838,0.05,0.038289
166,0.9293240725055056,-2.9383033470010957,-1.2117630670836324,-0.5902867390167797,-0.8781977553120454,-0.5678269631835603,-0.6904043584054146,0.008338,0.05,0.037907
167,0.9209077593898887,-2.9466663550043624,-1.2152760373077351,-0.5918209791307372,-0.880761803936961,-0.5693553659955118,-0.6926926802417581,0.008296,0.05,0.037529
168,0.92832822034184,-2.954241425827585,-1.2184813680798008,-0.5932486453650075,-0.8829771402377656,-0.5708269269631977,-0.6944546753523394,0.008255,0.05,0.037155
169,0.9222675721789168,-2.9622858002725336,-1.2219279224414323,-0.5946680541761452,-0.8854482939008019,-0.5721717346620521,-0.6969706323096612,0.008214,0.05,0.036785
170,0.9238680020802926,-2.970311342054395,-1.2251803130354801,-0.5963032072934901,-0.8877847543293589,-0.5737370706751455,-0.6989691320421418,0.008174,0.05,0.036418
171,0.9272387107747257,-2.977536493928714,-1.228224046051427,-0.5976395169225956,-0.889990823602082,-0.575131354163492,-0.7007039055173463,0.008134,0.05,0.036055
172,0.9148729784422925,-2.986826119219374,-1.2321739660060764,-0.5994492983633029,-0.8929609611534823,-0.5769029098313131,-0.7032180300691844,0.008094,0.05,0.035695
173,0.9224533597490507,-2.9949393101946074,-1.2355665828230373,-0.6010455321427124,-0.8953898705339747,-0.5784087721582379,-0.70535609476732,0.008055,0.05,0.035339
174,0.9285042648935455,-3.002103979109527,-1.23854812277455,-0.6024133058821399,-0.8975331801132009,-0.5798323484640591,-0.7070547887079913,0.008016,0.05,0.034987
175,0.9232774423571752,-3.0099777159392103,-1.241757841371887,-0.6039759843765214,-0.8998736956716231,-0.5813075247465089,-0.7090835067578399,0.007978,0.05,0.034638
176,0.9226759047490919,-3.0177251956566686,-1.2449327373182364,-0.6054537520318095,-0.9021251485012323,-0.5828617610856694,-0.7108697846654859,0.007939,0.05,0.034293
177,0.9193594080690586,-3.026177716687637,-1.2484676681752314,-0.6071210547228223,-0.9047492740593257,-0.584531001871316,-0.7130324089373409,0.007902,0.05,0.033951
178,0.9267294796706561,-3.0334467824311737,-1.251535298811003,-0.6084601583265022,-0.9069456421763308,-0.5860041293855567,-0.7152208387166878,0.007864,0.05,0.033613
179,0.9307540452528389,-3.0403102712361614,-1.2543533115594603,-0.609807289291036,-0.9089641771701833,-0.5874103717789027,-0.7167673436337518,0.007827,0.05,0.033278
180,0.9269086016927505,-3.0475331908416896,-1.2572842097533028,-0.6112193154212296,-0.9110840224918818,-0.5888739705102419,-0.7182858318946287,0.007791,0.05,0.032946
181,0.923088455772114,-3.0552017475892574,-1.2603863033371365,-0.6126930219402092,-0.9133667498427664,-0.5903149705910808,-0.720279394149433,0.007754,0.05,0.032617
182,0.9234814355813836,-3.062945333220366,-1.263558794912802,-0.6142522454775478,-0.9156980723214833,-0.5918309797966119,-0.7219033614149682,0.007718,0.05,0.032292
183,0.929206081081081,-3.069713358385242,-1.2663372713571925,-0.6155144479529818,-0.9176709731903872,-0.5931017322670242,-0.7237520894995462,0.007682,0.05,0.03197
184,0.9323344036151742,-3.0760321773765322,-1.2689431180502593,-0.6166214360005963,-0.9195427867430797,-0.5942768541030864,-0.7254872834991207,0.007647,0.05,0.031652
185,0.9261995725129172,-3.083213919580797,-1.2719374769825547,-0.6180153022811902,-0.9216707626453399,-0.5957142444361081,-0.7271464989026052,0.007612,0.05,0.031336
186,0.925785744060025,-3.0902691997308054,-1.2747988450609535,-0.619375581247091,-0.9236321617238392,-0.5970398985639296,-0.7289661033469672,0.007577,0.05,0.031024
187,0.9305844013305642,-3.096744033995399,-1.2774417414721913,-0.6206278377784276,-0.9256180281101679,-0.5984116226782703,-0.7302865789859785,0.007543,0.05,0.030714
188,0.9254718094884725,-3.1038481701012315,-1.2803919678697648,-0.621930341261098,-0.9277461338166655,-0.5998300891480417,-0.732384350960552,0.007509,0.05,0.030408
189,0.9240319689023675,-3.111268118151914,-1.2834868829125616,-0.6233990181640949,-0.930004246133611,-0.6011611786375849,-0.7342592986667738,0.007475,0.05,0.030105
190,0.926986147635718,-3.1183209000493033,-1.2864458675323058,-0.6247432012293648,-0.9321967873746341,-0.6025153950703944,-0.7360773578880212,0.007442,0.05,0.029805
191,0.9184066762744244,-3.1262044051116065,-1.289787675157797,-0.6262059509333353,-0.9345494269736488,-0.6039304817085429,-0.7381879021899869,0.007408,0.05,0.029508
192,0.9255826585866817,-3.132940956332546,-1.2925360121428793,-0.6274990558703261,-0.9365048054308999,-0.6053411131615732,-0.7399573846976323,0.007375,0.05,0.029214
193,0.9235592964571352,-3.1402373813259588,-1.2955185793475748,-0.6289907058531786,-0.9385521865068644,-0.6067814833683005,-0.7415041290446369,0.007343,0.05,0.028922
194,0.926486595106921,-3.1470912041434134,-1.298418887003729,-0.6302445789660337,-0.9405896875493603,-0.6079772237434933,-0.7433729106191169,0.007311,0.05,0.028634
195,0.9218155247417075,-3.154431876233116,-1.3015488322399942,-0.6316108547987824,-0.9428789722356795,-0.6093541488863864,-0.7450474691930979,0.007278,0.05,0.028349
196,0.9250776922037562,-3.161302447150233,-1.3044813547788963,-0.6328671555637759,-0.944964769621269,-0.6106888666257089,-0.7469147599884385,0.007247,0.05,0.028066
197,0.9280404950894658,-3.167692205490263,-1.3070854397072589,-0.6340266398080909,-0.9468919779870346,-0.6118633509789583,-0.7485995187561931,0.007215,0.05,0.027786
198,0.9299732156393713,-3.174043557244224,-1.3096628930088066,-0.6352755355372336,-0.9487203833699791,-0.6130890627632377,-0.7501138186651206,0.007184,0.05,0.027509
199,0.9181517821385663,-3.1816541426604914,-1.3128635783849967,-0.6367057483706647,-0.9511104319159029,-0.6144266826117294,-0.7518625344615499,0.007153,0.05,0.027235
200,0.9276468692215041,-3.187902122456084,-1.3153452202981089,-0.6379313971549333,-0.9529281018303096,-0.6157409731190083,-0.7532124171888661,0.007122,0.05,0.026963
201,0.9261454527085052,-3.1943207711705948,-1.3180263603322209,-0.6391150771127808,-0.9548936079039948,-0.6169610043786568,-0.754802278879032,0.007092,0.05,0.026695
202,0.9218947901714093,-3.2014137944588685,-1.3210008580182628,-0.6404930477798642,-0.9569966789330482,-0.6183243784720511,-0.7564215123424224,0.007062,0.05,0.026429
203,0.9244586820522281,-3.208253783590454,-1.3238125148869806,-0.6418215004677637,-0.9590224486033113,-0.6196776413370455,-0.758137277908074,0.007032,0.05,0.026165
204,0.9256369292861347,-3.2150913752673786,-1.3267136073003387,-0.643079674992899,-0.961126850155817,-0.6209412047326733,-0.7600495615984199,0.007002,0.05,0.025904
205,0.9263994063380163,-3.2215905277268497,-1.3294615411952877,-0.6442752373433849,-0.9630915862493022,-0.6221762225634945,-0.7619944706508932,0.006973,0.05,0.025646
206,0.9275267298769417,-3.2280640113424557,-1.33217419478798,-0.6454739916402846,-0.9650293064124776,-0.6234010125690768,-0.7636705098325604,0.006944,0.05,0.02539
207,0.9260068948120743,-3.2345982562741087,-1.3348554231843452,-0.6468091869460636,-0.9668828421662604,-0.6247194242776242,-0.7650830034896502,0.006915,0.05,0.025137
208,0.9232323912823794,-3.2412031141083975,-1.337584823738105,-0.6480655504385694,-0.968887539746463,-0.6258905997393678,-0.7667275612298977,0.006886,0.05,0.024887
209,0.9271821034789467,-3.2474792993631207,-1.340210139943996,-0.6492596181278637,-0.9708080314092585,-0.6271012078339292,-0.7684060381835712,0.006858,0.05,0.024639
210,0.9266943060617205,-3.253788103864329,-1.342767270655089,-0.6504875642914735,-0.9726621077645461,-0.6283488510689593,-0.7698540901863894,0.00683,0.05,0.024393
211,0.9251549526371184,-3.2603594957304667,-1.3454951944540865,-0.6517069560029103,-0.9746284313251108,-0.6295364167744895,-0.7719400004594337,0.006802,0.05,0.02415
212,0.922792128753043,-3.267064040065532,-1.3482210686123774,-0.6530084353890365,-0.9765979853550318,-0.6308842457240484,-0.7734487089838424,0.006774,0.05,0.023909
213,0.9204662208822489,-3.2739620367450435,-1.3511611491095712,-0.6542898629469485,-0.9787012879615763,-0.6321924492094981,-0.7755002131910125,0.006746,0.05,0.023671
214,0.9272107580947239,-3.2800586996273564,-1.3537093306739725,-0.6553721224359761,-0.9805909103468242,-0.6333669767760438,-0.7770164562652951,0.006719,0.05,0.023435
215,0.9289880972451697,-3.286180385975644,-1.3562476431450678,-0.6565440154872328,-0.9824903258647,-0.6345175486015348,-0.7784153001894489,0.006692,0.05,0.023201
216,0.9262401978219263,-3.2922441146776382,-1.358794061715783,-0.6576522095156973,-0.9843881227757065,-0.6356678206323305,-0.7799110732394094,0.006665,0.05,0.02297
217,0.9283734669830891,-3.2982845271150554,-1.361246885630052,-0.6588091162387134,-0.9861056357379006,-0.6368000077498354,-0.7813937588845504,0.006639,0.05,0.022741
218,0.921366230278617,-3.3049499614979383,-1.3641090456304465,-0.6600026483678523,-0.9881304084428327,-0.638091520414889,-0.7829029020643067,0.006612,0.05,0.022514
219,0.9246328482888709,-3.3111851642966137,-1.366658394776185,-0.6612054621864378,-0.9899475947821186,-0.6392249442697594,-0.7845815132244508,0.006586,0.05,0.02229
220,0.9283258620108531,-3.317154839500931,-1.3691713889966954,-0.6623279843765602,-0.9917122760720255,-0.6403806542671732,-0.7863492454739506,0.00656,0.05,0.022067
221,0.927609257952904,-3.323130130088029,-1.3716518128258883,-0.663444210899386,-0.9935413865919258,-0.6416113548259205,-0.7877182037415307,0.006534,0.05,0.021847
222,0.9222218456637408,-3.3295692578182408,-1.3743244687064473,-0.6646683920985446,-0.9954522900494249,-0.6428676503452694,-0.7892423258971554,0.006508,0.05,0.02163
223,0.9259190052320445,-3.3355343506091883,-1.3768062066328526,-0.665750212455803,-0.9972086627525297,-0.6439861797870355,-0.7909249312175886,0.006483,0.05,0.021414
224,0.9274460188933873,-3.3414838175879713,-1.3792734137219915,-0.6668856920537846,-0.9989657469918358,-0.6450688866948604,-0.7923723756307882,0.006458,0.05,0.0212
225,0.9275293959098413,-3.347369486118029,-1.3817656776333396,-0.6679508935330531,-1.0007778627107897,-0.6461905055821098,-0.7940976433120635,0.006433,0.05,0.020989
226,0.9228827865153516,-3.35377928444036,-1.3844888954595518,-0.6691286018959864,-1.0027407799986516,-0.6472905886100444,-0.7960569203393063,0.006408,0.05,0.02078
227,0.9278315561055825,-3.3595204127871625,-1.3868929833566035,-0.6702265814271413,-1.0045432078411278,-0.648468649877108,-0.7974430512331246,0.006383,0.05,0.020573
228,0.9249877320337749,-3.365548564556842,-1.3893855885896134,-0.6713584280442505,-1.0063623513093283,-0.6496047261452198,-0.7988621658706319,0.006359,0.05,0.020368
229,0.9288894931846766,-3.3711970274543566,-1.391651282497746,-0.6725298322518956,-1.0079827592104806,-0.650767761598206,-0.8000421936850214,0.006335,0.05,0.020165
230,0.9238513729649646,-3.3772938336573497,-1.394211003275073,-0.6736769808335057,-1.00988939508238,-0.6519258165053816,-0.8016904279372614,0.006311,0.05,0.019964
231,0.9295057649517902,-3.382833091502994,-1.3965221791641236,-0.6747373378992729,-1.011593757639075,-0.6529692880723202,-0.8030350197663421,0.006287,0.05,0.019765
232,0.9257371982290535,-3.388860848499949,-1.3990280367541479,-0.6758340209603985,-1.0133914668731094,-0.6541484972662888,-0.804639434659346,0.006263,0.05,0.019567
233,0.9237180345427768,-3.3950224700666887,-1.4016442070171296,-0.6770353746362231,-1.0152820209498101,-0.6554030944966011,-0.8059568552801484,0.00624,0.05,0.019372
234,0.9233742994125194,-3.400952783566418,-1.4040895686387627,-0.6781627909351244,-1.0170846464887393,-0.6565557345756468,-0.8073117432263034,0.006216,0.05,0.019179
235,0.9216139111533759,-3.4069261095325074,-1.4065723884563057,-0.6792633159361655,-1.0188964821976485,-0.6577219802228935,-0.8087788612896311,0.006193,0.05,0.018988
236,0.9228040823155429,-3.4130181471902747,-1.4091205486450908,-0.6804302669017335,-1.0208110244359276,-0.6589031198460128,-0.810146243873862,0.00617,0.05,0.018799
237,0.9270066804571196,-3.4186396746247785,-1.4114653802107235,-0.681432237918288,-1.0225720187979275,-0.6600644210893084,-0.8115685988772361,0.006147,0.05,0.018611
238,0.9265290313889263,-3.424483633789584,-1.4139107532334414,-0.6825300193525905,-1.0242920847736456,-0.661172069789048,-0.8127665236833267,0.006125,0.05,0.018426
239,0.9249355777919079,-3.430237590211742,-1.4163048552918094,-0.6836357707604893,-1.0260391300728775,-0.6623252273868808,-0.8141834851513132,0.006102,0.05,0.018242
240,0.927515762925599,-3.4356576165119233,-1.4184812277774896,-0.6846918455307063,-1.0275930991412032,-0.6633622179000271,-0.8155414221083586,0.00608,0.05,0.01806
241,0.9269648808427258,-3.441274991607856,-1.4208075019143833,-0.6857421493676333,-1.029227362838549,-0.6644317653433438,-0.817093268097436,0.006058,0.05,0.01788
242,0.9306736317388781,-3.44640269651451,-1.4229304591419523,-0.6867070521271497,-1.0308188912761191,-0.6653823651830192,-0.818574569385777,0.006036,0.05,0.017702
243,0.9224344885883348,-3.4522506516974008,-1.4254765733580266,-0.6877320785527407,-1.032669521448191,-0.6665079487484101,-0.8202620047746918,0.006014,0.05,0.017526
244,0.924716507439047,-3.4578960923109294,-1.4278169262231877,-0.6888176856905818,-1.0343483850544402,-0.667584315260808,-0.8218599013711552,0.005992,0.05,0.017351
245,0.9306715247204089,-3.463070069925271,-1.4299476901991799,-0.6897897870299362,-1.0358863454105565,-0.6685138138541301,-0.8232423119308218,0.00597,0.05,0.017178
246,0.9311787523078747,-3.46792477440253,-1.4320027062506946,-0.6906092491652122,-1.0373925394459889,-0.6694480555535562,-0.8245682414574368,0.005949,0.05,0.017007
247,0.9264950654852974,-3.473307383858817,-1.4341891925321189,-0.691638266059051,-1.0390840797211838,-0.6706243341454379,-0.8254867822754648,0.005928,0.05,0.016837
248,0.9254626890898335,-3.478796442723829,-1.4364757017118408,-0.6926598795758782,-1.0408208930393439,-0.6716629873727331,-0.8268576647392352,0.005907,0.05,0.016669
249,0.9221949221949222,-3.4846745098098797,-1.43899427658772,-0.6937284327489533,-1.0427440381724575,-0.6727707214955995,-0.8285223349099535,0.005886,0.05,0.016503
250,0.9245702355496439,-3.4903866005430335,-1.4413813146591894,-0.6948143974253765,-1.044462334970114,-0.673889665122229,-0.830070735081224,0.005865,0.05,0.016339
251,0.9245112024838467,-3.4958802638680626,-1.4436455500522754,-0.6958623858567311,-1.0461294582321434,-0.6749883981268254,-0.8312240377183017,0.005844,0.05,0.016176
252,0.9243693264456593,-3.5015239796856696,-1.445958602842974,-0.6969515049691855,-1.04780814204232,-0.6760828196459568,-0.8324860804172924,0.005824,0.05,0.016014
253,0.9254768969902502,-3.507033822636219,-1.448312659043027,-0.69798364775305,-1.0495767650534311,-0.6771460474363582,-0.8340410602287421,0.005804,0.05,0.015855
254,0.9260377736252002,-3.512564742556163,-1.450616144095341,-0.6990348286865282,-1.0513168700698696,-0.6781288309826478,-0.8357914341239642,0.005783,0.05,0.015697
255,0.9157397708946414,-3.5190088622335955,-1.453427130720991,-0.7001571316517694,-1.0532450944072442,-0.6792508916537279,-0.8377841109642603,0.005763,0.05,0.01554
256,0.9324673998161452,-3.52367111299487,-1.4553275652524045,-0.7010244557920198,-1.0546774748149241,-0.6800923643722869,-0.8388805417567733,0.005743,0.05,0.015385
257,0.9274182676103808,-3.5289353678611497,-1.457517992571143,-0.7020328855477957,-1.0562041710120502,-0.6810242958835702,-0.8401592544953177,0.005724,0.05,0.015232
258,0.9207745301317638,-3.534745527155896,-1.4599608595552804,-0.7031555816611846,-1.0580076516779655,-0.6821372689518613,-0.8417696774088576,0.005704,0.05,0.01508
259,0.9290967092008059,-3.5397774361985728,-1.4620606324844443,-0.7040792305700048,-1.059542151672874,-0.6830680946144424,-0.8431199197507138,0.005684,0.05,0.01493
260,0.9213073643734849,-3.5454685372995134,-1.4644439239797435,-0.7051330398804857,-1.0613073899138454,-0.6841160611479564,-0.844591239150777,0.005665,0.05,0.014781
261,0.926309318091187,-3.5508422149311856,-1.4666646416072624,-0.7061169448822874,-1.062896343028456,-0.6851606222262037,-0.8458934629204887,0.005646,0.05,0.014634
262,0.9234069761572243,-3.556411021375909,-1.4690319058247094,-0.7071882149185478,-1.0646025998295827,-0.6862352569339726,-0.8470234308609713,0.005627,0.05,0.014488
263,0.9247460835178206,-3.5618067112418004,-1.4712583963761716,-0.7082111019202735,-1.0661351267757349,-0.687243547756406,-0.8481705768537349,0.005608,0.05,0.014343
264,0.9269404080806035,-3.566950667842262,-1.4734145431361174,-0.7091573809861658,-1.067638487526341,-0.6881865314138438,-0.8497871943397974,0.005589,0.05,0.0142
265,0.9271593494564759,-3.5720101440773715,-1.4755286950231608,-0.7101052082552783,-1.0692171681589766,-0.6891413879852663,-0.8510971060190694,0.00557,0.05,0.014059
266,0.9215849171767179,-3.577500212983883,-1.477823450367236,-0.7111672739472695,-1.070954581695191,-0.6902743092476739,-0.8524844994145964,0.005551,0.05,0.013918
267,0.9256862382545259,-3.582658807050201,-1.4799846797608123,-0.7121276435016256,-1.0725377681089587,-0.6912531327300699,-0.8536989393428013,0.005533,0.05,0.01378
268,0.9229788233714804,-3.5882018059544105,-1.482258923187095,-0.7132272889018975,-1.0741674901804723,-0.6924078983458956,-0.8550064931854556,0.005515,0.05,0.013642
269,0.9242944349561188,-3.5934337798486546,-1.4843938450716312,-0.7142391746724847,-1.0757604547136113,-0.6934212155301593,-0.856322364246306,0.005496,0.05,0.013506
270,0.9213622706749249,-3.5989454511540693,-1.4867824404965078,-0.7152127144225128,-1.0775031989241757,-0.6944767479032234,-0.8579590270886861,0.005478,0.05,0.013372
271,0.9166176939738402,-3.6047747647373716,-1.4892646271456484,-0.7163215989136175,-1.0792414406813078,-0.6955835336175452,-0.8596760977675201,0.00546,0.05,0.013238
272,0.9208946161111861,-3.6103199984992904,-1.491652320777226,-0.7173477882593926,-1.0809376665991501,-0.6966526374153705,-0.8611455384618337,0.005442,0.05,0.013106
273,0.9286318138779927,-3.6152071002678197,-1.4936680305131507,-0.718238541500527,-1.0823707492659163,-0.6975477126733631,-0.8624078715404871,0.005425,0.05,0.012976
274,0.9268350447448108,-3.6202452443114614,-1.4957009998303024,-0.7192182439445812,-1.083885128547631,-0.6985867676182698,-0.8636383702727808,0.005407,0.05,0.012846
275,0.9238661360468826,-3.6255330230813536,-1.497958160244331,-0.7202011879451167,-1.0855460474617689,-0.699528383720857,-0.865307800992619,0.005389,0.05,0.012718
276,0.9228803443232065,-3.6307358015782274,-1.5001511281999411,-0.7211829838855124,-1.0871435856039418,-0.7005332209102223,-0.8667248713087293,0.005372,0.05,0.012592
277,0.923970789131938,-3.6358301464397784,-1.5022694127212073,-0.7221443087032132,-1.0886805165862037,-0.7015212247485865,-0.868164899375126,0.005355,0.05,0.012466
278,0.921609172214377,-3.641107564413624,-1.5045279377796708,-0.7230832679796684,-1.0903237872543647,-0.7025024208860232,-0.869775032744918,0.005337,0.05,0.012342
279,0.9305785123966942,-3.6455465657381474,-1.5062765421472886,-0.72394192400263,-1.0915227182458502,-0.7032906803091493,-0.8708114739829877,0.00532,0.05,0.012219
280,0.9252757183739728,-3.6504434127240444,-1.5083257200000888,-0.7248272895990863,-1.0930541214748335,-0.7041835400713485,-0.8722734680245698,0.005303,0.05,0.012097
281,0.9254352699263454,-3.6554536166122835,-1.510405413803185,-0.725740822007386,-1.0945577924453165,-0.705170036443586,-0.8734913747799976,0.005286,0.05,0.011976
282,0.9209514818436225,-3.6608462448820096,-1.5126130789173091,-0.7267895025980781,-1.096068023350755,-0.7061528129062428,-0.8748506545623704,0.00527,0.05,0.011857
283,0.9218034099231831,-3.6660788257506236,-1.5147969486031547,-0.7278304826290692,-1.0976646298808177,-0.7071138587958915,-0.876203388726983,0.005253,0.05,0.011739
284,0.9230140346096198,-3.671097639483927,-1.516868900129058,-0.7287510000302859,-1.0991973529631036,-0.7080476039420635,-0.8776358850515728,0.005236,0.05,0.011622
285,0.9230252890537162,-3.6761091277880493,-1.5189554274563417,-0.7296519811260964,-1.100781326046202,-0.7089737202212117,-0.8790535900437795,0.00522,0.05,0.011506
286,0.926925719264733,-3.680990263982373,-1.520974572002471,-0.7305413033876681,-1.1022209526877607,-0.7099072641232814,-0.8803667737765523,0.005204,0.05,0.011391
287,0.9232640869886231,-3.686121813218522,-1.5231312360171303,-0.7314746816649136,-1.1037491847288423,-0.7108265520722676,-0.8818941331703649,0.005187,0.05,0.011278
288,0.9290427920266685,-3.69069508651179,-1.5250134945810436,-0.7323410880072584,-1.105131705579207,-0.7117512927077659,-0.8829142169939969,0.005171,0.05,0.011165
289,0.9289862369922793,-3.695320210907965,-1.5269075998341566,-0.7332385642119492,-1.1064695057625644,-0.7126136223840309,-0.8838816168329476,0.005155,0.05,0.011054
290,0.9261234201245339,-3.699961620722644,-1.5288452008087554,-0.7340695350000169,-1.1078613654601586,-0.7134345379540794,-0.8853858572222373,0.005139,0.05,0.010944
291,0.9227341772151899,-3.7049748809399485,-1.5309997196005232,-0.7349524766641088,-1.1094392105917603,-0.7143079609424426,-0.8872096485738166,0.005123,0.05,0.010835
292,0.9268034124753908,-3.709779802633029,-1.5329630640962435,-0.7358981532178128,-1.1108440914707551,-0.7152808877018939,-0.8882161195832186,0.005108,0.05,0.010727
293,0.9252154202570043,-3.7146865109262874,-1.5350049889884096,-0.7367972481569346,-1.112263316586812,-0.7161581653604293,-0.8895987778866004,0.005092,0.05,0.01062
294,0.9297721014309124,-3.71908787335724,-1.5368250404188055,-0.7376235038805818,-1.113650689448142,-0.717001733453072,-0.8907128548499892,0.005076,0.05,0.010514
295,0.9263006998903787,-3.723899298499976,-1.5388073933170618,-0.7385610620435203,-1.115066658291582,-0.7179470650203682,-0.8918175450003443,0.005061,0.05,0.010409
296,0.9260281348859124,-3.7285007109625488,-1.5407121332308769,-0.7393949617414105,-1.1164728130887838,-0.718863076894522,-0.8929801168678551,0.005046,0.05,0.010305
297,0.9271473417045151,-3.7332915278395586,-1.542732242022677,-0.7402873107875452,-1.1179889693371339,-0.7198276346114454,-0.8941750300121157,0.00503,0.05,0.010202
298,0.9258642162307719,-3.7380703684764245,-1.5447089966647192,-0.7411960449816368,-1.1194040218976145,-0.7207229183452548,-0.8953639223504182,0.005015,0.05,0.010101
299,0.9239009974141116,-3.7428907748223943,-1.5467362875592128,-0.7420810359957235,-1.1209316305123818,-0.7216303163111724,-0.8966691063585934,0.005,0.05,0.01
