episode,service_level,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,time_of_day_fraction,hours_until_peak_fraction,multi_horizon_starvation_risk
16,0.9088669950738917,-0.3818043252258917,-84.54565052752857,-114.20148923755866,-2.8399404092730043,-0.3818043252258917,-114.3888555067339
17,0.9167980955214998,0.0,-84.48682602439087,-118.65355551774813,0.0,0.0,-114.24064251703771
18,0.9186575654152446,-0.12801683676814452,-79.02919616332885,-118.45073489632586,-4.808489564989252,-0.12801683676814452,-108.6275274801813
19,0.9152742820753859,0.0,-80.6377479369749,-120.16200941167958,-3.464410135196832,0.0,-108.94359884136746
20,0.9157989768281674,0.0,-82.23927600973013,-122.56065720974249,-2.2103872877112174,-1.6719302588228526,-111.82369389779369
21,0.9157036234501024,0.0,-86.6555199719588,-133.6884014182747,0.0,0.0,-118.25051024320284
22,0.9215674343606438,-2.7628741861598503,-82.3179854278832,-131.60080754176826,-23.899673854338367,-0.4031439609297234,-112.4304831130432
23,0.9159557851736153,0.0,-88.62424512530484,-137.65744134624603,-11.603579986522767,0.0,-117.10603663156125
24,0.914244053586075,0.0,-96.54255727573202,-141.97145314134679,0.0,0.0,-121.23426358361657
25,0.9091923854345793,0.0,-97.2067516062771,-144.1351696515066,0.0,0.0,-119.67207278960615
26,0.9166616829137013,0.0,-95.02868760230156,-145.28879374109349,0.0,0.0,-114.51136352639071
27,0.9111801053176269,0.0,-95.2509837581434,-150.35052008458584,-3.1041041248492367,-0.7270161440966634,-115.93814641687264
28,0.9080483987478931,-0.8882514984694577,-101.35140804860998,-155.41466937310093,-2.009140294157107,-2.537861424198451,-121.55096603684301
29,0.9144604078190416,0.0,-95.42071793249931,-151.51381462167086,0.0,0.0,-112.61092448335053
30,0.9205428113760692,0.0,-92.22389133936402,-148.99402242463245,-3.0604009842298847,0.0,-107.84481686150232
31,0.9147513329517727,0.0,-90.70837524833259,-147.6153999540638,0.0,0.0,-105.53038816706548
32,0.9163624294722867,-0.052666853940858516,-92.48235621311044,-148.43424858860337,-20.347966641781873,-0.557699090345003,-106.57882101706319
33,0.917592761280136,0.0,-97.93496728280407,-153.8877939354971,-17.678529512299725,0.0,-113.09499208394139
34,0.9195061429522484,-3.2109875282941966,-93.0271500994717,-151.8268653302736,-6.924346439563316,-0.6834524344059334,-106.75264434981439
35,0.9046917736166632,-1.0476897377533498,-105.21828451033905,-163.58560275478123,-8.553211183667237,0.0,-120.99993467356111
36,0.9110098844825533,-0.4524068862029441,-105.84490150418331,-166.50535060799456,-0.24296597087752358,0.0,-121.61769524271531
37,0.9155078278181654,0.0,-98.68631108394189,-163.6964359352565,0.0,0.0,-112.37280532653143
38,0.9187343225845447,0.0,-97.53523030507372,-164.7254061375226,-0.4397002563754584,0.0,-111.98996351801557
39,0.9180799515445185,-0.1931243834459616,-96.32976910227002,-162.38346384041438,-6.418699376205976,0.0,-110.57916194027604
40,0.9186551300859256,-1.337675145694807,-104.69197822211635,-170.28975233983644,-6.173181793641123,0.0,-121.52758522322866
41,0.9155648410684972,-0.9780814058420066,-116.55402484179795,-180.50081371073216,-8.98271121344672,-0.9780814058420066,-134.9558606930481
42,0.9141936067006116,-0.19692355525307442,-122.34059478277106,-185.43756221473325,-0.7794890728767528,-0.9846177762653721,-141.1537183817107
43,0.9190351589521489,-0.01819277168925823,-120.0776980608918,-185.96032157784958,-12.002395189486403,-0.033077766707742234,-134.16444690020856
44,0.9218361166911522,0.0,-113.40618739835308,-180.54045977868333,0.0,0.0,-123.34776363110115
45,0.9190145139651177,-0.6554903879043567,-116.788763532704,-184.51889425905313,-9.156087059589563,-0.7813844459428957,-125.69232226442249
46,0.9114670658682634,-1.0697741531474847,-122.02192810783016,-190.3494966499164,-8.78414188542689,-0.6218630058005539,-131.62874346267319
47,0.9057574097742073,0.0,-128.92500876881797,-195.69625954226836,-15.8316068229386,0.0,-137.98515057618246
48,0.9122563514573653,0.0,-133.48601855479166,-199.27361151931555,0.0,0.0,-141.01103451059163
49,0.9254622612913004,0.0,-129.038412335077,-199.89597835450013,-11.040454799155867,0.0,-134.04499061570425
50,0.9208252779120348,-0.15836666690311058,-128.35471858797044,-200.7999506981242,-9.272970505618662,-0.6935716910592449,-132.00963817835196
51,0.91540156339601,-1.340107281766062,-130.58331954155167,-200.62179450191346,-20.58306629917012,-0.6380593798732302,-133.28940336939124
52,0.9178655269969301,0.0,-133.12891035501116,-196.73178592077926,-9.436813323765312,0.0,-134.4456326865237
53,0.9048728108647651,0.0,-153.9718440347596,-213.53295069433145,-15.481488776507575,0.0,-156.91591561885335
54,0.9163132429365032,0.0,-155.12324612678603,-214.73976669977264,-9.873505110629043,0.0,-156.32468669784242
55,0.9163642960812772,0.0,-154.85851772440458,-213.9040603639322,-10.694642807507966,0.0,-153.32971910556196
56,0.9215496074449059,-0.5440204603553317,-158.50096340314562,-218.62225737173722,-15.17527460263089,-5.095899646022418,-157.09283453009166
57,0.9166691736109022,0.0,-162.4742152953571,-222.81111790435554,0.0,0.0,-159.62913396451404
58,0.9182696649507812,-0.19105617441825762,-152.95926769326917,-218.80044956578735,-12.796411653181362,0.0,-149.21682500609953
59,0.9152906959129882,0.0,-156.5224351966661,-223.29113556492152,-0.8897798903658016,0.0,-150.71967218604303
60,0.9059240844045597,0.0,-168.3973621905406,-233.78819322414543,-7.838701554698332,0.0,-163.644286313481
61,0.9213028647326954,0.0,-167.60332719678556,-233.54929390975022,-8.254053591256852,0.0,-161.45118757713243
62,0.9260355029585798,0.0,-164.39262361888802,-230.55209162467492,-9.561202724189558,0.0,-156.07038887639365
63,0.9168958507712544,-0.19909081077487062,-171.69515793588795,-231.874579258578,-15.45163917070707,-4.231914609495963,-163.04872924165522
64,0.9080113273042842,-2.593092907241102,-181.31946840610436,-239.9846245257195,-16.611314249691777,0.0,-173.50892220627506
65,0.8975614124108289,0.0,-204.00029240927083,-256.2104223285565,-40.35575788148465,-10.039143217012706,-200.45077969808779
66,0.9174582876628913,0.0,-198.35180539684785,-254.11149019040994,-16.811621018325624,0.0,-190.15475550926234
67,0.9023357751891438,-1.1870222607496312,-203.56804043716528,-260.1582009388015,-14.80247358303672,-0.6402651039528648,-196.09962334459598
68,0.9237037484155248,-1.0339338286782083,-199.76269614896515,-258.1372733883229,-6.145571429414401,-2.5848345716955206,-186.86990595619918
69,0.9115089514066497,0.0,-204.9745124787224,-263.2199658582685,-19.87006070920516,-1.8859652406463943,-192.29364249994052
70,0.8767176484645717,-6.459161974092093,-232.5172775038491,-285.3538573015944,-49.88674508441092,-32.118533492588604,-224.17149384197984
71,0.9131772295561794,0.0,-228.82210395741205,-283.3486994261907,-33.28629069177529,0.0,-218.46635429623365
72,0.8904300012356358,-0.42564543968141055,-231.3436827858858,-284.30242973672205,-33.67194004643804,-0.956013685502365,-222.38770777519878
73,0.9200953904669906,0.0,-223.8058247146376,-278.10945718462744,-23.222306976359096,-9.955370608499056,-210.07265441987494
74,0.9262748434935878,-0.7867375339201741,-215.24628712343016,-273.205159517486,-25.98659340682874,-5.007150334045752,-199.73029542398288
75,0.9253862200320464,-1.1514989585817266,-210.27961583250647,-272.65214306848037,-27.25940814074153,-0.6537523736539906,-192.96671824993217
76,0.9206512840726478,-2.4158011161457114,-209.3717347103849,-274.0266236123206,-28.647079608373524,-0.8449217599575078,-192.7594859979557
77,0.9204576164309521,-4.170435681654517,-218.02591654593536,-279.27022489291494,-38.32898336316475,-5.46633926719045,-200.25924473898942
78,0.9245203457727177,-0.7926956786138448,-214.3914354461009,-279.21085696576847,-29.959854077569048,0.0,-195.0547788572869
79,0.8991735042223153,-0.8522550502465911,-229.6597349130654,-291.0772593783196,-46.2534111936971,-5.317536489617156,-212.63998986164566
80,0.9022152471781252,-1.185952953378561,-232.25860852562948,-293.24203342573276,-51.42093733491036,-0.5654171635801528,-216.2681214572049
81,0.9170687846545782,0.0,-230.3853102866122,-293.6564135982166,-51.152627895123935,0.0,-213.4797730553901
82,0.9199406294490049,-2.0534332769720938,-228.645879744445,-292.0746465144102,-37.52801905903686,-3.1130129111675227,-210.7305353791788
83,0.9174468339664403,-2.6908981614053102,-233.44293566638416,-297.07798677761065,-45.81658838607904,-3.690624642010766,-215.45418860982844
84,0.8508082723742436,-0.0573174317600367,-260.4917121015466,-316.7242582424858,-59.51346982932131,-7.509978410508677,-247.66718838151488
85,0.927463503649635,-0.9106325280244947,-252.51296344121644,-312.1911835167296,-45.1939088059137,-2.0746464373962885,-237.32990941530048
86,0.8738243336638721,-2.6711180994300285,-256.5601023984988,-316.26014992798474,-55.73630061545071,-3.3157468356763795,-244.5989222154768
87,0.9280660735432544,-0.33077223868662253,-249.74515194043477,-312.4515690435623,-44.18257876512767,-0.7980163088059069,-236.1486362388287
88,0.9323215255566955,-4.0576538542817895,-243.47150562211297,-311.06887019432213,-43.470215820481094,-7.232520020435229,-228.69237421368786
89,0.922822959260942,-0.08201797087219873,-242.46924065945333,-309.7693452728381,-31.131728405115464,0.0,-225.45510944836226
90,0.9056783934592546,-2.451155997206748,-249.89821649380198,-319.4472125239206,-42.99414913834221,-11.130448231593851,-234.84875368239867
91,0.89581298828125,-1.1667898626368605,-252.12892787233807,-321.1157304810777,-41.02931319921789,-7.076994612187505,-238.28475753097908
92,0.9269101987873669,-0.5505580031086406,-254.30537017175473,-321.11371211286115,-41.534701682640936,-5.351491931459501,-238.79550503824245
93,0.9105717885642287,-1.0305644209608453,-254.35676636284802,-322.2805612738,-41.04166395199546,-3.118731427452858,-239.7049655530032
94,0.9170705276782758,-0.4592792319396559,-254.39735068950827,-324.4121844791396,-54.12162825202842,-13.996865202513018,-240.65115993949541
95,0.9154828052260099,-0.26380699439677235,-257.5200051421766,-327.632751603162,-51.2162593083826,-0.40230197341991536,-242.3196290189482
96,0.9148967948143502,-2.0152448027449856,-257.7634751774044,-329.72362386471474,-58.908334650668145,-4.4036940134318225,-241.95150566008482
97,0.9198700595560368,-1.2774246848565212,-256.79193254727994,-330.6626556210711,-62.210916580251926,-18.255026974307277,-241.63020257460636
98,0.926829268292683,-1.3606234063750793,-254.99190096622382,-331.8352870208353,-55.20937087705817,-4.673992493495131,-239.93999133589253
99,0.9025387784779447,-0.15488839731545623,-255.2106408420213,-334.435683838137,-63.120275637614,-0.4948072999266661,-242.94974907816396
100,0.896998899497338,-0.27419358705902563,-263.50561378774074,-343.8846908307088,-71.51662951485115,-11.44934415111028,-253.35956153590604
101,0.9240555940788086,-0.06092902955679734,-259.97162497778106,-340.7037331253116,-70.59979629028672,-0.4465930152127442,-249.5689388188252
102,0.8920673504476196,-0.4277340168954027,-268.59365145065084,-345.7897474279782,-69.86939259956118,-18.996014027402403,-259.0263571133001
103,0.9276517102432817,-0.8750445901075088,-267.69524024763604,-346.3893465518984,-64.07376598111854,-2.0065291422920253,-258.41360202328923
104,0.9071933599754073,-1.4654603390637653,-267.4055252455639,-349.26405034012043,-53.8224282642987,-0.8139336335577982,-257.797071186545
105,0.9233699102203682,0.0,-268.10365313608105,-352.04025723121816,-57.74823531033549,-14.941549973530655,-259.3370113226713
106,0.9156075241484494,-1.0019728653972448,-272.95096861884895,-354.84944086385883,-62.795486165745736,-14.861227203225353,-264.01717708449587
107,0.9199881376037959,-1.560984417376667,-277.8718867319311,-356.9922218369102,-66.46944672935777,-15.609238376699718,-268.98772037583865
108,0.9148111421617237,-2.9770457507788497,-276.9572507255579,-357.571477853296,-70.69734585044581,-6.294764843561649,-268.0556884779168
109,0.9276992191033255,0.0,-268.56624795510896,-353.82218939024887,-64.51485558003397,0.0,-259.0213811228594
110,0.9261238700219887,-1.588385677086503,-267.391201474826,-355.2892406686676,-69.60281225982611,-4.1401943371278715,-258.47987715120934
111,0.9248624795986218,-0.13657902736322475,-268.62455087726244,-355.6019754287404,-82.45137441221365,-13.86812342872274,-259.96972579528034
112,0.9239473364882902,-1.892221887158771,-267.3765738247376,-354.85501960227185,-82.71201277074907,-11.84323116009286,-259.21413922137447
113,0.9312217746857073,-0.6386945670047472,-264.93721841231644,-352.6734020976748,-76.0561737688231,-3.427513851638713,-255.5637709278143
114,0.8969840935742851,-0.03376076426164798,-264.42503995185183,-350.9213968279958,-66.02876716205527,-6.379805499053216,-253.91079847259402
115,0.9297011227018263,-1.6109273533107136,-263.68909551066554,-352.2648986893503,-66.17348734010636,-0.6567139766506677,-252.98121428627323
116,0.9291409387926384,-0.8970126752733093,-263.40551249622047,-350.9442598571565,-72.11049184161742,-15.90295865882834,-253.93391664072763
117,0.9378332525448376,0.0,-260.6512127965491,-349.6731854110931,-65.45040201357067,-8.054414448426527,-250.86179508453864
118,0.9263192533205695,-0.5776449824772106,-261.9282252840494,-350.9989594869811,-74.67121132105189,-15.562604968008436,-253.8801815488899
119,0.9201101928374655,-0.4597951112485728,-266.25847886884924,-353.2650653622486,-82.12686175363682,-20.922648623514622,-259.279748946679
120,0.9186581160384778,-0.36842886005533604,-266.2065435238169,-352.2980274129213,-79.42642447061979,-10.26380500021235,-259.0909434070503
121,0.9167921006683124,0.0,-262.34693644870976,-351.27129278331137,-81.7454537730582,-14.445610234215803,-256.2603786658303
122,0.9194331373435851,-0.08064435356605709,-263.83354418361967,-353.01482489476143,-83.88910296040285,-17.637736286493983,-259.00279779680056
123,0.9090799795617805,0.0,-266.9779484223989,-356.2308921117606,-80.54897897521775,-19.081348133770103,-262.62155812506774
124,0.9253379825044351,-2.5354156699428776,-265.4019052590952,-356.3240684205311,-82.8242645510718,-8.001088942938203,-261.13509054517306
125,0.9181184668989547,-0.11398956293517791,-266.474802098751,-358.5603566876894,-85.46762063512378,-14.35737169317258,-263.71758611598835
126,0.93242667640258,0.0,-265.18915239474865,-358.91427187025823,-84.91043139525641,-13.858584772966168,-262.6521578793579
127,0.930702280912365,0.0,-263.71379008096,-357.5919099717941,-85.490171488059,-7.164574495500413,-261.0920657375459
128,0.9224148308655351,0.0,-268.49565318122967,-361.07761851302894,-95.02218969231755,-22.62414177983016,-266.20854600978555
129,0.9327175586344291,-0.8328449199698361,-266.6391245368384,-360.41811184236263,-85.61035037541465,-12.354191238019265,-264.91451214722247
130,0.9213382366131492,0.0,-268.30985540481123,-360.9690711324581,-91.22152970853745,-20.156451006991293,-267.02678851221305
131,0.9244799517636418,-0.7615812578243684,-271.08577054874957,-363.95754204180673,-97.92010747344536,-13.877642598721609,-270.14706451452474
132,0.9294972743791642,0.0,-268.82859261922215,-364.82786175916897,-98.52512068622953,-8.917399032719484,-269.43497468013584
133,0.9138879601203684,-2.456810385181881,-270.96184371954945,-365.83611358619635,-95.29141844361273,-5.268086901475046,-271.40371032538195
134,0.9300829626067092,0.0,-270.24742938687405,-365.44602179026464,-94.14156600932806,-12.675871770078087,-270.94622900375714
135,0.9250151057401813,-0.18635390353121797,-270.393667257945,-366.3742175623218,-95.83979897318319,-9.992405345310916,-271.6068222225721
136,0.9355062413314841,-1.0828674415593107,-268.60897016723266,-365.79601392694644,-87.08922037580592,-3.744993147367934,-268.9889121042892
137,0.9294103475275552,-0.7156458890206455,-268.10453063948717,-366.1668387898716,-90.85217699835536,-8.89017019471124,-268.08140307594823
138,0.9278656126482213,-0.5635794171946087,-269.6013626951727,-368.25403388062114,-96.25814101325214,-22.01441188416771,-271.2689315366995
139,0.9217217580820922,-0.9764976152869254,-269.7038776879169,-367.76685991685645,-97.20256109910264,-24.818027158908716,-272.07529467416794
140,0.9319857384578196,-2.242943153240881,-266.931950417488,-366.4098104167278,-89.37074283093601,-14.675358953224734,-269.43845835212636
141,0.9208250166333999,-2.3105357466948697,-268.4623475118807,-368.334330130996,-93.11149388195635,-20.272643309559943,-271.6125893356724
142,0.9283625730994152,-1.8467066816584161,-270.0652961635488,-370.25457878602293,-95.5130601541806,-20.842679405674524,-274.9021960012053
143,0.9263123281119215,-0.23982171647311426,-268.8429361682429,-370.31487970005804,-97.0784168165379,-24.090574467335454,-274.4613437771935
144,0.92875663289918,-0.31000597383977374,-268.25665973197863,-369.6430708719782,-93.23227265372275,-21.55727174831233,-274.1011881328966
145,0.9410321642740324,-2.171984450973687,-264.2520704545224,-368.70982309296,-85.35221990828697,-11.91275211943474,-269.4353087235946
146,0.9279078856386976,-0.34019407277130836,-264.8413250116284,-370.0250483527866,-88.05884745450022,-17.361494661560755,-271.58739328953135
147,0.9242600722754831,-1.1739112388619963,-265.8141720180106,-371.68364893523733,-92.92267991023314,-22.025928138297868,-274.2795072430717
148,0.9183360404259159,-3.4546405157011977,-269.74773455923344,-375.1637126933147,-98.97236338591816,-27.63203503979529,-280.25433838563487
149,0.9295143587430461,0.0,-268.57070925079637,-375.45979258215647,-94.29547360602601,-26.426418128995596,-278.84871150550055
150,0.9245011684342981,-2.1710426998378867,-268.18504563810984,-376.1422213283364,-94.62139433848162,-23.24688307130313,-279.4163954697069
151,0.9349304669945953,-0.7729289579032509,-266.2534964805195,-375.3272361704473,-87.19599951260234,-11.692680201330504,-276.87986104750496
152,0.9311194983868022,-0.03696152696852705,-266.1597909048417,-375.8995487914353,-91.40635898136951,-14.818468680728396,-277.3627297032358
153,0.9282229339399563,-0.44572260444618395,-263.88722380374963,-374.6411248313112,-87.01286558887546,-15.204342262912142,-275.42793161662263
154,0.9306599324550461,-0.2649203198748497,-264.7122916130257,-375.254160197245,-87.75437906771133,-9.749327534443081,-276.11184451503124
155,0.9417467067114693,-2.4199300164430895,-261.2903576797265,-372.60504394368724,-85.40170485505546,-7.543886857675187,-271.97206079816294
156,0.9276804952808716,-1.5060358871185857,-260.7770679782468,-373.2024057447903,-90.65532207231237,-18.841220591501227,-270.96258459560454
157,0.9345502034866063,-1.519022022496082,-260.51936230905415,-372.9827310902817,-88.86606946723006,-15.466858632632004,-270.7097151070466
158,0.9306906906906907,-4.278207422129556,-261.32456445709704,-374.9857655203378,-96.37803307843296,-29.865236011726072,-272.55797645961894
159,0.9338645176926805,-0.06853248574299751,-260.9203437571225,-374.9200894541014,-89.15559569318488,-22.64798286251921,-272.1351567729955
160,0.9329248045401033,-0.3539348586202313,-261.0703216755992,-375.13267241885626,-83.69256750146923,-14.716610800719051,-272.14892994561484
161,0.9339326782354171,-0.05068175125571059,-261.0617961813029,-376.49781565695633,-86.03943082314763,-17.703812983801406,-273.16972960867105
162,0.9338743250173459,-0.29353566999906605,-260.3512254386669,-377.41963178992455,-87.62410632321661,-13.856749373405005,-272.49761367849703
163,0.9245108565974708,-1.2971265756227297,-264.23531347883244,-380.8399347249678,-96.9189013651544,-23.20524342621548,-277.4595285566197
164,0.9330362448009507,-0.34603334119639134,-264.9805691971294,-381.43354742101985,-98.79517137426778,-18.088510290003544,-278.7138836380972
165,0.93356266826204,-0.38930026038061216,-264.1946979340646,-380.13481749159314,-97.14802776622864,-20.470441524411008,-277.45609657204346
166,0.9347614114205619,-1.3129927878389482,-263.82544935860295,-380.06924724161644,-95.00271628406834,-13.604251789847407,-277.23577866961557
167,0.9174531835205992,0.0,-265.99530706581635,-380.5614295874191,-98.72198262275383,-19.587169832838896,-280.00899762842596
168,0.9236296141065173,-0.49736209305198054,-265.9680934716801,-381.13941655352863,-102.92954024961217,-27.545930747406924,-281.0643591445573
169,0.9228386708765599,-1.7971492761932388,-264.79400961680267,-381.12498265042706,-103.04387255892499,-29.952594460427722,-280.31550133004407
170,0.9324185765983112,-1.2729752265396281,-264.31037276222816,-382.0814160689219,-99.81216815735135,-21.06810082751266,-279.41941502391717
171,0.9282792391985907,0.0,-264.91878860410174,-382.6769664935962,-99.49276097188596,-21.964741106929583,-280.2609777957665
172,0.9280264648030041,-0.08299602041319956,-266.36995539169277,-384.1327058979419,-100.29137897221197,-16.630109965160887,-281.6768220052534
173,0.9287278034541474,0.0,-266.58475947879674,-384.29043414042656,-101.11929485559278,-18.082221700530948,-281.94415756758076
174,0.9285930134171401,-0.897100616509157,-266.7231489029615,-385.8557214463675,-104.68031763286835,-16.710212965726917,-282.3244564558002
175,0.921551516610496,-0.28587622276395436,-269.104330705682,-388.2836786092178,-105.3672309566259,-19.203882278841835,-285.5684470785436
176,0.9406626965949,-0.4810225148263007,-266.4915550383878,-386.72866372407566,-98.92227087692756,-9.616076569677661,-282.16356571702147
177,0.9305388138862102,-0.5838736099320009,-267.06303835099465,-387.3026231459246,-102.6305498140334,-13.384474451661871,-283.54462043463474
178,0.9297680993773875,-0.2987750223805107,-268.8286405661412,-388.9699538069289,-105.99621780819092,-14.525662545688302,-286.02406279847133
179,0.9337559334254641,-0.7292301134550417,-267.64250139957363,-388.4746295613498,-107.88540819035414,-16.69226971635874,-285.21008812823857
180,0.9318161238719025,-0.6652437036950343,-267.0498193850013,-388.2513590171409,-103.6311233330904,-14.250985576719335,-284.8692937827528
181,0.928269014041607,-0.6618315664177175,-265.731635016769,-388.11347187201306,-103.72136386433084,-17.26051507708947,-283.4606139381845
182,0.9253378782442292,-1.1187740987795503,-268.86687958516353,-390.66986781241826,-107.231478091439,-18.989841063562533,-287.5544558947928
183,0.9292397129621219,-0.370231829241762,-267.5883019168541,-391.0186659593689,-104.16711219717165,-17.41770352202066,-286.0094858024644
184,0.9261481237063923,-0.015257165052985808,-267.5392006104795,-390.90457666577237,-108.01430045308837,-17.90436873842709,-285.9049071878154
185,0.9356697071531445,-0.1321423507536618,-265.9814276920282,-389.92381838223685,-104.53422512286386,-11.23936275724762,-284.2750724852925
186,0.9318071411221763,0.0,-265.7091417613771,-389.48425398208775,-102.73334675024596,-13.613190370835172,-284.34117113138683
187,0.9408519489915891,0.0,-263.7488885579339,-387.9705356172623,-97.4934149291237,-6.931371084555382,-281.5811307702426
188,0.9287433358720487,-2.0007014509965484,-263.6178671818649,-388.27718735437844,-104.27077641947366,-19.567511959675834,-282.259420263998
189,0.932175276697126,-0.6913657223486548,-263.88184710216086,-389.2281288383075,-102.56787236191687,-16.173306980434713,-282.82801612421974
190,0.9279517852250936,-1.361830702040114,-265.05618828699215,-390.166713298743,-102.83551737137695,-18.165643084988005,-284.5829298319846
191,0.9283124886713794,-0.6196024442771608,-265.40268453901996,-390.57028427298786,-106.30640095672476,-22.649975851868223,-285.3466877123734
192,0.9242511608145428,-0.8794972357374721,-266.292074534078,-390.9689066051835,-108.86832257762038,-25.459990336286438,-286.4392525115001
193,0.9322023647524872,-0.21171680093244924,-265.0107508308757,-390.90404329668405,-108.0322943293311,-22.776086425614384,-285.31022536137425
194,0.93228741573713,-1.2751307393024867,-263.80498935926596,-389.7959349423258,-107.06611556209684,-18.563395581379925,-283.9351760968014
195,0.9294411959732353,-0.2951869853695359,-264.7906637830643,-390.7969576129804,-106.8830024349095,-19.904518834902504,-285.1175213497937
196,0.9335504496698437,-0.736875434535891,-263.5414349445607,-390.0863028032656,-108.18228701705827,-25.716675133330398,-283.99176299491086
197,0.9304297785989036,-0.551459771145969,-262.85008358889763,-390.43507152102467,-101.66742126481672,-18.614440701512716,-283.1845890862526
198,0.9328204506905743,-0.06302422804412659,-262.5868676691587,-390.08330153555977,-100.9755174226013,-18.709623394290606,-283.0985532007879
199,0.9319617397581664,-0.752377527389539,-261.9360263313207,-389.9560891867931,-99.81792898807254,-20.041648282070213,-282.9302009433092
