episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,destination_onsite_fraction,destination_depot_fraction,alpha,alpha_initial,epsilon
119,0.9196545582848886,-2.8635026249536497,-0.18963111839493174,-0.08137898485166108,-0.036565556371273684,-0.057176233910697684,-0.03453368367616945,-0.05230844233790976,-0.004487690074810504,-0.0040054035096219786,0.004365,0.02,0.060706
120,0.9220877204748172,-2.865045470719651,-0.19043558126958204,-0.08173134005724592,-0.036717758036997006,-0.05742547512033313,-0.03468802063202082,-0.05251564215466802,-0.0045061790866392825,-0.004017893384316348,0.004336,0.02,0.0601
121,0.9251250168941749,-2.8664891992370394,-0.1911730598266502,-0.08205670311575838,-0.03684738684717533,-0.05765291844578599,-0.034812506063044715,-0.05275229772985446,-0.004520688903634437,-0.004032723107757954,0.004308,0.02,0.059501
122,0.9252485556899099,-2.867910870176196,-0.19189869436578078,-0.08237969045145464,-0.03697224806426468,-0.057879877544478736,-0.03493667078909853,-0.05298397529632754,-0.004537532391088371,-0.004045638843187212,0.004281,0.02,0.058908
123,0.927774898433451,-2.869297835558119,-0.19262049430198122,-0.08268535174266942,-0.03711344362222487,-0.05809565034072276,-0.0350749812745313,-0.05315409799649071,-0.004552484884955278,-0.004056044587138873,0.004253,0.02,0.058321
124,0.9163615599072923,-2.8709353715358032,-0.1934724573595324,-0.08307367912558106,-0.037256916988693926,-0.05837313374024985,-0.035210871564384114,-0.05350404509260237,-0.004577887841695024,-0.004079904679052232,0.004226,0.02,0.057739
125,0.9218781898604967,-2.8724035788925883,-0.19423897382440694,-0.08341950962598113,-0.03739568065314522,-0.05860871576236719,-0.03533619028762207,-0.05376722618837955,-0.004595654684907853,-0.004095029843176418,0.004199,0.02,0.057164
126,0.9154647839973105,-2.8740412035630833,-0.19507965744498873,-0.08378044442942773,-0.037552409783875716,-0.05886253673972203,-0.0354819045061566,-0.05401723658965488,-0.004618506513284883,-0.004111621998130785,0.004173,0.02,0.056594
127,0.9262420919443273,-2.8753939365481953,-0.19576586964847914,-0.08406835177708247,-0.03768091278954621,-0.05905561238665047,-0.035607875702269136,-0.054229365990554786,-0.0046340571918793184,-0.004124706314608966,0.004147,0.02,0.05603
128,0.922974168879093,-2.876824034954797,-0.19649759672725406,-0.08438711710261945,-0.03781076334216777,-0.059278323551257256,-0.035740741837226836,-0.05446844373989034,-0.004656991053688427,-0.004138428600700822,0.004121,0.02,0.055471
129,0.9272265743200081,-2.878168240779138,-0.1971800806911304,-0.08468396657264916,-0.03793536677824965,-0.05949329258404871,-0.035863894404604614,-0.05472398346003589,-0.004672996960933011,-0.004154654269242346,0.004096,0.02,0.054918
130,0.9207610951201552,-2.8796681511634423,-0.19796992683559117,-0.08503180054158638,-0.038087420127836225,-0.059741444925621105,-0.036010812938339146,-0.054952152438134574,-0.004687730805207512,-0.004168285065634342,0.004071,0.02,0.054371
131,0.9249353180336682,-2.881043176545632,-0.19866482385140696,-0.08533127619606218,-0.03821423653952056,-0.059965559064834494,-0.03614052162540012,-0.055142748307689844,-0.004704090783467823,-0.004180819546091476,0.004046,0.02,0.053829
132,0.9286753516062679,-2.882333899748472,-0.1993268318588454,-0.08561562155091819,-0.038334633771492814,-0.06016766831997022,-0.03626412173770953,-0.0552986446760685,-0.004723065511954708,-0.004193238306514857,0.004022,0.02,0.053292
133,0.9197103699702943,-2.88379425807592,-0.20007557984107066,-0.08593775309537575,-0.038473063586000764,-0.060389249519310836,-0.036395554197338954,-0.055539143453797714,-0.0047427617171253815,-0.004208465031282641,0.003997,0.02,0.052761
134,0.9235629841011007,-2.885135934811171,-0.20077700033886764,-0.08624068042418347,-0.03860136142262915,-0.06060551069599092,-0.03651989308163253,-0.05575660818583369,-0.0047608026250395554,-0.0042242431433222845,0.003973,0.02,0.052235
135,0.9225127712305903,-2.886534139870361,-0.20149122077325718,-0.08654949871402595,-0.038731968228326794,-0.06083206417376113,-0.0366501378765504,-0.05594925496486584,-0.004777105960934499,-0.004235442488582703,0.00395,0.02,0.051714
136,0.919907353015223,-2.887983297323869,-0.20224392631737234,-0.0868721527948462,-0.038872627571116175,-0.06105932697945823,-0.03677876331387047,-0.05618743480791016,-0.004791969950925569,-0.004251150938796097,0.003926,0.02,0.051198
137,0.923169757440805,-2.8892976998867264,-0.20292191091168196,-0.08715848203427363,-0.039000524948981596,-0.06126764461641687,-0.036905932497937874,-0.05640087673485072,-0.004810287167660448,-0.0042665741511630426,0.003903,0.02,0.050688
138,0.9291464028173738,-2.8905243113309607,-0.20354051902902237,-0.0874331173903213,-0.0391101106760208,-0.06146451691088374,-0.03703354172515578,-0.05656106817059859,-0.004826197946297962,-0.004279976179653768,0.003881,0.02,0.050183
139,0.9228776404942208,-2.8919274387404332,-0.2042606464781462,-0.08775143642434856,-0.03923833035259112,-0.061692737688736524,-0.03716434941094189,-0.05677871300481207,-0.004847705432638007,-0.004295073260503652,0.003858,0.02,0.049682
140,0.917045110505601,-2.8933889813738385,-0.20502842494311865,-0.08808931559074924,-0.039383753765064436,-0.06193515585756636,-0.037309990394668445,-0.05699093316440205,-0.004865830420345533,-0.004310284408708197,0.003836,0.02,0.049187
141,0.9292912299591192,-2.8945642315805102,-0.20563171206615943,-0.08834205930602854,-0.03949702547711644,-0.062110264628894664,-0.03741800115497494,-0.05716139589715267,-0.004880109021234007,-0.004322827455343964,0.003814,0.02,0.048697
142,0.9328123431172395,-2.8956720905870807,-0.20617972750313385,-0.08858037209104028,-0.03959020032292618,-0.06228247812578457,-0.03751248526228159,-0.05735082551442698,-0.004891349536524714,-0.004334765496636879,0.003792,0.02,0.048211
143,0.9196858795871751,-2.897075417163935,-0.20690744394165406,-0.08890548117023855,-0.03971805210130319,-0.06251367796976362,-0.037644510568191646,-0.05753478360977637,-0.004905173677494461,-0.004349571128690344,0.00377,0.02,0.047731
144,0.9244273138875331,-2.8983854520797374,-0.2075683671188396,-0.08918928738805106,-0.03983817004366121,-0.06271805466513533,-0.03776496316029004,-0.057697718766592694,-0.004923055165667886,-0.004360286817383914,0.003749,0.02,0.047255
145,0.920633051902183,-2.8997627205567738,-0.20827210756412798,-0.08949272659982972,-0.0399627866757831,-0.06293576068689682,-0.037893094183148485,-0.057916023074162624,-0.00494247426273953,-0.004372009842415492,0.003728,0.02,0.046784
146,0.9211602265491471,-2.9010713606752248,-0.20894111963659398,-0.08978685034652796,-0.040079268168387534,-0.06314897492681949,-0.038018786201010395,-0.058106504732493805,-0.004957899677837617,-0.004383861674692814,0.003707,0.02,0.046317
147,0.9252181559899885,-2.90229931666231,-0.20956345999757195,-0.09005879183287752,-0.040191283780311095,-0.06334623732238441,-0.03813585163128591,-0.0582764708957172,-0.004972708755847809,-0.004395360357130671,0.003687,0.02,0.045856
148,0.9184849102773246,-2.9036584000399714,-0.21025553631062446,-0.09035271830211185,-0.04032188781602496,-0.06355330170956172,-0.038264991148855336,-0.058426357415210746,-0.004988408358907105,-0.004405597618293764,0.003666,0.02,0.045399
149,0.9255989911727617,-2.9048770046474526,-0.21088172097616933,-0.09062909158118874,-0.04043667803839783,-0.06375527945190025,-0.038384421387506244,-0.05861066772125676,-0.0050023976659886935,-0.004418837785003869,0.003646,0.02,0.044946
150,0.9275379628049821,-2.906008826191649,-0.21145569757166693,-0.09087879292656748,-0.04053609438795181,-0.0639365701198098,-0.038496333208033015,-0.05877122537377615,-0.0050154264012414705,-0.004431756206522603,0.003626,0.02,0.044498
151,0.9175890319344591,-2.9073614621922452,-0.21216476161042302,-0.09118536765954872,-0.040666043568733455,-0.06414706165128732,-0.03861790871860324,-0.05897896650690104,-0.005032583763902599,-0.004445907824077858,0.003607,0.02,0.044054
152,0.9196506112632774,-2.9086744128699715,-0.21285057706274063,-0.09148826301830347,-0.04078441012492577,-0.06435258357903018,-0.038740466185362754,-0.059224924412118185,-0.00504877068792583,-0.004462614473565451,0.003587,0.02,0.043615
153,0.9232407607700883,-2.909925813444631,-0.21349364433385032,-0.09175830984791368,-0.04090860994934244,-0.06454303841563697,-0.03885936089957552,-0.059430410155685634,-0.005063798439715372,-0.004476947163680829,0.003568,0.02,0.04318
154,0.9211470129180088,-2.9112214067682904,-0.21414561497107779,-0.09203923658955379,-0.04102892589449412,-0.06474015630641211,-0.038982729030531606,-0.05961316487618272,-0.005077655077330103,-0.004487717336376994,0.003549,0.02,0.04275
155,0.9235800573983848,-2.9124480187015207,-0.21477980511116798,-0.09230690587235885,-0.04115481772897355,-0.06492656233102671,-0.039091459974748374,-0.059785932089129065,-0.005091748201902621,-0.004498214093140248,0.00353,0.02,0.042324
156,0.9197890415074186,-2.913724850966164,-0.21542228351398998,-0.09259328921892579,-0.041262435626733804,-0.06513033922554143,-0.039205587859357266,-0.060025592456496635,-0.005107955620906428,-0.004512749592611983,0.003511,0.02,0.041902
157,0.9205691672981393,-2.914975077641336,-0.2160658173481053,-0.09286830366808585,-0.041379968204178996,-0.06532121266120612,-0.03931191675922425,-0.060236006732727186,-0.00512206170373252,-0.0045285045646641636,0.003493,0.02,0.041484
158,0.9175080775444265,-2.9162737736514424,-0.21672537015284357,-0.09316644195264262,-0.0414909447239705,-0.06552986684520669,-0.039415423128201496,-0.060506039358411624,-0.005137379447991294,-0.0045395552899533615,0.003475,0.02,0.04107
159,0.9209937256231983,-2.9174983794613807,-0.2173583427913768,-0.09344509270767164,-0.0416057330157669,-0.0657333758647181,-0.03953319467332193,-0.060664756709551106,-0.005153373214202035,-0.0045505267824798605,0.003457,0.02,0.040661
160,0.9217718975046056,-2.9187310658447907,-0.21798992649899485,-0.09372343697071482,-0.041715293391103164,-0.06593488525997401,-0.03964030698165278,-0.06089335327098676,-0.005166260575167862,-0.004560906728761462,0.003439,0.02,0.040256
161,0.9219704234593449,-2.919932520577192,-0.2186000915762548,-0.09399521081847641,-0.041817284865090405,-0.06612462869258488,-0.039744928890043815,-0.06106638586303837,-0.005182620390431555,-0.004573949691690943,0.003421,0.02,0.039854
162,0.9225571637993496,-2.92113091531146,-0.21920793042067102,-0.09425475392452633,-0.04192994028187308,-0.06631142222521845,-0.039846462650746185,-0.061239375986036765,-0.005197736282823704,-0.0045844643860466685,0.003404,0.02,0.039457
163,0.9151461082682467,-2.922444689221198,-0.21989104466999218,-0.09456680759928891,-0.04204573383716504,-0.06654059975220009,-0.03996469687052778,-0.06149754487278529,-0.005214992642393956,-0.0045985766228953725,0.003386,0.02,0.039064
164,0.9112408171480326,-2.9238031839031127,-0.22058563039237916,-0.09488107179274995,-0.04215671521544783,-0.06676146591360829,-0.04008598965882008,-0.06177900996748717,-0.005230169268582217,-0.004612868311926221,0.003369,0.02,0.038674
165,0.9131530744282186,-2.9251141592558705,-0.22125388727350148,-0.09517638249546544,-0.042273624217230285,-0.06697406335904837,-0.040216849368132294,-0.06199227028994833,-0.005247321753333734,-0.004625362404003572,0.003352,0.02,0.038289
166,0.9259698458410978,-2.9261976875186266,-0.22180820835598217,-0.09541428451489906,-0.04237549406963184,-0.06713668084156965,-0.04032000675637158,-0.06214534738260855,-0.005257381204655972,-0.004634446618002268,0.003335,0.02,0.037907
167,0.9228101483189952,-2.9273401738237266,-0.2223998550516362,-0.09567682038996234,-0.04248261745701855,-0.06732508599971758,-0.04042697206719504,-0.062319739685404496,-0.005270252138380858,-0.004644274108900706,0.003319,0.02,0.037529
168,0.9230185753295351,-2.928490097923725,-0.22299346133941342,-0.09593126132871559,-0.04259385107276459,-0.06750368621362399,-0.04053146175136472,-0.06248422841896261,-0.005283634097071317,-0.004655876517869768,0.003302,0.02,0.037155
169,0.919106085443779,-2.929680796318877,-0.22360090179836592,-0.09619934488322342,-0.042697950419135045,-0.06769956769191991,-0.04063343700062785,-0.0626820877569274,-0.005299632210932291,-0.004669908208912213,0.003286,0.02,0.036785
170,0.925595987048501,-2.930770464097255,-0.22414849363318398,-0.09643791161288806,-0.04279512979156759,-0.06787086879579995,-0.040730080149529786,-0.06285675580401023,-0.005311680546662059,-0.004679187713516013,0.00327,0.02,0.036418
171,0.92244238455651,-2.931880820197157,-0.22471761885191793,-0.09669603698156695,-0.04289061652243233,-0.06805425440641864,-0.04083480189118724,-0.06303454830760762,-0.005324349102494184,-0.004690271410464958,0.003254,0.02,0.036055
172,0.9193885571889686,-2.9330961658772607,-0.22533696012522117,-0.09697627303197319,-0.04299226857052282,-0.0682566072170152,-0.04094756607743318,-0.06323834528863985,-0.005340740272890101,-0.00470413772473504,0.003238,0.02,0.035695
173,0.9233283803863299,-2.93423967812665,-0.2259238109359247,-0.09723892432007901,-0.043094397840193005,-0.06844942390233223,-0.04105276051792563,-0.06342092573136202,-0.005354965106808587,-0.004714848681823874,0.003222,0.02,0.035339
174,0.9281180737457183,-2.935282175938835,-0.2264592901589979,-0.09747266105790979,-0.04319111780936456,-0.06861528400810118,-0.041154947311393936,-0.06354789156598026,-0.005368254989119984,-0.004724335237516495,0.003206,0.02,0.034987
175,0.9204520610147828,-2.9364034427116534,-0.22702876236713665,-0.09771955688009071,-0.04329060834848101,-0.06878528599025376,-0.04125013396789623,-0.06374041081341064,-0.0053815108044428135,-0.004735640617864863,0.003191,0.02,0.034638
176,0.9239371720704964,-2.9375078395094203,-0.22759151948363118,-0.09796442128563566,-0.04338796668783501,-0.06895870333634423,-0.041347684478749314,-0.0639087892048907,-0.005395198164245342,-0.004746850283898843,0.003176,0.02,0.034293
177,0.917392970820071,-2.9386933220760927,-0.22820295596844595,-0.09823753460222218,-0.04349953679535869,-0.0691516388984597,-0.041458229661967626,-0.06409946804501959,-0.005409771706773687,-0.004758973280463278,0.003161,0.02,0.033951
178,0.91883541295306,-2.939834439122633,-0.22878575376436003,-0.09849960337916874,-0.04360055370151079,-0.06934181636236467,-0.041561913688497994,-0.06431630163218419,-0.005421012010352983,-0.0047697782148061856,0.003146,0.02,0.033613
179,0.9229756863009769,-2.940922697948009,-0.22932265390999376,-0.0987358986047343,-0.04369114369707151,-0.06950993074921828,-0.041651838515500354,-0.06451741646282173,-0.0054338683400828565,-0.004782405274763877,0.003131,0.02,0.033278
180,0.9219359343335434,-2.942023038510236,-0.22988397630033663,-0.09898187605941441,-0.04378815714575921,-0.06969256972546878,-0.04174543847859404,-0.06469314437961318,-0.005447000711822351,-0.004792573151388957,0.003116,0.02,0.032946
181,0.9114609361985674,-2.9433054243446155,-0.2305383397654254,-0.09927738034334674,-0.043895652969207784,-0.06991036232580257,-0.04185576599075096,-0.06497467792198044,-0.005463806079653689,-0.004806952395644161,0.003102,0.02,0.032617
182,0.9186079616821021,-2.9444609063204203,-0.23112762020238953,-0.09952940427116502,-0.044008087334077274,-0.07009107315617577,-0.04195948999159058,-0.06516352835498312,-0.005476092524036858,-0.004817308790504638,0.003087,0.02,0.032292
183,0.9259966216216217,-2.9454814639243843,-0.2316503612974413,-0.0997560614598136,-0.044102598335993566,-0.07024004100425779,-0.04205391243983073,-0.06532824004854342,-0.005488407666389884,-0.004825645051428235,0.003073,0.02,0.03197
184,0.9254710089529925,-2.9464694885513905,-0.23214908114192784,-0.09997316101348754,-0.044188490965200486,-0.0703925247863733,-0.0421406904544759,-0.06552103665644676,-0.00549979663868643,-0.004835308586751314,0.003059,0.02,0.031652
185,0.9266876483161385,-2.9474649243580893,-0.23266346344688985,-0.1001949559955494,-0.04428673530464293,-0.07054198488135145,-0.0422313328645252,-0.0656559383654652,-0.005509824070695191,-0.004842737565615675,0.003045,0.02,0.031336
186,0.9190996248436849,-2.948610857907356,-0.23325665375497798,-0.10044816048499815,-0.044401026394741513,-0.07071873324616307,-0.0423435099190678,-0.06582532579241468,-0.005523880052881038,-0.004853324792197951,0.003031,0.02,0.031024
187,0.9249447005386421,-2.949624961668351,-0.23376515168510606,-0.10067195068468293,-0.044486511711499324,-0.07088908071875087,-0.0424333508810385,-0.06599252186719429,-0.005534733087929366,-0.004864645653786921,0.003017,0.02,0.030714
188,0.9201592093501763,-2.950709941022172,-0.2343088557596644,-0.10091164111079406,-0.044574592387793946,-0.07105796046190727,-0.04252484500450683,-0.06619403447677225,-0.005548192048790963,-0.004875190134963292,0.003004,0.02,0.030408
189,0.9201280096509894,-2.9518054248581698,-0.23486216334251805,-0.10115855708968384,-0.04466731953463179,-0.07123466960546225,-0.042617205160929664,-0.06640637804423984,-0.005559367127622148,-0.004885501344122022,0.00299,0.02,0.030105
190,0.9192308336543776,-2.9528930806778053,-0.23541172147805317,-0.1014127959781693,-0.044750362536009176,-0.07142496143441592,-0.04270284585058218,-0.06665014163835745,-0.005572393638514725,-0.0048964473235781295,0.002977,0.02,0.029805
191,0.9195797164594296,-2.9539675771999834,-0.2359664023035069,-0.10165811028389336,-0.044844672462737496,-0.07160072496756467,-0.042792617720385236,-0.06684982811428378,-0.0055834875519266474,-0.004909253163501311,0.002963,0.02,0.029508
192,0.920575104819134,-2.955014149292638,-0.23650580217081665,-0.1018957869730744,-0.04494095273310316,-0.07177138959491154,-0.04289269088987465,-0.06703997656320594,-0.005594165945604762,-0.004919762596442327,0.00295,0.02,0.029214
193,0.9234419275330729,-2.956015852450047,-0.23701573864805106,-0.10211912434828659,-0.045035659180554584,-0.07193295738982117,-0.04298086275070574,-0.06720415082517314,-0.0056050427497087016,-0.0049287303877342,0.002937,0.02,0.028922
194,0.926687542910729,-2.9569657807134417,-0.2375010779117909,-0.10232962677670966,-0.045123365564501104,-0.07208348124599098,-0.043061462610110145,-0.06736079113324496,-0.0056135446481728035,-0.004936847046451211,0.002924,0.02,0.028634
195,0.9191306416530723,-2.9580001889417646,-0.2380266745989368,-0.10257226707909671,-0.04520834684287629,-0.0722597205654249,-0.04315447362485254,-0.06754596887025639,-0.005622731004988937,-0.004944231770121793,0.002911,0.02,0.028349
196,0.9223415754627753,-2.9589973571945576,-0.23853899307449694,-0.10279798400511087,-0.04529822000491188,-0.07241730922873559,-0.04324362061707203,-0.06770377454561197,-0.005636109455334008,-0.004954765347628263,0.002899,0.02,0.028066
197,0.9221545809229114,-2.9600085802692484,-0.2390417985463217,-0.10302669823662988,-0.04537415865978228,-0.07258582148247407,-0.043328822101178416,-0.06788687538081098,-0.005648332167317268,-0.00496444925837019,0.002886,0.02,0.027786
198,0.9176591479541129,-2.9610976296209213,-0.23959684537177545,-0.10327083588520605,-0.045476547168856456,-0.07275633328212223,-0.043426245698046054,-0.06807217098139515,-0.005660741639587926,-0.004975432989903204,0.002874,0.02,0.027509
199,0.9200707515685489,-2.9621270665633515,-0.24011547815109976,-0.10349955432263021,-0.04556189920182964,-0.07292575645172487,-0.04351538244368821,-0.06825863902897722,-0.005674092422168284,-0.004984986057620736,0.002861,0.02,0.027235
200,0.9290379493443263,-2.9630094356594054,-0.24056814470346558,-0.10369459733922858,-0.04564638065310083,-0.07306614804442135,-0.043601597352029856,-0.06838842627847769,-0.005685106995692926,-0.004992500057460814,0.002849,0.02,0.026963
201,0.928216613063465,-2.963902483593132,-0.24102347732329377,-0.10388966455982188,-0.04573206906270797,-0.07320487262587969,-0.04368629153454564,-0.06851305938566259,-0.005693638020563666,-0.005002286906982195,0.002837,0.02,0.026695
202,0.9258464915984126,-2.9648290537479047,-0.24150653530642324,-0.10410003333703602,-0.04582235591078128,-0.07334413780184927,-0.04377060251407373,-0.06864962017683213,-0.005705649394232469,-0.005013310304577484,0.002825,0.02,0.026429
203,0.9213558526072153,-2.965806527035169,-0.24201116336830844,-0.10432208955859619,-0.045912346755759705,-0.07350377241831385,-0.04385654066235955,-0.06881787441976389,-0.005720392178851723,-0.005026822721013127,0.002813,0.02,0.026165
204,0.9274531236862019,-2.9667247973832622,-0.24248881405529407,-0.10453562682244852,-0.045996437005097306,-0.0736550621705621,-0.04394380905507882,-0.06892606158922347,-0.005732909115406806,-0.0050345265676981455,0.002801,0.02,0.025904
205,0.9183208810483531,-2.9677651356996626,-0.24302315297702873,-0.10477739266590197,-0.046090654846931804,-0.07383076588921861,-0.044041972632790534,-0.06912358075962387,-0.005748415151023991,-0.005044676017618785,0.002789,0.02,0.025646
206,0.9265684890054469,-2.9686708400044317,-0.24348032489951235,-0.10497966608133508,-0.04616930052096572,-0.07397702128502251,-0.04412153185265566,-0.06928519015561772,-0.005758998640777111,-0.005054188012545774,0.002778,0.02,0.02539
207,0.9205919448415034,-2.969680456760067,-0.2439992489265719,-0.10520721427523942,-0.04626403934709289,-0.07413437660687995,-0.04420856750337797,-0.0694530531601762,-0.0057700350068877445,-0.005063175355661239,0.002766,0.02,0.025137
208,0.9136659143732947,-2.9707716530207584,-0.24455434832504755,-0.1054594997733585,-0.04635635757604995,-0.07431444121254949,-0.04431066138179715,-0.06963601972078415,-0.0057860158181586826,-0.005072858871357299,0.002754,0.02,0.024887
209,0.9229865574705892,-2.971712247557175,-0.24503126178318058,-0.1056728165266244,-0.04643915989633488,-0.07446878539625214,-0.04439153354633024,-0.06978573140969799,-0.0057965113517966845,-0.005082383469881342,0.002743,0.02,0.024639
210,0.928081848273095,-2.9725968655089616,-0.245483400859264,-0.1058661666930915,-0.04652304714660683,-0.07460373746775101,-0.04447431442052467,-0.06991704108666705,-0.00580528834196125,-0.005089553406723152,0.002732,0.02,0.024393
211,0.9237014885477054,-2.9735619829132878,-0.24597285762828178,-0.10608178523996357,-0.04660678641461826,-0.0747601788295026,-0.04456433628824449,-0.07006764907259214,-0.005818151357218485,-0.0050980266246755035,0.002721,0.02,0.02415
212,0.9206282120638355,-2.974513610484715,-0.24646221474484634,-0.10630185783109522,-0.04668879124389094,-0.07490974338456492,-0.044659301867421515,-0.07024007198173118,-0.005829761393049491,-0.005108237362117287,0.00271,0.02,0.023909
213,0.9208536154014586,-2.975485521674861,-0.24696630345925052,-0.10652633758812573,-0.04677642181183407,-0.07506861650923494,-0.044740280338883914,-0.07042615204096196,-0.005843016759401349,-0.005118996250445659,0.002699,0.02,0.023671
214,0.9282062530581943,-2.9763442520500596,-0.24739906674840012,-0.10671760637178596,-0.04684860463647833,-0.07520958301949565,-0.04481858781846759,-0.07055765205586875,-0.005853361229325904,-0.005124955748032331,0.002688,0.02,0.023435
215,0.9223454833597464,-2.977288782475297,-0.24787954102468465,-0.10692908036944769,-0.046932926379244684,-0.0753667318518515,-0.04490155955650989,-0.07072298663816005,-0.0058624493763194995,-0.005136512875349261,0.002677,0.02,0.023201
216,0.9249360635469065,-2.9781911898399387,-0.24834580901546968,-0.10713497807057164,-0.04701483673819247,-0.07551184988833823,-0.04498413372169072,-0.07088439134088108,-0.005873553439375505,-0.005142681988606468,0.002666,0.02,0.02297
217,0.918084205984367,-2.979191981931104,-0.24886137952100384,-0.10736728772399748,-0.04710297066998821,-0.07568171803234996,-0.045063435271692646,-0.07109935291623741,-0.0058848001788511595,-0.005154630729419443,0.002655,0.02,0.022741
218,0.924269889224572,-2.9800932056137195,-0.2493219958310343,-0.10756846421321249,-0.04718516390055951,-0.07581962157303847,-0.04514350038122452,-0.07122282726666092,-0.0058956520064561155,-0.005162373124872743,0.002645,0.02,0.022514
219,0.9189571544058205,-2.9810702623305754,-0.24982901303453464,-0.10779446422214532,-0.04727368015526833,-0.07598202113521127,-0.04522631056680894,-0.07139926493128873,-0.005904678827515098,-0.005170335015127342,0.002634,0.02,0.02229
220,0.9216353769928208,-2.982012804204786,-0.25031231701435275,-0.1080118729665667,-0.047354523798430734,-0.07613422153241742,-0.045308390756644154,-0.07158940121451977,-0.005915010052223943,-0.005178831465528025,0.002624,0.02,0.022067
221,0.9250394705902113,-2.9828891696576254,-0.2507586072783825,-0.1082106030877874,-0.047430233184179174,-0.0762742531464857,-0.045390333800689735,-0.07173424270792461,-0.005926096940094343,-0.0051905551986259745,0.002614,0.02,0.021847
222,0.9187311485410241,-2.9838386284422653,-0.25124443776900984,-0.10842390518230763,-0.04752030197545718,-0.07643068929631582,-0.04548547391541057,-0.07186103250414802,-0.005937561502392093,-0.0051989286032209005,0.002603,0.02,0.02163
223,0.9129238295848339,-2.984881288133897,-0.25177451238319526,-0.10867042298572256,-0.04760242913744341,-0.0766080872615209,-0.04557936485911043,-0.0720824310377213,-0.005948589299943309,-0.005207023835638562,0.002593,0.02,0.021414
224,0.9185728744939271,-2.985828355864681,-0.2522569311969342,-0.10888337723785681,-0.04768530648463407,-0.07675800609318159,-0.04567043485160206,-0.07223683855198203,-0.005960262983415317,-0.005216716521754556,0.002583,0.02,0.0212
225,0.9219197466392641,-2.986734730368073,-0.25272244138572564,-0.10909273700126063,-0.04776332156588872,-0.07690445063846776,-0.045746245739384774,-0.07241246132093035,-0.005969823658915668,-0.00522624351863163,0.002573,0.02,0.020989
226,0.9222309505106049,-2.9876388973373205,-0.2531862167863325,-0.10930002423285906,-0.04783987501821137,-0.07704830177031957,-0.04582520301066899,-0.07255270320120748,-0.005982580100951059,-0.005233677489379721,0.002563,0.02,0.02078
227,0.9180158339973215,-2.9885859939571575,-0.2536683365893174,-0.10951433417628643,-0.04792150611647764,-0.07720961120667896,-0.04591309327716919,-0.07271824788091728,-0.005994841927083617,-0.005243246890086426,0.002553,0.02,0.020573
228,0.9245816200483951,-2.98943108345259,-0.25409299697172355,-0.10969927990790389,-0.047995769625950924,-0.07734096881528071,-0.04599142724541026,-0.07286058644478137,-0.006004216062774914,-0.005251255755854144,0.002544,0.02,0.020368
229,0.9249974506271457,-2.990257404589901,-0.2545210042763127,-0.1098824606757743,-0.04807707319515372,-0.07746978129676917,-0.046070031022908416,-0.07296786709211586,-0.006014349464019138,-0.005259490700131569,0.002534,0.02,0.020165
230,0.9163425762243884,-2.9912255859433503,-0.2550121964298109,-0.11009851233690805,-0.04816367234977019,-0.07762814029186463,-0.046161806962894174,-0.07312239275296542,-0.006024381082340521,-0.00526824689545803,0.002524,0.02,0.019964
231,0.9175881599352708,-2.9921699100957473,-0.2554963558665195,-0.11031753023114398,-0.04824981171815149,-0.0777888790155276,-0.04624552183647017,-0.07326387872100394,-0.006033604574500653,-0.0052753848898139015,0.002515,0.02,0.019765
232,0.9206916715395539,-2.9930659115381815,-0.25595176324492097,-0.11052389403848513,-0.04832098788999069,-0.07793667448220175,-0.046316316609715705,-0.07346684566096127,-0.00604259329071319,-0.005286342321357551,0.002505,0.02,0.019567
233,0.9172914714151827,-2.9939984036980762,-0.2564218858478562,-0.11073056678001304,-0.04840298536170215,-0.07808355014144702,-0.04640039294928509,-0.07361308862646189,-0.006053440441520514,-0.005296591080657693,0.002496,0.02,0.019372
234,0.9263623472212843,-2.99481712897598,-0.2568335021180713,-0.11091594928065995,-0.04847151477176019,-0.07822245067038447,-0.046472466311737994,-0.07375562389207621,-0.00606196581261514,-0.0053031224419105545,0.002486,0.02,0.019179
235,0.9228195897296563,-2.9956759675171925,-0.25727470322252777,-0.11111548094554652,-0.04854443369903096,-0.07836176497324739,-0.04654786016146271,-0.07390824936024461,-0.006070259869722524,-0.005311376755283369,0.002477,0.02,0.018988
236,0.9205956165300317,-2.996564945053647,-0.2577249719398232,-0.11131563074060498,-0.048620522002008996,-0.07850864243516753,-0.04662556533946604,-0.07405291676358795,-0.006080663675891136,-0.005320702285159683,0.002468,0.02,0.018799
237,0.916952083827868,-2.997503096956441,-0.25821184206438297,-0.1115318126640945,-0.04870528611812662,-0.07865837279334488,-0.04671787409883696,-0.07419647514441376,-0.006089839612225436,-0.00532893038415542,0.002459,0.02,0.018611
238,0.9254176209079887,-2.9983084354416305,-0.2586288197944208,-0.11171403868760954,-0.048782162211871274,-0.07878557041591183,-0.0467889270800932,-0.07433264110079117,-0.006098704394912491,-0.005337488824454239,0.00245,0.02,0.018426
239,0.9050232589270775,-2.9993897296110337,-0.2591840826088167,-0.11196711218732129,-0.048880345066265984,-0.07897438513241051,-0.046893250255192594,-0.0745262081463898,-0.006112587894132464,-0.0053478560018447325,0.002441,0.02,0.018242
