episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty
68,0.9394472057219057,-513.4809274703653,-345.8754461196251
69,0.9275805243445693,-514.8507488082338,-346.6311667055912
70,0.936655558921539,-516.179079025754,-347.43477613055813
71,0.9339827492611135,-517.2272058872398,-347.99729108294133
72,0.9336319095855,-518.7274727886779,-348.93868507112273
73,0.9408753442701473,-520.2050998360825,-349.8658504751262
74,0.9360031291370803,-521.4786171449322,-350.5598382294994
75,0.9419128242074928,-522.9777367684857,-351.5000218862883
76,0.9326694545563946,-524.4842977311331,-352.4832065683672
77,0.93522949586155,-525.7476329928568,-353.26208018213487
78,0.9397369133981518,-526.9977361347047,-354.00682741038236
79,0.9335729260257563,-528.1455601411562,-354.67720443162597
80,0.9331988609397247,-529.2900334273311,-355.33944259010406
81,0.9398163480355262,-530.6313135296208,-356.139376972013
82,0.9430918775768155,-531.4598645124481,-356.5756181220735
83,0.9393511140511772,-532.5923742701373,-357.21031784347883
84,0.9384452189725716,-533.9776655890922,-358.0519972757431
85,0.9368933506697711,-535.0649083465202,-358.6618943147692
86,0.9372117558402412,-536.2456742406822,-359.3599460471845
87,0.9388935759913222,-537.2068344991467,-359.9118674397802
88,0.9458403971906031,-538.1190244298598,-360.43587610091095
89,0.9362832392623223,-539.2457593508366,-361.0847602565038
90,0.9389861470543461,-540.2471809847611,-361.65886952000966
91,0.9364043544033459,-541.3829634032173,-362.3417633782525
92,0.9384722685508081,-542.3496564025726,-362.95731185690823
93,0.938375433975817,-543.7185782575945,-363.86700413064494
94,0.9402709173005243,-544.5810197526837,-364.37688896875983
95,0.9424055396658136,-545.4482528052931,-364.9053220008012
96,0.9378407851690295,-546.3739833704258,-365.47675177366517
97,0.9353712841497172,-547.2656589114972,-366.0172582809187
98,0.9459296178824951,-548.079152006539,-366.49970147225184
99,0.9359404772706651,-549.005027029007,-367.0467707727396
100,0.9413579313473461,-550.0074139298607,-367.6722721289517
101,0.9357429718875502,-550.784808464722,-368.1102211325723
102,0.9365136621877537,-551.7953696881194,-368.71867394486856
103,0.9388784251777144,-552.6736827968545,-369.27569914832975
104,0.9314357321876119,-553.3575184635827,-369.6410563312017
105,0.9393684463539945,-554.3663144989092,-370.23653059630004
106,0.9408301529540546,-554.9575250445522,-370.58051764392906
107,0.9313360568921168,-555.8314701211094,-371.13856666015715
108,0.9392193532818532,-556.9224832294635,-371.8150652254079
109,0.937242368122349,-557.6466576336755,-372.20933007286715
110,0.935123109761597,-558.529890634768,-372.77881918014003
111,0.9415592132628201,-559.2984211473971,-373.2827786489978
112,0.9398403000423446,-560.0730465451429,-373.72511439407515
113,0.9360091329688157,-560.9069743471337,-374.24019731442786
114,0.942099766556088,-561.7040783399124,-374.74617703356387
115,0.9428597192581682,-562.63240444675,-375.3253562005083
116,0.936695768563867,-563.3652139307324,-375.75095860711957
117,0.9383181516559088,-564.192622033417,-376.23306240005167
118,0.9435872709739633,-564.928689852928,-376.65271755026714
119,0.93881754300945,-565.7910868703959,-377.1937735477971
120,0.9365930984026338,-566.4834129752317,-377.58672568729935
121,0.9425075726079468,-567.2140457290552,-378.0474138021356
122,0.9376608775407557,-567.9831369033216,-378.5123557859141
123,0.9385303242289676,-568.8316512294717,-379.0122171919419
124,0.942423512406649,-569.6623974269212,-379.52524929231157
125,0.9426854426405956,-570.4216464480171,-379.9716278298801
126,0.9388442919296526,-571.1444024531855,-380.3922438635305
127,0.939593878042902,-571.7796819019223,-380.75072288318006
128,0.938781719710339,-572.51332159228,-381.1779858357104
129,0.9315814534849116,-573.1132237823605,-381.49996107189725
130,0.9360731981639663,-573.7584225875078,-381.86561612786664
131,0.9387488494997179,-574.3712600012907,-382.19496604816874
132,0.9360224630898826,-574.9903260910903,-382.5339337832445
133,0.931353075719273,-575.6189382548655,-382.9006895076187
134,0.9368978805394991,-576.2088682254539,-383.2482609401537
135,0.9256561072462903,-576.9727449770064,-383.74550756400737
136,0.9348797046212483,-577.5201778171462,-384.0494252838113
137,0.9324058672312112,-577.9360927669535,-384.25871634305025
138,0.9336480067344116,-578.6426153643059,-384.69309337625305
139,0.940400542087035,-579.2812668012565,-385.0844668796337
140,0.9368153483023665,-579.9719215412575,-385.4894586384987
141,0.9367948562416596,-580.4955108594189,-385.7878571607353
142,0.9309858309317963,-580.9897367712092,-386.07719774232834
143,0.937588820464235,-581.5015005029866,-386.3789122300923
144,0.9446761604004051,-582.121957278825,-386.7480821446264
145,0.9405098289429709,-582.7470317797728,-387.13785154853554
146,0.9368930561052087,-583.2207279874543,-387.3940391523572
147,0.9365680762649718,-583.7960094045078,-387.74489994935277
148,0.9389582202930006,-584.4215176151349,-388.13971260964075
149,0.9347495300892085,-584.950242965919,-388.4529327780622
