episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk
44,0.9303942912433478,-5.8627394737068235,-4.954258552973817,-2.8234751055322587,-4.125050396900948
45,0.945317184314666,-5.852629200978647,-4.927746931641844,-2.8308935911235213,-4.168459917166262
46,0.9386336515513126,-5.849375809720485,-4.967832405384777,-2.814987848294524,-4.151882179460915
47,0.9403352618305889,-5.83530596432976,-4.949918621764018,-2.8115346044673233,-4.179166106332048
48,0.9377459537828802,-5.8491987746463,-4.988093162890358,-2.8059957562794007,-4.224309340947496
49,0.9358383765393069,-5.874280630410434,-5.020773606289368,-2.821135212133779,-4.225107632919529
50,0.9394818714849826,-5.842322451816253,-5.048293474185531,-2.728995672536646,-4.199522117588755
51,0.9324393091268297,-5.896447235915409,-5.148409992272546,-2.718261672352465,-4.243886305148962
52,0.9354614431244521,-5.948245391727652,-5.159166364190042,-2.718754400190826,-4.24404603350574
53,0.9360771095736503,-5.988520555031432,-5.170628194832385,-2.7651179193771127,-4.257395958054366
54,0.9419372101320014,-5.977220213832681,-5.150736886589232,-2.8250748151023157,-4.292059014718946
55,0.9340044411547002,-6.007539842746028,-5.156083630007552,-2.797324163322703,-4.285194187755713
56,0.9345707795313247,-6.092323604601686,-5.213606263037003,-2.8647526409167936,-4.328831118161139
57,0.9364797301367388,-6.142740595813185,-5.208464190207618,-2.9175330821705474,-4.385977404891075
58,0.9419720506207641,-6.133906208172545,-5.20665129478112,-2.929149299809658,-4.380776891824255
59,0.9421016707718788,-6.1006218583537875,-5.2263577424387995,-2.939317779436484,-4.368837619824569
60,0.9376299376299376,-6.107954108872524,-5.201695937455124,-2.9874621120082647,-4.412325606125717
61,0.9360730593607306,-6.196233135077651,-5.27406422120802,-3.1363730282935047,-4.497620726799895
62,0.9397118975635782,-6.156566612456889,-5.246617960159305,-3.0943106866385963,-4.461409224617896
63,0.9351730700606637,-6.1619945090492125,-5.250820176177992,-3.062951438211331,-4.499760416314599
64,0.9331653103364509,-6.224157965257522,-5.295217395259681,-3.1520659698280133,-4.547742242700883
65,0.9373933862038006,-6.241413455888268,-5.267957615404478,-3.2364473324461365,-4.607626349499411
66,0.9389111434814276,-6.25099425078263,-5.333934197938395,-3.21156507319434,-4.5988820774869135
67,0.9345005332385353,-6.222953080809492,-5.294089257233826,-3.193111982922516,-4.6225031814294955
68,0.9406198532714478,-6.191160376525245,-5.283251150789054,-3.20741192421026,-4.638492915993672
69,0.9376086305064429,-6.232694106307452,-5.314769226986545,-3.2659782603472456,-4.623697376349192
70,0.9384208650190115,-6.241835829515591,-5.3203036688132554,-3.2454504251429395,-4.632483923868206
71,0.9374285886102591,-6.279169340900752,-5.3244765177719815,-3.3244223846103136,-4.633960506974751
72,0.9401617250673855,-6.291958980573731,-5.335807961104586,-3.3706605471456847,-4.653019982445678
73,0.9429571355927133,-6.2596711241863705,-5.320564873095745,-3.3494089184731446,-4.6580955087209555
74,0.9437153254190778,-6.2202333211118885,-5.301797008802843,-3.265645392098348,-4.621164876307521
75,0.9454811562385657,-6.213404479655889,-5.301035869328996,-3.2771100440804934,-4.632191756089987
76,0.9391246523999517,-6.158654781055486,-5.257605858160742,-3.24580228817152,-4.628732906312877
77,0.9399994035726001,-6.172149122755797,-5.282642281252447,-3.2636658932026084,-4.650283194204878
78,0.935455322265625,-6.2327634762224395,-5.308920852057556,-3.288839130292971,-4.6617414623917
79,0.9389046213171055,-6.23171637472255,-5.340030016921509,-3.2307883148039895,-4.679511357521409
80,0.9447008725171973,-6.160097887087669,-5.268847122449576,-3.1964264520028416,-4.675483223961092
81,0.9384656925984819,-6.168958521018811,-5.283271795870676,-3.2141263089836136,-4.666469964075947
82,0.9431957989497375,-6.11952949378447,-5.259979847084273,-3.189870286611235,-4.643043657486091
83,0.9388511796190533,-6.151458043590124,-5.304608401295065,-3.15513301806133,-4.6261302719473685
84,0.9343969520180974,-6.176038108652769,-5.318103666107951,-3.1836981632332013,-4.651694471767825
85,0.9457936079630629,-6.1802489794468976,-5.335433200664575,-3.2223752971265185,-4.642655225308575
86,0.9451447734826481,-6.119883785870407,-5.315439570060937,-3.105825901334803,-4.588384491172162
87,0.9409191023275195,-6.137755398789298,-5.297997158328404,-3.1250142729013377,-4.592951675971536
88,0.942109055969253,-6.175878710021843,-5.320075615613241,-3.1368416036542373,-4.594503766672492
89,0.9392557022809124,-6.193507117515696,-5.327604616983645,-3.161959826994279,-4.626618251894348
90,0.9432788264999399,-6.211557958042382,-5.323898823302153,-3.1799061626918403,-4.653634212274917
91,0.9401884968583857,-6.26315268272378,-5.352397539553096,-3.2434331612038347,-4.688171615114784
92,0.9385722024920243,-6.281321455503468,-5.359532128840291,-3.2513967719331855,-4.71157564828516
93,0.9430504820647942,-6.300862912549401,-5.382532395067176,-3.2407836636555585,-4.716895658925816
94,0.9419759065318724,-6.314759763699132,-5.409034562266395,-3.2620418826532203,-4.73914411244987
95,0.9424882272520128,-6.319882551614264,-5.389377334118094,-3.257523001367341,-4.737941364910882
96,0.9411358173076924,-6.3022610323587465,-5.368209122300918,-3.2313658688558062,-4.741230363432388
97,0.9434179090936583,-6.282950318669566,-5.356757832339326,-3.1969202385441413,-4.742628685980291
98,0.9354896301365787,-6.298958467989172,-5.373670791147317,-3.2063344578830497,-4.777267256334845
99,0.9436024178900039,-6.3306214261294915,-5.384106361993066,-3.2197203613701753,-4.782910480269714
100,0.9397224891878905,-6.332201165174872,-5.384270235065389,-3.203421105261037,-4.7487740347880445
101,0.932923336649483,-6.393739177691797,-5.448245412181,-3.2174702448730916,-4.788090760687071
102,0.9433698369241756,-6.422147877182028,-5.449557645376728,-3.2940390386404075,-4.848611373198551
103,0.9367240089753179,-6.4743949033049,-5.45649480819558,-3.3118019692386946,-4.89683301710383
104,0.9379209632234606,-6.527713076829314,-5.505513534239125,-3.311258352405692,-4.877739368878974
105,0.9445109183368232,-6.522906964346398,-5.500657148418728,-3.3171985318600803,-4.870066958490025
106,0.9416014629612974,-6.538604221805867,-5.5117269231051695,-3.3089905334645735,-4.879466837025695
107,0.9336520866536804,-6.599787943753526,-5.597630595449371,-3.3612817294456128,-4.95528029446081
108,0.9397374701670644,-6.622195801247455,-5.598422551565223,-3.3022718862104807,-4.934377811717479
109,0.9360520945864842,-6.707665433908864,-5.6575864477778985,-3.3660819951443206,-4.995150051531731
110,0.9422143670241447,-6.747258580317054,-5.682335980499336,-3.362977064628806,-5.003567963706406
111,0.940636805180788,-6.758801873483015,-5.727708387809886,-3.357404613374435,-5.029104322958894
112,0.9397905759162304,-6.800035556772533,-5.7395678372472965,-3.37180980774863,-5.049048959029373
113,0.9426266382749002,-6.748809480783158,-5.689693866693809,-3.3175108314541593,-5.037441407119737
114,0.9457077543163087,-6.711780109447302,-5.6773686771400005,-3.2665370703616032,-5.016388247403554
115,0.9380111024891065,-6.739580513161369,-5.7237503800976395,-3.308420006152062,-5.039375022330203
116,0.9344644243981122,-6.764487681498666,-5.7385972075032985,-3.3365570840519223,-5.071770854464272
117,0.9474861686368171,-6.723114164522059,-5.702329971854616,-3.2720081335995186,-5.0619466847020975
118,0.9438821615759986,-6.718950047015733,-5.695414236660251,-3.290237255801438,-5.083124481200799
119,0.9325027835454847,-6.74990192310491,-5.756355266671026,-3.2772011810404944,-5.066237319778939
120,0.9355277555969598,-6.7675814334466855,-5.751272473010408,-3.3355860083898787,-5.083020319403411
121,0.9324416907449882,-6.769942627088905,-5.752741176216286,-3.36672411233169,-5.092667297975567
122,0.9412796853728634,-6.718360163622372,-5.716891584513085,-3.3419249122405232,-5.079408995966249
123,0.9411198073449729,-6.734245307564689,-5.744279734133022,-3.3508918725636843,-5.08153789257289
124,0.940728624535316,-6.712082408590689,-5.739527512681109,-3.3731419505014304,-5.093956417257723
125,0.9441610657705233,-6.679547682197471,-5.722874886724261,-3.3688740256431053,-5.098770672199697
126,0.9458457860131501,-6.628964158913769,-5.707056737592409,-3.3757915080818193,-5.102750338871701
127,0.9377272863883629,-6.636333388616537,-5.69971102527287,-3.380800717166213,-5.1331413689929954
128,0.9460937267837508,-6.631792340607739,-5.714535694665717,-3.334789180972763,-5.109068872812835
129,0.9420333114440929,-6.627333009124479,-5.708162976262686,-3.3432975412104846,-5.11702821762898
130,0.9418211460660588,-6.606943288914998,-5.674075497964771,-3.3652469405432544,-5.121343544988537
131,0.9329470445924555,-6.658919470534645,-5.694725323521761,-3.41502901397239,-5.1770681035138555
132,0.9425659472422062,-6.675067442043745,-5.703963482102359,-3.3824863547458404,-5.175213533382892
133,0.9393605620385806,-6.734621074660716,-5.740573388328725,-3.4190508616052466,-5.214886833407245
134,0.9406018211421335,-6.773969801923354,-5.780493585520129,-3.4149136016343458,-5.237052747018745
135,0.9414245968827595,-6.77920343359687,-5.7982587537497805,-3.3957020063715926,-5.237855870930541
136,0.9353157847453059,-6.787937158507368,-5.813510955894994,-3.443628117379544,-5.261802731413238
137,0.9419791136778479,-6.805444136435401,-5.825132923205436,-3.416581807734039,-5.25904042391867
138,0.9390888875533385,-6.823799643690915,-5.840586790923297,-3.407539449987424,-5.251606887419516
139,0.9368512891482896,-6.816725372660517,-5.843259257032183,-3.410647302872843,-5.276988975637367
140,0.9358563569312617,-6.850761713887531,-5.896195309576353,-3.4408569838289313,-5.29904682378502
141,0.9377981870229007,-6.87287096554104,-5.925300184553648,-3.4546541280166387,-5.334547463435787
142,0.9454902895269868,-6.843715494991276,-5.893953295741115,-3.4045797029358624,-5.304889179496234
143,0.9372590046330892,-6.8749408810618515,-5.911113234660589,-3.390208082211442,-5.30930897454804
144,0.9348168863237438,-6.890445876559078,-5.912190013318627,-3.3949379990825244,-5.331416068146476
145,0.9427147079017284,-6.880060029312152,-5.902537862104506,-3.4243761085309443,-5.350059522336576
146,0.9416159546906068,-6.89618467903432,-5.920109005448294,-3.400615593690526,-5.349828951625082
147,0.9332115367336548,-6.959035182820172,-5.984719557064551,-3.4002024029354527,-5.3449761295961435
148,0.9409429877315372,-6.964735441133287,-6.023703107064233,-3.409453619058544,-5.360528241316073
149,0.9387428977272727,-6.9864597444792365,-6.026391119607081,-3.43711437681301,-5.36024031842073
150,0.9410346075003014,-6.9963240104100555,-6.055134484554108,-3.4139165776532807,-5.363184820091862
151,0.9410188474739568,-7.041764614025418,-6.10054474179267,-3.422302638096027,-5.377877038696695
152,0.9488306293832586,-7.005978669309755,-6.069132456406412,-3.381635354370003,-5.367856462718332
153,0.938831552899994,-7.002287183678669,-6.072485297226739,-3.3514470591235868,-5.341510668148476
154,0.9389500855419155,-7.026831637688411,-6.082152645951986,-3.360636317155093,-5.35791216546715
155,0.9417716971529503,-7.03862442725573,-6.091593747101016,-3.336523611994666,-5.355482978329807
156,0.9360832736816989,-7.048798956795055,-6.09891037930603,-3.3610417334465765,-5.372184874775929
157,0.9459279644358424,-7.038170853868525,-6.09787995118597,-3.3818616832191166,-5.376205759816441
158,0.9429011413732713,-7.0229991675922685,-6.082152690346941,-3.4205138636268635,-5.399366038016579
159,0.936860426732287,-7.030389997421923,-6.060674837943893,-3.467270443449365,-5.433040568184344
160,0.9402025301241023,-7.032206035594105,-6.084268656335318,-3.454505327251125,-5.451792125415894
161,0.9368446210378514,-7.039306020162574,-6.085916402475988,-3.457171275062656,-5.470545012307011
162,0.944673054395819,-7.023262924801755,-6.0673301002056155,-3.410746998881154,-5.4510035377159305
163,0.9458233173076923,-7.035779587724489,-6.093914834100535,-3.404069691861461,-5.46674237705589
164,0.9391794625719769,-7.067588044185841,-6.130464925379919,-3.4146251390864837,-5.509450582802758
165,0.9429850925703294,-7.071518356044097,-6.121229703832846,-3.4325169197683345,-5.526933633917401
166,0.930770141478719,-7.131882748729782,-6.165564105804153,-3.4642072005345375,-5.56787383046238
167,0.9406478074672778,-7.123801535379749,-6.144204061552588,-3.45980780146313,-5.595103096169462
168,0.9364228949013305,-7.159809439890617,-6.174924368029387,-3.5270375452871656,-5.640910829045969
169,0.9430470286702033,-7.179116579401889,-6.199263849710824,-3.507183816343115,-5.636884200542168
170,0.9353645071767479,-7.2008164549386136,-6.22869437234972,-3.5279971007693756,-5.627998729776488
171,0.9382276941784465,-7.230569131366178,-6.241394680445035,-3.5526575463249164,-5.658218022108991
172,0.9421016297986013,-7.214163097625677,-6.236654540090853,-3.5322888146287514,-5.67372286403286
173,0.9422900582719556,-7.2331072271217405,-6.2579912610562305,-3.5548131020082225,-5.700321666101997
174,0.9403021075165073,-7.23981701005653,-6.270228083737273,-3.556729538001086,-5.719468403529409
175,0.9498144068563841,-7.20060414782178,-6.236869401994577,-3.5035697005287036,-5.691636909449031
176,0.9404846969155651,-7.200618500571333,-6.232176657618112,-3.5513886547161375,-5.707475416172443
177,0.9422534793317309,-7.195792213319901,-6.23727205411934,-3.5599968580577066,-5.734324178749033
178,0.9422212965993276,-7.209062672507794,-6.24673936196059,-3.5958186944022805,-5.767523331473389
179,0.9447568940493469,-7.189217216835559,-6.2198333675016935,-3.570665654119187,-5.759412752922776
180,0.9428716782379698,-7.193432831722179,-6.230237268514784,-3.5329674262549737,-5.74088457308513
181,0.9398135739599154,-7.20776598135886,-6.257382604598437,-3.527592642088035,-5.754049998513626
182,0.9370255245382271,-7.221938469075606,-6.2947154410491155,-3.5246289296832236,-5.755510040902767
183,0.9337903662276745,-7.255230430291462,-6.333305723889059,-3.562849978420954,-5.772689891716276
184,0.9420067873982642,-7.242348338982484,-6.323406884663668,-3.542472002486941,-5.766402918750947
185,0.9331226183794642,-7.266288075325091,-6.320098839606127,-3.589952539036909,-5.802478445407728
186,0.9382990884750759,-7.279150663078886,-6.350667638186682,-3.6020144551016218,-5.812807340938415
187,0.9407420484302822,-7.269664571456658,-6.380387299629336,-3.6005937721368317,-5.811106750342725
188,0.9410972837142515,-7.261748675494879,-6.398163624573775,-3.598004936825301,-5.798222249574035
189,0.9352715141044354,-7.298559964826547,-6.4292015842571235,-3.5799350096696547,-5.7966007720352355
190,0.9417650770756333,-7.318709575968212,-6.466831420412236,-3.5560268738894973,-5.783455973622905
191,0.9389614699936638,-7.3335127328399645,-6.504861959315919,-3.549157851803975,-5.784217578222561
192,0.9347325540205456,-7.376898544791382,-6.533627534225929,-3.6041273666857596,-5.837172787101933
193,0.9398314203730272,-7.398069987151707,-6.539247518360957,-3.6266715597160246,-5.861710782007464
194,0.937244201909959,-7.430832995902,-6.570732366253316,-3.6459878414946605,-5.8688530336752756
195,0.9421149273050179,-7.4250630045535555,-6.554115205229651,-3.6887948893343805,-5.870564278724402
196,0.9374069441962957,-7.451774195730544,-6.590773998738021,-3.696934149400182,-5.881458475700101
197,0.9372090211016385,-7.4831180386803,-6.607268647770566,-3.7450966379840405,-5.932526746687127
198,0.942560698481043,-7.466697242544045,-6.591877381696239,-3.724087133128889,-5.934324070027858
199,0.9385838363020756,-7.485157004376801,-6.619904214640274,-3.733762085799082,-5.936846471641743
200,0.9391481930920177,-7.517940033675897,-6.64383972734315,-3.785331584402253,-5.96915016813081
201,0.942854574331006,-7.502869270056775,-6.644914821489888,-3.792954887119918,-5.968637281076748
202,0.9394811806776169,-7.510996811464482,-6.673812131932239,-3.785782972319817,-5.962817318034662
203,0.9431729205565259,-7.471972903693169,-6.653589153128901,-3.7752259701197417,-5.954455369803918
204,0.932314734995987,-7.508378113346548,-6.668858986521903,-3.826837768741155,-5.9752741599193415
205,0.9431322674418605,-7.463086498018951,-6.657910117562478,-3.79073729617625,-5.946328888176603
206,0.9332752508562159,-7.469109370295441,-6.669609715453964,-3.800907183820339,-5.962512138128778
207,0.9428690699824075,-7.4523572232441335,-6.675058558322901,-3.7875138635106294,-5.966925622840782
208,0.9411817744650156,-7.452432311253129,-6.687458314814272,-3.800150398251955,-5.985298342038171
209,0.9415960766830138,-7.459110937325175,-6.683389605134974,-3.808940769189013,-5.990646574281901
210,0.9433661340314766,-7.457054559915814,-6.685879384428303,-3.8039726240710108,-6.0033056486544245
211,0.9409889316650626,-7.453388522229945,-6.69274777856657,-3.783883586215018,-5.992389066481676
212,0.9367477975212781,-7.5005146078263545,-6.744674676824318,-3.8326477965704693,-6.018783263461853
213,0.9439243951311421,-7.4888126141520175,-6.753856238641359,-3.8209122119774204,-6.024407473168741
214,0.9451426529275121,-7.47103491525602,-6.727246246899538,-3.8089046010871392,-6.026400276494375
215,0.9390041368481444,-7.480214252359322,-6.72741834744378,-3.800806660837709,-6.036027513093474
216,0.9357764985985956,-7.514843612560276,-6.76009927216516,-3.775400378040724,-6.019553635524631
217,0.9447646933235734,-7.507605360371309,-6.753906085992327,-3.81078000214691,-6.034182331411692
218,0.9364092397344628,-7.51982925721642,-6.774089389938837,-3.804620962367305,-6.045221167018369
219,0.9407492239534674,-7.505377451613591,-6.768845426697694,-3.7840351387650286,-6.033195524688195
220,0.9416108792891237,-7.507740716121597,-6.779863959890027,-3.76947449302174,-6.014057481730213
221,0.9436779494726515,-7.503232456709623,-6.765991720746031,-3.759024890261639,-6.019959259904335
222,0.9399654391610058,-7.495796421820736,-6.778911264012749,-3.7541366872729225,-6.024177804863019
223,0.9446171151170707,-7.48370842581497,-6.761965690488574,-3.758440424902058,-6.031037898418014
224,0.9418917719459156,-7.488138083185053,-6.775194670827611,-3.7640410101771735,-6.026616444097552
225,0.9382989551836661,-7.507375438549572,-6.781808750953666,-3.766557764958609,-6.044284827509178
226,0.943382020780003,-7.516077585567926,-6.7951945568752,-3.768887321068844,-6.0436019637977845
227,0.9427598362859618,-7.519647201357786,-6.805001373668205,-3.7761848662703392,-6.058317460718342
228,0.9370183758150563,-7.546778341176236,-6.815073813545434,-3.7937752900352555,-6.072596060419602
229,0.9406870319743255,-7.545936607799005,-6.8199654742734115,-3.808172721933179,-6.083942574551046
230,0.9344722537482827,-7.5468830697707086,-6.8222543122206565,-3.8191641673654106,-6.090067702516732
231,0.9396886573725572,-7.560792002881208,-6.827250022917498,-3.822340533187819,-6.090621364179768
232,0.9370325118455166,-7.574338793212518,-6.831223013733003,-3.8319937745248938,-6.108627638488146
233,0.9299899942391073,-7.598291174291269,-6.841751056056343,-3.8771494907945296,-6.154284571673055
234,0.9379469298504817,-7.638525549485089,-6.862030989606707,-3.8910634602528096,-6.165647037582341
235,0.9465600673258995,-7.646077773880128,-6.8845177676554865,-3.8305822048073304,-6.150041078627348
236,0.9398275655610107,-7.652705863674166,-6.887570907212456,-3.8506079414589913,-6.169241133698052
237,0.9474339886360184,-7.626733137078805,-6.893436668658716,-3.8506747588670978,-6.155504034374218
238,0.9484308992154497,-7.613970315993347,-6.8887673876083975,-3.822769750546633,-6.1610669047830475
239,0.9491040281463371,-7.594057464892291,-6.892637812153498,-3.8123482339114068,-6.16802459470245
240,0.9372234595397179,-7.598274370944446,-6.910186828248122,-3.81585355631147,-6.172149083349707
241,0.9374758551008885,-7.597140145091097,-6.9167064385016905,-3.821390151089596,-6.166769256401829
242,0.9407496612976065,-7.62465619462832,-6.925031950089825,-3.860069432255299,-6.187484296662841
243,0.9391439643024895,-7.62749637929429,-6.943036032438705,-3.85500123396283,-6.199346865254022
244,0.9427181514138036,-7.605488741097742,-6.951781492846105,-3.831042164279126,-6.193760642268242
245,0.9403613921609353,-7.6168548067745085,-6.978364659718404,-3.822195606789504,-6.183409233852692
246,0.936533157452932,-7.633719672084565,-6.997058664982211,-3.818499252605532,-6.18658390922892
247,0.9408070670953397,-7.643179665519685,-6.999561629027917,-3.859193200188662,-6.220280168613083
248,0.9433399008896054,-7.6376820823462,-6.998618434476735,-3.870480355486252,-6.232648134111124
249,0.9387541493465714,-7.671913712555165,-7.017501320183719,-3.8739627952829525,-6.240390461942138
250,0.9414582705634227,-7.697109030603492,-7.029687144471304,-3.8835021965339425,-6.251243572431551
251,0.9424642825185672,-7.695309277925076,-7.04137653558529,-3.909291503338139,-6.261490935684449
252,0.9434969288568191,-7.7157103029889065,-7.069454180018867,-3.936192262027648,-6.266956248154316
253,0.938871800997402,-7.71963712995791,-7.082356576248862,-3.934618330710912,-6.262088309239388
254,0.9395147006730429,-7.731750214676425,-7.093153349129175,-3.9466756797264,-6.268835431930907
255,0.9350965824665676,-7.782977258408223,-7.130030910983471,-4.000409333763076,-6.290967446156387
256,0.9409293855011162,-7.798171165052966,-7.151342426011719,-4.01852821694053,-6.301527385698773
257,0.9325580700128546,-7.8275568626471355,-7.174004829550316,-4.049164855437479,-6.330056196614383
258,0.9432033434559066,-7.8168461657145265,-7.17278775560677,-4.066896814515256,-6.344208182947355
259,0.9394445604510336,-7.800145222046664,-7.171773131316067,-4.034596948425241,-6.327277892460352
260,0.9342792685822845,-7.8286391520982965,-7.198239210905786,-4.086431240646215,-6.362994274285322
261,0.9462787631831256,-7.829013473591586,-7.203091557450451,-4.0676831723037035,-6.364875134832519
262,0.9476143409111331,-7.8250819540646726,-7.204248496823183,-4.057979427302152,-6.3585232768818765
263,0.939568172970383,-7.840340474331995,-7.222225832308184,-4.062512418320684,-6.374316415843369
264,0.9382037654265382,-7.874159565296334,-7.2809631367223675,-4.04649411391899,-6.360576154157571
265,0.94151379589876,-7.87677741859644,-7.291433486362328,-4.036930297735756,-6.345073179539893
266,0.9417446783137559,-7.890261166293104,-7.2880514538846795,-4.0589823324486565,-6.353319024172935
267,0.9422840154950302,-7.900595208562569,-7.289854257128753,-4.059464739385853,-6.368631098630304
268,0.9398690865813746,-7.88232347462105,-7.270250368534699,-4.079543333588034,-6.369414014566053
269,0.944893196912583,-7.881472235482372,-7.269006680211904,-4.0657357092040725,-6.372466580511301
270,0.9411071137043867,-7.892842400526775,-7.271605185525365,-4.062674245581908,-6.363523656795126
271,0.9442726317369764,-7.889362046183183,-7.275414239654551,-4.076982825665114,-6.381172665140244
272,0.9513255883229074,-7.8560414694308225,-7.270003276551204,-4.025331396303842,-6.348350739387645
273,0.9411957950065704,-7.880133427057955,-7.297948271146234,-4.025774308742945,-6.339142245460506
274,0.9394122444048446,-7.897169265593131,-7.3240315406040395,-4.079190464494794,-6.368210500216196
275,0.9440108075652958,-7.883621070228561,-7.333115491360838,-4.07120572318891,-6.375304229720662
276,0.9377279601458945,-7.900829216384441,-7.3550392567055445,-4.095061044033496,-6.396188251883278
277,0.9364277601769383,-7.931152027803066,-7.362824843221089,-4.104743202239188,-6.407241618753383
278,0.9470555010553227,-7.932049447126459,-7.358504103015206,-4.0847833807684735,-6.40220569455844
279,0.9438974887158826,-7.914861748793969,-7.345537921232494,-4.079782684200858,-6.384150644150708
280,0.9428126123965951,-7.91526139782126,-7.356350718156304,-4.048948058968883,-6.371379053498016
281,0.940470503940769,-7.9412566557849065,-7.364612922625358,-4.085280119318958,-6.40591121092707
282,0.9415925505879544,-7.9582080972489795,-7.369160328228323,-4.09085971718668,-6.419241198624804
283,0.9471770744225834,-7.930375064676116,-7.3544208487302845,-4.0802212667335604,-6.427499712631501
284,0.9432008618625808,-7.934195786938239,-7.358591888779552,-4.092789767149988,-6.4345995788186
285,0.9354271581393963,-7.964625610566995,-7.397426475561848,-4.114270795124696,-6.4434959659579265
286,0.942065038213697,-7.962055773355077,-7.410701401082479,-4.109623424483979,-6.45415896445014
287,0.9417902904539643,-7.9629874876829225,-7.4256640027087055,-4.102632380901947,-6.460382110729661
288,0.9496734419825429,-7.945964718785805,-7.428182213245264,-4.087313424412548,-6.460650567670272
289,0.9403529763685312,-7.930382123845222,-7.4188777521113165,-4.074973076400911,-6.466641008967433
