episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,station_starvation_count,time_of_day_fraction,multi_horizon_starvation_risk
137,0.9052106767191586,-140.03934230481505,-60.92282217020567,-43.97201407201924,0.0,-9.194195170916194,-70.30056999510923,-38.12331281801354,-5.14862149066894,-72.8333921998855,-113.2407767714998
138,0.8982826551174471,-140.3012340194603,-61.03985177712313,-44.03285622251282,-0.0007492965034686663,-9.220747507248618,-70.46161300198916,-38.236166521630956,-5.208667333396874,-73.0615425237643,-113.43166544527264
139,0.8980618654916788,-140.4886875652579,-61.0866692456121,-44.10811768461177,0.0,-9.200825519256625,-70.42526809165068,-38.142267352805995,-5.182454210904316,-72.94897854245528,-113.54292790529651
140,0.892889397314709,-140.73902251118506,-61.20588707452615,-44.181996062145416,-0.009660668757818864,-9.171184683471102,-70.62854670154495,-38.301763494156965,-5.260156589238592,-73.15628110771907,-113.73254224704772
141,0.8868274582560297,-140.78530897059161,-61.15235519459467,-44.24254027914982,0.0,-9.12351852144788,-70.08157542585333,-37.71744042586629,-4.95853746450669,-72.73007743220036,-113.6628403617488
142,0.8994667313052963,-140.99909968600474,-61.22450024274535,-44.30046483934971,0.0,-9.139488395958605,-70.21847999579771,-37.82375201824122,-5.032440954882712,-72.72637859098874,-113.81646148735227
143,0.9045646889349059,-141.2655960370914,-61.36050849890495,-44.35704283545821,-0.0008992099499840014,-9.172530762119553,-70.32669504799756,-37.92106611375108,-5.086070773969213,-72.77810351026316,-114.00817150313785
144,0.8937856411756104,-141.37024247462776,-61.366027152737416,-44.41297166205583,-0.004145471400195844,-9.128275717480438,-70.02525083173344,-37.59075678598741,-4.909002179926766,-72.37572393233435,-114.02390505429082
145,0.887461428910515,-141.61790831283764,-61.47905038119389,-44.4684990973046,-0.00923821051707472,-9.13368650558035,-70.25101889506657,-37.77035173786322,-5.048318538363458,-72.427812406007,-114.22256405414674
146,0.8859947604565027,-141.7606940554946,-61.517243780384995,-44.52170095662024,-0.0012612283308578935,-9.111992787471461,-70.11084610662628,-37.591951171384345,-4.9627664077029685,-72.29261874361093,-114.29439194040792
147,0.9095142439737034,-141.90598233425322,-61.544279099016805,-44.5721884773747,0.0,-9.084593227762788,-69.99263398759713,-37.44499106556412,-4.889649066523801,-72.08280271889306,-114.36180896205059
148,0.9118421450836789,-142.1329393925002,-61.64430325302593,-44.621208958505555,0.0,-9.083927483510614,-70.20251047797431,-37.63068124174154,-4.989144381888379,-72.16078749849109,-114.52986824393861
149,0.9148153730218538,-142.2010154856863,-61.604956913079626,-44.66295640034617,0.0,-9.003092105587669,-69.66580969199926,-37.05218705281127,-4.702793887785509,-71.67666054780265,-114.49006569541048
150,0.8911214253630783,-142.5181191039027,-61.77011341740881,-44.72961323012818,-0.0031584078368154063,-9.052248945634975,-70.27471942421515,-37.63102298890187,-5.036284095254811,-71.97158199571778,-114.77668387655648
151,0.8925808192886703,-142.68242772892395,-61.804052165600666,-44.80544598592679,-0.005729442123862009,-9.054104092018118,-70.13650934535121,-37.465491250143764,-4.928441802373748,-71.80507645632079,-114.84440865991526
152,0.8956879584898909,-142.78389052254238,-61.810868011590564,-44.858448349644014,0.0,-9.003962438022302,-69.85238524855842,-37.158542289635434,-4.777648385335446,-71.55212944683198,-114.8657292729165
153,0.8915702779628172,-142.94800012591227,-61.86547049779844,-44.90886659553695,-0.0041981715223758246,-8.986240150924434,-69.77491356034878,-37.053267987720396,-4.725206096173641,-71.37560835067816,-114.95459465733096
154,0.8967009685230024,-143.27643102160206,-62.043597172992,-44.97165202369877,-6.166382020010298e-05,-9.024842165431973,-70.3420908480084,-37.58624894057117,-5.005323567877045,-71.67515964265013,-115.24777166997993
155,0.8916196737130967,-143.47435237216612,-62.1270090560982,-45.02906757007696,-0.0036388285272430563,-9.034457629578249,-70.37008569970992,-37.58500701854145,-4.990215660903039,-71.6982810297173,-115.37159516017326
156,0.8937082792158758,-143.65235682282565,-62.19694626581563,-45.09445694499993,-0.0010853815165805492,-9.046472606348937,-70.49882715837653,-37.68956421259102,-5.0266396083410365,-71.82062997489646,-115.48937055435513
157,0.8984474885844749,-143.7224570290414,-62.18442682640523,-45.15560769420068,0.0,-9.036023072510798,-70.0571198886351,-37.223953005502054,-4.784627893036426,-71.52865289491916,-115.462228175977
158,0.8956571291464219,-143.90015250183131,-62.25670946232791,-45.21213565383293,-0.0003533345196327798,-9.061100879583032,-70.10216974633984,-37.256156544824385,-4.784407830070579,-71.50192777590067,-115.57477331264569
159,0.8954617906228384,-144.00092235843442,-62.27167521734969,-45.25752609844869,0.0,-9.02204837523079,-69.89882790697563,-37.045727636735975,-4.648049083433801,-71.46648098755712,-115.60034473494039
160,0.8927633366542885,-144.3129611149939,-62.43811873906381,-45.31135572544996,-0.002563545685637318,-9.093029769468377,-70.56888171603703,-37.68514898157833,-5.008905102507025,-71.98284550484945,-115.89993598224106
161,0.8779760110903502,-144.47144857697222,-62.47678522120286,-45.36652322240799,0.0,-9.101733318972427,-70.50070324021051,-37.59384693000573,-4.968773769329171,-71.96451597496007,-115.98992462270482
162,0.8999358171093248,-144.647135573346,-62.54814872784924,-45.41928848426108,-0.00196641536801526,-9.104616159780306,-70.44549154673916,-37.531778262561154,-4.9198760972332005,-71.9070172048044,-116.09991767435282
163,0.891959722094696,-144.77885870620204,-62.595820289466815,-45.47895397660079,-0.0006010326465441148,-9.105466331170824,-70.41996616115156,-37.48468496673124,-4.888266962179941,-71.9014583840261,-116.1726832037639
164,0.8921817412845146,-145.01136688458763,-62.704059255574975,-45.52970950054965,0.0,-9.11777646165425,-70.73121393322971,-37.789214209791574,-5.050055318305572,-72.08203461256275,-116.36417990392856
165,0.8842489537886208,-145.15346381345842,-62.73542368408855,-45.58160886216602,0.0,-9.115801638649362,-70.7316535460171,-37.75818879704666,-5.017401222157725,-72.20000518831833,-116.43809761386225
166,0.8869883567398872,-145.13860218285035,-62.66946469207475,-45.63148293874505,0.0,-9.035619061636105,-70.10458351239772,-37.11343201793406,-4.653540113947813,-71.82411482589731,-116.32359919097635
167,0.8973039658181381,-145.2629517967516,-62.71249497058103,-45.668845070916255,-0.0010631890781337453,-9.006132423080146,-70.04162759549409,-37.02279915560513,-4.621663975644366,-71.7833057660251,-116.38103475490755
168,0.8975156216983126,-145.36926777657263,-62.74545910823262,-45.71128763595672,-0.0004101200774656304,-8.963998425665606,-69.8197720863358,-36.78077363306569,-4.483090367249747,-71.6466149727006,-116.41461126798876
169,0.8940608024969239,-145.5224591307795,-62.79784076800648,-45.76008445857639,-0.001492276311837838,-8.94539180874568,-69.96338923176836,-36.90675121377973,-4.530878019768236,-71.76735503986436,-116.5152038762044
170,0.9025107647522591,-145.69327263652104,-62.87154068962631,-45.800270655971936,-0.00046220506017138473,-8.940467794086247,-70.12553411025074,-37.05495141899911,-4.5921401956660475,-71.84963610319518,-116.64853183428512
171,0.8962799017675772,-145.73865038355518,-62.855432095942355,-45.843825671415445,-0.0004376954928678635,-8.884309572470945,-69.63842977845674,-36.56295363561902,-4.324159855030498,-71.54463283545628,-116.60651983553419
172,0.8923540329205586,-145.8867899998919,-62.905541684381696,-45.88532542886189,0.0,-8.871378182236697,-69.65085819745322,-36.56272788012538,-4.312748969588337,-71.5662060838876,-116.69890550552326
173,0.8999579023334136,-145.99682236475934,-62.94120577731647,-45.92393079550686,0.0,-8.858648572991815,-69.61596193488458,-36.497668484577375,-4.271215890338511,-71.5411654627956,-116.75424466062368
174,0.8982642237222758,-146.17763324860795,-63.01083210145175,-45.962881362221744,-0.002348988610951241,-8.864118954160226,-69.85374515211657,-36.72136478614762,-4.391202415322654,-71.64545142492132,-116.89446798310408
175,0.9009997265185815,-146.28862359191808,-63.0450242933323,-46.00083123120325,0.0,-8.850099362306082,-69.8375314129454,-36.705754282481585,-4.371361448545328,-71.76744026858091,-116.96122253930444
176,0.8891637651945513,-146.39181139253856,-63.068861263439786,-46.04944589828548,-0.0027510534437318983,-8.830668029673262,-69.73032583118987,-36.58690972305266,-4.290870588139543,-71.71217261104658,-117.00420435900234
177,0.8863518738393156,-146.55561167950196,-63.14951554180245,-46.08509645230588,-0.011082082296673564,-8.823579252929239,-69.813550279017,-36.66099903128705,-4.3067213305455105,-71.73944746726566,-117.12329446483973
178,0.902539607191598,-146.7245749730379,-63.231043131787715,-46.12665696191017,-0.002186466228211278,-8.839200841559844,-70.0288583343904,-36.86781366639337,-4.38836882894629,-71.92784561403232,-117.25716922368824
179,0.8849511914145395,-146.9539992516285,-63.35356216093222,-46.16723236663469,-0.00747377012363128,-8.874460100985042,-70.4078638437809,-37.248815543044444,-4.573278861584766,-72.23705447094628,-117.46467101104017
180,0.8848227463028222,-147.02476198291467,-63.34349367687353,-46.214993413513376,-0.0026951177663660296,-8.841149483956709,-70.1306775343706,-36.96300479388359,-4.395517604995876,-72.04660957563425,-117.46229215798841
181,0.8866974147347979,-147.23304599488577,-63.43609211795325,-46.25837059495803,-0.008487569494201683,-8.863608433001401,-70.4517637237663,-37.27884519537607,-4.555606002774278,-72.25495022142175,-117.63842996283053
182,0.8945225312179526,-147.32532349350356,-63.452722605003565,-46.30021139372781,-0.0008015695963487913,-8.841524185491217,-70.27870332804558,-37.10200810979678,-4.422030521895273,-72.14372627523137,-117.65721779020224
183,0.892330207275551,-147.46036114093016,-63.502912584026504,-46.34373169099355,-0.0012779840073827932,-8.836892005290544,-70.26568392031538,-37.0712516816589,-4.375538331416072,-72.1316097430155,-117.73225740650169
184,0.8835410270302811,-147.65928316073982,-63.596107114375776,-46.37623335507996,-0.009267866215688002,-8.85704022774029,-70.51993246360132,-37.32093713301437,-4.4962416884082215,-72.3698506277323,-117.89389653009694
185,0.8905255013985598,-147.75294256225118,-63.607668594455994,-46.408152598115535,0.0,-8.836200368966397,-70.38061541495965,-37.163002644155725,-4.391320252363531,-72.33417411996997,-117.9309609540353
186,0.8931194906953966,-147.92835987003807,-63.68723202471742,-46.45358466826161,-0.004029836892307881,-8.854219295097021,-70.5824721397581,-37.36365012317829,-4.486172609930655,-72.5731813657291,-118.07253058242948
187,0.9039944779568441,-148.06509537396568,-63.74173505872246,-46.493133863888644,-0.0026738505556267414,-8.848728139711744,-70.60078843364454,-37.38539127754151,-4.480152537561096,-72.58592125540109,-118.16447224192395
188,0.8968154388480611,-148.20868626835576,-63.804285921317664,-46.51939754123549,-0.001606693452290151,-8.836019024785017,-70.68349028659154,-37.46363188469782,-4.50911206067393,-72.70770397718204,-118.27364689291457
189,0.8962272686148557,-148.3804441311033,-63.89287300620061,-46.550619868268356,-0.00555762240739876,-8.855893201790309,-70.90849325192978,-37.67878666586029,-4.611860933736641,-72.88546058635576,-118.42197827858838
190,0.9026430541959598,-148.48378949867075,-63.93028477131821,-46.58417775106296,0.0,-8.83319908288006,-70.88255964472049,-37.650090606293084,-4.571793342357156,-72.91288461820976,-118.48563633480217
191,0.8954776879305181,-148.58335457589146,-63.96478489665928,-46.61072530734938,-0.0021665799341385266,-8.83405609786262,-70.8335200379737,-37.58693382290008,-4.528092373094201,-72.92513770838552,-118.5429278045902
192,0.8886393580069469,-148.6505226168106,-63.97311890838966,-46.647515862742,-0.003840238757252869,-8.831728944841734,-70.62738175017512,-37.362529814956076,-4.393042352975025,-72.86465114926139,-118.55262525329528
193,0.887531866959151,-148.75001683959053,-64.01867271412881,-46.68494445908337,-0.00039921109539548417,-8.81178004149618,-70.5698325545263,-37.29745716532992,-4.341535425616846,-72.85934657650583,-118.60916020569502
194,0.8995601395419384,-148.80373981735238,-64.02706843674856,-46.719395075138124,-0.0028238855683394557,-8.779712441722607,-70.41619006177592,-37.139101095089266,-4.240762562525286,-72.77650375609743,-118.61555213131552
195,0.8918213016673247,-148.90807612297309,-64.07856381846204,-46.74884245650903,-0.0008459578015713441,-8.771756432980897,-70.4144490684895,-37.138207723717954,-4.216649920664611,-72.7745162857736,-118.68382235408181
196,0.8893963222840552,-148.97227307050926,-64.084253635761,-46.776035181178024,-0.002551649852130042,-8.739306813187335,-70.28144679570077,-37.00375465917759,-4.123238886864035,-72.68054661688032,-118.69814341554637
197,0.8790492217080353,-149.0875719775652,-64.13420345256347,-46.807955454395504,0.0,-8.731103278885694,-70.36456061065832,-37.076788990052286,-4.137128672748823,-72.75252751484605,-118.78324538340497
198,0.8945536011625442,-149.21667030989417,-64.19615763769885,-46.841153960643254,-0.0014952801938395844,-8.736112320614588,-70.49500360682185,-37.194337546712056,-4.187813550337336,-72.84599484097282,-118.88836552546486
199,0.8888556469708302,-149.3149909296541,-64.24328775371194,-46.87097496737235,0.0,-8.72730551159217,-70.56110765782503,-37.2547238516266,-4.192779201818519,-72.91540316161066,-118.95366228033093
