episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity,imbalance_weighted_distance,time_of_day_fraction,multi_horizon_starvation_risk
33,0.9232954545454546,-71.4003085076972,-103.7776470322173,-1.2432859122439872,-2.2480525177749793,-20.34885406735164,-20.03269163977491,0.0,-55.185252521298366,-92.33163033638104
34,0.9189360163875165,-72.68759055426368,-104.85004308332361,0.0,0.0,-21.103827515058953,-19.06733178224725,0.0,-41.42721299875419,-91.33006597661218
35,0.9149778150857417,-81.99339960389386,-112.01202227281294,-5.63234245597576,-3.5049440818623427,-22.356957245005862,-20.13307242137391,0.0,-47.475477727517635,-99.28083053870483
36,0.9176096287180718,-80.00466995436142,-110.9440605734424,-0.3100026047883627,-1.019973514872945,-22.092475620241355,-19.82099104247639,0.0,-47.477656639376576,-94.90950041713245
37,0.9161790432526995,-87.1532888317424,-116.9252070532177,-1.0482360267506519,-4.912978037513493,-22.813730105136575,-21.53733095570011,-0.6906017583412329,-63.58620443641606,-102.9226678300164
38,0.9159823872426515,-90.1555844197883,-119.4609433572106,-1.8210197509653931,-3.887406809540915,-25.33877579765978,-20.83287428395846,0.0,-70.27373105174672,-107.01876805200925
39,0.9255075606964275,-81.24361725178935,-113.18730520182183,-0.7536161971204607,-0.7484722012616425,-25.612792499442758,-20.85336412978327,-0.34137997466365444,-58.119926369927136,-95.22694969145243
40,0.9207532483084845,-84.90962988860471,-112.25291983287232,-2.2101529911720825,-2.285664608123824,-26.70065874648113,-19.08005245947551,-0.04638251517012688,-60.68898852424372,-96.76780210314811
41,0.9226188676964,-84.77933090396272,-114.19695943042552,-0.32054102517049254,-2.4302063720620044,-27.229612309857888,-17.856977804318824,0.0,-52.05946503505377,-96.35656769752315
42,0.9178723532787628,-92.25358210754361,-118.71151159429436,-6.322862854128349,-2.1639935257188103,-26.723860953810345,-18.731800424312706,-1.4894725399968618,-60.631934705387295,-103.84827543633271
43,0.92310018446279,-89.90828338278617,-118.4012396509122,-2.8572221602885746,-2.967700039880996,-26.92627367814769,-17.513931208521633,0.0,-55.73121458792753,-100.90122983662937
44,0.9246258339844924,-90.85685724279834,-118.89853234091285,-0.6827980915214107,-2.818775979633917,-27.449896387296278,-17.740771057646192,0.0,-54.39810660912143,-99.64709590655937
45,0.914565105506948,-96.90050268543571,-124.41841838958138,-3.870610249728311,-4.707037097728731,-28.695380324012845,-19.49489024016949,-1.0541170557537822,-71.14635555297494,-108.5720354572494
46,0.9187453323375654,-95.00863124267168,-124.85014260531555,-0.305241360361587,-3.948469548014961,-28.22269271884516,-20.192086920877085,0.0,-56.99077145602913,-105.7144111438341
47,0.9164681402852749,-95.90727622604209,-128.78108644916514,-2.1991646364767727,-3.84415979251367,-29.04565887270779,-20.811791247818633,-0.8359527394511527,-81.24986405736566,-108.49855019388215
48,0.9170024658687677,-99.93275380211915,-133.38722316022816,-0.6119791242944038,-7.320098832740892,-29.972114650218607,-21.522778495320853,0.0,-72.22240403696824,-109.9247213051372
49,0.9198338900424302,-99.2533624192192,-134.27907206943317,-0.06795315209807339,-5.976609072681333,-30.268871760237182,-20.733703137836198,0.0,-59.468989634073196,-108.18367742631278
50,0.9242693850468982,-99.13392836082554,-133.75949572829586,-3.630516528789031,-2.0055485198442957,-30.679757046875523,-19.098795605444636,-0.11108405718473684,-46.35057844390209,-106.20617371961751
51,0.9182461272124884,-100.82054016880623,-135.8342307781116,0.0,-1.6816038489927556,-29.292298896680844,-19.208839136541016,0.0,-49.37636805379173,-107.32790530412889
52,0.9227144486463773,-106.95387990920777,-139.10402258476293,-2.656880364762121,-1.953357067985398,-30.279539889604035,-19.37032894646831,0.0,-64.74895661932696,-112.80343214544
53,0.9231186195681633,-106.99309993659911,-138.02809327985014,-0.6079191981754493,-1.1761152262694836,-30.411228194969834,-19.961627625179034,0.0,-72.39519922423428,-111.55889431709102
54,0.9257319612887419,-102.38682530491926,-132.32262367114603,-0.35705209094177537,-1.4620137388326495,-30.284089210662092,-20.466761615672787,0.0,-58.24548712281031,-104.65382898958106
55,0.9236115271703313,-112.26447787576541,-136.64782122696892,-4.33900243299015,-8.288472056662371,-31.285507112414717,-22.025132324027968,-0.7356268322946007,-76.73896714409186,-114.82020194130611
56,0.9196983408748115,-116.82300711872553,-140.0101889684545,-4.540725812181067,-9.76977495618528,-31.97847784330625,-21.83781721062424,0.0,-77.59368213560712,-119.88449618094805
57,0.9199469127982385,-122.91805690443381,-146.29316585876046,-5.909772279827872,-10.027032070247218,-33.55831339111687,-21.893412597734756,-3.8993667149873934,-75.08696092726765,-124.39708719356967
58,0.9202837051406402,-124.68992418428951,-144.87227877647175,-3.970528643808848,-8.504815534974982,-32.26896504532729,-21.998250716015544,-3.410519376559226,-64.38854731415671,-123.86129037936098
59,0.9165107718303059,-130.1383873658457,-147.90325791527107,-11.32008105241582,-4.070168724871935,-34.04717092329757,-23.768355775284917,-2.4334803896755375,-78.70528971114764,-129.392799710975
60,0.9251264856450019,-127.91681307401133,-148.58446569673268,-2.6094010921161512,-7.91268687894232,-33.72422685500566,-24.17787346025608,0.0,-71.39347114047942,-126.07174582820048
61,0.9223401343996108,-127.16362958922745,-146.28722289125542,-1.529334208714065,-3.61633918703787,-34.66277457859508,-23.76995788925116,-0.03651062535257977,-69.23390419010308,-123.58791378859566
62,0.9160799008793932,-136.1977201423489,-152.97368579985354,-8.112011219734274,-5.397496534937916,-36.037680911270165,-25.371801058752737,-0.6935835818930027,-86.65920067233453,-133.908219673703
63,0.9319674363707896,-128.91778003590215,-148.58964348276214,-2.6522787485655153,0.0,-35.35783892921762,-23.58337143145398,-0.75459764818774,-57.96604013270184,-121.55304847507303
64,0.923490860990861,-136.44573458326758,-150.38253508104458,-2.942801265310859,-3.656702509339252,-35.340107969357085,-25.281781404770165,-0.2464198827877784,-73.72540033078928,-130.08452806412672
65,0.9253548116653691,-135.34641633993226,-151.4725056355136,-0.6646563077725105,-3.7055440020279047,-35.17241625364672,-25.219682923141416,-0.1731742853033743,-74.47831144777359,-129.89977561410436
66,0.9208091959600861,-141.24754015711815,-156.76045927791915,-7.4428592272008816,-5.83290931522991,-36.020781278382465,-25.441657185852396,-3.812126286586785,-87.66256428054639,-136.15110584309195
67,0.9172925581256172,-145.33622767482305,-160.56067082085488,-6.772857259759054,-7.224268925455414,-35.927501817415546,-27.569151185949973,-0.6240048182567356,-87.82230409449306,-140.67116019274218
68,0.9290425012212995,-145.28684949223032,-160.782462743664,-5.627596809712508,-5.1106272704987035,-36.661321580087254,-26.469696754322133,-0.0020687497413180247,-76.64977162358682,-137.77756644796685
69,0.9210019267822736,-151.9432395457324,-164.01518456862416,-6.019682357185199,-6.8047669795779555,-36.608599337617385,-28.476772444193934,-2.0743273507778768,-81.151966036417,-143.3453666309358
70,0.9252055042004155,-151.04013834769674,-161.487244064939,-3.8683684577591135,-3.792460106846031,-37.79656062815516,-29.17422355037353,-0.6678837354492732,-66.74419716490982,-140.2879464065978
71,0.9272820729900523,-154.81576278419797,-165.9457527030763,-8.099329047996301,-2.87298061289798,-39.092266386856856,-29.848595092713563,-2.5795771485574814,-83.52073536689501,-146.38522895933406
72,0.9224894768490679,-159.62906122058405,-170.68154645059244,-6.1351096795585365,-8.339230613159144,-38.635910483319826,-31.38065802873917,-1.5704367306114535,-81.0157599209365,-151.17528964042967
73,0.9176713947990544,-168.7957858146674,-176.66411082061342,-12.361099866303963,-8.830435018146785,-39.44984332078865,-31.115122969635888,-4.096548838146783,-101.04635675884971,-160.8668720804635
74,0.9339909181126514,-163.1777118514006,-171.0054080740906,-4.768877421642315,-5.605094213278845,-39.70538508153239,-30.95356426463441,-1.9248079883178537,-72.67114509910347,-151.48950250625063
75,0.9268100813893679,-166.3011909457629,-174.50521170426495,-5.454362956371024,-8.137859036080208,-39.71581654767098,-31.8487286944426,-1.4505138732932674,-78.65657164212303,-156.19350066305188
76,0.9278917768657851,-167.7649617224539,-176.69249774921383,-8.151344983386673,-8.624777553838689,-40.76900898331365,-32.37625405777737,-3.830054437223497,-89.48128490156523,-158.11578788063144
77,0.9242900320196308,-175.265976541093,-180.9800204203401,-8.418212253172047,-14.15850720648867,-41.758703170206374,-34.80456355983489,-7.153889343094392,-102.99253537404167,-166.7977501161557
78,0.9268800735181498,-177.73617738994395,-184.07345328575045,-15.167320184773933,-11.230563400982192,-42.96876043380055,-35.44329751075757,-5.223189446625639,-110.65853497543618,-169.10034588694788
79,0.9255840697252149,-178.8926366787533,-184.38958127658225,-14.55350179343061,-10.844878990114806,-43.664979519830965,-35.72130047655239,-1.3099626201998338,-100.37100043637486,-168.38692419014822
80,0.9284178462641104,-180.9724489661247,-186.6064574960109,-11.40193544298197,-9.909136796007347,-42.8384505262553,-36.536989039935,-0.3366419211722921,-102.7570031181274,-168.8894063019832
81,0.918932663256454,-190.6193475517839,-194.6818059081849,-13.638598607519032,-16.491059827983534,-44.51564782099962,-38.26658042461493,-2.5444239032312717,-121.1079429787592,-181.25509449651227
82,0.9295732257870343,-188.21129280118927,-194.4209757641303,-14.651494033366776,-12.551121190049534,-45.339278054018806,-37.59212313606187,-0.9966791004152261,-110.81544103142555,-178.10947468496568
83,0.9304629796433075,-186.60962491315914,-195.1408262258733,-11.886869497676674,-12.70687005109214,-46.01026608375862,-38.08043072172615,-0.03257172728450168,-96.51447653354249,-176.3805217716645
84,0.9180779127520795,-194.27769610006138,-199.4559741295961,-16.85007347318572,-13.470888725185933,-47.98156258955338,-39.90441133733816,-4.714783330502679,-116.42458612862455,-186.60782185382973
85,0.9268165506241757,-197.2613544311322,-204.19041852447054,-18.406309265200868,-14.562563521779193,-48.69705157448841,-40.72313605596775,-3.440217743541121,-115.70144362141698,-190.725267572924
86,0.931323991302247,-196.13423474847215,-206.42891574127677,-14.19043571245432,-14.510642638013092,-47.373454473724024,-40.78467753213987,-0.009856262065055516,-101.94661526871974,-188.33359806111545
87,0.9245958324486638,-202.02587473851705,-210.35333087015337,-17.672088519000614,-16.614054383191714,-47.76274427333282,-42.11443839471396,-2.3451714040043212,-110.46559196884473,-195.10358258462585
88,0.9260686223948063,-208.2030806977679,-215.6628256784247,-20.349377788766745,-20.555946979545485,-49.044024474410264,-43.76653128160036,-3.9613899084084,-119.67761285242995,-202.7936867910993
89,0.930590329100178,-203.34771894825622,-213.960491529163,-15.36263838830278,-19.907627433520933,-49.01773879760592,-42.46759463524277,-2.1414323991485027,-113.84407243918616,-198.19542715990855
90,0.9279801571885365,-205.10561387394324,-215.35224783113716,-16.81157399414325,-18.96808114132458,-49.152523611498935,-43.36552560428287,-3.0231250150986435,-111.81162407009647,-200.25382738845963
91,0.9250313863812997,-207.32445999976994,-217.45160715020322,-15.021737959731844,-21.644341654251864,-49.07833597407632,-43.715888816932456,-4.522594295065825,-116.93056602867021,-203.0004516223278
92,0.9331921971873582,-204.70825588737986,-216.0500456421399,-14.936917276966893,-18.253656601221007,-49.53185007695867,-43.660581876175854,-1.998085323638249,-101.2318690567072,-197.8122558642029
93,0.9308488111803497,-207.9876859192583,-218.1841751321527,-18.793262485174644,-16.368241883266972,-50.615218789620236,-43.8834612553584,-0.671916369768012,-100.4659747009629,-199.94274310489627
94,0.9287642971997209,-210.09461940995246,-221.0722150876475,-18.29522463718243,-17.859374172545213,-50.2814104555677,-44.08427964592986,-0.9348195696703014,-99.91173292634838,-201.77013291156678
95,0.9354732756046581,-210.16249550113596,-222.7523384149904,-17.630400499408292,-19.490145096305373,-50.72057194114076,-44.947511201351716,-2.2235500507197927,-95.13734833885867,-201.22887871006787
96,0.9301148589265691,-212.16684557363206,-224.17456841195087,-16.955299794144544,-21.809071594338384,-50.928113195093545,-46.5362465827218,-6.115810577961418,-101.92400364317211,-202.95717659436318
97,0.9315862568685466,-216.57770514745744,-228.51766736468315,-23.128877094314145,-21.395936966055412,-52.93395561423213,-46.88083626292708,-7.810746886068357,-119.9403842646945,-209.0266441820544
98,0.930570701563068,-215.50526492877935,-228.75949187764266,-20.066840548827265,-23.298230314009505,-53.098466003714435,-46.393559399167145,-8.061699914725182,-121.33482211588316,-208.118687677633
99,0.9263919754940236,-217.7028709656215,-230.40429029948507,-20.586053864973962,-24.16653852771602,-54.59703910825915,-47.1838542261046,-9.26649593599551,-126.35341055763018,-210.6644023008322
100,0.9265497218253124,-222.35283086123894,-234.2378951414232,-20.22880791745397,-28.906511846203063,-54.60372787768415,-47.95432656595851,-7.547412506923949,-130.7919908035958,-215.9884992833352
101,0.9274428087428417,-225.35555012889532,-236.58498221641042,-24.12759827222096,-27.535854595824915,-55.68325273768765,-49.577786191872136,-6.319920521625155,-127.24209622858864,-219.33921857234034
102,0.9298872863895286,-225.82559809314267,-237.42782247445209,-21.545495595031106,-28.840653532158417,-55.62481451280161,-50.6233962757744,-5.098246409822519,-125.99273932929484,-219.95056735223227
103,0.93096923828125,-226.07715062738276,-237.40052361396047,-22.192839831076917,-27.385733436160706,-55.8256121267141,-51.36190998178369,-6.027389768905998,-122.96494081084427,-219.41615202447926
104,0.9259013625949596,-228.01102439870712,-240.45646555568808,-21.830921612975025,-29.59803911847605,-55.75181563376213,-52.40133162737526,-5.792693722284962,-129.51444160775202,-222.78504889263152
105,0.9336587995687073,-227.4059604159123,-241.07081551104432,-24.824410894433495,-27.0784691277427,-56.24225574212507,-51.95050171925613,-2.036052194198005,-119.54777990495265,-221.97531501461253
106,0.9305348844273,-226.66587905342462,-242.5262273859263,-25.04668033422574,-27.296439412160836,-56.79029591977948,-52.394725251766424,-3.825211448819349,-123.42669249348782,-222.77790447954501
107,0.9277727682596935,-228.84854285826725,-245.39121065739664,-25.590975669263408,-30.518614619544167,-57.80104381741473,-52.667286035264425,-6.020230292144646,-131.2835332429658,-226.25479359840367
108,0.9313360177895307,-229.24648411235674,-245.93379197808434,-26.064615509155953,-30.538474125335497,-58.866331876259316,-53.49467099739274,-6.449413043451101,-133.29777491196666,-227.58425034334297
109,0.9252785993845418,-233.36946869934053,-249.55104089095659,-28.747720160953925,-32.95951538435001,-60.07403550104988,-55.15528779311348,-10.340562850713535,-145.78662053154082,-234.07789025764203
110,0.9313764019468544,-233.5305026406494,-250.0426376043515,-31.097509302308133,-29.235219299708795,-61.35100866016512,-54.96302729212461,-8.826890661242912,-139.38765129143394,-233.91009674765706
111,0.9243164946587,-239.73057028049388,-254.93206921953364,-31.2687379150586,-35.03832474670046,-62.15795978462453,-57.18474672151572,-8.189168505630667,-141.9524801487718,-241.62213015969408
112,0.9296917580088415,-238.10872161608324,-254.7765892111569,-28.868955304805855,-34.26566000670332,-62.989328852195534,-57.78802359345641,-6.63916823478312,-131.7812771588945,-239.28871084686006
113,0.9365537130497477,-235.59869138497575,-253.45081712407517,-28.268681075416957,-33.08297969744352,-63.14490541919509,-58.255366780296534,-4.314782981963761,-130.30830372603654,-236.02897033749517
114,0.9257909359782511,-239.7889775816977,-258.41446539518466,-29.831665055273056,-37.29920380271121,-63.40781655501801,-59.43524487476806,-8.003988466564447,-143.81093575231608,-242.6932025165139
115,0.9287628338301268,-243.65734832582487,-259.8983973755977,-33.16553177008575,-37.47323096834089,-64.29415416251467,-60.67100250292821,-9.848349555564898,-148.80855455461267,-246.5185837629783
116,0.9296677912525455,-243.00895664879565,-259.2377008025245,-33.05636058959839,-36.89592531549511,-64.090060279579,-61.01079599102576,-8.219358083987348,-138.51131315199405,-245.29307998560435
117,0.9248514821627816,-247.78760282724465,-263.24789100649355,-37.8691491482158,-37.383385962916286,-65.34434130205662,-62.00055222249213,-8.327498520448087,-144.7841526412514,-251.23735761028797
118,0.9306307402226142,-244.52831298245528,-258.934773315385,-32.435522558366614,-38.10869095362488,-65.04545001538848,-62.1441462982079,-3.7297150390374436,-139.1760459845408,-246.78788193486042
119,0.9252923932424673,-248.3381597107084,-260.9525021368749,-34.248222462430014,-39.71184513705189,-65.71805491881723,-63.49205182752464,-4.200163912498972,-149.29321800863616,-251.6749198311231
120,0.9322790307604756,-246.7939969891559,-260.25645654809676,-36.70724415172639,-35.92877985788118,-66.30392059172426,-63.949945196521526,-1.576452403683279,-142.15022924098216,-249.31399801791426
121,0.934010152284264,-246.78521555704495,-261.2248403927405,-31.276365639741577,-39.16008467771918,-65.96935313620104,-64.95439144535447,-3.610262808416675,-129.20984560346918,-249.38011784391577
122,0.9230953737294996,-253.10737227101967,-265.7134898622387,-36.531532589855495,-40.89352081604425,-66.26129925804572,-66.31958112678703,-7.817610961438747,-149.3520624096008,-257.7598270126425
123,0.9280219614468008,-255.42754085067313,-267.44793752453063,-36.380130122633645,-41.154449131042675,-66.226431263245,-67.57511846885382,-8.775513547367838,-144.10194531634207,-259.2256049375282
124,0.9280998462512435,-256.94466082739547,-268.6941198948608,-36.29937619463408,-42.53202973204049,-66.76032784195777,-69.09747502171301,-8.517592044142523,-142.9619979462435,-260.9599443857554
125,0.9274838786720803,-256.7756311881582,-269.49092730386576,-40.407960076806845,-39.80288011453915,-67.82366465399893,-69.56892013327904,-5.441887959069438,-137.72344756009014,-261.38395042961963
126,0.9238917222440173,-258.19764675164726,-272.1444996006358,-35.02567833470595,-46.1463882481867,-67.58075647390368,-70.65940821329107,-5.971733139638728,-147.18339776016967,-264.9756075603264
127,0.9380131487260278,-252.62146798411504,-268.5404622937656,-32.20869517465204,-42.95185455887279,-67.87102229789426,-70.68118216805446,-3.311718421170599,-133.36311661190584,-257.98052266752217
128,0.9328216704288939,-251.9664023617507,-268.46206084451165,-36.78748606664213,-39.549369284252236,-69.09605200272703,-71.01520967924611,-1.691239384193932,-131.67607741939364,-257.3566322088385
129,0.9332023575638507,-249.98767564373478,-269.1339862044463,-34.9447385590388,-39.09368273944443,-68.88683189700069,-71.45352356611605,-1.6018620412220672,-129.0435883746809,-255.45116908767713
130,0.9278450657195763,-252.85759973344813,-271.89531490235913,-37.78924901719318,-40.11953963143419,-69.57792484694788,-72.1220272885885,-4.580782348333208,-132.3602687895883,-259.66737422417305
131,0.9304947726720155,-254.73038980224462,-273.83220123364896,-35.8712688134546,-44.0517477810921,-69.94599777515973,-73.01956381025649,-4.367183336023686,-136.7766712169623,-262.554877836795
132,0.9331824022517285,-254.64523785088164,-274.650429540442,-39.757825522354665,-40.64643192206727,-70.41808640661478,-72.73762767462411,-4.711249569906123,-136.52362767632647,-261.40715295010654
133,0.9336794406265942,-252.98496622766615,-274.57585451482396,-35.10538184951449,-43.53293731429407,-69.85818813462059,-73.62096362143846,-7.355810996496592,-135.6222321377507,-259.9879889104336
134,0.9226361891048716,-254.58970891307143,-276.8034290951394,-38.44164542939313,-43.866829994609404,-70.01699118096822,-74.60622487374904,-10.447633271106993,-158.00361440350343,-263.8130245968403
135,0.930505197002659,-252.98542381941573,-276.1626584558177,-38.02056852122176,-43.00124195981224,-70.15485016357789,-74.29649310914033,-7.6706527807472025,-149.68484666589552,-261.54079691935385
136,0.9291646605681271,-254.39161789714984,-278.1419225168237,-40.34576248113208,-42.57335064388279,-71.34262892075495,-75.04276904438085,-7.641569674715664,-154.522722650843,-263.82087213223184
137,0.9282746489552057,-254.27855560029084,-279.98832776671827,-37.84648067396509,-44.93955886479729,-71.77395487750702,-75.70808344550326,-5.819735112342912,-159.84285359482092,-264.3634789407175
138,0.92515938000423,-255.75159101758933,-282.452257345952,-41.96149864569814,-44.11500553716442,-72.40091063843465,-76.21880570576413,-6.270890697211154,-158.74568716621465,-267.04725416248857
139,0.9367180857524596,-251.32336126444923,-280.61608609473484,-40.20244609001808,-41.81315920463663,-72.47894206533088,-76.83351215196586,-2.6076517092561025,-142.7687758786316,-262.14669796227554
140,0.9318537701758612,-252.49474793990103,-280.90289297738747,-35.405987857158514,-45.57114313520658,-71.67813295055129,-78.39588160686958,-3.785629178500842,-150.331703652322,-263.4097568970658
141,0.9383919143158848,-250.61640745558316,-279.76976119369243,-36.95684955168248,-43.12976504521682,-72.11748792578027,-77.8317577190852,-2.535736980185936,-142.3914905773473,-260.3864469773037
142,0.9318503782741056,-250.52474064978733,-280.43245647363995,-37.5508797378939,-41.947374834392704,-72.92214879062233,-77.99063972684743,-0.4221557381171567,-134.66462990635347,-260.24276603812325
143,0.9262625344602987,-254.40930003352693,-282.8844878605738,-40.6903441770068,-43.0574971417527,-73.64087227472763,-78.33988570733116,-2.4077243014733694,-144.18919988329108,-264.79685536260234
144,0.9315238817285822,-254.05354122308702,-283.76671202912365,-40.991026897394555,-42.97163994773858,-73.70315029056658,-78.83818330592604,-2.995089607328915,-142.7648243550662,-265.0447448415773
145,0.9345311792239166,-254.04898088186053,-283.29613557306357,-39.887731864563115,-43.22717230715748,-73.70473441570434,-79.12724664458274,-1.6502308857553234,-140.36556605600052,-264.1494198713261
146,0.9304243514769831,-254.65702169815006,-283.91534187244685,-40.63571632399935,-43.17240231041651,-74.02854553627141,-79.99448642625842,-3.203730724005267,-144.3113190809438,-265.8537284205408
147,0.9319752748089278,-254.66982211199138,-284.0401560700663,-40.3509404552162,-43.114789754205056,-74.26371627592398,-79.74816061341978,-2.393175833225971,-141.3682362031174,-265.38265085757024
148,0.9334130662281357,-254.14933621572916,-282.548669441633,-39.04465614281462,-42.7670893568464,-73.84681778971803,-79.99458753461595,-1.7570111276043483,-141.65759306559897,-264.1115888890113
149,0.933126112804418,-254.97087268446828,-281.88919844794833,-38.75763199940703,-43.672707075230036,-74.03637801886964,-80.65843085213808,-0.8511379489165539,-143.9481928495427,-264.4232384547298
150,0.9283569541196253,-257.0726580648635,-282.82053230514697,-40.25651737912197,-45.24243579157849,-74.28925046997834,-81.51538961275072,-1.699068802389271,-149.64097858268926,-267.79118847767097
