episode,service_level,rebalancing_imbalance,squared_starvation_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
57,0.9344363829410723,-4.09718595264537,-1.8988123892364377,-1.4618984871759735,-1.5327346088495382,0.049308,0.1,0.142042,0.2,1319,904,1373,33906,38781,38770,0,0,0,0,3921,3921,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9420649638092959,-4.078325447418282,-1.8995422978435628,-1.4678497739873206,-1.5446309214466456,0.048874,0.1,0.141191,0.2,1258,679,1187,33434,38259,38252,0,0,0,0,3856,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9375990906099494,-4.090769356351956,-1.9027672579284334,-1.4733998698581767,-1.5503608585834963,0.048447,0.1,0.140346,0.2,1331,755,1269,33429,38187,38182,0,0,0,0,3916,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9427377220480668,-4.084461314299972,-1.901943052211227,-1.4644391362615532,-1.5508372747292853,0.048027,0.1,0.139506,0.2,1185,733,1259,33495,38538,38531,0,0,0,0,3959,3958,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9436989412215767,-4.025626587675747,-1.879883869822118,-1.47533085180406,-1.557752898373921,0.047615,0.1,0.138671,0.2,1236,673,1536,33907,38603,38599,0,0,0,0,3931,3929,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9425538277511962,-4.065242215017034,-1.8898377662884605,-1.4787937310548767,-1.563032169348375,0.047209,0.1,0.137841,0.2,1182,739,1504,33440,38380,38370,0,0,0,0,3819,3829,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9438418896119547,-4.033991080486101,-1.8850260928867355,-1.4829559529849703,-1.5725332764239481,0.046811,0.1,0.137016,0.2,1247,617,1333,33192,38118,38105,0,0,0,0,3821,3836,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9397025444988651,-4.0373791838686355,-1.8841617817635083,-1.4820743581819542,-1.570645730460815,0.046419,0.1,0.136196,0.2,1236,783,1148,33484,38224,38216,0,0,0,0,3879,3885,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9474644727000748,-3.9894577746796553,-1.864836836776054,-1.477525152438507,-1.5693028521738142,0.046033,0.1,0.135381,0.2,1144,612,1420,33425,38324,38315,0,0,0,0,3912,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9412750673451062,-3.9847041846278968,-1.8572902660183954,-1.4777708392054019,-1.5699187074891863,0.045654,0.1,0.134571,0.2,1235,727,1200,33410,38201,38191,0,0,0,0,3859,3846,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9411449973247726,-3.959044356513363,-1.8636962686634944,-1.4910813356047985,-1.5905172946970052,0.045281,0.1,0.133765,0.2,1227,753,1351,33642,38669,38665,0,0,0,0,3942,3958,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9371830234006584,-4.019947462126505,-1.878870398302733,-1.5122459633896108,-1.610389920820451,0.044914,0.1,0.132964,0.2,1366,752,1394,33717,38398,38389,0,0,0,0,3876,3880,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9422552288572295,-4.050347048399407,-1.9004252318908454,-1.5353038610531025,-1.6330949133062618,0.044554,0.1,0.132169,0.2,1200,705,1154,32990,37806,37798,0,0,0,0,3957,3943,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9379427256765757,-4.097117757065306,-1.910845365226358,-1.5588049681876537,-1.655836239822916,0.044198,0.1,0.131377,0.2,1280,770,1319,33034,37735,37728,0,0,0,0,3847,3835,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9411887694145759,-4.099625402099027,-1.91736967412293,-1.5677287926458823,-1.670178061241107,0.043849,0.1,0.130591,0.2,1153,816,1670,33480,38417,38411,0,0,0,0,3981,3968,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9373456975973987,-4.075148266614621,-1.9264007028142425,-1.576559872069446,-1.6860419378173346,0.043505,0.1,0.129809,0.2,1283,798,1106,33214,38127,38123,0,0,0,0,3842,3827,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.9455408141678503,-4.0578677592323995,-1.9289839420051018,-1.564075604620182,-1.68377594918612,0.043166,0.1,0.129032,0.2,1084,718,1330,33089,38189,38187,0,0,0,0,3848,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9429362386140382,-4.048317290971257,-1.9341791249955669,-1.5694641135089058,-1.6902743365432744,0.042833,0.1,0.12826,0.2,1357,560,1402,33594,38377,38368,0,0,0,0,3904,3889,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9408033191028802,-4.032026284153891,-1.9296987177290383,-1.5798860635501712,-1.6952657515654124,0.042504,0.1,0.127492,0.2,1268,701,1274,33262,38183,38182,0,0,0,0,3819,3805,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9385073370218908,-4.016016889197571,-1.929869782137485,-1.594246963503643,-1.699768226373811,0.042181,0.1,0.126729,0.2,1274,771,1359,33256,38096,38093,0,0,0,0,3839,3838,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.9422851121481258,-3.9976212032239045,-1.9247126587106007,-1.5939954518384778,-1.7035616873972332,0.041862,0.1,0.125971,0.2,1162,755,1372,33215,38390,38386,0,0,0,0,3828,3838,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.9443408147301282,-3.9751057817619935,-1.9234376307661851,-1.5914886437402531,-1.7150983900492263,0.041549,0.1,0.125217,0.2,1205,645,1235,33238,38391,38387,0,0,0,0,3859,3867,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.942129907551927,-3.9801996979817775,-1.9266805445659336,-1.5920147628267869,-1.7172744970477258,0.04124,0.1,0.124467,0.2,1173,755,1456,33316,38231,38219,0,0,0,0,3888,3877,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9431739222379989,-3.9855057604411437,-1.930960420370401,-1.59754842538034,-1.7250029006499044,0.040935,0.1,0.123722,0.2,1229,652,1035,33101,37924,37920,0,0,0,0,3885,3885,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9385888632342799,-4.016553662727786,-1.9451727363800753,-1.6175872634554835,-1.7448402362345607,0.040635,0.1,0.122982,0.2,1197,851,1551,33349,38305,38298,0,0,0,0,3859,3864,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9447950955817956,-3.986479588685041,-1.943875177407828,-1.6072838131510747,-1.7431317372231874,0.04034,0.1,0.122246,0.2,1252,576,1333,33113,38138,38135,0,0,0,0,3871,3880,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9391621239044665,-4.0284411565470215,-1.962219961235363,-1.6206060848022157,-1.7571369989652654,0.040048,0.1,0.121514,0.2,1330,690,1348,33203,38133,38128,0,0,0,0,3938,3946,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9425750917955817,-4.016618763114708,-1.959081899141802,-1.6213796847809792,-1.7617236916961379,0.039761,0.1,0.120787,0.2,1020,888,1085,33226,38431,38428,0,0,0,0,3856,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9430558053107955,-4.022804520586471,-1.9595882504099424,-1.6183010145244738,-1.765306230533025,0.039478,0.1,0.120064,0.2,1228,672,1346,33366,38214,38211,0,0,0,0,3885,3878,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9445791790173359,-3.9967531609127365,-1.936154285749742,-1.6047793610889545,-1.7541262484936584,0.039199,0.1,0.119345,0.2,1126,725,1566,33399,38294,38285,0,0,0,0,3938,3948,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9384458934019262,-4.039431905345745,-1.9511960410418312,-1.6316629646904903,-1.7686730852861499,0.038924,0.1,0.118631,0.2,1291,767,1309,33434,38296,38291,0,0,0,0,3883,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9404163675520459,-4.0902811584225,-1.968946638191168,-1.6640002498365571,-1.7967594365488184,0.038652,0.1,0.117921,0.2,1257,735,1254,33432,38010,38002,0,0,0,0,3904,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9370948733058339,-4.124932971279573,-1.9800642221079638,-1.682560540493728,-1.8084228746751858,0.038385,0.1,0.117215,0.2,1254,881,1270,33940,38765,38759,0,0,0,0,3901,3911,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9372492665109874,-4.186715873399927,-2.000793431524099,-1.6957247708668772,-1.834537071916174,0.038121,0.1,0.116513,0.2,1304,792,1307,33402,38201,38192,0,0,0,0,4030,4048,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9395238666346846,-4.258811663199901,-2.013512050515769,-1.7051716508634474,-1.8465720301843802,0.03786,0.1,0.115816,0.2,1389,628,1222,33352,37885,37880,0,0,0,0,3997,3997,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9471153846153846,-4.220654857560356,-2.0000277553281998,-1.6878160749651834,-1.8412134996429703,0.037604,0.1,0.115123,0.2,1126,623,1234,33072,38080,38072,0,0,0,0,3875,3863,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9419674874491991,-4.154164547544371,-1.9863421633250098,-1.6792558019975155,-1.834767261082283,0.03735,0.1,0.114434,0.2,1304,638,1218,33464,38276,38271,0,0,0,0,3802,3822,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9449510810484358,-4.130022687399351,-1.982205514684996,-1.691353932682131,-1.851078552616943,0.0371,0.1,0.113749,0.2,1271,552,1132,33116,37959,37948,0,0,0,0,3951,3940,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9448875778827921,-4.126474073851054,-1.9851051189676683,-1.6918043710167832,-1.8611169991920438,0.036854,0.1,0.113068,0.2,1169,662,1106,33223,37973,37961,0,0,0,0,3954,3960,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9420980520640972,-4.1319289652821105,-1.975480146596105,-1.6842460610441858,-1.8522746030135588,0.03661,0.1,0.112391,0.2,1219,725,1239,33574,38549,38541,0,0,0,0,3892,3889,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.940533800433453,-4.150605356378756,-1.9788548611725698,-1.696047174597987,-1.8637036740204957,0.03637,0.1,0.111718,0.2,1312,691,1349,33683,38396,38390,0,0,0,0,3884,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9477981568756941,-4.1103371824358765,-1.9659549315304095,-1.6943034994795683,-1.868794678978217,0.036133,0.1,0.11105,0.2,1050,689,1278,33313,38414,38409,0,0,0,0,3944,3957,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9467905154761551,-4.098572154465605,-1.961574279860816,-1.7052704253414748,-1.8777147797963616,0.035899,0.1,0.110385,0.2,1210,583,1182,33697,38502,38501,0,0,0,0,3936,3935,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9456796818510484,-4.084205107648734,-1.9538105666177958,-1.7036968550023726,-1.870978029551268,0.035668,0.1,0.109724,0.2,1139,664,1180,33192,38294,38289,0,0,0,0,3862,3867,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9437237291723366,-4.110589182872692,-1.9583686190959633,-1.7070052466289216,-1.8783224690718925,0.03544,0.1,0.109067,0.2,1180,681,1139,33069,37988,37983,0,0,0,0,3787,3792,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9412757640369581,-4.139301339539646,-1.9728399137193646,-1.7322669760121858,-1.8996122339078,0.035215,0.1,0.108415,0.2,1289,694,1294,33768,38698,38693,0,0,0,0,3993,4011,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
