rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_onsite_backlog,global_depot_backlog,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,fleet_failure_risk,fleet_low_health_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,current_station_onsite_shortage_pressure,current_station_depot_shortage_pressure,broken_cargo_distance_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,depot_pipeline_pressure,depot_queue_pickup_opportunity,degradation_demand_exposure
0.4810776,0.14239049,0.12825933,0.10409717,0.10790285,0.004340278,0.021701388,0.0005008944,2.6852533e-05,0.0390625,0.0,0.0129880635,1.0,0.0,8.05576e-05,0.004736536,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0013520207
0.47979474,0.14525805,0.11465588,0.09867127,0.10455121,0.004340278,0.021701388,0.0005107478,2.942785e-05,0.0390625,0.0,0.012989221,1.0,0.0,8.828355e-05,0.0047644167,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.001281663
0.49903783,0.16657245,0.12119071,0.120696485,0.10934397,0.008680556,0.021701388,0.0005259758,0.00031844375,0.045572918,0.0,0.012989798,1.0,0.0,0.00095533126,0.0048075053,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0015678229
0.5016036,0.16953804,0.13315117,0.102005094,0.11669547,0.008680556,0.021701388,0.0005313503,0.0003291929,0.045572918,0.0,0.012991644,1.0,0.0,0.0009875788,0.004165095,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0013252139
0.49903783,0.17059796,0.13454461,0.10060677,0.13077827,0.004340278,0.021701388,0.00055236,3.7011298e-05,0.0390625,0.0,0.012975365,0.9986877,0.009624958,0.0010016026,0.0027703713,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0013054096
0.4964721,0.16213804,0.13990876,0.11121288,0.1423635,0.008680556,0.021701388,0.000580373,8.8029075e-05,0.045572918,0.0,0.012990556,1.0,0.0,0.0011458611,0.0028397522,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0014447172
0.49903783,0.17122233,0.11590227,0.14990102,0.11569929,0.008680556,0.021701388,0.00059613027,9.041099e-05,0.045572918,0.0,0.01299194,1.0,0.0,0.00027123297,0.0057722973,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.001947505
0.50416934,0.16817135,0.13019414,0.16417606,0.13059144,0.008680556,0.021701388,0.00062589406,9.491016e-05,0.045572918,0.0,0.012993252,1.0,0.0,0.0002847305,0.0043992554,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.002133181
0.51186657,0.1825612,0.12693004,0.16402599,0.16440052,0.008680556,0.021701388,0.00066506333,9.795372e-05,0.045572918,0.0,0.012995226,1.0,0.0,0.00029386117,0.012206308,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.002131555
0.50032073,0.19368012,0.12033619,0.29797873,0.20756172,0.008680556,0.021701388,0.000706757,0.00010007098,0.045572918,0.0,0.012997648,1.0,0.0,0.00030021294,0.010467361,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0038730225
0.4733804,0.16767868,0.13346043,0.2897173,0.22274448,0.008680556,0.021701388,0.0007562683,0.000102585225,0.045572918,0.0,0.012999973,1.0,0.0,0.00030775566,0.010611253,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0037663172
0.46824887,0.16853555,0.1350783,0.2789084,0.20427424,0.008680556,0.021701388,0.0007929335,0.00010480427,0.045572918,0.0,0.013002454,1.0,0.0,0.0017877421,0.006979506,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0036264937
0.46183452,0.18111931,0.12910637,0.33720532,0.20733872,0.008680556,0.021701388,0.0007934221,0.000105781466,0.045572918,0.0,0.013005211,1.0,0.0,0.0017945826,0.006979506,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.004385426
0.48492622,0.19570926,0.13047507,0.355543,0.20357151,0.008680556,0.021701388,0.00079421606,0.000107369415,0.045572918,0.0,0.013007527,1.0,0.0,0.0018056981,0.005977903,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.004624735
0.47851187,0.16734177,0.15138246,0.32580683,0.21125413,0.008680556,0.021701388,0.00079436874,0.00010767479,0.045572918,0.0,0.013011983,1.0,0.0,0.0018078358,0.0079811085,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.004239393
0.49262348,0.18587424,0.1419795,0.2307141,0.24058221,0.008680556,0.021701388,0.0007877116,0.000107369415,0.045572918,0.0,0.01301258,1.0,0.0,0.00032210824,0.0062480015,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0030021856
0.51314944,0.191413,0.1355595,0.21691488,0.20526929,0.008680556,0.021701388,0.0007785504,0.00010639222,0.045572918,0.0,0.013014656,1.0,0.0,0.00031917664,0.0062359087,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0028230723
0.48877487,0.17985076,0.13505843,0.22382368,0.22422715,0.008680556,0.021701388,0.00076862576,0.00010533359,0.045572918,0.0,0.013016376,1.0,0.0,0.00031600075,0.004920725,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.002913373
0.49775496,0.18530181,0.11876999,0.256391,0.22002752,0.017361112,0.021701388,0.0007487764,0.00038904615,0.05859375,0.0,0.013019019,1.0,0.0,0.015553566,0.006374764,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0033379593
0.55291855,0.20624766,0.12318811,0.25216156,0.20338263,0.021701388,0.021701388,0.00071249803,0.0005226777,0.065104164,0.0,0.013021837,1.0,0.0,0.023482524,0.009191536,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0032836066
0.55291855,0.20216076,0.12332382,0.25667328,0.16853106,0.021701388,0.021701388,0.00068528927,0.00050701207,0.065104164,0.0,0.013023473,1.0,0.0,0.024184741,0.010474105,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.003342778
0.5939705,0.2171815,0.13398623,0.20652284,0.14752916,0.021701388,0.021701388,0.00064296444,0.00048264323,0.065104164,0.0,0.013025582,1.0,0.0,0.0240614,0.013284415,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.00269008
0.60166776,0.21252975,0.12680534,0.15906952,0.12923361,0.026041666,0.021701388,0.0006157556,0.0005256093,0.071614586,0.0,0.013029057,1.0,0.0,0.030043503,0.013673915,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.002072526
0.5182809,0.23369572,0.12093876,0.14107159,0.12789933,0.026041666,0.021701388,0.000558834,0.00047995592,0.071614586,0.0,0.013031398,1.0,0.0,0.03161448,0.01556332,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.00183836
0.5400898,0.23273468,0.15826319,0.12964767,0.14790829,0.026041666,0.021701388,0.00054295454,0.00046050362,0.071614586,0.0,0.013036664,1.0,0.0,0.032389663,0.018567348,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.001690173
0.5144323,0.20834272,0.15670559,0.10852564,0.13761589,0.026041666,0.021701388,0.00051974616,0.0004320733,0.071614586,0.0,0.013039096,1.0,0.0,0.02999294,0.015135181,0.0,0.0,0.0,0.0,0.0,0.021701388,0.0,0.0014150763
0.4862091,0.18038712,0.15062328,0.08424652,0.12830234,0.026041666,0.026041666,0.0005236549,0.0004111247,0.078125,0.0,0.01304172,1.0,0.0,0.024494374,0.017184742,0.0,0.0,0.0,0.0,0.0,0.026041666,0.0,0.0010987195
0.49775496,0.16030659,0.16179746,0.07195474,0.11664546,0.026041666,0.026041666,0.0004946546,0.00039191666,0.078125,0.0,0.013043668,1.0,0.0,0.02539646,0.01715335,0.0,0.0,0.0,0.0,0.0,0.026041666,0.0,0.00093855377
0.52854395,0.18484147,0.16874638,0.0747154,0.111592226,0.026041666,0.026041666,0.00047149707,0.00038159505,0.078125,0.0,0.013046277,1.0,0.0,0.028894538,0.018214203,0.0,0.0,0.0,0.0,0.0,0.026041666,0.0,0.0009747578
0.5542014,0.20721516,0.1769173,0.07860192,0.106481604,0.030381944,0.030381944,0.00047271856,0.00038915814,0.091145836,0.0,0.013047203,1.0,0.0,0.02648146,0.01719198,0.0,0.0,0.0,0.0,0.0,0.030381944,0.0,0.0010255352
0.54650414,0.20788172,0.16945525,0.07753863,0.10157365,0.030381944,0.030381944,0.0004617251,0.00038372248,0.091145836,0.0,0.013049502,1.0,0.0,0.02667568,0.015226762,0.0,0.0,0.0,0.0,0.0,0.030381944,0.0,0.0010118405
0.49005774,0.19336303,0.1588448,0.06563944,0.112825334,0.030381944,0.030381944,0.00042953872,0.0003640055,0.091145836,0.0,0.013050874,1.0,0.0,0.023056298,0.017161636,0.0,0.0,0.0,0.0,0.0,0.030381944,0.0,0.0008566521
0.48236048,0.20230965,0.15182412,0.07551562,0.10319654,0.034722224,0.034722224,0.00046758828,0.00038525954,0.104166664,0.0,0.013051295,1.0,0.0,0.02032284,0.015229239,0.0,0.0,0.0,0.0,0.0,0.034722224,0.0,0.0009855767
0.48236048,0.19208306,0.15733787,0.06160181,0.104509994,0.034722224,0.034722224,0.00044453258,0.00036189845,0.104166664,0.0,0.01305345,1.0,0.0,0.019267645,0.018003562,0.0,0.0,0.0,0.0,0.0,0.034722224,0.0,0.00080411613
0.46440026,0.17940325,0.14393008,0.052109502,0.09499729,0.034722224,0.0390625,0.00049348397,0.000352554,0.110677086,0.0,0.013054584,1.0,0.0,0.019691734,0.012916726,0.0,0.0,0.0,0.0,0.0,0.0390625,0.0,0.00068026787
0.46055165,0.16293183,0.14059792,0.050381813,0.07486265,0.034722224,0.0390625,0.00046248856,0.000324368,0.110677086,0.0,0.013055506,1.0,0.0,0.021766936,0.009924995,0.0,0.00077599136,0.0,0.0,0.0,0.0390625,0.0,0.0006577601
0.46055165,0.16183224,0.13690116,0.050672017,0.067406304,0.034722224,0.034722224,0.00035486466,0.0003066767,0.104166664,0.0,0.013057408,1.0,0.0,0.0244319,0.011335167,0.0,0.0,0.0008513346,0.04374505,0.0,0.0390625,0.0,0.0006616452
0.4913406,0.16785629,0.14947954,0.028714217,0.067159265,0.026041666,0.034722224,0.00034179466,0.00022467365,0.091145836,0.0,0.013023726,0.99734396,0.016594868,0.021509996,0.011616544,0.0,0.0,0.00067619234,0.04442128,0.0,0.0390625,0.0,0.0003739661
0.49005774,0.16383643,0.1392134,0.023926489,0.054164335,0.026041666,0.034722224,0.00032872465,0.00021026001,0.091145836,0.0,0.013055676,1.0,0.0,0.021488741,0.011395404,0.0,0.0,0.0006570447,0.045169305,0.0,0.0390625,0.0,0.0003123765
0.49775496,0.16094208,0.14814425,0.022929423,0.051097367,0.026041666,0.034722224,0.00032001134,0.00020065092,0.091145836,0.0,0.0130567625,1.0,0.0,0.023306353,0.008929452,0.0,0.0,0.00066691404,0.045616355,0.0,0.0390625,0.0,0.000299384
0.5016036,0.16794223,0.1364169,0.021969048,0.04423447,0.026041666,0.034722224,0.00030585218,0.00018503613,0.091145836,0.0,0.0130572505,1.0,0.0,0.023284122,0.00890087,0.0,0.0,0.00067619234,0.046414904,0.0,0.0390625,0.0,0.0002868554
0.5349583,0.13873309,0.16934419,0.0380688,0.0473307,0.026041666,0.034722224,0.00029682327,0.00017817541,0.091145836,0.0,0.01305823,1.0,0.0,0.017675199,0.0045045298,0.0,0.0,0.0008513346,0.04667447,0.0,0.0390625,0.0,0.0004971111
0.53367543,0.14199163,0.1708183,0.03722168,0.04603157,0.026041666,0.034722224,0.00028292878,0.00016827112,0.091145836,0.0,0.013058634,1.0,0.0,0.019825457,0.0044696867,0.0,0.0,0.00031642846,0.047121245,0.0,0.0390625,0.0,0.0004860643
0.5311097,0.13956743,0.16721043,0.036006592,0.04053285,0.026041666,0.0390625,0.00026962467,0.00015270723,0.09765625,0.0,0.013058876,1.0,0.0,0.019794218,0.005308579,0.0,0.0,0.0006570447,0.04774387,0.0,0.043402776,0.0,0.00047020562
0.5388069,0.14129286,0.16954695,0.030381773,0.038544353,0.026041666,0.0390625,0.00024655877,0.00013714335,0.09765625,0.0,0.013059604,1.0,0.0,0.018579265,0.0061181863,0.0,0.0,0.0009074516,0.048449937,0.0,0.043402776,0.0,0.00039677392
0.5298268,0.12856843,0.1702283,0.022704946,0.03684517,0.026041666,0.0390625,0.00022139597,0.00012016457,0.09765625,0.0,0.013060601,1.0,0.0,0.016375046,0.006054424,0.0,0.0,0.00031642846,0.04911376,0.0,0.043402776,0.0,0.00029654024
0.5362412,0.13888253,0.17197283,0.027336625,0.03694186,0.026041666,0.0390625,0.00021510528,0.00011591988,0.09765625,0.0,0.013061071,1.0,0.0,0.016366526,0.0060384837,0.0,0.0,0.00029942687,0.049315203,0.0,0.043402776,0.0,0.0003570456
0.5311097,0.13296922,0.17486447,0.022943625,0.03637947,0.026041666,0.0390625,0.00020252388,0.00010743049,0.09765625,0.0,0.013061374,1.0,0.0,0.016349487,0.0060066027,0.0,0.0,0.0,0.0,0.0,0.043402776,0.0,0.0002996753
0.53239256,0.13687657,0.17400396,0.02351435,0.0351678,0.026041666,0.0390625,0.00019413627,0.00010177089,0.09765625,0.0,0.013061549,1.0,0.004444045,0.018508267,0.0059853485,0.0,0.0,0.0,0.0,0.0,0.0390625,0.0,0.00030713383
0.629891,0.2266402,0.15274419,0.095119804,0.0788302,0.034722224,0.0390625,0.00056099193,0.0004817271,0.1171875,0.0,0.013081221,1.0,0.0,0.0187681,0.013190692,0.0,0.0,0.0,0.0,0.0,0.043402776,0.0,0.0012442832
0.6709429,0.22745974,0.15853882,0.079780474,0.06850403,0.034722224,0.043402776,0.000582531,0.000495927,0.123697914,0.0,0.013085342,1.0,0.0,0.019588038,0.016069897,0.0,0.0,0.0,0.0,0.0,0.047743056,0.0,0.0010439547
0.56189865,0.21548638,0.14175607,0.103365265,0.07568075,0.0390625,0.043402776,0.0005673844,0.0005411223,0.13020833,0.0,0.013089509,1.0,0.0,0.024344077,0.035772495,0.0,7.035811e-05,0.0,0.0,0.0,0.047743056,0.0,0.0013530005
0.58114177,0.20611948,0.1589499,0.09402122,0.08082463,0.0390625,0.047743056,0.00063850597,0.0005555054,0.13671875,0.0,0.0130921295,1.0,0.0,0.027860478,0.0362522,0.0,0.0,0.0,0.0,0.0,0.052083332,0.0,0.001230938
0.5760103,0.21644679,0.15257059,0.10592767,0.077312194,0.0390625,0.047743056,0.0006463846,0.0005842716,0.13671875,0.0,0.013092774,1.0,0.0,0.025336014,0.035285227,0.0,0.0,0.0,0.0,0.0,0.052083332,0.0,0.001386887
0.5926876,0.2173553,0.17253172,0.10612346,0.087135136,0.0390625,0.052083332,0.0007315839,0.00060984155,0.14322917,0.0,0.013094234,1.0,0.0,0.02329309,0.049142893,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0013896056
0.6337396,0.23356459,0.19059958,0.1127744,0.097241275,0.043402776,0.052083332,0.00073506514,0.00066228444,0.14973958,0.0,0.013096714,1.0,0.0,0.02251816,0.050694995,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0014769741
0.59012187,0.1752741,0.19392659,0.18063492,0.103618644,0.0390625,0.052083332,0.00075097516,0.0005394122,0.14322917,0.0,0.013079738,0.9986595,0.0058492464,0.024462862,0.044102978,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0023626576
0.6055164,0.18626885,0.20126928,0.18623093,0.10998027,0.0390625,0.052083332,0.0007605028,0.0005462526,0.14322917,0.0,0.013095667,1.0,0.0,0.02361386,0.0470707,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.002438818
0.6080821,0.19001065,0.19925939,0.19078192,0.10601219,0.0390625,0.052083332,0.0007700305,0.0005530929,0.14322917,0.0,0.013096174,1.0,0.0,0.022005312,0.04838616,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0024985133
0.61962795,0.18960941,0.20642151,0.1786767,0.11220979,0.0390625,0.052083332,0.0008049652,0.0005781743,0.14322917,0.0,0.013096868,1.0,0.0,0.023811292,0.04886923,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0023401051
0.61962795,0.2316152,0.21062441,0.18132348,0.13131939,0.0390625,0.052083332,0.00083831203,0.0006019629,0.14322917,0.0,0.0130984895,1.0,0.0,0.020028386,0.043013386,0.0,9.626269e-05,0.0,0.0,0.0,0.056423612,0.0,0.002375064
0.609365,0.22407727,0.19734299,0.16846062,0.12948257,0.0390625,0.052083332,0.0008478397,0.00060788717,0.14322917,0.0,0.013100567,1.0,0.0,0.014130802,0.046801366,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0022069297
0.61449647,0.22910137,0.192775,0.18108842,0.12080335,0.0390625,0.052083332,0.0008605432,0.0006157862,0.14322917,0.0,0.0131011885,1.0,0.0,0.016323905,0.04779308,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0023724735
0.6003849,0.22374837,0.18517795,0.17535993,0.12199971,0.047743056,0.052083332,0.00087959855,0.00081153074,0.15625,0.0,0.0131022185,1.0,0.0,0.017309802,0.03991407,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0022976042
0.60295063,0.21865922,0.18584087,0.17873074,0.12402296,0.047743056,0.052083332,0.0008970659,0.0008288862,0.15625,0.0,0.013103257,1.0,0.0,0.016275791,0.04208785,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0023419547
0.61449647,0.22238036,0.19526753,0.18846448,0.1235319,0.047743056,0.052083332,0.0009097695,0.00084150827,0.15625,0.0,0.0131039545,1.0,0.0,0.017209712,0.044467147,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.00246963
0.609365,0.22282314,0.19626394,0.19525366,0.13102296,0.047743056,0.052083332,0.0009288248,0.0008604415,0.15625,0.0,0.013104686,1.0,0.0,0.017248923,0.041757353,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0025587378
0.609365,0.24490447,0.19494891,0.13327812,0.13955057,0.047743056,0.052083332,0.0009622327,0.00089529477,0.15625,0.0,0.013105592,1.0,0.0,0.025361834,0.03742593,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0017466886
0.61064786,0.24103631,0.2031647,0.13582642,0.15073939,0.047743056,0.052083332,0.0010092603,0.0009446025,0.15625,0.0,0.0131064225,1.0,0.0,0.024461556,0.03522722,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0017801984
0.59140474,0.22392648,0.20464139,0.15383744,0.14906298,0.047743056,0.052083332,0.0010428514,0.0009798222,0.15625,0.0,0.0131071815,1.0,0.0,0.02403898,0.030839743,0.0,0.001324984,0.0,0.0,0.0,0.056423612,0.0,0.0020163753
0.58114177,0.23062,0.18827176,0.23273577,0.15044586,0.047743056,0.052083332,0.0010999562,0.0010396958,0.15625,0.0,0.013108114,1.0,0.0,0.029143916,0.03166503,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.003050727
0.62347656,0.24486011,0.21658799,0.20024191,0.17834456,0.047743056,0.052083332,0.0011587407,0.0010991419,0.15625,0.0,0.013109957,1.0,0.0,0.031980526,0.03972654,0.0,0.0,0.0,0.0,0.0,0.056423612,0.0,0.0026251627
0.62732524,0.254848,0.21390179,0.23107333,0.1892254,0.047743056,0.043402776,0.0010260253,0.0011572851,0.14322917,0.0,0.0131119555,1.0,0.0,0.03334454,0.038288232,0.0,0.0,0.0034731347,0.037771482,0.0,0.056423612,0.0,0.0030298233
0.61064786,0.23345152,0.20609826,0.21436954,0.20665467,0.047743056,0.043402776,0.0010725643,0.0012154282,0.14322917,0.0,0.013113538,1.0,0.0,0.034708552,0.03747444,0.0,0.00027599567,0.0010433136,0.03925254,0.0,0.056423612,0.0,0.0028111432
0.6042335,0.24812874,0.1922351,0.24417922,0.22422646,0.047743056,0.043402776,0.0011501291,0.0013123335,0.14322917,0.0,0.013114676,1.0,0.0,0.036730945,0.039225314,0.0,0.0,0.00083772914,0.041550778,0.0,0.056423612,0.0,0.0032023313
0.5542014,0.2229447,0.19794346,0.34631664,0.30560756,0.052083332,0.043402776,0.0012017882,0.0014268588,0.14973958,0.0,0.0131165795,1.0,0.0,0.036404587,0.050282776,0.0,0.0,0.0034731347,0.0449721,0.0,0.056423612,0.0,0.00454249
0.56189865,0.22541706,0.18153518,0.31750762,0.2908202,0.052083332,0.043402776,0.0012107865,0.00145022,0.14973958,0.0,0.013119627,1.0,0.0,0.04225707,0.049712967,0.0,0.00039613748,0.00047209833,0.047008563,0.0,0.056423612,0.0,0.0041655814
0.58114177,0.22395545,0.1869374,0.31033826,0.27653757,0.052083332,0.043402776,0.0012192556,0.0014722069,0.14973958,0.0,0.0131222205,1.0,0.0,0.042676613,0.04097118,0.0,0.0,0.0010433136,0.048904445,0.0,0.056423612,0.0,0.004072327
0.55676717,0.23246679,0.1678358,0.31604925,0.25696257,0.056423612,0.043402776,0.0012214544,0.0015655494,0.15625,0.0,0.01312282,1.0,0.0,0.04871344,0.038463823,0.0,0.0,0.0034731347,0.050504547,0.0,0.056423612,0.0,0.004147458
0.5631815,0.24249202,0.15568717,0.32009602,0.23883264,0.056423612,0.0390625,0.0011620591,0.0014866613,0.14973958,0.0,0.0131251095,1.0,0.0,0.051053632,0.033818163,0.0,0.0,0.0009492854,0.08029287,0.0,0.056423612,0.0,0.0042012953
0.5760103,0.23176815,0.1667376,0.31426883,0.24765661,0.056423612,0.043402776,0.0014474919,0.001461417,0.15625,0.0,0.013129318,1.0,0.0,0.07064461,0.043319907,0.0,0.0,0.0011057099,0.08177611,0.0,0.060763888,0.0,0.0041261353
0.588839,0.23187731,0.15925515,0.30422527,0.22578484,0.056423612,0.043402776,0.0014302689,0.0014046174,0.15625,0.0,0.013130589,1.0,0.0,0.08133483,0.046879172,0.0,0.0,0.0015649705,0.08494211,0.0,0.060763888,0.0,0.003994657
0.59012187,0.21613921,0.16971494,0.37513322,0.20279875,0.060763888,0.043402776,0.0013964742,0.0014553604,0.16276042,0.0,0.013134013,1.0,0.0,0.08868414,0.042681456,0.0,0.0,0.0009492854,0.0866357,0.0,0.060763888,0.0,0.004927004
0.5798589,0.23093674,0.15654989,0.37584233,0.1609821,0.060763888,0.043402776,0.001326849,0.0013936749,0.16276042,0.0,0.013135533,1.0,0.0,0.08735336,0.044984378,0.0,0.0,0.001432799,0.088915855,0.0,0.060763888,0.0,0.0049368893
0.5644644,0.22386013,0.14669321,0.41214213,0.14561072,0.060763888,0.043402776,0.0012746301,0.0013474108,0.16276042,0.0,0.013138925,1.0,0.0,0.06909908,0.03208338,0.0,0.0,0.0013830068,0.09040364,0.0,0.060763888,0.0,0.0054151043
0.59012187,0.2393105,0.14747661,0.27885872,0.1286953,0.056423612,0.047743056,0.0012604607,0.0011188894,0.16276042,0.0,0.013124747,0.99864864,0.00748407,0.0751162,0.0337058,0.0,0.008064516,0.0023004268,0.09429011,0.0,0.065104164,0.0,0.00365995
0.52341247,0.24618964,0.13101153,0.16001815,0.12558281,0.056423612,0.0390625,0.0007809221,0.0010635761,0.14973958,0.0,0.013147388,1.0,0.0,0.06644701,0.008709376,0.0,0.0,0.002438049,0.16110046,0.0,0.065104164,0.0,0.0021038207
0.59012187,0.26830485,0.15774329,0.15722069,0.13227421,0.052083332,0.0390625,0.0007382512,0.0009611639,0.14322917,0.0,0.013133177,0.9986505,0.009182598,0.07057328,0.015561045,0.0,0.0,0.0015821423,0.16589075,0.0,0.065104164,0.0,0.002064807
0.6286081,0.2730363,0.18479446,0.15853009,0.14947109,0.060763888,0.0390625,0.0007275835,0.0013242533,0.15625,0.0,0.013151593,1.0,0.0,0.083426654,0.028149318,0.0,0.0,0.0020943228,0.16704963,0.0,0.065104164,0.0,0.002084923
