episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,station_starvation_count,time_of_day_fraction,multi_horizon_starvation_risk
18,0.9168687322257147,-39.429362327047144,-43.607570656084334,-23.468052492665365,-13.962739157798628,-0.03414716640214598,-3.2007048966632263,0.0,-0.7715936673474236,-36.80828096976651,-30.15442858781359
19,0.9168324591547597,-42.26006665798651,-44.96744415849972,-22.675094580881215,-17.89841970114802,-0.2045298883666456,-15.79044556664934,-11.60327848212423,-4.831797683724557,-41.011624759708106,-33.11739612569271
20,0.918025880228709,-42.02651802009459,-45.73400097537836,-23.196607133081002,-16.17029101714875,-0.3723043776270718,-16.119161234637524,-10.641415862868236,-2.156880170245795,-41.65837047875249,-33.78631855344092
21,0.9068652121140354,-46.68641946619406,-49.86702098061441,-26.003194269260717,-16.192440569417364,-0.5078081999038843,-26.264102385479774,-21.344690983361275,-5.652568731966486,-50.21926550091439,-39.29853920500572
22,0.9075705539793938,-47.20140001927127,-54.5707264787451,-24.08157050152193,-16.582866566629622,-0.6622741449201108,-17.27144503706372,-11.096706864468398,-5.878434279331392,-50.28652569033445,-38.64175476911216
23,0.909134716742463,-48.34273769386555,-54.21407003961039,-24.993395874027456,-16.3200362226296,0.0,-20.53931206144703,-18.648053890637666,-7.255966687120166,-60.74756380715732,-39.31978094035446
24,0.922635410687853,-48.282614204999796,-55.186650407376916,-22.850588726796843,-17.81436714158498,0.0,-11.000234563680603,-7.632915435607194,-5.2294525836522245,-47.612546770611594,-38.25847468310743
25,0.9081586350848534,-44.62833532974229,-56.86325910454396,-21.16433612016746,-17.214377060607976,-0.03950628442118423,-2.0422951868831007,-1.1589522411610425,-0.6014581658228889,-48.06209906477455,-36.36446209636528
26,0.9146853986551393,-47.42370681594329,-59.85917120559445,-21.408326773900093,-17.348427426491046,0.0,-5.200267756422318,-4.543439630139957,-0.7452083963289187,-40.65479210701635,-38.66262973959203
27,0.9072865853658536,-50.412048820591274,-59.15663541151442,-22.87752781181054,-17.992387976528406,-0.17021594767008705,-2.0685076920572096,-2.089736637143201,-0.8558146853462602,-56.76691459174026,-40.64138080753053
28,0.8990397640046959,-48.924199412020094,-54.05479886509969,-25.457756226812098,-16.780735165968686,-0.033684398414503325,-7.364044892350448,-6.678244867670481,-1.2911274248951743,-66.520495144741,-37.86101863608629
29,0.9178954924774922,-50.02904122433092,-55.74984127858904,-25.686171312251965,-15.594801336327464,-0.8602326902269286,-4.7370524831046765,-4.7370524831046765,-2.476459543144486,-56.02558631817025,-37.706819190540195
30,0.9178730929472769,-53.235851265441156,-58.1602255328589,-24.80075258715036,-17.99163861649643,-0.08564358352499675,-3.214004210486282,-1.711193772827112,-0.5690417488694954,-55.59132049396715,-39.19533203361263
31,0.9155428537405853,-58.524012789065715,-59.70262972333987,-26.04484680439178,-19.032060614922994,-0.1523217656720773,-7.650017324378251,-7.600380035463172,-3.724255905009141,-50.85221389550631,-43.95629203749069
32,0.9228640192539109,-53.694293300631955,-59.11880379309264,-27.400694425084488,-18.212639499379613,-0.02402743816952409,-0.1763996018670544,-0.1449432318579179,-0.0951178057589871,-32.85480424139515,-39.17974260806101
33,0.9196587380543245,-54.388269930595584,-58.496674983747006,-27.993159111504752,-18.19835647476765,-0.026966497320016065,-5.644862874881636,-3.0528002063244024,-0.6878320492920791,-42.568862955657835,-40.44881299640586
34,0.9196640167991601,-55.32735007205245,-61.00476274377211,-26.898051186373124,-19.070299633166535,-2.7373417711087074,-4.690356950772796,-3.427524107629516,-0.6756521064739208,-42.17699038350836,-41.15452447288042
35,0.9215027306007322,-57.90470409302795,-64.04670819605087,-26.114394009859716,-20.54921573458216,0.0,-10.435388246659238,-10.311728307223333,-2.3112586849373478,-46.05835900105907,-43.04366476327675
36,0.9237643790948341,-54.61637131473363,-64.18163802173737,-26.121053297683698,-19.65853925740957,-1.4254071680018998,-0.15611048582859288,-0.18246500777393942,-0.07679994171362843,-45.51723287981134,-39.395286274536964
37,0.9138407359057652,-56.24679872348009,-69.2147692559357,-27.962091499741383,-18.554665042546574,-0.2903501987870457,-3.329750457160529,-3.3732843479589047,-1.6080429569801142,-46.248348447086364,-41.084645353316695
38,0.9168222048287074,-54.6106823345134,-67.67481275099682,-25.72791673349903,-17.86577096138875,-0.5687867508717295,-5.248372400919802,-4.31806770238437,-3.2469389138152405,-56.8425722277792,-38.35565464933279
39,0.9247239879558381,-54.66705481709822,-67.84409330705381,-24.485053655005153,-18.03394513211467,0.0,-0.7343470854541563,-0.011977459550674002,0.0,-56.19828147636183,-38.428527569238874
40,0.9106241008845766,-58.94021074117859,-72.99645472082894,-24.326691197888913,-18.61531548325762,-0.15649019988787555,-14.662564804091003,-13.982198119749357,-5.517083094413564,-64.8945321830215,-44.34261840259394
41,0.9225002285679457,-57.15493216213726,-72.80338299468016,-25.65948813852055,-18.330855899358866,-0.004541100512578819,-0.04026550550718677,0.0,0.0,-52.82396859309749,-41.07530932014718
42,0.9114265181458857,-65.12685500643927,-77.85624023837765,-27.747147088018448,-18.904571887636635,-3.0975541761853687,-23.553877566987456,-22.897991947525664,-10.314823956339108,-65.08134267941222,-50.371371747882066
43,0.9150871872630781,-62.48517948466549,-75.9580909098406,-28.339480962504517,-19.035778785308118,-0.4611215797811119,-12.637880276351828,-10.565380985676425,-5.743617335694044,-58.71705749300307,-47.46359366480549
44,0.918669810454114,-61.075602499890486,-76.18693876061174,-28.714072422099793,-17.417791889361922,-0.48162395631805244,-7.649702495396595,-3.9526944429188955,-1.8330527547372648,-60.64740576091565,-45.59040176661276
45,0.9115195490525306,-63.68873032974769,-78.06730073748442,-29.317779926545303,-20.453089733233597,0.0,-4.206386411825206,0.0,-0.36879262373598276,-54.32686774503656,-46.93958325108352
46,0.9116255542000179,-72.75811567008071,-83.59691893856889,-29.390248239297115,-22.429914020281473,-0.12170474657548172,-2.437185043057438,-2.5479942746630533,-1.3878662665339,-46.83696276153911,-53.33950204948137
47,0.917189460476788,-70.88942526674376,-83.86376428611551,-29.209918748171834,-22.32470326162551,-0.0480168469005811,-0.70790493396395,-0.70790493396395,-0.3073464539491735,-40.1667736985011,-50.369850535927036
48,0.9094079797949427,-71.06426182990855,-84.53750139885062,-30.746394918541966,-21.712066492051026,0.0,-1.158385729892863,0.0,0.0,-43.44358613334769,-50.32165061952426
49,0.9157726615236258,-68.11927089545367,-83.74840019069738,-32.216850560200626,-22.665362900684805,-0.05309056112648665,-0.3622795430883229,-0.3622795430883229,-0.18925050758345224,-48.3102449597419,-47.34522143591183
50,0.9198829174084915,-68.40957247208279,-84.43114648471878,-31.968544312756322,-22.88204794561873,-0.033805839905991286,0.0,0.0,0.0,-49.504830688515405,-46.711871569439815
51,0.9156007172743574,-72.56240819874738,-87.69990490441731,-32.48100513359462,-24.043632581009973,-0.4526718814447285,-12.482514007999047,-10.596149614149581,-9.639948241364252,-54.55635810814315,-51.98859161694437
52,0.9205068071757073,-68.7288916342847,-88.23930295954439,-32.26375616134998,-24.10773752364769,0.0,0.0,0.0,0.0,-45.162758966082144,-47.897339957077506
53,0.9215146711333114,-71.56039796313283,-90.34826450034836,-32.584273916779786,-22.867807166475096,0.0,-4.049648109156156,-3.643133077839417,0.0,-49.585040494565284,-48.59868139641926
54,0.9195036206844747,-71.16074138734675,-92.58580746633832,-31.930175921299583,-23.819944223453703,-1.109435292317937,-4.692474510697542,-3.9812840411687733,-1.8499611097702233,-52.101172068558625,-48.83882355572934
55,0.9219767094655121,-72.95844075608068,-92.89303588869318,-31.986107527972766,-24.823036682247338,-0.474876044802344,-2.8391519518396424,-1.9259545026464029,-0.829921760731051,-50.929232576829904,-49.505587974193546
56,0.9230424387328153,-71.38146299998473,-92.56629973950648,-31.519377005923054,-25.248722092394473,-0.02736014657882769,-0.3910856795976739,-0.3910856795976739,-0.20429848934206843,-48.110429411520535,-46.29248402961265
57,0.9138330176482968,-72.17539686095513,-91.47495855701354,-31.039883521428123,-25.462326934167745,0.0,-11.582896314458731,-10.901939869534816,-3.9187680537377596,-65.42889600398951,-46.4352087462662
58,0.9220020093159192,-71.06162977914465,-90.70886007751487,-29.75068534402049,-25.77991408492458,0.0,0.0,0.0,0.0,-56.720230234078855,-43.25980101311243
59,0.9286300745020526,-70.9782251314824,-91.48674894584617,-30.576755749827253,-24.71493867409258,0.0,-3.1837678383819075,-2.530745800570557,0.0,-52.316697717111126,-43.09354557634483
60,0.9171095542939969,-73.85384604681558,-95.30907482287353,-31.879558620043195,-22.813347096378056,-0.39801220409593363,-3.084940698682659,-0.6136811372562674,-3.6712400935296907,-59.25603829593128,-47.22878863410565
61,0.920484855669492,-72.34479304748128,-93.76794774789802,-30.313861622828867,-23.119784586845018,-0.4239536322154985,-5.816913705056567,-2.537193486451626,-4.030600491320116,-65.1914248604971,-46.47699545575607
62,0.9187713720079189,-75.26812055296237,-97.47928479417237,-30.730577726069583,-22.755478047487752,0.0,-1.076056303097241,-1.38092754506801,-1.6729928192029881,-58.657815087742044,-49.79094824144072
63,0.921184935424632,-77.47637804227347,-98.30987848068746,-31.12458473923488,-21.92221031743775,0.0,-3.9812986555415297,-3.802653076699347,0.0,-54.600434465885826,-50.200101715300846
64,0.9204976803036693,-80.12348564603337,-99.30722345363326,-31.55502002006742,-22.44648050384469,-0.008522977008541741,-9.723229901130551,-9.348381897260605,-3.037507028741284,-59.13155674350096,-52.10597245951062
65,0.9225009131864118,-80.99994857178477,-98.2590154623603,-31.32261518120857,-21.67599781586996,-0.878791540117819,-3.058640419135247,-3.1359239224868825,-0.6472294899485271,-57.64176594999735,-51.59169345463465
66,0.9177409453652547,-83.62239923550811,-101.16734540376696,-32.07692109390216,-20.800896532471217,-1.5779294689873833,-4.994704674297486,-5.3321591803039325,-0.033830325601154065,-53.06510063630463,-53.74434607563929
67,0.9173765162688499,-86.16890798043136,-102.8798520031773,-31.54105673001376,-21.765495777467567,0.0,0.0,0.0,0.0,-49.75195371415118,-55.400531883585444
68,0.9213050075872534,-90.15565588868857,-106.91661170050517,-30.838294127750906,-21.57307465625154,-0.109461068100179,-16.93049788037276,-17.48961818359823,-8.433605317765382,-58.37328007429778,-60.42832298643608
69,0.9253510493733957,-88.60051866184084,-105.69005189811165,-31.973048915587306,-21.173165500263348,0.0,-2.1253819227396793,-2.4625047273490672,0.0,-53.72783869690879,-57.529499202152884
70,0.9199416874202757,-91.29525591336817,-106.93692814299321,-31.70267623456336,-23.136334508765273,-0.6703324728447055,-3.8497987739741926,-0.8486051195018114,-1.061050345355496,-66.23279367623162,-60.11085769843453
71,0.9184400347191045,-94.97718321324986,-108.35005020609113,-33.318157780731184,-24.846966917085535,-2.6660742061725577,-6.219830782327634,-1.9776969303974836,-2.7565198929986416,-64.17729291788746,-63.198175924395606
72,0.9245519339158441,-97.12304318734938,-106.93781661084184,-33.99451888334838,-23.336066903832254,-0.5828081318618101,-1.29440659119856,-1.17592273917468,-0.8767402752892232,-64.30420070585676,-63.31403764961929
73,0.9297969558507581,-99.04571028008773,-107.60560547481967,-34.271618231424604,-23.544722583137904,-1.2044885953241886,-3.988121124813211,-3.4666596606017306,-1.6128523490231137,-63.061184822567014,-64.77519761436172
74,0.9197067131438188,-99.73825881522086,-109.71005666120631,-34.110640172363205,-25.24761418911717,0.0,0.0,-1.2085741401919878,0.0,-59.78202970984838,-65.00500578012348
75,0.9295578437310721,-101.54148448764334,-110.14737159883512,-35.00279902525439,-26.36149510296621,-0.899994851114988,-0.17202347197999757,-0.17202347197999757,-1.1775441252145717,-55.61972465263122,-65.67906898181403
76,0.9170649083540016,-101.13288466684922,-110.95077165471199,-35.8316685806938,-25.547976915169656,-0.26115573898235817,-5.918943264104363,-5.31361715018751,-0.8463335516137187,-60.41411560925237,-65.55880734392092
77,0.9220688183840785,-104.47715210020156,-113.3226492826774,-36.747260781639916,-26.359582375665198,-2.7685369782222966,-10.581190684617397,-5.802165137416596,-1.732784120486204,-63.99744878295313,-69.28330538567461
78,0.9223702059440129,-102.64250180427182,-112.86787171601146,-36.95346255416205,-26.527985192162813,-0.0854191405813231,-2.508733662927577,-0.8249249044114729,-0.4386114927161766,-64.34708725569311,-67.42036987086064
79,0.9196888848693135,-109.1460991189095,-115.7161040267241,-38.394506286063745,-26.362445378232014,-2.656535358420462,-11.033240950906034,-10.595962939744801,-6.052622363694354,-62.44686475931847,-72.73069795445475
80,0.9262593718948541,-111.06120410571647,-116.04525935811294,-40.29783070909685,-26.6164843378786,-1.8779721494234227,-1.4379542933091305,-1.1152930231445366,-2.2568796324046447,-55.977196524734886,-72.87891999938537
81,0.9221888153938665,-112.68084453588314,-116.63718021394041,-40.6536678117665,-26.810175562949617,-1.0768062874532947,-8.514825967758862,-8.806450641149725,-2.4915791564991476,-62.84718859581021,-73.86726366519746
82,0.9233592268640284,-113.96022157206798,-117.40039329425022,-41.58202165415013,-28.11664943759602,-4.22605221103636,-13.036435134805961,-13.521967790662455,-7.976080673156119,-57.044297685406754,-74.87394748221382
83,0.9186398595046327,-114.06071487559437,-117.6300252224148,-41.97745486118047,-28.522096128576397,-2.9402048278407125,-18.075501005428915,-18.922345196138906,-8.585566202811998,-67.65155854584498,-74.84061521266196
84,0.9282672584417921,-113.00972631843578,-115.67985033923401,-42.202443856543674,-27.937555159733243,-1.9746768808658157,-6.679258236945498,-6.911964508025648,-0.6520711542104649,-65.33022890707873,-72.5237245052058
85,0.9281764635172497,-116.981953649195,-117.1171045361199,-42.167152360095926,-28.023454679470095,-2.997928527510811,-12.220745351828588,-11.81709784708971,-3.911406910886179,-67.11265265926946,-75.92907655406539
86,0.9287484695553498,-118.76018139008356,-117.85692254985862,-42.51895083361228,-27.700461376256165,-3.716189881869353,-17.506494950304187,-16.30537269207592,-6.190186597842766,-71.19966028898055,-77.94629100446258
87,0.9281287605294826,-120.13775071506129,-117.78260433622478,-43.255920204858,-27.726966018795988,-0.1297382944156862,-13.286833088226297,-11.356015957518112,-2.3506569709686578,-68.46204606414268,-78.4881369000377
88,0.9307444146289987,-119.47011492920461,-119.02829821183835,-43.88488116320383,-28.330799272574392,-0.0019857703254428666,-2.3827053633225383,-0.08113395863359882,0.0,-56.107070354581886,-78.02972339563752
89,0.9185185185185185,-123.48565563275753,-122.22197498950833,-44.32842042582252,-29.872097912796182,-4.566949783609812,-9.020341849397946,-6.800471618282015,-4.321134062860486,-61.7034232202088,-82.83039562885519
90,0.9163063526139147,-129.80547234873825,-125.77608186926818,-45.287452952435096,-31.5335190248625,-1.706825537367466,-18.855180143101023,-18.551172222963874,-7.789896363941768,-65.97468404873969,-88.88021430974587
91,0.9293673616103523,-127.9747275373665,-125.22591945753699,-45.836407783926894,-30.15376452877186,-1.8630989158952147,-10.904813330926933,-7.517648283274822,-3.4312037891659637,-60.742454749838636,-86.25219918447232
92,0.9257743832211918,-131.2290606874485,-128.1159187686912,-47.16592847630257,-30.57754951708335,-3.654074464995631,-25.59258387355774,-21.593931293117212,-9.93180548029761,-74.80477793361116,-90.31494554075805
93,0.91760153578499,-131.7847953884375,-130.13814050076022,-46.933105437013374,-30.833956085829573,-3.5911375847108693,-23.212172998490278,-19.830533503345873,-4.640605664206713,-76.34441866037008,-90.75803430846808
94,0.9324598299391775,-131.73908256558204,-128.7849553105637,-47.00349169740395,-30.79478336700939,0.0,-9.501492809560515,-2.660101950828095,0.0,-66.77243223000879,-87.96209736205529
95,0.928429722255621,-135.32469930210544,-130.2963606790419,-48.31039487001671,-31.441478113095695,-0.01827003844295894,-15.229797287114144,-11.415476701485582,-4.054683258602945,-75.02064507887506,-91.70061403544878
96,0.9210361208210093,-138.8648413216549,-131.42151481507497,-48.56622443030172,-32.83234451478878,-1.043893591311888,-20.251826995771513,-16.588370039776894,-4.419066904684521,-78.34098323466853,-94.13809199000193
97,0.9229131047721887,-140.60825345135072,-134.18136480515716,-48.93152815352691,-33.15552614672169,-2.5576773012490728,-21.194462376781644,-18.677753178240852,-3.0270430850860164,-77.03178855680655,-96.00632425676443
98,0.9307424315233062,-140.53919745737602,-134.75332928033055,-49.085498263791564,-33.14957156063899,-4.127052097559946,-18.703492375100545,-15.60084898609036,-0.5894736604830336,-79.07683747960573,-95.49446467971352
99,0.9266628249067362,-139.74851475642197,-133.84688717673185,-49.61464589093967,-32.866104196211474,-2.4332748088739016,-12.97437356864968,-10.281250645510903,0.0,-69.75874795631331,-94.1678945030994
100,0.9218665545612876,-145.33452279399768,-138.44350624956454,-50.4498529231954,-32.888065271546004,-6.697839959213841,-29.251997484469232,-28.866428836005262,-12.965549720436512,-80.49319633128374,-99.97940526560645
101,0.9272367017222984,-146.3272270276748,-139.02528733901283,-50.09741549946972,-33.0820137201085,-5.654264165605767,-22.45730033795602,-20.478555936423145,-8.73134488949013,-72.47797260701743,-99.05182167837427
102,0.9228974059779194,-147.38232308778217,-141.5228413363558,-50.25424654162414,-33.16873725179182,-8.181519921175724,-22.75734147299653,-20.846207681132366,-9.292262152144758,-70.87881666706672,-101.38942659493536
103,0.921903618075364,-149.5315919082761,-144.4302110295648,-51.04039242553958,-33.06763402899245,-6.102540337163697,-29.200802094755872,-27.720212646193577,-11.982200209590106,-74.1270459014869,-103.43942485751845
104,0.9227072123813554,-150.44888566422193,-145.63932300535612,-51.361785516091864,-33.211575173267235,-4.874443535839156,-30.162218712259403,-26.640650726870962,-12.140081241408417,-77.57604782032737,-104.28859786453093
105,0.9254883047986496,-149.67321000870496,-146.1947476094969,-51.72975176728093,-33.9128427722122,-2.214993323894159,-25.676074584136195,-23.62612017045856,-8.688003573448443,-78.99009829798973,-103.94350972948399
106,0.9329146790652738,-148.59214649457616,-146.32703125422339,-52.08278163194257,-32.71920065032799,-4.676040740443355,-23.157281561261165,-21.222165498171076,-6.756126843869907,-82.41822225036282,-102.60042051630256
107,0.9339218913661529,-150.39349433935453,-146.81472746936012,-51.63596104404658,-33.63662650976567,-5.034421940200804,-21.81337020990492,-19.324425425571626,-4.907857258385617,-78.94581565998435,-103.67609052753383
108,0.9252898108602806,-154.49222528757582,-148.8970728417125,-53.043403014894075,-33.79329993736718,-4.770956140888422,-32.47935023960883,-28.916484319820707,-7.524384435161964,-80.12663813269937,-107.62919424165536
109,0.9220910314450018,-155.30925512681108,-149.59304668800345,-54.849728186456055,-32.811908941353416,-4.510497359369818,-33.2017592037212,-28.753256905098265,-7.523010454573665,-87.85786511596244,-107.81985677744908
110,0.9295414939006069,-155.87115068317033,-151.35966829177903,-55.67738971517034,-32.48886155292282,-5.2067038103779515,-22.06795881465118,-17.97301228087156,-1.2865110010182093,-79.1213539134836,-107.44169276362616
111,0.9206922498118887,-162.6431848304262,-157.62560349569947,-56.070849024757244,-34.70376435764194,-5.390427070526388,-43.0841802096865,-37.701073813138166,-14.172770851868265,-95.50446750634835,-115.19959406672506
112,0.9235098643834386,-161.18380029248928,-155.96691571285538,-56.53589017495956,-34.93391088258128,-3.916313597798641,-33.86471141045754,-28.734835514370243,-7.773226602853713,-91.86840246236045,-112.66686180073943
113,0.9279244151169767,-163.60989748680635,-157.76455035295695,-57.182750059474365,-36.15183378299257,-6.359540204524266,-33.99530619701208,-29.524581157649937,-6.587827697866697,-93.10556250023436,-114.6123915743091
114,0.9242058947622205,-165.673692024467,-159.10981623250044,-57.631604389386595,-36.79699147292574,-7.596982080902114,-37.077830301790954,-31.985245022130503,-5.80480223873899,-92.13345623051666,-115.97669649500908
115,0.9244245447442755,-163.77940900649944,-157.81243382536005,-57.91126083723359,-36.9341612681019,-6.399944310785465,-26.45915898714254,-24.650899335613094,-0.03889337543142796,-88.93771542667567,-112.83584473664203
116,0.9221606813173724,-168.98049091830222,-161.1911791760817,-57.88203339735252,-37.66249412270124,-9.261303840407294,-46.79802183905323,-42.519087522913395,-14.07995266323968,-99.79369754805558,-119.1126254493715
117,0.92916416115454,-167.52931808037908,-160.51824886362758,-58.564018805731365,-38.09557248152565,-6.597325734932594,-33.67044040856739,-28.236582629669265,-4.543306225700958,-90.36084569739876,-116.03196264658689
118,0.9310448569451548,-168.6160672738012,-161.37463655770958,-58.70671568932752,-39.744517894920946,-6.22597404851013,-30.27622673990766,-23.05155977903946,-3.89947570335152,-85.04901310556635,-116.22689752961374
119,0.9263154767210388,-170.09467055598753,-161.44337657396184,-59.14943546671531,-40.99210026621035,-6.723307033297853,-36.117733051923054,-27.94763138748527,-5.771653899409445,-90.4501361688508,-117.79188216713632
120,0.934745277618775,-170.05023233663178,-162.01698695436528,-58.890315151390524,-41.12950777513143,-7.3081881351017515,-31.000306019902535,-24.687248952365742,-8.442944730547365,-90.72293224520197,-117.01039835891936
121,0.9274731823599524,-171.55477798418292,-164.27582482035106,-59.34881149712157,-41.35469479332591,-8.941322689285009,-36.87437348241692,-28.049610824465645,-13.691562807949675,-97.62434018991489,-118.97297815800441
122,0.9229472162837614,-171.34476793571787,-163.78669419188873,-59.24669701596535,-42.17012376972506,-9.220513203130366,-34.114235525654315,-25.33247550013446,-10.657063737260753,-98.1933385795665,-118.37231638254865
123,0.9346015206130918,-170.57617593097112,-163.51622615541174,-59.81777775961987,-41.98557912423694,-10.199405699962714,-27.208875048864403,-19.050061004437456,-7.444719799189567,-92.79187051766434,-116.91080850798933
124,0.9241247497117894,-172.98644045240334,-164.559061254319,-59.71545868624768,-42.76095063509469,-14.12907292971251,-38.130673377935615,-27.980834269278255,-11.46260375684645,-104.4065747901886,-119.7214221029103
125,0.9293354164162961,-172.55654314663724,-164.31676103447268,-59.90326179757521,-43.355171806544426,-13.295839731120525,-32.400851499172674,-21.667749450565193,-8.660113803221861,-98.54830113213795,-118.83982802520441
126,0.9297336386645776,-173.09196486299015,-165.71923034154986,-59.90757556349372,-43.63884708222425,-13.514572479008168,-27.307192518542383,-17.173691804179146,-4.270463787012136,-95.26592178481953,-118.75862348004168
127,0.9311239106178946,-175.01912152343678,-168.0576336145373,-59.79641292537508,-44.256539265220916,-15.051421827319054,-34.14381875549636,-21.778793498821983,-8.412993728399357,-97.13115338230396,-121.3665341067165
128,0.9286478772743489,-175.08707126996632,-168.218445108314,-61.05936015774112,-43.67163414783073,-15.843759823753784,-32.70785009720626,-19.603861123807697,-7.888752987673525,-96.64740363114441,-121.08872039547121
129,0.9259495982468955,-174.60725151211554,-168.6466889714412,-61.602100608189744,-43.9395229177201,-14.848497203256981,-32.31399029716073,-18.42236532766861,-7.284291231322468,-92.91549665486133,-120.65837381800219
130,0.9212674317038644,-178.08690870736984,-171.89649372040606,-62.18920327630615,-44.98671626850609,-14.954093657425332,-43.74260368215334,-28.016666956971513,-12.822718918380726,-96.72616009212176,-124.75705719554026
131,0.9258584570543765,-176.86849216426364,-172.2593229045721,-62.31698357747377,-44.99309692289903,-14.061719867711716,-44.985947993735664,-28.519630453984117,-10.7582840038619,-100.47563785830557,-123.58189334521676
132,0.9327291949856518,-174.9553389780412,-170.90270718101274,-62.68368183201988,-44.740876124892694,-11.26380321431925,-30.748205747944624,-15.250838969634982,-2.3550011622937546,-90.00546813982108,-119.89668585196536
133,0.9350930463277516,-178.9735121019633,-173.17629594634442,-63.41265969800077,-45.66529958153849,-12.163317055590962,-37.21168164225074,-20.406267400494528,-7.921591139753377,-91.42637154252033,-124.07965579699582
134,0.9330533747185199,-178.78452315238846,-172.83073364596552,-63.84619610572588,-45.24718140826525,-9.605166716933843,-34.911607871444104,-16.887085577744852,-5.454218897985173,-92.08302527569504,-122.75026486939791
135,0.931353574452643,-179.7353297045835,-173.00633282909413,-64.01789790553849,-46.11461185504642,-9.924566713212245,-39.26311130589321,-20.262729684306652,-7.90562387768039,-99.83640246013263,-123.86078380702972
136,0.9314631430033411,-179.52453396949352,-173.14169282464292,-64.60347473348766,-46.43354367184255,-9.352436945461564,-39.05074668057554,-20.201397145068057,-7.891330458266471,-100.10434368190002,-123.1796046550511
