episode,service_level,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
201,0.9370107081796095,-9.959362394027236,-7.417516484487355,-2.2257772505779454,-1.4125714903386972,0.02162,0.1,0.059837,0.2,1314,786,1340,33339,38000,37996,0,0,0,0,3480,3490,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9377356232421759,-9.964363919067521,-7.423293474294284,-2.226702529758133,-1.4132455155726535,0.021536,0.1,0.059479,0.2,1318,763,1368,33422,38309,38300,0,0,0,0,3552,3549,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9383713942307692,-9.975509128544484,-7.426194235438044,-2.2282640204777677,-1.4157267842481336,0.021453,0.1,0.059123,0.2,1276,775,1195,33280,38102,38100,0,0,0,0,3390,3376,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.941917007249187,-9.97948389395274,-7.432792117803699,-2.22844081767471,-1.417176357473762,0.02137,0.1,0.058769,0.2,1233,714,1342,33521,38468,38460,0,0,0,0,3554,3570,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9344883110687023,-9.999514118670152,-7.445710878168588,-2.234528490151474,-1.4205696027171009,0.021288,0.1,0.058417,0.2,1431,766,1255,33536,38297,38293,0,0,0,0,3477,3467,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9346077666406578,-10.018384722654424,-7.450292394381021,-2.235736356120401,-1.4222256998788148,0.021207,0.1,0.058067,0.2,1383,796,1372,33322,38231,38225,0,0,0,0,3505,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9425531278955077,-10.030251377963186,-7.459901642037761,-2.24119573496992,-1.423428497932564,0.021126,0.1,0.05772,0.2,1244,678,1145,33457,38298,38293,0,0,0,0,3498,3496,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.9392280071813286,-10.03426360952601,-7.464662989751093,-2.2384532542878186,-1.4238752856928507,0.021046,0.1,0.057374,0.2,1215,816,1405,33420,38339,38338,0,0,0,0,3470,3477,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.9378957695394952,-10.042741237603,-7.4749579840939395,-2.242007654317197,-1.4267572263897026,0.020966,0.1,0.057031,0.2,1379,710,1436,33637,38297,38289,0,0,0,0,3541,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9414178322201923,-10.046405620837554,-7.478649303226824,-2.2433148393860107,-1.4287517131122893,0.020887,0.1,0.056689,0.2,1300,656,1227,33389,38089,38081,0,0,0,0,3516,3518,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9304451747833881,-10.074425795384933,-7.494990415965862,-2.2513731643533164,-1.4323312512814537,0.020809,0.1,0.05635,0.2,1386,942,1336,33470,38116,38107,0,0,0,0,3522,3537,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.9425283930008644,-10.081502479379415,-7.496927365568927,-2.2521655747940015,-1.4316319359783103,0.020731,0.1,0.056013,0.2,1183,745,1509,33547,38439,38429,0,0,0,0,3572,3563,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9402944466277698,-10.091326341144683,-7.506338955804172,-2.2532763996255363,-1.4336900913648039,0.020654,0.1,0.055678,0.2,1238,737,1158,33079,37846,37837,0,0,0,0,3498,3486,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.94311611659841,-10.10329773482327,-7.513008702366865,-2.2590758929423305,-1.4358574565120996,0.020577,0.1,0.055344,0.2,1182,707,1175,33208,38241,38235,0,0,0,0,3446,3444,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.9388186281803304,-10.118606320836363,-7.521663902170058,-2.2610859032567205,-1.4402288620667778,0.020501,0.1,0.055013,0.2,1292,764,1321,33605,38489,38482,0,0,0,0,3433,3432,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.9345373143358442,-10.13413004605148,-7.534494315231877,-2.263018856160304,-1.4415797041740017,0.020426,0.1,0.054684,0.2,1432,732,1235,33057,37708,37702,0,0,0,0,3520,3518,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
217,0.9385554179379513,-10.142511039585967,-7.542654620351244,-2.2640428692674557,-1.443340844937993,0.020351,0.1,0.054356,0.2,1311,723,1371,33103,37961,37951,0,0,0,0,3516,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.9371018393898609,-10.149402134635498,-7.550775472236906,-2.267288762272451,-1.4449648442185083,0.020276,0.1,0.054031,0.2,1386,717,1137,33435,38236,38230,0,0,0,0,3538,3530,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.9332955460755944,-10.170700685699,-7.568476777406863,-2.270327980789344,-1.4477190508053885,0.020202,0.1,0.053708,0.2,1514,722,1330,33521,38052,38048,0,0,0,0,3467,3472,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.9406459294537878,-10.183170928207701,-7.579974317496312,-2.2750921495340615,-1.4501735181086275,0.020129,0.1,0.053386,0.2,1330,664,1171,33595,38441,38432,0,0,0,0,3385,3393,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.9408042148610186,-10.192152727704194,-7.584544866079373,-2.277006174551597,-1.4510964746971198,0.020056,0.1,0.053067,0.2,1283,672,1232,33026,37957,37949,0,0,0,0,3532,3528,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9368172423974018,-10.204767829861133,-7.595058450844569,-2.281322841544885,-1.4503965319528123,0.019984,0.1,0.052749,0.2,1329,811,1115,33870,38579,38573,0,0,0,0,3527,3523,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9384037276416655,-10.221115917727868,-7.603612312237481,-2.283643140401988,-1.4538470125464815,0.019912,0.1,0.052433,0.2,1337,712,1312,33265,37843,37838,0,0,0,0,3478,3476,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9440929821980285,-10.223142214826773,-7.611219337734078,-2.2823163314224235,-1.4556437207632564,0.019841,0.1,0.05212,0.2,1219,681,1520,33985,38800,38789,0,0,0,0,3538,3539,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
225,0.9337576965406467,-10.239161231887797,-7.618721265954315,-2.2866559870721104,-1.4593285632177513,0.01977,0.1,0.051808,0.2,1442,785,1358,33619,38416,38409,0,0,0,0,3490,3482,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9457147160716975,-10.238568755562858,-7.62013119378395,-2.2867489402963757,-1.4592667221866877,0.0197,0.1,0.051497,0.2,1077,725,1324,33195,38128,38121,0,0,0,0,3547,3533,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9405748123336424,-10.24574388523607,-7.624288626995802,-2.2902703289309807,-1.4611846112063909,0.01963,0.1,0.051189,0.2,1334,653,1307,33437,38261,38256,0,0,0,0,3493,3493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.9326512187782124,-10.26844140268401,-7.6410486510279485,-2.2966983160176246,-1.4655453438181547,0.019561,0.1,0.050883,0.2,1395,843,1353,33230,37949,37944,0,0,0,0,3580,3572,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.9368049742915222,-10.287094549955135,-7.654793960381861,-2.3002557658601765,-1.466761049283897,0.019492,0.1,0.050578,0.2,1415,699,1319,33452,38013,38009,0,0,0,0,3479,3499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.9388875626641203,-10.299716872548785,-7.663910983856245,-2.3016662234587733,-1.4685110562908013,0.019424,0.1,0.050276,0.2,1349,699,1280,33512,38342,38335,0,0,0,0,3415,3409,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9434843810835905,-10.3031168596766,-7.664470520621647,-2.303530652821769,-1.4686436070456717,0.019356,0.1,0.049975,0.2,1273,614,1378,33389,38268,38261,0,0,0,0,3487,3467,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.9392048012003,-10.306039830405362,-7.6709259124180385,-2.3023264619220325,-1.4692217542453911,0.019289,0.1,0.049676,0.2,1299,727,1279,33325,38231,38222,0,0,0,0,3507,3506,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.9405032935676775,-10.308721252959456,-7.671011766352286,-2.3021191369831135,-1.470962515809539,0.019222,0.1,0.049378,0.2,1267,693,1319,32943,37836,37829,0,0,0,0,3378,3377,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.9349603127591517,-10.32232139220702,-7.682285154077331,-2.303394052245824,-1.4732075666725994,0.019155,0.1,0.049083,0.2,1436,760,1352,33764,38517,38507,0,0,0,0,3511,3516,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.9416907020308644,-10.330432247900422,-7.686153682764848,-2.304647182455125,-1.473264894268211,0.01909,0.1,0.048789,0.2,1381,580,1105,33631,38178,38170,0,0,0,0,3488,3472,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.9351208504067937,-10.351703818165355,-7.696882995774402,-2.3118077110595916,-1.4776726429042992,0.019024,0.1,0.048497,0.2,1338,847,1362,33678,38647,38641,0,0,0,0,3542,3554,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.9379953238393102,-10.36621703902527,-7.700532500208515,-2.3161296869277437,-1.4810486423411713,0.018959,0.1,0.048207,0.2,1271,771,1363,32933,37684,37678,0,0,0,0,3471,3471,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.9395718436814328,-10.377296143498512,-7.711477356480152,-2.3181522585398864,-1.4817593260612,0.018894,0.1,0.047918,0.2,1381,657,1232,33726,38396,38390,0,0,0,0,3462,3471,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9431541627858065,-10.384246151789831,-7.714006063780087,-2.321689443746214,-1.4831908689747253,0.01883,0.1,0.047631,0.2,1265,627,1185,33283,38007,37999,0,0,0,0,3458,3478,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.940730260979501,-10.390225897176647,-7.717791583456873,-2.320240256983648,-1.482520525313932,0.018766,0.1,0.047346,0.2,1271,698,1123,33221,37883,37873,0,0,0,0,3441,3447,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.9386185475521373,-10.399355249371807,-7.721508062975488,-2.320080624758832,-1.4826124245312007,0.018703,0.1,0.047063,0.2,1324,751,1271,33805,38602,38597,0,0,0,0,3440,3452,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9384523632026242,-10.410966818865507,-7.729853320489614,-2.324480977837226,-1.484581383906796,0.01864,0.1,0.046781,0.2,1215,849,1369,33535,38437,38433,0,0,0,0,3604,3618,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.9329199212927076,-10.428064746144136,-7.7480478848193215,-2.3291831038130697,-1.4880836595215037,0.018578,0.1,0.046501,0.2,1407,843,1315,33542,38206,38202,0,0,0,0,3538,3535,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9368952717093653,-10.429216285620488,-7.751719660981204,-2.329808314943981,-1.4873170914881548,0.018516,0.1,0.046223,0.2,1349,725,1257,32866,37727,37722,0,0,0,0,3515,3513,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.939696833258292,-10.437775453071934,-7.759892208748606,-2.333337171427873,-1.4905597767511989,0.018454,0.1,0.045946,0.2,1297,712,1321,33315,38285,38281,0,0,0,0,3441,3454,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
246,0.9331072564671988,-10.45957899797791,-7.772459988440121,-2.33898669639052,-1.4949306656264927,0.018393,0.1,0.045671,0.2,1304,925,1515,33322,38166,38160,0,0,0,0,3499,3492,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
247,0.9385545429937743,-10.470175564141066,-7.783040856233586,-2.342076402046925,-1.4968739428930018,0.018332,0.1,0.045398,0.2,1401,642,1224,33249,37965,37961,0,0,0,0,3468,3477,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
248,0.9497298919567827,-10.473444315441668,-7.7795894004970645,-2.3409770676892574,-1.497354952009512,0.018272,0.1,0.045126,0.2,1114,561,1125,33320,38425,38421,0,0,0,0,3540,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
249,0.9486142322097378,-10.479951039963327,-7.785415241696063,-2.341594173624911,-1.4979625346323828,0.018212,0.1,0.044856,0.2,1139,576,1116,33375,38197,38194,0,0,0,0,3498,3511,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
250,0.934396299902629,-10.495910574825338,-7.79520591760876,-2.345635169978153,-1.501524266487672,0.018152,0.1,0.044587,0.2,1284,872,1149,32864,37513,37506,0,0,0,0,3523,3523,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
251,0.9447556847119446,-10.502302301335892,-7.799849976101691,-2.3468263252245958,-1.5022940938413873,0.018093,0.1,0.04432,0.2,1194,650,1302,33379,38277,38273,0,0,0,0,3521,3519,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
252,0.9414083659343966,-10.514795787505971,-7.806189264094428,-2.3511984212778336,-1.5058433648338785,0.018034,0.1,0.044055,0.2,1224,723,1272,33230,37971,37964,0,0,0,0,3566,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
253,0.9405041816720736,-10.528822555922115,-7.817372948011169,-2.3532208654344884,-1.5075718436050514,0.017976,0.1,0.043791,0.2,1354,645,1204,33599,38388,38381,0,0,0,0,3470,3467,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
254,0.9366820056176418,-10.53678447628827,-7.824560281255075,-2.3568908801867985,-1.5085681557559034,0.017917,0.1,0.043529,0.2,1325,794,1165,33466,38283,38278,0,0,0,0,3548,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
255,0.9359527662890368,-10.55462998697217,-7.835381779526264,-2.3603559211604463,-1.5120658175243198,0.01786,0.1,0.043269,0.2,1308,829,1187,33366,38213,38207,0,0,0,0,3539,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
256,0.9417324718832256,-10.566659087787333,-7.843238678635331,-2.364590553697002,-1.5138332313831095,0.017802,0.1,0.04301,0.2,1268,680,1257,33432,38263,38258,0,0,0,0,3485,3474,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
257,0.9390052897544253,-10.577315094619614,-7.85320523663291,-2.3673660276147253,-1.514881623787388,0.017745,0.1,0.042752,0.2,1318,746,1118,33839,38641,38630,0,0,0,0,3514,3521,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
258,0.9332242225859247,-10.594196290875288,-7.868245191115363,-2.372521238093099,-1.5172265240449623,0.017689,0.1,0.042497,0.2,1370,874,1481,33605,38344,38336,0,0,0,0,3560,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
259,0.9426432427595669,-10.596603605079938,-7.87140969710263,-2.3741743162671924,-1.5196703068140527,0.017633,0.1,0.042242,0.2,1099,824,1281,33527,38604,38600,0,0,0,0,3480,3494,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
260,0.9379525222551929,-10.616135925570122,-7.88757441041445,-2.3788130131934113,-1.5219430416234896,0.017577,0.1,0.041989,0.2,1431,660,1192,33700,38496,38490,0,0,0,0,3541,3532,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
261,0.9340304750522856,-10.628919930772604,-7.898610022637573,-2.3819983407184853,-1.5242465338962432,0.017521,0.1,0.041738,0.2,1524,684,1354,33470,38095,38089,0,0,0,0,3527,3521,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
262,0.9440077106111262,-10.638103157168338,-7.902576844558647,-2.3842856753657764,-1.5241063469254177,0.017466,0.1,0.041488,0.2,1145,714,1262,33201,37959,37956,0,0,0,0,3454,3474,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
263,0.9308505884105467,-10.658953624971641,-7.913626440483853,-2.389359024313286,-1.5278489451482968,0.017411,0.1,0.04124,0.2,1414,907,1463,33565,38130,38123,0,0,0,0,3484,3471,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
264,0.9381060262800182,-10.675092639573181,-7.925698470310724,-2.392554672850316,-1.5313263615465984,0.017357,0.1,0.040993,0.2,1324,725,1337,33105,37848,37846,0,0,0,0,3497,3497,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
265,0.9380630965478279,-10.692181212749341,-7.932375867984411,-2.3982456361370272,-1.5334909039942786,0.017302,0.1,0.040748,0.2,1300,783,1284,33631,38494,38489,0,0,0,0,3475,3488,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
266,0.9372896634615384,-10.702506830178036,-7.942878227471336,-2.401096363996874,-1.535613973236362,0.017249,0.1,0.040504,0.2,1344,743,1372,33280,38196,38188,0,0,0,0,3497,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
267,0.9404260334109189,-10.713948899344508,-7.9498726998900135,-2.4006429608733244,-1.5357789359601686,0.017195,0.1,0.040261,0.2,1375,647,1182,33941,38712,38706,0,0,0,0,3528,3528,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
268,0.933873820754717,-10.73088681191795,-7.966725303630318,-2.406736466330006,-1.5388756619952497,0.017142,0.1,0.04002,0.2,1355,888,1426,33920,38711,38704,0,0,0,0,3525,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
269,0.9423030376376619,-10.730396036797327,-7.969239084484085,-2.4089210342257954,-1.537996257039137,0.017089,0.1,0.039781,0.2,1257,650,1141,33052,37700,37691,0,0,0,0,3503,3502,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
270,0.9406363827929799,-10.742720537051381,-7.9721114239032005,-2.409923324616924,-1.5385054048961515,0.017037,0.1,0.039543,0.2,1341,631,1303,33219,38091,38088,0,0,0,0,3491,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
271,0.9416728569306195,-10.750231427443843,-7.980789479133687,-2.4120445557038623,-1.5401824505891375,0.016984,0.1,0.039306,0.2,1263,700,1306,33655,38240,38237,0,0,0,0,3536,3538,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
272,0.9418472063854048,-10.758550261752408,-7.988340032175345,-2.4152721829088595,-1.5407433271099675,0.016932,0.1,0.039071,0.2,1181,757,1182,33326,38046,38036,0,0,0,0,3614,3616,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
273,0.936330034577322,-10.764539771232077,-7.997700998858005,-2.4181129625121733,-1.5421343702614598,0.016881,0.1,0.038837,0.2,1329,807,1418,33548,38414,38412,0,0,0,0,3497,3500,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
274,0.9318282556662038,-10.787709966547478,-8.014097684256361,-2.426401577831795,-1.545738341019963,0.01683,0.1,0.038604,0.2,1561,746,1250,33841,38224,38219,0,0,0,0,3487,3486,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
275,0.941017251635931,-10.797785153773239,-8.02140935971442,-2.427641937413084,-1.547503932484959,0.016779,0.1,0.038373,0.2,1311,672,1184,33620,38453,38451,0,0,0,0,3515,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
276,0.9405964191020943,-10.807350602826121,-8.029855367158754,-2.4301568041329573,-1.5492994809133545,0.016728,0.1,0.038144,0.2,1361,633,1322,33567,38332,38326,0,0,0,0,3541,3544,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
277,0.9430296113880714,-10.806303760355036,-8.028561260031438,-2.4289102805561273,-1.5493172297837385,0.016678,0.1,0.037915,0.2,1227,670,1305,33298,38022,38015,0,0,0,0,3552,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
278,0.9454010170398787,-10.807971093377802,-8.03195307649409,-2.4281491058001596,-1.5507546977286217,0.016628,0.1,0.037688,0.2,1134,702,1334,33627,38568,38563,0,0,0,0,3523,3520,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
279,0.946159173717968,-10.809132853522177,-8.031506018982233,-2.429544940424163,-1.5503999627564808,0.016578,0.1,0.037463,0.2,1164,624,1290,33209,38396,38389,0,0,0,0,3477,3477,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
280,0.9408936993590519,-10.821473481061195,-8.041063112938975,-2.4309843346363973,-1.5514634649627068,0.016529,0.1,0.037239,0.2,1294,661,1265,33076,37873,37866,0,0,0,0,3479,3472,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
281,0.9361753083463058,-10.84012900514768,-8.050462995572254,-2.433464321963748,-1.5522527093052725,0.01648,0.1,0.037016,0.2,1377,755,1111,33404,38108,38100,0,0,0,0,3535,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
282,0.938028597505324,-10.851982363233228,-8.051486945907117,-2.43674819465544,-1.554545373543014,0.016431,0.1,0.036794,0.2,1378,659,1099,32870,37531,37526,0,0,0,0,3418,3414,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
283,0.9380469967629781,-10.857237473596282,-8.054137064566735,-2.437359927685651,-1.5535913590859611,0.016382,0.1,0.036574,0.2,1373,694,1278,33364,38215,38210,0,0,0,0,3506,3503,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
284,0.9344794708301055,-10.874808199880158,-8.0604544720449,-2.4435611836378457,-1.5545865055286623,0.016334,0.1,0.036355,0.2,1493,706,1144,33562,38290,38283,0,0,0,0,3530,3537,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
285,0.9402382154632132,-10.887496633874878,-8.065824072077142,-2.44686941080914,-1.5555850983140227,0.016286,0.1,0.036137,0.2,1324,688,1282,33667,38459,38451,0,0,0,0,3496,3498,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
286,0.944160903572615,-10.892148907480198,-8.06601523578119,-2.446660733699208,-1.5556066543951366,0.016238,0.1,0.035921,0.2,1132,717,1151,33113,38037,38029,0,0,0,0,3502,3512,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
287,0.9346855503976819,-10.907801402580418,-8.081178733340474,-2.451353600591997,-1.5578959981665264,0.016191,0.1,0.035706,0.2,1490,719,1327,33821,38278,38269,0,0,0,0,3543,3550,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
288,0.9387516488787624,-10.919785429101678,-8.08684432098565,-2.4574965420842125,-1.5593727241019428,0.016144,0.1,0.035492,0.2,1361,682,1443,33356,38052,38046,0,0,0,0,3480,3499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
289,0.9380747641227756,-10.938484021313283,-8.0984553371056,-2.4621197835898805,-1.5626689546741734,0.016097,0.1,0.03528,0.2,1260,814,1364,33492,38404,38396,0,0,0,0,3505,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
290,0.9395880732846366,-10.951734799323685,-8.109035477374693,-2.4664005831717977,-1.5648495300372125,0.01605,0.1,0.035069,0.2,1440,578,1344,33404,38014,38010,0,0,0,0,3511,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
291,0.9438934034416826,-10.96315723143111,-8.112601069736437,-2.4675409847612277,-1.5656828429010607,0.016004,0.1,0.034859,0.2,1203,675,1170,33472,38286,38278,0,0,0,0,3511,3508,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
292,0.9372283492504657,-10.972267132256635,-8.117431280673737,-2.4700234685990266,-1.5660156738045776,0.015958,0.1,0.03465,0.2,1286,837,1302,33821,38701,38698,0,0,0,0,3651,3643,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
293,0.9422773661816776,-10.98314632210638,-8.12332702489227,-2.47177801920997,-1.567269962694932,0.015912,0.1,0.034443,0.2,1138,802,1261,33609,38383,38381,0,0,0,0,3538,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
294,0.9368555525139155,-10.986998612701045,-8.127437324355366,-2.4719566472999017,-1.5686320926354247,0.015866,0.1,0.034237,0.2,1290,786,1229,32877,37802,37794,0,0,0,0,3476,3485,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
295,0.9445565114209433,-10.9942072208274,-8.12855133544543,-2.4718228532518833,-1.5701057906101996,0.015821,0.1,0.034032,0.2,1186,683,1033,33710,38734,38731,0,0,0,0,3485,3485,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
296,0.9335231530046456,-11.003691146364758,-8.141638751631875,-2.4729621412796714,-1.5724127093058173,0.015776,0.1,0.033828,0.2,1346,872,1149,33365,38136,38133,0,0,0,0,3476,3482,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
297,0.9382050900431612,-11.01243198049111,-8.149480766806082,-2.4743371493474395,-1.5732723955025074,0.015731,0.1,0.033626,0.2,1352,724,1380,33595,38333,38328,0,0,0,0,3591,3611,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
298,0.9429883815185085,-11.016282784152539,-8.147535888169816,-2.47452456959009,-1.573398029268926,0.015687,0.1,0.033424,0.2,1129,770,1192,33309,38014,38001,0,0,0,0,3542,3551,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
299,0.9379368269490356,-11.029021558071996,-8.152969669238285,-2.4780659132483653,-1.574388351309125,0.015643,0.1,0.033224,0.2,1437,632,1280,33337,38011,38007,0,0,0,0,3483,3493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
300,0.9382763859513241,-11.037023437658497,-8.155886238854167,-2.478650319936364,-1.5743064332510608,0.015599,0.1,0.033025,0.2,1372,700,1226,33569,38301,38291,0,0,0,0,3465,3471,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
301,0.9398419729438525,-11.048660362932955,-8.163786716125742,-2.4826047044789665,-1.5754151386602815,0.015555,0.1,0.032828,0.2,1335,675,1341,33412,38272,38271,0,0,0,0,3558,3573,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
302,0.9390284153989258,-11.066430336238374,-8.17088657503135,-2.4851783821661453,-1.5780865878291355,0.015511,0.1,0.032631,0.2,1293,739,1232,33327,38151,38143,0,0,0,0,3476,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
303,0.9393848731450455,-11.07890679215968,-8.18047194240259,-2.488530113551629,-1.5802830257180782,0.015468,0.1,0.032436,0.2,1281,745,1283,33424,38274,38269,0,0,0,0,3539,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
304,0.9398627498194077,-11.084229167600798,-8.188100896749313,-2.4920633169689608,-1.5818267089033025,0.015425,0.1,0.032242,0.2,1271,727,1249,33224,38176,38169,0,0,0,0,3393,3403,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
305,0.9332091458101733,-11.101450432520094,-8.20014899419938,-2.496293883918894,-1.5845469764802451,0.015382,0.1,0.032049,0.2,1430,793,1403,33283,38113,38107,0,0,0,0,3476,3477,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
306,0.9378941390956096,-11.11273313772429,-8.210370355385773,-2.499551214157908,-1.585844803224797,0.01534,0.1,0.031857,0.2,1401,677,1269,33459,38352,38346,0,0,0,0,3544,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
