episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
86,0.9382540086536014,-3.699669901124931,-0.6156921868534715,-0.24279015940713156,-0.13634789984957835,-0.11681752131160954,-0.03997483980190644,-0.17208761626568908,-0.13200486684400986,-0.0014744916582830486,-0.0011534237479858174,-0.3167271093619879,-0.008670407307920833,0.002787,0.01,0.0,0.97,100,13,1,14
87,0.9357214934409688,-3.7082242449115177,-0.6201741208474392,-0.24459471227672377,-0.1372959029918664,-0.11775215835783158,-0.0402273243809745,-0.17344453624441875,-0.13295182438981773,-0.0014884583375582453,-0.0011626533112627053,-0.31939294644765864,-0.008706891363903483,0.002763,0.01,0.0,0.97,100,13,1,14
88,0.9400421461065025,-3.7160361207361063,-0.624189140492034,-0.2461348824790525,-0.13822048166092663,-0.11849506501133779,-0.04052363602859136,-0.1745672505078209,-0.1338003814830698,-0.0014972035794768707,-0.0011695797449280676,-0.32139403660914906,-0.008788495404549332,0.002741,0.01,0.0,0.97,100,14,1,15
89,0.9379423340033444,-3.724038341840566,-0.6282758481005006,-0.24774527257664966,-0.13910709776742983,-0.11928134844048137,-0.04077541865687738,-0.1756859521107295,-0.1346772128948059,-0.0015077386798878977,-0.0011766409751211475,-0.3233977110669457,-0.008852952410949933,0.002718,0.01,0.0,0.97,100,13,1,14
90,0.9421220789213964,-3.730303776941567,-0.6315302496828616,-0.2491043334225035,-0.13981469971973973,-0.1199510952901206,-0.04097718750057933,-0.1767261284088844,-0.13545149030660913,-0.001516175599114927,-0.001182254853339841,-0.32483761752461493,-0.008895547770834022,0.002696,0.01,0.0,0.97,100,14,1,15
91,0.9438213703099511,-3.737208750165505,-0.6350776836943847,-0.2504705579833187,-0.14057654114286508,-0.12060664607290626,-0.04117770185740664,-0.17774541521146142,-0.13615630534093348,-0.00152314649806554,-0.0011885512461698104,-0.32664220303978453,-0.0089405425014857,0.002674,0.01,0.0,0.97,100,13,1,14
92,0.9411934128490106,-3.7445144996141795,-0.6387781906477998,-0.25190037331502835,-0.14141145291425858,-0.12127521323855733,-0.04143648058079491,-0.17877345940952621,-0.13699875338684164,-0.0015300907266396217,-0.0011954515224741685,-0.3282705105538011,-0.00903211294674668,0.002653,0.01,0.0,0.97,100,13,1,14
93,0.9338328761624406,-3.7451943350664045,-0.6385915414993704,-0.2526840839679575,-0.14141080254590904,-0.12193221760576894,-0.04171220134757906,-0.17988559657441391,-0.13790528090007326,-0.0015401945507119946,-0.0012053121965791903,-0.32852039872065886,-0.009055267922040242,0.002632,0.01,0.0,0.97,100,14,1,15
94,0.9384955376115597,-3.74919288820782,-0.6407555876536092,-0.25382621905775127,-0.14192486647947716,-0.12250592824821893,-0.04199241169797609,-0.18089992734417046,-0.13872065375161652,-0.0015489599531235485,-0.0012117561581245608,-0.3292374946446297,-0.00909445308023908,0.002611,0.01,0.0,0.97,100,14,1,15
95,0.9392643716858851,-3.756645167968765,-0.6446940878247545,-0.25539009629268156,-0.14281466574568133,-0.1233016847132298,-0.04226337604338963,-0.1820497572995759,-0.13953142990900588,-0.0015580165119972076,-0.0012193515505490014,-0.33112934410138944,-0.00926379751267999,0.002591,0.01,0.0,0.97,100,13,1,14
96,0.9436807845126385,-3.761802487504809,-0.6471694474406298,-0.25646998878196586,-0.14333739823106367,-0.123833031026991,-0.042469748363057544,-0.1829943941712342,-0.14025475519370778,-0.0015660656696265813,-0.0012249658456672328,-0.33263080034259424,-0.009304211293632078,0.002571,0.01,0.0,0.97,100,14,1,15
97,0.9430481822458168,-3.7583701388027904,-0.6462500289090675,-0.25719635840713506,-0.1431540409151193,-0.12455158888247453,-0.04260293289849792,-0.18392121668159422,-0.14101756851294717,-0.001572247490676613,-0.0012312520907658373,-0.3325122959227579,-0.00913527642071185,0.002551,0.01,0.0,0.97,100,14,1,15
98,0.9415264808009979,-3.7653002820228445,-0.6498570512267334,-0.25860829168680555,-0.14393957270032517,-0.12525724139518574,-0.04281609976767899,-0.18493925869016908,-0.1417707417700583,-0.0015808669357343977,-0.0012379571839818738,-0.3344226319467634,-0.009139443938687217,0.002532,0.01,0.0,0.97,100,13,1,14
99,0.945868848538681,-3.7714488410282696,-0.6529624954334338,-0.2598183613866551,-0.14463866495785663,-0.12582879246268455,-0.043005985640462055,-0.18581938259308586,-0.14247034615949689,-0.0015880458805601347,-0.0012445686174063452,-0.33594355964539474,-0.009217761636065056,0.002513,0.01,0.0,0.97,100,14,0,14
100,0.9375793200187028,-3.7789144256136655,-0.6568050724838731,-0.2613355631975111,-0.14549378502807367,-0.12655624836185667,-0.04325464714953509,-0.18688008438957332,-0.14325810581257012,-0.0015992366891900926,-0.0012522168775721244,-0.3381650790541589,-0.009273784491413408,0.002494,0.01,0.0,0.97,100,13,1,14
101,0.9392792579702309,-3.785917121032117,-0.6604764586769706,-0.2627491499124483,-0.14631247687997728,-0.12721970223481546,-0.04347499636317178,-0.18776302578630838,-0.14396350864292592,-0.0016078511434945329,-0.0012581528928057308,-0.3401558541567126,-0.009305302865926929,0.002475,0.01,0.0,0.97,100,13,1,14
102,0.9460425018030559,-3.790378703244734,-0.6628207851003105,-0.26382041796365757,-0.14681353672090605,-0.12776870267649323,-0.043671125456013135,-0.18860514231433387,-0.14459504226294626,-0.0016145204426168058,-0.0012629951106267493,-0.34141199146264234,-0.009367738691972965,0.002457,0.01,0.0,0.97,100,14,1,15
103,0.9477935448911166,-3.7961213381946632,-0.665763086263235,-0.2649507141188207,-0.14748930980967817,-0.12827639466265975,-0.04389575836259726,-0.1893848161894288,-0.14520421796105698,-0.0016206344541078816,-0.0012677938482393899,-0.34286177033049237,-0.009418294457286274,0.002439,0.01,0.0,0.97,100,13,1,14
104,0.93422796276105,-3.8037816921426444,-0.6697006650302842,-0.26650094259984974,-0.14833998957590175,-0.12900171712985703,-0.04412380906572275,-0.19045640929490096,-0.1460538317033434,-0.001631523478098638,-0.0012767782377835185,-0.3451577025953145,-0.009475591467329254,0.002421,0.01,0.0,0.97,100,13,1,14
105,0.9394982293381215,-3.8107108770939506,-0.6733230592032046,-0.2679042693699567,-0.14913944850679922,-0.12969060660247983,-0.04436577210943884,-0.19147717493437708,-0.1468022745512532,-0.0016416683544293877,-0.0012834986691641276,-0.347107193845075,-0.009534252826281153,0.002404,0.01,0.0,0.97,100,13,1,14
106,0.9375881286510441,-3.817764291396666,-0.6769881690197108,-0.26935914786969145,-0.14993550403832956,-0.13042721377862168,-0.04458788976193269,-0.19251541892651983,-0.1476119398071511,-0.0016508315282707678,-0.0012925016247314367,-0.3491083886768674,-0.009618858637140203,0.002386,0.01,0.0,0.97,100,13,1,14
107,0.9390432878558195,-3.8245887559285174,-0.6805348166375581,-0.270762186677826,-0.15071297978305354,-0.13112163737159704,-0.044810294202877535,-0.19352076083519107,-0.14836948241270836,-0.0016594852289515487,-0.001299989452499359,-0.35099512899007235,-0.009639683715391143,0.002369,0.01,0.0,0.97,100,13,1,14
108,0.9394928864158865,-3.8314012521600134,-0.684012081844337,-0.27212272623005296,-0.15148193434583918,-0.1317723559650707,-0.045047827153662255,-0.19452144019772472,-0.14912010800707756,-0.0016686577513732495,-0.0013059330227718072,-0.3529116901227479,-0.00966535017997526,0.002352,0.01,0.0,0.97,100,13,1,14
109,0.940536280247514,-3.8379315104994602,-0.6873800499574163,-0.2734213925693035,-0.1522346165501728,-0.13237780119593198,-0.04529240766743932,-0.19539606615901173,-0.14980546638405018,-0.0016760376706488763,-0.0013114383999005583,-0.35452139882021516,-0.009760937690654375,0.002336,0.01,0.0,0.97,100,13,1,14
110,0.941973804447152,-3.8441383300120524,-0.690567489551715,-0.27465245688550366,-0.15295208545985522,-0.13296367633255363,-0.04550715291110977,-0.196307486301628,-0.1504949767052774,-0.001683218543313369,-0.0013164436162452636,-0.3561538679905437,-0.009795558948246965,0.00232,0.01,0.0,0.97,100,13,1,14
111,0.9413961066512788,-3.850370334604756,-0.6937387474845,-0.2759035844272912,-0.15364738292758182,-0.1335640244731273,-0.045710544105884966,-0.19718951293744116,-0.15118129342454967,-0.0016896051525035682,-0.0013228581001023974,-0.35771271792695775,-0.009843718113244582,0.002304,0.01,0.0,0.97,100,13,1,14
112,0.9361867572730193,-3.8571820059042894,-0.6972218299237743,-0.2772624622264074,-0.15442722840500545,-0.13422643411311747,-0.045946948737851656,-0.1982119908866378,-0.15195399275214166,-0.0016993089258505343,-0.0013298519032820632,-0.3596273761105037,-0.009881468563308484,0.002288,0.01,0.0,0.97,100,14,1,15
113,0.9421274561688034,-3.8631369885846807,-0.7002497920184839,-0.2784689745003747,-0.1550681794986332,-0.13480489168970985,-0.046128474796917555,-0.19906019252976537,-0.15260040216448229,-0.0017071597636657636,-0.0013362685548110043,-0.3613055878879438,-0.009972031547415413,0.002272,0.01,0.0,0.97,100,13,1,14
114,0.941479455732094,-3.869128928198936,-0.7034330983397209,-0.2797276735045833,-0.15580503384491382,-0.13542244871688447,-0.046374742153812466,-0.19990473663102834,-0.15329601461442982,-0.00171419569118048,-0.0013410115653203773,-0.36276688976617716,-0.009992055149899853,0.002257,0.01,0.0,0.97,100,14,1,15
115,0.9429411665286392,-3.875003509416364,-0.7064865380333468,-0.280937460668802,-0.15646490039880248,-0.1360274845321963,-0.04656721939380994,-0.20073788285697222,-0.15394601077583517,-0.0017229861995615113,-0.0013466766446084233,-0.3645054587675351,-0.01005885269225601,0.002241,0.01,0.0,0.97,100,13,1,14
116,0.9418369600298969,-3.8809046556615923,-0.7094988425812121,-0.28212353781709887,-0.15711130467956735,-0.136618332943143,-0.04673714264626497,-0.20158800353200756,-0.15458630104464766,-0.0017310180705945026,-0.001353429887492303,-0.36618237193732917,-0.010204160328340756,0.002226,0.01,0.0,0.97,100,13,1,14
117,0.9435569755058573,-3.88669496116172,-0.7124581728719729,-0.2832527066132667,-0.15777764606110461,-0.13715013668398782,-0.046937604991678164,-0.2023931164517074,-0.15521137860600998,-0.0017385506500212082,-0.0013589831177838174,-0.3676480473741221,-0.010245089623270472,0.002212,0.01,0.0,0.97,100,13,1,14
118,0.9354914537089896,-3.8934094634495677,-0.7160383851789881,-0.2846657062935835,-0.15859104039971103,-0.13786298154563037,-0.047213276138893895,-0.2033594189798976,-0.1559507567372885,-0.0017475971988048103,-0.0013664747859596052,-0.3695113691713273,-0.010306033743192057,0.002197,0.01,0.0,0.97,100,13,1,14
119,0.9406180535824712,-3.8993174427453052,-0.7191772842722888,-0.2859073781880105,-0.1592931878952661,-0.13849155635584381,-0.047425094370325244,-0.20423536573278747,-0.15659618630603692,-0.0017561183001815143,-0.001370620396461342,-0.37103783929768686,-0.01036070245157039,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.939577495511519,-3.9054715351322833,-0.7223389903488373,-0.2871592546136809,-0.15998957355246943,-0.13909695413663176,-0.04763225541776615,-0.2051454355586121,-0.1572781050551285,-0.0017632870649465482,-0.0013756542423482361,-0.37246861850615043,-0.010453961602258335,0.002168,0.01,0.0,0.97,100,13,1,14
121,0.9475845126116879,-3.909912762835115,-0.7244651227853839,-0.2880461039465871,-0.16039156356842238,-0.1394719090293223,-0.047721190488139865,-0.2058699622327576,-0.15781567793916623,-0.0017702366600042176,-0.0013816571941725748,-0.37379223371419795,-0.010491254254951253,0.002154,0.01,0.0,0.97,100,14,1,15
122,0.9421216980335894,-3.9150927787040053,-0.7271342757707207,-0.28913755638476485,-0.16099392430278747,-0.13999366519292358,-0.04792005805897508,-0.2066920966141142,-0.15843410761528975,-0.0017776614771174472,-0.0013869746895764782,-0.3751269310182619,-0.010478432669901259,0.00214,0.01,0.0,0.97,100,14,1,15
123,0.9384039191426039,-3.921280746603009,-0.7303277753393822,-0.29037459593347925,-0.1617163494696917,-0.14059593110585542,-0.04815295038417098,-0.20754613450323506,-0.15912442769983093,-0.0017847173853742261,-0.0013941397406809404,-0.376657845282824,-0.010488287224042077,0.002127,0.01,0.0,0.97,100,13,1,14
124,0.9383192371196549,-3.9256655038251305,-0.7324655806596987,-0.2914057044491451,-0.1621764024871643,-0.14113078832409556,-0.04830377999637028,-0.2084153901854457,-0.1597829061355601,-0.0017922038741018018,-0.0014010532798544558,-0.3780248308886481,-0.01051355505338809,0.002113,0.01,0.0,0.97,100,14,1,15
125,0.9441220389601575,-3.926633096374474,-0.7327024357763356,-0.29183836310209677,-0.16214592792708593,-0.1413956937058319,-0.04841872623561023,-0.2091073140315807,-0.160293404049634,-0.0017979162232633742,-0.0014054761329239003,-0.37872709930409754,-0.010281986589037022,0.0021,0.01,0.0,0.97,100,14,1,15
126,0.9400124518332801,-3.932479404771034,-0.7357429945969491,-0.2930437263031656,-0.16282607397966423,-0.14198838513616432,-0.048615728163578946,-0.2099633123426442,-0.1609670624798349,-0.0018047564340218853,-0.0014115362162542809,-0.3802367599771579,-0.010317079801196729,0.002087,0.01,0.0,0.97,100,13,1,14
127,0.9471845839731367,-3.937353552431872,-0.7382640369898773,-0.2940130811155971,-0.1633818180047493,-0.14243570897241656,-0.04877487199065356,-0.21064126041071202,-0.16148187796587,-0.0018107835205731426,-0.0014156147263721475,-0.3815033694042579,-0.010409478740617177,0.002074,0.01,0.0,0.97,100,13,1,14
128,0.9398693465657527,-3.943170299501255,-0.7412548140797481,-0.295189316771472,-0.16404128472758825,-0.1430089403087127,-0.04896037143288053,-0.21147664282026946,-0.16208524535449176,-0.001816140026579115,-0.001421417915248568,-0.38293298537956516,-0.010470410250745363,0.002061,0.01,0.0,0.97,100,13,1,14
129,0.9419656366631922,-3.9486493538791674,-0.7439831936179824,-0.2962564332390536,-0.1646317311818325,-0.14351498312511562,-0.04911580130569537,-0.21224366805892622,-0.16268947460542052,-0.0018229698010413988,-0.0014272635908351091,-0.38441529693924903,-0.010540543012103321,0.002048,0.01,0.0,0.97,100,13,1,14
130,0.9406891704182216,-3.952938318105658,-0.7462220881925669,-0.29728585483714254,-0.16515716905436692,-0.14402997855247143,-0.04933090067428269,-0.21303280737385927,-0.16331349806500303,-0.0018300240713077075,-0.0014322146745369441,-0.385657288650027,-0.010538713142852076,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.9435183468455561,-3.9581355833447223,-0.7488689910442837,-0.29828869274157066,-0.16576543048630293,-0.14449920409240186,-0.049519765347892,-0.21377424169491857,-0.16389399150335884,-0.0018354292937550704,-0.0014363850313954681,-0.38687673588754146,-0.010598650324514,0.002023,0.01,0.0,0.97,100,13,1,14
132,0.9398025321556907,-3.9637835290304815,-0.7517854370811787,-0.2994216133945393,-0.16642108382121779,-0.1450454938205063,-0.049718427209798605,-0.2146189962099106,-0.16449431475342755,-0.0018417140376751969,-0.0014407973238662615,-0.38821166491185255,-0.010639734478954933,0.002011,0.01,0.0,0.97,100,13,1,14
133,0.9393816659916295,-3.969389293516747,-0.754570890452327,-0.3005432035134029,-0.16701190243541522,-0.14558425037814954,-0.04987373484077086,-0.2154552966045477,-0.1651121887560256,-0.0018489244614593408,-0.0014483179375478247,-0.3897714117595629,-0.010683206620251606,0.001999,0.01,0.0,0.97,100,13,1,14
134,0.943221793586323,-3.974445855232348,-0.7571590137574148,-0.3015747780495633,-0.167553306321917,-0.14607129525716445,-0.05002325881192674,-0.21620390779458293,-0.1656545379865473,-0.0018561327942008463,-0.0014532688657257868,-0.3912627018872268,-0.01072612213501777,0.001987,0.01,0.0,0.97,100,14,1,15
135,0.9408788057687442,-3.979223429161844,-0.7596299051841474,-0.3025917991862678,-0.16809854732483326,-0.1465646211917585,-0.050214627964584174,-0.21691778704673192,-0.16621363071973402,-0.0018620558800651395,-0.00145762788840002,-0.3925889756073698,-0.010735022221280296,0.001975,0.01,0.0,0.97,100,14,1,15
136,0.9399200725392081,-3.980977854212056,-0.760475912047698,-0.30337844042695855,-0.16828982196207518,-0.1470805072012478,-0.05039714042434919,-0.21770135571176671,-0.1667157614094809,-0.0018673107993033638,-0.001461495220411352,-0.39316108507924163,-0.010756189839460462,0.001963,0.01,0.0,0.97,100,14,1,15
137,0.9455864160919151,-3.9857399788447587,-0.762865787543592,-0.3042944869550706,-0.16880906108802907,-0.14750484642308156,-0.05053364593862078,-0.2183385173402942,-0.167218012030944,-0.0018720046450600785,-0.001466502451737803,-0.3942718009855548,-0.010783046910368459,0.001952,0.01,0.0,0.97,100,13,1,14
138,0.9447491571478891,-3.990633315207583,-0.7653090503457355,-0.30524803101478953,-0.16935054859527232,-0.1479357139174286,-0.05069124078312925,-0.2190383405690612,-0.1677759255626719,-0.001877966384821496,-0.001472014492033291,-0.395564319862386,-0.010824219521592569,0.00194,0.01,0.0,0.97,100,13,1,14
139,0.9405244615793672,-3.9955785648940423,-0.7678938159037167,-0.3062981305762142,-0.16989136188646212,-0.14843990514413596,-0.05085430884337643,-0.21976459584852928,-0.16835671447705103,-0.0018841491907076059,-0.0014773252385210053,-0.3969763877791457,-0.010829641958818427,0.001929,0.01,0.0,0.97,100,14,1,15
140,0.9416848478698395,-4.000695560783883,-0.7705350544006119,-0.30732352766783616,-0.17046061129302234,-0.1489241452983469,-0.05101230271679157,-0.22048066388345947,-0.16895016585784806,-0.001891045791014327,-0.0014817205386305993,-0.39846132900681336,-0.010856443698030474,0.001918,0.01,0.0,0.97,100,13,1,14
141,0.9428576237523775,-4.005653793671231,-0.7730946898057905,-0.30833478119448143,-0.17102718777453305,-0.1494116889963273,-0.05118125519319669,-0.22122694419087596,-0.1695080776914357,-0.0018972484439475348,-0.0014878516199647487,-0.3999093566361259,-0.01088358939285816,0.001907,0.01,0.0,0.97,100,13,1,14
142,0.9430676040740306,-4.0105953381601225,-0.775610372219521,-0.3093027016273741,-0.17160572525987597,-0.14985727979811786,-0.05137089073401336,-0.2219032570649171,-0.17005430784909756,-0.0019030341437890478,-0.0014925369047920033,-0.40124264919479047,-0.010915764178202088,0.001896,0.01,0.0,0.97,100,13,1,14
143,0.9399604134594238,-4.015806308378531,-0.7783674432219192,-0.31042170884260983,-0.17220894846861173,-0.1504458507118239,-0.05155082767484147,-0.22272403922766956,-0.1706650664585041,-0.001908882772048172,-0.0014985390163623417,-0.40257785595627954,-0.010950580750513597,0.001885,0.01,0.0,0.97,100,13,1,14
144,0.9443732937885477,-4.0169805894153034,-0.7788935433822931,-0.3109910156402368,-0.17230774919348063,-0.15082913090761796,-0.051662767643909625,-0.2233988985202253,-0.17113898699178892,-0.0019133232561639878,-0.0015023765852977622,-0.40313681623276937,-0.010959820980978774,0.001875,0.01,0.0,0.97,100,14,1,15
145,0.9405352667081602,-4.0195891209425305,-0.7802124617094542,-0.3117561361678642,-0.17259261055947828,-0.15123982143810535,-0.05181637270666144,-0.22411148639194706,-0.1717047932729453,-0.0019218479624933317,-0.0015071055152955984,-0.40409238986918516,-0.010852018713045666,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.9448478008186918,-4.024033228409956,-0.7824638886374048,-0.3126366013197506,-0.17307633212828546,-0.15162648291358574,-0.05196896804509578,-0.22472667290500897,-0.17222559553774328,-0.0019273061164946411,-0.0015111648532470775,-0.40522738908447126,-0.010897048252948197,0.001854,0.01,0.0,0.97,100,14,1,15
147,0.9436233893604788,-4.028722963160331,-0.7848688699288805,-0.31355143828629384,-0.17362711804157213,-0.1520654664933994,-0.05214965191755675,-0.22535631379923982,-0.1727532702744398,-0.001932129260128445,-0.0015153953896396076,-0.40625379179552473,-0.010906438910388103,0.001843,0.01,0.0,0.97,100,13,1,14
148,0.9441865210958624,-4.032866916399009,-0.7869833255338895,-0.314404328731384,-0.17410274119461117,-0.15249898738310078,-0.05229830989819413,-0.22596589559093389,-0.1732618703810345,-0.0019379619823407918,-0.0015185568138116616,-0.407181828359993,-0.010964511821747245,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9420051102743411,-4.037281433814431,-0.7892273469812991,-0.3153799755376439,-0.17457527811153226,-0.15300414972431178,-0.05243682085450235,-0.2267247547176617,-0.17379937478772506,-0.001943862044116611,-0.001522953352981935,-0.4082770100824597,-0.010997407994681276,0.001823,0.01,0.0,0.97,100,14,1,15
150,0.9438842314690428,-4.041835195958461,-0.7915612397221055,-0.3162624030480311,-0.1751022097292489,-0.1534162192830967,-0.05258996655127889,-0.22738620894664988,-0.1743023110464519,-0.0019489647073118702,-0.001526829488656816,-0.4093403559936591,-0.011026085213999049,0.001813,0.01,0.0,0.97,100,13,1,14
151,0.9410830421480281,-4.04671675450517,-0.7940944531931298,-0.31725671309428016,-0.1756632011028239,-0.15390022438531906,-0.05277579897550032,-0.22807896185941118,-0.17481940899442902,-0.001954946634412413,-0.0015312696383741036,-0.4106289105763962,-0.011067646634705459,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9386916200183808,-4.051381149108584,-0.7964503311594218,-0.3182361046934224,-0.17616002687935828,-0.1543793216885239,-0.05290998275211501,-0.2288074120117442,-0.17537415309990104,-0.001960285111902616,-0.0015370624164690006,-0.4119589119053878,-0.011103758048280163,0.001794,0.01,0.0,0.97,100,14,1,15
153,0.9436821421434757,-4.0559943914225505,-0.7988193059672558,-0.3191457595403497,-0.17668664245168822,-0.15481574783160212,-0.05305635786266203,-0.2294368423923573,-0.17588258863312156,-0.0019665943194293123,-0.0015411767777623589,-0.4131211474600408,-0.011127739713884458,0.001784,0.01,0.0,0.97,100,13,1,14
154,0.9416087586861971,-4.060805748034621,-0.8013021689557258,-0.32011206253892543,-0.17726563425601372,-0.1552683163987296,-0.05324689622620016,-0.23017236435792165,-0.1764310238378454,-0.001971449431795252,-0.0015458291946517549,-0.41420863576871597,-0.01115660174081855,0.001774,0.01,0.0,0.97,100,13,1,14
155,0.9369960434717284,-4.066038247085029,-0.804032791919352,-0.3211896624092916,-0.177891746417938,-0.15581110397882894,-0.05343312336958148,-0.23092061108504147,-0.17703346296597183,-0.0019790845599204094,-0.0015505082167736612,-0.41558843051395405,-0.011166079147622495,0.001765,0.01,0.0,0.97,100,13,1,14
156,0.9398465612057845,-4.070859698919563,-0.806468157935718,-0.3221511133477281,-0.17840646137317448,-0.15625681946935882,-0.05357911525939658,-0.23162115411107945,-0.1775480454071802,-0.0019853554144428995,-0.0015556835011154002,-0.41699249326997845,-0.011219650691325125,0.001756,0.01,0.0,0.97,100,14,0,14
157,0.9447880677509058,-4.074545908686333,-0.8083589872322657,-0.32296258562354735,-0.1788083268541076,-0.1566594299343823,-0.05371099106844488,-0.2322126145411913,-0.1780279830075091,-0.0019910834944479442,-0.001560035092804783,-0.41796195276755216,-0.011241666396791535,0.001746,0.01,0.0,0.97,100,14,1,15
158,0.9411576698571837,-4.079227557373114,-0.8107252907402043,-0.32389329739916434,-0.17932700444524965,-0.1571056673152006,-0.053860575703309974,-0.23288870199338574,-0.17854228559654187,-0.0019968040336603,-0.0015643020203773184,-0.41908819619139154,-0.011258660291256063,0.001737,0.01,0.0,0.97,100,13,1,14
159,0.9445425224919368,-4.083517122529516,-0.8129456054625667,-0.32477910698265794,-0.17981180136492517,-0.1575289933837813,-0.05398926862226204,-0.23352585272111445,-0.17903727845036052,-0.002001177511231095,-0.0015689402682323857,-0.42013481827688415,-0.01129563389001689,0.001728,0.01,0.0,0.97,100,13,1,14
160,0.9407251264755481,-4.088178195427497,-0.8153775844382184,-0.325749817953748,-0.180365737050151,-0.15800578096798987,-0.05416539337060316,-0.23419959197791476,-0.17955941344336404,-0.00200506672592296,-0.001573966755421188,-0.4211857953189975,-0.011353759105791332,0.001719,0.01,0.0,0.97,100,13,1,14
161,0.9386215952324838,-4.093031927337665,-0.8178799040847387,-0.3267423333477039,-0.1809088917797794,-0.15848903510230092,-0.0543117482385642,-0.23489296991014164,-0.18005997272274832,-0.0020102103237206207,-0.001578678759843105,-0.42242034238075093,-0.011387859958660006,0.001711,0.01,0.0,0.97,100,13,1,14
162,0.9460858713615974,-4.097114417511204,-0.8199383316330807,-0.32753010311344477,-0.18136763874346068,-0.15885144942738066,-0.054443487312786774,-0.2354903818333734,-0.1804895476281848,-0.002014599524593454,-0.0015821316635108015,-0.42338868787542683,-0.011436377955823371,0.001702,0.01,0.0,0.97,100,13,1,14
163,0.9388444264343363,-4.1013982532031665,-0.8221999851067663,-0.3284868655044399,-0.18184380367551425,-0.1593330868010353,-0.05459962351962015,-0.2361969124426628,-0.18098886682175047,-0.0020206271735385486,-0.0015876107368548971,-0.4246793756423791,-0.011470881160704719,0.001693,0.01,0.0,0.97,100,14,1,15
164,0.9344130234119326,-4.106566418963828,-0.8248197633861702,-0.32950383170097575,-0.18239892890918022,-0.159828071662461,-0.05474571967134768,-0.2369170405794202,-0.18152779051871998,-0.002026413939911907,-0.0015934701580920475,-0.42622374465576124,-0.01156051931848847,0.001685,0.01,0.0,0.97,100,13,1,14
165,0.93763773699174,-4.10992802922594,-0.8266375193492802,-0.33043056288968053,-0.1827652717006968,-0.1603173999382086,-0.05485225415126504,-0.23764254320748623,-0.18207911028359658,-0.002033019601598482,-0.001598166205867059,-0.4272757597403072,-0.01160986391183681,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9471165995586031,-4.111733990013126,-0.827584490210633,-0.3310580294764184,-0.18294124522419056,-0.16067792545954568,-0.054946087037147075,-0.2382007007711381,-0.18245345608737515,-0.0020366875267675845,-0.001601562858409897,-0.42773707288480856,-0.01166092750496846,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9394898591502119,-4.116343898946532,-0.8299798306724495,-0.332000491124486,-0.18348897723098218,-0.1611458791481919,-0.055112553070246685,-0.23884741800799403,-0.18293512616249402,-0.0020415328154414674,-0.0016055421100409706,-0.4288310191233959,-0.01168690137970834,0.001659,0.01,0.0,0.97,100,13,1,14
168,0.9427256109945162,-4.1206080722008505,-0.8321530820003407,-0.3328594545582655,-0.18395164405097633,-0.16154953214015252,-0.055229970082733205,-0.23949593046627873,-0.1834110069275265,-0.0020477719276814433,-0.001609952244680296,-0.43005875538654514,-0.011730074562616438,0.001651,0.01,0.0,0.97,100,14,0,14
169,0.9406053301191911,-4.1250606321484495,-0.8344989316155509,-0.33379866478116166,-0.18446217317539448,-0.16199891698442587,-0.05537927014935731,-0.24016164921370126,-0.18389440362469706,-0.0020544410879956817,-0.001614549024160644,-0.4313480752343235,-0.011776997407780146,0.001643,0.01,0.0,0.97,100,13,1,14
170,0.9410481448540887,-4.129215409657506,-0.8366352522536995,-0.3346501015672765,-0.18493973753319104,-0.16241289518972707,-0.05552192997959606,-0.24077953513769837,-0.1843884757652133,-0.00206004267295249,-0.0016183765925319082,-0.4325034835393621,-0.011804116955312015,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.9436612524261927,-4.133278637363845,-0.8386936756169749,-0.3354699481719911,-0.18537983858452337,-0.16282426338643963,-0.05563879123583973,-0.24134575772521355,-0.18481005837272077,-0.0020654181640919634,-0.0016215076438404476,-0.43358493162473866,-0.011870686337492343,0.001627,0.01,0.0,0.97,100,13,1,14
172,0.9382066569801426,-4.137931489292695,-0.8410557934522279,-0.33639736829338535,-0.18589038522103563,-0.16327226903038075,-0.0557681557150107,-0.24200136301248937,-0.18531044875505087,-0.0020714972999360706,-0.0016261229440073049,-0.4350153816636739,-0.01190871490580098,0.001619,0.01,0.0,0.97,100,13,1,14
173,0.9373699336042017,-4.142457390514863,-0.8434390996214235,-0.3373796219149059,-0.1864188944975919,-0.16377745135665686,-0.055937293278853786,-0.24270198770308218,-0.18582887502160989,-0.00207817575928695,-0.0016301222556576566,-0.4363145983821145,-0.011948623997900684,0.001611,0.01,0.0,0.97,100,14,1,15
