episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
262,0.9424149023967123,-4.421354749227718,-0.986456622419276,-0.39736099586939316,-0.21770957678339717,-0.19336204361844675,-0.06582668632874501,-0.2873049471996365,-0.21972672787802472,-0.0024568683007312685,-0.001931512567887288,-0.5115112052133655,-0.014020068425417162,0.001125,0.01,0.0,0.97,100,13,1,14
263,0.9342788079582143,-4.42470257184203,-0.9882298466730324,-0.3980902793443221,-0.21809922952838157,-0.1937289909451042,-0.0659472949904934,-0.2877896291470448,-0.22011238230510247,-0.0024619349238981566,-0.0019357433480046507,-0.5125751244565011,-0.01404200607625361,0.001122,0.01,0.0,0.97,100,13,1,14
264,0.9445543549941663,-4.426552503831781,-0.9891946267683683,-0.3985694794925968,-0.2182961764289404,-0.19397086166702895,-0.06601366122796941,-0.2881460680873391,-0.22038537123013466,-0.00246468031256499,-0.0019383059228134662,-0.5130609793477146,-0.014054454680610324,0.001118,0.01,0.0,0.97,100,14,1,15
265,0.9391320400080553,-4.429609689135993,-0.9907763073881736,-0.3991934475357781,-0.21864591741235223,-0.1942749793597624,-0.06611380321067721,-0.28857102373368715,-0.2207263983872357,-0.002468079192326226,-0.0019412152567602787,-0.5138671363892778,-0.014075335694736128,0.001114,0.01,0.0,0.97,100,13,1,14
266,0.942468122626153,-4.432404567333991,-0.9921996271295769,-0.3997456317532086,-0.2189544451995527,-0.1945289830116282,-0.06619796251752283,-0.2889657483739734,-0.22105583444868548,-0.0024717155254279097,-0.0019441008077195746,-0.5146423784977279,-0.014085784745186661,0.00111,0.01,0.0,0.97,100,13,1,14
267,0.940589591898125,-4.434952795589217,-0.993505056295397,-0.40030803420478434,-0.21923600304098803,-0.19479851667762843,-0.06629641727678946,-0.2893488810055813,-0.22137860559316183,-0.0024757569435627084,-0.001947594406520508,-0.5153596368521826,-0.014106392623578929,0.001107,0.01,0.0,0.97,100,14,1,15
268,0.9414786462530218,-4.437819270082217,-0.995014092562899,-0.4009146198026761,-0.21956974144096525,-0.1951004461498604,-0.0664065054699833,-0.2897726364203262,-0.2216915333753366,-0.0024789193347701586,-0.0019502041774268797,-0.5161380932823726,-0.01412939713607213,0.001103,0.01,0.0,0.97,100,13,1,14
269,0.9412908571331947,-4.440263704126487,-0.9962489554238587,-0.40145473385639235,-0.21983843831744304,-0.1953848084263047,-0.06649499792143874,-0.2901930264542877,-0.22200488896301648,-0.002482921770313181,-0.001953009826828222,-0.5168036596953391,-0.014178714572140632,0.001099,0.01,0.0,0.97,100,14,1,15
270,0.9457486882819858,-4.442840530968143,-0.9975589564763937,-0.4019729143976465,-0.22012430376686012,-0.19562418823607092,-0.06657151654673983,-0.2905797505821728,-0.22228913311647222,-0.0024859253798121825,-0.0019558354598627676,-0.5174894946822057,-0.014192173187473353,0.001096,0.01,0.0,0.97,100,13,1,14
271,0.940485816319655,-4.445736976622527,-0.9990178489754998,-0.4025472718825955,-0.2204432007368268,-0.1958903330024514,-0.06666796505226374,-0.29099279966794356,-0.2226060063197148,-0.0024892694757872942,-0.00195866462301036,-0.5182291587610227,-0.014224300710799685,0.001092,0.01,0.0,0.97,100,13,1,14
272,0.9407406157169862,-4.448602240664225,-1.000488573024347,-0.40313274053782117,-0.2207577603998755,-0.19617351098591165,-0.06675404034694604,-0.29140192387796715,-0.22291427588817922,-0.002493767443813162,-0.0019608788732397263,-0.5189642088015918,-0.014244611293891297,0.001088,0.01,0.0,0.97,100,13,1,14
273,0.942900660010154,-4.451310936046112,-1.00186837213075,-0.40366740051506234,-0.22106031977357685,-0.1964358429252593,-0.06683986652550811,-0.291777835570505,-0.22319022790395485,-0.0024967307220482623,-0.001963289283555186,-0.5196186693228171,-0.014251508941392587,0.001085,0.01,0.0,0.97,100,13,1,14
274,0.941280688433308,-4.45414108807884,-1.0032984984787614,-0.40423879311528643,-0.22136232215670454,-0.1967090384976629,-0.06691522909455241,-0.29220221275332475,-0.22350910939629873,-0.0025005757359330407,-0.001967168447265877,-0.520497923599028,-0.014283294711927307,0.001081,0.01,0.0,0.97,100,13,1,14
275,0.9360584878262925,-4.457099414234941,-1.004823951653972,-0.40487544461106106,-0.22168905411608886,-0.19701543759115717,-0.06700872571520904,-0.2926515590998864,-0.22386295129037087,-0.0025047885245046246,-0.001970492734815123,-0.521338722543389,-0.01434190366723748,0.001078,0.01,0.0,0.97,100,14,1,15
276,0.9380431311246701,-4.459714616482866,-1.006110098942208,-0.40543050589650176,-0.2219584429286542,-0.1973068913232189,-0.06709698848760225,-0.293083650319496,-0.224195938428286,-0.0025083407197314905,-0.0019727666334798033,-0.5219744925750393,-0.014351290200200194,0.001074,0.01,0.0,0.97,100,14,1,15
277,0.9410325628479838,-4.462520164505821,-1.007529764104197,-0.40599913308596247,-0.2222633441185762,-0.19758172327082718,-0.0671840726482068,-0.2935051524108461,-0.2245093119111759,-0.0025115052060271014,-0.0019757588735804825,-0.5226797275547026,-0.01435652903313024,0.001071,0.01,0.0,0.97,100,13,1,14
278,0.9367284469709711,-4.464755873764653,-1.0086632130903317,-0.40655225192372113,-0.22246809843764753,-0.19787940797868722,-0.06722944681781137,-0.2939339143465048,-0.22483557448589955,-0.0025157699446014536,-0.0019786741049993358,-0.5233427087814997,-0.014363736366899195,0.001067,0.01,0.0,0.97,100,14,1,15
279,0.9462782734832257,-4.467080711526796,-1.0098695684974794,-0.4070290677310459,-0.22272946048901004,-0.19810740887982003,-0.06730332841591401,-0.2942710460502192,-0.22507480263353527,-0.0025182318738092625,-0.0019808708934831373,-0.5238711458472773,-0.014383808408789474,0.001064,0.01,0.0,0.97,100,14,1,15
280,0.9452737983665819,-4.469610778354016,-1.0111265217423777,-0.4075227480177673,-0.22299642774630313,-0.1983345081953957,-0.0673721796879965,-0.2946366256211767,-0.22533436821904096,-0.002521431531681594,-0.001983497897169724,-0.5245670781704719,-0.014400296812454819,0.001061,0.01,0.0,0.97,100,13,1,14
281,0.9391678959367038,-4.472505111896067,-1.0126140822487464,-0.4081262801928005,-0.22331182920995654,-0.19863673925203096,-0.06745724424881011,-0.29506358933630067,-0.22564468587706027,-0.0025256819069131974,-0.0019868894244974406,-0.5253830484304317,-0.0144048448050892,0.001057,0.01,0.0,0.97,100,13,1,14
282,0.9369443835292927,-4.47549842837469,-1.0141410424757829,-0.4087338390298426,-0.2236400523665078,-0.19893158027874247,-0.06755010737828514,-0.29551373934480585,-0.22596026179663822,-0.0025290842995360553,-0.0019899066743475644,-0.5261278773926525,-0.014435086840527585,0.001054,0.01,0.0,0.97,100,13,1,14
283,0.9407538561067793,-4.478000124378034,-1.0154526968382542,-0.4092791771958793,-0.2239257920551679,-0.19919921658623,-0.06763941779960637,-0.2959166174896012,-0.22626198134020198,-0.002532091760064255,-0.001992325740008875,-0.5267788467491193,-0.014451146075514986,0.001051,0.01,0.0,0.97,100,14,1,15
284,0.9355818387352579,-4.4808671120771475,-1.0169621448051824,-0.40990045296190664,-0.2242573247721424,-0.19951916138992745,-0.06774039709725978,-0.2963613034465011,-0.22660592877039165,-0.0025353212306499697,-0.0019954815072424073,-0.5275166087646219,-0.014472238885736384,0.001047,0.01,0.0,0.97,100,14,1,15
285,0.9420971317256667,-4.482602926853563,-1.0178607584586328,-0.41033983649370803,-0.22445403631252428,-0.19972935651075294,-0.06782205106527736,-0.29673511838653255,-0.22689859540613042,-0.002538884177116146,-0.0019977163355805083,-0.5280738688518815,-0.014473767810648887,0.001044,0.01,0.0,0.97,100,14,1,15
286,0.946383078573344,-4.484686774915745,-1.018950401091403,-0.4108052631788414,-0.22467761426199412,-0.19996698971311547,-0.06788110152531766,-0.29709508812360086,-0.22715951775069676,-0.002541883896172683,-0.0020001904250194847,-0.5286296012086137,-0.014500226978719999,0.001041,0.01,0.0,0.97,100,14,1,15
287,0.947099806933602,-4.486849762811158,-1.0200371041076761,-0.4112468801708319,-0.22491071322914796,-0.2001704867965391,-0.06795071863603384,-0.29741021048704386,-0.22740744701521529,-0.0025448387876497434,-0.002002369054825214,-0.5291888776223287,-0.014524744412958973,0.001037,0.01,0.0,0.97,100,14,1,15
288,0.9437792727582389,-4.489346271818312,-1.0213216198706137,-0.41175212229898756,-0.22519479129113032,-0.20040991640480146,-0.06802797417338093,-0.29777672096582575,-0.2277039667480532,-0.002548169346139603,-0.0020051506324458173,-0.529852336935022,-0.014533816687177795,0.001034,0.01,0.0,0.97,100,13,1,14
289,0.9427889945241374,-4.491917828971439,-1.0226535267162327,-0.41226652649707096,-0.2254861787281796,-0.2006528903142239,-0.06810482579793853,-0.2981282436964362,-0.22796290797013422,-0.0025511129040759225,-0.002007469195019854,-0.5305075750423345,-0.014575243464078888,0.001031,0.01,0.0,0.97,100,13,1,14
290,0.9427415957536439,-4.494490033361019,-1.0239600578631172,-0.41278855225228644,-0.22577985447569474,-0.20090867973515716,-0.06819326554129265,-0.2985151629515764,-0.22827114795098868,-0.0025544636132058722,-0.0020107888324258395,-0.5311838122869352,-0.014589527382506538,0.001028,0.01,0.0,0.97,100,13,1,14
291,0.943323532393795,-4.497003411894111,-1.025251557523241,-0.413300645473571,-0.22606432897002032,-0.2011614594818151,-0.06827227177482277,-0.2988716921287346,-0.2285453465823377,-0.0025576467083931183,-0.0020135212189044366,-0.5318496802696498,-0.014597924254242955,0.001025,0.01,0.0,0.97,100,13,1,14
292,0.9388630915461084,-4.499806128122161,-1.0266607718371434,-0.41385319674601384,-0.22637696185459813,-0.20143467444482416,-0.0683675845358418,-0.29927505374574315,-0.22886500183074232,-0.002560343270174639,-0.0020167739725440105,-0.5325365218648557,-0.014612900619706179,0.001022,0.01,0.0,0.97,100,13,1,14
293,0.9423971257324177,-4.502384409418415,-1.0280106523302937,-0.41437750420330505,-0.22667676845165277,-0.20170166056339972,-0.0684459889352638,-0.29962116621242185,-0.22914452075889946,-0.0025635287162296444,-0.002019361017696646,-0.5331739812715064,-0.014630182796411099,0.001018,0.01,0.0,0.97,100,13,1,14
294,0.9442960056820103,-4.504824060548366,-1.0292449634862615,-0.4148666723510986,-0.22695525108618822,-0.20193312423389667,-0.06853144467491223,-0.29997946962422173,-0.22942592833533212,-0.002566973544251156,-0.0020223912816868437,-0.5337734716499806,-0.014662613508830155,0.001015,0.01,0.0,0.97,100,13,1,14
295,0.9410622520547028,-4.507477416865017,-1.0306156477434856,-0.4154208038433749,-0.22725054926981192,-0.20220430262869962,-0.06861284725748462,-0.30040254972692265,-0.22971247100215034,-0.0025703785991744187,-0.002024906070958777,-0.5345030149001925,-0.014676593970688089,0.001012,0.01,0.0,0.97,100,13,1,14
296,0.9402105263157895,-4.51005488045296,-1.0319360900319923,-0.41595554346260205,-0.22754014982910606,-0.20246812702301484,-0.06869686403497635,-0.30077901698999465,-0.23001289240660514,-0.002574011934422315,-0.0020270667161375456,-0.5352377079269753,-0.014682826132847937,0.001009,0.01,0.0,0.97,100,14,1,15
297,0.9386950785725021,-4.512843704153349,-1.033386566584022,-0.4165566172485006,-0.2278479910412689,-0.20277447806328563,-0.06879329597484994,-0.30121992737449466,-0.2303190558260755,-0.002577997356095251,-0.002030013503681803,-0.5360680475743211,-0.014722165759317167,0.001006,0.01,0.0,0.97,100,13,1,14
298,0.9359975759208135,-4.515605899874713,-1.0348106959625851,-0.4171380456651471,-0.22815219678160828,-0.20305905432269358,-0.0688720634916156,-0.3016370121967155,-0.23063293532507748,-0.002581480658738818,-0.0020327848891163354,-0.5368326149286752,-0.014764635798440307,0.001003,0.01,0.0,0.97,100,14,1,15
299,0.943983193277311,-4.517264431803657,-1.0356738923445523,-0.41757612395164206,-0.22834503795170358,-0.20328801122472262,-0.06894869198462997,-0.3019852073484067,-0.23088765584607943,-0.002584539085058552,-0.0020352578799222366,-0.5374027582199261,-0.014780953084257647,0.001,0.01,0.0,0.97,100,14,1,15
