episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,maintenance_restoration_value,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
118,0.9130171849014765,-4.620189348682969,-1.084384463711139,-0.5257055683460913,-0.15806099305667157,-0.37146624478902307,-0.17149294649273877,-0.007320191586533018,-0.06513416063150193,0.002197,0.01,0.0,0.97,100,10,1,11
119,0.9117204983466382,-4.629667558582752,-1.0893052597967119,-0.5280216200173742,-0.15884720836250252,-0.3731643595230838,-0.1723342242622953,-0.007346971581974979,-0.06539420437293557,0.002182,0.01,0.0,0.97,100,11,1,12
120,0.9175698802053622,-4.638037876876781,-1.0935532613319137,-0.5301130423065534,-0.15944888909555005,-0.3746243882590034,-0.17295418284565553,-0.007345276056112851,-0.06571576577699423,0.002168,0.01,0.0,0.97,100,11,1,12
121,0.9187861660610954,-4.646387662485528,-1.0977554858835872,-0.5321877852428576,-0.15999978086546654,-0.37615259643519483,-0.17358959444924993,-0.0073765343368621785,-0.06589112473239146,0.002154,0.01,0.0,0.97,100,11,1,12
122,0.9151199905426173,-4.655021490114695,-1.1021567523192408,-0.5344090161083391,-0.16056771727934532,-0.37769930659004136,-0.17425155269068743,-0.007419454764785303,-0.0662861341389102,0.00214,0.01,0.0,0.97,100,11,1,12
123,0.9167252283907238,-4.663413463851916,-1.1065094797987334,-0.5365004177375341,-0.16121053675453592,-0.37917945949901594,-0.17496771629405475,-0.007445020330559718,-0.0666148141821135,0.002127,0.01,0.0,0.97,100,11,1,12
124,0.9201826514794096,-4.670802802645946,-1.1102262870402233,-0.5383509662763114,-0.16174518082287095,-0.3805298469496835,-0.17558273591647675,-0.007465649803976036,-0.06692653422792978,0.002113,0.01,0.0,0.97,100,11,1,12
125,0.9172164651210122,-4.679083960094907,-1.1144040250177187,-0.5403460513071552,-0.16235991263694952,-0.38194821052798683,-0.17624337011200414,-0.007494710253549201,-0.06711870568020138,0.0021,0.01,0.0,0.97,100,11,0,11
126,0.9165446559297218,-4.685308807909828,-1.1177949102194915,-0.5421416645594341,-0.16291923518937143,-0.3832827427999728,-0.17694838500028867,-0.007498055242007896,-0.06733458737900334,0.002087,0.01,0.0,0.97,100,11,1,12
127,0.9184434248701168,-4.693314011939944,-1.12183797048869,-0.5440839151554776,-0.16350356766278806,-0.3846349403359933,-0.17758240777171783,-0.007537571456950756,-0.06757241395137965,0.002074,0.01,0.0,0.97,100,11,1,12
128,0.9149714400240505,-4.7016908311032015,-1.1261063198955386,-0.5461235695376596,-0.16415316262500373,-0.3861213192723251,-0.17826765793377233,-0.007566464938323074,-0.06769778245556508,0.002061,0.01,0.0,0.97,100,11,1,12
129,0.9109533741505753,-4.7103577705690896,-1.1305687600846015,-0.5483157797654625,-0.16477504739555404,-0.38771827998134917,-0.17891080339185284,-0.007592477310549137,-0.06784659001449499,0.002048,0.01,0.0,0.97,100,11,1,12
130,0.9179263127939872,-4.718251535377211,-1.134616478916169,-0.5502994740946708,-0.16535058203987887,-0.3891571454559727,-0.17952170603097053,-0.007623897168956943,-0.06810699664979789,0.002035,0.01,0.0,0.97,100,11,1,12
131,0.9169013372004788,-4.725964510163661,-1.1385672892151555,-0.5521905701686572,-0.16595272057148552,-0.39050906539214175,-0.18019977312208185,-0.007641192344399329,-0.0684458017396668,0.002023,0.01,0.0,0.97,100,11,1,12
132,0.9180804246313031,-4.733816560467496,-1.1426402848679718,-0.5541742031809028,-0.1665550191596436,-0.3918948065970086,-0.18083370009621366,-0.007667115196252425,-0.06862663734263753,0.002011,0.01,0.0,0.97,100,11,1,12
133,0.9185675452074222,-4.741416147017398,-1.1464769504014853,-0.5560097216702088,-0.167142925017291,-0.39321283607161683,-0.1814476326638115,-0.007698447241112143,-0.06883089891549247,0.001999,0.01,0.0,0.97,100,11,1,12
134,0.9142925137689536,-4.749527026001405,-1.1506069160516472,-0.5580021330152134,-0.16772927452614284,-0.39466161748279655,-0.18204038170962938,-0.007725431721394108,-0.06910936988206437,0.001987,0.01,0.0,0.97,100,11,0,11
135,0.913479221852908,-4.755852351434165,-1.1539313184132705,-0.5597003693235716,-0.16823631464846198,-0.3960675180820666,-0.18271042795600684,-0.00774495103308845,-0.06937448823781654,0.001975,0.01,0.0,0.97,100,11,1,12
136,0.9187587110208058,-4.762475119926527,-1.1573312635856976,-0.5613654875672744,-0.1687560551660206,-0.3973459709485449,-0.18329359039668267,-0.0077757995282285745,-0.06952879773391944,0.001963,0.01,0.0,0.97,100,11,1,12
137,0.9284636895178375,-4.7687430126998995,-1.1604603852302473,-0.5627711499270764,-0.1692732325381755,-0.39839034970668485,-0.18381861815470654,-0.007796901221963357,-0.06976965724544754,0.001952,0.01,0.0,0.97,100,11,1,12
138,0.9210623448090732,-4.775923947799636,-1.1640726159299446,-0.5645069094708424,-0.16979723513770245,-0.3996608864820963,-0.18447755055132015,-0.00782822499152288,-0.06990718584499661,0.00194,0.01,0.0,0.97,100,11,1,12
139,0.9176679795914976,-4.779429729938918,-1.1661151828539353,-0.5657544575945939,-0.17011946425285898,-0.4009098237580851,-0.18511336101990397,-0.00786405407124091,-0.07007553925922559,0.001929,0.01,0.0,0.97,100,11,1,12
140,0.916262238530869,-4.78593603226554,-1.1693732736344982,-0.5673627207633294,-0.17063558629616893,-0.4021434741032249,-0.18580804662339062,-0.007867949883834782,-0.07031936849653636,0.001918,0.01,0.0,0.97,100,11,1,12
141,0.9197676376494359,-4.793105098443476,-1.1730728133789832,-0.5691326967180821,-0.1711986673161956,-0.40339260775854724,-0.1863902877373288,-0.007896079496577814,-0.07056565687523975,0.001907,0.01,0.0,0.97,100,11,1,12
142,0.9188209225810784,-4.7989794052868096,-1.176092633348725,-0.5707119324535589,-0.17160884589784692,-0.4045894798800861,-0.18685655728000372,-0.007896474824343688,-0.07067942485146773,0.001896,0.01,0.0,0.97,100,11,1,12
143,0.9136886632825719,-4.80679770516549,-1.1801224721110004,-0.5726848528159514,-0.17220716313781761,-0.40602031830724106,-0.18749325970447694,-0.007928634017134263,-0.0708772148859723,0.001885,0.01,0.0,0.97,100,10,1,11
144,0.9169642857142857,-4.814058503476196,-1.1838504840746784,-0.574469142530363,-0.17274979943533295,-0.4072874816953212,-0.1881077465756585,-0.007952180255642927,-0.07106850132275096,0.001875,0.01,0.0,0.97,100,11,1,12
145,0.906418776815008,-4.8220706607909705,-1.1880067277110131,-0.5765857008773222,-0.17327120134965823,-0.4087973468630466,-0.18871764499662097,-0.007990408850964787,-0.07129709466536167,0.001864,0.01,0.0,0.97,100,11,1,12
146,0.9176993534482758,-4.829332614681503,-1.1917167375722792,-0.5783845538181586,-0.17381153987159803,-0.41004440039293866,-0.18928670166862377,-0.008023242202485369,-0.07163488731830502,0.001854,0.01,0.0,0.97,100,10,1,11
147,0.9184816638743633,-4.836340360161366,-1.1953655662099547,-0.5801279742867262,-0.17439535261633077,-0.4112257776725973,-0.18989238126604774,-0.008046909031972376,-0.0718707728190488,0.001843,0.01,0.0,0.97,100,11,1,12
148,0.9170336864658969,-4.843300174827718,-1.1989331800490237,-0.5818337807953549,-0.1749250550718387,-0.4124472612409741,-0.19051134029792952,-0.008055436062459313,-0.07210966298668368,0.001833,0.01,0.0,0.97,100,11,1,12
149,0.9264414187258363,-4.849717812200333,-1.2021094892700912,-0.5833609556418364,-0.17537190361125768,-0.41358174739863185,-0.19101211401235144,-0.008078311611278725,-0.07229065358254429,0.001823,0.01,0.0,0.97,100,11,1,12
150,0.9186475863125116,-4.855793375989873,-1.2052662836162498,-0.584881909309136,-0.17587332798770156,-0.41469725517608597,-0.1916299583825563,-0.008085919104362306,-0.0726217557105843,0.001813,0.01,0.0,0.97,100,11,1,12
151,0.9150484218977369,-4.863191990994907,-1.2090768971652508,-0.5866816867961704,-0.1764794623639365,-0.41595557041455383,-0.19230613511498926,-0.008118283529104429,-0.07283936360512387,0.001803,0.01,0.0,0.97,100,10,1,11
152,0.908139904079143,-4.870955187060293,-1.2129920543062491,-0.5886525080890767,-0.17700756942702045,-0.4173959686666928,-0.1929485203791355,-0.008144434649446879,-0.0730841281180966,0.001794,0.01,0.0,0.97,100,11,1,12
153,0.9202998750520617,-4.877595230436285,-1.2163714588327368,-0.5902827313760303,-0.17750118258798495,-0.418559083623157,-0.1934806184901767,-0.008162192513262346,-0.07334830746780568,0.001784,0.01,0.0,0.97,100,11,1,12
154,0.9209544121567582,-4.884301874515573,-1.219779930287152,-0.5918885076948044,-0.17801467732017318,-0.4196728259082491,-0.19402946276537947,-0.008189544105138218,-0.07359297810849967,0.001774,0.01,0.0,0.97,100,11,1,12
155,0.9095277022405366,-4.892148383077448,-1.2237976770821672,-0.5938604500951336,-0.17859127059873306,-0.4210007244401002,-0.19462515901100852,-0.008221502314551148,-0.07382018594661319,0.001765,0.01,0.0,0.97,100,11,1,12
156,0.9117337408728137,-4.899611570122871,-1.22762782801344,-0.5957830770892004,-0.17907123206702613,-0.42233706828921036,-0.1951467068834848,-0.008253691946757765,-0.07402493996692014,0.001756,0.01,0.0,0.97,100,11,1,12
157,0.9123871141663297,-4.906738860113555,-1.2312412734949363,-0.5975171231683596,-0.17958587804619,-0.4236016416295059,-0.19576284616832515,-0.00827431418966242,-0.074243341558454,0.001746,0.01,0.0,0.97,100,11,1,12
158,0.9163441800989333,-4.913172836660173,-1.2345751609970155,-0.5991551397171653,-0.18009576262806407,-0.4247704233891269,-0.19630984296088244,-0.008280652890631273,-0.07452935657895403,0.001737,0.01,0.0,0.97,100,11,1,12
159,0.9124429436818081,-4.919972207298882,-1.2381098336682863,-0.6008901620385747,-0.1806146978132845,-0.42607472163850185,-0.1968972029845862,-0.00830856675476876,-0.07466924013207274,0.001728,0.01,0.0,0.97,100,11,1,12
160,0.9083122576294048,-4.927204231619087,-1.241822552087669,-0.6027250739686364,-0.18110893343051668,-0.4273366336382071,-0.19748655836366483,-0.00833185388564352,-0.07482718328780091,0.001719,0.01,0.0,0.97,100,11,1,12
161,0.9120993805548074,-4.934129718461795,-1.2454544300435533,-0.6045101637485614,-0.18165544258875793,-0.4285775997878298,-0.19807787762079193,-0.008362376757623474,-0.07501099427584422,0.001711,0.01,0.0,0.97,100,11,1,12
162,0.9154122347150346,-4.9407019098296985,-1.2488130652442948,-0.6061725108420815,-0.1820961476573168,-0.42979307760216545,-0.19860034592301168,-0.008387663352666396,-0.07523708189117137,0.001702,0.01,0.0,0.97,100,11,1,12
163,0.9106726578600628,-4.947963893306373,-1.2525733567739548,-0.6079511634203455,-0.1826775995459189,-0.4310956027867305,-0.19921378691465558,-0.008413398430079043,-0.07548168629262406,0.001693,0.01,0.0,0.97,100,10,1,11
164,0.9095804465618762,-4.954785464711302,-1.256108115761943,-0.6096977646258798,-0.1832092326702638,-0.4323332953142481,-0.19981923725473943,-0.008443148059679422,-0.07559200458529008,0.001685,0.01,0.0,0.97,100,11,1,12
165,0.9095908380001009,-4.961564305469639,-1.2595939399666376,-0.6113821685850582,-0.18374686771680293,-0.43355413853287966,-0.20045767484985283,-0.008470999740689189,-0.07576502526808998,0.001676,0.01,0.0,0.97,100,11,1,12
166,0.9163282842749069,-4.968043757521522,-1.2628683174207973,-0.6129963281568575,-0.18423131986230037,-0.434703249347595,-0.20100855649836036,-0.008491934930502513,-0.07594078775940583,0.001668,0.01,0.0,0.97,100,11,1,12
167,0.9185146723837598,-4.972086861798147,-1.2650642501686955,-0.6142164848096757,-0.1845850257027174,-0.4357173294764128,-0.20152241848823305,-0.008505083262812333,-0.07613055955010567,0.001659,0.01,0.0,0.97,100,11,1,12
168,0.9171349265452576,-4.978511221599141,-1.2683204222930249,-0.6157755647734268,-0.18506329391126727,-0.43681478249900835,-0.2020596753112074,-0.008528732727603251,-0.07635344985828772,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.9158088542974308,-4.982728811826938,-1.2703815140219639,-0.6170240178854355,-0.18535316157298226,-0.43793913863562384,-0.2025745548306339,-0.00854101382760067,-0.07656702192697318,0.001643,0.01,0.0,0.97,100,11,1,12
170,0.9163113185374206,-4.989255720358112,-1.2737050890671064,-0.6187156786139324,-0.18577388825082064,-0.43912991232646875,-0.20304761653151715,-0.00855976779735489,-0.07678492189134198,0.001635,0.01,0.0,0.97,100,11,1,12
171,0.9163459901242976,-4.995649170274248,-1.2769272837150987,-0.6203128104955175,-0.18618983738223852,-0.4402448918217955,-0.20358927866906654,-0.00858544421835741,-0.07694892132307919,0.001627,0.01,0.0,0.97,100,11,1,12
172,0.9145420523273299,-5.002288734168554,-1.2803260127118465,-0.6219758024198937,-0.18665665840552745,-0.44139237778839346,-0.2041378063316276,-0.008615381530701708,-0.07710314202784477,0.001619,0.01,0.0,0.97,100,10,1,11
173,0.9164766531178745,-5.008357508213044,-1.2834702473665367,-0.6235495274753634,-0.18709413168277605,-0.4424957337248158,-0.20466632051230932,-0.008644746899677348,-0.07728513598808728,0.001611,0.01,0.0,0.97,100,11,1,12
174,0.913073467808415,-5.014998399694447,-1.2868663935109992,-0.6251360475444239,-0.18763621798733132,-0.4435757302942345,-0.20523691841485625,-0.008672678366140066,-0.07751418750810556,0.001603,0.01,0.0,0.97,100,10,1,11
175,0.9137079031985107,-5.0195207438164555,-1.2892877685299853,-0.6263635046829843,-0.18803024042659292,-0.4446251617457738,-0.20575737098874902,-0.008627899259804023,-0.07774701480454574,0.001596,0.01,0.0,0.97,100,11,1,12
176,0.9146842087553417,-5.025738067193039,-1.2925180894409027,-0.6279836360247952,-0.18844377990574196,-0.44579468598551736,-0.20622949322706471,-0.008649504503731422,-0.07790008462212716,0.001588,0.01,0.0,0.97,100,11,1,12
177,0.9156923897996965,-5.031632537015298,-1.2955570250499484,-0.6294698952834916,-0.18891812537964894,-0.446875223431083,-0.20674981918182986,-0.008675440451563364,-0.07806773578117875,0.00158,0.01,0.0,0.97,100,11,1,12
178,0.9209725415933991,-5.037017150003428,-1.2983177055842055,-0.6307778753071539,-0.18934916225675208,-0.44781330433360605,-0.2072079182503193,-0.00869363301796131,-0.07821373791488145,0.001573,0.01,0.0,0.97,100,11,1,12
179,0.9177078918369077,-5.042571147950581,-1.3011509482222772,-0.6321425207146507,-0.18977349388979642,-0.44878690226429946,-0.20767495210693002,-0.0087131042542893,-0.07843525941948983,0.001565,0.01,0.0,0.97,100,11,1,12
180,0.9161959673499489,-5.042255978381244,-1.3018035742863219,-0.632824322394432,-0.18988956696409365,-0.44981286612531723,-0.20817439496309004,-0.008648371246005211,-0.07863377904579985,0.001558,0.01,0.0,0.97,100,11,1,12
181,0.9181992496873698,-5.047900693954545,-1.3046632370744644,-0.6342768299159316,-0.1902566005665977,-0.4508742827566767,-0.208623176664308,-0.008662478989258801,-0.07883382405510399,0.001551,0.01,0.0,0.97,100,11,1,12
182,0.917632672205843,-5.053550159682923,-1.307577483574786,-0.6357111614726502,-0.190693854925745,-0.45193936334089174,-0.20914020276518847,-0.0086866281967945,-0.0790542394827278,0.001544,0.01,0.0,0.97,100,11,1,12
183,0.9166131376990432,-5.05945066384425,-1.3106054160879765,-0.637173907651123,-0.19114994856468773,-0.45295465625976405,-0.20960861895955338,-0.008710466756383966,-0.07917941469319033,0.001536,0.01,0.0,0.97,100,11,1,12
184,0.9115691376290326,-5.065347958291254,-1.3136468264462378,-0.638677783256087,-0.19159764292923984,-0.45402360592448615,-0.21013760115846394,-0.008713208952484085,-0.0793582139892775,0.001529,0.01,0.0,0.97,100,11,1,12
185,0.9129893298327106,-5.070961046267535,-1.3165870788024967,-0.6401678364784741,-0.19203069110110577,-0.45513925654131765,-0.21067872982327635,-0.008732689597790064,-0.07963112501324311,0.001522,0.01,0.0,0.97,100,11,1,12
186,0.913173602635055,-5.077219080430755,-1.3197580036930574,-0.6417184835213928,-0.19247197516634434,-0.456265210970751,-0.21115539876091793,-0.008752660879431565,-0.07981048053000632,0.001515,0.01,0.0,0.97,100,11,1,12
187,0.915628271367305,-5.082778452821844,-1.322564316905157,-0.6431711675058879,-0.19282756419275127,-0.4574028641265794,-0.21158117182320302,-0.008770731912614507,-0.07998203099620854,0.001509,0.01,0.0,0.97,100,11,1,12
188,0.9196360751481187,-5.087506684903825,-1.3249306794933586,-0.6443527007510498,-0.19317679331622423,-0.4582897565311104,-0.21205419624125874,-0.008780680006453895,-0.08011807664639213,0.001502,0.01,0.0,0.97,100,11,1,12
189,0.9174293472794931,-5.093286894789352,-1.3278595361422254,-0.6457597640919169,-0.19360647333411274,-0.4592769267955562,-0.21248634939179753,-0.008804366163984619,-0.08029655987968967,0.001495,0.01,0.0,0.97,100,11,1,12
190,0.9189773679798826,-5.09889393730181,-1.3306953002085544,-0.6471723759470618,-0.1939770729361472,-0.460296664655905,-0.21293275792762023,-0.008824156313555818,-0.08047206518834178,0.001488,0.01,0.0,0.97,100,11,1,12
191,0.9141918616343769,-5.103723135035769,-1.3330905948505907,-0.648453318574586,-0.19427027943457362,-0.4613278221077534,-0.21335105454587167,-0.008825098837382127,-0.08065238434452503,0.001482,0.01,0.0,0.97,100,11,1,12
192,0.9154603651841967,-5.1094447738863895,-1.335987474578483,-0.6498331750448709,-0.19471996489947482,-0.4623018542164621,-0.2138511859835856,-0.008850450461024756,-0.08088311512728989,0.001475,0.01,0.0,0.97,100,11,1,12
193,0.9152545222244637,-5.115351698525378,-1.3389646682715057,-0.6512931260358396,-0.19513239091482698,-0.46336325970591924,-0.2142894175969956,-0.00886741398396618,-0.08103023454248855,0.001469,0.01,0.0,0.97,100,11,1,12
194,0.9120689366125165,-5.12149943812608,-1.3420699880878528,-0.6528083351152909,-0.19557200588852772,-0.46443078406169414,-0.21480447871667085,-0.00889595916869027,-0.08125537885949863,0.001462,0.01,0.0,0.97,100,10,1,11
195,0.92083857442348,-5.1269024249617114,-1.3447603097400538,-0.6540709870292486,-0.1959659879696257,-0.4653293716553911,-0.21520543926441463,-0.008920976021127791,-0.08144875068642067,0.001456,0.01,0.0,0.97,100,10,1,11
196,0.9170792706625885,-5.132506819705346,-1.3475921899699823,-0.6554844688585926,-0.1963316316531505,-0.46634006011312035,-0.2156443821372168,-0.008936240351601843,-0.08160366351270541,0.001449,0.01,0.0,0.97,100,11,1,12
197,0.9187635156655993,-5.1372179312281725,-1.3500927756868912,-0.6567576907116298,-0.1966991710784386,-0.46725786555607435,-0.21608664339043376,-0.008927815570471686,-0.08173912852971064,0.001443,0.01,0.0,0.97,100,11,1,12
198,0.9123195136367475,-5.1422301032813165,-1.352711329640188,-0.6581012545881101,-0.19709153565968698,-0.4682485858440359,-0.21662216557996208,-0.008951056496074358,-0.08207736524091945,0.001437,0.01,0.0,0.97,100,11,1,12
199,0.9124327754952066,-5.148230043006056,-1.355789477356854,-0.65952796403907,-0.1975814865083593,-0.469213629925232,-0.21714580186663243,-0.008972479532603219,-0.08227978278125161,0.001431,0.01,0.0,0.97,100,10,1,11
200,0.9235341065394216,-5.1531483527138695,-1.3582834678364772,-0.6607335615126627,-0.19793349843945632,-0.4700312844148808,-0.2175267304324927,-0.008986199583782885,-0.0824770764124562,0.001424,0.01,0.0,0.97,100,11,1,12
201,0.9233111193802646,-5.158137195537383,-1.3607809457340678,-0.6619149020448541,-0.19831848524289916,-0.47089826073063945,-0.21793039672089676,-0.009005350175169641,-0.08271798063999963,0.001418,0.01,0.0,0.97,100,10,1,11
202,0.9121276667680969,-5.16391881688731,-1.3637628917574443,-0.663378236069975,-0.19874167261039707,-0.47194626347338714,-0.21839438980053646,-0.009025002800775894,-0.08289070719618483,0.001412,0.01,0.0,0.97,100,11,1,12
203,0.91006330495525,-5.169974168517032,-1.3668550321155228,-0.6649574298416069,-0.1991395749385823,-0.4730566630881987,-0.21889593907170757,-0.009043968093295142,-0.0831247514824942,0.001406,0.01,0.0,0.97,100,11,1,12
204,0.9169428508941639,-5.175224573985019,-1.369506569141761,-0.6662835877853586,-0.19949943129185999,-0.47402287930115833,-0.2193031874118788,-0.009065580288506243,-0.08322961653845802,0.0014,0.01,0.0,0.97,100,11,1,12
205,0.9120986654519073,-5.180948047972261,-1.3724665870014585,-0.6677348922331039,-0.19992860614634297,-0.4750410445270272,-0.21978204689425368,-0.009087824944131438,-0.0833771276727193,0.001395,0.01,0.0,0.97,100,11,1,12
206,0.9122756905706029,-5.186796058031399,-1.3754481631400917,-0.6691564715322587,-0.20035280375925468,-0.47605570717228396,-0.22022456692390938,-0.009111534515009961,-0.08352086970515311,0.001389,0.01,0.0,0.97,100,11,1,12
207,0.9224960388362606,-5.191707633266754,-1.3779355252215686,-0.6703116835910754,-0.20074253170029624,-0.4768667832148129,-0.220596966535727,-0.009130034100449536,-0.08364370467573355,0.001383,0.01,0.0,0.97,100,11,1,12
208,0.915576974925856,-5.196379697179378,-1.3802795238398067,-0.6714917965121452,-0.20107787648358386,-0.4777742127357588,-0.22099057496888286,-0.009116361983914405,-0.0838103333959013,0.001377,0.01,0.0,0.97,100,11,1,12
209,0.9175771612708323,-5.20046144961649,-1.3824590476046763,-0.6726519665161417,-0.2013816043422373,-0.4786936483489805,-0.22140913435554344,-0.009135173857310148,-0.0838932688001756,0.001372,0.01,0.0,0.97,100,11,1,12
210,0.9201217574551354,-5.20523801190274,-1.3848849201495865,-0.6738002378560577,-0.20176169922993697,-0.4795616774919895,-0.2218750208853991,-0.009137287662401593,-0.0840476693613126,0.001366,0.01,0.0,0.97,100,11,1,12
211,0.9078766779365983,-5.211170989121276,-1.3879146826219477,-0.6753024435325284,-0.20217935541885873,-0.4806995738928837,-0.22235976353899378,-0.009163654276609284,-0.08416457839560376,0.00136,0.01,0.0,0.97,100,11,1,12
212,0.9088419273034658,-5.215712383671484,-1.3902740439090966,-0.6765523044076946,-0.20250870392346895,-0.4816989039124107,-0.22284525402531277,-0.009186786828388537,-0.08433588447852232,0.001355,0.01,0.0,0.97,100,11,1,12
213,0.9120670221893242,-5.22115531941501,-1.3930742155621427,-0.6779822153887433,-0.20285902659132463,-0.4827284268267115,-0.22325890056592543,-0.00920101533796089,-0.08449896452761559,0.001349,0.01,0.0,0.97,100,11,1,12
214,0.9159829838954725,-5.223959654241797,-1.394752190517947,-0.6789820093397156,-0.20309048153226728,-0.4836276986074603,-0.2236756659268945,-0.009223535723391659,-0.08466695713784635,0.001344,0.01,0.0,0.97,100,11,1,12
215,0.9138474504846186,-5.229334606598496,-1.3975098499360885,-0.6803608456478102,-0.20346758171561352,-0.4846726505826773,-0.2240998850812693,-0.009239157664194185,-0.08491643948907991,0.001338,0.01,0.0,0.97,100,11,1,12
216,0.9220794630144417,-5.234002371584503,-1.399839690223773,-0.6814981369546763,-0.20379853682075935,-0.48550514649068605,-0.22449666453657952,-0.0092582588820635,-0.08505672489239903,0.001333,0.01,0.0,0.97,100,11,1,12
217,0.9126631030246688,-5.237954029078509,-1.401989017628306,-0.6826480769864648,-0.2041322014293675,-0.4863623636702567,-0.22493282166484682,-0.009258369172180245,-0.08522478785882667,0.001328,0.01,0.0,0.97,100,11,1,12
218,0.9227864036928242,-5.240678615389399,-1.4034352249916364,-0.6834728824602636,-0.20427256306956063,-0.4870910274706385,-0.22526429622919392,-0.009238877572344104,-0.08528178526064248,0.001322,0.01,0.0,0.97,100,11,1,12
219,0.9219347771130024,-5.244095722365316,-1.4051640258881675,-0.6843574284720513,-0.20449828907462603,-0.48777024846390726,-0.22563301630123958,-0.009238834709088952,-0.08543932663081064,0.001317,0.01,0.0,0.97,100,11,1,12
220,0.9183126149071466,-5.249160657769749,-1.4077037650051325,-0.6856079623223684,-0.20483648178541905,-0.488666284435451,-0.2260264669949408,-0.00926203028275625,-0.08563699501136825,0.001312,0.01,0.0,0.97,100,11,1,12
221,0.9123753803735647,-5.254488259826831,-1.4104430293435566,-0.6869519072052664,-0.20523327411993406,-0.4895992480002831,-0.22645119667226238,-0.009280387732239655,-0.08575293146461743,0.001307,0.01,0.0,0.97,100,11,1,12
222,0.9100277984948132,-5.2599390103924,-1.413263610059931,-0.6883165374748179,-0.20565134242565739,-0.49056075939639454,-0.22692561178460452,-0.009297405743366965,-0.08588333737428412,0.001302,0.01,0.0,0.97,100,11,1,12
223,0.9136437742001222,-5.265192233129358,-1.415920828538268,-0.6895938694835205,-0.20603156480617552,-0.49146423856371196,-0.2273682324939057,-0.009315328302578328,-0.08597073178891279,0.001297,0.01,0.0,0.97,100,11,1,12
224,0.9176681069403186,-5.270121507712953,-1.4184417590769414,-0.69086144295719,-0.20636908173170498,-0.49236584758882096,-0.22775847648090455,-0.009332748260488917,-0.08609001172392489,0.001292,0.01,0.0,0.97,100,11,1,12
225,0.9138027122422441,-5.2752258665249325,-1.421086637139923,-0.6921908998678968,-0.20673383507243437,-0.49329242677850477,-0.22813698990693088,-0.009338949626155963,-0.08625532866332539,0.001287,0.01,0.0,0.97,100,11,1,12
226,0.916336393585177,-5.280254998843918,-1.4236366897013648,-0.6934130052756341,-0.2071035117384975,-0.49413313891859845,-0.22854386429493326,-0.009357372480081592,-0.08640996239614951,0.001282,0.01,0.0,0.97,100,11,1,12
227,0.9132644503337918,-5.285315734513732,-1.4262356096091642,-0.6947375144368757,-0.20744300649192837,-0.49509808033782554,-0.22893495647271714,-0.009367491160383917,-0.08650625406558064,0.001277,0.01,0.0,0.97,100,11,1,12
228,0.9165232067510548,-5.289894454660745,-1.4285968742263937,-0.6958823493307159,-0.20777662408594594,-0.49594739247960495,-0.22933346676659314,-0.009371017854886388,-0.08659185068497349,0.001272,0.01,0.0,0.97,100,11,1,12
229,0.9129474149359258,-5.29503816043501,-1.4311732461397393,-0.6971370094891297,-0.20814182893129615,-0.4968622358716757,-0.2297780734856452,-0.00938746899100822,-0.08672841525878275,0.001267,0.01,0.0,0.97,100,11,1,12
230,0.9118994676908564,-5.299644418427206,-1.4335988503220796,-0.6983418034526352,-0.20850222973123622,-0.49776169989773955,-0.2302159173067421,-0.009411000448786873,-0.08691798612091,0.001262,0.01,0.0,0.97,100,11,1,12
231,0.9191222149465236,-5.304236104350808,-1.4358987386987885,-0.6994855772690465,-0.20880803134766515,-0.4986016708259006,-0.2305863384245566,-0.009433944935866898,-0.08704488993129844,0.001257,0.01,0.0,0.97,100,11,1,12
232,0.915574647322324,-5.309300733650074,-1.4384422709214844,-0.7007500723324933,-0.20914159371105903,-0.49950858369955675,-0.2309647941502682,-0.009458261273683719,-0.08720296120723624,0.001253,0.01,0.0,0.97,100,11,1,12
233,0.9131097050651134,-5.314150943313345,-1.4409945578240873,-0.7020232484084115,-0.2095084888380199,-0.5004275407674925,-0.23134722902587482,-0.009462815887006282,-0.08735130963074957,0.001248,0.01,0.0,0.97,100,11,1,12
234,0.9202364864864865,-5.318701424176471,-1.4433385942778392,-0.703151141688388,-0.20987147332576644,-0.5012391332386211,-0.2317177984485468,-0.009476706960149456,-0.0874302141409391,0.001243,0.01,0.0,0.97,100,10,1,11
235,0.9165038647753334,-5.32319005973071,-1.445631246186815,-0.7042575884964747,-0.21020462669162035,-0.5020213401794554,-0.2321118204555599,-0.009496923105451539,-0.0876663230355986,0.001239,0.01,0.0,0.97,100,11,1,12
236,0.916717161516192,-5.3279002237047,-1.4480513043335042,-0.7054759038986709,-0.21054733591164296,-0.502922303669202,-0.23247367832055585,-0.009517079387374085,-0.08789021718152455,0.001234,0.01,0.0,0.97,100,11,1,12
237,0.9129346547959012,-5.3327605176918205,-1.4505470340709883,-0.7067288524892776,-0.2108813046432168,-0.5038431104864417,-0.23288368807210597,-0.009537557294154404,-0.08805566765508874,0.001229,0.01,0.0,0.97,100,11,1,12
