episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
330,0.939534184823441,-2.7887765709493384,-2.315513817240377,-1.3059861366400018,0.014385,0.1,0.027582,0.2,1342,670,1217,33275,38007,38003,0,0,0,0,3662,3659,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
331,0.9452575670700425,-2.781456762049959,-2.2937537642462402,-1.2921255164076182,0.014347,0.1,0.027417,0.2,1121,693,1285,33137,38096,38090,0,0,0,0,3781,3776,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
332,0.9471284497856151,-2.761746115009405,-2.264706709786508,-1.255762915078721,0.01431,0.1,0.027253,0.2,1140,611,1129,33118,37996,37989,0,0,0,0,3663,3673,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
333,0.9443161713994422,-2.7627936739044467,-2.265257636445387,-1.2553358873858622,0.014273,0.1,0.02709,0.2,1242,615,1234,33349,38156,38145,0,0,0,0,3803,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
334,0.9427019239427319,-2.767532342649058,-2.2731943025926844,-1.2633219481128128,0.014237,0.1,0.026928,0.2,1281,628,1147,33317,38204,38194,0,0,0,0,3697,3703,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
335,0.9452185121532041,-2.7624701170862944,-2.2647395061298616,-1.265235830638935,0.0142,0.1,0.026767,0.2,1194,591,1176,32584,37362,37351,0,0,0,0,3663,3673,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
336,0.9403016275944452,-2.777408728184531,-2.2941335762977757,-1.2924528888025146,0.014164,0.1,0.026606,0.2,1303,696,1358,33485,38168,38163,0,0,0,0,3726,3707,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
337,0.9475072780203785,-2.767005085678024,-2.29144012004995,-1.2836521502224107,0.014128,0.1,0.026447,0.2,1149,582,1134,32976,38139,38129,0,0,0,0,3679,3688,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
338,0.9413281367111378,-2.7762228940023643,-2.318007044261258,-1.3050768489854796,0.014092,0.1,0.026289,0.2,1313,644,1209,33355,38373,38369,0,0,0,0,3718,3703,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
339,0.9401925851762419,-2.79150137625508,-2.3302460567959122,-1.3231872106219458,0.014056,0.1,0.026131,0.2,1392,639,1275,33959,38541,38537,0,0,0,0,3744,3734,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
340,0.9461286542679446,-2.7816511124035475,-2.3127156824959205,-1.307208059222065,0.014021,0.1,0.025975,0.2,1212,581,1260,33283,38007,37999,0,0,0,0,3711,3718,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
341,0.944469337156854,-2.7940579268716292,-2.3120305081829797,-1.3158027358414868,0.013985,0.1,0.02582,0.2,1211,648,1281,33477,38288,38274,0,0,0,0,3690,3689,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
342,0.9423354156655455,-2.8052420886055125,-2.321762177793955,-1.3264973456659714,0.01395,0.1,0.025665,0.2,1251,669,1321,33296,38123,38117,0,0,0,0,3720,3702,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
343,0.9430190036568551,-2.8042799650768955,-2.318832732334652,-1.3269114469629337,0.013915,0.1,0.025511,0.2,1319,582,1237,33362,38290,38288,0,0,0,0,3701,3701,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
344,0.9479512735326688,-2.806528359533204,-2.311290820933143,-1.3283518717417113,0.01388,0.1,0.025359,0.2,1156,583,1253,33411,38393,38389,0,0,0,0,3703,3689,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
345,0.9424032368428882,-2.814350694665785,-2.3338617101134136,-1.3411827129208902,0.013846,0.1,0.025207,0.2,1351,585,1120,33613,38325,38323,0,0,0,0,3737,3724,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
346,0.9481525625744934,-2.8113758236769986,-2.3232517609125964,-1.3301060532848152,0.013811,0.1,0.025056,0.2,1144,596,1318,33560,38606,38594,0,0,0,0,3795,3795,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
347,0.9418147459538542,-2.81816871650193,-2.331210054955019,-1.3362846221429348,0.013777,0.1,0.024906,0.2,1239,670,1336,32809,37729,37722,0,0,0,0,3695,3697,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
348,0.9407912605244892,-2.814040830910353,-2.334102455592756,-1.3299543704155992,0.013743,0.1,0.024757,0.2,1315,647,1416,33137,38224,38217,0,0,0,0,3809,3791,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
349,0.9416323853812675,-2.816195282168514,-2.3547263588372394,-1.3305844946246723,0.013709,0.1,0.024609,0.2,1177,781,1331,33546,38547,38542,0,0,0,0,3769,3769,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
350,0.9485253876558224,-2.8047595895403155,-2.33139375095078,-1.309878309090183,0.013675,0.1,0.024462,0.2,1168,525,1275,32890,37828,37825,0,0,0,0,3724,3735,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
351,0.9462560028457936,-2.8126359760315105,-2.3498871532342096,-1.318833450880684,0.013641,0.1,0.024315,0.2,1090,723,1447,33734,38927,38919,0,0,0,0,3745,3736,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
352,0.9423134372946167,-2.822238145893986,-2.3544851368965554,-1.3322302675322821,0.013608,0.1,0.02417,0.2,1222,709,1292,33474,38413,38408,0,0,0,0,3756,3747,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
353,0.9460038696234558,-2.8223219009537353,-2.3576598309748835,-1.3349286584223137,0.013575,0.1,0.024025,0.2,1079,735,1315,33595,38714,38709,0,0,0,0,3645,3665,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
354,0.9458347102472436,-2.8314833010099636,-2.3635268496258424,-1.3371766382752397,0.013541,0.1,0.023881,0.2,1299,504,1095,33287,38073,38068,0,0,0,0,3709,3694,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
355,0.9445344858634972,-2.828950578040802,-2.3557620790200695,-1.3331166102458107,0.013508,0.1,0.023738,0.2,1170,678,1327,33318,38286,38283,0,0,0,0,3636,3644,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
356,0.9426774483378257,-2.824798225786962,-2.3463520441846137,-1.3265312837237937,0.013476,0.1,0.023596,0.2,1340,574,1218,33390,38215,38211,0,0,0,0,3796,3798,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
357,0.9473605188877545,-2.8001866821135755,-2.3021166549181644,-1.2892257689571862,0.013443,0.1,0.023455,0.2,1285,468,1138,33302,38139,38132,0,0,0,0,3681,3688,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
358,0.9442905962762197,-2.804986469897483,-2.2990218445133586,-1.302691524716319,0.01341,0.1,0.023314,0.2,1306,585,1299,33944,38748,38739,0,0,0,0,3795,3789,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
359,0.9385702877761675,-2.8210189217357535,-2.3247416033465296,-1.3343460688905033,0.013378,0.1,0.023175,0.2,1424,653,1304,33811,38569,38563,0,0,0,0,3776,3766,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
360,0.9428340178062892,-2.822116135913527,-2.3218371654637706,-1.3420958756587262,0.013346,0.1,0.023036,0.2,1233,674,1243,33359,38324,38318,0,0,0,0,3702,3706,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
361,0.9435608768167739,-2.8215518215008735,-2.314722564108332,-1.3449199754130554,0.013314,0.1,0.022898,0.2,1270,625,1260,33576,38622,38614,0,0,0,0,3768,3767,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
362,0.9408956648864755,-2.8269362102987188,-2.3321477609866728,-1.3607531847887202,0.013282,0.1,0.022761,0.2,1235,746,1160,33517,38244,38238,0,0,0,0,3797,3781,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
363,0.9398854675741313,-2.833178392892833,-2.352780192416778,-1.3703454373307764,0.01325,0.1,0.022625,0.2,1334,671,1398,33353,38065,38060,0,0,0,0,3631,3631,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
364,0.944388914129941,-2.8209027116791505,-2.3207261073932863,-1.3389369364066839,0.013219,0.1,0.02249,0.2,1149,687,1480,33015,38105,38097,0,0,0,0,3706,3710,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
365,0.9410024208733077,-2.8227965260765595,-2.3169555951523186,-1.3415718788002124,0.013187,0.1,0.022355,0.2,1271,703,1278,33459,38281,38277,0,0,0,0,3605,3597,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
366,0.9442151872044339,-2.8156344890359835,-2.3071665205132708,-1.3304015224123396,0.013156,0.1,0.022221,0.2,1199,653,1225,33199,38070,38062,0,0,0,0,3698,3696,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
367,0.9455573886401132,-2.8125714924091545,-2.294086980388237,-1.3267081492213597,0.013125,0.1,0.022088,0.2,1183,665,1298,33944,38920,38907,0,0,0,0,3800,3795,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
368,0.9430185730600469,-2.81660034792419,-2.2944553227977385,-1.3259048431104188,0.013094,0.1,0.021956,0.2,1232,664,1173,33274,38206,38200,0,0,0,0,3662,3660,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
369,0.9449820626450816,-2.8085870998687614,-2.272579973804288,-1.3215951961791965,0.013063,0.1,0.021825,0.2,1102,723,1184,33171,38248,38243,0,0,0,0,3637,3635,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
370,0.9463893980827599,-2.8036350979480207,-2.260006503233287,-1.3187359062428523,0.013032,0.1,0.021694,0.2,1100,684,1342,33277,38145,38140,0,0,0,0,3724,3708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
371,0.9427882441597588,-2.815587006385952,-2.2760830274312824,-1.3331070516931451,0.013002,0.1,0.021564,0.2,1280,618,1234,33175,38121,38111,0,0,0,0,3764,3776,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
372,0.9470237744085894,-2.8155554817317086,-2.2708383479284238,-1.3246333244226367,0.012971,0.1,0.021435,0.2,1149,647,1259,33902,38940,38929,0,0,0,0,3803,3814,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
373,0.9483548270459202,-2.804743254193897,-2.2520698771498724,-1.311571696251126,0.012941,0.1,0.021307,0.2,1143,571,1217,33188,38097,38085,0,0,0,0,3686,3676,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
374,0.9434785206428871,-2.8095832882087546,-2.2512057611764216,-1.3162382503079408,0.012911,0.1,0.021179,0.2,1269,623,1177,33474,38438,38434,0,0,0,0,3619,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
375,0.9450658190650394,-2.8138994729171722,-2.268269212353786,-1.326294091275132,0.012881,0.1,0.021052,0.2,1277,555,1179,33349,38349,38344,0,0,0,0,3704,3708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
376,0.9388226818359199,-2.8343773470972273,-2.2986741445406205,-1.3563802640915348,0.012851,0.1,0.020926,0.2,1220,818,1409,33313,38251,38242,0,0,0,0,3716,3714,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
377,0.9393921423276501,-2.856113697811107,-2.3333241460642284,-1.3914125749314286,0.012821,0.1,0.020801,0.2,1210,834,1415,33725,38738,38730,0,0,0,0,3685,3674,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
378,0.9432479452876598,-2.8539746230577405,-2.3262873615463406,-1.3845676826242135,0.012792,0.1,0.020677,0.2,1284,608,1167,33338,38089,38085,0,0,0,0,3754,3747,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
379,0.9449412746676206,-2.861153736612948,-2.334279837462435,-1.3811381907693763,0.012762,0.1,0.020553,0.2,1283,564,1210,33546,38385,38375,0,0,0,0,3779,3786,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
380,0.9458979910982798,-2.8594640085356082,-2.325182273705016,-1.381568253329817,0.012733,0.1,0.02043,0.2,1174,625,1286,33252,38105,38099,0,0,0,0,3882,3894,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
381,0.9459547888161809,-2.8487217554879325,-2.3122981830796125,-1.368656943689608,0.012704,0.1,0.020308,0.2,1120,697,1239,33620,38378,38373,0,0,0,0,3793,3784,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
382,0.9441885667840694,-2.85621221328358,-2.314795005259842,-1.3775288475608098,0.012675,0.1,0.020186,0.2,1206,648,1230,33219,37978,37964,0,0,0,0,3754,3752,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
383,0.944792635019642,-2.8530469125028435,-2.3167307309537777,-1.369991925605507,0.012646,0.1,0.020065,0.2,1235,606,1328,33347,38352,38344,0,0,0,0,3745,3755,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
384,0.9404891964068949,-2.857625584081124,-2.3287132340399213,-1.3748734764943251,0.012617,0.1,0.019945,0.2,1395,566,1134,32952,37523,37513,0,0,0,0,3818,3807,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
385,0.9440489533791766,-2.855840201997764,-2.330766150446993,-1.3777055202489161,0.012588,0.1,0.019826,0.2,1271,576,1088,33011,37793,37790,0,0,0,0,3785,3767,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
386,0.9442698259187621,-2.8572010215177617,-2.328966275568938,-1.3808284256556762,0.01256,0.1,0.019707,0.2,1170,674,1337,33088,38070,38067,0,0,0,0,3743,3752,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
387,0.9418227665706052,-2.858258460215971,-2.329927605008934,-1.3874975558250942,0.012531,0.1,0.019589,0.2,1125,813,1217,33312,38233,38228,0,0,0,0,3612,3616,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
388,0.9353101343466683,-2.871487528843875,-2.3559199956480823,-1.4110706695894528,0.012503,0.1,0.019472,0.2,1454,708,1192,33421,37880,37874,0,0,0,0,3786,3795,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
389,0.9421809466746555,-2.8709009875885196,-2.3673750038950874,-1.4055858771704737,0.012475,0.1,0.019355,0.2,1197,733,1292,33380,38291,38281,0,0,0,0,3675,3663,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
390,0.9462333738187635,-2.8690261544923077,-2.3604113041834656,-1.3979816439621926,0.012447,0.1,0.019239,0.2,1160,655,1269,33757,38542,38539,0,0,0,0,3664,3666,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
391,0.9446542400531706,-2.8743623602390507,-2.360989141029613,-1.4021131678444034,0.012419,0.1,0.019124,0.2,1140,692,1219,33101,37934,37926,0,0,0,0,3699,3706,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
392,0.948258380054873,-2.87144122432785,-2.3491601691968036,-1.3937725861093382,0.012391,0.1,0.01901,0.2,1120,615,1103,33532,38579,38576,0,0,0,0,3637,3657,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
393,0.9461083240710144,-2.8722943481727428,-2.3404247719713,-1.38068170646419,0.012364,0.1,0.018896,0.2,1153,641,1385,33289,38369,38364,0,0,0,0,3679,3659,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
394,0.9400196364285501,-2.8863396623653697,-2.3630962248804894,-1.4079811350355422,0.012336,0.1,0.018783,0.2,1347,669,1347,33611,38376,38373,0,0,0,0,3704,3708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
395,0.9458030403172505,-2.887468233261417,-2.352303828645232,-1.3988524552790282,0.012309,0.1,0.018671,0.2,1192,612,1237,33286,38226,38214,0,0,0,0,3681,3685,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
396,0.944436146377894,-2.889216781589719,-2.3442103692149887,-1.3934365133061224,0.012282,0.1,0.018559,0.2,1322,538,1011,33475,38024,38021,0,0,0,0,3767,3767,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
397,0.9432975668732054,-2.8996180147328765,-2.355787967950641,-1.3959280094304554,0.012254,0.1,0.018448,0.2,1279,597,1111,33085,37886,37879,0,0,0,0,3720,3710,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
398,0.9453040984585972,-2.883013589785589,-2.3342836238331,-1.3549106320997826,0.012227,0.1,0.018337,0.2,1239,592,1291,33476,38346,38339,0,0,0,0,3730,3748,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
399,0.9432439622808833,-2.8910896500965313,-2.3374953644397256,-1.364632403701443,0.0122,0.1,0.018228,0.2,1297,623,1138,33829,38400,38393,0,0,0,0,3648,3651,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
400,0.9384206713354262,-2.8954652545952793,-2.3549253923126416,-1.373151526641178,0.012174,0.1,0.018118,0.2,1305,735,1200,33128,37722,37717,0,0,0,0,3843,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
401,0.943015587529976,-2.8999910415206394,-2.358564945551991,-1.388386797389071,0.012147,0.1,0.01801,0.2,1231,670,1158,33360,38097,38093,0,0,0,0,3737,3739,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
402,0.9474463360473723,-2.9008360769880572,-2.3553589487940596,-1.3874475702856637,0.01212,0.1,0.017902,0.2,1190,585,1197,33775,38631,38623,0,0,0,0,3631,3641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
403,0.9416719119983215,-2.916557022501197,-2.3748249397591845,-1.402269602319096,0.012094,0.1,0.017795,0.2,1239,707,1387,33363,38052,38045,0,0,0,0,3752,3760,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
404,0.943534469708438,-2.908541655208129,-2.3681240803867825,-1.3903180145266854,0.012068,0.1,0.017689,0.2,1186,679,1385,33029,37980,37971,0,0,0,0,3763,3780,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
405,0.9460519566726006,-2.9070892301501443,-2.3614397776342,-1.3817786478164162,0.012042,0.1,0.017583,0.2,1212,576,1247,33143,38109,38101,0,0,0,0,3766,3777,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
406,0.9476797764499539,-2.9051046780736876,-2.364579384514356,-1.3815553012445634,0.012015,0.1,0.017477,0.2,1141,619,981,33639,38501,38494,0,0,0,0,3597,3597,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
407,0.9446330712413629,-2.9110664108733726,-2.3770749086406684,-1.3906716007849764,0.011989,0.1,0.017373,0.2,1179,680,1576,33576,38524,38523,0,0,0,0,3698,3707,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
408,0.9433973535649213,-2.9032807605346367,-2.356536389323032,-1.368413027591384,0.011964,0.1,0.017269,0.2,1297,598,1244,33479,38447,38443,0,0,0,0,3625,3612,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
409,0.9433572092186892,-2.9148605907818594,-2.3868095226497386,-1.3824229424671133,0.011938,0.1,0.017165,0.2,1078,812,1175,33367,38542,38535,0,0,0,0,3840,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
410,0.9468357444781806,-2.903234590412314,-2.35866454179257,-1.3638233526727577,0.011912,0.1,0.017063,0.2,1153,633,1124,33594,38430,38427,0,0,0,0,3579,3593,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
411,0.9398669623059867,-2.910773421356906,-2.3728090600820413,-1.3618617431678577,0.011887,0.1,0.016961,0.2,1361,673,1293,33825,38578,38569,0,0,0,0,3715,3719,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
412,0.9396387976000241,-2.92419391015593,-2.384308814512603,-1.383219376785636,0.011861,0.1,0.016859,0.2,1198,804,1300,33167,37911,37910,0,0,0,0,3737,3746,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
413,0.9447794161542594,-2.919024317042312,-2.3764939660132858,-1.3779977334962108,0.011836,0.1,0.016758,0.2,1129,721,1252,33502,38757,38749,0,0,0,0,3709,3709,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
414,0.946691396434127,-2.9245159758832533,-2.3773983426090104,-1.3770983074879957,0.011811,0.1,0.016658,0.2,1266,516,1254,33428,38272,38263,0,0,0,0,3767,3766,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
415,0.9483027467914118,-2.910934982842472,-2.356845955434747,-1.3467642671832543,0.011786,0.1,0.016558,0.2,1145,579,1284,33348,37922,37916,0,0,0,0,3732,3737,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
416,0.9406711168318017,-2.9189392388428246,-2.3573467525702076,-1.346792537828719,0.011761,0.1,0.016459,0.2,1341,641,1403,33407,38118,38110,0,0,0,0,3723,3711,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
417,0.9488355363726284,-2.90590659642327,-2.338378030542639,-1.3273995363968545,0.011736,0.1,0.01636,0.2,1098,609,1250,33363,38337,38333,0,0,0,0,3741,3741,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
418,0.9403052064631957,-2.924416967353878,-2.3641401283271293,-1.3522421669846325,0.011711,0.1,0.016263,0.2,1287,708,955,33420,38347,38342,0,0,0,0,3757,3746,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
419,0.9407119353873766,-2.932405264409436,-2.37103413895372,-1.3618083382931405,0.011686,0.1,0.016165,0.2,1353,629,1424,33430,38173,38167,0,0,0,0,3751,3740,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
420,0.9455448543218851,-2.932241980568026,-2.3595989858291544,-1.358261045166058,0.011662,0.1,0.016068,0.2,1278,520,1030,33018,37600,37589,0,0,0,0,3702,3690,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
421,0.9412371134020618,-2.9364694548586545,-2.371702572648486,-1.3592788043131079,0.011637,0.1,0.015972,0.2,1279,659,1196,32980,37640,37629,0,0,0,0,3736,3741,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
422,0.945361039269895,-2.9345187084779374,-2.3700535222730124,-1.3503015861845369,0.011613,0.1,0.015877,0.2,1132,706,1455,33639,38620,38614,0,0,0,0,3736,3736,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
423,0.9472836782157552,-2.938213921156486,-2.372809682104153,-1.3610162886615271,0.011588,0.1,0.015782,0.2,1201,567,1217,33538,38676,38672,0,0,0,0,3742,3744,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
424,0.9473966880501268,-2.926023884222414,-2.3582218009579563,-1.3316011852907432,0.011564,0.1,0.015687,0.2,1102,661,1260,33515,38448,38443,0,0,0,0,3762,3772,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
425,0.9407240498723148,-2.9258595643358496,-2.370030788190331,-1.3367288460312563,0.01154,0.1,0.015593,0.2,1422,551,1169,33285,37944,37935,0,0,0,0,3745,3750,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
426,0.9417227698966097,-2.9306281931696367,-2.3802927671807255,-1.3430599528514915,0.011516,0.1,0.0155,0.2,1178,761,1372,33272,38147,38141,0,0,0,0,3741,3757,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
427,0.9432395291868316,-2.9355773608364935,-2.391920243084311,-1.3501628623675441,0.011492,0.1,0.015407,0.2,1339,561,1264,33474,38182,38173,0,0,0,0,3810,3797,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
428,0.9422078117025429,-2.9443593135500095,-2.410169305321957,-1.3640761126426413,0.011469,0.1,0.015315,0.2,1349,576,1368,33309,38193,38188,0,0,0,0,3726,3715,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
429,0.947010950870684,-2.945362291244802,-2.4070163058136305,-1.3532450410144603,0.011445,0.1,0.015223,0.2,1208,563,969,33422,38209,38203,0,0,0,0,3751,3759,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
430,0.9438215756409871,-2.9414350197852146,-2.3916593922149114,-1.3435521240661643,0.011421,0.1,0.015132,0.2,1200,669,1234,33269,38207,38202,0,0,0,0,3751,3764,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
431,0.942166361700213,-2.946416977226828,-2.4084145428991954,-1.3515023662692423,0.011398,0.1,0.015042,0.2,1330,598,1296,33337,38262,38258,0,0,0,0,3619,3625,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
432,0.9485580670303975,-2.937480576527285,-2.387881844552744,-1.3296300979428846,0.011375,0.1,0.014952,0.2,1105,611,1260,33358,38463,38455,0,0,0,0,3766,3776,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
433,0.9397799124513618,-2.9383888126769615,-2.3887907595198015,-1.331383683932348,0.011351,0.1,0.014862,0.2,1189,792,1221,32896,38036,38027,0,0,0,0,3667,3654,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
434,0.9442872622200819,-2.941541313314989,-2.3887398753418454,-1.3273515970479008,0.011328,0.1,0.014773,0.2,1177,674,1174,33224,38098,38093,0,0,0,0,3721,3724,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
435,0.9465499608975516,-2.942212420213242,-2.395402159853519,-1.331115079659693,0.011305,0.1,0.014685,0.2,1219,558,1268,33246,38344,38337,0,0,0,0,3772,3791,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
436,0.9432206664883023,-2.95293276621879,-2.405842564862523,-1.33840715053513,0.011282,0.1,0.014597,0.2,1356,554,1216,33639,38518,38511,0,0,0,0,3714,3727,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
437,0.9352603210329917,-2.974896108301567,-2.448971124708246,-1.3689903909201164,0.011259,0.1,0.014509,0.2,1404,782,1349,33766,38613,38606,0,0,0,0,3725,3744,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
438,0.9437920215150157,-2.977546795065718,-2.443192732211523,-1.3637616353597606,0.011236,0.1,0.014423,0.2,1232,649,1408,33465,38120,38114,0,0,0,0,3754,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
439,0.9419098301841665,-2.987439888728353,-2.4476536411380785,-1.3798101138513414,0.011213,0.1,0.014336,0.2,1226,717,1299,33448,38549,38545,0,0,0,0,3847,3862,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
440,0.9465525978477957,-2.9923830155122197,-2.4453380044646686,-1.3763057958331935,0.011191,0.1,0.01425,0.2,1219,574,1266,33547,38516,38511,0,0,0,0,3868,3877,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
441,0.9445896963574781,-2.9837410421416912,-2.424612883383215,-1.3553233204238702,0.011168,0.1,0.014165,0.2,1193,672,1063,33658,38323,38319,0,0,0,0,3715,3717,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
442,0.9442141312184571,-2.9790010326335032,-2.4207074181424373,-1.3440862909769111,0.011146,0.1,0.01408,0.2,1200,657,1286,33288,38459,38450,0,0,0,0,3806,3826,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
