episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
12,0.9314224981442742,-2.9087207133211717,-0.21482399082012427,-0.08643623862153449,-0.047867883744416355,-0.06037300867164397,-0.040878608638605186,-0.0006497114298182341,-0.000504096107299649,-0.13046316493627969,-0.004467687899665379,0.007346,0.01,0.0,0.97,100,11,1,12
13,0.9334566240753195,-2.9332385925695688,-0.2275708333840722,-0.09151064207201053,-0.05075458317763456,-0.06373001111155727,-0.04322253181552861,-0.0006886397868276635,-0.0005291981141755006,-0.13808318838801664,-0.0046738297092447,0.007188,0.01,0.0,0.97,100,10,1,11
14,0.9312508343345348,-2.958252883467887,-0.2405632172178511,-0.09669088079695294,-0.05361560352361214,-0.06722111887855658,-0.045703644462714924,-0.0007238586378050581,-0.0005611950344902799,-0.14607363389380493,-0.004898792113265988,0.007035,0.01,0.0,0.97,100,10,1,11
15,0.9395832283848001,-2.979145801946925,-0.2511357413534224,-0.10086707561894756,-0.05591185265262744,-0.07019477622634036,-0.047646577694161266,-0.0007541131682174016,-0.0005851258939468714,-0.15248955060395486,-0.0052382876961736,0.006889,0.01,0.0,0.97,100,10,1,11
16,0.9277578038372366,-3.0043327635589194,-0.2643898999229793,-0.10625233338140253,-0.05885854625558084,-0.07402284905486473,-0.05014941815801621,-0.0007956660794752378,-0.000618424334289721,-0.16071396350231928,-0.005501411301891049,0.006749,0.01,0.0,0.97,100,10,1,11
17,0.9304696216654833,-3.0278432537425695,-0.2767116585671958,-0.11118859621746938,-0.0615339203899931,-0.0773572647163563,-0.052328125203870327,-0.0008303137110889037,-0.0006445268175708468,-0.16834654245096442,-0.00560288638867234,0.006615,0.01,0.0,0.97,100,10,1,11
18,0.9301875781575657,-3.0512118472640926,-0.28882628311478675,-0.11602600154038145,-0.06411199382986259,-0.08083526421893383,-0.054659462986532716,-0.0008767087953889312,-0.0006774743931359738,-0.17703024817958155,-0.005703588166121563,0.006486,0.01,0.0,0.97,100,10,1,11
19,0.929527465434657,-3.073905023141046,-0.3007667598814336,-0.12087179703707049,-0.06675258125188009,-0.08409137696652756,-0.056821391530827464,-0.000911706770499171,-0.0007011770383612069,-0.1843222656033758,-0.0059969323080869006,0.006362,0.01,0.0,0.97,100,10,1,11
20,0.9345894300795082,-3.0947017065926588,-0.31148745629191055,-0.12506665473632966,-0.06906926974332206,-0.08711926074966359,-0.05886856801895611,-0.0009463779320705734,-0.0007278387047479516,-0.19080917663740934,-0.006293376081565363,0.006242,0.01,0.0,0.97,100,10,1,11
21,0.9324904539669071,-3.1057653913076866,-0.31772665846889475,-0.1286191420008075,-0.07018506801096401,-0.09003534681183484,-0.060697434924408065,-0.0009844763980884359,-0.0007564285549448718,-0.19564586464132716,-0.0067428819266619365,0.006127,0.01,0.0,0.97,100,11,1,12
22,0.9334425352677675,-3.1092930550821962,-0.31900919443527836,-0.13093855730149373,-0.07016305399324102,-0.09290838378378105,-0.06262401695353201,-0.0010049110028636128,-0.0007745465077287324,-0.1969778749015378,-0.006887911877266047,0.006016,0.01,0.0,0.97,100,11,1,12
23,0.9275499031415817,-3.1311379699810646,-0.3305299100527354,-0.13550229266737804,-0.07270451761096097,-0.09598778054857186,-0.06473138711774841,-0.0010422906185939941,-0.0008054966262144839,-0.20431327714168457,-0.00718057491172375,0.005909,0.01,0.0,0.97,100,10,1,11
24,0.9315549490780802,-3.1515376253757346,-0.34116315487909243,-0.13972646733002542,-0.07515846927731855,-0.09899554517408535,-0.0667420086036983,-0.0010732646333277067,-0.0008303007236150195,-0.2112356530538529,-0.007313458676158823,0.005806,0.01,0.0,0.97,100,10,1,11
25,0.9318051575931232,-3.171148503449225,-0.3511964685135927,-0.14372320092865937,-0.0773029658095861,-0.10188323139661169,-0.068706076876233,-0.0011058232745455314,-0.0008608075641402382,-0.21765177726688514,-0.007556552198863005,0.005706,0.01,0.0,0.97,100,10,1,11
26,0.9250875774723795,-3.1925784578887,-0.36250516504743907,-0.1482174173798586,-0.07986045259488765,-0.10498299071884824,-0.07089420721899395,-0.0011356371639664271,-0.0008830092934184091,-0.22414111714852555,-0.007659123335601335,0.00561,0.01,0.0,0.97,100,10,1,11
27,0.9322960050644721,-3.2115245919370077,-0.3723689119388082,-0.1521293228999101,-0.08207165233609148,-0.1077966749982792,-0.07270150073470857,-0.0011604246290833316,-0.0009063491419665305,-0.22989047216967948,-0.0077636075630020335,0.005517,0.01,0.0,0.97,100,10,1,11
28,0.9324456265571341,-3.2299391097132597,-0.3818281387433287,-0.1558647188356713,-0.08416598052854074,-0.11042167222829632,-0.07452296069970914,-0.0011844372835445292,-0.0009272261324400527,-0.2346475465206895,-0.007890151579870382,0.005426,0.01,0.0,0.97,100,10,1,11
29,0.9334359884178285,-3.247799845918688,-0.39103678458173197,-0.1595518069915597,-0.086116505439063,-0.11300168711765708,-0.07630698129268791,-0.0012137418137018541,-0.000952303459977469,-0.24032404292854206,-0.008133715132713732,0.005339,0.01,0.0,0.97,100,10,1,11
30,0.9293306618670832,-3.266329382916929,-0.40075924077427943,-0.16336764417591987,-0.08834341978414814,-0.11575649896403681,-0.07822194499964545,-0.0012440639967694624,-0.0009729746359812212,-0.2462565488434457,-0.008418889499325125,0.005255,0.01,0.0,0.97,100,10,1,11
31,0.9305844013305642,-3.2843005712930338,-0.41020131422650774,-0.16714897558926753,-0.09046721905939069,-0.11837159203863057,-0.08006454900430385,-0.0012740180904068905,-0.0009957491586358095,-0.2518982590163951,-0.00857702450432039,0.005173,0.01,0.0,0.97,100,10,1,11
32,0.9335280491489576,-3.301181954335582,-0.4188497583956182,-0.1705505083288245,-0.092364502189242,-0.12060914639912733,-0.08161029582532875,-0.0013001236926064108,-0.0010151323103697624,-0.257531077649194,-0.008918973166943072,0.005094,0.01,0.0,0.97,100,10,1,11
33,0.9286198137171888,-3.319045288586763,-0.4281587360828204,-0.174344333301299,-0.0944005942427866,-0.12324924834133591,-0.08344825193043032,-0.001325534116409464,-0.0010452833255537193,-0.2638247385671917,-0.009028947994221336,0.005017,0.01,0.0,0.97,100,10,1,11
34,0.9322727120964241,-3.335944489943962,-0.436895627197745,-0.1777871097556731,-0.09636530736418779,-0.12562843610096788,-0.08516361853959778,-0.001346949854427875,-0.0010621258795018226,-0.2684587886035307,-0.009234742870650379,0.004942,0.01,0.0,0.97,100,10,1,11
35,0.9269316719712873,-3.3487703390075145,-0.4432533420203809,-0.18075013991452712,-0.09755155326757008,-0.1281293226953361,-0.0867023956874574,-0.001373040172422648,-0.0010800479321114722,-0.2728343185855403,-0.009310982012023183,0.00487,0.01,0.0,0.97,100,11,1,12
36,0.9301191400317257,-3.365531650173737,-0.45217281993224745,-0.18423316461159195,-0.09964683829078125,-0.13056684503415567,-0.08842469395206862,-0.0013964870818158562,-0.0011003160633980484,-0.2777515756359219,-0.009391416280396398,0.004799,0.01,0.0,0.97,100,10,1,11
37,0.932573002005643,-3.3812249309203124,-0.46033020838366023,-0.1874785455871742,-0.10148257029821961,-0.13284284684898712,-0.08994610429054481,-0.0014220787518432981,-0.0011216984833358362,-0.28273273831234846,-0.00951598980076011,0.004731,0.01,0.0,0.97,100,10,1,11
38,0.9292690293999195,-3.397880277687987,-0.4689598370768886,-0.19095886703181242,-0.10336230215761512,-0.13533010085021985,-0.09156226155664303,-0.0014439920878508543,-0.0011418722191193422,-0.2879414628013208,-0.009711457448779876,0.004665,0.01,0.0,0.97,100,10,1,11
39,0.9272541155543622,-3.414859715086779,-0.47793365935874255,-0.19458836074628907,-0.10541275859007306,-0.13789568058439464,-0.09341553011949386,-0.001466349391707072,-0.001169075340200452,-0.2937989873432842,-0.00985899555689708,0.0046,0.01,0.0,0.97,100,10,1,11
40,0.9252942549431497,-3.4303402235547624,-0.4862186680633432,-0.19807242373372397,-0.10733847146068595,-0.14039389688254092,-0.09518242820582758,-0.001493942418503386,-0.0011868011663077307,-0.2988137035037752,-0.009650605935433921,0.004537,0.01,0.0,0.97,100,11,1,12
41,0.9323082093941686,-3.445451147647118,-0.49410036231834864,-0.2012140014750851,-0.10913434444455099,-0.14267105137381855,-0.09667481432114325,-0.001517024187371166,-0.001201825159225451,-0.30334996213865195,-0.00974559928878374,0.004476,0.01,0.0,0.97,100,10,1,11
42,0.9345422824646458,-3.459721613648756,-0.5014684439233082,-0.20417557820357388,-0.1107581516620431,-0.1447487877299985,-0.09810619810420895,-0.0015381272403914928,-0.0012194841093026718,-0.3079020410147118,-0.009847421440170851,0.004417,0.01,0.0,0.97,100,10,1,11
43,0.9263954745861409,-3.4759611538299997,-0.509980247821304,-0.20758474948842826,-0.11267613257731852,-0.1470762958876986,-0.09975439801337484,-0.001562089399886333,-0.0012395019810707043,-0.3129405440563941,-0.010045788298168656,0.004359,0.01,0.0,0.97,100,10,1,11
44,0.9261303581914269,-3.4889037930247215,-0.5171294499074626,-0.21077683583405651,-0.11425614784163855,-0.14940466554030496,-0.10123373817675556,-0.0015845168288156186,-0.0012549027798053804,-0.3172228534056211,-0.010215001912988785,0.004302,0.01,0.0,0.97,100,11,1,12
45,0.9270964810420559,-3.504292220349088,-0.5252623445991219,-0.21398432125933226,-0.11614019636190932,-0.15169557815185106,-0.102798945437509,-0.0016070610313946713,-0.0012745785531476813,-0.32187984365019795,-0.010368861694939443,0.004247,0.01,0.0,0.97,100,10,1,11
46,0.936579309419147,-3.5172367325580587,-0.5318353097601718,-0.2166330373576342,-0.11754828134587085,-0.1536037959287445,-0.10402217179575567,-0.0016243966938032789,-0.0012920717977579143,-0.32604004938267295,-0.010600715131058201,0.004194,0.01,0.0,0.97,100,10,1,11
47,0.9312595426251238,-3.5313737479129528,-0.5392874207641232,-0.2196272955146338,-0.11931321690152341,-0.15568235715715747,-0.10551365425134714,-0.0016436012564705097,-0.0013065572536035631,-0.33013052380202756,-0.010663811834004633,0.004141,0.01,0.0,0.97,100,10,1,11
48,0.9309507978723404,-3.5455164986457763,-0.5467139334250287,-0.22259630762133886,-0.12102283104002884,-0.15787299906324875,-0.10698398935758469,-0.0016652308445294331,-0.0013207986532485483,-0.33441190713387486,-0.01072246129117871,0.00409,0.01,0.0,0.97,100,10,1,11
49,0.9308249158249158,-3.5592989371602863,-0.5537816628951326,-0.2254361337455251,-0.12257500393543441,-0.1598753484385841,-0.10828332986488032,-0.0016896211252463193,-0.001336221806556572,-0.33888783024117186,-0.010874290451440397,0.004041,0.01,0.0,0.97,100,10,1,11
50,0.9273672733372473,-3.5686909894952867,-0.5592022711463498,-0.22807358689666857,-0.12382799654623333,-0.16195652488996193,-0.10972617315311262,-0.001713733916438298,-0.0013506566207389771,-0.3420725759228778,-0.010769092701477514,0.003992,0.01,0.0,0.97,100,11,1,12
51,0.9258249158249159,-3.583224383712684,-0.5668164412248854,-0.23123880010535805,-0.12546102071547563,-0.16424185008390504,-0.11119732017268912,-0.0017359569517679597,-0.0013726717565910706,-0.347102613562097,-0.01099571884854417,0.003945,0.01,0.0,0.97,100,10,1,11
52,0.9253016085790885,-3.5978089637937916,-0.5745325788304223,-0.23438525900776858,-0.12721560354628644,-0.16638322450048135,-0.11272683815848211,-0.0017582972513352632,-0.0013932357103925116,-0.3517693348054753,-0.011077982800882452,0.003898,0.01,0.0,0.97,100,10,1,11
53,0.9294819182258254,-3.610613429322832,-0.5812337249417212,-0.23709944647239112,-0.12866382100236137,-0.16826921898616454,-0.11396489408003811,-0.0017784468865430592,-0.0014058342922510763,-0.35586455126586014,-0.011372411198674739,0.003853,0.01,0.0,0.97,100,11,1,12
54,0.9327607032613072,-3.62316861892078,-0.5877929738205356,-0.23976809526668977,-0.1300861921390082,-0.17019487611443657,-0.11521155369736351,-0.0018014644049385113,-0.001421103217649837,-0.35996028664915575,-0.011535668657224477,0.003809,0.01,0.0,0.97,100,10,1,11
55,0.9253731343283582,-3.63718436402522,-0.5951750615896155,-0.24283476695100936,-0.1316410353908325,-0.1722611564128678,-0.11651681316948395,-0.0018247409277276749,-0.0014419529437391715,-0.36501672206787034,-0.011749926273222421,0.003766,0.01,0.0,0.97,100,10,1,11
56,0.9323914727376823,-3.6494113513876836,-0.6015821873033889,-0.245472026153873,-0.13300039611776057,-0.17414946888446733,-0.11770581948833644,-0.0018431843743189158,-0.0014583015826923375,-0.36908985859902754,-0.011905230261813993,0.003724,0.01,0.0,0.97,100,10,1,11
57,0.9291346508740731,-3.6613494370927397,-0.6077917804814023,-0.24813325456865865,-0.1343206234091055,-0.17608239909941065,-0.1190109254546307,-0.0018648411923229376,-0.001476408297285729,-0.3733566110612412,-0.012077355919310613,0.003682,0.01,0.0,0.97,100,11,1,12
58,0.9361669918589787,-3.6725862606778006,-0.6135975480197717,-0.2504444688567662,-0.13561651263278535,-0.17772390517614503,-0.12016263002843455,-0.0018837497153622457,-0.0014892069167245184,-0.37699886011145095,-0.01212426809309978,0.003642,0.01,0.0,0.97,100,10,1,11
59,0.9292840623259112,-3.6850382349268926,-0.6201496570572534,-0.2531514654308289,-0.13702737444241087,-0.17962421463679043,-0.12138464260604312,-0.0019003669479290277,-0.0015073469500012007,-0.3811024185304159,-0.01235403493942649,0.003602,0.01,0.0,0.97,100,10,1,11
60,0.9319572640903404,-3.6967470820174273,-0.6261776671195042,-0.2556576830823871,-0.13826224177516788,-0.18135676627673616,-0.1224317352681874,-0.0019196136859229865,-0.0015208041577567783,-0.3852763822230828,-0.012858139029258442,0.003564,0.01,0.0,0.97,100,10,1,11
61,0.9286957977565713,-3.7091495027022567,-0.6327564895242854,-0.2583090722063393,-0.13969907787677305,-0.18310604826420793,-0.12369511366536158,-0.0019389711149187454,-0.0015354314517681982,-0.3892948427398808,-0.013036058626051436,0.003526,0.01,0.0,0.97,100,10,1,11
62,0.9291280148423006,-3.721287751091878,-0.6390621156506396,-0.2608416994303925,-0.14108844447043345,-0.18488023846526616,-0.12484080061589321,-0.0019592198415578858,-0.0015496522389820753,-0.39304326106466403,-0.013204000867950632,0.003489,0.01,0.0,0.97,100,10,1,11
63,0.9272215991831679,-3.7337568722515067,-0.6456490892484568,-0.26353251698438235,-0.14253341343640927,-0.18684142620244565,-0.12603393812491243,-0.0019791086021164854,-0.001564770956990413,-0.3972941324302076,-0.013266958387415848,0.003453,0.01,0.0,0.97,100,10,1,11
64,0.9318980226839305,-3.744571666802437,-0.6512473401236951,-0.2657898997313889,-0.14375581377323576,-0.18839799866775606,-0.12712442989362202,-0.0019950986805838235,-0.0015787882801244204,-0.40069999754398156,-0.013469266570777749,0.003417,0.01,0.0,0.97,100,11,1,12
65,0.9279632496466312,-3.756509907441168,-0.6574977252867386,-0.2682840362791483,-0.14511820976829382,-0.19013952213140378,-0.12826435410337284,-0.002013601166614804,-0.0015975843034156023,-0.40460778617261184,-0.013665354928690475,0.003382,0.01,0.0,0.97,100,10,1,11
66,0.9281133532552127,-3.7683016090460857,-0.6637728608338537,-0.27082323603113034,-0.14654375844259895,-0.19185630009482985,-0.12940790921464654,-0.002030073892754703,-0.0016108648427993763,-0.4081388671377949,-0.013967599639605241,0.003348,0.01,0.0,0.97,100,10,1,11
67,0.9283642006544547,-3.7798936041448337,-0.6698780692453642,-0.2733725495184141,-0.1478610097928023,-0.1937084228901962,-0.13049521288250987,-0.0020527205352826746,-0.0016247471923056137,-0.41206811757310535,-0.014122761410938654,0.003315,0.01,0.0,0.97,100,10,1,11
68,0.9294336274296429,-3.791252620642209,-0.6757959689997503,-0.27575125596430883,-0.14916883184390925,-0.19536175731290528,-0.13168285637673785,-0.002067943877953667,-0.0016395355086718509,-0.41561919775482326,-0.014331936570644532,0.003282,0.01,0.0,0.97,100,10,1,11
69,0.9335771689344496,-3.8017106498525384,-0.6812851174604424,-0.277978722490341,-0.15035124194666113,-0.1969910672139207,-0.13271682255068348,-0.0020860971828754473,-0.0016492968634896636,-0.4189172557693475,-0.014389534761172185,0.00325,0.01,0.0,0.97,100,10,1,11
70,0.9366847551316189,-3.811364337863206,-0.6862477966903937,-0.27991583146992266,-0.1515080604626486,-0.1983969482143264,-0.1336836748227917,-0.002098678310714291,-0.001658228837948635,-0.42149368514527286,-0.014461063460477278,0.003219,0.01,0.0,0.97,100,10,1,11
71,0.9302823497925866,-3.822195571479272,-0.6917853237743907,-0.28204434685399066,-0.15277081956912278,-0.1998670181038859,-0.13472436851137684,-0.0021118595418066636,-0.0016687840308985858,-0.4244482777494139,-0.014632797979089649,0.003188,0.01,0.0,0.97,100,10,1,11
72,0.9315640350730129,-3.8326516070178904,-0.6972486564345011,-0.2842238812112076,-0.1539765674106057,-0.20134868705161052,-0.13571869750022486,-0.002128535986199331,-0.0016854225568777078,-0.42776482439167784,-0.014804841391246645,0.003157,0.01,0.0,0.97,100,10,1,11
73,0.932049007182087,-3.8428344209916263,-0.7025473926675883,-0.28633446018480435,-0.15518311041413518,-0.20279912968979658,-0.13675154006042142,-0.002142728752582198,-0.0016979631326575365,-0.4309488029187374,-0.014905021213798605,0.003128,0.01,0.0,0.97,100,10,1,11
74,0.9267603264069992,-3.8539006849378765,-0.708518447678805,-0.2886979367706849,-0.15659653610317842,-0.20437876277096498,-0.13788645620756307,-0.0021605668851332415,-0.0017095729803490852,-0.43423191717266607,-0.015035241345789537,0.003098,0.01,0.0,0.97,100,10,1,11
75,0.9293791985956857,-3.8631366613084475,-0.7134951696046674,-0.290790765297863,-0.1577287927358695,-0.20583644250035973,-0.13894191936556965,-0.0021752915020100015,-0.0017189811043906128,-0.437095904903647,-0.015190648452661082,0.00307,0.01,0.0,0.97,100,11,1,12
76,0.9302333406234754,-3.8733935981592573,-0.7188165089527908,-0.29298318526380496,-0.15883758118216196,-0.2073857158989052,-0.13989475459235404,-0.002193999009317813,-0.0017317643621883698,-0.44088017844480165,-0.01527445957593119,0.003042,0.01,0.0,0.97,100,10,1,11
77,0.9231359722314932,-3.8849087653202394,-0.7250281700050376,-0.29553477131927675,-0.1602193834160476,-0.20920283757518496,-0.14111393316307416,-0.0022134234421869884,-0.0017499977750121969,-0.4447124977711579,-0.015389930718714473,0.003014,0.01,0.0,0.97,100,10,1,11
78,0.9336346376787245,-3.894384938281131,-0.7298965266364953,-0.297470459021086,-0.16128995518400205,-0.2105626652914788,-0.14199884936021412,-0.0022282910030127063,-0.0017584725272251703,-0.4477798974419859,-0.015465468214620177,0.002987,0.01,0.0,0.97,100,10,1,11
79,0.9364016451952819,-3.90322166258534,-0.7344455194247816,-0.2992865769370089,-0.16229054225727282,-0.21186226368674563,-0.14283158987274627,-0.002241280784416314,-0.0017678740615098359,-0.4504235250600583,-0.015493220337421561,0.00296,0.01,0.0,0.97,100,10,1,11
80,0.9287694246115078,-3.913312955462013,-0.7398537622442847,-0.3014542382065586,-0.1635502377970494,-0.21335394564565074,-0.14382347641774,-0.0022568162126412787,-0.001777900992582935,-0.4533176836355646,-0.015640770952962686,0.002934,0.01,0.0,0.97,100,10,1,11
81,0.9318349299926308,-3.9228607733757346,-0.7448628484425036,-0.30347915891030164,-0.16465223209019597,-0.21472809095979856,-0.14480344816762097,-0.0022702207187355224,-0.0017904439845062609,-0.45632360219696194,-0.01573732048811308,0.002909,0.01,0.0,0.97,100,10,1,11
82,0.93075535018635,-3.9262099484475574,-0.7470512106650217,-0.3051885035810932,-0.16509534571458273,-0.21626832433182414,-0.14579634737458766,-0.0022856398274044717,-0.0018009893050296103,-0.4583750217326991,-0.01571440264806893,0.002883,0.01,0.0,0.97,100,11,1,12
83,0.9319644857625362,-3.9331888881606436,-0.7507540420914077,-0.30689183550859767,-0.16597626412278565,-0.21761854031579028,-0.1467589704935425,-0.002296803489428267,-0.0018100678512706283,-0.46047734429658715,-0.01580837276341999,0.002859,0.01,0.0,0.97,100,11,1,12
84,0.9330493610623903,-3.9422760090033124,-0.7554485745738388,-0.30877735468236095,-0.167006182469566,-0.2188852477499013,-0.1476283340943778,-0.0023092579138148757,-0.0018208085141832374,-0.46328247706519093,-0.01590488637517204,0.002834,0.01,0.0,0.97,100,10,1,11
85,0.9272616240606606,-3.9521087501598005,-0.7606434358989274,-0.3108735173601717,-0.1682003890291894,-0.2203330782672271,-0.14868272458453488,-0.002324458759974335,-0.0018327905084112633,-0.46639370343701075,-0.015978715737262388,0.00281,0.01,0.0,0.97,100,10,1,11
86,0.9274909597134271,-3.953077885613271,-0.7609858576186794,-0.3119527608400159,-0.1679585022643967,-0.2216667916372507,-0.14953320890028793,-0.0023376319189484635,-0.0018464432890261738,-0.4674039720652191,-0.01613131636291075,0.002787,0.01,0.0,0.97,100,11,1,12
87,0.9285437808182293,-3.9626282145060254,-0.7660422179347782,-0.3139467442629636,-0.16913182193930212,-0.22307217070411964,-0.15046748118180983,-0.002352448867073349,-0.0018555045273801762,-0.47033185720616955,-0.016201718389103024,0.002763,0.01,0.0,0.97,100,10,1,11
88,0.9313633625594003,-3.971704556828098,-0.7707335979771397,-0.31583451717378225,-0.17015878917646324,-0.2244095417778171,-0.1514147866779907,-0.0023692128031513812,-0.001866053137682425,-0.4732757695755654,-0.016295988419403936,0.002741,0.01,0.0,0.97,100,10,1,11
89,0.9289803914945363,-3.9810001764330574,-0.7755335856354172,-0.317734058103666,-0.17123204111739093,-0.22570266738067873,-0.15234919286551496,-0.002382437010101856,-0.0018801549094705362,-0.47621863456895985,-0.016358801159081362,0.002718,0.01,0.0,0.97,100,10,1,11
90,0.9309865988522862,-3.989981134168678,-0.7801670640124574,-0.31962792383268823,-0.1722572121855555,-0.22710697211019282,-0.15326594652740888,-0.002395186548726274,-0.0018909239485471556,-0.47889288569824817,-0.016421588423175697,0.002696,0.01,0.0,0.97,100,10,1,11
91,0.9326602760214835,-3.9984463689801037,-0.784529433219735,-0.3213667121502831,-0.17321163574215387,-0.22837979913706896,-0.15412081721151114,-0.0024090306082719948,-0.001904717592808408,-0.4817208527423896,-0.01647422740224753,0.002674,0.01,0.0,0.97,100,10,1,11
92,0.9311969360606009,-4.0070668835478775,-0.7889428400528815,-0.32310439927496304,-0.17420434228351417,-0.22958190389508568,-0.15501080491327526,-0.002420751824342318,-0.0019144543890574916,-0.48431055447802546,-0.016515635287915137,0.002653,0.01,0.0,0.97,100,10,1,11
93,0.9288604970065888,-4.016139576710034,-0.7936495543727864,-0.32501083057653474,-0.17524274786596766,-0.2309298744098936,-0.1559600596422319,-0.0024357819610449165,-0.001927989826006394,-0.4875668763948259,-0.016542803988593282,0.002632,0.01,0.0,0.97,100,10,1,11
94,0.9275781170310428,-4.025134687297474,-0.798358700907427,-0.32692992548026356,-0.17626880249786261,-0.23232943530198286,-0.1568577242992761,-0.002451332946226203,-0.001939291811832329,-0.49065220312539226,-0.016689262091610528,0.002611,0.01,0.0,0.97,100,10,1,11
95,0.9269693193682013,-4.034271443365623,-0.8031124683210563,-0.3288732828762101,-0.17726812102261597,-0.2336916587499207,-0.15773664602406695,-0.002466914657881378,-0.001952288472849261,-0.49394369631532126,-0.01683860289246606,0.002591,0.01,0.0,0.97,100,10,1,11
96,0.9282720389399676,-4.0430522003100755,-0.8076412866326775,-0.3306695169083235,-0.1782474991869069,-0.23496165081664885,-0.1586041101939278,-0.002480498497662062,-0.0019671265679475666,-0.49706918203452666,-0.016869486902919607,0.002571,0.01,0.0,0.97,100,10,1,11
97,0.9279046339825386,-4.051933406289828,-0.8122829592055997,-0.3325437251771297,-0.17924945228790423,-0.23628633288621426,-0.15945733625315617,-0.002497514820729925,-0.001978484764436094,-0.5003590360038762,-0.01693499620745137,0.002551,0.01,0.0,0.97,100,10,1,11
98,0.9300922101785203,-4.0603796967478525,-0.81670383000421,-0.3343215167284162,-0.1802099127288686,-0.2375173739074248,-0.16027193037689522,-0.002510799053184228,-0.0019881527634546883,-0.5031317600800072,-0.016998821867739843,0.002532,0.01,0.0,0.97,100,10,1,11
