episode,service_level,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,time_of_day_fraction,hours_until_peak_fraction,multi_horizon_starvation_risk
27,0.9135367999514592,-2.220212949239179,-80.73191114652306,-154.1296362698814,-26.635269412761055,-15.5253905572519,-112.04586981022682
28,0.8994551310996719,-0.31984964985753955,-89.4392348521826,-161.2246202294739,-20.403711319971094,0.0,-124.08093241495429
29,0.9108979163543697,-0.5453909505599333,-94.06864543122299,-163.9428879546354,-22.92905556320039,-1.7198396718155657,-129.65664058445097
30,0.9154065834961671,0.0,-87.07446785496354,-157.95152755902458,0.0,0.0,-119.40245246901152
31,0.9263616294190583,0.0,-79.48099700520035,-149.56417174288663,0.0,0.0,-107.17039308910812
32,0.9073538276069921,0.0,-88.6471288636019,-162.9141495189475,-6.596310450187601,0.0,-118.83171950732128
33,0.9082679178321152,0.0,-99.38657465800361,-172.7533585517338,-18.683216128238413,-0.06788123904210858,-131.0738723254222
34,0.9120194180575949,-0.10771595801353057,-97.10245496598012,-170.60367973974618,-1.924894988351029,-0.177714179526472,-126.32934608400387
35,0.9193112964185014,0.0,-88.87946697911744,-164.5493508507513,0.0,0.0,-115.03297110486012
36,0.9159066967644846,-0.07896525070008609,-92.54417855964783,-165.96528853351862,0.0,0.0,-116.66374029705764
37,0.9179848221632989,0.0,-99.79201838361885,-168.48700259069852,0.0,0.0,-122.38089610369572
38,0.9275162142685563,0.0,-90.03492937201068,-159.94505932301573,-0.45573082182165653,0.0,-108.8620405984206
39,0.9219376828642958,0.0,-93.28592268409857,-161.4694374012906,-0.43226051437157786,0.0,-111.23079272171545
40,0.922303664921466,0.0,-98.8613459544572,-165.86213416088688,0.0,0.0,-117.0537706860823
41,0.9119343054675,0.0,-105.44236611704972,-173.3929637468208,-9.310494788121394,0.0,-124.22107117972915
42,0.9039743050969562,0.0,-121.9995780412367,-188.5884328079391,0.0,0.0,-144.85480960168735
43,0.9125267698247519,0.0,-124.34504468451966,-188.06150543696737,-11.900820754161503,0.0,-145.28321579714304
44,0.9150639578630549,0.0,-129.1605431352222,-194.2889638999584,-7.9904414022382255,0.0,-151.8763075667316
45,0.9173716012084592,-3.147961645312251,-131.85553654065163,-195.49997209483462,-10.970538995433445,-0.2567452048101764,-154.1372659779937
46,0.9151423217631838,-0.10821945897052455,-132.33365518135446,-195.84038630493697,-18.398633330510382,0.0,-151.6099819920515
47,0.9144993793333132,0.0,-127.75968381023473,-195.24920507818248,-11.443245555704609,0.0,-145.14725274943478
48,0.912798497451033,0.0,-130.13493065022539,-200.8388987452669,-3.424888576506271,0.0,-147.17465038138292
49,0.9045549270616254,0.0,-141.55254401774957,-210.17622931017706,-3.520976541196225,0.0,-162.737828463752
50,0.9076275011283286,0.0,-133.6191333214372,-207.04856258031072,-15.95544374721307,0.0,-155.02517884953727
51,0.9109273479031306,-2.4686877152121176,-133.35514704618825,-206.97012842061795,-8.840649379609484,-3.600926603260759,-152.39749388272034
52,0.9197235836707358,-0.5160336851536742,-132.9506047735526,-210.46373986521846,-6.062969183393966,0.0,-150.88603507894845
53,0.9102946044356174,0.0,-134.98142859206945,-213.4276656107473,-12.64366162624378,0.0,-154.13725460282836
54,0.9050844396279237,0.0,-147.99806335289668,-220.7628379678075,-17.780996266773762,0.0,-167.87708709892976
55,0.9168229387211905,0.0,-143.60816419603674,-217.3367201820734,-4.032817199502541,0.0,-160.05644324645357
56,0.9170457265980368,-0.1667531303010195,-147.12501748627346,-218.61724388413415,-4.1773131799031855,-0.62380081615984,-161.63160910889167
57,0.8594951596851533,0.0,-196.6669450467516,-256.98581215553014,-40.68800491795463,-10.897827437164391,-220.70760357412962
58,0.9123247858072719,0.0,-186.44798771397222,-252.02712679723777,-11.099689140540688,0.0,-205.0525452472994
59,0.9120955759725886,-0.40381495591136907,-190.6351562997638,-257.39831154320393,-6.230758846386281,0.0,-208.37820115669234
60,0.9168287346541875,0.0,-186.20035332354743,-253.4939326725061,0.0,0.0,-198.36818974911162
61,0.9183094384707288,0.0,-183.58929902362533,-251.28324188821128,-8.909673771273763,0.0,-194.89779691969466
62,0.9155584709881328,0.0,-176.6243200823708,-246.43511240001575,-16.181365425087446,0.0,-186.49039045918943
63,0.9108311269363036,0.0,-178.15658684669455,-251.09449879723476,-19.812213626770433,0.0,-187.65772327028105
64,0.9078891772801352,0.0,-177.3281233424575,-250.82185029990427,-7.917792392865816,0.0,-184.94969260768113
65,0.9180099381893104,0.0,-176.54375496003496,-249.40881020363364,-7.584455475265081,0.0,-182.0540849224612
66,0.9277862595419848,-0.6886249777069064,-174.85453704792025,-245.1628192051283,-12.84928226850423,-3.070491781230859,-176.09931434510108
67,0.90682261208577,0.0,-184.45396261844235,-250.7849941127416,-21.323427711177274,0.0,-186.11176605807208
68,0.9241701870850936,0.0,-178.16036193342828,-245.6925216206918,-4.387866648655775,0.0,-176.7682289098578
69,0.9228227952647517,0.0,-179.16096260181806,-248.7034346418113,-11.25634582772892,0.0,-178.0193536508033
70,0.9103427540589296,-0.712570068651992,-190.4078147265962,-258.35836511380745,-29.3393509253512,-12.557873149250868,-191.47381549068785
71,0.8978599513761744,-0.32578301347573135,-200.5008386973446,-266.5257797489045,-45.249929233633665,-0.2652913129385339,-205.64045733580818
72,0.8853925140775091,-0.853769745934023,-214.36165652817343,-278.97049363211846,-44.7993588837354,-6.977680501210729,-222.31851339123023
73,0.9220716506202276,0.0,-207.30309554713514,-273.97754688167896,-12.677017267968598,0.0,-209.897192575498
74,0.8518938941331102,-0.2448311338928531,-237.3707418310425,-296.59329853505415,-36.597364777861756,-6.229080293804246,-245.39901023507014
75,0.9230929059067973,0.0,-231.19813911649823,-292.3034902512687,-25.75142865213138,0.0,-237.73287418664586
76,0.9200072997140946,-0.18023811502915318,-223.53779145957128,-289.12046900961667,-18.012487311600157,-2.338666504891544,-229.34488111631745
77,0.8955003762227238,0.0,-234.13755166869643,-297.13282245511556,-21.57046933651242,0.0,-239.8670155800555
78,0.9308448540706605,-0.09204648174832045,-225.03713701887284,-292.7508578112904,-16.38295785364143,-1.2272864233109393,-230.02038527180383
79,0.8853262012801635,-15.686167213064513,-234.1424901383844,-300.49279581015816,-45.037194814822094,-20.927269532814172,-244.38670940173947
80,0.8620959254247482,-22.240925231826388,-246.23169834587267,-306.96806221680015,-51.19728349647413,-4.843668701522953,-259.40835726192694
81,0.8943955115830116,-0.11540878686285472,-249.0577450211329,-311.3287574715606,-53.087091803262254,-0.19234797810475787,-262.5465372386359
82,0.8897483746689141,-1.7354753342405258,-253.90763678456563,-317.23848118659737,-52.307442648164894,0.0,-267.57308962111676
83,0.9238572476167196,-1.165251006232567,-238.83670386643243,-308.45673123512535,-38.79610554856039,-1.6546692617247258,-247.0525253789355
84,0.9234454085321764,-2.2141741912507085,-231.19053307737803,-302.2281711956585,-31.900890778801006,-6.5973692155397945,-238.63891845579164
85,0.9290743861338469,0.0,-229.4864612075151,-299.7742364896611,-33.473284006875474,0.0,-235.9562530341536
86,0.9026007292890939,0.0,-234.81181067013117,-303.6370425853702,-53.184530388607094,-11.988971599571784,-242.43107743404605
87,0.898348502199988,-19.25335773759155,-235.60723558514505,-303.78109987698633,-52.38350817947136,-9.287078899736327,-244.82265169271113
88,0.9080141053075741,-0.04637428592376862,-240.9452239150871,-310.7442911722552,-40.98822961893017,-0.04637428592376862,-249.99856936224307
89,0.9217163347093742,0.0,-238.332451493372,-309.0668563712006,-44.09128325846478,-0.3499855822201634,-246.83985920300745
90,0.9111775542870949,0.0,-241.24018833576054,-314.61165627913715,-54.77238751206521,-7.169544659875797,-250.8928882042506
91,0.890599330696684,-19.36607897929346,-246.96894735247974,-322.2102641189788,-63.07028122299258,-10.408085366954753,-259.1088190740297
92,0.8948900772430184,-1.2503358471530306,-250.92319093384933,-322.9809340231644,-57.18204700482695,-2.1561978566721987,-262.1447311394099
93,0.8817427385892116,-0.19144690982523732,-256.34945063797846,-327.2841436282327,-52.12724009069598,-0.11071764251581051,-267.1460201335607
94,0.9308785332314744,0.0,-247.87676718805858,-321.0900419760622,-46.749113479773726,0.0,-256.3479484482981
95,0.9250015126762268,-1.040411231529025,-247.13867255782674,-320.11507418224545,-44.73294818319921,-5.7986625829646234,-253.81488469602422
96,0.9178502408049327,-0.5544540094962603,-249.31568412001715,-322.08374538943644,-48.25225538162046,-6.399196318952735,-256.70580709147356
97,0.9181465789236456,0.0,-254.04761037869153,-324.2780894455119,-47.92396610045738,-14.090724626289465,-261.36536348074424
98,0.9274111064316226,-3.4850754187158306,-255.4203954645257,-325.31476348209577,-56.15079057954482,-10.670664721371148,-263.1512135499459
99,0.9262585034013605,-0.951681875980137,-251.3379067086727,-322.30146394486275,-51.58975830271184,-3.7362041326010202,-257.29752102118675
100,0.9326362598401539,-0.35448910862583405,-247.5456689523623,-319.3701974978726,-46.76299818660961,-0.3299394589216532,-252.5137393172407
101,0.9303841818237212,0.0,-248.16994526673963,-319.4015303431428,-56.6616020363652,-17.59796663296326,-253.83417719722573
102,0.9194275983628596,-2.467205966053073,-252.15517868021536,-321.62397918531775,-56.78909557862461,-8.071842307133444,-258.03274075722356
103,0.9161151905236757,0.0,-256.9690660753666,-326.2125628091637,-57.60528979185645,-4.072011698530652,-263.93473146113797
104,0.927025893071206,-3.153770407719656,-254.94407398512897,-325.748340069787,-70.8339136829613,-8.349545526889946,-261.63568356102206
105,0.8666946509954425,0.0,-262.89514792854254,-328.19536808111724,-74.3483613786924,-6.706649540983883,-269.781763711726
106,0.898384276843311,0.0,-261.4858232348304,-327.58697413207284,-77.6995064254322,-2.7867554112790356,-268.48570160192526
107,0.901271883884483,-5.683857997368556,-258.4083246414001,-326.6037193945996,-73.89967453186033,-0.4866786192402571,-267.12912804641417
108,0.9133441091954023,-0.7465325907328912,-264.8475149298444,-333.1444147549324,-70.30667632060573,-5.525106654852291,-273.10885974835185
109,0.9193216855087358,-0.5483275196107387,-267.7016805359531,-335.9397603112219,-75.59630289777134,-10.30811338509839,-277.26788558814803
110,0.8544160562205944,-21.375648419957024,-276.783890748498,-342.97827010904143,-86.42841347315856,-7.575070391939488,-289.80508641609646
111,0.9024866945304748,-0.09560097073376833,-274.0600727483152,-342.6455868577562,-75.39951364097521,-0.2748922895088315,-286.69677415224123
112,0.9206778653188643,-0.885898314308479,-274.78783350443206,-343.5413069252777,-85.86399227688916,-4.3125411126851345,-287.33551677693043
113,0.9339234999093601,-0.3937401193675998,-268.32184012165783,-340.5574072884248,-71.69244598284376,-1.443043371180871,-278.6555739119575
114,0.9236394661466268,0.0,-263.5833597037545,-338.733389446719,-70.46335481501463,-6.544575119162792,-274.17097337737727
115,0.9224671190919465,-0.9260656938865762,-261.2469490694437,-338.8905058321567,-74.4580189102325,-6.208003179958116,-273.1917958739436
116,0.9148910557361262,-1.540246805912898,-264.40855175013047,-342.76188976223807,-81.85560621565826,-12.018022304374695,-277.42842356080536
117,0.9092495636998255,-0.8075189139517922,-268.9416207706292,-346.5591035695558,-84.9121812149172,-10.892590351229751,-281.6893505388005
118,0.9162273699430672,-0.377021094162185,-272.5889942195549,-350.2684726261024,-84.1311289308841,-6.539313944300502,-285.8924060903751
119,0.9198390222089731,-2.0139923026606885,-274.7589364021308,-351.529793416199,-89.00371561469262,-22.49849798716807,-289.33489387630704
120,0.9331554854942856,-0.060655877176529455,-270.03969909486375,-347.792200753567,-73.73932237067885,-1.042565878132605,-282.6196115589263
121,0.9332054203141864,-0.13633555139163833,-269.2415863823099,-348.7056521601631,-69.45309546425646,-0.11051001790696219,-281.24800377806184
122,0.9168238570017067,0.0,-265.229325603337,-347.78321855072454,-72.48585665269121,-7.6285936925643085,-277.4207101619201
123,0.9266227657572907,-1.4632348850166341,-264.6169038233825,-348.90281330829663,-72.25219098185697,-11.11888738374863,-277.4436376920548
124,0.8933125785786984,-0.7800787273777741,-260.1251367076107,-346.20744316472826,-70.8915247793873,-6.0040361337664345,-274.1361104124091
125,0.9309200693489568,-1.11271265534808,-259.12411582563834,-347.56613841593503,-76.33623880616643,-16.622384434667957,-273.91129452134186
126,0.9233024971280005,-0.5849040128384199,-261.28158857347574,-350.4763891355741,-79.6244651105558,-6.804637104001751,-275.93617099745137
127,0.9263967882234861,-0.4476192718846851,-261.72807939431624,-351.01358088422006,-77.73351588477466,-8.820345073602853,-276.52678462165227
128,0.9276561665776829,-2.0054636423334893,-261.70357806884044,-350.6312693408074,-76.98359329773429,-16.607495948687472,-276.19347071540176
129,0.9235539690222653,-2.871870241550141,-261.2053045794249,-351.9371882025746,-81.18484968024659,-19.603780605315492,-276.0406808206825
130,0.9279388205422725,-0.3176980519368422,-258.8606502689496,-352.4474544406663,-82.85916110682108,-16.716328513076853,-273.7557299840645
131,0.9241437276738811,-1.8616140322289034,-258.66833032101624,-354.2872288199706,-83.83977204181495,-6.18127616083706,-274.2113594007471
132,0.9312052668136381,-0.5087829619041717,-257.78985132991295,-354.67940167640575,-84.94787243588839,-15.386384093640133,-273.7020891494744
133,0.929007427007848,-0.015957889817397458,-255.89625658192114,-353.8767136536514,-85.15829281516339,-15.098550910759998,-271.13969047463445
134,0.9282806804374241,-2.0556114762742657,-256.11126289837057,-355.3961504580825,-80.96816793085621,-23.608039021082064,-271.3157349112185
135,0.9219356379485343,-3.2197953419134673,-259.8990656181026,-358.7339753461185,-89.12800829909435,-27.032192958549203,-276.8211217006173
136,0.9308976339786119,-0.6795924264408273,-258.1193619822135,-356.65535867174265,-77.5654413147448,-9.611431888857236,-273.75572231305154
137,0.9257886099799428,-0.2128266226266003,-258.3045923792477,-358.095956843359,-86.81905400070818,-20.766847889618365,-275.6934041576933
138,0.9345644197822857,0.0,-257.18662367879097,-358.13676431763105,-82.24509951698631,-12.964672014745776,-275.209805286722
139,0.9290005948839977,-1.406404538381923,-258.5957949204193,-360.5279931498208,-85.40932566842507,-12.309507549447762,-277.6354208980804
140,0.9306674775733617,-1.9369955576762883,-258.7806245143482,-361.72000210169,-88.59490320420832,-17.928887093760988,-278.6583495346447
141,0.93445154258379,0.0,-254.96504486657574,-360.8842058298431,-87.95365963203349,-14.078219090947593,-274.5339799938084
142,0.9307354056103109,-0.24732789912507322,-255.58901219083086,-361.90931093620367,-91.33565661409934,-10.248292543298625,-275.98266033922727
143,0.9250932948116046,-0.8126652482217174,-259.38756836699724,-363.9411305491913,-101.51193119149283,-24.612033643476362,-281.1647884199198
144,0.9339433629377112,-0.843465440886098,-259.3305051774043,-364.07510157303307,-94.47508888488946,-11.906733524623897,-280.7227836035911
145,0.9340203707598473,-0.25056927430274456,-258.3457666300409,-363.8168766759679,-94.4515938099625,-16.754442677935643,-279.5872187507423
146,0.9251582845538168,-1.3723181576193588,-259.887554230531,-364.9528338122656,-93.83228825611947,-14.148016252633962,-281.3728408942463
147,0.9153162413834804,0.0,-263.5343808765236,-367.3074034484528,-100.59186367617015,-17.05036578040182,-284.6571641145027
148,0.9337516592252926,-2.005046002920406,-262.82231678537863,-365.54589046375065,-90.69179124773653,-13.235356132402902,-283.31119779587607
149,0.9291746286136966,-0.757624092127078,-261.4653106436957,-365.0664210946178,-89.45470782994114,-12.806661063959826,-282.04299213370524
150,0.9267734553775744,-0.5119747007290117,-264.0421452512766,-367.0030050945545,-93.06560052424362,-14.26856743763219,-285.8611787742564
151,0.9068286003452998,-17.686120020860482,-259.6998663566085,-364.5805011622571,-89.49164794938557,-4.281095186298042,-281.2001158948579
152,0.8363499245852187,-16.078220208811253,-273.3527062961691,-373.1092394984588,-103.93340626410371,-23.096153109780833,-297.11383873950274
153,0.8973226358965113,0.0,-273.76392932365115,-373.20980046367765,-100.249192840954,-16.06029985250369,-297.6348133529857
154,0.9240632654912753,-0.018927228814812493,-272.5282304635839,-373.08113553727736,-103.52655870259927,-24.62170770532514,-297.1619234286155
155,0.9258563200969991,-1.6128916117515346,-273.6070568758894,-375.4227635970123,-101.95965317955101,-20.892773693038986,-298.25546005191194
156,0.9306584734020121,-2.4001219096762676,-271.6379175446046,-376.0582049578001,-103.01991735431493,-16.113739687480333,-297.074502389061
157,0.9285670488687228,-0.5922282311048958,-269.6192444396169,-375.0884141469206,-96.44312801953969,-7.145476859352443,-294.72419395261716
158,0.9344490091831803,-0.5749759533026728,-266.73936521567884,-373.5528943930583,-97.57514382353422,-10.811679032215586,-291.6896992891412
159,0.9352452278746918,-0.7514030078948942,-265.3679968513602,-372.6597916446139,-99.33246427115705,-12.146810537286708,-290.1216107656221
160,0.9285629241576379,-0.6995661189867678,-266.57721630907895,-373.6385266094585,-101.98279667415349,-12.179680688786807,-292.0128146124024
161,0.9399256368497065,-0.8030547289328405,-264.05724826626016,-372.81035317188287,-93.68280486812526,-2.848053677089893,-288.52914722323277
162,0.9240162822252375,-0.5062903358319891,-263.9208001103041,-373.6616750469204,-101.07188052333878,-18.104151620689564,-288.9516534801511
163,0.9282136894824707,-0.8611340724788019,-262.91402373375485,-373.1572560345463,-102.45719795999314,-24.91844813247366,-288.09420774402867
164,0.9360652285103951,-0.4875542836360323,-261.22631240847767,-371.86794183037404,-94.4209821142947,-11.548286370782476,-285.46692177987205
165,0.9366786501918372,-0.00969706090057687,-259.0321556321485,-370.8837710495834,-92.94088208912498,-9.537865813926338,-283.32077217936506
166,0.9342615492656713,0.0,-258.24860222093383,-370.28954338008634,-91.26269290829283,-14.099415552678641,-282.50265973408676
167,0.9344297308842375,-1.3811850976875704,-256.7374883432244,-369.86325361480397,-92.25844749780518,-16.12932539101308,-281.1302643898147
168,0.935486808949877,-0.6685048216280924,-256.17206004705525,-369.43924427054037,-91.3986806649535,-12.932231247646946,-280.2432653247279
169,0.9398113490043419,-1.8571718075188814,-255.06572600464602,-368.9539064663233,-93.83296699056645,-17.117254126220484,-279.0669038691433
170,0.9275879807546827,-1.7063347292405588,-254.6456723682017,-369.5323686248982,-95.76623887547463,-22.785765964531738,-279.28282245191014
171,0.9386541752995226,-0.049013115815081734,-252.32600070927066,-368.4849371193145,-87.83280774884634,-13.208405122757139,-276.4994932558253
172,0.9346383543463835,0.0,-251.46821040840467,-368.42280114223274,-89.01883529295132,-16.41141413666869,-276.11837449438025
173,0.9343281778637023,-0.551405877213459,-250.54042427989125,-368.5547883211334,-93.36875575287809,-19.296476026332996,-276.03084843223246
174,0.9268899005630765,-2.053708166435418,-251.88670958151656,-370.12255480461806,-98.83912283026444,-24.536636439397018,-278.5118220669144
175,0.9320394312563338,-0.49655881673688784,-251.79155935816178,-370.78640837299025,-93.91342768683357,-18.78359532180474,-278.67385009921196
176,0.935013021621949,-0.9906251474194685,-251.24605014110816,-371.0047325420659,-98.98498018376456,-21.982969087432814,-278.8660489393456
177,0.9388705725779619,-1.967566405018747,-250.64310085179682,-370.4139755279226,-92.87484906398294,-9.919026075460193,-277.6027246260748
178,0.9269481490341487,-0.04770707917486222,-252.4816765357492,-371.93975181920194,-99.0173786688302,-18.025958501164506,-280.5521843373985
179,0.9366334847072268,-1.4379732993200547,-251.78430373648754,-371.44313921937965,-94.29894814842775,-16.238681088854808,-279.9916429610653
180,0.9319758536805117,-0.36207568975062643,-251.67662317542153,-371.1993017299281,-99.22916369127338,-23.809959038789238,-279.91418194537437
181,0.9361118645089352,-0.7467061209262291,-251.24908660836635,-370.9372098437559,-99.28841743527869,-20.6425794644449,-279.750672407254
182,0.9318023026215864,-1.3608917087161656,-251.93506703550474,-372.3264891939896,-102.05396709711536,-20.3800209212192,-280.80307852381134
183,0.9411800302571861,-0.7377131021982305,-250.45760628448312,-370.5099056218263,-92.1594204329971,-17.34899322988488,-278.2138927118846
184,0.9333573595218788,-2.259226215728167,-251.28538714310594,-371.1361737330865,-94.14231666561332,-17.00425856406759,-278.9866891969759
185,0.937394093439845,-0.03035600350566943,-250.9524203682713,-370.5161673457585,-90.53749362835852,-13.893379462008172,-278.4469748394846
186,0.9428803709614284,0.0,-249.58642999802748,-369.20211486024306,-87.21155969489654,-7.132616555868036,-276.4248270470195
187,0.931815436646938,-0.8011482849619691,-249.64056954734258,-369.6892559488567,-93.77591497183276,-19.37688209471631,-277.34442572669684
188,0.9281635825535859,-0.04207556266810045,-250.45836248151093,-370.40744713314336,-97.23848551953431,-26.835621614814407,-278.6889288865695
189,0.9240825894869714,-1.4004002155572224,-253.4701707634792,-372.831247378706,-101.10262370990175,-31.756176208036422,-282.2649570015934
190,0.9295735984871591,-2.02083579264522,-253.56293183554658,-373.55299240038215,-101.76707659290484,-32.13572736166934,-282.9621765501755
191,0.9307193485145528,0.0,-253.07499285123745,-373.1788450995696,-99.44326724185706,-28.359777130425293,-282.48295643052677
192,0.9334476539632794,-2.364386611535718,-252.60966931257096,-372.5750195793812,-97.29435158202561,-26.187220980463614,-282.03546653072436
193,0.9350496483868047,-1.1292833523305819,-252.51532406427742,-373.1129957940228,-96.57081406579549,-27.28244027233071,-281.9271670576122
194,0.9289041431723462,-0.17261048325793485,-251.7080675652611,-372.8182047933987,-94.37657392073442,-25.636256438295465,-281.05608064616445
195,0.9274775460496271,-0.2080588857885025,-252.91276893265817,-373.64315242813245,-97.91551600655052,-26.35777600934585,-282.8826246430708
196,0.920402316003104,-0.860360468399486,-255.7622195874129,-376.15654014127006,-102.01254445191887,-31.11153744426489,-286.6043181277979
197,0.9286190187764991,-0.9023331464776524,-256.346147190712,-376.7533104935168,-103.35536348949294,-31.235733850206607,-287.94326094568646
198,0.9264190821256039,0.0,-256.34753533024315,-376.9978671956202,-104.14165243718718,-26.48103215319517,-287.9218828630674
199,0.9317576761521623,0.0,-257.00598513347154,-377.86364580643203,-102.41887603029404,-21.30506268737269,-288.84355690562796
