episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
42,0.8236496790735868,-1.9798794447809245,-1.064557020120549,-0.33322654438744803,-0.7854578342277446,-0.25568635836229003,0.022083,0.05,0.131304
43,0.8287656434376506,-2.012033556987714,-1.0814557294211924,-0.3390618880053518,-0.7976037266605455,-0.26021487625154105,0.021793,0.05,0.129995
44,0.8167956837907577,-2.0421651198592423,-1.098144555945042,-0.3438296144698497,-0.8097386156151941,-0.26402917755751054,0.021511,0.05,0.128699
45,0.8200679242745217,-2.0726972779949233,-1.114810959104521,-0.3489155779496507,-0.8220008745365365,-0.26798323167248433,0.021236,0.05,0.127416
46,0.8184897055864798,-2.1071673732847866,-1.1339766568980392,-0.35412082540188317,-0.8362241794310762,-0.27218567691452855,0.020968,0.05,0.126145
47,0.8188781068262189,-2.1356927986004175,-1.1498374428808724,-0.35831950890936376,-0.8477029162517151,-0.27561398232465206,0.020706,0.05,0.124888
48,0.8254868910732465,-2.1619084522747865,-1.1638030585401655,-0.3627684596880192,-0.8579703288009349,-0.2789722805728373,0.020451,0.05,0.123643
49,0.823836720981018,-2.1912508801516717,-1.1789475428661433,-0.3682571441867551,-0.8691391484881561,-0.28327745184804537,0.020203,0.05,0.12241
50,0.8205102383350118,-2.2171639652088153,-1.1927434498450546,-0.372697376500653,-0.8792826429928776,-0.2865523873534401,0.01996,0.05,0.12119
51,0.8161018088897855,-2.2457847797479866,-1.207777988303575,-0.3779630758512057,-0.8905256136003622,-0.29028854950102584,0.019723,0.05,0.119982
52,0.8183259406675324,-2.2719484485108694,-1.2217471784915033,-0.3825627689378396,-0.9012184499680039,-0.29364109149223866,0.019492,0.05,0.118786
53,0.8057934171795558,-2.3025247559417164,-1.2387719693838872,-0.3872868761644578,-0.9137455865243941,-0.2970930952352541,0.019265,0.05,0.117601
54,0.818479081076549,-2.3267588388282188,-1.2521825247519571,-0.390983996906628,-0.9237962837458424,-0.30017180380933806,0.019045,0.05,0.116429
55,0.8158965003598386,-2.351595608803628,-1.2652589833747485,-0.39567148718415907,-0.9333653193955361,-0.3037504138480154,0.018829,0.05,0.115268
56,0.822434480314562,-2.377383425977026,-1.279036945814668,-0.4000812066668265,-0.9435943444896323,-0.30712099703232637,0.018618,0.05,0.114119
57,0.8123994638069705,-2.4025869532974937,-1.2926813457796287,-0.40421763000790284,-0.9538102339764342,-0.3101207789290306,0.018411,0.05,0.112982
58,0.8209047995027466,-2.425867194436878,-1.3049178871218778,-0.4081961269723916,-0.9626913435494127,-0.3131697902166821,0.01821,0.05,0.111855
59,0.827367001096029,-2.450428227815409,-1.3183297511213672,-0.41198710764769686,-0.9725004485668446,-0.3162796836141656,0.018012,0.05,0.11074
60,0.8220049817449756,-2.4744413693805583,-1.3315584288580558,-0.415893797294512,-0.9822225400938034,-0.3192603936524865,0.017819,0.05,0.109636
61,0.8215151971362138,-2.499477238384184,-1.344984008104761,-0.42021303970756485,-0.9922334504395741,-0.32257456099181936,0.01763,0.05,0.108543
62,0.8204925212235548,-2.5265280670054713,-1.3595971119852794,-0.42462645995783543,-1.0033567058741806,-0.32605533913341567,0.017445,0.05,0.107461
63,0.8220820927976449,-2.549665559400213,-1.3721728641135977,-0.42837354510154657,-1.0125177199427398,-0.3289438579474006,0.017263,0.05,0.10639
64,0.8323830861576017,-2.5722881942414753,-1.384026132933841,-0.43235634343637364,-1.021123883555872,-0.33193018535643654,0.017086,0.05,0.105329
65,0.8161415406308227,-2.597118065234949,-1.3971864044496431,-0.43671710321155255,-1.030757335565921,-0.33529258294705594,0.016912,0.05,0.104279
66,0.8212296127256863,-2.6208903226050877,-1.410156464823476,-0.44065598078933327,-1.0405676829400325,-0.33856640202760446,0.016741,0.05,0.10324
67,0.8183457784819728,-2.6440193360758997,-1.4225919589724223,-0.44454476968947826,-1.0501061938434115,-0.34145760448804974,0.016574,0.05,0.10221
68,0.8220786846741045,-2.6653933114400425,-1.4338107175352994,-0.4483735394427958,-1.0582602244717314,-0.3443823915880287,0.016411,0.05,0.101191
69,0.8224068892723708,-2.688198488780144,-1.4462450223558188,-0.4520013018622536,-1.0677299954376072,-0.34739528493449756,0.01625,0.05,0.100183
70,0.8188130993915491,-2.7100258769951204,-1.4583337137187948,-0.45538885735831036,-1.0768236740479686,-0.35019861259077056,0.016093,0.05,0.099184
71,0.8265301007535631,-2.7292804288022134,-1.4685782775595295,-0.4586094742454303,-1.0841449299301202,-0.3524636816488976,0.015938,0.05,0.098195
72,0.8233372424191657,-2.749193898528173,-1.479648576051749,-0.4615418281853985,-1.0922831885402526,-0.3547696336507592,0.015787,0.05,0.097216
73,0.8147804993093225,-2.7685515537617804,-1.490512925813836,-0.4644416298794239,-1.1002955503437297,-0.356886707533269,0.015638,0.05,0.096247
74,0.8246147607461476,-2.7884536884747906,-1.5010969824104907,-0.46772116716182166,-1.1081008157205237,-0.3594564803712142,0.015492,0.05,0.095288
75,0.826426803214758,-2.808127883004126,-1.5118793592257311,-0.47072238310162223,-1.1159893405554044,-0.3617595948824584,0.015349,0.05,0.094338
76,0.8294169581310061,-2.8271592499183975,-1.521893955870045,-0.47392295961075914,-1.1233746721302873,-0.36423065908552615,0.015209,0.05,0.093397
77,0.8231310671514828,-2.8476390397158244,-1.5328488763786685,-0.47741930433897534,-1.1314720337592743,-0.3671482083320278,0.015071,0.05,0.092466
78,0.8225332729134149,-2.868538545224196,-1.5438641021764048,-0.48121141234843223,-1.1396056416371192,-0.3701276722468314,0.014935,0.05,0.091544
79,0.8292281035537135,-2.889348744598787,-1.5549495520391954,-0.48483009456585135,-1.1479159263056702,-0.37304629093716035,0.014802,0.05,0.090632
80,0.8297325880042302,-2.9082594881303154,-1.5654174116580282,-0.48772510381261225,-1.155572626621545,-0.37515899338058695,0.014671,0.05,0.089728
81,0.824554608830364,-2.927834600997684,-1.5759247213934844,-0.49104782047980294,-1.1633288367126313,-0.37777557102080284,0.014543,0.05,0.088834
82,0.8299287650932117,-2.9462828838425095,-1.585884132692189,-0.49407941530848026,-1.170660470425017,-0.3802696881396122,0.014417,0.05,0.087948
83,0.8229728594235779,-2.9662537324586173,-1.5963225240803975,-0.49782061499813973,-1.1783886584098118,-0.38317494587174,0.014293,0.05,0.087071
84,0.8245838455660033,-2.9856258943911493,-1.6062841735039237,-0.5016114609923678,-1.18568765919284,-0.3858345326718141,0.014171,0.05,0.086203
85,0.8136039717653416,-3.0049852546419693,-1.6165295000686497,-0.504960736390032,-1.1933255321601923,-0.3882892296328085,0.014051,0.05,0.085344
86,0.8142796574238955,-3.0227600722065717,-1.626499511632973,-0.5075464854375507,-1.200608441892325,-0.39044650441485623,0.013933,0.05,0.084493
87,0.8141839682859638,-3.042551962516945,-1.6373307396537382,-0.5108517429920695,-1.208850998579016,-0.3928334350563256,0.013817,0.05,0.083651
88,0.8261449157976444,-3.0601206296780257,-1.6468276195346807,-0.5138469669983265,-1.2159664609444953,-0.39490188257345926,0.013703,0.05,0.082817
89,0.8143180130930687,-3.079983147385322,-1.6576187267769305,-0.5171777034609175,-1.2240018357252138,-0.3975109875868492,0.013591,0.05,0.081991
90,0.8170680540404465,-3.097970918387707,-1.6672366863572543,-0.5203196374602912,-1.2312704872434888,-0.39978450810382415,0.013481,0.05,0.081174
91,0.8284167794316644,-3.115302495238501,-1.6765387105046272,-0.5232609828443842,-1.2380922614055778,-0.4019478800941116,0.013372,0.05,0.080365
92,0.8245156482861401,-3.1324684364174713,-1.685921229037802,-0.5260165222929457,-1.2452267193523285,-0.40398440464153157,0.013265,0.05,0.079563
93,0.8140098232483545,-3.1520441547622715,-1.6965125001689307,-0.5293222818491706,-1.2530667534993425,-0.40646639667145024,0.01316,0.05,0.07877
94,0.8322189684648849,-3.1683212332742903,-1.7053370073654,-0.5318852534820222,-1.2594414582984557,-0.4086263959776385,0.013057,0.05,0.077985
95,0.8150496511003757,-3.185774387915363,-1.7150064351107934,-0.5345518677913194,-1.2665947027398001,-0.41080773260165104,0.012955,0.05,0.077207
96,0.8179807903310208,-3.203303649884773,-1.7245935898085396,-0.5375055868521508,-1.2736846898922607,-0.41296713890836717,0.012855,0.05,0.076438
97,0.8133957641056624,-3.2215307857517566,-1.7342977619051079,-0.5407575289577173,-1.2808948286053374,-0.41554210044887135,0.012756,0.05,0.075676
98,0.8217353228468456,-3.2385132305812006,-1.7437213563294007,-0.5433877658047148,-1.2880123069148401,-0.41753463175895056,0.012659,0.05,0.074921
99,0.835060800054195,-3.252819480709023,-1.7513907809624654,-0.5457360413142783,-1.2936934505597968,-0.4193487793053581,0.012563,0.05,0.074174
100,0.8159352578007676,-3.269932934032739,-1.760906662298777,-0.5483234822527712,-1.3008622820445166,-0.4215052723719029,0.012469,0.05,0.073435
101,0.818376717647456,-3.2882040538329274,-1.7708580086776398,-0.5513630798428631,-1.3081573847510661,-0.4238163005312172,0.012376,0.05,0.072703
102,0.8207027126652481,-3.3049438312425017,-1.779836515956117,-0.5541835791778773,-1.3148720210556475,-0.42589101960851145,0.012284,0.05,0.071978
103,0.8349448914733923,-3.320344592939646,-1.7878993576928004,-0.5569128600538639,-1.3209769678664383,-0.42789785034852984,0.012194,0.05,0.071261
104,0.8229632982915012,-3.3361329062179004,-1.796468985443437,-0.5594325545201083,-1.327183783572149,-0.4300128428554858,0.012105,0.05,0.07055
105,0.8313136371223502,-3.3519831662699566,-1.8049515257622162,-0.5619898419045496,-1.333549805532534,-0.43184252922944716,0.012018,0.05,0.069847
106,0.8209124254153919,-3.3678817480771044,-1.8135999350809333,-0.5645641826552238,-1.3399669255870856,-0.4339609180512997,0.011931,0.05,0.06915
107,0.8204445198506957,-3.384226698252615,-1.8223238692076098,-0.567302700307463,-1.3466403979034103,-0.4359367499885101,0.011846,0.05,0.068461
108,0.8197124983362172,-3.400466552647981,-1.8312361795698402,-0.5699097605624568,-1.353380331086888,-0.43796061809447817,0.011762,0.05,0.067779
109,0.8307227398640141,-3.4152731576421496,-1.8391681211156279,-0.5724194846214401,-1.3590830457162337,-0.4397427487557494,0.01168,0.05,0.067103
110,0.8256846717788826,-3.429849541887048,-1.8472791334868393,-0.5745263733862983,-1.365245785148151,-0.4414856746207389,0.011598,0.05,0.066434
111,0.8192573007237165,-3.447486586564398,-1.856827737174897,-0.5775275439249814,-1.3723597530321943,-0.44377923041985495,0.011518,0.05,0.065772
112,0.8222609745464301,-3.462664687679961,-1.8651023268691207,-0.5798780829957906,-1.378362760548677,-0.4456676763431538,0.011438,0.05,0.065116
113,0.8188509997261024,-3.477418034468505,-1.873330354533714,-0.5820613721373171,-1.3843966823139362,-0.44744858784114466,0.01136,0.05,0.064467
114,0.8158995113268065,-3.4943685733197154,-1.8826891526949667,-0.5846588447193135,-1.391350692863185,-0.44951792217536257,0.011283,0.05,0.063824
115,0.81766929984471,-3.5103417602131577,-1.8910439932929584,-0.587674241186196,-1.3976417360989484,-0.45169729572518735,0.011207,0.05,0.063188
116,0.8244500271591526,-3.524249260817152,-1.89844471971393,-0.5901461614760631,-1.4030865534051624,-0.4535848854486809,0.011132,0.05,0.062558
117,0.814939208705582,-3.5397592049351787,-1.9072779302168092,-0.5924038315608204,-1.4096851030849216,-0.45519557408769806,0.011058,0.05,0.061934
118,0.8120101371196482,-3.5565922076951932,-1.91653513914357,-0.595211865985059,-1.4165303246399588,-0.4573831604805616,0.010985,0.05,0.061317
119,0.815333702901107,-3.572553485828843,-1.9250364205543224,-0.5980618648309179,-1.4228101077068895,-0.4594453285713288,0.010912,0.05,0.060706
120,0.8184394071490846,-3.587700360429039,-1.9330510735864173,-0.600714145096094,-1.4288052975790142,-0.46163611303045515,0.010841,0.05,0.0601
121,0.8226806562251846,-3.6006839829041484,-1.9400809293877914,-0.6028682084881501,-1.4340500835230334,-0.46339693777858726,0.010771,0.05,0.059501
122,0.8172602463831359,-3.615876005317124,-1.9483446145475136,-0.605447043641546,-1.4402013767629467,-0.4653434213272341,0.010702,0.05,0.058908
123,0.8284855066410493,-3.629128700064958,-1.955365823744925,-0.607725629800605,-1.4453687795209809,-0.46706377108111047,0.010633,0.05,0.058321
124,0.8233172270317428,-3.643037207206371,-1.9630097919467433,-0.6098917807553682,-1.4510675270849933,-0.46870962148093326,0.010565,0.05,0.057739
125,0.8235854027501572,-3.6565339465018183,-1.9702153447283248,-0.612232845412024,-1.4563381411570346,-0.47037673314995654,0.010499,0.05,0.057164
126,0.8265450146184091,-3.6696754768858924,-1.9772832514655274,-0.614482569696077,-1.4615554058351699,-0.472165510165184,0.010433,0.05,0.056594
127,0.8245259165613148,-3.6824356695630116,-1.9843222468696553,-0.6164782641951404,-1.4666983563692548,-0.4737864150393734,0.010368,0.05,0.05603
128,0.8085344280898501,-3.6969685866015314,-1.9921256865305907,-0.6189883907826201,-1.4726603532799516,-0.4755710164345668,0.010303,0.05,0.055471
129,0.8200181494303096,-3.7105400768812413,-1.9993954591700964,-0.6213140013162964,-1.4779686877158664,-0.4773893930948773,0.01024,0.05,0.054918
130,0.8083875390866679,-3.725355988820197,-2.0073263074502345,-0.6238960598327371,-1.4838471833605986,-0.47937875822372833,0.010177,0.05,0.054371
131,0.8202041570128605,-3.737389053091351,-2.0137821961710425,-0.6259791435631681,-1.4885150564032779,-0.48096672775529425,0.010115,0.05,0.053829
132,0.8224428731424369,-3.7506659938607187,-2.020933981471521,-0.6282259691744698,-1.4938418889666123,-0.48260921900527226,0.010054,0.05,0.053292
133,0.8240672019431887,-3.7643116731675588,-2.0282196738228047,-0.6306651718718631,-1.499275058072032,-0.48443482462671084,0.009993,0.05,0.052761
134,0.8187314256601851,-3.7772022032175814,-2.0353850629543975,-0.6326496071999878,-1.5046189386044926,-0.48596530876580024,0.009934,0.05,0.052235
135,0.8224855062693812,-3.790357576463228,-2.042612317687999,-0.6346883447611694,-1.5100469478267167,-0.48752699418935663,0.009875,0.05,0.051714
136,0.8158936841398752,-3.8040064619394705,-2.0501125148664974,-0.6368870665123281,-1.5155836516084118,-0.48899475100675954,0.009816,0.05,0.051198
137,0.8250764525993883,-3.8170375652938864,-2.056962426262294,-0.6392784128161692,-1.5205322193941233,-0.49085907075636176,0.009758,0.05,0.050688
138,0.8306947446013637,-3.8288200508119252,-2.0633236398205654,-0.641190085577262,-1.5252736095466677,-0.4923025306756427,0.009701,0.05,0.050183
139,0.8203565973836244,-3.841382399377836,-2.0703504680357234,-0.6430317832371374,-1.5304550138468271,-0.4937182495747025,0.009645,0.05,0.049682
140,0.8166456494325347,-3.853963929953482,-2.0770667613937808,-0.6452183663944215,-1.5353475611131358,-0.4953827430298807,0.009589,0.05,0.049187
141,0.8167154438725738,-3.8666351913215404,-2.083934971573491,-0.6472858894164112,-1.540441530494185,-0.4968624895216042,0.009534,0.05,0.048697
142,0.8252680527909272,-3.8785996906098426,-2.0904607541428946,-0.6492155041516314,-1.5452697803610842,-0.4982791395187091,0.00948,0.05,0.048211
143,0.8197439914663822,-3.8919679493699193,-2.097722631005962,-0.6514212063897895,-1.5506430713776427,-0.5000619963583955,0.009426,0.05,0.047731
144,0.8218859922244476,-3.9033123041098947,-2.1038216183805583,-0.6533286231487809,-1.5551563310981176,-0.5016761224229529,0.009373,0.05,0.047255
145,0.8188068382390021,-3.9157253884569694,-2.110469108909175,-0.6554575756905697,-1.560090413806432,-0.5035016133693608,0.00932,0.05,0.046784
146,0.8220923612739024,-3.9272795627280637,-2.1167717597705438,-0.6572710058295115,-1.5647915575114932,-0.5049485550654967,0.009268,0.05,0.046317
147,0.8220694083060183,-3.9401261543583734,-2.123439000204331,-0.6596606212579209,-1.5697244044188075,-0.5067840365013535,0.009217,0.05,0.045856
148,0.8258151112017262,-3.951644176726087,-2.129522465301928,-0.6617008452273071,-1.5742723852273877,-0.5085385049023763,0.009166,0.05,0.045399
149,0.8088257543918635,-3.9659727206004063,-2.1374071135012027,-0.6640592953891971,-1.580225244751063,-0.5103747334935295,0.009116,0.05,0.044946
150,0.8255924978687127,-3.977502412920539,-2.1433601010504564,-0.6661757997817995,-1.584846665787861,-0.5119296870673602,0.009066,0.05,0.044498
151,0.8201587964897619,-3.990075491958459,-2.1504172585623427,-0.6680227191898397,-1.5901119477426795,-0.513400598284787,0.009017,0.05,0.044054
152,0.8009852216748768,-4.003755318331141,-2.1580569632032924,-0.6701620690857527,-1.595703242227306,-0.5150303118636358,0.008968,0.05,0.043615
153,0.8138850069874226,-4.015759249545182,-2.1645458070983055,-0.6721771808701673,-1.6005389324474655,-0.5166702989227046,0.00892,0.05,0.04318
154,0.8252519048488571,-4.026631143038404,-2.1702804010765155,-0.6740412949764132,-1.6048455788121025,-0.5181181207198582,0.008872,0.05,0.04275
155,0.8125312614625363,-4.039123878087302,-2.1770448812164305,-0.6761868075563001,-1.609879988161123,-0.5197006526778621,0.008825,0.05,0.042324
156,0.8157503962626178,-4.050718476758854,-2.183602211831894,-0.6778941845014259,-1.6146841366430285,-0.52106123890843,0.008779,0.05,0.041902
157,0.8223677564901175,-4.061396707267613,-2.1895194545441385,-0.6795601963587298,-1.619115201656598,-0.522416897917448,0.008732,0.05,0.041484
158,0.827705656823838,-4.072255834652659,-2.195386992480476,-0.6813515898481939,-1.6234723753009532,-0.5239563528780088,0.008687,0.05,0.04107
159,0.8163272227780698,-4.083967955690503,-2.20154375788693,-0.6834719836631191,-1.6281009090516285,-0.5255009913949061,0.008642,0.05,0.040661
160,0.821870344642887,-4.095731964122736,-2.2078260634832105,-0.685452250487963,-1.632765791657225,-0.5271071726273344,0.008597,0.05,0.040256
161,0.8107021498502843,-4.109044900835047,-2.2149416321477804,-0.6878235755093218,-1.6380210379596045,-0.5289066492576882,0.008553,0.05,0.039854
162,0.81152,-4.120499761452585,-2.221280804527106,-0.6896288454049397,-1.6427757396471934,-0.530290012929722,0.008509,0.05,0.039457
163,0.816788112347071,-4.131106265304991,-2.22732784894988,-0.6910992043740029,-1.6473361297965474,-0.531425499017904,0.008465,0.05,0.039064
164,0.8112258583690988,-4.142374713452743,-2.2338378277408864,-0.6926628265960477,-1.6522249531371607,-0.5327596608142061,0.008423,0.05,0.038674
165,0.8153231089684366,-4.154363026773932,-2.2403585953286425,-0.6945734707253479,-1.6570957506215953,-0.5342667509498151,0.00838,0.05,0.038289
166,0.8211171500651868,-4.165521440116837,-2.2464217734659884,-0.6964297377729628,-1.6615495718607016,-0.53566128516023,0.008338,0.05,0.037907
167,0.8177136798882587,-4.176520866028886,-2.2520691030837625,-0.6986336810185915,-1.6657976566756147,-0.5372735810353856,0.008296,0.05,0.037529
168,0.8130423793074395,-4.1876983077531325,-2.2580103374210676,-0.7006651271628374,-1.6702120431154972,-0.5387647481279241,0.008255,0.05,0.037155
169,0.8141942172946036,-4.198319884449845,-2.263947903697788,-0.7022359952194563,-1.6746149105852646,-0.5399923183923108,0.008214,0.05,0.036785
170,0.8208885163453479,-4.208645244224945,-2.269485762625738,-0.7039500621300794,-1.6787228617214518,-0.5413030821367661,0.008174,0.05,0.036418
171,0.8192764936986581,-4.219728100886768,-2.2754731638896755,-0.7058565656975383,-1.6832558659634576,-0.5428232732981604,0.008134,0.05,0.036055
172,0.7997224637196549,-4.2317122317995155,-2.282062667591727,-0.7078394540833999,-1.6881651181275956,-0.5444135708005166,0.008094,0.05,0.035695
173,0.8260826511750726,-4.242270309770637,-2.287662185388168,-0.7096153475808665,-1.6924141913024655,-0.5458442724668366,0.008055,0.05,0.035339
174,0.8104406210658833,-4.253369491731347,-2.293736528657227,-0.7114805390724186,-1.696955102377162,-0.5473072921007931,0.008016,0.05,0.034987
175,0.8185042016806723,-4.264285239597171,-2.2997325718721404,-0.7131953154924316,-1.7014553779049109,-0.5485681691579871,0.007978,0.05,0.034638
176,0.8181420838516625,-4.275545197573083,-2.305732899411063,-0.7151737690703861,-1.7058654679643852,-0.550109869364545,0.007939,0.05,0.034293
177,0.8195268243918694,-4.287673151278851,-2.3122410717584856,-0.7172798287504062,-1.7107172904406092,-0.5518889970270195,0.007902,0.05,0.033951
178,0.8180244105314978,-4.297458364135375,-2.317445009352944,-0.7189703010090782,-1.7145535587668455,-0.5532681206980746,0.007864,0.05,0.033613
179,0.8260693631872671,-4.307999841138778,-2.323066267153249,-0.7207856085874362,-1.718747695829884,-0.554646441503911,0.007827,0.05,0.033278
180,0.8163647507491147,-4.317966713806522,-2.328391413453832,-0.7225309884934906,-1.7226637974031516,-0.5560463695682355,0.007791,0.05,0.032946
181,0.816105929380413,-4.328457454302243,-2.3342140864136174,-0.7241441778143813,-1.7269490838893669,-0.5573620463784774,0.007754,0.05,0.032617
182,0.8215451577801959,-4.339040377883162,-2.3396589597592135,-0.7261700080180766,-1.730939216831945,-0.5588908280920275,0.007718,0.05,0.032292
183,0.8246893571042679,-4.349168422326201,-2.34504948378957,-0.727924634594579,-1.7348884350533165,-0.560172392253573,0.007682,0.05,0.03197
184,0.8205955798664787,-4.359451336079694,-2.350658714526952,-0.7295337896047908,-1.7391681478214198,-0.5613821596417465,0.007647,0.05,0.031652
185,0.8197093551316985,-4.3705125823532445,-2.356692337770471,-0.7313106628312804,-1.7436537468338131,-0.562843660740024,0.007612,0.05,0.031336
186,0.8136398492981696,-4.380483246554473,-2.3620538968115916,-0.7330118547983502,-1.7476074088039308,-0.564272049026508,0.007577,0.05,0.031024
