episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
16,0.9368710525520534,-3.38764784069412,-3.0073405148739933,-0.3311393401460606,0.070791,0.1,0.174335,0.2,1276,813,1461,33091,37881,37869,0,0,0,0,3791,3802,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
17,0.933807636887608,-3.7098311585113155,-3.1616261061909885,-0.39934595239273973,0.069522,0.1,0.172845,0.2,1388,817,1402,33312,38032,38025,0,0,0,0,3827,3825,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
18,0.9365834795799994,-3.361745765045664,-3.0895906171580148,-0.26211936532226143,0.068297,0.1,0.171367,0.2,1307,825,1735,33619,38473,38468,0,0,0,0,3724,3722,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
19,0.9367424470843635,-3.737975009948245,-3.300942476528694,-0.3711018663674176,0.067115,0.1,0.169903,0.2,1248,850,1313,33166,37929,37924,0,0,0,0,3905,3908,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
20,0.942368625575417,-3.282829156823831,-3.180592756587663,-0.2124594619630231,0.065974,0.1,0.168451,0.2,1275,653,1568,33454,38204,38201,0,0,0,0,3762,3776,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
21,0.9336660428363486,-3.402500168175157,-3.337759746373249,-0.2663800329797956,0.06487,0.1,0.167011,0.2,1296,937,1530,33663,38503,38498,0,0,0,0,3671,3680,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
22,0.9372615138876564,-3.679494120765599,-3.49116770862577,-0.35530396373936823,0.063803,0.1,0.165583,0.2,1219,902,1449,33807,38651,38644,0,0,0,0,3805,3813,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
23,0.9316353887399463,-3.6511640753338783,-3.5966983419230916,-0.33332028367553895,0.06277,0.1,0.164168,0.2,1570,725,1590,33570,38238,38231,0,0,0,0,3800,3807,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
24,0.9417098838443575,-3.6087158683365077,-3.6311176204975775,-0.32124598614050526,0.06177,0.1,0.162765,0.2,1204,718,1606,32973,37849,37838,0,0,0,0,3788,3808,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
25,0.9336494304288185,-3.5832100972775347,-3.678757205283824,-0.31495280920631485,0.060801,0.1,0.161374,0.2,1262,963,1593,33534,38290,38282,0,0,0,0,3856,3863,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
26,0.9429727299970033,-3.2672816978452683,-3.6084138411258686,-0.1951089674570341,0.059863,0.1,0.159995,0.2,1186,717,1611,33370,38109,38101,0,0,0,0,3816,3831,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
27,0.9390629231741446,-3.1810161702498965,-3.611198945808868,-0.1320374956262274,0.058953,0.1,0.158627,0.2,1242,783,1512,33231,38173,38166,0,0,0,0,3804,3822,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
28,0.9388035208115769,-3.1438146709859445,-3.6979304842801266,-0.09780468553347768,0.05807,0.1,0.157271,0.2,1168,883,1231,33515,38502,38500,0,0,0,0,3727,3727,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
29,0.9339554702034447,-3.3772186774682367,-3.8104310661496625,-0.13830759029035314,0.057213,0.1,0.155927,0.2,1312,889,1563,33326,38096,38094,0,0,0,0,3785,3785,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
30,0.9369792136690431,-3.301814378762737,-3.849099505061951,-0.09377260222551848,0.056381,0.1,0.154594,0.2,1235,860,1660,33243,38148,38143,0,0,0,0,3841,3843,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
31,0.9386024927863879,-3.390986693270216,-3.9264014946382804,-0.10974573546504326,0.055573,0.1,0.153273,0.2,1240,824,1667,33617,38625,38614,0,0,0,0,3774,3789,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
32,0.9350679931712486,-3.5272259659855227,-3.984215156364303,-0.1212596518188541,0.054788,0.1,0.151963,0.2,1209,997,1531,33974,38910,38905,0,0,0,0,3801,3805,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
33,0.9328975773566802,-3.6421743385306873,-4.011779231378267,-0.1328667330107881,0.054025,0.1,0.150664,0.2,1335,903,1551,33352,38347,38339,0,0,0,0,3846,3843,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
34,0.9380317005462524,-3.7410801931638256,-4.04352315410818,-0.13407624177662789,0.053282,0.1,0.149376,0.2,1310,766,1530,33501,38365,38353,0,0,0,0,3807,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
35,0.9341409161957437,-3.5015749783232923,-4.043253812313087,-0.060596548649223,0.05256,0.1,0.1481,0.2,1354,837,1585,33268,38216,38212,0,0,0,0,3838,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
36,0.9388340807174888,-3.6878398147287115,-4.155535183475132,-0.11268626944005114,0.051857,0.1,0.146834,0.2,1252,794,1556,33450,38249,38247,0,0,0,0,3906,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
37,0.9424560778727445,-3.7277449774504454,-4.188405191234874,-0.14298087082252808,0.051173,0.1,0.145579,0.2,1186,753,1558,33696,38508,38494,0,0,0,0,3824,3832,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
38,0.9365207270122661,-4.033562026293885,-4.349969262623689,-0.24424227578099336,0.050507,0.1,0.144335,0.2,1356,771,1623,33507,38332,38325,0,0,0,0,3769,3772,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
39,0.9372662564844976,-3.9308309697565282,-4.383818428572199,-0.2020277090933962,0.049857,0.1,0.143101,0.2,1196,884,1453,33156,38040,38034,0,0,0,0,3761,3760,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
40,0.9422272672959733,-3.7807976196971613,-4.341579284713452,-0.13325215921361663,0.049224,0.1,0.141878,0.2,1240,694,1501,33476,38463,38457,0,0,0,0,3685,3686,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
41,0.9354654483152485,-3.7544885908590673,-4.330474225900879,-0.12531073295867168,0.048607,0.1,0.140665,0.2,1306,841,1549,33269,38073,38067,0,0,0,0,3836,3855,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
42,0.9362147924212039,-3.673537180274351,-4.324803687142413,-0.08464719564009505,0.048006,0.1,0.139463,0.2,1344,787,1621,33409,38101,38094,0,0,0,0,3883,3873,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
43,0.9335648766586517,-3.720607010707707,-4.3640816459904235,-0.08346179039880915,0.047418,0.1,0.138271,0.2,1435,803,1502,33687,38535,38525,0,0,0,0,3724,3744,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
44,0.9372508757096267,-3.589134394194958,-4.3581179674504735,-0.022959098780967645,0.046846,0.1,0.137089,0.2,1202,876,1407,33116,38051,38046,0,0,0,0,3792,3800,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
45,0.9390062922949068,-3.6904944167825313,-4.434110500294715,-0.0535195328101455,0.046286,0.1,0.135918,0.2,1226,829,1592,33692,38434,38430,0,0,0,0,3826,3816,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
46,0.9428861303413703,-3.5186515503758637,-4.397897892708025,0.013999836146063984,0.04574,0.1,0.134756,0.2,1097,817,1597,33512,38510,38496,0,0,0,0,3851,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
47,0.938797584352372,-3.308067682809771,-4.316883963508025,0.08560812068568086,0.045207,0.1,0.133604,0.2,1218,819,1657,33283,38154,38147,0,0,0,0,3725,3732,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
48,0.933736555135119,-3.3897387344253107,-4.331557106612291,0.06706979693553858,0.044686,0.1,0.132462,0.2,1209,1015,1686,33563,38339,38333,0,0,0,0,3803,3823,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
49,0.9383180382127275,-3.3650736672694177,-4.332186065976626,0.06535534963288528,0.044177,0.1,0.13133,0.2,1142,908,1828,33235,38088,38078,0,0,0,0,3819,3824,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
50,0.9424839323970483,-3.512467019444341,-4.360745628789864,0.023941296958025785,0.04368,0.1,0.130208,0.2,1159,774,1671,33608,38618,38614,0,0,0,0,3889,3869,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
51,0.9345904191265016,-3.786145166482912,-4.473543077915143,-0.03949660599301795,0.043193,0.1,0.129095,0.2,1293,934,1509,34047,38861,38854,0,0,0,0,3850,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
52,0.93757609954563,-3.87527369114163,-4.530939687915953,-0.03944428079578873,0.042717,0.1,0.127991,0.2,1245,857,1556,33673,38572,38568,0,0,0,0,3732,3733,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
53,0.9324942791762014,-4.0761211583607535,-4.6203034927898035,-0.08792982216446119,0.042252,0.1,0.126897,0.2,1382,919,1604,34086,38874,38869,0,0,0,0,3899,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9425929261994835,-3.704442498746482,-4.525264336906878,0.03473862047789966,0.041796,0.1,0.125813,0.2,1140,772,1491,33306,38304,38298,0,0,0,0,3731,3738,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.939446419347978,-4.0393134370500725,-4.6642369487848585,-0.05224102367942855,0.041351,0.1,0.124737,0.2,1145,848,1292,32913,37798,37789,0,0,0,0,3767,3774,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.9366568739133041,-4.071156496604529,-4.699774393621947,-0.049320935803303385,0.040914,0.1,0.123671,0.2,1283,830,1564,33358,38426,38421,0,0,0,0,3903,3910,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9404904664827917,-3.713871100073299,-4.6104477064274185,0.06512941574573743,0.040487,0.1,0.122614,0.2,1279,706,1825,33356,38271,38263,0,0,0,0,3752,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9339774557165862,-3.898073657795505,-4.7098068033189735,0.03617432942945738,0.040069,0.1,0.121566,0.2,1382,832,1647,33534,38235,38228,0,0,0,0,3833,3827,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.9294463062368398,-4.191149415399903,-4.832386739338203,-0.052207028312869164,0.039659,0.1,0.120527,0.2,1464,915,1828,33719,38344,38338,0,0,0,0,3790,3792,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9267452564064496,-4.199404421431542,-4.909602519324119,-0.0497171802159588,0.039258,0.1,0.119497,0.2,1346,1121,1649,33677,38559,38547,0,0,0,0,3674,3680,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.93363423107759,-4.219482912816972,-4.944353100083104,-0.05267139556186401,0.038864,0.1,0.118476,0.2,1209,1026,1470,33677,38400,38395,0,0,0,0,3897,3901,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9397897897897898,-4.16083022521692,-4.964870818182176,-0.027209799635228352,0.038479,0.1,0.117463,0.2,1210,795,1584,33300,38212,38204,0,0,0,0,3840,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9396320771566351,-4.323872258422846,-5.0087325493231365,-0.06772306951539325,0.0381,0.1,0.116459,0.2,1153,875,1416,33594,38614,38606,0,0,0,0,3781,3780,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9457939451956444,-4.100164477015273,-4.971355071507256,-0.004631147115510629,0.03773,0.1,0.115464,0.2,1124,688,1372,33428,38280,38273,0,0,0,0,3802,3801,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9370353649360421,-4.161075270973127,-5.014783597391783,-0.012078641972317318,0.037366,0.1,0.114477,0.2,1197,895,1461,33225,38071,38070,0,0,0,0,3892,3887,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9373369730057628,-4.033446862072327,-4.998713117477662,0.048638041940097104,0.03701,0.1,0.113498,0.2,1260,806,1576,32970,37736,37732,0,0,0,0,3834,3826,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9343286261369076,-4.191964354732298,-5.039622279447593,-0.006141605571752202,0.03666,0.1,0.112528,0.2,1302,893,1652,33424,38376,38369,0,0,0,0,3909,3909,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9349278501479605,-4.078684404736923,-5.03010323112136,0.04589791900370676,0.036316,0.1,0.111567,0.2,1235,898,1452,32779,37591,37586,0,0,0,0,3781,3781,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9388408201967524,-4.2263987372860905,-5.050982533318312,-0.009294076818510999,0.035979,0.1,0.110613,0.2,1155,909,1572,33748,38609,38599,0,0,0,0,3886,3882,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.936365814218123,-4.176947374981607,-5.050971098186627,0.0001445410243236531,0.035649,0.1,0.109668,0.2,1296,829,1804,33394,38079,38078,0,0,0,0,3908,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9334456862397256,-4.389627060635849,-5.110208250878509,-0.05527763718305148,0.035324,0.1,0.10873,0.2,1263,988,1474,33822,38649,38649,0,0,0,0,3874,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.9382216402809189,-4.331616926650594,-5.0937268811454866,-0.019016216952706562,0.035005,0.1,0.107801,0.2,1229,847,1731,33604,38571,38569,0,0,0,0,3805,3790,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.9373789156806056,-4.363041828953447,-5.112707340472417,-0.015309397435279929,0.034692,0.1,0.10688,0.2,1175,926,1599,33551,38560,38551,0,0,0,0,3877,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.931783266367289,-4.596124826296485,-5.24128487643754,-0.08974261672421724,0.034384,0.1,0.105966,0.2,1330,979,1604,33848,38658,38653,0,0,0,0,3965,3955,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.9319498069498069,-4.374874839381311,-5.166058902498627,-0.02881493184073578,0.034082,0.1,0.10506,0.2,1217,1039,1667,33152,38124,38116,0,0,0,0,3783,3769,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.937473860309494,-4.316828182118397,-5.153325371256708,-0.010559088973713788,0.033785,0.1,0.104162,0.2,1294,799,1432,33474,38294,38289,0,0,0,0,3839,3820,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.939568172970383,-4.0878448675132395,-5.0948337196354485,0.06758795778336969,0.033493,0.1,0.103272,0.2,1158,860,1535,33393,38572,38567,0,0,0,0,3797,3817,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.941016989998795,-4.063666716770897,-5.097764795280555,0.08679189848076206,0.033206,0.1,0.102389,0.2,1173,785,1576,33196,38381,38375,0,0,0,0,3738,3736,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9359657526044785,-4.007122990369149,-5.085187168756474,0.12126713570119557,0.032925,0.1,0.101514,0.2,1253,886,1692,33404,38239,38235,0,0,0,0,3824,3825,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9348698884758364,-4.190645938772122,-5.149700060541523,0.08053733395895343,0.032647,0.1,0.100647,0.2,1374,816,1845,33625,38303,38293,0,0,0,0,3881,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9438688170105415,-3.9970093592661473,-5.107811138651401,0.15506444984452997,0.032375,0.1,0.099786,0.2,1124,745,1596,33297,38326,38323,0,0,0,0,3818,3815,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9316310952794324,-4.247166660384124,-5.213950088744933,0.09156169104176759,0.032107,0.1,0.098934,0.2,1188,1096,1554,33407,38496,38496,0,0,0,0,3915,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9414783469883857,-4.272056039130925,-5.2120403583440265,0.086930982523828,0.031843,0.1,0.098088,0.2,1202,748,1925,33321,38379,38371,0,0,0,0,3911,3909,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9393765480577538,-4.183430752042088,-5.176884172604883,0.13103131379210736,0.031584,0.1,0.09725,0.2,1218,789,1440,33106,38113,38108,0,0,0,0,3753,3773,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9388339096220341,-4.1825489667071665,-5.190318187076574,0.15546706279001085,0.031329,0.1,0.096418,0.2,1219,833,1537,33548,38405,38401,0,0,0,0,3800,3796,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9443367818490802,-4.153173995804144,-5.195729253157299,0.16414117525420638,0.031077,0.1,0.095594,0.2,1111,756,1687,33541,38451,38442,0,0,0,0,3782,3788,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9408534009294466,-4.124879195183506,-5.204130343176941,0.17800752454211594,0.03083,0.1,0.094777,0.2,1010,950,1826,33138,38281,38279,0,0,0,0,3826,3846,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9374326750448833,-4.186018234953883,-5.2556358802133545,0.1700137338435972,0.030587,0.1,0.093967,0.2,1303,788,1602,33420,37952,37948,0,0,0,0,3807,3801,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9388456937799043,-4.194037078604283,-5.261094875765377,0.1707609886592894,0.030348,0.1,0.093164,0.2,1252,793,1598,33440,38267,38257,0,0,0,0,3842,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9448544729480388,-4.215845105695886,-5.275394863814649,0.1810621163235325,0.030112,0.1,0.092368,0.2,1163,690,1789,33602,38542,38537,0,0,0,0,3771,3780,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9397088774409967,-4.268388106981119,-5.298480171453764,0.17814643714065073,0.02988,0.1,0.091578,0.2,1117,896,1532,33388,38193,38187,0,0,0,0,3883,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9399903984637542,-4.334733301951607,-5.324856289135056,0.17407562364434115,0.029652,0.1,0.090796,0.2,1213,787,1874,33328,38249,38240,0,0,0,0,3839,3844,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9357036151777711,-4.6247926229209515,-5.425751330624302,0.09838774424259861,0.029427,0.1,0.09002,0.2,1306,846,1730,33470,38280,38273,0,0,0,0,3785,3793,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9358479179239589,-4.747523520436807,-5.501596350392938,0.0735666722183843,0.029205,0.1,0.08925,0.2,1186,940,1509,33140,38068,38065,0,0,0,0,3826,3818,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9441284710605554,-4.647065102975731,-5.511164207937981,0.12281893058003758,0.028987,0.1,0.088487,0.2,1163,674,1496,32879,37635,37628,0,0,0,0,3824,3816,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.944114826800911,-4.272925985092686,-5.418648393295289,0.25198023783160195,0.028772,0.1,0.087731,0.2,1071,794,1570,33372,38495,38490,0,0,0,0,3692,3684,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.936762301174372,-4.3558732669845215,-5.455573076354994,0.23405601780173405,0.02856,0.1,0.086981,0.2,1171,956,1605,33635,38489,38481,0,0,0,0,3711,3706,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9378018786855128,-4.521361773561031,-5.514447468148693,0.16792106578468388,0.028351,0.1,0.086238,0.2,1222,877,1754,33747,38676,38672,0,0,0,0,3901,3921,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9444494816695379,-4.544715824524705,-5.5303534844582,0.18278326541377451,0.028145,0.1,0.085501,0.2,1140,698,1436,33087,37962,37957,0,0,0,0,3936,3926,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9401565322095123,-4.427031211482679,-5.509370464673339,0.22233265630115384,0.027942,0.1,0.08477,0.2,1172,816,1825,33220,38289,38287,0,0,0,0,3866,3880,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9411695040710585,-4.463654818907937,-5.554862364820956,0.21745096279341558,0.027742,0.1,0.084045,0.2,1174,813,1522,33775,38700,38695,0,0,0,0,3881,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9427909463553734,-4.447643933421802,-5.579473298129463,0.24030887100617332,0.027545,0.1,0.083327,0.2,1165,761,1671,33666,38720,38716,0,0,0,0,3827,3837,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9383255953272428,-4.560734661257668,-5.615603314216772,0.23765582293328152,0.027351,0.1,0.082615,0.2,1258,801,1821,33385,38293,38284,0,0,0,0,3830,3830,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.931804465902233,-4.776704251249159,-5.68476162680531,0.1806343973685791,0.02716,0.1,0.081909,0.2,1371,889,1549,33140,37908,37904,0,0,0,0,3854,3864,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.935252229070672,-4.976663472273289,-5.7223336828576175,0.11421723578464438,0.026971,0.1,0.081209,0.2,1219,945,1641,33422,38334,38331,0,0,0,0,3917,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9363984212587749,-4.827696950753511,-5.688293278812946,0.1447338188522577,0.026784,0.1,0.080515,0.2,1162,949,1890,33191,38188,38182,0,0,0,0,3931,3926,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9332720697219422,-4.872436557737767,-5.689717774448351,0.13673960641489738,0.026601,0.1,0.079826,0.2,1286,965,1721,33734,38625,38618,0,0,0,0,4010,4029,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9424533974744438,-4.680074407522339,-5.641487290130618,0.20786232179431616,0.026419,0.1,0.079144,0.2,1167,747,1582,33260,38171,38166,0,0,0,0,3883,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9344011976047905,-4.9159544994296835,-5.7129895493562195,0.1390476487719497,0.026241,0.1,0.078468,0.2,1318,873,1905,33400,38090,38083,0,0,0,0,3820,3820,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9325842696629214,-5.095759614189219,-5.772889188769925,0.0882563731241845,0.026064,0.1,0.077797,0.2,1251,1005,1575,33464,38478,38474,0,0,0,0,3927,3945,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.9397216082203238,-4.972953602528915,-5.746785171898827,0.1305187558896117,0.02589,0.1,0.077132,0.2,1181,837,1559,33478,38442,38436,0,0,0,0,3927,3919,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
