episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,unmet_starvation_deficit,starvation_variance,work_ratio,imbalance_hotspot_distance,starvation_count,congestion_count,imbalance_asymmetry,hotspot_imbalance_mass,time_of_day_fraction,day_of_week_fraction,hours_until_peak_fraction,multi_horizon_starvation_risk,multi_horizon_congestion_risk,temporal_demand_gradient,future_net_pressure
10,0.9361766121270453,-33.084889173002125,-15.760868797097283,-10.9020148854616,-14.438786417445563,-9.926086504845117,-56.65630528516077,-55.5584215319172,-18.310558905387186,-8.98382307274901,-56.61335812267967,-5.637231639452548,-12.92231076174908,-8.581793759270939,-8.220247862522573,-9.322332920747842,-25.46052388878698,-11.960043229544484,-31.03302689977499,-18.905875756273055,-14.179013416728974,0.0,-8.220247862522573
11,0.9308894780144438,-33.6754509919503,-16.104460444907975,-11.111698529933179,-14.763579456261857,-10.11959289464162,-57.30175899174687,-56.12785198238491,-18.65634986695328,-9.174298911635582,-57.271988656396445,-5.44404316683271,-13.22208559547872,-8.764965145562504,-8.349589573483986,-9.388234311323837,-25.29277094594023,-10.746802334904267,-29.8492677202635,-19.25480194151457,-14.42064905043566,0.0,-8.349589573483986
12,0.9367843944993033,-34.15485122131026,-16.39488776335611,-11.287709960177807,-15.039729786054494,-10.282628862177397,-57.738573629233464,-56.4815133688751,-18.94033466327441,-9.33503077593107,-57.72970477692848,-5.209215546605694,-13.492109713572404,-8.922895274347416,-8.446645224941866,-9.419613862298442,-25.06564208382382,-9.637272111471994,-28.62383723702694,-19.539040007607472,-14.615811213702694,0.0,-8.446645224941866
13,0.9391500904159132,-34.49017471478051,-16.612015893988698,-11.423724208815772,-15.24848711624939,-10.41011341616706,-57.91719277106324,-56.615448043277965,-19.143890564431103,-9.453642783096223,-57.92937557236527,-4.998462735629268,-13.696870667260791,-9.0509456581304,-8.497027792380809,-9.409360458640524,-24.752598777464133,-8.530380086702525,-27.45355934689103,-19.73891200335894,-14.751262711421415,0.0,-8.497027792380809
14,0.9330275786660187,-34.91114813573168,-16.86029587481214,-11.573347238758181,-15.484364064583941,-10.547324169602133,-58.32900929817793,-56.91245309009075,-19.394136401958836,-9.591677254834892,-58.36938580976154,-4.844369762399145,-13.91962905104883,-9.177400209183357,-8.587669806423966,-9.44493324985425,-24.62858056875516,-7.61719856491222,-26.473091830288304,-19.988610910741,-14.922537224990535,0.0,-8.587669806423966
15,0.9275819585925058,-35.34485321610177,-17.11584953018642,-11.72696399891279,-15.726579006912372,-10.688369943027986,-58.763676800118496,-57.247665717249895,-19.655875277368697,-9.73293898974687,-58.836085408622125,-4.713699565160854,-14.150172609971523,-9.308907845848047,-8.698921771790108,-9.489043260413975,-24.608207861510653,-6.694575709345508,-25.75613650822656,-20.24917624212689,-15.095676973974813,0.0,-8.698921771790108
16,0.9373526745240254,-35.773649464843224,-17.3694221360565,-11.879062737512022,-15.966563363968284,-10.827915716133008,-59.18754269203252,-57.57656336108279,-19.91437817643688,-9.872458861587681,-59.29094795551098,-4.591834598545168,-14.380296815000658,-9.4408415912343,-8.806690142571021,-9.52833269211431,-24.581751187057154,-5.749472872971158,-25.089106218391606,-20.506124333543514,-15.267525131299651,0.0,-8.806690142571021
17,0.9369620560067887,-36.09670221353511,-17.57807165153171,-11.995904671874055,-16.166743527786128,-10.935685225201295,-59.40060095034331,-57.6762421214518,-20.117013391518526,-9.98682446000093,-59.54214395670487,-4.446699869679833,-14.583919398440775,-9.542851614838815,-8.887468415977338,-9.53559363362397,-24.485463898374892,-4.764002939819439,-24.370882805055732,-20.703375561107723,-15.393326652427483,0.0,-8.887468415977338
18,0.9371645661219321,-36.337361251650634,-17.742728289560286,-12.096583026361161,-16.326615760173954,-11.03006369125345,-59.42162426897945,-57.63493818595401,-20.268579996728008,-10.07465151870999,-59.60726095426149,-4.265006339329881,-14.749613091780896,-9.642429673241383,-8.914095228842262,-9.50555138939365,-24.265985276274197,-3.75597153404713,-23.459606189243626,-20.847555202890902,-15.489806048759757,0.0,-8.914095228842262
19,0.925346540633588,-36.6145357740203,-17.929113832462264,-12.209321430199893,-16.507883590453467,-11.13487810897748,-59.513065153461035,-57.64969939844018,-20.441716068479817,-10.175904932960151,-59.73669528021088,-4.119430660715783,-14.94008247783513,-9.745451060220768,-8.956652970616437,-9.487663813436953,-24.120789430564944,-2.70957786185054,-22.66386396521951,-21.013932587098864,-15.600603186921392,0.0,-8.956652970616437
20,0.9287923854848305,-36.92345974286787,-18.12516580727414,-12.326570905363905,-16.694249992347046,-11.24326957040494,-59.70696669474653,-57.760985727609075,-20.631987347786694,-10.282175511666594,-59.97135677247652,-4.025612417661694,-15.128972534082147,-9.852400451480975,-9.028207873034392,-9.488735515230701,-24.0639736424946,-1.7656119354631354,-22.088248443837653,-21.201573217207997,-15.721886525659896,0.0,-9.028207873034392
21,0.9354386392733036,-37.26408049636513,-18.32811869293784,-12.450563751222166,-16.884565745321773,-11.356974465485719,-59.98790923144943,-57.958566042387304,-20.839744947823448,-10.392547549775154,-60.29795963535922,-3.931944881501387,-15.311194014250411,-9.955588327990439,-9.105907200961944,-9.507060236452645,-24.093937600470426,-0.9141768258736791,-21.633326084967532,-21.405660336235055,-15.858420160130086,0.0,-9.105907200961944
22,0.9371538070002096,-37.61463707732256,-18.53410712954773,-12.572520681193375,-17.077553000277476,-11.468435070393797,-60.31618373045269,-58.19796091880437,-21.054806757525288,-10.506070428265128,-60.675991080022214,-3.886914323213397,-15.499833508342654,-10.06044681401837,-9.198327981742368,-9.541691653467598,-24.19938249169853,-0.12758274511898937,-21.38444543636211,-21.61666742310587,-15.997969654216718,0.0,-9.198327981742368
23,0.9400654054219261,-37.95683667559098,-18.737395998033467,-12.69345950553994,-17.268901753085142,-11.579011900215622,-60.62157844800706,-58.42530808962654,-21.26237470147739,-10.6184128869458,-61.032714651265486,-3.8103633750984884,-15.690136357802748,-10.16291002317726,-9.278980187666754,-9.572746644669824,-24.286806398977927,0.0,-21.064391281454565,-21.820718048995897,-16.136118626595106,0.0,-9.278980187666754
24,0.9359180332838218,-38.16522598064964,-18.881662937210372,-12.769385176264956,-17.408341035511786,-11.649168045352873,-60.72412817903915,-58.44434769710001,-21.395827445271863,-10.69791353791294,-61.166863115042624,-3.7263056000612274,-15.834101896532998,-10.234348875398178,-9.326651019454962,-9.568355489072363,-24.278212304146304,0.0,-20.577816095909906,-21.94839901483383,-16.216826965815827,0.0,-9.326651019454962
25,0.9308273414034769,-38.43826128068886,-19.05100395934268,-12.869361562557726,-17.569820590524664,-11.741006730867927,-60.88049366526366,-58.52703894073412,-21.5651650517093,-10.790775709727594,-61.38234608987569,-3.6685631998567048,-15.99930966385585,-10.323141697017642,-9.376896980131624,-9.574287824835691,-24.343712441352753,0.0,-20.237426570614673,-22.111143210521348,-16.327118070167522,0.0,-9.376896980131624
26,0.9352848242763884,-38.65005708051943,-19.194564781386077,-12.952492642598122,-17.707311730136375,-11.818274303051505,-60.94079789170788,-58.52771258807796,-21.70069930459379,-10.868021714991043,-61.47963435016215,-3.5821219541701876,-16.138655258352724,-10.402669235306691,-9.416924693584166,-9.55763420597669,-24.319984069367127,0.0,-19.788529808450733,-22.240216070903468,-16.409841009615917,0.0,-9.416924693584166
27,0.9352423171389205,-38.81050166954251,-19.311248778985107,-13.01832953630014,-17.821013271733033,-11.880227926338698,-60.94716816416409,-58.456372545200146,-21.807435827380584,-10.930946882232272,-61.52373656313806,-3.50401175806632,-16.262508057182604,-10.47357644811029,-9.451283869528455,-9.541717538173762,-24.29526432123027,0.0,-19.35334119501293,-22.340069298468215,-16.470432371074185,0.0,-9.451283869528455
28,0.9350245303338518,-39.00163423913931,-19.43872052826445,-13.094160027151858,-17.9436971143173,-11.951169646154831,-60.993612470794744,-58.439675660866236,-21.92967825817928,-10.999927540901464,-61.629488022712984,-3.4394914921109936,-16.388252937867552,-10.548457696627464,-9.489379959689431,-9.53201569462437,-24.28386096373788,0.0,-18.90770549703666,-22.456282730416135,-16.545351508723112,0.0,-9.489379959689431
29,0.9359956566326838,-39.17399457637527,-19.557445539126398,-13.162503356197591,-18.057489895036888,-12.014162306949373,-61.00155068797792,-58.4031763590931,-22.04223064083386,-11.063368537533119,-61.69587690838644,-3.3703175296987986,-16.507604198677367,-10.612316596922728,-9.517852754610058,-9.514087942618078,-24.271673373639043,0.0,-18.51489602601225,-22.56142237896183,-16.61257219741341,0.0,-9.517852754610058
30,0.9411280989218493,-39.346199539743886,-19.677350625026264,-13.23692265422468,-18.172849971936508,-12.083860944113628,-61.00120542561588,-58.364882484293645,-22.154544929752504,-11.126935690431418,-61.74648063198602,-3.3061538966968187,-16.629894366238844,-10.687817962383297,-9.549250540740404,-9.494898046872251,-24.27405481932691,0.0,-18.208853913260377,-22.66704882278549,-16.679150716958382,0.0,-9.549250540740404
31,0.9322693537681772,-39.51857547786363,-19.7978726764893,-13.310704986785693,-18.289025173006713,-12.152655552664301,-60.98631558443695,-58.33437181235332,-22.26696730761569,-11.191016826952737,-61.77502462393109,-3.222783149931826,-16.75667505123981,-10.7597415084828,-9.572459682739884,-9.469207479141748,-24.28541731709444,0.0,-17.92538783027751,-22.771893243966115,-16.74668223389752,0.0,-9.572459682739884
32,0.9385266979276963,-39.66442457620281,-19.903172557975896,-13.374392596693164,-18.392041132897248,-12.211878402823636,-60.95347379634168,-58.25969535052576,-22.36295287472618,-11.248076402848856,-61.79368610992679,-3.1595388892322043,-16.870457843608868,-10.82428453253666,-9.594411362238345,-9.446632056670039,-24.315546085943556,0.0,-17.622018764483776,-22.861172070858977,-16.80325250534384,0.0,-9.594411362238345
33,0.9341001311895536,-39.812041649229535,-20.00431859721414,-13.434460518012598,-18.489743542032347,-12.267902065508078,-60.949648952568744,-58.19395104438201,-22.460448476955648,-11.302348473824557,-61.84171809210166,-3.1126854728075015,-16.975085892151775,-10.883036046624001,-9.623497749538535,-9.430152622020037,-24.349725883107837,0.0,-17.399554943633163,-22.952082038110746,-16.85995961111876,0.0,-9.623497749538535
34,0.9367909736526578,-39.95994855388713,-20.110791919911286,-13.494477572101205,-18.592330185914005,-12.323591359410619,-60.934845068437355,-58.12813514227932,-22.5573026018001,-11.359481785981991,-61.8739151724662,-3.042584058851363,-17.08542179358237,-10.940931298285456,-9.654781959277074,-9.407192435160026,-24.355669721677607,0.0,-17.138346058836994,-23.044327930028516,-16.915620623858565,0.0,-9.654781959277074
35,0.9379145340561494,-40.07061431334886,-20.19721220498284,-13.54523261653873,-18.676887329907753,-12.371789831519143,-60.86208607856139,-58.00486656017705,-22.63315362866601,-11.405173832739063,-61.842081297869235,-2.9674179728540886,-17.181444093184872,-10.995513502528365,-9.667828192337284,-9.376607834493528,-24.35515371636135,0.0,-16.874153781469168,-23.113093078997064,-16.95752123435182,0.0,-9.667828192337284
36,0.93073828751172,-40.24370151481418,-20.311897856496167,-13.612597187645115,-18.78609188310295,-12.434154287009358,-60.927412107837654,-58.025392264807316,-22.742778519950484,-11.4674673803338,-61.9464023131017,-2.9322050667835984,-17.296707477725022,-11.0591057389207,-9.700410020062296,-9.369946082882938,-24.460164986578132,0.0,-16.751098486324004,-23.217556513544654,-17.02614500126957,0.0,-9.700410020062296
37,0.9353110219721008,-40.395647389635094,-20.412658230839433,-13.675711752928645,-18.88224192358363,-12.492952462466894,-60.94503348959973,-57.9948847711975,-22.84024380668555,-11.521677988762269,-62.01826811433183,-2.9117518084198615,-17.39975209612676,-11.118002215731346,-9.726514767965357,-9.357884782128808,-24.530572415009928,0.0,-16.57848271377255,-23.309327639741802,-17.08631974989335,0.0,-9.726514767965357
38,0.9401796407185629,-40.58392664494003,-20.532381049502476,-13.747866398516944,-18.9958118008879,-12.559257854936837,-61.04173327888727,-58.03926992796344,-22.960372508399352,-11.587003143306674,-62.15085944443459,-2.87884266725565,-17.516828156918915,-11.18500656290259,-9.764144266940505,-9.35544292706587,-24.637188853290045,-0.0014711652261880516,-16.501030066770948,-23.422847842036315,-17.16107880290377,0.0,-9.764144266940505
39,0.940054661402976,-40.64806656855477,-20.59906897765134,-13.786537059669923,-19.062179088438857,-12.596963878861347,-60.865778537793716,-57.83116301540434,-23.01007470894772,-11.620580850341879,-62.01473342021376,-2.794033867513746,-17.594312657873186,-11.23226578437788,-9.764217462725005,-9.306414609836526,-24.548606616700585,0.0,-16.14811023482993,-23.465314637778643,-17.182751930776277,0.0,-9.764217462725005
40,0.9393083765977472,-40.724279803511926,-20.66776510575914,-13.819464826865513,-19.12990259268304,-12.628381084146023,-60.77390145038954,-57.6741264814104,-23.0645883378432,-11.656728949272832,-61.961117035036175,-2.7376567602919835,-17.670415489945153,-11.266775883949936,-9.772938670768243,-9.276690451465987,-24.574293704049055,0.0,-15.969533507269123,-23.514042791976568,-17.210237011535497,0.0,-9.772938670768243
41,0.9363506489558953,-40.86552812922249,-20.762318397298625,-13.873465052948077,-19.22074176814425,-12.678499733179724,-60.809251108080765,-57.66192689726436,-23.15637225156697,-11.707930499091336,-62.035593026417814,-2.7055511013462135,-17.765566542838403,-11.316393547050632,-9.803618020459442,-9.269364776920355,-24.64881078656641,0.0,-15.86521541911889,-23.600499428975095,-17.265028700247445,0.0,-9.803618020459442
42,0.9358104012607589,-40.987529991126316,-20.847546983993904,-13.922620586633531,-19.30269330007539,-12.723981683176007,-60.80966173077443,-57.61534399044333,-23.23642063353934,-11.75360866140348,-62.07049055085828,-2.6783912841040975,-17.854694623219295,-11.364745319717692,-9.82591474112777,-9.255595740433266,-24.713665603081832,0.0,-15.77716395453676,-23.67524808434181,-17.312281906784435,0.0,-9.82591474112777
43,0.9344986034777908,-41.150462104219436,-20.946958366994444,-13.981308400130885,-19.395910982130154,-12.777728331600782,-60.90675916675565,-57.6620307947387,-23.340741341803447,-11.80692082057718,-62.21309965379773,-2.6708401586541175,-17.948889764878494,-11.416990829686082,-9.867582069387078,-9.259490554922639,-24.84914175094752,0.0,-15.792493098242934,-23.774284770690535,-17.376177333528755,0.0,-9.867582069387078
44,0.9397612376659764,-41.26930011404868,-21.02863640582268,-14.027220476648306,-19.47441127906838,-12.8194138554856,-60.92090627675919,-57.62529915242111,-23.418205474346074,-11.852047249907166,-62.26741899874786,-2.6353112888390493,-18.034413302363795,-11.45893617911477,-9.887358257972807,-9.251522378998418,-24.940223024295264,0.0,-15.704996324572909,-23.846359371542142,-17.42294074250638,0.0,-9.887358257972807
45,0.9353898834554848,-41.37015947589305,-21.103620255557626,-14.07013047553448,-19.54731326729878,-12.858991886154472,-60.8899883939572,-57.552860453736734,-23.486824153886417,-11.89262365078582,-62.26787119940742,-2.586612080485517,-18.114111180844787,-11.501252306395584,-9.901724357553475,-9.232257654036275,-24.982789999250095,0.0,-15.56677206224508,-23.90844961662874,-17.46170985926407,0.0,-9.901724357553475
46,0.9356276747503567,-41.490906012617884,-21.18454489907867,-14.11714961069553,-19.625056549526843,-12.90239665983517,-60.90409387209187,-57.52547345743512,-23.566013886056144,-11.936488109940022,-62.329632244166525,-2.5457900660956496,-18.197033354560325,-11.543696508154955,-9.92515155914014,-9.223886829471992,-25.06099119909755,0.0,-15.483118399743004,-23.981870722533046,-17.509035290084594,0.0,-9.92515155914014
47,0.9310120403514481,-41.66777557146329,-21.28836553021505,-14.178489858648971,-19.7232050796592,-12.957882787546096,-61.06658402946819,-57.62962316368054,-23.675041510135063,-11.994831126952464,-62.53291730717299,-2.550826644386302,-18.295714700148636,-11.593519385192925,-9.964573761244644,-9.242810951226724,-25.237963610796697,0.0,-15.51350017947981,-24.08629857044845,-17.581477001014463,0.0,-9.964573761244644
48,0.9363268534574549,-41.75106418781728,-21.353910609767784,-14.213262121145037,-19.7871541550441,-12.990143607579856,-61.02519944109593,-57.535547540066645,-23.73293603501636,-12.030054824835393,-62.52527278552433,-2.5238625333766285,-18.366860934042247,-11.627235947360868,-9.980754742080908,-9.222371651740369,-25.287938143872207,0.0,-15.420879150262767,-24.13881263782152,-17.612251549995243,0.0,-9.980754742080908
49,0.9376612467750645,-41.81615814790587,-21.409273149616652,-14.243554764802262,-19.841416202191727,-13.018937263727201,-60.9625846210887,-57.44263490314721,-23.780533369668145,-12.058809962528134,-62.49284998236271,-2.488549592718636,-18.427813400367327,-11.658933244290193,-9.989699923438334,-9.20103814240578,-25.33466265310442,0.0,-15.306207457802756,-24.18031467267033,-17.635843475235024,0.0,-9.989699923438335
50,0.9391980086816623,-41.91913572570036,-21.479366942605946,-14.285820236939836,-19.908510044267263,-13.058067491741397,-60.97597506638988,-57.43145831385021,-23.849566422118514,-12.096660333973022,-62.543021222258496,-2.459264238915476,-18.496740457120634,-11.697940842451596,-10.012908896879965,-9.193927034304748,-25.4356898877224,0.0,-15.28678549819315,-24.24392255880886,-17.675213166890984,0.0,-10.012908896879967
51,0.9375600096015363,-41.99913572242769,-21.542619617238604,-14.320621763105764,-19.970245739923527,-13.090295430505366,-60.9335975972935,-57.36469762321983,-23.905377363149896,-12.130217271782179,-62.528507385751126,-2.4174166766460776,-18.566643661178546,-11.729145501782595,-10.024581376628623,-9.174581320007048,-25.47639097704606,0.0,-15.181419710015513,-24.294118549910387,-17.70501717251678,0.0,-10.024581376628625
52,0.9372715086522057,-42.09898005136221,-21.60781698089218,-14.360117046820848,-20.032571429186454,-13.126865167456387,-60.95543608284327,-57.35413381999167,-23.971005242973742,-12.165678549768971,-62.58687498154606,-2.40696637446102,-18.631536803016086,-11.765287986437508,-10.044121116557294,-9.170789686051691,-25.5692007652203,0.0,-15.12823303768991,-24.35468100852317,-17.74429904283841,0.0,-10.044121116557296
53,0.9395838851122686,-42.17796962612488,-21.6676821070084,-14.390375323152549,-20.09091474117481,-13.154824728600662,-60.944463850177655,-57.294242064474865,-24.025711781610507,-12.198058348437485,-62.61266846471048,-2.387359321425462,-18.695538519114308,-11.793298964838122,-10.06362690442665,-9.16187575518336,-25.62327719570272,0.0,-15.0480202864419,-24.40431125764146,-17.77365836848287,0.0,-10.063626904426652
54,0.9388079308343262,-42.26488666428051,-21.726507843376307,-14.42425807926003,-20.147071078924693,-13.186097513243407,-60.940908630875704,-57.25539318528859,-24.084057336697086,-12.229109578861875,-62.651194682546546,-2.3908584593280753,-18.75387586784931,-11.824414597221772,-10.08341327319086,-9.152006676123692,-25.714257608233854,0.0,-14.998214036588505,-24.458237049976468,-17.80664961430355,0.0,-10.083413273190862
55,0.9330802374280636,-42.35409625205189,-21.789243561301653,-14.462229365316364,-20.20751904598801,-13.221633108261013,-60.93491954583461,-57.237297432137545,-24.143734166151233,-12.262910650935252,-62.6775693488272,-2.3577856206324337,-18.81824570249058,-11.862206767968535,-10.100460304508667,-9.142454274609982,-25.795219221497504,0.0,-14.982620962061752,-24.51304894357473,-17.841047308476718,0.0,-10.100460304508669
56,0.9406703171069258,-42.41430339356677,-21.841121338957397,-14.4888590712917,-20.258437382025996,-13.246302200461596,-60.870109291375016,-57.14269246869022,-24.186990625451386,-12.290800565766455,-62.643484075121684,-2.33131929169372,-18.876483048210726,-11.888723561877146,-10.108910233547702,-9.121490921841714,-25.820632165120575,0.0,-14.880918964110485,-24.55147908923694,-17.862824304329276,0.0,-10.108910233547704
57,0.9418823318706904,-42.436401745167785,-21.8758718575012,-14.50598906887726,-20.294502826347166,-13.262891952477116,-60.7242141163648,-56.971714280020315,-24.208928806188315,-12.308246926888424,-62.522799642475334,-2.2874314168301635,-18.925243577862297,-11.909731303174171,-10.102899201102145,-9.086033424655778,-25.791892051491878,0.0,-14.700254538740534,-24.567700020966402,-17.868701724200783,0.0,-10.102899201102147
58,0.9386864827461716,-42.583171498280954,-21.95772611326393,-14.554884289166468,-20.370616954840898,-13.306482067207554,-60.881231669992076,-57.08964039150725,-24.299468898377086,-12.354096274589448,-62.71772724086025,-2.3070411549122305,-18.998321334741703,-11.945617550553193,-10.146359623408944,-9.109191678889946,-25.979137708910624,0.0,-14.804390803645083,-24.65605517142545,-17.927116326854886,0.0,-10.146359623408946
59,0.9302339622641509,-42.664226842957994,-22.011874525676408,-14.590075493307369,-20.42250381069818,-13.338969379767473,-60.886302602752984,-57.0647874271038,-24.353782857621038,-12.38339364509582,-62.750129626953076,-2.2960441258274877,-19.053054391447347,-11.977725098820166,-10.158175572362458,-9.10067975088938,-26.06837102438743,0.0,-14.804428976207348,-24.704992843390954,-17.959233999566404,0.0,-10.15817557236246
60,0.9443673863225184,-42.808052400256805,-22.092874561595746,-14.63725068257294,-20.49782751786193,-13.381250203095211,-61.05057735319025,-57.201565171908804,-24.442689084330883,-12.429486628883565,-62.94858735293939,-2.317046209144854,-19.125822941455024,-12.013391698011139,-10.204302665155017,-9.124761672683533,-26.252866591807717,0.0,-14.928681457867583,-24.792059979696393,-18.01599242055982,0.0,-10.20430266515502
61,0.9409033347403968,-42.87352672685194,-22.141025987468936,-14.664836846925514,-20.54409676939213,-13.406850786418111,-61.024786381768905,-57.15373968857211,-24.488179853881434,-12.455302178471744,-62.961706169545785,-2.314289057079602,-19.175671929202004,-12.040476310961283,-10.218290976619306,-9.114323712342557,-26.321981476908388,0.0,-14.878336064284982,-24.833214689398094,-18.040312037453408,0.0,-10.218290976619308
62,0.9407966203983102,-42.91077180731248,-22.17849577538966,-14.68510382291599,-20.581572137879515,-13.426008832533247,-60.93507666104593,-57.04291258742919,-24.51762707289457,-12.47471614233327,-62.89894393811573,-2.2933642616307353,-19.222097470662735,-12.062450320142515,-10.219237544041027,-9.090988639342868,-26.313482875647107,0.0,-14.751444226108406,-24.857713931436415,-18.05305787587571,0.0,-10.219237544041029
63,0.9419805407986629,-43.00266266749931,-22.239321232590804,-14.719430279911093,-20.639633074042003,-13.45716366041262,-60.98220994760434,-57.05755685725311,-24.577781059027988,-12.508768638333866,-62.970039631439754,-2.293695634792849,-19.28382978390179,-12.092425424988647,-10.240964125849853,-9.092721103251339,-26.39285276714841,0.0,-14.760641492644725,-24.913642754160577,-18.08901991333842,0.0,-10.240964125849855
64,0.9354702274855744,-43.08585472345671,-22.293146311127842,-14.751915064737966,-20.690465070975307,-13.487087646728483,-61.01086120009885,-57.064649226503484,-24.632272501680262,-12.538261942905944,-63.02436694992609,-2.298991330576629,-19.33744173966829,-12.12000716251169,-10.26071298386266,-9.091194562018693,-26.465838718823704,0.0,-14.738768527389773,-24.964645501883897,-18.12120922157256,0.0,-10.260712983862664
65,0.9419584179710838,-43.087910605709105,-22.314418704707155,-14.762583753946403,-20.713150419308267,-13.497898429427428,-60.85331251657715,-56.89739440831079,-24.64125963524094,-12.548031161292903,-62.890108933022574,-2.2638461477905576,-19.370778562538092,-12.136718884184782,-10.24809678115452,-9.053915787225927,-26.435543694757957,0.0,-14.57545583771305,-24.968348729108637,-18.119561876600184,0.0,-10.248096781154523
66,0.9379469080865429,-43.182845176113695,-22.37214283613251,-14.794901874601996,-20.767148184251987,-13.526862956908127,-60.91347869976728,-56.92209504668605,-24.70250191051999,-12.57975859927865,-62.98437195535933,-2.2660881750232735,-19.423599116269948,-12.162633825684981,-10.275935090296192,-9.061386090397153,-26.530425336212748,0.0,-14.620259412394049,-25.026616183561444,-18.156228992551927,0.0,-10.275935090296196
