episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
14,0.9221116907953231,-3.028500463794695,-0.27014234868158143,-0.12122022454738116,-0.04726624208979038,-0.02791899592814422,-0.008843243679564837,0.007035,0.01,0.0,0.97,100,10,1,11
15,0.9254364633471414,-3.055167880101529,-0.28376825261478594,-0.12725358748835766,-0.0496614319059989,-0.029289033606863007,-0.009281310442904983,0.006889,0.01,0.0,0.97,100,10,1,11
16,0.9170484485391599,-3.0844892947138947,-0.2989688202543092,-0.13420256584092782,-0.052191934110167926,-0.03084881616661492,-0.00977628367938902,0.006749,0.01,0.0,0.97,100,10,1,11
17,0.9256219283579065,-3.109788087333405,-0.31167891864288416,-0.13980691015313937,-0.05442515708765707,-0.032018797643764633,-0.010190925195539356,0.006615,0.01,0.0,0.97,100,10,1,11
18,0.9220562741698893,-3.1362149164846653,-0.3251191310075946,-0.14583839570509993,-0.05671945435288331,-0.0334240016137559,-0.010621221867317034,0.006486,0.01,0.0,0.97,100,10,1,11
19,0.9171984250899463,-3.1637655018608117,-0.3390406498877107,-0.15205763087817464,-0.059119516844614535,-0.03489128594847137,-0.01106597800327244,0.006362,0.01,0.0,0.97,100,10,1,11
20,0.9249407906722535,-3.188480691711861,-0.3515443147013543,-0.15757415868212926,-0.061283869814910144,-0.0361349069819876,-0.011458816082603301,0.006242,0.01,0.0,0.97,100,10,1,11
21,0.920436235349989,-3.2134471691736652,-0.36417679244464424,-0.16325934416573817,-0.06352188299999811,-0.0374906206177491,-0.011840979240841033,0.006127,0.01,0.0,0.97,100,10,1,11
22,0.9272365272967592,-3.2359016031497387,-0.3756739046945135,-0.168233245969329,-0.0656542937639461,-0.03866315070929413,-0.012219707604259764,0.006016,0.01,0.0,0.97,100,10,1,11
23,0.9196871101520617,-3.260446717122403,-0.38812304144166115,-0.1737898390966877,-0.06779987364165199,-0.039974708997333505,-0.012673307988509902,0.005909,0.01,0.0,0.97,100,10,1,11
24,0.9261231281198004,-3.2826495103467663,-0.3994201299921516,-0.17871263183721195,-0.06988109205861394,-0.04110620329159638,-0.013123204339508181,0.005806,0.01,0.0,0.97,100,10,1,11
25,0.9179303140584985,-3.3067717377545156,-0.41186369280442836,-0.18418800340926939,-0.0721927350704577,-0.04242148301501786,-0.01352158572915584,0.005706,0.01,0.0,0.97,100,10,1,11
26,0.9242205833053972,-3.3286081643137098,-0.4229543743293657,-0.18926533271080737,-0.07399567690103567,-0.04364421315275191,-0.013837474108708633,0.00561,0.01,0.0,0.97,100,10,1,11
27,0.925963522598682,-3.349658056064861,-0.4336729760581749,-0.1940007581600293,-0.07593420150759578,-0.04474327790644339,-0.014199781554863527,0.005517,0.01,0.0,0.97,100,10,1,11
28,0.9197106082274754,-3.3720810774235774,-0.4451540750015864,-0.19923919833435746,-0.07788674533347104,-0.045948546795215636,-0.014563819506900808,0.005426,0.01,0.0,0.97,100,10,1,11
29,0.9202661156191724,-3.3941649166336556,-0.45643356307106503,-0.20436866164916154,-0.07986941830292628,-0.04718727748189334,-0.014967307534159468,0.005339,0.01,0.0,0.97,100,10,1,11
30,0.926738185768604,-3.4135419543654666,-0.4662696885256422,-0.20880425570440553,-0.08147481812933274,-0.04819696310756624,-0.015271301097674512,0.005255,0.01,0.0,0.97,100,10,1,11
31,0.9193616411086931,-3.4348462212655297,-0.47725237154904276,-0.21381347330174033,-0.08337600347773236,-0.04940470230232027,-0.015656817548692477,0.005173,0.01,0.0,0.97,100,10,1,11
32,0.9242462459432645,-3.4546232789792652,-0.4873718815756358,-0.21836431744033782,-0.08516892520056603,-0.05043086230291866,-0.01599694513188233,0.005094,0.01,0.0,0.97,100,10,1,11
33,0.9208512511427894,-3.474763893940975,-0.4975490898754964,-0.22291514230605095,-0.08697279505558414,-0.051488923036784214,-0.01631079984318652,0.005017,0.01,0.0,0.97,100,10,1,11
34,0.9208284616669451,-3.494885923916065,-0.5078789420121134,-0.2274738840750981,-0.0888019432869594,-0.05253786421632913,-0.016630504073877617,0.004942,0.01,0.0,0.97,100,10,1,11
35,0.9178311622398917,-3.5153030498887454,-0.5183829720006977,-0.23221359940671335,-0.09061730670539295,-0.05373714178221527,-0.01697820203660537,0.00487,0.01,0.0,0.97,100,10,1,11
36,0.9144226226631572,-3.5365181091675812,-0.529237907798646,-0.2370476310521821,-0.092513048715324,-0.05487293089971203,-0.017354568150756516,0.004799,0.01,0.0,0.97,100,10,1,11
37,0.929203091774395,-3.553296583201007,-0.5378927066318118,-0.24090259405347692,-0.09408283617044254,-0.0557116562974322,-0.017651834449104595,0.004731,0.01,0.0,0.97,100,10,1,11
38,0.9234647726892024,-3.5713682497682027,-0.5471187702823818,-0.24501466037634456,-0.09569647418621081,-0.05665390152340038,-0.01796740032376964,0.004665,0.01,0.0,0.97,100,10,1,11
39,0.9132096985143701,-3.592119988785163,-0.5577309732320115,-0.24981458346639734,-0.09749627905754837,-0.05778045524412071,-0.018306459913333566,0.0046,0.01,0.0,0.97,100,10,1,11
40,0.9257535124559362,-3.609017896326364,-0.5662620744058433,-0.2535397297704066,-0.09896393730480472,-0.0586115913347714,-0.01857980265978051,0.004537,0.01,0.0,0.97,100,10,1,11
41,0.918966618482536,-3.6275368866747146,-0.5755567557462941,-0.2577416200102218,-0.10054207906101426,-0.05961722714165931,-0.01890885615211965,0.004476,0.01,0.0,0.97,100,10,1,11
42,0.9245055313442843,-3.644290565980309,-0.5841521503332696,-0.26155890583091146,-0.10208294936110389,-0.06047282674256579,-0.01919897309475658,0.004417,0.01,0.0,0.97,100,10,1,11
43,0.9213270142180094,-3.661823195208799,-0.5931265995018977,-0.2655739983628958,-0.10373867480720156,-0.06141687434714713,-0.019496039624951667,0.004359,0.01,0.0,0.97,100,10,1,11
44,0.9184309781242143,-3.679695145247833,-0.602317192473287,-0.2698190349786137,-0.10530298856053665,-0.06238902570602527,-0.019793477274709814,0.004302,0.01,0.0,0.97,100,10,1,11
45,0.9184785350350603,-3.6972751048480226,-0.6113979569110249,-0.27397854561442536,-0.10684519232481551,-0.06339710997442534,-0.020138233554634073,0.004247,0.01,0.0,0.97,100,10,1,11
46,0.9226768668109451,-3.7137249386720645,-0.6196570424287475,-0.27768425007949765,-0.10824466888405214,-0.06428021491451845,-0.020429130944075058,0.004194,0.01,0.0,0.97,100,10,1,11
47,0.924472312102872,-3.7293756824409,-0.6276091257860041,-0.2811626342210334,-0.10974569784890623,-0.06508490408390888,-0.02072253011369517,0.004141,0.01,0.0,0.97,100,10,1,11
48,0.9124649392279952,-3.7477857999431623,-0.6371558175929408,-0.28554870908394336,-0.11138432855278274,-0.06614840061721787,-0.020989163856337482,0.00409,0.01,0.0,0.97,100,10,1,11
49,0.9168529881482727,-3.7648395915725783,-0.6458810353127212,-0.28938433146470893,-0.11294602601923735,-0.06701020652524746,-0.02123946459101307,0.004041,0.01,0.0,0.97,100,10,1,11
50,0.922667695973954,-3.780287085212396,-0.653660242799619,-0.2928103292472723,-0.11428700494873253,-0.06780495614320556,-0.02146886923256092,0.003992,0.01,0.0,0.97,100,10,1,11
51,0.9135509696082883,-3.7976976873229615,-0.6624942382947437,-0.2968816239989665,-0.11577181844770668,-0.06878820999808183,-0.02175438928107655,0.003945,0.01,0.0,0.97,100,10,1,11
52,0.9328283935831042,-3.8104134496194173,-0.6689105533877977,-0.2997104006733454,-0.11690445605570039,-0.06944319156929192,-0.021960593371425873,0.003898,0.01,0.0,0.97,100,10,1,11
53,0.9216125794580127,-3.8256954169902304,-0.6764760712947299,-0.3031271687996896,-0.11820772646422634,-0.07024175428196885,-0.02220916259471039,0.003853,0.01,0.0,0.97,100,10,1,11
54,0.9222043227278829,-3.8404885024521187,-0.6841429501007859,-0.3066585118294279,-0.1194729568881071,-0.07107397508779342,-0.022445761297717956,0.003809,0.01,0.0,0.97,100,10,1,11
55,0.9226994892405593,-3.8552143219247705,-0.6916286865214872,-0.30986775551898194,-0.12091604770007672,-0.07182614361386358,-0.022733113456952083,0.003766,0.01,0.0,0.97,100,10,1,11
56,0.9177612696268783,-3.8705683645107047,-0.6994819144691161,-0.31351818664855785,-0.1222697481593415,-0.07270743641817272,-0.02298257091258337,0.003724,0.01,0.0,0.97,100,10,1,11
57,0.9180033857964164,-3.885860557450238,-0.7071913867171321,-0.3170838063619172,-0.12352204073290042,-0.07351747536568018,-0.023218821034337405,0.003682,0.01,0.0,0.97,100,10,1,11
58,0.9197075384486091,-3.900513396802477,-0.714631156411243,-0.3203573685152716,-0.1248498780434997,-0.07423854139375284,-0.023507378721666108,0.003642,0.01,0.0,0.97,100,10,1,11
59,0.9193376879842017,-3.9151014918691596,-0.7220775891753949,-0.3237228896876381,-0.12610749991884604,-0.0750528280916318,-0.02373684521630593,0.003602,0.01,0.0,0.97,100,10,1,11
60,0.9201843475292311,-3.929024652357014,-0.7290112580865157,-0.32682383545849003,-0.1272686921088261,-0.07577964583086157,-0.023937206841136635,0.003564,0.01,0.0,0.97,100,10,1,11
61,0.9240358069103991,-3.9423452963044996,-0.7358395301349813,-0.3298306906216725,-0.12853429498275856,-0.07649169470796766,-0.02415000449237069,0.003526,0.01,0.0,0.97,100,10,1,11
62,0.9191202494311957,-3.9565128452992284,-0.7431919623693946,-0.33318076824134796,-0.12981125989127465,-0.07725694251143178,-0.02438922300889648,0.003489,0.01,0.0,0.97,100,10,1,11
63,0.9227847042088528,-3.969739648357729,-0.750055899898473,-0.3363418584179517,-0.13099288741595366,-0.07799094359582047,-0.024608623008248582,0.003453,0.01,0.0,0.97,100,10,1,11
64,0.9209149124713671,-3.983291537391621,-0.7568625438282903,-0.33944685704025035,-0.132104092043949,-0.0787180059441491,-0.024791594325933454,0.003417,0.01,0.0,0.97,100,10,1,11
65,0.9145579191450751,-3.997912625686497,-0.7644857106710685,-0.34286956619421277,-0.13346087044952779,-0.0795519436347304,-0.025050379478648042,0.003382,0.01,0.0,0.97,100,10,1,11
66,0.912751565201336,-4.012718297439587,-0.7720870125875726,-0.3463240787809221,-0.1347889640583949,-0.08038901704904121,-0.025294439984612605,0.003348,0.01,0.0,0.97,100,10,1,11
67,0.9275616586254597,-4.024428377780849,-0.7780332555335656,-0.348949882978528,-0.13585238277088862,-0.08101217814406786,-0.025509255478394572,0.003315,0.01,0.0,0.97,100,10,1,11
68,0.9208030483608346,-4.037340570022815,-0.7846534110404747,-0.3518756084135788,-0.1370382797910537,-0.08168740374551742,-0.025733920914054093,0.003282,0.01,0.0,0.97,100,10,1,11
69,0.9187268491359805,-4.050575362330792,-0.7913806742360895,-0.35494717605834397,-0.13822374832395243,-0.08242309237718376,-0.025953159456621036,0.00325,0.01,0.0,0.97,100,10,1,11
70,0.9167186577860215,-4.06390959051204,-0.798161558976853,-0.3580863156404614,-0.13934148512156724,-0.08318728524484753,-0.026149459632361288,0.003219,0.01,0.0,0.97,100,10,1,11
71,0.926530816937196,-4.075529278140853,-0.8039482517283385,-0.3605991243023172,-0.14037668774659195,-0.08376210917347164,-0.02635052596365464,0.003188,0.01,0.0,0.97,100,10,1,11
72,0.9219865286015885,-4.08772857743295,-0.8102601003411667,-0.36341710806026595,-0.1414845515235789,-0.08441859876389828,-0.02654916938881352,0.003157,0.01,0.0,0.97,100,10,1,11
73,0.9239504009704158,-4.0993566566294515,-0.8160482164966125,-0.3660722925911108,-0.14240181954236322,-0.08502586508550297,-0.026693894232921622,0.003128,0.01,0.0,0.97,100,10,1,11
74,0.9193502036952517,-4.111689882951993,-0.8224174985950768,-0.36886583304173876,-0.14360321913401106,-0.08569811922008266,-0.026900361263622115,0.003098,0.01,0.0,0.97,100,10,1,11
75,0.9212249745503902,-4.123481680173161,-0.8284241420252231,-0.37156957875970376,-0.1446035405833431,-0.08632268677541996,-0.027075845793288103,0.00307,0.01,0.0,0.97,100,10,1,11
76,0.9278653441130511,-4.13398217420068,-0.8338189252298145,-0.3738282274254625,-0.14569841884328205,-0.08680060838027673,-0.027282198033093903,0.003042,0.01,0.0,0.97,100,10,1,11
77,0.9248840391096873,-4.145155514057231,-0.8395377030946769,-0.37641847009273094,-0.14669746893200694,-0.08741507586278771,-0.02748197151943698,0.003014,0.01,0.0,0.97,100,10,1,11
78,0.9190305839673503,-4.157145050371127,-0.845672550429377,-0.3792168377094255,-0.14778508150291225,-0.08808795154917594,-0.02768776692802725,0.002987,0.01,0.0,0.97,100,10,1,11
79,0.9237983587338804,-4.168050147646373,-0.8511812329913412,-0.3816569855604504,-0.14875451124977032,-0.08866882871711243,-0.02785773934583581,0.00296,0.01,0.0,0.97,100,10,1,11
80,0.9167254289647762,-4.180228659924976,-0.8573893951492794,-0.3844859758819323,-0.14976271012627476,-0.08932012571265599,-0.028019188490501532,0.002934,0.01,0.0,0.97,100,10,1,11
81,0.9228099730458221,-4.191182333092297,-0.8628802278472357,-0.3869107391006468,-0.15074028445391255,-0.08987364470629562,-0.0282057758351074,0.002909,0.01,0.0,0.97,100,10,1,11
82,0.9265560515455235,-4.201393697071081,-0.8680582957868794,-0.38923818666915344,-0.15169711987288073,-0.09042054387939509,-0.028417900990460255,0.002883,0.01,0.0,0.97,100,10,1,11
83,0.9184881296657476,-4.212916273263976,-0.8738193241416206,-0.3917889701146605,-0.15271578497852067,-0.09101308550759238,-0.028605219778465463,0.002859,0.01,0.0,0.97,100,10,1,11
84,0.9216543152437606,-4.223917060114465,-0.8793901044545311,-0.39434157848544926,-0.1536077963231498,-0.09157318328758154,-0.0287518781824172,0.002834,0.01,0.0,0.97,100,10,1,11
85,0.9190759254255607,-4.23505525539553,-0.8851541712165379,-0.3969254619606829,-0.1546168701927427,-0.09217850277899095,-0.0289558349188807,0.00281,0.01,0.0,0.97,100,10,1,11
86,0.9186364176267965,-4.246183041025486,-0.8907845394813193,-0.39953359644862185,-0.15548952218632264,-0.09278680260432433,-0.02911460851939187,0.002787,0.01,0.0,0.97,100,10,1,11
87,0.921996303142329,-4.256851570851983,-0.8962329969407377,-0.4019611777256424,-0.1564453978019981,-0.09333550644667991,-0.02930763080655137,0.002763,0.01,0.0,0.97,100,10,1,11
88,0.9249742542163997,-4.266776500722325,-0.9012114642449547,-0.4041733957622117,-0.15733639687323936,-0.09387162904619135,-0.02947215475943642,0.002741,0.01,0.0,0.97,100,10,1,11
89,0.9190489047892267,-4.277559165328234,-0.906640707545001,-0.40654990472019753,-0.15833312340357347,-0.09442060920896903,-0.02966013287381065,0.002718,0.01,0.0,0.97,100,10,1,11
90,0.9220940579929146,-4.287839959637651,-0.9117513125792914,-0.40887740697436753,-0.15916351493983014,-0.09497673315735135,-0.02980545382823866,0.002696,0.01,0.0,0.97,100,10,1,11
91,0.9219305071556654,-4.297983741394121,-0.91689020435618,-0.41119704797081835,-0.16004223256038025,-0.09553232693478804,-0.02998014843986164,0.002674,0.01,0.0,0.97,100,10,1,11
92,0.9249868650746572,-4.307453226103928,-0.9217939641575223,-0.4133882738379497,-0.1609168618089523,-0.09603658631909245,-0.030162993490702287,0.002653,0.01,0.0,0.97,100,10,1,11
93,0.9233713273389712,-4.31735409980707,-0.926847033019912,-0.4156486684354736,-0.16179925141316118,-0.0965583420111912,-0.030336751214676747,0.002632,0.01,0.0,0.97,100,10,1,11
94,0.9263874310093794,-4.326553255370015,-0.9314493981736297,-0.4176633562469733,-0.16261835046642928,-0.09699516620772095,-0.030479173713230483,0.002611,0.01,0.0,0.97,100,10,1,11
95,0.9218432839576588,-4.336530745645997,-0.9364732786674219,-0.41994222242339796,-0.16346595946982048,-0.09756369663590966,-0.03065550180767498,0.002591,0.01,0.0,0.97,100,10,1,11
96,0.9158349798199841,-4.34711710233414,-0.9418861133219999,-0.4224185209947613,-0.16433132997154012,-0.09815594520590348,-0.030827579438575538,0.002571,0.01,0.0,0.97,100,10,1,11
97,0.9213526537602633,-4.356858411379823,-0.9469857033797466,-0.42473150477200244,-0.16520471614341758,-0.09869631728113841,-0.031000327478111867,0.002551,0.01,0.0,0.97,100,10,1,11
98,0.9231080261473145,-4.36628646898794,-0.9517853543521847,-0.4269197530936741,-0.1660160095298288,-0.09919807940898667,-0.031146512880879492,0.002532,0.01,0.0,0.97,100,10,1,11
99,0.9219276700262556,-4.3759282691766925,-0.9567138264124786,-0.4291873186788093,-0.16690342296257757,-0.09973488358470582,-0.03132444566973155,0.002513,0.01,0.0,0.97,100,10,1,11
100,0.9206603568865074,-4.385610636869015,-0.9616724546022629,-0.43149321514064237,-0.1677233275911102,-0.10029439553046988,-0.03149234586065914,0.002494,0.01,0.0,0.97,100,10,1,11
101,0.9175870571148714,-4.395580919362526,-0.9667507431911977,-0.4338496157088743,-0.16855194796103615,-0.1008307237316963,-0.031647655881320576,0.002475,0.01,0.0,0.97,100,10,1,11
102,0.9243584801300638,-4.40457455404032,-0.9712974026251613,-0.43591602440602256,-0.1693183560878439,-0.10133816310864957,-0.03178844508142616,0.002457,0.01,0.0,0.97,100,10,1,11
103,0.9276548261112144,-4.412893281323564,-0.975444303439551,-0.437812934482577,-0.17000958012312836,-0.10176455645390411,-0.031902740511835115,0.002439,0.01,0.0,0.97,100,10,1,11
104,0.9259662949610128,-4.4214746604018575,-0.9797629054382296,-0.4397299221524156,-0.17078445396239825,-0.10220034875030991,-0.03204265281317308,0.002421,0.01,0.0,0.97,100,10,1,11
105,0.918332943886237,-4.431145544372747,-0.9846946202471023,-0.441949259680302,-0.17165195180855056,-0.10274061178098569,-0.032197984570202606,0.002404,0.01,0.0,0.97,100,10,1,11
106,0.9242580536061554,-4.439742051024107,-0.9890333038746062,-0.44392865456620023,-0.17235576200128838,-0.10319227262743624,-0.03231941452393762,0.002386,0.01,0.0,0.97,100,10,1,11
107,0.9219980983428416,-4.4485910048382475,-0.9935167480852853,-0.44588548679274137,-0.1731932158764087,-0.10367505552361495,-0.032489434938365626,0.002369,0.01,0.0,0.97,100,10,1,11
108,0.9224199643731167,-4.457533630904824,-0.9980471409447734,-0.4479523086547173,-0.17395855204522598,-0.10417468324679667,-0.03263537713395346,0.002352,0.01,0.0,0.97,100,10,1,11
109,0.9241752334878721,-4.466063616966211,-1.0023749652224647,-0.4499085162196445,-0.17470058447137568,-0.10463787536417245,-0.032776083624213845,0.002336,0.01,0.0,0.97,100,10,1,11
110,0.9227448996796493,-4.474674698096905,-1.0067324924226029,-0.45185986956288077,-0.175483444357248,-0.10511617293013517,-0.03292598554343439,0.00232,0.01,0.0,0.97,100,10,1,11
111,0.9210093438925537,-4.483398996020356,-1.0110832201970432,-0.45384234524045036,-0.1761920799795588,-0.1055675100900375,-0.03305587568713203,0.002304,0.01,0.0,0.97,100,10,1,11
112,0.9146486767692024,-4.4929831667965425,-1.0160866025155066,-0.45618026999584027,-0.1770250194680467,-0.1060936439416863,-0.03322560388596518,0.002288,0.01,0.0,0.97,100,10,1,11
113,0.9219111225276136,-4.5013464022507,-1.0203677043039732,-0.4580819664136226,-0.17778894272405696,-0.10652619299337067,-0.0333687135772251,0.002272,0.01,0.0,0.97,100,10,1,11
114,0.9229489463247403,-4.509720204993709,-1.024686108807718,-0.46006235072171714,-0.17853755022815554,-0.10699141161133445,-0.03350638346154199,0.002257,0.01,0.0,0.97,100,10,1,11
115,0.9270384816709725,-4.517422149110095,-1.0286050463397491,-0.4618033457486882,-0.17921236263411505,-0.10740441723734977,-0.033624157171443646,0.002241,0.01,0.0,0.97,100,10,1,11
116,0.9193457991542263,-4.526003761209037,-1.0329585010463198,-0.46377734011508986,-0.1799408180158144,-0.10788379452207639,-0.03376869341493447,0.002226,0.01,0.0,0.97,100,10,1,11
117,0.9234220608993748,-4.534124540979328,-1.0370898897673009,-0.4656776704587019,-0.1806307001084467,-0.10832247852231354,-0.03389602159766359,0.002212,0.01,0.0,0.97,100,10,1,11
118,0.916845817937521,-4.54304228985219,-1.0416736714399997,-0.46776234994962923,-0.1814077342771144,-0.1087977733510364,-0.034051401687975415,0.002197,0.01,0.0,0.97,100,10,1,11
119,0.9220235895023354,-4.551237623737219,-1.045861141374257,-0.4696521200132882,-0.1821421818900378,-0.10924087407059171,-0.03418628419824906,0.002182,0.01,0.0,0.97,100,10,1,11
120,0.9260277647374422,-4.558881267561716,-1.0498320255986944,-0.4714282652630442,-0.18287242771742887,-0.10964249418153983,-0.03432666560205663,0.002168,0.01,0.0,0.97,100,10,1,11
121,0.9252601702932829,-4.566457514116353,-1.0536790619791914,-0.4731771234248804,-0.1835410166286808,-0.11004307417780705,-0.03445166604646237,0.002154,0.01,0.0,0.97,100,10,1,11
122,0.9091092301491335,-4.576068288882815,-1.0586644410273824,-0.4755217631081764,-0.18430328340928273,-0.11058400571163327,-0.03457925381837189,0.00214,0.01,0.0,0.97,100,10,1,11
123,0.9189306672462508,-4.584476176268524,-1.062945910154989,-0.47742451189526613,-0.18506764486378072,-0.11102968034222406,-0.03473648524586329,0.002127,0.01,0.0,0.97,100,10,1,11
124,0.919535789862618,-4.592713140773665,-1.06718702026584,-0.4793851377753251,-0.1857793538478318,-0.11148886418501597,-0.03488494841061014,0.002113,0.01,0.0,0.97,100,10,1,11
125,0.9167233752977203,-4.601076858405948,-1.071446675952733,-0.48135295580634196,-0.186472598302441,-0.11195713051892481,-0.03500549558845362,0.0021,0.01,0.0,0.97,100,10,1,11
126,0.9168263573709867,-4.609506746104124,-1.0757669359312685,-0.4832739823128258,-0.1872496966405583,-0.11240554074620396,-0.03514685240181249,0.002087,0.01,0.0,0.97,100,10,1,11
127,0.9246562631800928,-4.616911595988661,-1.0795459809219436,-0.48496230762095754,-0.18790376478452242,-0.1127879806399009,-0.03527300310855164,0.002074,0.01,0.0,0.97,100,10,1,11
128,0.9214045985072384,-4.6247572602730305,-1.0836257119429225,-0.4868430005166214,-0.18860069599341045,-0.11324101425661513,-0.03540421355051252,0.002061,0.01,0.0,0.97,100,10,1,11
129,0.9192078808459133,-4.632837995796232,-1.087704845657396,-0.4887026186822607,-0.18930421930399113,-0.1137041464728118,-0.035530315440745475,0.002048,0.01,0.0,0.97,100,10,1,11
130,0.9173974161590468,-4.64099742162305,-1.0918919757976715,-0.49059705402691867,-0.19004564266446866,-0.11415644763844379,-0.03568428801618661,0.002035,0.01,0.0,0.97,100,10,1,11
131,0.9176606968851853,-4.6490781158916175,-1.0959511482284694,-0.49245027206419073,-0.19071578573702666,-0.11462199135443893,-0.035813369001424775,0.002023,0.01,0.0,0.97,100,10,1,11
132,0.9224543037276117,-4.65658435804605,-1.0997368414005473,-0.4941731732170062,-0.19135475023310283,-0.11501871040202834,-0.03593307009225884,0.002011,0.01,0.0,0.97,100,10,1,11
133,0.9210099918984607,-4.664061755290799,-1.1035236948362206,-0.4959093431977622,-0.19200739963487426,-0.11543885434496272,-0.03605885604109282,0.001999,0.01,0.0,0.97,100,10,1,11
134,0.9222041038184536,-4.671353876666064,-1.1072629784729435,-0.49759474003385024,-0.19265593757340072,-0.11582407159282573,-0.03618989064879953,0.001987,0.01,0.0,0.97,100,10,1,11
135,0.9195117427882589,-4.678943720512108,-1.111150282452851,-0.49930982268669366,-0.19336103781527003,-0.11622207363536707,-0.03632458544609006,0.001975,0.01,0.0,0.97,100,10,1,11
136,0.9204612208589986,-4.686453180163643,-1.11491267685901,-0.5009947566208041,-0.19402543674527697,-0.11663395289968824,-0.03644190781707889,0.001963,0.01,0.0,0.97,100,10,1,11
137,0.9185803402967823,-4.694012700414406,-1.1188341519556537,-0.5027477736242553,-0.19480076188603104,-0.11705564245638347,-0.03658340078595505,0.001952,0.01,0.0,0.97,100,10,1,11
138,0.9227066912627871,-4.701178337507424,-1.1224640738411502,-0.5044361406256762,-0.1953929239091746,-0.1174279277176912,-0.036690481727428295,0.00194,0.01,0.0,0.97,100,10,1,11
139,0.9239238740534077,-4.7082162728515335,-1.126010372918806,-0.5060397724992263,-0.19600659172633683,-0.11779951109475474,-0.03680721732407872,0.001929,0.01,0.0,0.97,100,10,1,11
140,0.9215527971204629,-4.715428416194472,-1.129682363505965,-0.5076721607090369,-0.1966519898803525,-0.11817454688923093,-0.03692981334169616,0.001918,0.01,0.0,0.97,100,10,1,11
141,0.9235376255446577,-4.722316977632265,-1.1331919311722498,-0.5092149549373409,-0.19727422783420343,-0.11854219806417778,-0.03703781462423792,0.001907,0.01,0.0,0.97,100,10,1,11
142,0.9242444526255899,-4.729162457277326,-1.1366506099895235,-0.5107914859028791,-0.1978460845811433,-0.11890373090395122,-0.03714845325503686,0.001896,0.01,0.0,0.97,100,10,1,11
143,0.9192357070210248,-4.73654812309249,-1.1404272340768509,-0.5125584609142801,-0.19846280128316532,-0.11931797703649945,-0.03727363810492475,0.001885,0.01,0.0,0.97,100,10,1,11
