episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,maintenance_restoration_value,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
100,0.9214147351546322,-4.159046599102096,-0.8266261782450653,-0.3802706522195207,-0.12576259933383502,-0.18680148052787932,-0.02087150987542991,-0.2686605444509293,-0.19546820121458888,-0.004632081084942889,-0.052461562286819266,0.002494,0.01,0.0,0.97,100,14,1,15
101,0.9280778523036375,-4.167533669684165,-0.8308823769669027,-0.3822619432447196,-0.1263815084187906,-0.18778555014554327,-0.020964568320955126,-0.2699718927440411,-0.19644029651353603,-0.004663452699638236,-0.05288355848429867,0.002475,0.01,0.0,0.97,100,14,1,15
102,0.9292698881266668,-4.175913986163108,-0.8350855734358528,-0.38415190093287266,-0.1270635323770324,-0.1887147739549713,-0.021113173361167706,-0.27135928500805934,-0.19746618623447393,-0.004691064046426757,-0.053175803297987816,0.002457,0.01,0.0,0.97,100,14,1,15
103,0.9371084092525486,-4.1826724982942896,-0.8384105488035505,-0.38571125915633486,-0.12755015815163917,-0.18945879727125817,-0.021180599023749642,-0.27258161649556706,-0.19832468760244218,-0.004714736163741547,-0.0534644690379307,0.002439,0.01,0.0,0.97,100,14,1,15
104,0.9281724398221924,-4.191014116091119,-0.8425935759972552,-0.3876303395569912,-0.12816558250423687,-0.19039795308089452,-0.02127793138145361,-0.27390527145979815,-0.1993480660126767,-0.004743347040271099,-0.053707377373443194,0.002421,0.01,0.0,0.97,100,14,1,15
105,0.9328312301527923,-4.198416579736255,-0.8462042171609132,-0.38930802387649494,-0.12870064583583665,-0.19119234768636983,-0.021356285941015126,-0.27516448365906526,-0.2002628543648092,-0.0047706269798942725,-0.05393740984238115,0.002404,0.01,0.0,0.97,100,14,1,15
106,0.9307896327133552,-4.2062175552969086,-0.8501464539917761,-0.39108705818277417,-0.12937180575709878,-0.1920443091292462,-0.02147805549753075,-0.2763635981320558,-0.20117093122961535,-0.0047951982633134315,-0.0541137872346394,0.002386,0.01,0.0,0.97,100,14,1,15
107,0.9314973892538319,-4.213953907361455,-0.8539973006807915,-0.39287987897398036,-0.12996913180864342,-0.19294325240889615,-0.021594589342206365,-0.2777182843113281,-0.202140409593982,-0.004823994285234871,-0.05444419260883965,0.002369,0.01,0.0,0.97,100,14,1,15
108,0.9264485389664479,-4.222423860621653,-0.8582022727557416,-0.39482469106435225,-0.1305778075354205,-0.1938977941582039,-0.021674386542283975,-0.27912657170907845,-0.20318665102335495,-0.004849804273814595,-0.05481806126359764,0.002352,0.01,0.0,0.97,100,14,1,15
109,0.925812888836718,-4.2304536520300156,-0.8622472173328362,-0.3967045775727223,-0.13119732129265405,-0.19487172759363547,-0.021788253542392517,-0.2804657256100296,-0.20416354665981706,-0.004869297076642951,-0.055081051844947625,0.002336,0.01,0.0,0.97,100,14,1,15
110,0.9240362811791383,-4.238917222063584,-0.8664812932341324,-0.39869631165064284,-0.13179115027325952,-0.19585272215584223,-0.021879604124397302,-0.2819343851528334,-0.20518292977366007,-0.004894572470120164,-0.05523560795784505,0.00232,0.01,0.0,0.97,100,14,1,15
111,0.9259347261587549,-4.246962194944416,-0.8704614536955114,-0.4005717675939727,-0.1323651560291352,-0.19677404618640115,-0.021973177236852208,-0.28326599091203264,-0.20610434129611988,-0.004920821523311502,-0.055471794865319786,0.002304,0.01,0.0,0.97,100,14,1,15
112,0.9296279392126038,-4.2544833348939655,-0.8741004469241257,-0.40224713409288376,-0.13288985183704113,-0.19755844957415658,-0.022053567432031813,-0.28447296759552776,-0.20701155874746088,-0.004948916426757266,-0.05569076127926708,0.002288,0.01,0.0,0.97,100,14,1,15
113,0.9278214999061065,-4.261869078418007,-0.8778058725192476,-0.4039747489825677,-0.13343735163695408,-0.19845180207737495,-0.02213138858848811,-0.2856549082869835,-0.20785127143194015,-0.004971360875267073,-0.055936223286323625,0.002272,0.01,0.0,0.97,100,14,1,15
114,0.9215307954297602,-4.2705700888761315,-0.8821893052831801,-0.4061256315745516,-0.13398387961935476,-0.19954153415018672,-0.022201156543392192,-0.28714281065159364,-0.20890406694864716,-0.005000478302047501,-0.05614592886531469,0.002257,0.01,0.0,0.97,100,14,1,15
115,0.9288623726063515,-4.2781021156156775,-0.8859954116634503,-0.40795421840337837,-0.13447832870884524,-0.20048143660721932,-0.02226995577735686,-0.2884142641006076,-0.20979063180185034,-0.00502336328164355,-0.05631172895144261,0.002241,0.01,0.0,0.97,100,14,1,15
116,0.9249859858329511,-4.285964430579501,-0.8898754949856941,-0.40974278051750757,-0.13507958586578403,-0.20137760349235942,-0.02236300742045556,-0.2897288950504428,-0.21075247082655432,-0.005046770664675132,-0.05652102689439365,0.002226,0.01,0.0,0.97,100,14,1,15
117,0.9324913471778488,-4.293005539200878,-0.8933584211105181,-0.41130518164130925,-0.13563361296537874,-0.20213469522828711,-0.022445741573070752,-0.29089177959733953,-0.21156888057768247,-0.005065807601704097,-0.05674504855759803,0.002212,0.01,0.0,0.97,100,14,1,15
118,0.9271802276772222,-4.300667482608017,-0.8971550516920825,-0.41301614384661883,-0.13620551495904212,-0.20296897570776246,-0.022535756099200523,-0.2920852605955554,-0.21243697137332973,-0.005088739761583129,-0.05699164217432867,0.002197,0.01,0.0,0.97,100,14,1,15
119,0.9269968077816589,-4.308304170702822,-0.9009979620122219,-0.41478970361305845,-0.13678337057583065,-0.20385343237445086,-0.022635623084179345,-0.2933915633444247,-0.21329181162652644,-0.005115486935010016,-0.05720147239292346,0.002182,0.01,0.0,0.97,100,14,1,15
120,0.9338053928889039,-4.314990682302932,-0.9042377709617438,-0.4163109252788327,-0.13724540170890356,-0.20459704150821814,-0.022704319848751972,-0.29449027642612824,-0.21404472821818732,-0.005135581643504794,-0.057408733836006746,0.002168,0.01,0.0,0.97,100,14,1,15
121,0.9336519207794175,-4.3216648589878695,-0.9074765190253846,-0.41783592785266016,-0.13769480713410054,-0.2053188314368867,-0.022767340285230593,-0.29562197635783594,-0.2148214406104601,-0.005151690651178593,-0.05762513403761486,0.002154,0.01,0.0,0.97,100,14,1,15
122,0.9286522069372943,-4.328915001426063,-0.9110645088082279,-0.41949633535729713,-0.13821253741520914,-0.2061174567189189,-0.02283232270466587,-0.2967943372418415,-0.21563988128892447,-0.005175994303156491,-0.05784730951773383,0.00214,0.01,0.0,0.97,100,14,1,15
123,0.9336220301292447,-4.335405945647046,-0.9143346459406763,-0.4209694212010758,-0.13875618682359467,-0.2068292015240275,-0.02294149597567173,-0.2978017535041079,-0.21644118879127341,-0.005195667002724286,-0.05802968437056263,0.002127,0.01,0.0,0.97,100,14,1,15
124,0.9256326448091114,-4.342629834497683,-0.9179692148361427,-0.42270381312428323,-0.1392438817921597,-0.20766215287764614,-0.023013809462018753,-0.29906919948984795,-0.21733424043969143,-0.005210320621050057,-0.0583096008650688,0.002113,0.01,0.0,0.97,100,14,1,15
125,0.9206543134460056,-4.349124561384685,-0.9214285813866157,-0.42431655364244186,-0.13978883935595093,-0.208421635235108,-0.023109089958035983,-0.30024696947667867,-0.21824504811093978,-0.005209649437277962,-0.05853877139115231,0.0021,0.01,0.0,0.97,100,15,1,16
126,0.9289908967002641,-4.355957981828474,-0.9247917729929278,-0.42586245544286505,-0.14030065237180134,-0.20920981449543063,-0.023184534636130256,-0.30133951074546067,-0.21904898404585094,-0.005231566175117437,-0.05876182878220511,0.002087,0.01,0.0,0.97,100,14,1,15
127,0.9326223782123754,-4.362500533617819,-0.9280564220530475,-0.4273416453742769,-0.14079573002453044,-0.20992607017834267,-0.023248844909782983,-0.3023394133431757,-0.21980926179653,-0.005255605762408189,-0.05903951371945878,0.002074,0.01,0.0,0.97,100,14,1,15
128,0.9324511720381602,-4.36905221042267,-0.9312603252771922,-0.42877804530311836,-0.14131062638130787,-0.21058232022376064,-0.023331558336328977,-0.3033802629325172,-0.22053931403043145,-0.005270373217055484,-0.059287953583307185,0.002061,0.01,0.0,0.97,100,14,1,15
129,0.9259607948623113,-4.37629563907116,-0.9349134042644462,-0.43048173211416846,-0.14186895504509606,-0.2114507813929168,-0.02342246107849975,-0.30459471781909564,-0.2214417552528878,-0.005288106831353677,-0.059576032648774084,0.002048,0.01,0.0,0.97,100,14,1,15
130,0.9230666242699112,-4.383865814047079,-0.938764570948856,-0.4322809899094748,-0.14246316164378314,-0.21235502222293295,-0.023539231017268958,-0.30583300598272883,-0.22238444486147912,-0.005303097853244834,-0.05976848047160033,0.002035,0.01,0.0,0.97,100,14,1,15
131,0.9320905459387483,-4.39017504571675,-0.941896633076281,-0.43370717667725805,-0.1429527868544901,-0.2130322555636914,-0.02361425299292739,-0.30681380934381325,-0.2231224432596582,-0.005327017525926873,-0.06002322415711816,0.002023,0.01,0.0,0.97,100,14,1,15
132,0.9295093528562313,-4.3969145979975925,-0.9452681364494278,-0.4352626721597503,-0.14347066430267028,-0.21380971121585565,-0.023701907735324903,-0.3079516689956161,-0.22386761167157387,-0.005350616968615332,-0.06019020519130556,0.002011,0.01,0.0,0.97,100,14,1,15
133,0.9344032671796949,-4.402963563104848,-0.9482524353403968,-0.4365666220030136,-0.1439578762348893,-0.21441769544434583,-0.02376952915479964,-0.3088829737754404,-0.2245581755166327,-0.005367328541200369,-0.060431342692033395,0.001999,0.01,0.0,0.97,100,13,1,14
134,0.9240351443672145,-4.410162754409037,-0.9519079554296448,-0.4382395316291405,-0.14451659706247724,-0.2152570183452307,-0.023877684307713778,-0.3100204659982988,-0.2254001548980498,-0.005392169955197672,-0.06064144419229752,0.001987,0.01,0.0,0.97,100,14,1,15
135,0.9264400775912963,-4.416997808225533,-0.9553868417248684,-0.4398652874542941,-0.14502732303050714,-0.21607337899813256,-0.023970321940552056,-0.3111940434995337,-0.22625651765079868,-0.005410678502004707,-0.06080248471077333,0.001975,0.01,0.0,0.97,100,14,1,15
136,0.9289384424220035,-4.423469709828143,-0.9586560886840023,-0.44133413985256914,-0.14557640375175737,-0.2167862193906605,-0.02406881995320295,-0.3121913705887027,-0.2270026708634715,-0.005423861360534563,-0.06095898994383937,0.001963,0.01,0.0,0.97,100,14,1,15
137,0.9323007574858925,-4.429518837996996,-0.9615865496428322,-0.4426183641175921,-0.14605462635100014,-0.2173734471687169,-0.024139933845496557,-0.31311791716420273,-0.22773658486804804,-0.0054377205140936765,-0.061128811499374394,0.001952,0.01,0.0,0.97,100,14,1,15
138,0.9327731092436975,-4.435518492224739,-0.9645702912185677,-0.44399945204539587,-0.14653627311851936,-0.2180642479384556,-0.0242359983138002,-0.3141556985267077,-0.22847367473693767,-0.005453293163632764,-0.061296077941956344,0.00194,0.01,0.0,0.97,100,14,1,15
139,0.9279446955596916,-4.442150556201119,-0.9678606554402786,-0.44552273995249975,-0.14700529847742838,-0.21882653558433263,-0.024306608048779453,-0.3152012691239543,-0.22922963044774217,-0.005479491719894917,-0.06155302638544369,0.001929,0.01,0.0,0.97,100,14,1,15
140,0.9361205540615962,-4.447734401578902,-0.9705812969327267,-0.4467424679606904,-0.14741466479452003,-0.2193695768445666,-0.024372133021235184,-0.3160547051056169,-0.2299067187888631,-0.005490864059117781,-0.06169989329747753,0.001918,0.01,0.0,0.97,100,14,1,15
141,0.9317152811674213,-4.453762796865134,-0.973630984638828,-0.4481361607305438,-0.14789309494058084,-0.22005489840495934,-0.02446168347157477,-0.3170820128456532,-0.2305919342679643,-0.005509564324077797,-0.061902795690152015,0.001907,0.01,0.0,0.97,100,14,1,15
142,0.9294595365538534,-4.460053783877999,-0.9767326837981328,-0.4496183821551918,-0.14829972909472705,-0.2207892148903958,-0.024517233310659477,-0.31814138266674324,-0.23136281146830137,-0.005524458415302202,-0.062104751855828096,0.001896,0.01,0.0,0.97,100,14,1,15
143,0.9256821911319382,-4.466423433339438,-0.9799150173831876,-0.4511075220197216,-0.1487799315315075,-0.22151770171005716,-0.02461637885006393,-0.31923868955159124,-0.23219289687865008,-0.005549098881009748,-0.06233586185129328,0.001885,0.01,0.0,0.97,100,14,1,15
144,0.9340433419837552,-4.472124987916726,-0.9827050174111945,-0.4523699371045715,-0.14920397465909446,-0.22212862500951278,-0.02468253221375073,-0.32018924570142,-0.232875970709415,-0.00557173971626194,-0.06250954124144084,0.001875,0.01,0.0,0.97,100,14,1,15
145,0.9266068935354181,-4.478484243499275,-0.9858734837675841,-0.4538585338530325,-0.14964555914231092,-0.22286526617703778,-0.024744216521407923,-0.32123876395752615,-0.2336426549445773,-0.005600681526839105,-0.0627311274628705,0.001864,0.01,0.0,0.97,100,14,1,15
146,0.9242625878072199,-4.485105241340679,-0.9891064443673596,-0.4553643497922562,-0.15009083264662948,-0.2235897240746165,-0.024797930040936396,-0.3223084211409257,-0.23443083257268346,-0.005620078171851712,-0.06288726243962212,0.001854,0.01,0.0,0.97,100,14,1,15
147,0.9322939565085056,-4.490816644439191,-0.9919358362565083,-0.4566261762030957,-0.15056956253812462,-0.22419583766760887,-0.024893781643158735,-0.3231604031874798,-0.2351223827886242,-0.005639475181936651,-0.06312468674916032,0.001843,0.01,0.0,0.97,100,14,1,15
148,0.9279798649728755,-4.496511045606476,-0.9947863743562774,-0.4579334146815332,-0.15104411640297696,-0.22483338795145572,-0.02499071115946119,-0.32414082468234146,-0.23587033501867913,-0.005660624553512143,-0.06332904626320891,0.001833,0.01,0.0,0.97,100,14,1,15
149,0.9329108391608392,-4.502233711690111,-0.9975471736187357,-0.4591892062365991,-0.1514469260819979,-0.22543562068150977,-0.02505891053761762,-0.3251065342594092,-0.23656593095730802,-0.005681350713784443,-0.06360269895858854,0.001823,0.01,0.0,0.97,100,14,1,15
150,0.9341404934786675,-4.5076729820081285,-1.0002192247221575,-0.46038675716676764,-0.15185232764067952,-0.22600552325925613,-0.025117041485291435,-0.3260164928006212,-0.23720549598914167,-0.005697865410293287,-0.06383090717347803,0.001813,0.01,0.0,0.97,100,14,1,15
151,0.9247822379750221,-4.51414740353104,-1.0034855086127596,-0.46193073814098173,-0.15233403193553136,-0.22676334978371857,-0.02518917130540173,-0.32709859010300585,-0.23800312976075336,-0.005721639675214934,-0.06407334517573365,0.001803,0.01,0.0,0.97,100,14,1,15
152,0.9173531623360347,-4.5213441112325805,-1.0070764717865435,-0.46368120521017236,-0.15282743693441153,-0.22764175316816673,-0.02525534025660567,-0.3283541908291868,-0.2388998680119714,-0.0057437179547476305,-0.06422594639952456,0.001794,0.01,0.0,0.97,100,14,1,15
153,0.9291280889895424,-4.526885943619943,-1.0098617062534203,-0.4649652101046476,-0.15327550881960883,-0.22829203232038048,-0.025330968639036458,-0.3292867999043662,-0.2395683883730315,-0.005759936477960703,-0.06444664017057962,0.001784,0.01,0.0,0.97,100,14,1,15
154,0.9269442916895799,-4.529439764906128,-1.0112215476993336,-0.46592556406562896,-0.15349133296677275,-0.22894392074063832,-0.02542454809203786,-0.33021900428052886,-0.24024918400557693,-0.0057336278939518984,-0.06462333643430557,0.001774,0.01,0.0,0.97,100,14,1,15
155,0.929032904292082,-4.535239719713481,-1.0141876866048245,-0.46729197872001327,-0.15396595762062387,-0.22964240682234716,-0.025510128489927005,-0.3311795514365166,-0.24098459552166923,-0.005754618360012542,-0.06482687593184211,0.001765,0.01,0.0,0.97,100,14,1,15
156,0.9283047050037341,-4.541096118732825,-1.0170959732931866,-0.46866634462557527,-0.1543862323387969,-0.23032474075408074,-0.0255918676494944,-0.3321331442761433,-0.24164928798139926,-0.005774966879290368,-0.06493643681434125,0.001756,0.01,0.0,0.97,100,14,1,15
157,0.9290300834246229,-4.546689727005539,-1.0198459629643042,-0.4699303259802225,-0.154805843558728,-0.23095039878649956,-0.025661799251809475,-0.33305522682080574,-0.2423381616060874,-0.005792221772596824,-0.06511849899188737,0.001746,0.01,0.0,0.97,100,14,1,15
158,0.9300048782949518,-4.551666420199911,-1.0223494336094638,-0.47110616950296885,-0.15519918971389718,-0.23152806924595495,-0.025727099511046375,-0.33392565174079364,-0.24295247885703047,-0.005797429974613718,-0.06525199962018605,0.001737,0.01,0.0,0.97,100,14,1,15
159,0.9293668307587846,-4.557194667702022,-1.0251531333500312,-0.47238856758875647,-0.15562921731269524,-0.23215072649862714,-0.025799487379425258,-0.3348683919596293,-0.24363858548753176,-0.005814705888153236,-0.06545233129271735,0.001728,0.01,0.0,0.97,100,14,1,15
160,0.9341315345699831,-4.562230472162142,-1.0276178078737597,-0.4735027648270209,-0.1560200391415223,-0.23269073731766227,-0.025850256941935573,-0.33569817693412785,-0.24424267674219408,-0.005833657267818838,-0.0656087677034745,0.001719,0.01,0.0,0.97,100,14,1,15
161,0.9324938554257433,-4.567602046229407,-1.030247949818729,-0.4746691529058167,-0.1564489037084672,-0.23323696502664185,-0.025933476005498744,-0.33653422296127483,-0.24485172313417589,-0.005850622913917957,-0.06580595325146124,0.001711,0.01,0.0,0.97,100,14,1,15
162,0.934331680663766,-4.572498047148733,-1.0326801665284358,-0.4758205485887069,-0.15678729037284792,-0.23378349467047457,-0.025983414723970057,-0.33741810700261365,-0.24540468868620968,-0.005862197169807495,-0.06598022678525241,0.001702,0.01,0.0,0.97,100,14,1,15
163,0.9263836828419951,-4.578077528452193,-1.0354994993843203,-0.47714382476517814,-0.15720442184384087,-0.23444022495596556,-0.02605791747635137,-0.33837613886627355,-0.24607961061449252,-0.005869342731999947,-0.06613687258292057,0.001693,0.01,0.0,0.97,100,14,1,15
164,0.9236888478643954,-4.584113068981307,-1.0384672516916604,-0.47852430138777635,-0.15763219497659503,-0.23512438823934428,-0.026122319319619884,-0.33939021814217724,-0.24680732275568448,-0.005887079413664229,-0.06637826790051174,0.001685,0.01,0.0,0.97,100,14,1,15
165,0.9269888801036287,-4.589908253217278,-1.041393693672203,-0.47990091840793264,-0.15806298914989816,-0.23581513514737157,-0.026208636693969584,-0.34034646179463157,-0.2474943124735218,-0.005904557610083682,-0.06662132839264734,0.001676,0.01,0.0,0.97,100,14,1,15
166,0.9332681907778358,-4.594926942697767,-1.043877030849713,-0.4810485683833511,-0.15844022780632736,-0.2363786242328135,-0.026270376060849233,-0.34117555832482516,-0.2480655114935604,-0.005918119212948767,-0.0668182290612389,0.001668,0.01,0.0,0.97,100,14,1,15
167,0.9267447118524845,-4.600387228624828,-1.0466201292970343,-0.48229895840410475,-0.15887802052863728,-0.23699441207588856,-0.026340122169958374,-0.3420635489524464,-0.24870389316952546,-0.005923899025375089,-0.06710537831408056,0.001659,0.01,0.0,0.97,100,14,1,15
168,0.9288978403628732,-4.605838182170245,-1.0493238243592748,-0.48356065401805537,-0.15924927424496896,-0.2376214031140241,-0.02638657142023468,-0.34296552808566416,-0.249358801113687,-0.005936378737896247,-0.06727990764283892,0.001651,0.01,0.0,0.97,100,14,1,15
169,0.9239821882951654,-4.611655676546282,-1.0522534664741146,-0.48496257616277744,-0.1596889582113684,-0.23834374561673521,-0.026462609210862693,-0.343980559119553,-0.25008329352331515,-0.005953480237131183,-0.06744132535903845,0.001643,0.01,0.0,0.97,100,14,1,15
170,0.9338155090533805,-4.616526793745513,-1.054602934605849,-0.4860660294971767,-0.1600022238374898,-0.2388874405987115,-0.026500161952038158,-0.3448084386625903,-0.250642374567429,-0.005967883993668633,-0.06760275261185805,0.001635,0.01,0.0,0.97,100,14,1,15
171,0.9298872884530255,-4.621352632562853,-1.0569840441510776,-0.4871909571444642,-0.1603388179993228,-0.2394522855415567,-0.026541146863292807,-0.345638540803741,-0.2512751704688307,-0.005960853962411864,-0.06777486967841867,0.001627,0.01,0.0,0.97,100,14,1,15
172,0.9251799522354159,-4.627026454422321,-1.059822853271891,-0.48847431090788723,-0.16080481459673301,-0.24008447854719928,-0.026613016142340656,-0.3465159463008595,-0.2519674684970101,-0.005978599732392704,-0.06796737101024496,0.001619,0.01,0.0,0.97,100,14,1,15
173,0.9285667096092227,-4.632537400798646,-1.0625881823887433,-0.4897801783053298,-0.16119157999293904,-0.2407391719091218,-0.026667131808384207,-0.3474056544085079,-0.25265258240816507,-0.005985778596231599,-0.06810530142655591,0.001611,0.01,0.0,0.97,100,14,1,15
174,0.9332750239685129,-4.636969488829689,-1.06486040180143,-0.49083871848041755,-0.16155514616044758,-0.24126752993801398,-0.02674137706035676,-0.3481866584092513,-0.25324495348399373,-0.005989711253482335,-0.06828539657567739,0.001603,0.01,0.0,0.97,100,14,1,15
175,0.9295212316020978,-4.642138289011397,-1.0673712642846427,-0.49202060541700643,-0.161900339248309,-0.24181718004153768,-0.02679661294322194,-0.34904899607882783,-0.25384028902461164,-0.006002521095150836,-0.06843773114398337,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9328924562909116,-4.646864917248229,-1.069725650776208,-0.4931112129311401,-0.16227449294635884,-0.24234560328188295,-0.026857418195119918,-0.34984371420150195,-0.25439082081367687,-0.0060199299026138355,-0.06861045098610434,0.001588,0.01,0.0,0.97,100,14,1,15
177,0.9289571942925723,-4.652062488623995,-1.0723621638238063,-0.4943223753600524,-0.16269836004167493,-0.242960999840776,-0.026937726855677906,-0.3506738224699605,-0.2550261415521437,-0.006037805408189486,-0.06877183306684313,0.00158,0.01,0.0,0.97,100,14,1,15
178,0.9322715899100561,-4.656917540038574,-1.0747738582060857,-0.4953702498736845,-0.16312894609307418,-0.2434796485448729,-0.027026298802322036,-0.3514108992949963,-0.25556911369767427,-0.006052772591175496,-0.06896237169604028,0.001573,0.01,0.0,0.97,100,13,1,14
179,0.9295798518719387,-4.661900655726252,-1.0772736570502188,-0.49651931345518807,-0.16350951517717718,-0.24405157180185977,-0.027083148607516715,-0.35222727975657697,-0.2561336668027829,-0.006072186164245722,-0.06911018183045237,0.001565,0.01,0.0,0.97,100,14,1,15
180,0.9316597399115163,-4.666706448228484,-1.0796551467797455,-0.4976060743849641,-0.16388554834553293,-0.2445771466258655,-0.027151097310203567,-0.352985539721539,-0.2567295719158178,-0.006084100804102345,-0.06924224857916839,0.001558,0.01,0.0,0.97,100,14,1,15
181,0.9303930393039304,-4.671755229022217,-1.082149920587192,-0.49876728111290236,-0.1642524529833619,-0.24514957736618612,-0.02720417532298251,-0.35382052772606126,-0.257318044096224,-0.006098040899015484,-0.06937621651509547,0.001551,0.01,0.0,0.97,100,14,1,15
182,0.9321894740369632,-4.675863170275578,-1.0842392701259982,-0.4997586182342161,-0.16456767882800286,-0.24565739755858754,-0.02723780653162949,-0.3545765322421667,-0.25789252270129237,-0.006084314973745954,-0.06958762247923689,0.001544,0.01,0.0,0.97,100,14,1,15
183,0.9265110934622078,-4.68111570231214,-1.086862489725708,-0.5009730793598945,-0.16495142363821197,-0.24624640169063092,-0.02728532240517824,-0.3554297742085421,-0.25856334998942476,-0.006103373133019164,-0.06978777421468481,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.9303238969650599,-4.6859507957062005,-1.089236496958677,-0.5020758905577474,-0.16530492574619338,-0.2467878770439745,-0.0273455258288376,-0.35620056219839297,-0.2591177413562073,-0.006115991535775457,-0.06999235330934349,0.001529,0.01,0.0,0.97,100,14,1,15
185,0.9244136119483406,-4.691281064624642,-1.0918789299364873,-0.503337992061452,-0.16569289036853252,-0.24743053063830825,-0.02741602917720251,-0.35712542986850315,-0.25978133472900616,-0.006132159297256389,-0.07018500111188844,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9250438706442717,-4.696585230455163,-1.09454458915612,-0.5045742064136081,-0.16608479541955004,-0.24803490370876233,-0.027480378760197127,-0.35802979898478854,-0.2604463064106339,-0.006147241058904386,-0.07035031123897394,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9267461094419877,-4.701723625569224,-1.0970582601001635,-0.5057753597588519,-0.16642563435634208,-0.24863381831445514,-0.02753179260495665,-0.3589100673029794,-0.26102833191102565,-0.006163529174640364,-0.07053061646671524,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9313099581137684,-4.7064750231862265,-1.0993908534830026,-0.5068362761275699,-0.1667884971180409,-0.24912479770584636,-0.027581943961145196,-0.35967442242454173,-0.2615925510982354,-0.006176583933498101,-0.0706699592636017,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.919599000854973,-4.712171206651476,-1.1022712570129358,-0.5081816387790619,-0.167216335632405,-0.24981557358543685,-0.027630484421055167,-0.3605971673082507,-0.2622000829880222,-0.00619913736299157,-0.07085193820353318,0.001495,0.01,0.0,0.97,100,14,1,15
190,0.9283500058647095,-4.717144038899398,-1.1047621858963064,-0.5093681760975439,-0.16755949284442764,-0.2503885760292686,-0.027678940140197034,-0.36144499740885766,-0.2628046312682505,-0.00621512659712303,-0.07104350236025105,0.001488,0.01,0.0,0.97,100,14,1,15
191,0.9327980421080864,-4.721091262620709,-1.1067182524132022,-0.5103149470070474,-0.16786271641119954,-0.25087881890271424,-0.027720861723624708,-0.36213996188499226,-0.2633240665328029,-0.006222314814381,-0.07118462993571599,0.001482,0.01,0.0,0.97,100,14,1,15
192,0.9301787343311823,-4.725801630730074,-1.109076141307421,-0.5114227912678578,-0.16821209474689236,-0.2514207882508366,-0.02778480781370537,-0.36294003414170867,-0.2638846385873904,-0.006237149456310379,-0.0713625234885461,0.001475,0.01,0.0,0.97,100,14,1,15
193,0.9317769261799113,-4.730297344363464,-1.1112971095260922,-0.5124710023221513,-0.1685357772217339,-0.2519537737611268,-0.027831775587851822,-0.36369634828175,-0.26443024209304467,-0.006251628489226175,-0.07152905296596324,0.001469,0.01,0.0,0.97,100,14,1,15
194,0.9249333802604455,-4.73540657580277,-1.113811698428762,-0.5136381337839356,-0.1688928823196652,-0.2525244933586864,-0.02788826124844023,-0.3645475710168778,-0.265010601568335,-0.00626677007475796,-0.07173165728573645,0.001462,0.01,0.0,0.97,100,14,1,15
195,0.9280441566285274,-4.740276784277437,-1.1162310745019661,-0.5147990878193458,-0.16921863777665758,-0.25310322710361927,-0.02793548092459889,-0.3653968064040366,-0.2656061327619691,-0.006282297420296046,-0.07184690025169096,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.9294201159430088,-4.744790056808155,-1.1184534200659315,-0.5158290991598569,-0.16955316787038582,-0.2536155929808826,-0.027993127041142304,-0.3661427421381421,-0.2661503894066777,-0.006289759816998097,-0.0719963868203758,0.001449,0.01,0.0,0.97,100,14,1,15
197,0.9303198351399802,-4.749430935347904,-1.1207744468973972,-0.5169053360647488,-0.1698979291310609,-0.25414152045599736,-0.02805415142452363,-0.36693713685230744,-0.26670665809408517,-0.006307575703143041,-0.07208639094857403,0.001443,0.01,0.0,0.97,100,14,1,15
198,0.9311183144246353,-4.753920700007459,-1.1230065698663485,-0.517934925966734,-0.17023795516498463,-0.2546581233898332,-0.028105532122829652,-0.36768627365034334,-0.26725280633467996,-0.006320857666962294,-0.07225651122680507,0.001437,0.01,0.0,0.97,100,14,1,15
199,0.9285726214532641,-4.758715471112634,-1.1254165275519308,-0.5190556139496649,-0.17059265547655025,-0.25521491252783257,-0.02816844851162158,-0.3684474399868584,-0.2678221281888482,-0.006334149479994764,-0.07242259338740822,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9279953819249902,-4.762993487546734,-1.1275176046879753,-0.5200426293517048,-0.17090082576300153,-0.2556996952807694,-0.028216273173734815,-0.36913444519326466,-0.2683444876059189,-0.00634799198209886,-0.07254350246442534,0.001424,0.01,0.0,0.97,100,14,1,15
201,0.9340040581670612,-4.767213424349121,-1.1296085867057941,-0.5209850297292523,-0.1712427635359249,-0.25616179664705707,-0.028284071281898592,-0.36979739830438985,-0.26885201950117227,-0.006358986092795954,-0.07262669577569303,0.001418,0.01,0.0,0.97,100,13,1,14
