episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
82,0.9474863339008872,-3.9334432368511267,-3.15813382062051,-0.32999661064790997,-2.512945338041379,-3.1987576497217223,0.021238,0.1,0.058201,0.2,1191,567,1118,33477,38563,38553,0,0,0,0,3889,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9457352630147747,-4.024474689757666,-3.1939709679240122,-0.34294940572444804,-2.5474105241614673,-3.2397433203066224,0.021036,0.1,0.057331,0.2,1076,720,1343,33097,38281,38276,0,0,0,0,3843,3850,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.9343163538873994,-4.174912249440212,-3.25633363515529,-0.37939645803819344,-2.5822208670613063,-3.3029920418420278,0.020838,0.1,0.056474,0.2,1405,800,1221,33570,38390,38382,0,0,0,0,3770,3770,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9482262703739214,-4.147633889831151,-3.24422364044144,-0.3643640103185654,-2.556661525379491,-3.279480250080772,0.020643,0.1,0.055631,0.2,1118,610,1257,33376,38334,38330,0,0,0,0,3950,3949,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9454962879036346,-4.178414682149969,-3.249249431069193,-0.36948264274860715,-2.515348578645266,-3.2379350581697777,0.020452,0.1,0.054799,0.2,1206,622,1233,33539,38354,38347,0,0,0,0,3833,3827,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9469687838977944,-4.161188120088818,-3.2279748053209225,-0.3655126974926702,-2.4643816880769385,-3.210305036975959,0.020265,0.1,0.053981,0.2,1243,517,1041,33188,38098,38093,0,0,0,0,3913,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9480562598092479,-4.101137438494112,-3.2128985597150383,-0.3450561641941054,-2.462036698032415,-3.2189547885077583,0.020081,0.1,0.053174,0.2,1187,534,1232,33132,37780,37777,0,0,0,0,3886,3890,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9473560378801247,-4.186495412850507,-3.2386179238240573,-0.3608706539403773,-2.4935774833721243,-3.244046628312702,0.0199,0.1,0.05238,0.2,1184,606,1194,34002,38897,38885,0,0,0,0,3911,3914,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.9409391932570741,-4.3213267804208355,-3.289435340716972,-0.3968497460847317,-2.5415806587687357,-3.2821803245613683,0.019722,0.1,0.051597,0.2,1275,687,1285,33220,38048,38045,0,0,0,0,3874,3882,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9455454600890298,-4.398900856383758,-3.3172370257622426,-0.4144998441100319,-2.535860220800611,-3.295196821156932,0.019548,0.1,0.050826,0.2,1150,636,1098,32798,37570,37566,0,0,0,0,3890,3910,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9440266828380837,-4.40151342190892,-3.308580319655992,-0.4166864497404646,-2.540941205359237,-3.3001155923149583,0.019377,0.1,0.050067,0.2,1183,663,1371,32980,37931,37920,0,0,0,0,3895,3880,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.945379409474756,-4.414708990488099,-3.3155668962932707,-0.4187488848253733,-2.5568983913424788,-3.3161042900989974,0.019208,0.1,0.049319,0.2,1177,647,1188,33394,38333,38328,0,0,0,0,3875,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9419130959565479,-4.488810936888503,-3.347183877970872,-0.44202243753963283,-2.5597186913552354,-3.3262059515817146,0.019043,0.1,0.048582,0.2,1266,659,1245,33140,37988,37982,0,0,0,0,3878,3864,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
