episode,service_level,bias,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
162,0.9197432052167759,-4.787763218565447,-1.1666836575516033,-0.514602753355935,-0.35975661334629744,-0.20561381979590176,0.001702,0.01,0.0,0.97,100,11,0,11
163,0.9224683544303798,-4.7939183780672545,-1.169872413153069,-0.5160584011436011,-0.360815875618962,-0.20620121275603773,0.001693,0.01,0.0,0.97,100,11,0,11
164,0.9177820267686424,-4.8005279431796835,-1.173225203934102,-0.5175616153595876,-0.3618808920779431,-0.20679443627922844,0.001685,0.01,0.0,0.97,100,11,0,11
165,0.9220931991194313,-4.806739417501914,-1.1763954119325075,-0.5189797522672035,-0.36291272015216003,-0.20736576885970567,0.001676,0.01,0.0,0.97,100,11,0,11
166,0.9238522785024563,-4.812604253730762,-1.1794478261639139,-0.5203241115247192,-0.3638280898257378,-0.20792401972957303,0.001668,0.01,0.0,0.97,100,11,0,11
167,0.9270526439839054,-4.8182383819400165,-1.182314932403385,-0.5215797300203135,-0.3647409942828818,-0.2084671933048393,0.001659,0.01,0.0,0.97,100,11,0,11
168,0.925125577318545,-4.823959930421916,-1.1852842769965313,-0.5228838380214664,-0.36565841894019346,-0.20900324960468358,0.001651,0.01,0.0,0.97,100,11,0,11
169,0.9207286474189555,-4.830185745475298,-1.1884913733811353,-0.5243085492011578,-0.3666502630393213,-0.2095762770125757,0.001643,0.01,0.0,0.97,100,11,0,11
170,0.929018403878739,-4.835522184038284,-1.1912034603990798,-0.5254802918578662,-0.367470323150965,-0.21005190124735995,0.001635,0.01,0.0,0.97,100,11,0,11
171,0.9257930096096607,-4.841018505462846,-1.1939950839897078,-0.5267643192540957,-0.3684107038770838,-0.21056586056572485,0.001627,0.01,0.0,0.97,100,11,0,11
172,0.9170805947184453,-4.847491725122628,-1.1972949068510526,-0.5282771474597246,-0.3695052254599361,-0.2111554063534956,0.001619,0.01,0.0,0.97,100,11,0,11
173,0.922717516922569,-4.8535447524341935,-1.2004080388720624,-0.5296574561493138,-0.3704829171746096,-0.2117055920485221,0.001611,0.01,0.0,0.97,100,11,0,11
174,0.9252804083551616,-4.85915586099713,-1.2032591082884612,-0.5309235973691409,-0.37136438330637367,-0.21222677847110338,0.001603,0.01,0.0,0.97,100,11,0,11
175,0.9206706917138965,-4.865110110995017,-1.2062637955140711,-0.5322811439824202,-0.3723214819084504,-0.2127286857284842,0.001596,0.01,0.0,0.97,100,11,0,11
176,0.9254338759585632,-4.8704327470131075,-1.2089790302961094,-0.5334514108092536,-0.37315881870431655,-0.21322479552386933,0.001588,0.01,0.0,0.97,100,10,0,10
177,0.9225923642241738,-4.876230244487011,-1.211943154469945,-0.5347469028790893,-0.3740941180859484,-0.21379783281538384,0.00158,0.01,0.0,0.97,100,11,0,11
178,0.9210932857991682,-4.882074441686797,-1.2149212119452164,-0.5360670763148814,-0.37501946969747135,-0.21430320587081506,0.001573,0.01,0.0,0.97,100,11,0,11
179,0.9248991850439536,-4.887506079475261,-1.2176562762305092,-0.5372423387103751,-0.3758652220839079,-0.2147927961153802,0.001565,0.01,0.0,0.97,100,11,0,11
180,0.9194836600194138,-4.893391789030395,-1.2206540239963386,-0.5385865628888539,-0.3768374765356883,-0.21533394914189372,0.001558,0.01,0.0,0.97,100,11,0,11
181,0.9280193236714975,-4.898608381109729,-1.2232845195461957,-0.5397658583757659,-0.3776747801099862,-0.21579063918483607,0.001551,0.01,0.0,0.97,100,11,0,11
182,0.9273835641674063,-4.903811728593217,-1.225950647662301,-0.5409569809781013,-0.3784986565129538,-0.21626853109738817,0.001544,0.01,0.0,0.97,100,11,0,11
183,0.9243074324324324,-4.909173611321568,-1.2286590134944728,-0.5421480369569149,-0.3793296321695691,-0.21674573912032036,0.001536,0.01,0.0,0.97,100,11,0,11
184,0.9201705655505156,-4.914907302238424,-1.231581016325842,-0.5434400552482747,-0.3802238487264362,-0.21726608049466536,0.001529,0.01,0.0,0.97,100,11,0,11
185,0.9197367756702627,-4.920652609669003,-1.234570953167095,-0.5447932275613567,-0.38115334501350356,-0.21781448591849886,0.001522,0.01,0.0,0.97,100,11,0,11
186,0.9205835764902043,-4.926354013838245,-1.2374701578253304,-0.5460654695803834,-0.3820466637311789,-0.21830860249716327,0.001515,0.01,0.0,0.97,100,11,0,11
187,0.92968947874981,-4.931215144411376,-1.2398520689243506,-0.54712690748376,-0.3828321042436482,-0.21874035016880986,0.001509,0.01,0.0,0.97,100,11,0,11
188,0.9227058843371055,-4.936588098905439,-1.2425485353764898,-0.5483462057435261,-0.38370568640520847,-0.21922307629063287,0.001502,0.01,0.0,0.97,100,11,0,11
189,0.9206809309183519,-4.942064338256531,-1.245376631466325,-0.5495974594099836,-0.38461140931216725,-0.21972418284316914,0.001495,0.01,0.0,0.97,100,10,0,10
190,0.9181420746721161,-4.947918117416727,-1.2484302282403617,-0.5509935062735128,-0.38556428774141505,-0.22023614716068282,0.001488,0.01,0.0,0.97,100,11,0,11
191,0.9197137781948588,-4.953430879232136,-1.251252116160235,-0.5522583687362743,-0.38642933237400756,-0.22072239429497018,0.001482,0.01,0.0,0.97,100,11,0,11
192,0.9206430038532702,-4.959000651364522,-1.2541279545137254,-0.5535543691605004,-0.38733575645100154,-0.22122763812148155,0.001475,0.01,0.0,0.97,100,11,0,11
193,0.9281031505172617,-4.963832818768643,-1.256550985019061,-0.554592338392644,-0.3880773536085778,-0.22166111755344767,0.001469,0.01,0.0,0.97,100,11,0,11
194,0.9254148734866119,-4.968932029589211,-1.2591357778575856,-0.5557548897789345,-0.38885863574527935,-0.2221018964365479,0.001462,0.01,0.0,0.97,100,11,0,11
195,0.9203031538879826,-4.974286785537351,-1.2618606507518837,-0.5570177141494213,-0.38974726800020215,-0.22256266247954362,0.001456,0.01,0.0,0.97,100,11,0,11
196,0.921429536549115,-4.979600163913289,-1.264597387476229,-0.5582529504407475,-0.3905790608738694,-0.2230295216472389,0.001449,0.01,0.0,0.97,100,11,0,11
197,0.9209942149872191,-4.984896194691928,-1.267299536325849,-0.5594747354815335,-0.39150585522474557,-0.22350712587208812,0.001443,0.01,0.0,0.97,100,11,0,11
198,0.9280865185384836,-4.989624036841343,-1.2696552361235969,-0.5605253525959941,-0.39223212960309134,-0.22392744951441187,0.001437,0.01,0.0,0.97,100,11,0,11
199,0.9192197303430784,-4.9950932400338734,-1.2724832868798623,-0.5617565078796699,-0.3931024856436233,-0.2244397300632902,0.001431,0.01,0.0,0.97,100,11,0,11
200,0.9248307801923762,-5.000049183565986,-1.2750041947909287,-0.5628303568445426,-0.3938498179658107,-0.2249409736754391,0.001424,0.01,0.0,0.97,100,11,0,11
201,0.9248657113509691,-5.004991681139208,-1.2775000796495097,-0.5639247127035383,-0.39464829216651437,-0.22539980213512,0.001418,0.01,0.0,0.97,100,11,0,11
202,0.9244448197247319,-5.009914204109523,-1.2800182358463221,-0.5650481288705286,-0.3954346798393987,-0.22588082321597716,0.001412,0.01,0.0,0.97,100,11,0,11
203,0.9262868356171277,-5.014710143879906,-1.2824558360523322,-0.5661127883317514,-0.3961748303126484,-0.22632729758907114,0.001406,0.01,0.0,0.97,100,11,0,11
204,0.9260741612713361,-5.019330157700376,-1.2848049483346051,-0.5671818652471022,-0.39693435160104235,-0.22675241695653783,0.0014,0.01,0.0,0.97,100,10,0,10
205,0.9199736899802675,-5.024573242076162,-1.2874834715967627,-0.5684047835195505,-0.397799851042145,-0.22722234943667205,0.001395,0.01,0.0,0.97,100,11,0,11
206,0.9260137179745814,-5.0293202329227285,-1.2898551837874455,-0.5694853584164651,-0.39858474316232495,-0.22766154781493744,0.001389,0.01,0.0,0.97,100,11,0,11
207,0.9257210123602119,-5.034034501186989,-1.292267488284567,-0.5705454254554108,-0.3992751891260248,-0.2280810349238796,0.001383,0.01,0.0,0.97,100,11,0,11
208,0.9189544244955704,-5.03930507250554,-1.294932865517485,-0.5717443916829463,-0.40011104682761467,-0.2285440960410979,0.001377,0.01,0.0,0.97,100,11,0,11
209,0.9262087368050078,-5.043965315187728,-1.297312122936754,-0.5728065346547024,-0.4008740136563273,-0.2289767512195254,0.001372,0.01,0.0,0.97,100,11,0,11
210,0.9220301581463773,-5.0490012571429235,-1.29989627817347,-0.5739093194292734,-0.40163829264309886,-0.22943822383859447,0.001366,0.01,0.0,0.97,100,11,0,11
211,0.9229998162286783,-5.0539110343804206,-1.302399791706857,-0.5750427444582106,-0.40244945863751,-0.22987409382428878,0.00136,0.01,0.0,0.97,100,11,0,11
212,0.9203577224776847,-5.058926866535751,-1.3049682617128224,-0.5761762945106724,-0.40327788951418947,-0.23034597561552297,0.001355,0.01,0.0,0.97,100,11,0,11
213,0.9205335938421115,-5.063861362250884,-1.307496638738754,-0.5773031149855391,-0.4040687208938118,-0.23079634459996037,0.001349,0.01,0.0,0.97,100,11,0,11
214,0.9193817807548889,-5.0687944600127075,-1.309981133405507,-0.5784473620756778,-0.4049131445761435,-0.23122224771363492,0.001344,0.01,0.0,0.97,100,10,0,10
215,0.9193782243652426,-5.074010791315778,-1.3126427547860167,-0.5796326856182566,-0.40579223417027815,-0.23167965655718845,0.001338,0.01,0.0,0.97,100,11,0,11
216,0.9253594837660688,-5.078499047835846,-1.3149846457631793,-0.5806545465829752,-0.4064996207789298,-0.23211326336196617,0.001333,0.01,0.0,0.97,100,11,0,11
217,0.9213037489420316,-5.083409469782067,-1.3175170867546753,-0.58181100022739,-0.407304625352695,-0.23256325284132917,0.001328,0.01,0.0,0.97,100,11,0,11
218,0.924739845585767,-5.088035503765392,-1.319856259009332,-0.5828522783773025,-0.40804124809643355,-0.2329661882912094,0.001322,0.01,0.0,0.97,100,11,0,11
219,0.9239423336028025,-5.092561868036347,-1.3221477130102117,-0.5838472065447815,-0.40869366707698923,-0.233359532185712,0.001317,0.01,0.0,0.97,100,11,0,11
220,0.9256968553035154,-5.097079783381051,-1.3244466851942,-0.5848669959060833,-0.40938112600115895,-0.2337922258264302,0.001312,0.01,0.0,0.97,100,11,0,11
221,0.9199502838523296,-5.101985113057333,-1.3269498792800873,-0.5859785735483494,-0.4101499717706464,-0.23421330748209437,0.001307,0.01,0.0,0.97,100,11,0,11
222,0.9234249500118616,-5.106592607698003,-1.329269134283789,-0.5870032570643917,-0.41086095094067715,-0.23465367473759066,0.001302,0.01,0.0,0.97,100,11,0,11
223,0.9182577971053884,-5.111446187162368,-1.3317437561952707,-0.5881544970961405,-0.41168652829250396,-0.23509843783367054,0.001297,0.01,0.0,0.97,100,11,0,11
224,0.9241396761133603,-5.115949744019757,-1.334042985041859,-0.5891769463077834,-0.4124011343259503,-0.23554583231272938,0.001292,0.01,0.0,0.97,100,11,0,11
225,0.9251204474242781,-5.120387746892875,-1.3363292425386628,-0.5902039165771245,-0.41312884244066206,-0.2359618999233595,0.001287,0.01,0.0,0.97,100,11,0,11
226,0.925841119152279,-5.124821161537772,-1.3385512441018552,-0.5911985118762814,-0.4138321824010213,-0.2363473973862001,0.001282,0.01,0.0,0.97,100,11,0,11
227,0.9195246410225982,-5.129531081849967,-1.3409402528189738,-0.5922765041841632,-0.41461767536209954,-0.23681487250061029,0.001277,0.01,0.0,0.97,100,11,0,11
228,0.9240570587339458,-5.133978849702509,-1.3431927013051108,-0.5932778965707808,-0.4153211253283615,-0.23721901064458206,0.001272,0.01,0.0,0.97,100,11,0,11
229,0.9247255175226894,-5.138326829134608,-1.3454076313319034,-0.5942376744859412,-0.4159939255169407,-0.23764602843250704,0.001267,0.01,0.0,0.97,100,11,0,11
230,0.9217637254406789,-5.142873735265095,-1.347724088117473,-0.5952779488094577,-0.41676731468958883,-0.23806808947528285,0.001262,0.01,0.0,0.97,100,11,0,11
231,0.9279043894545209,-5.146937283037148,-1.3498013142458414,-0.5962133662565948,-0.41745113531265515,-0.23844429138857767,0.001257,0.01,0.0,0.97,100,11,0,11
232,0.9255868348508897,-5.151287032270224,-1.3520256502433172,-0.5972097622809873,-0.4181611303019993,-0.23885747056921702,0.001253,0.01,0.0,0.97,100,11,0,11
233,0.921609318516535,-5.1557156679315925,-1.3542501513250893,-0.5982072168817695,-0.41885092626074927,-0.23927892033690099,0.001248,0.01,0.0,0.97,100,10,0,10
234,0.928641366736444,-5.159738901556747,-1.356287211922614,-0.5991208116227437,-0.4194863805372019,-0.2396355871918484,0.001243,0.01,0.0,0.97,100,11,0,11
235,0.9236007335959788,-5.164158175986736,-1.3585026331824352,-0.600108665248104,-0.4201937101744603,-0.2400451946142848,0.001239,0.01,0.0,0.97,100,12,0,12
236,0.9215158106073281,-5.168518299066304,-1.3607594487077923,-0.6011487481801269,-0.4209787340206251,-0.24044691220567765,0.001234,0.01,0.0,0.97,100,10,0,10
237,0.919478449591373,-5.173146579128269,-1.3631723240031426,-0.6022418191366388,-0.421707498895635,-0.24087517797691943,0.001229,0.01,0.0,0.97,100,11,0,11
238,0.9226559342583861,-5.177446706478242,-1.3654058895338153,-0.6032479685955534,-0.4224154630641154,-0.24125701137646965,0.001225,0.01,0.0,0.97,100,11,0,11
239,0.9229610789464877,-5.18179647645689,-1.367623341171002,-0.6042331599875755,-0.42309885446022577,-0.24167029508637602,0.00122,0.01,0.0,0.97,100,11,0,11
240,0.9262211013030686,-5.185966338816542,-1.3697615323623058,-0.6051690261327242,-0.42376143213285705,-0.24205614716430382,0.001216,0.01,0.0,0.97,100,11,0,11
241,0.9302473581082212,-5.189816819881487,-1.3716997930920782,-0.6060393472851998,-0.42435762130082855,-0.242412334718775,0.001212,0.01,0.0,0.97,100,11,0,11
242,0.927208166888593,-5.1937315734707585,-1.3736770096838675,-0.6069131599230766,-0.42498174042235054,-0.2427437724627103,0.001207,0.01,0.0,0.97,100,11,0,11
243,0.9250380388841928,-5.197811893216135,-1.3757636829152293,-0.6078670332006906,-0.4256425123349738,-0.24312004811819626,0.001203,0.01,0.0,0.97,100,11,0,11
244,0.9232169034019108,-5.201985035784533,-1.3778759622496435,-0.6088231819057216,-0.4263159197953405,-0.24348572938632218,0.001198,0.01,0.0,0.97,100,11,0,11
245,0.9230976839903513,-5.206249159459226,-1.3800194020510816,-0.6097700254072757,-0.42701919596630644,-0.24387966535798064,0.001194,0.01,0.0,0.97,100,11,0,11
246,0.9295357148906618,-5.209953268605541,-1.3818581198923172,-0.6105893835193502,-0.42760245100458033,-0.24421582541870876,0.00119,0.01,0.0,0.97,100,11,0,11
247,0.9281763311420838,-5.213792760582782,-1.383817260961881,-0.6114433226688596,-0.4282342226003817,-0.24460104640015568,0.001186,0.01,0.0,0.97,100,11,0,11
248,0.9258514324347165,-5.217699435954768,-1.3858215533853495,-0.6123270599592605,-0.42886642258381913,-0.24495876399178573,0.001181,0.01,0.0,0.97,100,11,0,11
249,0.9140216283073426,-5.222505723320092,-1.3882883613385633,-0.6134520745076087,-0.42968310377260277,-0.24540066182110434,0.001177,0.01,0.0,0.97,100,11,0,11
250,0.9201084302863973,-5.226852199171634,-1.3905368955260242,-0.6144610764099897,-0.43038744100247767,-0.24579877668624944,0.001173,0.01,0.0,0.97,100,11,0,11
251,0.9248804229252329,-5.230863341335142,-1.392563017332339,-0.6153466848558846,-0.43099459884142904,-0.24617559673908374,0.001169,0.01,0.0,0.97,100,11,0,11
252,0.9278131634819533,-5.234700971036299,-1.3945596589046072,-0.6162492853103239,-0.43163081020628014,-0.246544597423426,0.001165,0.01,0.0,0.97,100,11,0,11
253,0.9213225943196269,-5.238892471685255,-1.3966613954749576,-0.6171892067471083,-0.4323285988350061,-0.24690607280097532,0.001161,0.01,0.0,0.97,100,11,0,11
254,0.9219167111585691,-5.243063912973457,-1.3988419759301067,-0.6181615171783342,-0.4330178068966966,-0.2472897366649183,0.001157,0.01,0.0,0.97,100,11,0,11
255,0.9132791327913279,-5.24785834088921,-1.4012896216208754,-0.6193246339178059,-0.4338102491663744,-0.24768012358313435,0.001153,0.01,0.0,0.97,100,11,0,11
256,0.9273092506213612,-5.25151518977562,-1.403102062824823,-0.62012408487471,-0.4343794196856674,-0.2480157308045727,0.001149,0.01,0.0,0.97,100,11,0,11
257,0.9237950792045837,-5.255529488834283,-1.4051630495949894,-0.6210631510654314,-0.4350355970791646,-0.24839361618509748,0.001145,0.01,0.0,0.97,100,11,0,11
258,0.9256571466791519,-5.25947196747653,-1.4071278663412798,-0.6219320452765661,-0.4356627938106691,-0.2487674523130975,0.001141,0.01,0.0,0.97,100,11,0,11
259,0.9248656816655474,-5.263268018060428,-1.4090403729841392,-0.6228009613029353,-0.4363384916830055,-0.24912976273424048,0.001137,0.01,0.0,0.97,100,10,0,10
260,0.9225612304605868,-5.267323927637628,-1.4111087772958593,-0.6237248159985099,-0.4370174216199036,-0.24949453923893886,0.001133,0.01,0.0,0.97,100,11,0,11
261,0.9215073773760468,-5.271524068000447,-1.413272470403272,-0.6246813259397975,-0.43770746958852685,-0.24991538043573286,0.001129,0.01,0.0,0.97,100,11,0,11
262,0.9212532180175329,-5.2755737841186425,-1.4153289532807842,-0.6256244037417819,-0.4383627843795691,-0.25026412114921287,0.001125,0.01,0.0,0.97,100,11,0,11
263,0.9201324928599193,-5.279683828028077,-1.4174015199182124,-0.6265455345983457,-0.4389910251100876,-0.250640216584365,0.001122,0.01,0.0,0.97,100,11,0,11
264,0.9232612694715879,-5.283613223185186,-1.419397154760884,-0.6274306552292244,-0.4396000739127815,-0.2509915301173574,0.001118,0.01,0.0,0.97,100,11,0,11
265,0.9188337406252634,-5.287783541468414,-1.421562467956368,-0.6283900775983112,-0.44025535350171824,-0.25139472407484936,0.001114,0.01,0.0,0.97,100,11,0,11
266,0.9206693681015921,-5.2918667629004235,-1.4236599473235545,-0.6293351898424457,-0.4409245387588277,-0.25177896180864756,0.00111,0.01,0.0,0.97,100,11,0,11
267,0.9227278075675313,-5.295675014957428,-1.4256347830751992,-0.6302218728328869,-0.4415416356291245,-0.25211064331764393,0.001107,0.01,0.0,0.97,100,10,0,10
268,0.9196899016679532,-5.299784828253785,-1.4277512656428482,-0.6311654207995908,-0.4421963250713576,-0.25251807146639355,0.001103,0.01,0.0,0.97,100,11,0,11
269,0.9248524612340836,-5.303523883946974,-1.4296684819427101,-0.6320062891208329,-0.442791937566179,-0.25284480554855404,0.001099,0.01,0.0,0.97,100,11,0,11
270,0.9237121708041693,-5.307372029905438,-1.431646250302183,-0.6329033341111037,-0.4434352376983845,-0.25319524262968307,0.001096,0.01,0.0,0.97,100,11,0,11
271,0.9213526537602633,-5.311326698317595,-1.4336649103763808,-0.6338336914301317,-0.4441106047785821,-0.25357569024618243,0.001092,0.01,0.0,0.97,100,11,0,11
272,0.9245547159627581,-5.315100027855371,-1.4355948407592323,-0.634679041603266,-0.4446757212312383,-0.2539376405761942,0.001088,0.01,0.0,0.97,100,11,0,11
273,0.9290376031381036,-5.318487900592004,-1.4373127471628742,-0.6354254053888783,-0.44522178732611845,-0.25427266042596114,0.001085,0.01,0.0,0.97,100,11,0,11
274,0.9239591967925836,-5.322191444975881,-1.439190705834833,-0.6362663077105433,-0.4458281245809845,-0.2546077559317753,0.001081,0.01,0.0,0.97,100,11,0,11
275,0.915369502795829,-5.326531511697006,-1.4414251000601224,-0.6372648137215995,-0.44652911489386476,-0.2549969643773352,0.001078,0.01,0.0,0.97,100,11,0,11
276,0.9263437515761865,-5.330064718726611,-1.4432258877697959,-0.6380780689564521,-0.4471057636176283,-0.2553432611536785,0.001074,0.01,0.0,0.97,100,11,0,11
277,0.9221999224191726,-5.333871698558891,-1.4451639583037872,-0.638983158038442,-0.4477393757724919,-0.25568521513507214,0.001071,0.01,0.0,0.97,100,11,0,11
278,0.92187815210813,-5.337721444223907,-1.4471280524216732,-0.639892958937245,-0.44838323202953234,-0.2560301141256957,0.001067,0.01,0.0,0.97,100,11,0,11
279,0.92437173216394,-5.3413173008355725,-1.4489699399677314,-0.640720807042353,-0.44897558967811163,-0.2563751856949118,0.001064,0.01,0.0,0.97,100,11,0,11
280,0.9274178702324569,-5.34483399304642,-1.4507077991913284,-0.6414808065829456,-0.44952148630463773,-0.2566780017727892,0.001061,0.01,0.0,0.97,100,11,0,11
281,0.9208171107852556,-5.348615809437928,-1.452598683413932,-0.6423297198566673,-0.45011926436026917,-0.25702552482467356,0.001057,0.01,0.0,0.97,100,11,0,11
282,0.9250817627027209,-5.352186441110685,-1.4544168658144216,-0.6431436454182555,-0.4507194591002356,-0.2573431217568501,0.001054,0.01,0.0,0.97,100,11,0,11
283,0.9204748684232937,-5.355951742208696,-1.456341077617474,-0.6440172172410484,-0.4513224751445598,-0.2576926426179126,0.001051,0.01,0.0,0.97,100,11,0,11
284,0.9217195803242949,-5.359683317963574,-1.4583045320133565,-0.6448809284528992,-0.45191845721347523,-0.2580167253914364,0.001047,0.01,0.0,0.97,100,11,0,11
285,0.921649242335252,-5.363442066537133,-1.4602309635907227,-0.6457384986094477,-0.4525083011634059,-0.2583918626001164,0.001044,0.01,0.0,0.97,100,11,0,11
286,0.9208934466060088,-5.36726190298393,-1.4621381805509548,-0.6465901421059579,-0.4531247503593993,-0.25876235771107514,0.001041,0.01,0.0,0.97,100,11,0,11
287,0.9197738027318186,-5.371085497938429,-1.4641053017084318,-0.6474704296108472,-0.45373843983074513,-0.25910917845503795,0.001037,0.01,0.0,0.97,100,11,0,11
288,0.9254541125246616,-5.374539770760959,-1.4658248340342181,-0.6482241204040359,-0.4542878628861849,-0.25943830713448784,0.001034,0.01,0.0,0.97,100,11,0,11
289,0.922809667673716,-5.378165002101735,-1.4676712719959082,-0.6490553246440405,-0.45487288746357935,-0.25978267601875377,0.001031,0.01,0.0,0.97,100,11,0,11
290,0.92737213344358,-5.38148421519077,-1.469321712242686,-0.649767553031367,-0.4553819209504891,-0.2600881878206658,0.001028,0.01,0.0,0.97,100,11,0,11
291,0.9222447257383967,-5.385114580149535,-1.4711466040168217,-0.6505832274719706,-0.4559693385969736,-0.26040360167414295,0.001025,0.01,0.0,0.97,100,11,0,11
292,0.9245317942418685,-5.388603394554317,-1.4729185768633504,-0.6513644773504398,-0.4565157026476862,-0.26074304919641483,0.001022,0.01,0.0,0.97,100,11,0,11
293,0.9218486974782913,-5.392274320113336,-1.4747791239794237,-0.6522023286094103,-0.45709445515648184,-0.26106163405554283,0.001018,0.01,0.0,0.97,100,11,0,11
294,0.9243998445762168,-5.395736775620403,-1.4765328315517205,-0.6529920959359515,-0.4576360647860054,-0.26139307800435546,0.001015,0.01,0.0,0.97,100,11,0,11
295,0.921865250021081,-5.399317207982213,-1.4783807847280888,-0.6538260686631302,-0.4582191124747476,-0.2617294399322748,0.001012,0.01,0.0,0.97,100,10,0,10
296,0.9259439994615333,-5.402606770799545,-1.4800496349491408,-0.6545820652393969,-0.4587685690213105,-0.2620299038666514,0.001009,0.01,0.0,0.97,100,11,0,11
297,0.9220711995725354,-5.406277846462202,-1.4819517802355453,-0.6554565663103348,-0.4593917548924866,-0.26236006429946923,0.001006,0.01,0.0,0.97,100,11,0,11
298,0.9177017065535696,-5.410037788218664,-1.4838999181417027,-0.6563476657066187,-0.4600134021542211,-0.2627250404541341,0.001003,0.01,0.0,0.97,100,11,0,11
299,0.9214830238103234,-5.413285754257627,-1.485545292183423,-0.6571054282855907,-0.46058844973084684,-0.26308023937106384,0.001,0.01,0.0,0.97,100,11,1,12
