episode,service_level,squared_starvation_penalty,squared_congestion_penalty
480,0.9371061704910236,-14.510762129459282,-9.11960331913123
481,0.9354887536705718,-14.518481654302525,-9.122200801661226
482,0.9435783667106368,-14.518972683568883,-9.12364552854588
483,0.9328797242690754,-14.526565252138491,-9.129457357561018
484,0.9346979707409155,-14.532085858293291,-9.131959333383532
485,0.938148671820944,-14.537531060337905,-9.133809448331455
486,0.9381687761211726,-14.542327303964427,-9.135136865150638
487,0.9366864615200048,-14.551262939209877,-9.139421883812055
488,0.9385121003884075,-14.555221293327694,-9.142518931883943
489,0.9352101578835722,-14.55934875159449,-9.144656897612096
490,0.9394266846765721,-14.564964933104342,-9.150440900502126
491,0.9416314630808592,-14.571758876088628,-9.151771543067916
492,0.9389726109317067,-14.579563584136777,-9.156421751781547
493,0.9440436963813934,-14.58383341878652,-9.157949697323808
494,0.9328746634759199,-14.594347214981395,-9.166479029442495
495,0.9353376282510141,-14.597703228441224,-9.171389415685029
496,0.9403074525785862,-14.601868786498907,-9.170706377944972
497,0.9329623819812354,-14.60984308241553,-9.177189273795575
498,0.9388874070122403,-14.614624816129856,-9.179433675865008
499,0.9383187610038495,-14.618627080485297,-9.179862445764908
