episode,service_level,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk
19,0.9429678188319428,-2.0926177427390322,-1.6777271785189842,-2.821256465698166,-2.640195772161726
20,0.9293387939221273,-2.166292900556911,-1.7329455950788153,-2.9036551538173705,-2.73423981217923
21,0.9325999702690649,-2.2083896692235667,-1.7663492395730547,-2.9887041732609463,-2.8040205249358547
22,0.9377970655094028,-2.250886807273942,-1.8052316989346415,-3.0335476491498694,-2.852499314139553
23,0.9404360395085521,-2.28443602602792,-1.836514392458714,-3.070281752474614,-2.893090649304555
24,0.9333052047858714,-2.318696864733945,-1.8785479772680862,-3.1180398068833894,-2.957803652835253
25,0.9361448653800334,-2.351836845866032,-1.9049929543795183,-3.169560658487451,-3.0220161082903734
26,0.9306217246307765,-2.409469819485705,-1.9499278112297198,-3.2500935374092164,-3.090003583190448
27,0.9323901757794711,-2.4549008479944825,-1.9798319571972591,-3.304042755036166,-3.1362441697689722
28,0.9353824031634762,-2.470640010905781,-2.0035374262207926,-3.3372571175588224,-3.177329517753336
29,0.9314592733317502,-2.507070783671568,-2.019047941904844,-3.359319000195198,-3.2253776785839543
30,0.9365722405296731,-2.5342066964599783,-2.046463889506399,-3.4079238858798298,-3.2765792013618844
31,0.9386123367585656,-2.5569583336680175,-2.07476565498146,-3.444437504461711,-3.3358634010687247
32,0.9327910187908988,-2.5903333141699205,-2.1023850500823102,-3.478414251575822,-3.375201373495011
33,0.9393561416013305,-2.5978461188530524,-2.124381915720246,-3.507990005631741,-3.404907957914007
34,0.9362853846836454,-2.62068009864662,-2.152229894392873,-3.5369800743081834,-3.445264262316773
35,0.9367877492877493,-2.635548485085154,-2.1782270907805517,-3.5691159651137534,-3.4946077910219433
36,0.938585496866607,-2.657070858987286,-2.1896617054223455,-3.597845214829528,-3.524767371824557
37,0.9320976546098014,-2.687032797540556,-2.218949508827592,-3.648963703361877,-3.5753884837041077
38,0.9324522760646109,-2.7073944354929624,-2.237608946304419,-3.6992279095773113,-3.621002870715608
39,0.9368156796322061,-2.7288517351272374,-2.2515177002365,-3.7184825742998884,-3.656848061029416
40,0.9385124067220773,-2.7420691303991225,-2.2722591217641686,-3.7301431934008202,-3.687209990429655
41,0.9392407335387561,-2.7488088115537526,-2.283463217843413,-3.7559584776309087,-3.71473845110438
42,0.9306583444791202,-2.7731827449605833,-2.3151061794994203,-3.795751671507332,-3.763826137847108
43,0.9366434777416177,-2.806937287851872,-2.3382156955205193,-3.8132756108249137,-3.8059620392959705
44,0.9382631074934163,-2.818833685460078,-2.351162822257465,-3.8214406966525494,-3.831125968290623
45,0.9384972003130833,-2.823366041250151,-2.368677598195859,-3.853193966944278,-3.871294521930867
46,0.9361194930597465,-2.846760791029253,-2.3884721835103133,-3.8854832808165876,-3.9068186170595336
47,0.9347598070065031,-2.8656782327845267,-2.4072429594428937,-3.9122982645727395,-3.9404621419740633
48,0.9379644393633985,-2.874341639336452,-2.4167640831712434,-3.9352942589304942,-3.96285325994837
49,0.9383712178232726,-2.8914230588821086,-2.4433271054826706,-3.95982971498687,-4.004091663181364
50,0.9374445954730808,-2.905470098575138,-2.4545380955866816,-3.969212995780005,-4.023221614465631
51,0.932467301361331,-2.9326184487358367,-2.478420599566244,-3.991788529435375,-4.0521242527113985
52,0.9295791451665821,-2.9564237561162927,-2.5010484006904052,-4.020036437876336,-4.0943857551031115
53,0.9416834498282194,-2.9619655904675466,-2.512889520345015,-4.04655025316245,-4.112626269060406
54,0.9400394359464627,-2.970795029549199,-2.523740509079353,-4.066700519140699,-4.130077751177282
55,0.9304262470626729,-2.992145590633599,-2.538382367380884,-4.116708098978022,-4.1786113848143485
56,0.9378061013748746,-3.0149245380316545,-2.5527181433413038,-4.133687302010031,-4.2014978397184715
57,0.9408280483427067,-3.032232762722687,-2.56257303094057,-4.158355624698971,-4.228775982976978
58,0.9345223772858517,-3.037184080104465,-2.5677164088368034,-4.1756961394849235,-4.256592588239974
59,0.9365895971046571,-3.04599541500519,-2.574024646514095,-4.192903570636925,-4.279931237930442
60,0.9361389845739104,-3.057593466452036,-2.5905905052484584,-4.215679647586232,-4.3068545337797115
61,0.9334432618797781,-3.0751618935989953,-2.610592163870662,-4.247363821451723,-4.334375548652604
62,0.9369695158398087,-3.096743762488111,-2.634877546869904,-4.269830593506062,-4.362808005486299
63,0.9402998554913294,-3.1037978831801407,-2.646129528140218,-4.280170385571452,-4.38131133151881
64,0.9288392857142858,-3.1212212529169108,-2.6559976138656243,-4.303287478639101,-4.408923273063736
65,0.9368240291627753,-3.1338878871407894,-2.666585095753933,-4.331053990476472,-4.428727899940323
66,0.9415456338533261,-3.1403761970866544,-2.6744795046288354,-4.343045639320953,-4.450474468824763
67,0.9394378698224852,-3.146514357298637,-2.6772887692552167,-4.346874770379291,-4.462358284943643
68,0.9449342520988174,-3.161373312299949,-2.6860886459279034,-4.345278081191359,-4.468379407684466
69,0.9349777135284906,-3.1792561265196895,-2.69864958817149,-4.3561831214934585,-4.491921790232651
70,0.9389486260454002,-3.192946883234665,-2.712879513796744,-4.377368020935176,-4.516020039145665
71,0.9451852725985367,-3.1890007537139295,-2.715091323804765,-4.379590539529016,-4.522977924746139
72,0.9356686757772871,-3.2034042136994856,-2.7221912182339816,-4.398183337448105,-4.55080981279015
73,0.9366093218041035,-3.2068957395579485,-2.7418932572791155,-4.40582973274522,-4.569183647635044
74,0.9366915052160953,-3.2243456670343296,-2.757538033006184,-4.407024835402214,-4.586595742083551
75,0.9381137724550899,-3.2268946559209453,-2.755075614749317,-4.432955344158433,-4.607829092258494
76,0.9374474726857966,-3.233523591320898,-2.7643851593276816,-4.45524880002153,-4.6235609406607745
77,0.9379248923853347,-3.237158518300345,-2.7683518713340067,-4.472984772498803,-4.641286432142767
78,0.9328398791540785,-3.251707981491972,-2.781062441435432,-4.497254081486852,-4.668952925110888
79,0.9430991291900275,-3.2565006410410255,-2.7855398492102745,-4.514007530373612,-4.693650073436624
80,0.9368988072335513,-3.2540367395394574,-2.7933141372261248,-4.5257444219850615,-4.706341386255242
81,0.9340391118953095,-3.2678991264398336,-2.8073707474225875,-4.541692335881449,-4.730278252602355
82,0.9324303942565835,-3.2730098922457103,-2.810611284722339,-4.540377844653591,-4.746569084502304
83,0.9376413472846244,-3.2769848035681672,-2.814407539954779,-4.552145298266264,-4.756038389025182
84,0.9440887878425273,-3.2779276214934807,-2.8063803436912913,-4.5519831022016435,-4.766589382373429
85,0.938372580741806,-3.278808368435983,-2.806751373024136,-4.565828491750688,-4.788186320528961
86,0.9383098674695239,-3.2878719520325173,-2.8117407288496277,-4.584489460504662,-4.807761875023966
87,0.9367013018034157,-3.2847753739210934,-2.8206522033563033,-4.600770597584235,-4.832354054465842
88,0.9398305084745763,-3.2888266156371593,-2.829228394726498,-4.609980420701225,-4.85102313888084
89,0.9393830488170111,-3.2947506167025207,-2.8296586510892277,-4.620256371373348,-4.87328968411303
90,0.9387773667293347,-3.301556323526818,-2.8365296088306984,-4.639746962408769,-4.894513343922409
91,0.933782301316431,-3.3091625839643544,-2.8343073326644603,-4.6468529798261775,-4.912114236946763
92,0.9329257327818737,-3.320562664761971,-2.8486808126987753,-4.667434731459366,-4.944267659961265
93,0.9349348140994689,-3.3314558781327,-2.866600654646755,-4.682211531305301,-4.970315376907377
94,0.9360725075528701,-3.3313973503336896,-2.874545390389238,-4.687072749122337,-4.98955513531636
95,0.9428728371326559,-3.3329708946523615,-2.8696463129172587,-4.694533482149117,-4.9995741361827095
96,0.9360360898661568,-3.3401340030666478,-2.8765464768092897,-4.716435544439421,-5.016688478249235
97,0.9417734557241965,-3.3405820891759346,-2.874040142631317,-4.729145897809526,-5.032110348863142
98,0.9395355805243446,-3.3407644362421,-2.8847976278180254,-4.749567209369788,-5.052397384580208
99,0.9398669784675191,-3.339669083333659,-2.8885128137126688,-4.762689048951694,-5.068887429405932
100,0.9406754598686935,-3.348822517419851,-2.897717082903628,-4.758775310524459,-5.0737953577368105
101,0.9371462438879834,-3.3538233099236954,-2.9014574411330747,-4.768359215469648,-5.095131237815129
102,0.9357265058108666,-3.361221064121979,-2.9051326072196306,-4.790164630118664,-5.112902981526146
103,0.9352019199431127,-3.368424170683945,-2.908558312912873,-4.789698231817997,-5.1247909864034575
104,0.9392582351526809,-3.380252056557789,-2.9113813946475315,-4.79678683500266,-5.137607100710204
105,0.933319397993311,-3.393688261774095,-2.922225618710561,-4.825702474737795,-5.163303888261899
106,0.9427359805462472,-3.39979294862052,-2.92646249983522,-4.828049035923011,-5.173680523739658
107,0.9430703248927795,-3.401001915584332,-2.936457423103204,-4.810700375646406,-5.174733915188185
108,0.9375834445927904,-3.4115000039659096,-2.9475488813054773,-4.82634425519633,-5.195158989353171
109,0.9375531785584053,-3.4109743900845513,-2.956454008204395,-4.842613692147055,-5.205577831176511
110,0.9379902543380081,-3.417650069990052,-2.961629737880242,-4.858755012867979,-5.222554779783549
111,0.9458745874587459,-3.42790991562352,-2.9692797517571408,-4.854124904512212,-5.229634253810606
112,0.9408429801127931,-3.4220421022712015,-2.9678966290765834,-4.849860073557558,-5.240113930055289
113,0.9429778875628702,-3.4195750769428974,-2.9757380141176775,-4.85664238491793,-5.253983515976283
114,0.9375074823416737,-3.4282355677024148,-2.983707917692989,-4.860677284851854,-5.2723892942482165
115,0.9311334289813487,-3.4366390196356136,-2.9955061377009047,-4.869967184446514,-5.286643914919198
116,0.930916920868473,-3.448761272804811,-3.0005164649406164,-4.890298185174909,-5.31101838514803
117,0.9371295827500968,-3.4536976303528872,-3.0112741767158795,-4.893309908718055,-5.324157839841612
118,0.9401893803188301,-3.453945099531106,-3.018466769075056,-4.891724713408951,-5.3331386837432735
119,0.9321726729849371,-3.4651194867447126,-3.030843934076292,-4.902400541141434,-5.351875497903356
120,0.9363725811741554,-3.461085782561404,-3.0336903961158947,-4.903676660150875,-5.361066567696679
121,0.942444968788268,-3.4690051292269155,-3.0406887693204294,-4.904150276645573,-5.369159846860969
122,0.9433712064133088,-3.467123689688735,-3.041592695356802,-4.908691697028725,-5.382335323275327
123,0.9375637563756376,-3.471617668936373,-3.0462018405247235,-4.9256814311418635,-5.403094862395796
124,0.9411376256941317,-3.48034732479422,-3.044327670785,-4.936023671206079,-5.413873105631649
125,0.9397994303346784,-3.4838619491609784,-3.0472221330420313,-4.942016689360254,-5.42250167710326
126,0.9433584409373506,-3.4899136227554393,-3.0510203328067425,-4.956222431811645,-5.438949727541258
127,0.9469812505606889,-3.490393987466779,-3.0545665413840863,-4.956785322125393,-5.4497114705799605
128,0.933136182167677,-3.4999490796230392,-3.0575946116121324,-4.97523853856291,-5.4675713692161745
129,0.9332403229636665,-3.4991539294092164,-3.055266904062241,-4.984355216527682,-5.479987554883437
130,0.9342401612138455,-3.507750435282576,-3.0680167511373373,-4.992788579229599,-5.490512379375201
131,0.9367186800727989,-3.5128317649343974,-3.0756625817668968,-5.000887212237497,-5.496885093050009
132,0.9338919925512105,-3.523225204190761,-3.0911673101889106,-5.015684575612385,-5.517707081416444
133,0.9414137189292543,-3.531868012564753,-3.0956758242744185,-5.030517974640403,-5.53459485343329
134,0.9410432892591922,-3.530247254368915,-3.096135727733419,-5.0458428292909,-5.548063545387443
135,0.9432060884998346,-3.5402746364734115,-3.103410544612597,-5.03936242927584,-5.553558372220669
136,0.9425315154629825,-3.5418089768182734,-3.1027557671355126,-5.0492544088771005,-5.570100878068232
137,0.9354046199478683,-3.541868090097166,-3.1111987499286218,-5.05868570648413,-5.58858330235481
138,0.9457918552036199,-3.5415565737905554,-3.10972948845141,-5.050788508482136,-5.591966533595187
139,0.9391861811058677,-3.546772956536432,-3.1209979956293394,-5.061586534353171,-5.606610473006098
140,0.9410532615200479,-3.5501321755240824,-3.123797352422145,-5.073058821884214,-5.613023141609069
141,0.9469285415796072,-3.5585044845102627,-3.127377415101044,-5.075350914107708,-5.61852297018395
142,0.936577642349286,-3.5648931527002357,-3.1290739895595676,-5.079502336131163,-5.629148092005062
143,0.9437613504421091,-3.5635713936828406,-3.123955627074144,-5.081408325056976,-5.635348507221644
144,0.9392802473211874,-3.5701758490586455,-3.12774690370509,-5.099588565768394,-5.647532851598048
145,0.9382408546649461,-3.5773719684761467,-3.131723679725333,-5.11501748038864,-5.6558935333074185
146,0.934746516454195,-3.581085910143249,-3.136094403434313,-5.123038655363511,-5.66585988125133
147,0.9412116679132386,-3.5870781704228216,-3.1473891346065814,-5.121487162776827,-5.677692546413046
148,0.9373533834586466,-3.5891713419231452,-3.1519524161833488,-5.131957905779391,-5.698005421780328
149,0.9465259876506205,-3.583884090121618,-3.1534915088977917,-5.133972031585415,-5.708758048084252
150,0.9366214033618472,-3.597375055095684,-3.1599431503392457,-5.142071238094071,-5.727477087869876
151,0.9391268092203229,-3.6034453271746574,-3.165986591632049,-5.149137645432955,-5.732943920616629
152,0.9389248192912119,-3.6026657731432574,-3.1735132346489947,-5.150641096889819,-5.740041934690319
153,0.9447146070147712,-3.6039043076391755,-3.177480059250297,-5.162025303388492,-5.749730311501375
154,0.9419327705848779,-3.6059139111684497,-3.180573172969372,-5.16797364099185,-5.7651001870646725
155,0.9395517251698238,-3.6101642781913803,-3.18381838314048,-5.164201880786866,-5.770404193266279
156,0.9457408862825706,-3.6070324810902576,-3.1882819579787753,-5.170003803037574,-5.778376310596894
157,0.9385071969134886,-3.606675891107159,-3.190810433599884,-5.173744870368817,-5.787497257659979
158,0.9373818525519849,-3.6177090815126154,-3.198277857923176,-5.171403399487617,-5.797986664948659
159,0.9441320624229486,-3.616665250981454,-3.1942793709853996,-5.181903480839545,-5.809020284839429
160,0.9367061747855345,-3.6176161312995996,-3.200642648845524,-5.193649565138833,-5.824800545718376
161,0.938330659077836,-3.6207969192637264,-3.204100157534188,-5.2056124335312415,-5.839083179292623
162,0.9401523070031357,-3.6215806362246097,-3.202594959307632,-5.204305467138505,-5.849867524173199
163,0.9413529732678669,-3.630089791579527,-3.202542330426942,-5.207542430071077,-5.854623685008355
164,0.9338385048520427,-3.637368439620783,-3.210814154384842,-5.2162772335374905,-5.872527919023297
165,0.9391936749351198,-3.6497454484029195,-3.218164450765244,-5.21730179567392,-5.884936201538463
166,0.9412307326072725,-3.6459969024555283,-3.2201873727125694,-5.2179273928580026,-5.892258790186643
167,0.9344942947607384,-3.6609903805859982,-3.2301933180266587,-5.2255879316712415,-5.906761487642541
168,0.935725938009788,-3.666991638142622,-3.239790713372716,-5.227337540305526,-5.916265643156046
169,0.9475806451612904,-3.662221270389002,-3.242907258300337,-5.226882141730423,-5.923925885095116
170,0.9416533558361713,-3.664656484510792,-3.244790513147711,-5.233956742049473,-5.931254259751934
171,0.9457716988521676,-3.6621658975728413,-3.2514704398186605,-5.227909312301575,-5.93600466287783
172,0.9494688054895115,-3.6625977324439445,-3.2586571865336476,-5.226797331437769,-5.93902097282794
173,0.937110109542429,-3.663180567440521,-3.2660687084047604,-5.235822265838637,-5.949331653371081
174,0.9432496475599148,-3.665543489007187,-3.27138798390399,-5.2388761516380224,-5.951401458061705
175,0.9418684501239065,-3.6673507322257457,-3.2682211788632203,-5.2430163417653946,-5.960775548747823
176,0.9444013138250223,-3.665807102898629,-3.2712900337477304,-5.246314809609072,-5.967902138655093
177,0.9439243842588385,-3.6696586712349424,-3.2715651326872495,-5.246077067950662,-5.975615777045543
178,0.9422339761685437,-3.6781832260120964,-3.274295414948696,-5.249027108711147,-5.988281957455083
179,0.9398647030651341,-3.6813716627035475,-3.2779236933567515,-5.257086611948279,-6.000287156316914
180,0.9412484334904816,-3.6795732351605044,-3.28021849760138,-5.265480532811693,-6.010817809746006
181,0.9378672632363908,-3.6855839315921766,-3.2870482352371893,-5.275183181153986,-6.02473830958737
182,0.9405707121962867,-3.6877040626756217,-3.2862152010598793,-5.289779273202656,-6.039683480841543
183,0.9468553085245511,-3.690232764711799,-3.2843647559778195,-5.280354987732982,-6.045151284724269
184,0.9402057501433011,-3.6870155619528466,-3.2871784478626425,-5.289783968570308,-6.056270763697896
185,0.9419399110898947,-3.6915850291379892,-3.289220192305671,-5.295815326625437,-6.064498146871333
186,0.9441875727112728,-3.692698494459789,-3.2939475410662364,-5.3016739609118355,-6.069545176870491
187,0.9445327256918418,-3.6927458653925824,-3.2962498735234584,-5.310360702748247,-6.077600977062488
188,0.9439110209923665,-3.6938777382317443,-3.297525323633377,-5.310603072555319,-6.082234531130836
189,0.9430604982206405,-3.702282275311561,-3.2948927935759063,-5.309736896267,-6.087600107967454
190,0.9443402126328956,-3.697023202018609,-3.293232601379969,-5.30843071783237,-6.097441948952881
191,0.9321554980518129,-3.700892912325693,-3.296121867147451,-5.317035722022016,-6.1080959347128285
192,0.943700367429181,-3.7081783955548313,-3.30228308329979,-5.3153693185560575,-6.115125789088394
193,0.943410899084764,-3.7032248135563153,-3.303656802499628,-5.322797153910688,-6.125682217932495
194,0.943098061815645,-3.6997147868008295,-3.302823235257995,-5.324235613577204,-6.13337834676713
195,0.9402224700810901,-3.702245178723355,-3.3033983148920507,-5.334001888219399,-6.138978275321493
196,0.9466329357908686,-3.7038817047361237,-3.3089409671692342,-5.329643072367669,-6.146571184804979
197,0.9477982095330268,-3.706104155904529,-3.309284295472527,-5.332267671534396,-6.149940561810694
198,0.9491149114911491,-3.703405419985424,-3.3091035454826527,-5.334799674603822,-6.153333171210688
199,0.9350468810080156,-3.706381507382868,-3.316298229865894,-5.343704150632486,-6.162779721078747
200,0.945401180029351,-3.7076910387342874,-3.3202024301783863,-5.341356134505024,-6.165710260790266
201,0.9336440910337264,-3.7101229583331867,-3.320619516267351,-5.361777301677119,-6.184238860846268
202,0.9412419519826705,-3.709685047685811,-3.3251303893465036,-5.3642488197777345,-6.190689977172512
203,0.940153514032142,-3.714910437179064,-3.3352752096308125,-5.369264629688347,-6.201437622775144
204,0.9413483615111667,-3.7162879075505812,-3.335556352021125,-5.370456646235511,-6.2102416217754755
205,0.9364054748670133,-3.719779619384967,-3.335602260188058,-5.372582489929293,-6.223500125997094
206,0.9384777376654633,-3.7289909158068832,-3.3409490263974577,-5.378588957043589,-6.233183808549418
207,0.935877678058804,-3.740541745560308,-3.3486079132760582,-5.380280718553055,-6.246084246675248
208,0.9368627450980392,-3.7485536997739612,-3.3557036380178515,-5.388458432679558,-6.254087090721614
209,0.9348523459751161,-3.762088548705583,-3.367558602854494,-5.396458407165936,-6.265329963591383
210,0.9426893540129498,-3.767631859956166,-3.3703268915426667,-5.397041588018877,-6.269095521022255
211,0.9360701880464726,-3.7703425586358525,-3.3756942107681107,-5.409264564030155,-6.278728784868594
212,0.9360997583604308,-3.7808475959642847,-3.381660285333276,-5.410673228378404,-6.288009862117187
213,0.9389464927656793,-3.7795213040823614,-3.3814067172069024,-5.4208786599377925,-6.301996838297268
214,0.9439683389870857,-3.7802641513129616,-3.384264004427591,-5.420213038225745,-6.305639721922039
215,0.9402660793475996,-3.786914120121319,-3.386838997832037,-5.421981599612046,-6.315414430697995
216,0.9470554499079357,-3.787069598249742,-3.390126492177526,-5.426178238975685,-6.320571641425214
217,0.9406488491592934,-3.79260868858081,-3.392794145786398,-5.430906800060596,-6.329751571931637
218,0.9447010172356546,-3.789354469869905,-3.392418365606427,-5.435394197290137,-6.336920983912863
219,0.9459906724838273,-3.790302806644688,-3.39530474771706,-5.435318144865114,-6.340668943231506
220,0.9405843867491637,-3.7869453481706894,-3.391000183551053,-5.442345911405038,-6.349565776629545
221,0.9344987238083932,-3.7935022515235417,-3.392660046315497,-5.457108918311936,-6.363417812924156
222,0.9470707311264587,-3.7926295398637886,-3.3937959945047282,-5.451488595281721,-6.367796304773956
223,0.9387153977938746,-3.8001715019809756,-3.3999295992907497,-5.461918707867659,-6.378164219492877
224,0.942663870262606,-3.7956097032324716,-3.4003949479917015,-5.465231829477138,-6.384834501298005
225,0.9379833388074408,-3.8004849634269195,-3.409790899571663,-5.463562119766206,-6.393301243358024
226,0.9487530912016209,-3.7984856562030975,-3.4068742670282,-5.465597493218746,-6.398424430329894
227,0.9384481881564379,-3.805621133397817,-3.4092202189763765,-5.470616176741903,-6.409050499262939
228,0.9344038871770561,-3.8083305845158266,-3.419018676355982,-5.4764166515240005,-6.415767306626847
229,0.9336337928596677,-3.810632935979184,-3.419773400822304,-5.48730241946214,-6.427650841938271
230,0.9355916030534351,-3.814863471988729,-3.4218615812309836,-5.493668403207456,-6.436396535090012
231,0.9387199952171703,-3.8177700657972444,-3.4271707807139418,-5.502092201383127,-6.442462511951765
232,0.9411224640900341,-3.8208172439212107,-3.4355022489598563,-5.509875580049832,-6.451139605670314
233,0.9435378886500561,-3.8205122876219986,-3.4367628973244915,-5.513727846927781,-6.4543687015327755
234,0.9450660635638615,-3.8197322348724305,-3.433559663370031,-5.509753598575348,-6.461437135247646
235,0.9436086811756516,-3.8194002062492167,-3.435721934618341,-5.510663337027791,-6.463481820816682
236,0.9420559625315239,-3.820327035673955,-3.4379311298550297,-5.5182665450556,-6.473076773416497
237,0.9401078118950472,-3.8203238492103377,-3.4404379758653443,-5.525530152285777,-6.486457199669597
238,0.9411000302206105,-3.819718530823809,-3.444316951890526,-5.5284017088898265,-6.493879060648305
239,0.9433718660861733,-3.82228377541638,-3.4400352602745503,-5.5289609909561435,-6.500986619475378
240,0.9468679922260428,-3.821245121121978,-3.445230686019722,-5.528494699542789,-6.508410638384518
241,0.935594411738863,-3.8288816466648066,-3.449674770851357,-5.542100302570933,-6.522013074726805
242,0.9438229351988662,-3.830759372353651,-3.4529413155596393,-5.545819603051203,-6.526141345051961
243,0.9367661958400382,-3.8348290136634207,-3.455666389233003,-5.552426689647644,-6.541687335234044
244,0.9427986512524085,-3.8357932803588746,-3.4597724864835535,-5.543213646062183,-6.544970610690748
245,0.935530474040632,-3.84229275098106,-3.463686540906278,-5.552943433928985,-6.5575914462846745
246,0.939428163823337,-3.8483642863659004,-3.4672701557976415,-5.563275034743205,-6.571016129513325
247,0.9371990789198241,-3.847912931686796,-3.4668745106351464,-5.571979342021109,-6.581114213800276
248,0.9446976967370442,-3.844695785470383,-3.46807536615993,-5.577580860763362,-6.588713057187372
249,0.9395247085618388,-3.850339971550987,-3.469969024760406,-5.583617899071612,-6.5976591726635965
250,0.9400047924279639,-3.8542791223887076,-3.473090774444119,-5.5904038554000515,-6.604635868279407
251,0.9398339631624364,-3.855508520374168,-3.4771664977486694,-5.591662943236591,-6.6130992812033895
252,0.9347048842564538,-3.8589944399657594,-3.479440135869119,-5.602602314002541,-6.625210601337932
253,0.9492542688233352,-3.860161707496961,-3.4820106875154453,-5.6064384974702905,-6.625651618651667
254,0.9363384855957178,-3.8670305202432087,-3.488401251071613,-5.607470296397361,-6.634135150979719
255,0.9346523493118177,-3.8710266137771674,-3.4927358465445213,-5.611648275200579,-6.64358601705113
256,0.9366146458583433,-3.879427344063475,-3.497912503423929,-5.617157616874303,-6.6523695429081995
257,0.9362389262540369,-3.8808863275721475,-3.499595716916536,-5.621080342331597,-6.662049835210884
258,0.9466026698665067,-3.8814480073552966,-3.4990104921359615,-5.623947664644541,-6.667532181672274
259,0.9386813647664979,-3.8846914894222717,-3.5026847492648754,-5.628063591543271,-6.6766511402285715
260,0.9333649513872421,-3.890546969330158,-3.510678780962832,-5.640319827122003,-6.689100882739039
261,0.9324905863367402,-3.892810558184214,-3.51339688633528,-5.649636829525622,-6.701219550143929
262,0.9371539229628734,-3.892492327368431,-3.5163914509400485,-5.653876710109148,-6.707715793581294
263,0.9386143883615718,-3.894990698633847,-3.5191773440521508,-5.6635978883582405,-6.718428229587976
264,0.9390145516478919,-3.8989186781625427,-3.5239466143445073,-5.67055334033405,-6.726199991163874
265,0.9360276379664652,-3.899323401340754,-3.526938168099145,-5.676807551440808,-6.7333270130998715
266,0.944687612423552,-3.8957144747886012,-3.5280300544594176,-5.679913669464704,-6.738088284571856
267,0.9398384163610888,-3.8970040682937066,-3.5278379842200818,-5.6843789396463915,-6.743468072341629
268,0.9404846969155651,-3.8982862248140013,-3.5314154707736893,-5.691583241783412,-6.753722204461204
269,0.9387644508670521,-3.901905108461532,-3.534314667719616,-5.6967511899468715,-6.761973010214209
270,0.9396662772235703,-3.901708019788052,-3.5336694320000426,-5.700018709400115,-6.768861541790344
271,0.9373325876431283,-3.9085293024558756,-3.541810482142368,-5.705513652418164,-6.775208271783872
272,0.9462819750148721,-3.907824340623221,-3.5416222054414046,-5.7069986991442425,-6.778399998350256
273,0.9427444129871695,-3.9076474615200776,-3.541974573091653,-5.710737601045928,-6.786744736330237
274,0.9361374863194013,-3.915265483921934,-3.5456167044289053,-5.7155807979351545,-6.795252926867646
275,0.9410466211443371,-3.9181012861639046,-3.548695521149712,-5.722777574809203,-6.802546222969966
276,0.9444595205789236,-3.917662703503562,-3.5515883375162347,-5.719281863403526,-6.805838970437533
277,0.9374962724399117,-3.9206518199910225,-3.5516430595149844,-5.726580582406191,-6.812465999497731
278,0.9402918270521887,-3.9268662374444077,-3.553634488817806,-5.731284826707636,-6.8216129485747965
279,0.941691578343449,-3.928094720230917,-3.5532763110999857,-5.732352227162627,-6.829710217720758
280,0.9406648857227664,-3.930816314231789,-3.5587885864163815,-5.732785448771932,-6.834664251516855
281,0.9404087292018326,-3.931863716629006,-3.5577003670260856,-5.738073679650862,-6.84128325047931
282,0.941079034548036,-3.934009161802655,-3.561148055717777,-5.744165145564993,-6.852404634283099
283,0.9417155864382413,-3.9354687611844423,-3.5650902265482225,-5.7508997980688275,-6.858512533561132
284,0.9428673027914419,-3.936491338230822,-3.567522799573794,-5.751006352815198,-6.866483643921213
285,0.9384092082485498,-3.9437807832025813,-3.57763140314858,-5.755472755566187,-6.874029864771447
286,0.9395675254176289,-3.9460639821754113,-3.5806426491248886,-5.759951920597929,-6.878506136331504
