episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,station_starvation_count,work_ratio,imbalance_concentration,time_of_day_fraction,multi_horizon_starvation_risk
92,0.9411963293742136,-127.68509865762806,-18.180604974932365,-94.06657047337909,-49.755299467051955,-0.10675982422405822,-14.267670988075427,-2.386206073647758,-16.537402664462842,-32.117471465463616,-13.986812224663492,-3.8495847842416127,-54.80685388734138,-0.22123984983202152,-93.57562159547736,-75.5154384912966
93,0.9354210951767912,-127.98829044141081,-18.27828405878084,-94.33698541800084,-49.94099966472333,-0.23136183616378037,-14.274290732886584,-2.4245228878786196,-16.614399495844825,-31.615698087918084,-13.688825722848948,-3.5378596750138356,-54.45712340086616,-0.21211450439096408,-93.2958183256158,-75.66373249670852
94,0.9368341404358353,-128.3511321217565,-18.37233986728766,-94.60438089101558,-50.15373398010275,-0.009652587622271143,-14.314549540653525,-2.4185048708623875,-16.70239935437831,-31.324457773503,-13.569478201438782,-3.423076685194038,-54.39384178893802,-0.22065092079455223,-93.18167266545174,-75.82719519210268
95,0.9376947983175478,-128.54945717117195,-18.463599474029323,-94.79401122328247,-50.309635551733436,0.0,-14.354166182057362,-2.422473832818722,-16.6820525273261,-30.664788183645808,-13.144271555427764,-3.0828941863666564,-53.944301265899455,-0.21102204544338,-93.04241987161559,-75.89041316497898
96,0.9293355431670935,-128.99347164322876,-18.553062024504772,-95.10093882953967,-50.55023728137709,-0.07997264019143274,-14.386882467429029,-2.4084567697871995,-16.758034802410744,-30.606655790898298,-13.118324948316872,-3.047230768813238,-54.02797633530772,-0.21972817028420932,-93.34363510686025,-76.09937997436853
97,0.9333652207706795,-129.67040104958932,-18.648020797832626,-95.51959457438895,-50.85913849578546,-0.45453321719871004,-14.422736543478115,-2.452530423197498,-16.841072913678385,-30.887956792414418,-13.46985460558009,-3.1461357844811912,-54.446736628130346,-0.243634263970597,-93.778241029291,-76.4422866421891
98,0.9319999999999999,-130.2716612825751,-18.75038378882079,-95.910058822148,-51.1398403164471,0.0,-14.485183484934023,-2.5123875373013234,-16.914572417255176,-31.134283048938574,-13.755326862535938,-3.2157770809382535,-54.80386161805195,-0.2695405681188004,-94.15767236376793,-76.74807491829505
99,0.9327905924920851,-130.948576690385,-18.838013061183446,-96.29458481701879,-51.449420641237,-0.22506719995104957,-14.556159776412194,-2.5202537666124605,-17.07126771943079,-31.695956720863393,-14.394792945882141,-3.4623869389034856,-55.517452095908666,-0.30433930039080775,-94.9729914771543,-77.07328340827164
100,0.9354102442494665,-130.7404382406817,-18.918206238676373,-96.32651219346805,-51.49087625167435,0.0,-14.53271893180215,-2.5344821189834765,-17.02498924195795,-30.141366284409344,-12.833634000018108,-2.5598794139798198,-54.065144341402366,-0.24463692299388654,-94.24597492502741,-76.9083534040718
101,0.9414278834577414,-131.35444793499443,-19.007512798325447,-96.69647784790666,-51.76572076346621,-0.23343587460063567,-14.573750887909533,-2.587529034580238,-17.134470178632654,-30.617888906890457,-13.249766624582609,-2.7597868826961647,-54.656925699225496,-0.27881062172634574,-94.88817099747476,-77.22013491197653
102,0.9318371732123671,-131.10698776502923,-19.089073184474955,-96.72582162470178,-51.803103722781586,0.0,-14.590882242484827,-2.5728620208446586,-17.07150257598589,-28.990972334920773,-11.783589865838644,-1.8781289499123726,-53.154572253863414,-0.22227937298247735,-93.96313429030705,-77.03572089954498
103,0.9330793688883556,-131.62843868023307,-19.174431449592788,-97.0636584663827,-52.06227107176213,-0.16287119971253722,-14.636987521497494,-2.6202769370439847,-17.116399452728295,-29.030432619399484,-11.948269206404857,-1.8485540441885626,-53.323639597422265,-0.2253416327901828,-94.15632369833902,-77.27328048911222
104,0.9382163486255178,-131.78605113546786,-19.258650691155186,-97.21421613473288,-52.2262199384434,-0.018914628065016776,-14.687864598591949,-2.599295894435247,-17.13549143814365,-28.50785215976925,-11.581389450178879,-1.5400647094980118,-52.95530600479792,-0.21703596635780623,-94.29591983410353,-77.31543681569778
105,0.9324868943365352,-132.66118997924352,-19.348170527451977,-97.67600777347144,-52.596787140316856,-0.3164195839693697,-14.764682148645756,-2.6294681591496354,-17.34932845915972,-29.546455590344333,-12.733872907101116,-2.0672417900741116,-54.11642392151523,-0.2720054552403245,-95.21185374100362,-77.76951784491726
106,0.9389661362460827,-132.43943240542526,-19.425583060449135,-97.69318769389034,-52.6466340534276,-0.11020202459839985,-14.77100767683965,-2.603181653135162,-17.277892239665288,-28.09748042514744,-11.442781825364015,-1.281521556308168,-52.759560245340346,-0.21662044720633045,-94.57793742630241,-77.60233930969518
107,0.9307163531114327,-132.7797661551401,-19.50840574987544,-97.95908261788922,-52.85729524041777,-0.081339407053228,-14.79798987639187,-2.623691500363111,-17.381361966766168,-27.8922816238411,-11.358145157758775,-1.1421624812276892,-52.62787409224393,-0.21293096894034824,-94.53532622477105,-77.75669509722319
108,0.93792812094511,-133.29384172956375,-19.589929072761628,-98.28051256130574,-53.139334636729465,-0.016933431250837905,-14.831817795762095,-2.6558533426483906,-17.497258250568407,-27.974090290780868,-11.524663941294023,-1.11804515111256,-52.788037350411095,-0.21630803066610427,-94.77577049651485,-78.00049825841302
109,0.9400406196004729,-133.70242676455908,-19.672915308901363,-98.5352476229019,-53.344138160887326,-0.3237871313005477,-14.883839948687095,-2.6585711046150458,-17.574421738239643,-28.13295722140834,-11.767146292709723,-1.167482832684592,-53.087189590997376,-0.24189105025496563,-95.05259217619262,-78.1817669173698
110,0.9275353685778108,-133.8008812116422,-19.748333344407413,-98.68428260510983,-53.458547661982834,-0.0010155236778958926,-14.914118622776867,-2.6680711489296285,-17.601074603748664,-27.649387527726976,-11.357926014837041,-0.9485655730485655,-52.72319165357516,-0.23536135793177984,-95.10806032747276,-78.20422963305325
111,0.9335087878512872,-133.8875657729798,-19.825850986135098,-98.81880624905709,-53.56631392479937,-0.07360585701351079,-14.936782722799347,-2.6901427550041683,-17.60686414689165,-27.051412298654853,-10.886821239840863,-0.5771829789414755,-52.2549528871672,-0.22164360941203645,-94.78583653895073,-78.21191434416578
112,0.928336620644313,-134.30319497625092,-19.90569543733,-99.11156260823061,-53.785843965225375,0.0,-14.977869391065987,-2.676819860944451,-17.707210954109804,-27.001127670307707,-10.968209440511782,-0.5617933951768456,-52.29711067201394,-0.22593298105604007,-95.00714586090989,-78.41241853799481
113,0.9355091226591197,-134.73296469572063,-19.985517808939118,-99.40033700803326,-54.000101379686654,0.0,-15.038603383433605,-2.6695112990292342,-17.782059726136588,-27.07496445338455,-11.19922850983098,-0.578260636605648,-52.48607031936563,-0.23619555637584796,-95.11634212159805,-78.62159731601213
114,0.9362075220703834,-134.89565827693633,-20.05897188688227,-99.55079276468761,-54.15252005758928,-0.07351261678407676,-15.08214518991758,-2.6490576665236785,-17.786427020646823,-26.69901402505881,-10.88895805737657,-0.3395900759454937,-52.20898772442419,-0.2345210706295014,-94.98681029127306,-78.67315585482643
115,0.9333173781673497,-135.79816079952877,-20.141233076513107,-100.03272112558436,-54.517336724382126,-0.3575018190996221,-15.173712879570884,-2.6977758293955176,-18.020758199911747,-27.790137717034074,-12.119184091367341,-0.9156516482756575,-53.44043199167106,-0.2930149763660838,-95.74385675724729,-79.14834768887486
116,0.9315786285437364,-135.94811740568943,-20.21161717472094,-100.15718566291257,-54.66464706560073,-0.18808696507617403,-15.222856936063197,-2.653818103926811,-18.026383774003175,-27.365536570864457,-11.783336048361903,-0.6784215497107542,-53.14478282262175,-0.28767081890378976,-95.71433631586409,-79.17696101453173
117,0.9297930869513216,-135.87936506775353,-20.28178190918238,-100.22210367362216,-54.736607183989946,-0.0036886038065698395,-15.26410307340039,-2.5968034677243503,-17.95950241795664,-26.46719036271994,-10.978983537344122,-0.13181569375831007,-52.33314718078502,-0.2601614001743958,-95.3268669854985,-79.08402536478015
118,0.9302831585627512,-136.21300895064266,-20.35583064580347,-100.4401430731158,-54.93143995330512,-0.2289012563004433,-15.319343264966824,-2.583896096153602,-18.038521881942067,-26.526697250617506,-11.107234626781676,-0.318030084775009,-52.46001383196,-0.26873749824915083,-95.45956344661762,-79.22352973412077
119,0.933558658720982,-136.64908724300034,-20.428562592521175,-100.70511044825243,-55.13726095371145,-0.4050611181786998,-15.373855740480769,-2.5930347311065804,-18.124891230332356,-26.793164090843852,-11.396113265936988,-0.43398943810019386,-52.8504919044819,-0.28665168566743426,-95.85726157914115,-79.43034029638694
120,0.9304605086214626,-137.11631423224094,-20.500690217994517,-100.98487247552583,-55.33797124723772,-0.11932441487729116,-15.406173585820524,-2.653819800005507,-18.189209521428296,-27.201330255214057,-11.84238728506203,-0.6243843165830726,-53.38388373131166,-0.3171102083720094,-96.23354896459306,-79.65979796555008
121,0.9334614460725439,-137.05929039120124,-20.56574997928402,-101.04806414030638,-55.39720738018129,0.0,-15.41367093982421,-2.619363125237441,-18.163470601884367,-26.397893060441405,-11.077827695669132,-0.12544892239429087,-52.666516241314596,-0.2910348169138063,-95.86659824575052,-79.58852732398469
122,0.9353308514470998,-137.25897418077125,-20.636380499961213,-101.22849783631902,-55.51712663244357,0.0,-15.419546767487128,-2.6338078721840184,-18.183747942011752,-26.121634400715745,-10.752958030073684,0.0,-52.444749298839284,-0.2882755149916865,-95.59661710856894,-79.66542986673578
123,0.9281075366258873,-137.62592846432042,-20.70504505843799,-101.44989788662568,-55.70646537560257,0.0,-15.44342056139233,-2.6296928560301316,-18.266055386512157,-26.23297370168503,-10.9359475108825,-0.0204514892265349,-52.642031644340655,-0.3045318529058901,-95.67054054644257,-79.82176574594862
124,0.9333755388743179,-137.90321382024808,-20.772273701139145,-101.6455915652171,-55.846264162486236,0.0,-15.511167828881806,-2.5969481699901076,-18.335246374141107,-26.279816185302266,-10.97400951697382,-0.12677867514508623,-52.78298660620132,-0.320181062012639,-95.7848423870041,-79.94016886019783
125,0.9272342902662459,-138.09991940597237,-20.839918957244652,-101.82726104646225,-55.9637452641463,-0.19702188139516702,-15.526425738001256,-2.602618548088701,-18.35710119369909,-26.057773551963518,-10.774806125791653,-0.15258889040727192,-52.64738515652146,-0.3221593192316744,-95.78550922537386,-80.01379795283812
126,0.9326897291499061,-138.33160251271673,-20.905627514276357,-102.01811532295493,-56.09584985693782,0.0,-15.557608868521699,-2.607200629376888,-18.4193381355069,-25.89898125588079,-10.68142500556007,-0.10265549294603442,-52.586272370133365,-0.32943747178220034,-95.83587478658932,-80.10348345537152
127,0.9357902621722847,-138.35280351393462,-20.969949848936636,-102.0966187327403,-56.15224334078466,-0.14183026887066202,-15.588256925046537,-2.6039061358603006,-18.400046672640897,-25.426956754941596,-10.26622448085324,-0.09604506231748937,-52.167724628595266,-0.3236296092131709,-95.58507945023594,-80.0721723963192
128,0.9256762775781691,-138.69784842104315,-21.03381679051531,-102.28272501301558,-56.33297827777245,-0.3464186568206078,-15.632281560087527,-2.6058804284712584,-18.498376999795283,-25.677777446182773,-10.614137823731975,-0.4044659921725797,-52.526458338242115,-0.34527923074169636,-95.8169971987009,-80.22579160475856
129,0.9384963085731505,-139.06749861719052,-21.094873145123582,-102.52474576452668,-56.48802151737694,-0.005777247728642839,-15.656117814915298,-2.621092221746546,-18.60350452708296,-25.98732729960167,-10.909555865350761,-0.5127506025470658,-52.88693765592236,-0.36813505940692826,-96.15201673198995,-80.39933764410434
130,0.9306205555217893,-139.1796044718016,-21.15039995979901,-102.62664168788089,-56.592647265424986,-0.03394562959835323,-15.661467789321367,-2.6173735311509696,-18.658622317959626,-25.751370043423197,-10.702349522000036,-0.3201675677778036,-52.69124860338394,-0.36645853348354085,-96.12965419644556,-80.40394006395154
131,0.9345059651269502,-139.54313687343716,-21.213389422738302,-102.82740227738007,-56.74071695154965,-0.13185011861002585,-15.68735968960671,-2.667676588604547,-18.74519509696538,-26.158037854927375,-11.119579514175776,-0.5259782377595538,-53.20887828231811,-0.3946807204589491,-96.59447009977873,-80.576698346916
132,0.9289437003817951,-139.4688008289323,-21.269995322046178,-102.87286833990505,-56.782897765035074,-0.023203268831081387,-15.6841360705176,-2.6607861189677275,-18.699573666671924,-25.45614982337852,-10.444132112900254,-0.1190731254488739,-52.579734480700296,-0.37859768104301794,-96.20359427475852,-80.49780703038115
133,0.9321580402532925,-139.53603595974073,-21.328491045832187,-102.96689871256731,-56.86861041561608,-0.01182032028135537,-15.704534712598118,-2.6371396266771656,-18.677448222357818,-25.054591034996722,-10.118027343111248,-0.019839483646036358,-52.24017192136445,-0.3701905191826615,-96.0735731442624,-80.49340929601098
134,0.9285779384512562,-139.7455428019467,-21.385794658346644,-103.11529805593706,-57.00267529509934,0.0,-15.72407787105977,-2.6429196058157487,-18.7393847767809,-24.907187695302362,-10.050995976899111,-0.001985394383813452,-52.185105642643244,-0.3743563730523034,-96.15505767139501,-80.57105931346574
135,0.9358172423171063,-140.14467686175828,-21.447121768753117,-103.34326305425324,-57.18685024358519,-0.08355908644363633,-15.769386582007781,-2.6339631651045314,-18.78958826901345,-25.3137229693871,-10.540701826669457,-0.1674338256134834,-52.62586252701561,-0.4019976284323847,-96.67306404950764,-80.7564368857121
136,0.9296131131734362,-140.68291251253828,-21.50788081860209,-103.62788710924606,-57.413630273961196,-0.1574321750300003,-15.820744852937484,-2.6313289802174293,-18.863828747252022,-26.046078369600682,-11.280337312088099,-0.5261962270167557,-53.412556812807516,-0.4404001089503104,-97.30348186072405,-81.01840679150581
137,0.935306820226741,-140.61422404801553,-21.564401229564364,-103.65170323052702,-57.45258547973709,-0.0019246720509484188,-15.841221902069423,-2.61208666574352,-18.841275623814578,-25.48850736917364,-10.738164923525481,-0.152510229020165,-52.92221185216978,-0.42967755116074785,-97.02493571893453,-80.93431445326874
138,0.9325903128454895,-140.82175560207605,-21.61707561475661,-103.77766146330937,-57.55180331273699,-0.0017059232684498897,-15.882820787556177,-2.6115353197973414,-18.890598623685317,-25.686151706618368,-10.962879843236387,-0.21113342541203536,-53.18437892774087,-0.4530667936263194,-97.41964567971547,-81.00984688284908
139,0.9305144972976201,-140.72692879594604,-21.670627111196534,-103.79812431776877,-57.583051255489885,-0.024087317830327543,-15.885754845182268,-2.593355758357851,-18.84859081616244,-25.061736369774117,-10.364524634025141,-0.02210799140629819,-52.61182077660765,-0.43667518214318285,-97.12291115710923,-80.91041742178587
140,0.9339902971497878,-140.8525340893767,-21.723154894384653,-103.90008946644683,-57.67532286127732,-0.2073938204660271,-15.910820205143809,-2.5940402648012175,-18.88244996137288,-24.992768564202155,-10.309168577118143,-0.15748448364555007,-52.59248185754106,-0.44190555029295653,-97.40330614859316,-80.94420990391464
141,0.9229485727906561,-141.04430239026198,-21.780145023512766,-104.05619835796132,-57.77611174485382,-0.18349514782851023,-15.9477120147064,-2.578686942393181,-18.92089428776005,-25.037055536069033,-10.357639110257765,-0.304726361962194,-52.68179621198659,-0.45409379284846735,-97.50990908884808,-81.02003270196361
142,0.9326870645259012,-141.41146260917358,-21.83355222511161,-104.25517446596807,-57.935509704823986,-0.18625024594843984,-15.9695052257582,-2.603848137695298,-18.971137150854005,-25.557586416700175,-10.887251789802955,-0.5372409608154085,-53.26100505381254,-0.4849203409092942,-97.99345443743297,-81.18726576499527
143,0.9311554023677506,-141.43953017431357,-21.88303150716089,-104.32321703077396,-57.99869184456433,-0.2155015149163381,-15.98567460493077,-2.5826105301440383,-18.971935657506155,-25.256249389631492,-10.612583821929661,-0.3106645657176847,-52.98747372761076,-0.4799643996069731,-97.99549090845359,-81.1581816446245
144,0.9333714870929848,-141.45039671700607,-21.935520668821077,-104.37246416777079,-58.06159379558148,-0.02472065391634896,-16.011424592655445,-2.5497432062271153,-18.97200741573725,-24.901142901345434,-10.287826187002391,-0.08034039287500176,-52.69010405132239,-0.4726064480909045,-97.84369199262473,-81.11819065313378
145,0.9341285063533925,-141.63603906675576,-21.986061116610617,-104.48909543080048,-58.171293581256315,-0.0945993029147935,-16.0465441387928,-2.532210968421601,-18.973382110005954,-24.931910349513192,-10.373481607080363,-0.20108948773761728,-52.77608649625817,-0.4807922510820638,-97.91777805586116,-81.1897136061118
146,0.9311292297583849,-141.79551462001615,-22.03887049117001,-104.59717267133955,-58.27270002906713,0.0,-16.071459346660593,-2.4999733676551323,-18.995395600746438,-24.9409445722568,-10.429859779718525,-0.14541607433897008,-52.82935564189298,-0.48893106126454655,-98.05157540495685,-81.23523381920079
147,0.9387655525737985,-141.64911447438368,-22.086076024263782,-104.5809488570501,-58.277969118337246,0.0,-16.084595214759428,-2.4407012542269197,-19.00382845152746,-24.274393588411527,-9.798886670896467,0.0,-52.213193468402785,-0.46640598193324023,-97.72808873661711,-81.11161397441676
148,0.9343441910640976,-141.77613768074627,-22.135744046899948,-104.68249271497075,-58.35786456061679,0.0,-16.112845703697374,-2.439818258403137,-18.996438327359847,-24.29948886162685,-9.858333946309823,0.0,-52.28304757373074,-0.4764486447600423,-97.86417053336217,-81.14920286739151
149,0.9362108593773321,-141.85851494602971,-22.18407451415807,-104.75720732844263,-58.413204997664764,-0.02759326300492878,-16.138796110140404,-2.4347272925462633,-19.007834784079318,-24.192227551177275,-9.804942213463212,-0.10928941818919868,-52.25316090024653,-0.4857181311021532,-97.91389486917402,-81.16866425893248
150,0.9338724879146271,-142.12051868796902,-22.23640729022988,-104.91330727377138,-58.54884163041021,-0.060057155301972885,-16.15947680515712,-2.4390723124190936,-19.030298284633748,-24.371409826000246,-10.084063235416966,-0.19521515808012968,-52.487355666195924,-0.5015732053202041,-98.06134970465864,-81.28392895982134
151,0.9253136037023505,-142.14945978610498,-22.287036955940238,-104.96811428888836,-58.61797249690445,-0.09770592975398644,-16.189225309002033,-2.412120930855255,-19.00997434692597,-24.106604755243044,-9.849522132083267,-0.09549138557587691,-52.248581880137614,-0.4953069264166692,-97.81094250887314,-81.26126322099003
152,0.9332459953552075,-142.27151844314906,-22.335987327258504,-105.07027735901535,-58.7065450511161,-0.1350641805477425,-16.224814791861473,-2.4051753339752024,-19.022787924078568,-24.093454295343005,-9.865921044024516,-0.14736107007374188,-52.27101050114015,-0.504778433337604,-97.83337227557959,-81.29531970680661
153,0.9325399253503028,-142.5645431177113,-22.385568088243236,-105.22875668276117,-58.81918683165912,-0.10511650725934543,-16.274296562322544,-2.392047356261214,-19.085832021279767,-24.573504559744684,-10.430496509940365,-0.3567657991744024,-52.84205983531835,-0.5380735700882049,-98.29619870230339,-81.42152994146673
154,0.9362452198852772,-142.6017479893363,-22.433508925638186,-105.28035258131578,-58.87118334782726,0.0,-16.293565234328224,-2.3751197747708552,-19.08038996915884,-24.35590194797194,-10.27172456482036,-0.22517437620399838,-52.720283562379095,-0.539839008036858,-98.25546602609184,-81.40229803371378
155,0.9327851696815668,-142.7801239087551,-22.480636394090048,-105.39826515760157,-58.977054134776566,-0.005739765380816797,-16.325094488341254,-2.35325385994074,-19.080893546634968,-24.42324327594095,-10.407333037753583,-0.24956682780867795,-52.834094333584034,-0.5504641464990057,-98.38212145207957,-81.46724026811378
156,0.9324916180868095,-142.71809025350797,-22.526479298612745,-105.42520822160172,-58.99557506206404,-0.019256740762496213,-16.3407108561583,-2.3512059074097,-19.08353178849049,-23.96155123501242,-9.976417280271964,-0.01897415218596942,-52.42062753982736,-0.5388347502795583,-98.0696083644204,-81.39703640614884
157,0.932941392614367,-142.92644756636258,-22.574568906718323,-105.57086340614526,-59.100653911489495,-0.0768336418459357,-16.35945253631357,-2.3586754345408476,-19.08596104789438,-24.03331415339561,-10.100155276950096,-0.06932124598859729,-52.535478635469616,-0.5517385458728856,-98.15132905548417,-81.48573575971676
158,0.941837968561064,-142.95341880138028,-22.621366563896032,-105.65001968012189,-59.14575609301057,-0.05831464108206886,-16.38633373140606,-2.3274116485899934,-19.078729784332715,-23.692648054325954,-9.83402578202624,-0.07127771089823796,-52.22760201522934,-0.5421251997576816,-97.97164027103928,-81.47205830635718
159,0.9349165253102402,-143.24249796245306,-22.67072281150248,-105.82721681811195,-59.275363242027254,-0.025996754513523745,-16.425872086148146,-2.309276352933104,-19.136747741381992,-23.982779621407797,-10.168309000847126,-0.21227423322846464,-52.566845711572086,-0.5593727506121264,-98.15925642847377,-81.60249870945252
160,0.933607077081006,-143.2266875347531,-22.71582268346588,-105.85881996539841,-59.32974060556594,-0.009570925420094105,-16.436115722169745,-2.288015337590824,-19.09982592570379,-23.58967507916963,-9.833653957845275,-0.07494746526809459,-52.206236359635994,-0.5491076089414084,-97.91690753668092,-81.551961576893
161,0.9356866537717602,-143.20304590850245,-22.76002404763656,-105.89323379268392,-59.36521542951328,-0.0016040738258217087,-16.452372623172163,-2.2585921471467763,-19.08455502287993,-23.208215385951508,-9.515152664109486,-0.0015186717117239082,-51.865610958824554,-0.540103667800476,-97.78728486650573,-81.50495858004912
162,0.9338642764134089,-143.24517312213789,-22.80284683528326,-105.9358731304081,-59.43183567418737,-0.017623108595940778,-16.455987475590323,-2.243565395979621,-19.08805368305449,-23.043924505715875,-9.426400859878585,-0.015267354137942824,-51.74013496465738,-0.5399147943752923,-97.69154908566385,-81.48233884449115
163,0.9282105581606414,-143.51938901341518,-22.84860407085271,-106.09003429182651,-59.55082991858403,-0.00860442021405504,-16.48875952499949,-2.23523997143583,-19.144356245358477,-23.368561073821716,-9.811669810916069,-0.1329420308593924,-52.11630104115175,-0.5617282490133944,-97.9591970157912,-81.60963373737461
164,0.9406424162521724,-143.70392709473936,-22.891812826385912,-106.19264039825678,-59.637190772443894,-0.0874019441163651,-16.506444545532222,-2.2453811814305453,-19.18701645089268,-23.54560466957106,-10.02567570521475,-0.1946071910457469,-52.334705108364794,-0.5760471178231817,-98.17282747152983,-81.68237097020769
165,0.9404665161775771,-143.71753102024508,-22.93301852570427,-106.229227171253,-59.672303652386724,-0.15327515278665188,-16.525349172297375,-2.212777700727187,-19.177670825062144,-23.324998553807305,-9.872530801467725,-0.20727484234235824,-52.15972484756505,-0.57477230399019,-98.07883948548839,-81.65567132949131
166,0.9394620177330457,-143.84955095759014,-22.97833792806966,-106.32287662480954,-59.75380948812904,0.0,-16.544154243724872,-2.2081475519504385,-19.151080413521505,-23.292624271011224,-9.929471125605376,-0.15469460447255876,-52.17765325431497,-0.5783319662883153,-98.06027795946687,-81.69745932996902
167,0.929779052734375,-143.93818494004458,-23.017523602574762,-106.39612153837601,-59.814310298606664,-0.08101946651744041,-16.551208962522697,-2.1970274053262995,-19.173302827035677,-23.178917104744663,-9.875675495830478,-0.11384852985678562,-52.12880487325662,-0.583354924335952,-98.13234307222484,-81.71649059268141
168,0.9294638287623807,-144.16829290090263,-23.05827634442849,-106.51486582631773,-59.91410521199523,-0.18925096247025056,-16.5740217004848,-2.1972390324712006,-19.213812342675215,-23.495519617905867,-10.226692413588363,-0.23808466208540965,-52.48088386423082,-0.6097438666418866,-98.35314815811466,-81.81275921759106
169,0.9276116037877649,-144.23681315803984,-23.09800512435834,-106.58834843396261,-59.96290632391559,-0.22767402192436,-16.600255554329294,-2.1714922632012312,-19.21518044019672,-23.409778920773274,-10.162540648676137,-0.23505216228409706,-52.41736696808141,-0.6180175697975661,-98.37601868880064,-81.81999487926836
170,0.9417018413164495,-144.33865131519798,-23.138836457436227,-106.65401926056282,-60.034038552484944,-0.06266259947641488,-16.621372446277782,-2.1394541533320846,-19.203502991903353,-23.408390421637794,-10.243736497534982,-0.18835741875492726,-52.44798991778251,-0.6267835723024138,-98.53027657837215,-81.83777676236961
171,0.9321526791380821,-144.53713371392445,-23.178918791869044,-106.76020450643526,-60.13460779828821,-0.09910641099828257,-16.645675484277998,-2.1056596179408076,-19.234936059261212,-23.57661719814317,-10.464881170512081,-0.24606540093225673,-52.66718656388325,-0.6411421282711034,-98.80249147663291,-81.90938935185986
172,0.9426939321199599,-144.46593563136128,-23.221673877675567,-106.76471264295589,-60.15596616024062,0.0,-16.657814062917485,-2.0704118425153357,-19.195117993834092,-23.148369576839762,-10.096480364995637,0.0,-52.24845971667705,-0.6344252294210748,-98.53426658933441,-81.8403181352039
173,0.9330708661417323,-144.3235933235367,-23.26061165937236,-106.74479610011048,-60.14430717639299,0.0,-16.648724377877922,-2.0463012124135127,-19.130196119051654,-22.56155597752819,-9.545600910658251,-0.03665129307801916,-51.69142319323152,-0.6185738576793852,-98.22928053020702,-81.73163626925134
174,0.9248179611650486,-144.63864749593714,-23.29997677878581,-106.89472375783066,-60.269169010861084,-0.1924423518208763,-16.66079897674894,-2.072067676875824,-19.218753393614996,-23.07079090526903,-10.094616002284145,-0.25660211606690164,-52.244450736154114,-0.6476012576047182,-98.716211367057,-81.87672406044635
175,0.9329255431343598,-144.53711178943277,-23.336845045113755,-106.88957789807058,-60.285723525942224,0.0,-16.651102527650938,-2.0428547376651043,-19.180232742685345,-22.570522321146033,-9.647055903239748,0.0,-51.75501721110143,-0.6321845210881974,-98.45459267677373,-81.78030436701334
176,0.9328196484469058,-144.5462568046717,-23.373064003924526,-106.92762843483666,-60.31723267899957,-0.04066389546874237,-16.664906838540425,-2.0254490313615694,-19.16234688625981,-22.320822977429312,-9.441270688607604,-0.1254648542494827,-51.51424846804379,-0.6281498476948248,-98.2942706669379,-81.7558896943762
177,0.9380560330528664,-144.69662869017984,-23.409274393651195,-107.02519301783093,-60.38791374550632,-0.08981302844554263,-16.661759494290134,-2.041487027772528,-19.18002467964241,-22.426174625805412,-9.5323867530754,-0.1362483815495951,-51.62679643694068,-0.6363171392435181,-98.38311294502019,-81.81718377020117
178,0.9370030952236451,-144.70140208559854,-23.443988120286164,-107.06192966034816,-60.42792840769024,0.0,-16.654616982133657,-2.0381773745806893,-19.139366321855643,-22.11562109406947,-9.269533332320526,0.0,-51.34624908009114,-0.6248694157160283,-98.13990708650444,-81.78797034344397
179,0.9351986875683558,-144.82161482964972,-23.479604555178824,-107.13698848353725,-60.49799098205624,0.0,-16.663133454195165,-2.0450393627439167,-19.14856364275616,-22.153760730623894,-9.354051940291543,-0.002460507521431156,-51.4076601274018,-0.6352846651044176,-98.21011515008756,-81.8275108771499
180,0.9276321839080459,-144.79808106532465,-23.512907592971327,-107.15853263863141,-60.521947487077036,-0.0017246952942891285,-16.659046222122868,-2.022863871765527,-19.117327037154556,-21.810957934661975,-9.049743151631976,-0.0032989794853999052,-51.08944782930391,-0.6235541491766432,-98.01664505314794,-81.77723043967555
181,0.9395432692307693,-144.84544070226875,-23.54672905272699,-107.20565073930993,-60.55767241070624,-0.05391337458273781,-16.665453277553283,-2.004113862114314,-19.135199676430144,-21.68981762506794,-8.955823537703594,-0.11208162922500385,-50.99183053946385,-0.6256109927122148,-97.95641509631695,-81.77239459169563
182,0.932251213592233,-144.75884915306483,-23.579212128311028,-107.19730918868224,-60.572361841891826,0.0,-16.66764156958173,-1.9740500229159168,-19.09763805678278,-21.246841917873287,-8.57536181025554,-0.0003470244130133063,-50.58569495584399,-0.612389942020344,-97.64975105259397,-81.68921989618342
183,0.9427381886200447,-145.01900757806467,-23.61196625343969,-107.32705395002041,-60.6848405585099,0.0,-16.699050559945473,-1.9668724160603044,-19.14589110292032,-21.591110891176026,-8.990838838101116,-0.17527213827823668,-50.96253405815109,-0.6340963283042516,-97.8453036947702,-81.80631154411824
184,0.9349786426198387,-145.1838488046598,-23.64480319180178,-107.41359829442565,-60.78040814314314,-0.04605716018087006,-16.71035317402123,-1.9539941105300374,-19.162922723146075,-21.705005047763343,-9.194147601220667,-0.22009467650765382,-51.11094994831951,-0.6458055601758863,-98.01079878820907,-81.86982418743861
