episode,service_level,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
411,0.941262585521795,-4.101869135456992,-3.999304076875537,-6.406944898129609,-8.164139063257526,0.011887,0.1,0.016961,0.2,1323,643,1150,33471,38262,38255,0,0,0,0,3431,3415,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
412,0.9382551132484341,-4.096532593596052,-3.9977227402568163,-6.409692642826102,-8.169488352760641,0.011861,0.1,0.016859,0.2,1441,639,1048,33687,38188,38177,0,0,0,0,3344,3364,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
413,0.9368314109842826,-4.097493702207284,-3.998728957451757,-6.40786153982896,-8.17329048670469,0.011836,0.1,0.016758,0.2,1553,561,1052,33466,38297,38289,0,0,0,0,3243,3263,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
414,0.9291385588920065,-4.100455631412315,-3.9995279845476293,-6.418335389698045,-8.180479470499693,0.011811,0.1,0.016658,0.2,1746,628,1187,33502,37866,37857,0,0,0,0,3357,3366,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
415,0.9360004798464492,-4.105692412782074,-4.000847574064688,-6.421757579133372,-8.187131659690849,0.011786,0.1,0.016558,0.2,1573,561,898,33344,37490,37481,0,0,0,0,3324,3314,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
416,0.9299163489107624,-4.106431495057737,-4.006542639750296,-6.429080037994682,-8.194707384309782,0.011761,0.1,0.016459,0.2,1650,721,1228,33831,38233,38229,0,0,0,0,3371,3365,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
417,0.9352643099157446,-4.105988281578512,-4.009192074708479,-6.4272408226442,-8.201328857005011,0.011736,0.1,0.01636,0.2,1501,658,1072,33351,37922,37916,0,0,0,0,3415,3415,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
418,0.9305241887554975,-4.104046278200988,-4.011380648718628,-6.430819049413273,-8.204789751504624,0.011711,0.1,0.016263,0.2,1594,744,1243,33652,38272,38264,0,0,0,0,3514,3517,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
419,0.9332134292565948,-4.106757722511267,-4.011181527195574,-6.438269116609728,-8.210397623880569,0.011686,0.1,0.016165,0.2,1531,697,1189,33360,37925,37918,0,0,0,0,3459,3468,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
420,0.9335754592388041,-4.108761204960729,-4.011666567994787,-6.444177664613423,-8.219043824111656,0.011662,0.1,0.016068,0.2,1529,684,1097,33316,37647,37645,0,0,0,0,3399,3399,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
421,0.9315580333313563,-4.106242086883781,-4.015519005059586,-6.450990500368588,-8.226098888341602,0.011637,0.1,0.015972,0.2,1617,691,1110,33722,38044,38032,0,0,0,0,3269,3262,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
422,0.9373519268256111,-4.10711240863584,-4.013271297806524,-6.451314406402071,-8.2285698357174,0.011613,0.1,0.015877,0.2,1552,537,1146,33345,37906,37900,0,0,0,0,3343,3343,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
423,0.9344676049646654,-4.110483265746388,-4.012070023793788,-6.460135216420041,-8.238107658763349,0.011588,0.1,0.015782,0.2,1526,681,1121,33678,38491,38483,0,0,0,0,3467,3454,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
424,0.9330768092348676,-4.11033375017727,-4.0127341516769315,-6.463443195462181,-8.243390320219774,0.011564,0.1,0.015687,0.2,1526,735,1191,33785,38294,38291,0,0,0,0,3322,3342,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
425,0.939591613823235,-4.106612469677591,-4.009012388648991,-6.469865399062025,-8.250324862083028,0.01154,0.1,0.015593,0.2,1355,636,1015,32959,37685,37680,0,0,0,0,3348,3341,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
426,0.9390826564739608,-4.108698517545281,-4.008021375508815,-6.472520829784882,-8.25464882586645,0.011516,0.1,0.0155,0.2,1485,555,1109,33488,38056,38047,0,0,0,0,3401,3397,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
427,0.9321546299071022,-4.114601510528013,-4.010873990078241,-6.483426344211966,-8.263283336794354,0.011492,0.1,0.015407,0.2,1526,738,1205,33370,37891,37885,0,0,0,0,3378,3378,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
428,0.9343450907898267,-4.117625517412525,-4.010686000264037,-6.484415148090395,-8.271515115903737,0.011469,0.1,0.015315,0.2,1671,531,1187,33539,38101,38096,0,0,0,0,3330,3325,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
429,0.9294848917439924,-4.118970544672084,-4.01407518671344,-6.492688308910972,-8.278024144283837,0.011445,0.1,0.015223,0.2,1668,703,1059,33624,37951,37941,0,0,0,0,3358,3364,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
430,0.9372965871428145,-4.125418503435414,-4.0196086718878865,-6.49107382549909,-8.280619160099743,0.011421,0.1,0.015132,0.2,1509,591,1113,33491,38120,38117,0,0,0,0,3365,3373,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
431,0.9369723916243579,-4.124655021148205,-4.0176848620256544,-6.487315907827169,-8.285193341015567,0.011398,0.1,0.015042,0.2,1421,677,1095,33287,38121,38110,0,0,0,0,3350,3348,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
432,0.9306805905653583,-4.122448700887485,-4.017359324812397,-6.495699130564278,-8.293394484593462,0.011375,0.1,0.014952,0.2,1616,694,1112,33324,37918,37914,0,0,0,0,3313,3333,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
433,0.9332522796352584,-4.125396178865402,-4.021027736443844,-6.504463242925363,-8.30055575245188,0.011351,0.1,0.014862,0.2,1411,785,1258,32900,37818,37816,0,0,0,0,3351,3341,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
434,0.9331296063275212,-4.123037776767919,-4.018405743669478,-6.503303421219334,-8.306934081103691,0.011328,0.1,0.014773,0.2,1698,534,1117,33378,37731,37728,0,0,0,0,3376,3365,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
435,0.9376252048807139,-4.122987483498879,-4.014776760616571,-6.510424762865969,-8.314807494396673,0.011305,0.1,0.014685,0.2,1474,581,1077,32946,37789,37786,0,0,0,0,3329,3337,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
436,0.931237545727627,-4.127765467222006,-4.015356185808401,-6.518859330418364,-8.32524947172337,0.011282,0.1,0.014597,0.2,1687,625,1261,33623,38171,38165,0,0,0,0,3315,3315,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
437,0.9290576536048301,-4.132632151761196,-4.017787612283702,-6.5158988592914495,-8.333358075303448,0.011259,0.1,0.014509,0.2,1747,650,1196,33788,38292,38284,0,0,0,0,3325,3337,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
438,0.938380438990976,-4.1345509762609405,-4.018629542047719,-6.509971704201263,-8.339519888056127,0.011236,0.1,0.014423,0.2,1491,578,1100,33577,37973,37969,0,0,0,0,3361,3362,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
439,0.9328745084018591,-4.132162962361935,-4.018774838408387,-6.51152719827902,-8.346114852224652,0.011213,0.1,0.014336,0.2,1609,644,1114,33564,38282,38275,0,0,0,0,3447,3448,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
440,0.9393279496718386,-4.132028202871291,-4.0183424971472546,-6.51110175644857,-8.349466045361767,0.011191,0.1,0.01425,0.2,1444,562,1268,33063,37807,37798,0,0,0,0,3392,3392,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
441,0.9323978071743535,-4.132681374125723,-4.015818896945067,-6.512155740670348,-8.35897927518602,0.011168,0.1,0.014165,0.2,1615,654,1239,33564,37807,37800,0,0,0,0,3393,3396,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
442,0.9341566265060242,-4.130300831149175,-4.01943903000002,-6.511907330826302,-8.36286277953827,0.011146,0.1,0.01408,0.2,1467,719,1266,33200,38104,38097,0,0,0,0,3356,3376,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
443,0.9319055788913211,-4.130311115115406,-4.020691988596278,-6.518116546316685,-8.372742069719079,0.011123,0.1,0.013996,0.2,1478,824,1209,33806,38467,38462,0,0,0,0,3410,3406,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
444,0.9326618447008189,-4.128095196154484,-4.022825232753435,-6.518932259289484,-8.380434545563357,0.011101,0.1,0.013912,0.2,1566,687,1135,33458,37989,37981,0,0,0,0,3383,3394,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
445,0.930624023085247,-4.13203823052092,-4.025781234388484,-6.524799219953788,-8.387064397307062,0.011079,0.1,0.013829,0.2,1771,537,1130,33268,37420,37410,0,0,0,0,3341,3347,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
446,0.9334718717530058,-4.1329560114624675,-4.030379548615087,-6.528996258052703,-8.391969873723818,0.011057,0.1,0.013746,0.2,1543,698,1065,33685,38418,38411,0,0,0,0,3398,3404,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
447,0.9286330763965358,-4.1364718817643755,-4.0316859228783715,-6.5359887403759656,-8.399960111539135,0.011035,0.1,0.013664,0.2,1673,725,1306,33601,38138,38136,0,0,0,0,3346,3349,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
448,0.9316461041899189,-4.135506561124764,-4.029946734259624,-6.541701723338045,-8.40890878224416,0.011013,0.1,0.013582,0.2,1509,757,1160,33151,37682,37679,0,0,0,0,3436,3429,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
449,0.9343636363636364,-4.1397359092475385,-4.034975215866218,-6.540335997037395,-8.413855165512409,0.010991,0.1,0.013501,0.2,1518,648,1176,33000,37575,37570,0,0,0,0,3396,3407,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
450,0.9308841292755502,-4.142063840879291,-4.040462479399178,-6.54653134672715,-8.420496744406593,0.010969,0.1,0.01342,0.2,1596,750,1019,33943,38386,38382,0,0,0,0,3430,3443,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
451,0.9331497995092465,-4.144282460950384,-4.040303774528368,-6.549153463915599,-8.428629854561432,0.010948,0.1,0.01334,0.2,1591,643,1083,33418,37868,37865,0,0,0,0,3453,3447,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
452,0.9381832339992213,-4.143702062375619,-4.038056746288926,-6.551313530376424,-8.434756566629606,0.010926,0.1,0.01326,0.2,1511,553,1215,33389,37820,37812,0,0,0,0,3344,3344,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
453,0.9341601037989198,-4.142634858876984,-4.038519956365327,-6.55108180934475,-8.440372681772853,0.010905,0.1,0.013181,0.2,1493,689,1136,33141,37700,37697,0,0,0,0,3343,3331,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
454,0.9316282378045166,-4.1462255401612405,-4.040382596543222,-6.55708693458623,-8.449476274607232,0.010883,0.1,0.013102,0.2,1700,607,1122,33742,38240,38235,0,0,0,0,3361,3361,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
455,0.9384883651013168,-4.142205374054785,-4.040060980879556,-6.55838949269742,-8.456411302338202,0.010862,0.1,0.013023,0.2,1473,573,1106,33262,37807,37802,0,0,0,0,3467,3484,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
456,0.9344765881300328,-4.139131979251851,-4.041304598539791,-6.563191011639027,-8.461372076600526,0.010841,0.1,0.012945,0.2,1588,609,1050,33530,38143,38133,0,0,0,0,3312,3328,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
457,0.934620486366986,-4.134195026899758,-4.040960859820527,-6.56889376864919,-8.469854777186981,0.01082,0.1,0.012868,0.2,1441,777,1024,33925,38561,38558,0,0,0,0,3349,3357,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
458,0.939943753968974,-4.128789915986119,-4.037145608255857,-6.57552655854007,-8.474469010213816,0.010799,0.1,0.012791,0.2,1322,664,1081,33069,37811,37805,0,0,0,0,3373,3360,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
459,0.93818027468696,-4.125513245413982,-4.0361332242412455,-6.574864249326262,-8.480265587357362,0.010778,0.1,0.012714,0.2,1431,608,1029,32983,37751,37738,0,0,0,0,3337,3324,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
460,0.9361454762259651,-4.125423693683724,-4.040806977354951,-6.575142245799829,-8.48671296958962,0.010757,0.1,0.012638,0.2,1513,629,980,33545,38087,38084,0,0,0,0,3377,3386,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
461,0.9274910106683308,-4.130109126610172,-4.042984839305488,-6.578725046112407,-8.49502576393485,0.010736,0.1,0.012563,0.2,1716,724,1193,33651,38030,38021,0,0,0,0,3434,3447,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
462,0.9338815789473685,-4.130224999859924,-4.043159445400959,-6.5837850235026885,-8.503151285002962,0.010715,0.1,0.012487,0.2,1617,594,1186,33440,37898,37888,0,0,0,0,3334,3324,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
463,0.934537852769897,-4.130162753623513,-4.044372062959335,-6.595901425927504,-8.515017326697814,0.010694,0.1,0.012413,0.2,1558,634,1246,33485,37979,37971,0,0,0,0,3397,3407,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
464,0.936753888821898,-4.132085250474573,-4.043090877124182,-6.60059883773389,-8.518253898331139,0.010674,0.1,0.012338,0.2,1486,612,1299,33172,37838,37831,0,0,0,0,3256,3256,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
465,0.9335936326775792,-4.133477067253044,-4.0457931639336016,-6.602351083856019,-8.522433806590671,0.010653,0.1,0.012264,0.2,1556,655,1172,33295,37770,37763,0,0,0,0,3337,3325,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
466,0.932648846050229,-4.132713745763026,-4.044750931230992,-6.60904580637545,-8.530356833523388,0.010633,0.1,0.012191,0.2,1599,651,1276,33407,37950,37938,0,0,0,0,3389,3391,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
467,0.929483355208209,-4.1361268892931315,-4.047261390690842,-6.618861300585936,-8.538590051478243,0.010613,0.1,0.012118,0.2,1508,856,1255,33524,38222,38219,0,0,0,0,3386,3366,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
468,0.9235401623872727,-4.139596653976745,-4.051759016227155,-6.628459863095326,-8.546015613256982,0.010592,0.1,0.012046,0.2,1774,778,1232,33377,37791,37783,0,0,0,0,3304,3312,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
469,0.9371395791189879,-4.137804187362935,-4.053306590469646,-6.62688259263106,-8.54927530341261,0.010572,0.1,0.011973,0.2,1528,554,1169,33121,37630,37623,0,0,0,0,3363,3343,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
470,0.9348211335716217,-4.141710037045837,-4.061190724558714,-6.62757316919779,-8.553774196811144,0.010552,0.1,0.011902,0.2,1481,689,1139,33293,37967,37957,0,0,0,0,3428,3436,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
471,0.9399420254846307,-4.146437936141092,-4.064877193257411,-6.62755016527097,-8.555987489276957,0.010532,0.1,0.011831,0.2,1442,547,1124,33118,38027,38024,0,0,0,0,3335,3355,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
472,0.9261609631694443,-4.1497993419194215,-4.072214380574743,-6.637688271042453,-8.565761815388031,0.010512,0.1,0.01176,0.2,1747,743,1162,33722,37996,37995,0,0,0,0,3426,3417,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
473,0.9398549863306787,-4.146982279541564,-4.072123127037432,-6.636719028373979,-8.57053051312689,0.010492,0.1,0.011689,0.2,1371,653,1256,33652,38453,38443,0,0,0,0,3375,3364,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
474,0.9355697072981134,-4.144857686991284,-4.072804538949321,-6.642218038511225,-8.578605509887089,0.010472,0.1,0.011619,0.2,1461,694,1079,33447,38156,38150,0,0,0,0,3375,3362,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
475,0.9374129051802484,-4.145857199179037,-4.071970481879311,-6.649072734264187,-8.585569870722123,0.010452,0.1,0.01155,0.2,1492,574,1089,33010,37594,37589,0,0,0,0,3411,3395,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
476,0.9367447186812524,-4.146387937009714,-4.074178538371967,-6.649835334512515,-8.590127941500839,0.010433,0.1,0.011481,0.2,1548,551,1046,33183,37784,37781,0,0,0,0,3396,3387,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
477,0.9425573969895089,-4.149230768176475,-4.074638035246143,-6.651067595233075,-8.59178409752557,0.010413,0.1,0.011412,0.2,1321,568,1076,32885,37652,37647,0,0,0,0,3310,3315,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
478,0.9323944504245903,-4.1471114366440425,-4.075549638293623,-6.656682137663643,-8.59856774779056,0.010394,0.1,0.011344,0.2,1474,787,1182,33444,38169,38165,0,0,0,0,3304,3296,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
479,0.9338611596122585,-4.143718572342064,-4.078260389582278,-6.662458794455353,-8.60542601809889,0.010374,0.1,0.011276,0.2,1502,695,1285,33218,37808,37808,0,0,0,0,3357,3352,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
480,0.9304582210242588,-4.149754684974841,-4.078658378579738,-6.6706710711236505,-8.61018108189097,0.010355,0.1,0.011208,0.2,1493,829,1407,33390,38226,38217,0,0,0,0,3438,3431,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
481,0.935456705464826,-4.148783127907027,-4.080720582109454,-6.673640421910485,-8.618254432282475,0.010336,0.1,0.011141,0.2,1492,654,1198,33249,37794,37791,0,0,0,0,3281,3265,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
482,0.9340067747398983,-4.148088087361273,-4.083755416327628,-6.67943926691981,-8.623395223945032,0.010316,0.1,0.011074,0.2,1475,707,1138,33064,37620,37612,0,0,0,0,3377,3371,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
483,0.9308465799614644,-4.154148844553288,-4.086216217431061,-6.689258925019134,-8.62966414836436,0.010297,0.1,0.011008,0.2,1610,687,1230,33216,37561,37553,0,0,0,0,3338,3332,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
484,0.9335647593966963,-4.1575432520182085,-4.08612552854764,-6.694810814615873,-8.637553769358819,0.010278,0.1,0.010942,0.2,1433,787,1272,33416,38096,38092,0,0,0,0,3386,3404,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
485,0.9412798141917041,-4.156857818888772,-4.085965247595849,-6.697652673057037,-8.640144473065844,0.010259,0.1,0.010877,0.2,1391,581,1202,33583,38269,38266,0,0,0,0,3392,3404,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
486,0.9337480282151255,-4.158374733377366,-4.087610839459824,-6.702305951317031,-8.644420042677993,0.01024,0.1,0.010812,0.2,1483,743,1181,33599,38320,38314,0,0,0,0,3386,3376,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
487,0.9372087465647031,-4.158173820889495,-4.08698483404885,-6.702142371051616,-8.64544777807344,0.010221,0.1,0.010747,0.2,1470,632,1045,33476,38048,38047,0,0,0,0,3457,3469,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
488,0.9316734742912062,-4.163936565193946,-4.089048572373174,-6.710054974201709,-8.654867933032712,0.010202,0.1,0.010683,0.2,1595,680,1252,33296,37907,37901,0,0,0,0,3333,3353,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
489,0.938488417628099,-4.160559399669982,-4.089374508317577,-6.7103221615184605,-8.657772035756889,0.010184,0.1,0.010619,0.2,1358,684,1068,33197,37943,37935,0,0,0,0,3384,3384,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
490,0.9352711211913217,-4.162195278335281,-4.089425649541419,-6.712544473034161,-8.663699084437308,0.010165,0.1,0.010555,0.2,1619,550,1249,33509,38045,38038,0,0,0,0,3306,3294,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
491,0.9347056352397527,-4.1642155069917735,-4.091633610478781,-6.718350361740647,-8.672578688113255,0.010146,0.1,0.010492,0.2,1476,700,1213,33326,38031,38028,0,0,0,0,3334,3344,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
492,0.936827469471648,-4.1648088601081685,-4.091267365343394,-6.7210348179486,-8.675767905253888,0.010128,0.1,0.010429,0.2,1500,590,1161,33084,37748,37743,0,0,0,0,3383,3383,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
493,0.933235077376566,-4.167621677020361,-4.09022738254905,-6.726629204873476,-8.68285559479164,0.010109,0.1,0.010367,0.2,1651,614,1082,33925,38601,38589,0,0,0,0,3481,3481,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
494,0.9321283005493531,-4.165290136770608,-4.087070685049087,-6.732058724173683,-8.691306984732512,0.010091,0.1,0.010305,0.2,1702,596,1214,33858,37935,37925,0,0,0,0,3468,3463,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
495,0.9402444138261546,-4.163336263609281,-4.085037750330591,-6.729158463831752,-8.694018736487244,0.010073,0.1,0.010243,0.2,1432,563,1100,33386,38170,38168,0,0,0,0,3388,3381,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
496,0.9384140248887274,-4.165375238183444,-4.087216639716814,-6.7344392550329095,-8.695590893023333,0.010054,0.1,0.010182,0.2,1359,675,1187,33027,37829,37822,0,0,0,0,3325,3333,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
497,0.9326555413937221,-4.167036626493,-4.088805191499924,-6.738387347455958,-8.69972121465704,0.010036,0.1,0.010121,0.2,1651,621,1140,33737,38449,38439,0,0,0,0,3454,3446,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
498,0.9332815441154501,-4.17152993532743,-4.091301583833779,-6.739621117141009,-8.708774237267477,0.010018,0.1,0.01006,0.2,1603,630,1112,33469,38243,38237,0,0,0,0,3351,3355,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
499,0.9315032373363021,-4.172266764339381,-4.091067205773584,-6.747488901539827,-8.721930615823737,0.01,0.1,0.01,0.2,1692,646,1099,34133,38595,38588,0,0,0,0,3427,3427,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
