episode,service_level,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk
19,0.9341658222566609,-2.3093579636769395,-1.2423415961040265,-1.288641836280385,-1.1050149302454697
20,0.9314962041963059,-2.3120264587448554,-1.2294659696961265,-1.3476582711408787,-1.164408952092141
21,0.9326943051310206,-2.178682562534817,-1.107089320785172,-1.375974380097541,-1.1747430882320482
22,0.9323181558277408,-2.236378787000095,-1.1785655952708944,-1.4049165355169089,-1.2140108401309284
23,0.9239725615259643,-2.4752721995397233,-1.4217699012847658,-1.4809088238922876,-1.2799676830466564
24,0.9324044943820224,-2.335593708522948,-1.2468526161534825,-1.5117972676763527,-1.2958337216522176
25,0.93197747558857,-2.325279616813522,-1.1891284901448547,-1.5480313906280778,-1.3277389578435044
26,0.9395111294798371,-2.0611670142661236,-0.9720613378667542,-1.5605734586514928,-1.3433885214897947
27,0.931119311193112,-2.2332534748618147,-1.1079124408350953,-1.596129507886531,-1.379061176523605
28,0.9366477359006287,-2.0403786402736865,-0.9056191985393829,-1.6001591556875565,-1.3877899761650316
29,0.9435431537962362,-2.1359361675954234,-0.9680204958321957,-1.6108475097285606,-1.4181143704784323
30,0.938660647103085,-2.131497024597883,-0.9432166873715816,-1.6504789146524674,-1.4457220156160489
31,0.9350214719383978,-2.1501032260117876,-0.9694558308056599,-1.681390222184824,-1.474286158172123
32,0.9316999395039323,-2.2529454394864152,-1.052661591871199,-1.721864233219212,-1.517689486741773
33,0.9314150103826757,-2.3119012172488107,-1.103883719836273,-1.7633865413964502,-1.5543940306304689
34,0.9376717794130686,-2.2267213668483516,-1.078428119818316,-1.7655518604513465,-1.5648742781673373
35,0.9363843296992932,-2.13178557327703,-1.001757075464559,-1.771005226287291,-1.5890118931711643
36,0.9333749554049233,-2.1827743235734864,-1.0541128258851502,-1.7865682278272497,-1.6089882131807838
37,0.9356825282384043,-2.059482940750901,-0.9332741571525803,-1.8081206385929391,-1.6296173074331113
38,0.9335646555592115,-2.011224530885138,-0.9235578131531803,-1.8316789809101652,-1.6416997991451492
39,0.9366496598639455,-1.999484289853777,-0.9169098975763491,-1.8502639138941384,-1.6631089737813216
40,0.9370425914817037,-2.131417352496391,-1.0754211059028926,-1.8946220002639618,-1.7105603934441012
41,0.9310620175672079,-2.1582199411462155,-1.1096870846469795,-1.9157305911229556,-1.7446167333907865
42,0.9356194623363271,-2.243453805927484,-1.155053952231772,-1.9517880752109023,-1.7788580529564548
43,0.9390725283996746,-2.1001193520932797,-0.9917719126600408,-1.9613490698408182,-1.7882042770918831
44,0.9348075644976135,-2.0581418309309205,-0.9826752399872419,-1.9637846122729177,-1.798173751279987
45,0.9424112273909624,-2.0125435316489657,-0.9651470290982217,-1.9849022372450111,-1.824728746280457
46,0.9317162170245857,-2.1294368253085656,-1.0904952310084934,-2.0163338176839827,-1.8577283526817878
47,0.9360169113049692,-2.1312248719777886,-1.0723622204537224,-2.0405646123884456,-1.8802437432899737
48,0.9315756434400502,-2.201214368992053,-1.1546826706592948,-2.0692665234515433,-1.9227712345855947
49,0.9307997731140102,-2.3095414951453925,-1.2654379895452816,-2.105007900664127,-1.9580204816341729
50,0.9327152396851897,-2.318259528438927,-1.2957434903317693,-2.1382686081291675,-1.9858518033193704
51,0.9263456090651558,-2.4424135827440834,-1.4376164027096703,-2.1846810486703983,-2.032209679442691
52,0.9395245757308965,-2.269593014354171,-1.260977533480571,-2.170379674134601,-2.026437340121557
53,0.9303980628395937,-2.1950745286832762,-1.18651350716128,-2.156576426491323,-2.0345198334988908
54,0.9361689399377842,-2.2894086214373246,-1.2921751017051588,-2.1713699747837363,-2.0611354110633107
55,0.9321099285523702,-2.2264551689883993,-1.2155295475092727,-2.1654566649044833,-2.0662000531311984
56,0.9339145441561533,-2.2166009501784245,-1.2060529684863734,-2.192184508480169,-2.093333556659871
57,0.937348112145101,-2.167318873127178,-1.1778858479879968,-2.2036852723292437,-2.107789337611257
58,0.9416786484543493,-2.196207223150031,-1.1778204310899791,-2.2049135304800083,-2.1123022910065012
59,0.9365268391437673,-2.183297854833244,-1.1819988833369768,-2.240937155249307,-2.1430708341432174
60,0.9328062061763389,-2.188340992514642,-1.1942775077848915,-2.2548460796249943,-2.1609563677385997
61,0.9356399354933295,-2.1956728120469915,-1.2450925092302647,-2.2576853428622763,-2.175204345196937
62,0.9311092376249548,-2.253799434708448,-1.294346543784885,-2.282572967560072,-2.204013990762469
63,0.9322099152994137,-2.3216124618498766,-1.3620471894975354,-2.298232621878481,-2.233231827536425
64,0.9357428520265028,-2.232970298615306,-1.273904642498335,-2.3185807130146694,-2.260251810286615
65,0.9320625169391996,-2.2338374473560343,-1.283381271084512,-2.340648449587144,-2.285276088316571
66,0.9374887623614024,-2.1590202860901413,-1.2379072805763502,-2.3436094353711363,-2.294111092246231
67,0.9373546424950802,-2.1804648887441673,-1.2485514807002527,-2.345729531022335,-2.29867352319748
68,0.9390840106775442,-2.081120893843936,-1.1189005124998488,-2.340579512042261,-2.294561072038088
69,0.9371297303832669,-2.1359538546419845,-1.185861791407791,-2.3462146575834693,-2.30764381432064
70,0.94119935364175,-2.1354315417667196,-1.1990222859523418,-2.3592237646297254,-2.3181390491992757
71,0.9305852962169878,-2.1826285397750027,-1.2556661467637131,-2.3622561727106057,-2.334968772800531
72,0.9403997359102094,-2.1006520699326474,-1.1578968819598014,-2.3741470175785473,-2.3520086122240023
73,0.9367762222961328,-2.220337765689662,-1.2898139026872764,-2.398770214223649,-2.3774330771341807
74,0.941088337528467,-2.1820056480858683,-1.2336701783917654,-2.4029073685028552,-2.385816206467368
75,0.9383741781231321,-2.1332910438280432,-1.2086435032792326,-2.4203370401577153,-2.4023128070579394
76,0.9351829918275495,-2.1638560813152043,-1.2711565958425524,-2.439661624105291,-2.425830791489003
77,0.931166813876283,-2.10807359710715,-1.2147415076449752,-2.4526693496935006,-2.4456250993275486
78,0.9312172535640307,-2.223607241549743,-1.3071491149191137,-2.478511817393346,-2.4761975451765803
79,0.9349958138978591,-2.2567779363433744,-1.3435807457222222,-2.4860490071348473,-2.4825175045212067
80,0.9408912698650226,-2.0960758492787503,-1.202005869274485,-2.478788495811698,-2.475791193469016
81,0.9413705203178887,-2.038515429796571,-1.1490303790940855,-2.482635121595793,-2.481019290473218
82,0.9354101765316718,-2.124411806012909,-1.2582465342621136,-2.497104347617134,-2.5059076553273587
83,0.9386830902997917,-2.1159308721070365,-1.2408168262980914,-2.5003576688864935,-2.515460518348461
84,0.9344179104477612,-2.1728663226280496,-1.3119688593138439,-2.5233939958014786,-2.5393496859530154
85,0.9374435818739845,-2.140061349272003,-1.269837036941592,-2.5227874174071347,-2.549084195223062
86,0.9296197364866893,-2.1285710403690095,-1.2497493859345397,-2.53594676844471,-2.5660881684754755
87,0.9326786559394227,-2.2015341635927106,-1.3233010688366926,-2.567525099035995,-2.5859145896238287
88,0.9367871293072397,-2.235829210850397,-1.338244089482969,-2.577860439291773,-2.599499649084589
89,0.9425759546045632,-2.17094428553221,-1.2993929258103258,-2.579856211612567,-2.6044875587225
90,0.93254373835147,-2.1995126566986025,-1.3289935132467043,-2.599650275459157,-2.632621926257639
91,0.9385759702477356,-2.262658433739464,-1.3737389094725272,-2.6064924200784505,-2.645535644519067
92,0.9343519241159872,-2.276432843104205,-1.401363194906879,-2.626212394372546,-2.6552833445906314
93,0.9405410257944821,-2.2017897014353656,-1.336449258560241,-2.634602431249106,-2.6637446626711525
94,0.9403007609614688,-2.0743184084961994,-1.1875737176297494,-2.6220609405157753,-2.657070754704419
95,0.9402338935153173,-2.0910930876383547,-1.225390549441614,-2.6237895532665623,-2.6716429336103835
96,0.9402771994527392,-2.078229329804059,-1.2335562022654296,-2.6328754027540664,-2.68996185595034
97,0.9404349755881047,-2.167296334854473,-1.3122148045952942,-2.6484003208272946,-2.7139280733619175
98,0.9365065216745402,-2.1956381192055567,-1.351785423989313,-2.668127214682244,-2.732171162446249
99,0.9375998553040124,-2.1413283131693284,-1.3213718117191893,-2.660334223342482,-2.7321753191054468
100,0.9430681276798476,-2.094184105683524,-1.2801463611843662,-2.6749971135681423,-2.7432880796273404
101,0.9301874981369422,-2.139270108039256,-1.315479035116687,-2.686274666863245,-2.7514709306929572
102,0.9329501915708812,-2.1840483632336927,-1.3425432597125213,-2.700379328688804,-2.777108380350825
103,0.9332108765696047,-2.2738687497464714,-1.4200031002722118,-2.7214360962624213,-2.8000987779979476
104,0.9353212935741285,-2.2439913047297986,-1.3854739620494008,-2.7124045802777315,-2.7969635670332478
105,0.9310187160885204,-2.2744353212286095,-1.3869371310143155,-2.7236229643983254,-2.81012915110397
106,0.9382701386620743,-2.229058302928406,-1.3654125263266963,-2.730369387141497,-2.8235635023450136
107,0.9356797547459026,-2.243796295100708,-1.3750641362592773,-2.7323730284257994,-2.838249134518079
108,0.9379814636494944,-2.19154953015592,-1.3288906891618437,-2.7406374672724056,-2.8433175231239987
109,0.9334698055271239,-2.23235419700185,-1.4062950710862936,-2.7488074638065996,-2.8557454238489353
110,0.9424096385542169,-2.1847831967178104,-1.3470575717858784,-2.7392911715823685,-2.8624295359458243
111,0.93959488787075,-2.118558678769904,-1.3061539086100065,-2.7370971857741315,-2.8709913487759104
112,0.9358230172362731,-2.2224881800882863,-1.3741592600958439,-2.762922708636631,-2.890253256866512
113,0.9355652509423322,-2.2180382454512055,-1.3874832231489358,-2.7810964515534224,-2.909093917487012
114,0.9477122233490425,-2.1231840044958807,-1.314177413165143,-2.7825849760233705,-2.905099658323178
115,0.9386746987951807,-2.165486978124653,-1.3444351610182312,-2.7865739717728273,-2.912569954339375
116,0.9311675004520523,-2.273064709276029,-1.4465922091577241,-2.809441327703707,-2.9414371615226345
117,0.9342721603962169,-2.283532067167767,-1.4521763451081107,-2.805464481833457,-2.9490337052213786
118,0.9369571728062294,-2.321954538157676,-1.4904345393696632,-2.8103818666374876,-2.9604629518618943
119,0.9383559609043106,-2.2907143393060507,-1.4809711426041103,-2.8076715116147666,-2.9624642185226975
120,0.9330463316976247,-2.314094032347892,-1.5244592991726136,-2.809863297271865,-2.9743970263905912
121,0.940697161347257,-2.2591592517324215,-1.4478686412246016,-2.8105880405877746,-2.9756076044853725
122,0.9405833308250309,-2.20569656642529,-1.390172945408989,-2.8078501537612537,-2.9792470335386336
123,0.937284405852266,-2.1973695290199093,-1.347831309568425,-2.816917462355749,-2.9898849496332947
124,0.9387730541264254,-2.1574524205123495,-1.302722269192818,-2.8201548146647304,-3.0014024561518364
125,0.934387936132466,-2.261708332487301,-1.4022905465566673,-2.848564775929773,-3.0243274699305815
126,0.9367502726281353,-2.288491382197094,-1.4292255703350547,-2.849989216014035,-3.0338233053435477
127,0.9346240432237731,-2.3730466477054484,-1.4878188200670788,-2.8683702379127776,-3.050480556610371
128,0.9306887149265547,-2.438280565559844,-1.5368206760839218,-2.869204079589271,-3.0621334591847256
129,0.9361948267679164,-2.2852522618157063,-1.3747935331849,-2.856587058009608,-3.059106762492327
130,0.9315390173410405,-2.3846335925706885,-1.452146891811974,-2.8714926981808246,-3.071812293750163
131,0.9374981055439362,-2.3398233961377377,-1.3871776945013279,-2.8511036337111646,-3.06174927487692
132,0.9295960626613049,-2.4662670365883006,-1.4906030702695676,-2.8717365169831104,-3.0858116894033047
133,0.9254999699717734,-2.5463575551235293,-1.5832019932293375,-2.8971450133664507,-3.1095314049711664
134,0.9338782924613988,-2.498897642540666,-1.5196120994063846,-2.902437588102806,-3.1138157698015547
135,0.9334881056471794,-2.524829378594467,-1.5137085013147435,-2.9057883874447863,-3.1231333353359236
136,0.939315648751765,-2.4134714302015454,-1.437490479966173,-2.908051937429805,-3.1336558764006606
137,0.927109024455472,-2.4418880973384716,-1.4550801160681714,-2.921077434766286,-3.1497799288230497
138,0.9389913232104121,-2.4503955058801963,-1.4699541282158066,-2.934859306867746,-3.1623344924455594
139,0.9379868274638357,-2.369327152439806,-1.398900822184057,-2.93392809473449,-3.164740187583738
140,0.9300036018729739,-2.45048510681799,-1.478206827685805,-2.9503009797832784,-3.1801409441116575
141,0.9383749239196592,-2.375191010773859,-1.425942824445313,-2.9440008658194365,-3.1766264644244835
142,0.9366774347930127,-2.404354037283828,-1.4680406090114366,-2.9556119903083755,-3.195249664744487
143,0.9331498230436492,-2.3780934737532835,-1.4386032100721353,-2.95758890767188,-3.2001886282787986
144,0.9373204182588347,-2.3439282327824262,-1.4087402908291868,-2.952405873507634,-3.19960586733783
145,0.9385393632811316,-2.2702726110363325,-1.3255286196235,-2.9287455687529347,-3.1845485748805014
146,0.9375074148772097,-2.323793380558624,-1.3730191049301197,-2.937954485975645,-3.200278341755429
147,0.9361211422328771,-2.3668096678213693,-1.4293000889338128,-2.948738448630697,-3.212588804205982
148,0.9364348087925324,-2.3502075274004364,-1.4150698246132558,-2.9668606861754805,-3.2263277686806444
149,0.9373576992210905,-2.3008276173065054,-1.3888953691755608,-2.965635333091941,-3.2325373040442615
150,0.9343638525564804,-2.389827979147118,-1.4681549376427472,-2.985071952202927,-3.2553080072410356
151,0.9377899620413328,-2.382898662003042,-1.5000560787514228,-2.9901369760853718,-3.2629999293657503
152,0.9380250530658615,-2.364776422610553,-1.4842723422926678,-2.9922927987697685,-3.265890698989742
153,0.9419510721836303,-2.2897758761430778,-1.4139845476302437,-2.9894159247239855,-3.26838181953453
154,0.9319499360822904,-2.3452397744002074,-1.4535038081158498,-3.001816649372133,-3.285757591204432
155,0.935253336591027,-2.3885836096665636,-1.5157922545497873,-3.014559559730333,-3.3010702559568954
156,0.927498054241753,-2.4811491289454386,-1.5986255483403111,-3.0289270713987464,-3.3232832141668482
157,0.9411119347664937,-2.4182952645346596,-1.5143608487559614,-3.0201764835666993,-3.3132694294316667
158,0.9326746731349465,-2.436878859329752,-1.5209826463670695,-3.0343518355796903,-3.3267156974871708
159,0.9397303491175333,-2.4484022674848407,-1.523510252544893,-3.037720732935548,-3.3349897300157814
160,0.9434122905707423,-2.382710868968856,-1.469031767236812,-3.031020760364939,-3.334047568734171
161,0.9347703285268322,-2.432710057813804,-1.5174778621508351,-3.0486176510455523,-3.349406676383642
162,0.9364635063957863,-2.415429184276218,-1.5167108151813218,-3.0442602846746962,-3.356945910995049
163,0.936781261348505,-2.4031780967074603,-1.519753660172559,-3.037487100235195,-3.3581018613002604
164,0.9415911681766365,-2.316888623581053,-1.4505654535195698,-3.0322573990065225,-3.3580283231269203
165,0.9327846364883402,-2.3697591372624376,-1.5039005136848753,-3.044353430961793,-3.3728034966747233
166,0.9316236776417449,-2.388838708981679,-1.530987392414428,-3.0473559216546677,-3.381787290570722
167,0.9392421865572583,-2.386271823707411,-1.53162852527706,-3.0503939026766207,-3.386795932503598
168,0.9391885759235168,-2.3903572057022595,-1.5296772923662767,-3.061251817627124,-3.3981809684759146
169,0.9347247679299947,-2.4275828446600185,-1.5832247707331428,-3.066412401576062,-3.4055015326624636
170,0.9349825466686903,-2.438959582159905,-1.6078488441455272,-3.0694127894326684,-3.415742723166633
171,0.9362566337573008,-2.4939711699532117,-1.665145554072684,-3.08471155603264,-3.4295931728985503
172,0.9341737955875732,-2.524125672893107,-1.6877253296378116,-3.087354461844802,-3.433709363005189
173,0.9387213222351503,-2.4591668627144054,-1.645497870068617,-3.078911631547496,-3.439804369632983
174,0.9411126841169914,-2.415585823117913,-1.5966843109601578,-3.08122781152679,-3.447484193540129
175,0.9415211707786159,-2.3878928902085668,-1.5696003828252947,-3.0846508938792483,-3.4530636742868954
176,0.9390243902439024,-2.3789969139712275,-1.5758356776928593,-3.0889508956705276,-3.462342295021202
177,0.9357639406868157,-2.392305611557213,-1.5546820074789445,-3.085679717572326,-3.4656505082666973
178,0.9368019775441523,-2.3913596772812524,-1.5389704992665194,-3.083912217394115,-3.4680291787528317
179,0.9434673366834171,-2.3404985444309125,-1.4998902193443573,-3.088946568268761,-3.4762891592525276
180,0.9357235907153008,-2.3720877338574056,-1.521119878514701,-3.0913734386325276,-3.480852200673805
181,0.9319746295127304,-2.4035242780559836,-1.5642263669277046,-3.104925580035848,-3.489735795808516
182,0.9350629963575565,-2.425443024004497,-1.5970530301987171,-3.1143152224549064,-3.4946222799982705
183,0.9366851223432756,-2.441575288592876,-1.633614753755087,-3.108277692447278,-3.500701954139569
184,0.9379784455585242,-2.418370648499019,-1.6231920850026889,-3.1053350195660796,-3.500212398825803
185,0.9352395718417365,-2.4530871733271384,-1.6570141537695824,-3.1176099286831938,-3.509949708010851
186,0.9360473811731627,-2.480783720950642,-1.6854610689420177,-3.1197049010036015,-3.5131428243633627
187,0.9456926052670733,-2.4388788556012493,-1.6504657074865445,-3.118352573475278,-3.513158994017045
188,0.9433436344906987,-2.384285338619766,-1.6154019029409454,-3.1168391230783787,-3.5164648751684062
189,0.9399233577743581,-2.382327960140055,-1.6059426268862784,-3.11961233412472,-3.524056778966975
190,0.9433928730116413,-2.370062286189466,-1.5884670409495065,-3.115187406290633,-3.5192936093235803
191,0.9436544137375905,-2.3744613987415084,-1.5821010547760674,-3.11468083430595,-3.519357134674374
192,0.9383900375379849,-2.342932442180423,-1.542428735445266,-3.1159187685993586,-3.5237601229859923
193,0.9332398233257729,-2.350256649018661,-1.5421158359630185,-3.1205487899806954,-3.5265419510283254
194,0.9344748106684228,-2.4080254860443984,-1.5979935119218394,-3.135105269853107,-3.537491559451294
195,0.9430115598258519,-2.3418738582662884,-1.5499041058715113,-3.134238061243248,-3.5383896753261577
196,0.9374510394697197,-2.3539474763961126,-1.564811255541674,-3.1394150748068537,-3.5461016738255418
197,0.9448653198653199,-2.337728716552367,-1.5532514021815547,-3.147049478190966,-3.554200892209449
198,0.9379069350695897,-2.3438507381277325,-1.5660184487851108,-3.1497682226847963,-3.5605658295922678
199,0.9349971673077496,-2.3686321951382436,-1.592283214685414,-3.1629151518299548,-3.5733339076105994
200,0.941273309587237,-2.3438414386365847,-1.5657997930194947,-3.1629772584104208,-3.5802423388591205
201,0.9417697889380664,-2.33439161557957,-1.5669060353025657,-3.166022967875161,-3.5828490734577025
202,0.9360335364014718,-2.3820387849415443,-1.612842709977054,-3.174610965104441,-3.591919183075036
203,0.9409797541576284,-2.3595171343249337,-1.5971879963837816,-3.180838108056872,-3.6008956709723514
204,0.9329186230822143,-2.4059574823750576,-1.6190427660111861,-3.1876426149441475,-3.6183827309185417
205,0.9342633059929354,-2.4066808893327063,-1.6279392726785056,-3.192701300334379,-3.627033033034834
206,0.9296633357125863,-2.4847946008545807,-1.6969345143247017,-3.2061596601110014,-3.6372796907797627
207,0.9366984494471015,-2.5081922232286122,-1.7155850766821992,-3.2126479374262513,-3.6458361851490624
208,0.9313429227607881,-2.5311703214707597,-1.7237866887426914,-3.215888716045627,-3.6529343817802564
209,0.9362901542040744,-2.5251963342073998,-1.7032355480014958,-3.2147939746654237,-3.6551472559275435
210,0.9410414617425259,-2.4992574176429985,-1.6725532538975045,-3.2123861989382165,-3.6604168270784734
211,0.9288858485515437,-2.5520867545933856,-1.7222778820137952,-3.219581479392811,-3.6685835898344474
212,0.9408659243302284,-2.5099930345949693,-1.6779283694078695,-3.2108697711550582,-3.667474568540205
213,0.9341451070290869,-2.543798576025452,-1.7245170356669302,-3.218373226258945,-3.675824438430868
214,0.9430879712746858,-2.5227162702955686,-1.7154069991338925,-3.2166324789320586,-3.6755592499291985
215,0.9347183666159219,-2.5375157479013284,-1.7257366267385315,-3.2197139125712497,-3.68256382788652
216,0.934503205610571,-2.581937574961694,-1.781455015031376,-3.2270131412020455,-3.6940807628526127
217,0.9295301005854977,-2.6316861990997995,-1.816302077682169,-3.24769228971883,-3.710686821578773
218,0.9418232886126632,-2.604962354145001,-1.788229343448475,-3.2462384782281526,-3.7118622406581525
219,0.928372760714179,-2.6896034929331387,-1.8546588306581082,-3.2697274503957265,-3.732098807806423
220,0.9360260393549341,-2.7324068514924793,-1.88170643363173,-3.281900333159926,-3.742382179309952
221,0.9339282495042365,-2.7136159541054656,-1.8549112268930492,-3.276015184854213,-3.7407558272933534
222,0.9337872391032883,-2.760055620335778,-1.879993396083708,-3.2880239739400112,-3.7527942170571005
223,0.9372418990203466,-2.769917315295408,-1.8818123942069618,-3.296728497716433,-3.7636140091235513
224,0.9367042889390519,-2.771509031139066,-1.8559939293331025,-3.3032149612092887,-3.7718352200111545
225,0.9387009592824685,-2.7612666990122046,-1.8656393026343325,-3.2984754577749027,-3.77738406487329
226,0.933792071802543,-2.7747616251922143,-1.8815174273161666,-3.3014053850426097,-3.7826410701456026
227,0.941594365004988,-2.691276325464046,-1.798653274433676,-3.3084038548676418,-3.7839056468346417
228,0.9330764671013634,-2.70184008208912,-1.8103312809665573,-3.311545838942702,-3.7916189896398422
229,0.939331171950048,-2.6991293200516884,-1.8062920095188286,-3.3267957543028612,-3.803633410314659
230,0.9327947443181819,-2.713850489614132,-1.8066480372007099,-3.3301426272636556,-3.812302597330162
231,0.9389395718543944,-2.6754391507628816,-1.7949023312499155,-3.3285876549664346,-3.8158958135606618
232,0.9356898856379029,-2.6656577353916227,-1.7711812460055545,-3.3316447112405805,-3.820654367222215
233,0.9416177135110709,-2.63816374473703,-1.7378798137702578,-3.337347765462524,-3.8231814978790375
234,0.9398976982097187,-2.614640842824155,-1.7351335980673683,-3.3353885981151135,-3.823751583941992
235,0.9382749570096841,-2.6376386727130012,-1.7472020661640948,-3.339206906021781,-3.8313874887516515
236,0.9366983372921616,-2.6529558350574147,-1.7537985757803067,-3.3446310604800047,-3.8395912483803523
237,0.9442691903259727,-2.637783109720143,-1.720496043243216,-3.3465836861278198,-3.8428100826293083
238,0.936451555131037,-2.636067142163072,-1.7207152404273378,-3.3501501641683378,-3.8451058458563154
239,0.9360812964132167,-2.630823958720028,-1.7378114245819458,-3.3517652649533307,-3.852684359538802
240,0.9411817771763644,-2.625588143832164,-1.7386196337665978,-3.3508591462832396,-3.8585997669615577
241,0.9298981777634321,-2.6805816162111613,-1.7981385746684024,-3.3551118349607587,-3.8634008734249923
242,0.9448074226558072,-2.6632685194350683,-1.794574263514712,-3.353471575020036,-3.8644629973046225
243,0.9362267493356953,-2.655978285923588,-1.7929234706785195,-3.353880687497308,-3.8694417243709522
244,0.9323053107882829,-2.686613005631847,-1.8244409358502123,-3.362394097560336,-3.8766787974224095
245,0.9334939472353588,-2.7257103384689643,-1.86204308417647,-3.373038308221078,-3.8883874129874525
246,0.9307227112148974,-2.7552594042001988,-1.8880206636573633,-3.3815694465704365,-3.895808957854162
247,0.9390681003584229,-2.7300298805738485,-1.862192859050284,-3.3774589073569796,-3.8983229030790407
248,0.9294374104156713,-2.789361578041939,-1.8895605897331393,-3.3901354150777876,-3.9037180767815043
249,0.9447201419591567,-2.758492791085238,-1.8625881073898907,-3.380662792346867,-3.9003551064556596
250,0.9390339504311644,-2.74249874361699,-1.836062274804367,-3.382479278449013,-3.899286334029531
251,0.941848980935564,-2.676181581960745,-1.779267246720773,-3.3724534506558177,-3.8947664641975965
252,0.9369841556720284,-2.669700817844611,-1.772396541487377,-3.375529433864123,-3.900611213011549
253,0.9397762076598841,-2.6581005236847677,-1.7627153927489678,-3.381225714968304,-3.905006087863746
254,0.9367312653746925,-2.67844439151381,-1.7814753287762284,-3.3823625895505,-3.911446976133722
255,0.9361487289142314,-2.7033012537726626,-1.8023269512953657,-3.387224713169858,-3.918909561462002
256,0.9328673408685306,-2.74630946514074,-1.8304724492729014,-3.3967806635093014,-3.930141793536624
257,0.9344915381159203,-2.7717329176896146,-1.8591072934061825,-3.4064022082347374,-3.939781037062039
258,0.9356825799438355,-2.7826314362172866,-1.8515452982696,-3.4045330113982684,-3.9397619716371235
259,0.9316979459139944,-2.82951789602585,-1.863637951572216,-3.416715505017042,-3.951642597344532
260,0.9370527194656488,-2.8228319022385806,-1.843349697586107,-3.4166488368564827,-3.9547255019377463
261,0.9394283664195169,-2.793723252947855,-1.8068914566902483,-3.41938491645135,-3.9614372125672555
262,0.9368649561310942,-2.7655703202744966,-1.8005804489759338,-3.4181769757493052,-3.9646997179902224
263,0.9357012368602318,-2.7788153968994505,-1.8058756697163378,-3.425461051971292,-3.971433449708819
264,0.9383919865260172,-2.796036468494584,-1.8383547786344103,-3.4240888816754333,-3.9746443010255827
265,0.9380575560890312,-2.786256641782488,-1.8327323680560414,-3.4263822315779784,-3.9797467479924498
266,0.9375,-2.754374053694724,-1.789681140416453,-3.4252964393370595,-3.9781323249179117
267,0.9384555777426757,-2.775058015381716,-1.815572345349871,-3.434285257012865,-3.9890268869373546
268,0.9420836800190182,-2.7468979154652997,-1.7892339091214002,-3.4337354447672737,-3.9921737248559315
269,0.9392551344230884,-2.762985519816799,-1.8075441751896264,-3.4285126678989144,-3.993300752153482
270,0.9359047248571172,-2.7543613888658656,-1.8053266095697307,-3.431054848952885,-3.9962934833374133
271,0.9428605689960128,-2.7381399999128697,-1.7911492027999887,-3.42819417603794,-3.9951118413764877
272,0.9390111218568665,-2.7174654348353973,-1.7801132489134877,-3.4259181681774535,-3.9971877398162503
273,0.9420934055897218,-2.722863559778289,-1.7876468291800298,-3.425355333760154,-4.000528023389646
274,0.9356586114538505,-2.7493265780237106,-1.8183102345037052,-3.4434335764968167,-4.013352897871817
275,0.943717277486911,-2.738537412119157,-1.8248034432956624,-3.441976509295002,-4.017631712411273
276,0.9345655973221956,-2.7140892229068108,-1.7960286003411068,-3.443554715510167,-4.024597092382182
277,0.9389699315272403,-2.7075761302042007,-1.7998649478413185,-3.4438824956404908,-4.028797358297659
278,0.935923143686589,-2.748736607340662,-1.8157764001319718,-3.4531252440569613,-4.036863733189968
279,0.9312999970039249,-2.751719827163782,-1.828656749271336,-3.461745600390386,-4.0432462429526295
280,0.9404510643430019,-2.7328705233968624,-1.8284409124394128,-3.465292799219104,-4.047667077806034
