episode,service_level,rebalancing_imbalance,squared_starvation_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
10,0.9409816500074594,-3.139710002316945,-1.9615390576412157,-1.515863522693408,-1.703807157611217,0.081595,0.1,0.185534,0.2,1286,692,1253,33515,38413,38407,0,0,0,0,3799,3783,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
11,0.9371972007895208,-2.978782742626546,-1.9565446651557938,-1.5009912404021069,-1.7364445318858777,0.08012,0.1,0.184146,0.2,1279,821,1244,33438,38209,38205,0,0,0,0,3735,3715,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
12,0.9354945617787954,-3.247606024968446,-2.1208452014174797,-1.5093885991609348,-1.7953278884905326,0.078698,0.1,0.182768,0.2,1233,908,1359,33191,38141,38132,0,0,0,0,3764,3761,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
13,0.9385026737967914,-2.966934827745637,-2.04581719523346,-1.5868388041203763,-1.8329030093322192,0.077326,0.1,0.181401,0.2,1312,758,1476,33660,38515,38512,0,0,0,0,3789,3787,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
14,0.9412538884900694,-3.096868870100701,-2.175763398094389,-1.598387794123852,-1.8680785770982904,0.076,0.1,0.180044,0.2,1273,691,1373,33432,38263,38259,0,0,0,0,3742,3734,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
15,0.9455942348351747,-2.750473483942303,-2.1140419270878827,-1.541032011286477,-1.8291391883132175,0.074719,0.1,0.178698,0.2,1114,713,1474,33581,38542,38540,0,0,0,0,3675,3682,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
16,0.938140589569161,-3.0131360471560793,-2.1820920162962025,-1.5562338317047795,-1.8616233871791112,0.073481,0.1,0.177361,0.2,1352,694,1236,33075,37789,37778,0,0,0,0,3871,3878,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
17,0.9425043353465288,-2.794099710788547,-2.1846527225066574,-1.6035304302375069,-1.9120144649104436,0.072283,0.1,0.176034,0.2,1237,686,1192,33446,38317,38313,0,0,0,0,3721,3710,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
18,0.9421929277634274,-2.9712109306158174,-2.2490935509117596,-1.6458789397111784,-1.9889724576706753,0.071123,0.1,0.174718,0.2,1162,785,1282,33681,38680,38670,0,0,0,0,3714,3723,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
19,0.9386840375306281,-3.2832386676586944,-2.38364643593367,-1.727927853317093,-2.0812177403526397,0.07,0.1,0.173411,0.2,1242,810,1250,33466,38235,38230,0,0,0,0,3779,3772,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
20,0.9492684383398029,-2.54729715564544,-2.1942326652691584,-1.5898706975556292,-1.96826459160615,0.068912,0.1,0.172114,0.2,1152,547,1220,33490,38363,38354,0,0,0,0,3727,3738,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
21,0.936523059517075,-2.7428970848190195,-2.350504198428427,-1.723065255718289,-2.0665845820729682,0.067857,0.1,0.170826,0.2,1385,747,1425,33587,38338,38329,0,0,0,0,3633,3636,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
22,0.9428733538388031,-2.5492951270784343,-2.338259481774369,-1.7364981526262875,-2.041506628467037,0.066834,0.1,0.169549,0.2,1246,667,1263,33487,38304,38299,0,0,0,0,3686,3696,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
23,0.9436856988147524,-2.6415064831994535,-2.3725241131382613,-1.7736673636836413,-2.111983930653874,0.065842,0.1,0.16828,0.2,1210,662,1461,33242,38270,38262,0,0,0,0,3894,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
24,0.9400352207265021,-2.9136135562021552,-2.4885459950150395,-1.8532043844661965,-2.180231386583271,0.064878,0.1,0.167022,0.2,1411,598,1426,33503,38172,38167,0,0,0,0,3767,3779,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
25,0.9414541736829445,-2.871723874799961,-2.50461683633409,-1.893660555565303,-2.2605014086187403,0.063942,0.1,0.165772,0.2,1276,671,1205,33256,37998,37991,0,0,0,0,3836,3829,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
26,0.9396133820096954,-2.905179309812327,-2.547865165135778,-1.9523771900142621,-2.3303175992349843,0.063033,0.1,0.164532,0.2,1155,863,1323,33418,38188,38180,0,0,0,0,3819,3828,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
27,0.941359987884295,-2.4605570258908025,-2.5104284065587033,-1.9026297564292405,-2.3355053471436102,0.06215,0.1,0.163302,0.2,1293,643,1147,33015,37906,37897,0,0,0,0,3696,3704,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
28,0.9435201272122266,-2.573390570120817,-2.551197608659296,-1.8675110152520784,-2.325377378556647,0.06129,0.1,0.16208,0.2,1345,573,1196,33959,38769,38765,0,0,0,0,3786,3795,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
29,0.9381479736098021,-2.8811295482956534,-2.6405333263358557,-1.8505759285307148,-2.345157459855061,0.060455,0.1,0.160868,0.2,1389,711,1236,33952,38645,38637,0,0,0,0,3720,3705,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
30,0.9385342789598109,-3.2130376908863405,-2.760505314215897,-1.9612364352712317,-2.4370660940283826,0.059641,0.1,0.159664,0.2,1335,719,1167,33417,38222,38213,0,0,0,0,3840,3840,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
31,0.9378691951167792,-3.1204031785619413,-2.725373441799504,-1.9478699481575454,-2.4313769289530907,0.05885,0.1,0.15847,0.2,1311,740,1208,33011,37948,37944,0,0,0,0,3784,3786,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
32,0.9413735840104382,-2.6909912455677203,-2.659309476133266,-1.9238832848920497,-2.408688204599709,0.058079,0.1,0.157285,0.2,1351,626,1280,33722,38516,38509,0,0,0,0,3698,3689,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
33,0.935672514619883,-2.76736853131245,-2.6539628387826033,-1.905563502262073,-2.401413317697722,0.057328,0.1,0.156108,0.2,1337,819,1408,33516,38509,38505,0,0,0,0,3745,3745,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
34,0.9464968536416464,-2.6262836951606356,-2.58683764867234,-1.758395526288169,-2.293676207684349,0.056596,0.1,0.154941,0.2,1091,686,1218,33213,38296,38293,0,0,0,0,3747,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
35,0.9360886492961965,-3.246635495208453,-2.81495608918216,-2.0392726446147957,-2.5497959062883613,0.055882,0.1,0.153782,0.2,1425,709,1297,33390,38267,38261,0,0,0,0,3732,3748,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
36,0.942708644482944,-3.4652328537428194,-2.8529769404050183,-2.0415013322214577,-2.574086820308018,0.055187,0.1,0.152631,0.2,1138,780,1430,33478,38391,38383,0,0,0,0,3837,3834,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
37,0.9401377099780376,-3.5505492863063335,-2.894888442802441,-2.1138759998055057,-2.6647965242184726,0.054508,0.1,0.15149,0.2,1307,710,1234,33694,38385,38374,0,0,0,0,3757,3751,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
38,0.9442083048479625,-3.2529809414012885,-2.8294401979042956,-2.0591150325006913,-2.6522715657919,0.053846,0.1,0.150357,0.2,1065,812,1412,33643,38759,38753,0,0,0,0,3825,3835,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
39,0.9471029720804564,-2.8642530792546785,-2.7125393223471184,-1.9286623869727606,-2.5294561600360232,0.0532,0.1,0.149232,0.2,1084,678,1433,33310,38306,38300,0,0,0,0,3717,3697,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
40,0.9421202757309246,-2.9378224423596797,-2.717023070765571,-1.924949318565709,-2.5427696641818733,0.052569,0.1,0.148116,0.2,1352,596,1199,33656,38531,38524,0,0,0,0,3786,3774,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
41,0.9410621564995597,-3.102659839480814,-2.7470108710109487,-1.9550434401314531,-2.5508848239280675,0.051953,0.1,0.147008,0.2,1146,795,1125,32933,37897,37895,0,0,0,0,3785,3805,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
42,0.9455662600292302,-2.9464584722543057,-2.6980977420167513,-1.8628588071075012,-2.516123991288827,0.051351,0.1,0.145908,0.2,1146,679,1310,33527,38417,38410,0,0,0,0,3733,3723,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
43,0.9388419386627647,-2.958159304034721,-2.7060795361425085,-1.8144089907782286,-2.456398695619402,0.050763,0.1,0.144817,0.2,1295,753,1393,33487,38475,38472,0,0,0,0,3824,3828,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
44,0.9405931586608443,-3.1046520636410935,-2.745589520194893,-1.7449836557444593,-2.4316333144329794,0.050189,0.1,0.143734,0.2,1274,685,1115,32976,37839,37828,0,0,0,0,3759,3752,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
45,0.9403003075438703,-3.1354719357666148,-2.7911113331530744,-1.7824945888476436,-2.4883022463617177,0.049627,0.1,0.142658,0.2,1233,747,1329,33166,37901,37895,0,0,0,0,3792,3802,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
46,0.9336246358718269,-3.2755624051115606,-2.8129574756362135,-1.7869287548463997,-2.5110127812591077,0.049077,0.1,0.141591,0.2,1350,883,1354,33642,38387,38383,0,0,0,0,3811,3822,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
47,0.9423596874350061,-2.890473125764133,-2.6835124824569414,-1.6306374121641538,-2.3951276846076905,0.04854,0.1,0.140532,0.2,1225,715,1362,33657,38521,38517,0,0,0,0,3691,3704,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
48,0.9408163874705127,-3.098354177036813,-2.761270630801552,-1.672417815889292,-2.431130220142359,0.048014,0.1,0.139481,0.2,1258,724,1197,33489,38216,38210,0,0,0,0,3740,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
49,0.9359579263711495,-3.2493101828767172,-2.8166084483813982,-1.7419518455501484,-2.476561705021678,0.0475,0.1,0.138438,0.2,1194,937,1488,33275,38076,38072,0,0,0,0,3730,3735,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
50,0.9436252472576875,-3.331887686614867,-2.8478226086201555,-1.7453877343679378,-2.498345402959123,0.046996,0.1,0.137402,0.2,1295,586,1220,33366,38240,38236,0,0,0,0,3753,3753,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
51,0.9355441521074956,-3.554989111019891,-2.8985954454587115,-1.8475199253957544,-2.618890847655803,0.046503,0.1,0.136374,0.2,1267,906,1230,33713,38553,38549,0,0,0,0,3805,3822,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
52,0.9436392914653784,-3.189348375444595,-2.783039944866961,-1.7639610210973606,-2.6049680982710077,0.046021,0.1,0.135354,0.2,1197,658,1226,32913,37860,37854,0,0,0,0,3862,3859,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
53,0.942740648821131,-3.2681245263637373,-2.800113069241021,-1.7612232785056714,-2.586564478581056,0.045548,0.1,0.134342,0.2,1271,667,1229,33846,38745,38737,0,0,0,0,3823,3803,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
54,0.9416801389138375,-3.2242959886335396,-2.7535935351009275,-1.7441950743334258,-2.580841871682646,0.045085,0.1,0.133337,0.2,1241,707,1283,33402,38299,38290,0,0,0,0,3827,3814,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
55,0.9402794671729908,-3.1570439115509514,-2.7723015151220194,-1.7768455204404294,-2.6044463528281536,0.044631,0.1,0.13234,0.2,1223,790,1228,33707,38514,38511,0,0,0,0,3801,3795,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
56,0.9314647271007037,-3.492325158762098,-2.872781110962588,-1.8886476225971036,-2.705382697262916,0.044186,0.1,0.13135,0.2,1442,876,1298,33822,38731,38723,0,0,0,0,3791,3798,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
57,0.9433173162484427,-3.3545651425297613,-2.8262497783588567,-1.8209125127309722,-2.63864277126429,0.04375,0.1,0.130367,0.2,1202,709,1342,33714,38706,38699,0,0,0,0,3766,3757,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
58,0.9349888064098032,-3.5616455972502012,-2.9114606623810646,-1.9321186809347393,-2.735417190068931,0.043322,0.1,0.129392,0.2,1438,769,1422,33948,38593,38586,0,0,0,0,3764,3747,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
59,0.941268456981325,-3.5685138180146283,-2.9219382502685733,-1.9468161793838585,-2.7576074389869105,0.042903,0.1,0.128424,0.2,1220,733,1361,33253,38122,38116,0,0,0,0,3863,3863,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
60,0.9493290907453547,-3.4142072499707177,-2.8862106266578613,-1.8756072343588799,-2.7094786715624624,0.042492,0.1,0.127464,0.2,1182,506,1285,33313,38359,38351,0,0,0,0,3914,3908,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
61,0.9372960023955682,-3.443334330478017,-2.884303960928302,-1.857979892935656,-2.711669996075154,0.042089,0.1,0.12651,0.2,1325,769,1501,33395,38002,37995,0,0,0,0,3828,3829,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
62,0.9408434673216318,-3.5763475115885535,-2.9379783864208053,-1.894100159699931,-2.760626274596264,0.041693,0.1,0.125564,0.2,1188,787,1238,33386,38320,38309,0,0,0,0,3819,3827,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
63,0.9402055622732769,-3.534790911522912,-2.9315544802861426,-1.8665379280766616,-2.7451886302300434,0.041304,0.1,0.124625,0.2,1346,632,1371,33080,37907,37896,0,0,0,0,3849,3844,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
64,0.9334935416040853,-3.6079433912017604,-2.981265935770286,-1.8225056520541196,-2.762745152469618,0.040923,0.1,0.123693,0.2,1397,817,1212,33290,37869,37859,0,0,0,0,3826,3843,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
65,0.9366056819872081,-3.7892623220867403,-3.0267179582886468,-1.8548367843718423,-2.7925466773685943,0.040549,0.1,0.122767,0.2,1379,752,1235,33615,38279,38276,0,0,0,0,3728,3732,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
66,0.9374202563946776,-3.7190069366709775,-3.015571448115139,-1.8345728034182116,-2.842531930987966,0.040181,0.1,0.121849,0.2,1310,750,1234,32918,37634,37627,0,0,0,0,3880,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
67,0.9436295054484493,-3.567618205609972,-2.961572268091842,-1.8025644002645551,-2.8096672010587067,0.03982,0.1,0.120938,0.2,1270,613,1231,33404,38388,38383,0,0,0,0,3815,3825,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
68,0.9430767850198917,-3.5360393525368,-2.961620354960226,-1.7277755682730378,-2.7233381854513934,0.039466,0.1,0.120033,0.2,1260,643,1097,33431,38218,38213,0,0,0,0,3809,3824,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
69,0.9352312953740926,-3.7242799218503864,-3.020474068434101,-1.8173979321242555,-2.790295002889127,0.039118,0.1,0.119135,0.2,1345,814,1235,33334,38005,38001,0,0,0,0,3889,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
70,0.9442100885271225,-3.5928767102809815,-2.9909480991974964,-1.7936373167078816,-2.766835236698893,0.038776,0.1,0.118244,0.2,1234,644,1180,33662,38409,38405,0,0,0,0,3816,3824,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
71,0.9336896160506359,-3.8832237423553018,-3.1003889167325176,-1.8895882738742549,-2.848688272294518,0.038439,0.1,0.11736,0.2,1219,1002,1402,33494,38365,38359,0,0,0,0,3902,3902,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
72,0.94140625,-3.702460243934589,-3.0468117622841686,-1.9201765003977687,-2.867132232135516,0.038109,0.1,0.116482,0.2,1278,687,1210,33536,38454,38446,0,0,0,0,4012,3997,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
73,0.943399057651331,-3.5264906582272695,-2.9964367213525493,-1.8688970839916184,-2.8283534193422906,0.037784,0.1,0.11561,0.2,1230,656,1273,33321,38275,38262,0,0,0,0,3710,3708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
74,0.9434148974451242,-3.5493352557335673,-3.02404600685562,-1.9158360380471613,-2.893246651125526,0.037465,0.1,0.114746,0.2,1238,649,1232,33348,38250,38245,0,0,0,0,3824,3822,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
75,0.939406552892906,-3.5070195546611607,-3.036170550057604,-1.9011513324836804,-2.8991833186885714,0.037151,0.1,0.113887,0.2,1349,689,1337,33634,38474,38470,0,0,0,0,3782,3780,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
76,0.9401357246728066,-3.4412860056399177,-3.0479822082717436,-1.921617247744963,-2.9198401623674197,0.036842,0.1,0.113035,0.2,1194,782,1414,33008,37928,37921,0,0,0,0,3846,3836,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
77,0.945259071225922,-3.41015979896143,-3.017068001244324,-1.8677577769116809,-2.8806324128479726,0.036538,0.1,0.11219,0.2,1221,612,1314,33485,38601,38588,0,0,0,0,3759,3779,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
78,0.9476857490864798,-3.2206789916173957,-2.9758573045351344,-1.8084671230377072,-2.8364075646613505,0.03624,0.1,0.111351,0.2,1174,544,1147,32840,38024,38014,0,0,0,0,3841,3839,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
79,0.9415965390541662,-3.3327808634903633,-2.9933514527600438,-1.818775481112633,-2.842334382996039,0.035946,0.1,0.110518,0.2,1365,606,1249,33748,38471,38465,0,0,0,0,3888,3884,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
80,0.9448602277769561,-3.389772425017899,-3.0220226085543485,-1.8527206493232227,-2.865579771425783,0.035657,0.1,0.109691,0.2,1205,659,1228,33805,38652,38647,0,0,0,0,3725,3720,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
81,0.9356656773690679,-3.5487408784040766,-3.0926029197721516,-1.8511284031283357,-2.871932116988519,0.035372,0.1,0.108871,0.2,1364,782,1338,33357,38146,38141,0,0,0,0,3798,3784,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
82,0.9401855688676696,-3.546834981876662,-3.0921089529334322,-1.81471852332248,-2.845874416548228,0.035092,0.1,0.108056,0.2,1294,698,1202,33303,38286,38282,0,0,0,0,3865,3862,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
83,0.9365107859856985,-3.7065055983769915,-3.157940664475824,-1.867451264241533,-2.8835386861256134,0.034817,0.1,0.107248,0.2,1395,727,1349,33423,38288,38286,0,0,0,0,3870,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
84,0.940186860623263,-3.622778015588694,-3.1536579916603746,-1.8854404917162797,-2.926134374095837,0.034545,0.1,0.106446,0.2,1230,793,1029,33822,38817,38809,0,0,0,0,3864,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
85,0.9345287247847116,-3.840531514283446,-3.213178721755635,-1.9069570789328816,-2.9627147472272934,0.034278,0.1,0.10565,0.2,1297,923,1389,33908,38687,38682,0,0,0,0,3800,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
86,0.9388983736184743,-3.844980414310786,-3.204146133577662,-1.889237081950567,-2.967025357525803,0.034015,0.1,0.104859,0.2,1286,754,1539,33387,38122,38116,0,0,0,0,3821,3815,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
87,0.9459483847680924,-3.6508761497403377,-3.135300960919389,-1.8751434259617936,-2.937560857735177,0.033756,0.1,0.104075,0.2,1146,651,1204,33246,38253,38244,0,0,0,0,3855,3875,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
88,0.9503751601293235,-3.425674922612165,-3.0685165640057894,-1.8349653895827511,-2.936518944332464,0.033501,0.1,0.103297,0.2,1050,577,1073,32786,37571,37567,0,0,0,0,3803,3801,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
89,0.9431921194174171,-3.577442655771127,-3.103830080867473,-1.8971629632030997,-2.9939822179906805,0.03325,0.1,0.102524,0.2,1176,704,960,33094,37997,37989,0,0,0,0,3777,3785,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
90,0.940689278563194,-3.6039367340769344,-3.1412312128685036,-1.987299777375325,-3.091657874678843,0.033002,0.1,0.101757,0.2,1289,666,1341,32962,37776,37773,0,0,0,0,3867,3885,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
91,0.9480973025048169,-3.4922285754529074,-3.123732044342581,-1.9788833817707354,-3.075113671929167,0.032759,0.1,0.100996,0.2,1117,607,1091,33216,38021,38014,0,0,0,0,3794,3798,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
92,0.9469344608879493,-3.4685223485071184,-3.106636834116411,-1.9475394046735583,-3.047899813767159,0.032518,0.1,0.10024,0.2,1126,631,1208,33110,38118,38108,0,0,0,0,3853,3838,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
93,0.9426537178265014,-3.3608297670601894,-3.079724894275964,-1.9373392371150646,-3.0213428735810814,0.032282,0.1,0.099491,0.2,1247,678,1262,33568,38437,38433,0,0,0,0,3790,3799,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9401574803149606,-3.4743770703199224,-3.120809600596424,-2.0025360862901804,-3.0602440108813687,0.032048,0.1,0.098746,0.2,1271,705,1185,33020,37863,37853,0,0,0,0,3783,3769,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9455611643442251,-3.628596927429859,-3.158172981155372,-2.0430949580936115,-3.113763741924112,0.031818,0.1,0.098008,0.2,1171,630,1185,33083,37831,37824,0,0,0,0,3825,3825,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9429092649081883,-3.6639195141434127,-3.160515799721722,-2.0041932115373378,-3.1070974052185063,0.031591,0.1,0.097275,0.2,1221,688,1028,33438,38411,38402,0,0,0,0,3708,3710,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.9380397044422684,-3.779850250100777,-3.2174801498760495,-2.0409221948463783,-3.1298275955875337,0.031368,0.1,0.096547,0.2,1347,741,1385,33699,38377,38374,0,0,0,0,3881,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9466911212002767,-3.7015258087769967,-3.222097199542284,-2.0425605475281396,-3.1334193238981087,0.031148,0.1,0.095825,0.2,1125,648,1146,33259,38285,38276,0,0,0,0,3855,3861,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9445588893864756,-3.81428683202653,-3.254913620100396,-2.071852506165516,-3.1625788091184157,0.03093,0.1,0.095108,0.2,1242,615,1162,33495,38268,38264,0,0,0,0,3786,3782,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9441741813004272,-3.5973281964665365,-3.187952118677727,-2.0140582515989123,-3.104862891947887,0.030716,0.1,0.094397,0.2,1203,679,1299,33712,38750,38741,0,0,0,0,3744,3750,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.941316297726935,-3.7362064958284136,-3.2263164994976545,-2.035193485701507,-3.126031104828771,0.030505,0.1,0.093691,0.2,1305,670,1213,33655,38449,38446,0,0,0,0,3929,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9402228379414018,-3.925131107053816,-3.2861590623937342,-2.072491889946492,-3.1885667357211473,0.030296,0.1,0.09299,0.2,1297,731,1081,33926,38848,38840,0,0,0,0,3802,3813,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
