episode,service_level,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk
36,0.940013164193394,-2.7998193173517034,-2.331315806346313,-3.730839153946078,-3.707418806131406
37,0.9343552049719135,-2.8100083847776745,-2.3537847955478237,-3.756452295733572,-3.73653470008386
38,0.9366699204306801,-2.816689295439031,-2.3742085478404014,-3.7678394985894985,-3.774344463206257
39,0.9374584165003327,-2.8336060455740584,-2.3772252929035815,-3.765071830306804,-3.7858707794444566
40,0.9422106022358456,-2.849110167235118,-2.386582807975867,-3.758637205672395,-3.7999208384964605
41,0.9322510240081323,-2.882534519011035,-2.4095015528560086,-3.8049306784097756,-3.8383996795920408
42,0.942440453064762,-2.8869652403987627,-2.434837978228796,-3.8029499512256133,-3.8598315230306217
43,0.9400558877437577,-2.889050599181861,-2.4523361263384684,-3.8183628196177404,-3.881491262404949
44,0.9347760198824029,-2.911789382982148,-2.474364575082702,-3.8330324223980594,-3.9045169371518322
45,0.9400083487387441,-2.931503931349888,-2.496906686537475,-3.837872500392178,-3.935382537899211
46,0.9371027701163209,-2.934642769478198,-2.5012902073527896,-3.853197726683718,-3.9635806599464547
47,0.9395434174511986,-2.9564862922888873,-2.521982443339397,-3.8223720109447936,-3.962747934660763
48,0.9371845204711161,-2.978616674236515,-2.5380190920149035,-3.8335166382088435,-3.987020603906031
49,0.9297651913200938,-3.021106674759423,-2.577054714084727,-3.8791586479050446,-4.039228586916996
50,0.9393273515229201,-3.0175353239203297,-2.5872904491676683,-3.873796884145395,-4.056869138138769
51,0.9275090210344119,-3.0417609970318873,-2.598401674026375,-3.9277769605620745,-4.095416131127571
52,0.9352456774742471,-3.0517071985040087,-2.614646960182673,-3.9360867972382274,-4.1101584081592515
53,0.9354351687388988,-3.0569462433796204,-2.618871636851637,-3.9618026761522134,-4.145355411396455
54,0.9327119050473565,-3.073770956385144,-2.6265315314669166,-4.005309537535164,-4.193244474459719
55,0.9374907377219241,-3.0861321761411804,-2.6423100379450184,-4.0253208889447265,-4.224411989396848
56,0.9372383686161943,-3.0881261777868403,-2.6406780018355,-4.020552657838062,-4.227653343802339
57,0.9349228357849048,-3.113358930259635,-2.6623644329793676,-4.043868817131174,-4.264372781101857
58,0.9357001736215051,-3.1149826772630766,-2.6571334826308797,-4.067621225199492,-4.29354059222177
59,0.9370387106491942,-3.137550197164094,-2.672369034205436,-4.090382864377322,-4.313842791284789
60,0.937148301426147,-3.1463791113934345,-2.694618097716674,-4.119063335455784,-4.362328504253251
61,0.9360594135574163,-3.160233654556762,-2.718797704806015,-4.1074132643156975,-4.37644354712182
62,0.9386604774535809,-3.169145850962437,-2.7277755304954443,-4.127248978984846,-4.408071037655769
63,0.9307521593090211,-3.182785031909626,-2.7464402065592517,-4.134768570261258,-4.434147253000026
64,0.9394577045632178,-3.1810493116744367,-2.7509131575219055,-4.128785232384331,-4.454178809543213
65,0.9418705379813006,-3.1813858997219895,-2.747003569510193,-4.1017764382837685,-4.471267521590918
66,0.9358069381598794,-3.192261205472243,-2.7583536275138645,-4.104208958473548,-4.494338162097977
67,0.9370598066133461,-3.19940325435291,-2.7643263973958856,-4.103515542695372,-4.497525545223752
68,0.9358686205759837,-3.2162581442932052,-2.777093067026487,-4.105426728134714,-4.51320721041379
69,0.9336579246072048,-3.2215160889576286,-2.7960750591708616,-4.123467932350266,-4.546932844838925
70,0.9400852494446779,-3.236103784955741,-2.793553332139957,-4.144199998394419,-4.574006092003541
71,0.9370725854829034,-3.252599026239391,-2.801888128730624,-4.158495336697427,-4.587663124471113
72,0.9377316752361593,-3.253550027972499,-2.805630435756525,-4.1699002104885174,-4.601041621970755
73,0.9350107357788732,-3.25028565010537,-2.814134033917688,-4.1837414804741,-4.622151989203846
74,0.9367612293144209,-3.253251773011507,-2.8214876361883077,-4.203816162625644,-4.65529029834449
75,0.937772860474852,-3.253560017210135,-2.8227132359775715,-4.203841620493344,-4.67214139524945
76,0.9371468077431766,-3.2657957607241004,-2.819664166750299,-4.224852144832176,-4.690458846929199
77,0.939691697466871,-3.2704879706065446,-2.832693960672876,-4.237576583771803,-4.71051414313237
78,0.9412047902750196,-3.256807234139666,-2.8321088336251425,-4.209610784357289,-4.7171059219475495
79,0.9408328340323547,-3.2588399922699613,-2.8411185773177814,-4.194155945826691,-4.726221641654492
80,0.9370422408896595,-3.279686099453354,-2.8496458754903324,-4.195225584962441,-4.742773867322853
81,0.944586121028472,-3.270573566213255,-2.844208668730019,-4.183851428326545,-4.730918706590714
82,0.9388666043369425,-3.2743371278438453,-2.8525361486106844,-4.178920678915245,-4.73729182494395
83,0.9316038446473229,-3.3046702471318836,-2.872232916520095,-4.2051019121885815,-4.767380240711849
84,0.9381723679439139,-3.307842066104346,-2.8782698168923693,-4.207369917903174,-4.785766067292994
85,0.9393741075678248,-3.304112185584302,-2.8780017503999287,-4.217471048074676,-4.7978454417010585
86,0.9448823690537785,-3.298320763784097,-2.880310478290287,-4.208813728313164,-4.793911898733534
87,0.9338160796233387,-3.31326993070124,-2.8879774868777814,-4.213702890490232,-4.815619494337561
88,0.9436208846817884,-3.324530190381107,-2.9012449228594503,-4.2181296625426485,-4.823868504678665
89,0.9406882345813643,-3.3209268989745317,-2.904102573917022,-4.205795538658179,-4.816631227688877
90,0.940839580209895,-3.325447384458632,-2.9049865967050184,-4.215160049422847,-4.826643089318202
91,0.9361351091912647,-3.3266001167507784,-2.90690773854316,-4.217995104366964,-4.850760623441111
92,0.9420515896820636,-3.3305549888485264,-2.9031616030488636,-4.221121037401066,-4.8629251503604145
93,0.928915018706574,-3.3412439867432275,-2.9102941731146674,-4.2531909870497495,-4.892589789058208
94,0.9409088151428745,-3.3337991364869275,-2.905945069849756,-4.261628698327067,-4.909723608878418
95,0.9394144475503898,-3.3396127002832037,-2.914968822690102,-4.24594068102632,-4.923192794232435
96,0.9348305893581484,-3.351315926491522,-2.926365305383196,-4.273676157334463,-4.953011228559621
97,0.9333233756534728,-3.3759999654756996,-2.9369110411171686,-4.288635600442389,-4.984503377192258
98,0.9391565360948522,-3.379526185579772,-2.94312811501618,-4.28407909352426,-5.007510790095661
99,0.9393321131747128,-3.3866415767326186,-2.9573474447993213,-4.286862825733525,-5.018864059945808
100,0.9378957334753536,-3.386757381456372,-2.9713527375562063,-4.285438975031401,-5.0366270496033385
101,0.9384417987049801,-3.394098899923128,-2.9853633965460484,-4.291802146639868,-5.050488135186204
102,0.9376405159152763,-3.402308102609548,-2.9878341020299524,-4.306301810248524,-5.0703810549068375
103,0.9402593531077656,-3.4017605455181528,-2.99099754238816,-4.303811435748055,-5.08221868855805
104,0.935595152387809,-3.407234036666482,-2.9998155912640403,-4.315112502175344,-5.104325807220598
105,0.9416811663766724,-3.3999067950748416,-2.996991519141011,-4.3069115788888155,-5.111655957859269
106,0.9458886733323385,-3.400480611074255,-2.9990449704367026,-4.297816485598957,-5.114100135183942
107,0.9341055493174162,-3.4056038894917267,-3.0055987498741206,-4.3173394238935545,-5.13107918730757
108,0.9369085173501577,-3.4207798495178148,-3.0068296345698284,-4.338917716778462,-5.146569102600194
109,0.93890994405342,-3.4208934860849394,-3.00315026622746,-4.357663073381155,-5.1619806420183005
110,0.9412259110283965,-3.424063084212129,-3.0021594690508655,-4.356105128576428,-5.173238976537949
111,0.9353142651123663,-3.4258922860727363,-3.009483383476159,-4.367024637957806,-5.197226775595902
112,0.9379651860744298,-3.4254433681197045,-3.0133119017647094,-4.3782156314140845,-5.211595372801817
113,0.9441895336632179,-3.4297237009097663,-3.0210502672728685,-4.3762121878345015,-5.22117634313393
114,0.9433343364429733,-3.4217560195138543,-3.0263001676429324,-4.376183965954425,-5.223084800787239
115,0.9383735330541959,-3.4213750704326245,-3.0360118303873653,-4.381223214240251,-5.234225855609693
116,0.9309473684210526,-3.435402311788535,-3.0388936878648187,-4.397609659690206,-5.2609212579113285
117,0.9372001086398889,-3.4442243075116177,-3.0466728755779617,-4.403872666988217,-5.269879424654018
118,0.9393675747029882,-3.4399086473054417,-3.043998234416514,-4.414126004893313,-5.290792915866682
119,0.9316395157674489,-3.446939907727607,-3.0418322779055615,-4.433116459028292,-5.30782673318438
120,0.9381899118717478,-3.44587417400089,-3.0406281078714574,-4.4414021866292925,-5.322382029355407
121,0.9374050350067034,-3.45369842634668,-3.049396140844509,-4.441312481327204,-5.336200847230638
122,0.9352967558678427,-3.4664180764668613,-3.067895791746983,-4.455598014666473,-5.3544188183043016
123,0.9347826086956522,-3.4687513999082897,-3.0702898537425964,-4.465338734151836,-5.365594498424258
124,0.9369485239134987,-3.477425819927932,-3.0727775781230635,-4.495954101795806,-5.38688946141644
125,0.9376370857786472,-3.4713119306242977,-3.0784366352187287,-4.505761651832707,-5.4066579652870175
126,0.9369845131430605,-3.481960845734645,-3.0785125323957705,-4.527279614054408,-5.422498520217008
127,0.9378612284011619,-3.489171942960059,-3.08788706982672,-4.532649978490425,-5.441478571175095
128,0.9389743128615532,-3.4948863302927466,-3.086194636273632,-4.533717119196371,-5.4473320336763775
129,0.9402940294029403,-3.4874663702316204,-3.096505887060294,-4.545374914970903,-5.463320401520947
130,0.9289876183539694,-3.501724616147948,-3.1024169546840987,-4.56323159089412,-5.481111114784093
131,0.9402545049787913,-3.516163899651927,-3.110440319794175,-4.559571695130194,-5.483334238556443
132,0.9389715180345637,-3.52032205096623,-3.1199610327379816,-4.5745079776093105,-5.490339688682528
133,0.937458972369756,-3.5265098396450427,-3.1273611740881555,-4.5983592474425885,-5.5049818266677555
134,0.9377182420228778,-3.5323592528636105,-3.1341691966605936,-4.601052251560148,-5.5236861185197155
135,0.9359224466520604,-3.5345340562885132,-3.1345203571240625,-4.61838481355251,-5.5363732477200545
136,0.9366341333175117,-3.535177497963898,-3.138668935752414,-4.619172171390619,-5.543717716149376
137,0.9365362331758624,-3.5404097899873195,-3.147867259503051,-4.631870376563717,-5.560578829084944
138,0.9378578244274809,-3.5350709665301157,-3.145610860125175,-4.648324016966112,-5.5789710244062904
139,0.938402859116437,-3.542634678334927,-3.1553579204459705,-4.657627275464138,-5.595493589484238
140,0.9389786067576426,-3.551377108285783,-3.1628944516464568,-4.667107588311652,-5.5969373548698504
141,0.9373219373219374,-3.5573544995636044,-3.1721103907253463,-4.650868623133612,-5.597855085301731
142,0.9417312428665826,-3.556133361480315,-3.1715769419343594,-4.650631801908652,-5.609560282476064
143,0.938876404494382,-3.56127695628177,-3.177385437680794,-4.659106482287513,-5.634570246501459
144,0.9395064294835624,-3.5560671740957503,-3.1742196580794992,-4.651599059731585,-5.636383284677095
145,0.9397526345308026,-3.562327430120327,-3.1734865500053067,-4.657622312170841,-5.644380515335178
146,0.949052343889252,-3.5576023465251434,-3.172810067743417,-4.653504862429166,-5.645274988588261
147,0.9429160319025002,-3.552613713004305,-3.1674895481701597,-4.6565220078533045,-5.6571960552150955
148,0.9381350866706515,-3.5572851762962454,-3.1643026263301484,-4.668872273018074,-5.6715653577182294
149,0.9400166537798132,-3.5592756715968137,-3.163208927853476,-4.663101901896965,-5.675107692649681
150,0.9347513911326513,-3.578386727799557,-3.1699121553222462,-4.6717784071999215,-5.690030845503822
151,0.9376131289972246,-3.5773871124411887,-3.1746947050073016,-4.66720437329529,-5.695163278134854
152,0.9347741954690244,-3.5924386318601456,-3.1864713597236736,-4.677964232099097,-5.702550101484107
153,0.9405376215048602,-3.5862939655238315,-3.1821647467229184,-4.685778825149454,-5.713072312961022
154,0.9366818060379375,-3.5867506417683543,-3.1950000672994583,-4.704378100039713,-5.73693023275121
155,0.9418692893786237,-3.582990140615804,-3.200885415379329,-4.69987931337791,-5.746029441015297
156,0.9397460469573551,-3.5849398623941777,-3.209674579715795,-4.693660848008631,-5.751133573490712
157,0.9415438869131227,-3.577268548114655,-3.206886574491208,-4.6968648943564695,-5.768028071025516
158,0.9366825387258152,-3.584349646714996,-3.2115928233120674,-4.696043768226102,-5.7850831073158
159,0.9392388967939209,-3.588484973181678,-3.2197392282407526,-4.695599469111498,-5.7891000818647145
160,0.9400650080500623,-3.591020238175597,-3.222756699914081,-4.699764068024976,-5.795134455183967
161,0.9400711020822753,-3.5881526348318897,-3.2259945273402773,-4.7022518392334325,-5.807683213849856
162,0.9367206514227338,-3.578595182116494,-3.223300077658173,-4.696366458103142,-5.814752846527484
163,0.9424626006904488,-3.5834989859744737,-3.2256114498869026,-4.696712972791654,-5.8191329888625845
164,0.9386097354752989,-3.5825971035044066,-3.224675419846361,-4.708263954538928,-5.837369164493877
165,0.9359642370773876,-3.592683494211582,-3.2308200974124075,-4.729631677801013,-5.85737491573771
166,0.9386949293433084,-3.586014981107285,-3.2306263757559983,-4.738586722453859,-5.86553183082675
167,0.9369101292455666,-3.5948325922275575,-3.230890823761979,-4.745278094101142,-5.8755217875016506
168,0.9394831931497283,-3.599246142301276,-3.233127316584297,-4.7510690431884814,-5.882553760931789
169,0.9422579286273094,-3.59390638968248,-3.2311187229411584,-4.761280852100746,-5.893121352632007
170,0.9403321221584937,-3.5924845627209354,-3.234132785155989,-4.75351216786962,-5.901001532597647
171,0.9501614022385133,-3.590537501069369,-3.2340261879337744,-4.7462124167574755,-5.906241655873979
172,0.9367728428293705,-3.5953676465469377,-3.242606285382243,-4.73953615351737,-5.905002840380483
173,0.9448912086911662,-3.5966638901438124,-3.2411987159685833,-4.7351373206578735,-5.914489207604144
174,0.9474224624769728,-3.5902899327061397,-3.239595082370479,-4.729440170726563,-5.914795548691122
175,0.9378446862423611,-3.58806704039746,-3.244512122885161,-4.734518528159594,-5.921806899483285
176,0.9385065012525349,-3.598331886443113,-3.246076899638857,-4.740509764512078,-5.935583318614878
177,0.9366940912490651,-3.604765381384041,-3.252607676433244,-4.756483631125238,-5.950599211611903
178,0.9319203405471378,-3.6151747894490276,-3.2610585047175173,-4.777300915330852,-5.9680333408182795
179,0.9467281105990784,-3.609383514527935,-3.2557041426566236,-4.780917601618735,-5.973876087257585
180,0.9433305568776773,-3.6078881810555385,-3.255686581374542,-4.785294498400261,-5.981244684306661
181,0.9350354270680737,-3.6045051520270626,-3.260596232748636,-4.7927756992639985,-5.994651465373403
182,0.9390008446965126,-3.606764387041425,-3.267557967396666,-4.792585532967659,-6.005687694529502
183,0.9399434620473957,-3.611643050103612,-3.276852866484985,-4.802693710517141,-6.018893054051653
184,0.9380744177746052,-3.6226040926560246,-3.281976047671597,-4.815996802134825,-6.0312051151975465
185,0.944252415137818,-3.623302941193498,-3.279349238529154,-4.815828525891137,-6.037505048814207
186,0.9391536748329621,-3.623324823151438,-3.2793239978497786,-4.8291402833603225,-6.050053936734864
187,0.946129470348574,-3.618794851805263,-3.2823721180885443,-4.830711383119321,-6.050867468201857
188,0.9385812630948818,-3.6212065702744494,-3.2800306942621504,-4.842389247528512,-6.062384161779099
189,0.9422664855892561,-3.624416740337682,-3.278573292824954,-4.847466329423608,-6.065513663330424
190,0.9456891703909788,-3.6280315744963216,-3.2797266339877504,-4.850817607495046,-6.073836303213198
191,0.9390915860014892,-3.6300773126244166,-3.2790518769637087,-4.864386024469587,-6.087270072095284
192,0.9376975842529078,-3.6389950114007403,-3.290244515838498,-4.864065035286371,-6.092531727278282
193,0.9420386007237636,-3.6391172482598755,-3.293379044145679,-4.860041450202842,-6.103059557273695
194,0.9383796929624563,-3.634788730511894,-3.2934090395522033,-4.857141057352441,-6.112096789623129
195,0.9408587712231075,-3.624781011973718,-3.292312080278741,-4.870084367624266,-6.116871444803173
196,0.9430482733682878,-3.6367529898234703,-3.2943530948745576,-4.865560740986649,-6.116344701980394
197,0.9441116568827124,-3.6448718803704985,-3.3011240274688314,-4.873182807990804,-6.120765883473079
198,0.9348382108018083,-3.6557759705336474,-3.301152259435848,-4.886759977719601,-6.133978495367936
199,0.9328404738576646,-3.664158701945546,-3.3132519473024913,-4.897444024050995,-6.146913386570686
200,0.9403726708074535,-3.6703033830927754,-3.3112195115471876,-4.91340485719241,-6.1599528938862225
201,0.9425283857416822,-3.6717295303062074,-3.3152434539954276,-4.920279091432797,-6.171308305986023
202,0.9450609094198529,-3.6693983943762163,-3.313512029931526,-4.919254350122888,-6.173518441157137
203,0.944023569023569,-3.6604809223285395,-3.321530236774321,-4.922738208629243,-6.183831297230717
204,0.9435181012468079,-3.658852154595691,-3.324091837612955,-4.9207091270581405,-6.18449910388644
205,0.9393086094302319,-3.662051030361135,-3.322107438008477,-4.932538169928633,-6.192591287694957
206,0.9340045411089866,-3.667962648591064,-3.327043618613368,-4.930849372739775,-6.202291479665717
207,0.9424933496727143,-3.669059485182742,-3.327152548391192,-4.936497192385398,-6.206210229367354
208,0.9329121540312876,-3.672501772367898,-3.3319374512647144,-4.950014311772436,-6.223388807657486
209,0.9448454067539873,-3.6771874317005184,-3.333183743364588,-4.957519983049889,-6.23299459862088
210,0.9360885477104347,-3.683873827808677,-3.339049718655046,-4.970281768311511,-6.241915457245052
211,0.9351667571316568,-3.6917769685369723,-3.3447211121903133,-4.974085972692997,-6.256380501733342
212,0.9351155414589941,-3.6962500507538323,-3.355611638269824,-4.983870770806867,-6.274363529546806
213,0.9351914931429757,-3.7071011819261477,-3.3613778723155425,-4.992610581493445,-6.290072630682018
214,0.9357962697274032,-3.7049304514081447,-3.3571717911556234,-5.011072608644296,-6.3029925250575705
215,0.9367772712176565,-3.7025848056268225,-3.35882462511248,-5.009966736058955,-6.313294200983049
216,0.9391270248257971,-3.7036458839242368,-3.3653705618975316,-5.018178660270407,-6.322757305022764
217,0.9397744200893807,-3.7084950255647593,-3.3604302286247507,-5.030543215347422,-6.333328285499957
218,0.9468693513497496,-3.7026534225096603,-3.3590468194109704,-5.027625050646917,-6.334477125535069
219,0.9442666108235858,-3.694047772222228,-3.359158632238127,-5.031334486345109,-6.343216967272858
220,0.9444461046529002,-3.68616104803234,-3.3513098971790396,-5.026450503026556,-6.343735232344691
221,0.9307934394480422,-3.698405970276196,-3.360486835994748,-5.038625231396619,-6.3574119598943595
222,0.9407929987497767,-3.700876737686675,-3.3651338436593967,-5.049051844940673,-6.371547838981778
223,0.9372287245188134,-3.7023676566081085,-3.3681983232851445,-5.050631396091409,-6.382682925961053
224,0.9449289356951025,-3.6959605021217095,-3.3680118205025016,-5.060303808630772,-6.392828315531114
225,0.9379645257765539,-3.7003650751315798,-3.375345119016412,-5.066081810394967,-6.40354545450735
226,0.9396825396825397,-3.7052036469416736,-3.3755770735108586,-5.074437521217315,-6.410629420789087
227,0.9403969520826432,-3.7085790945957093,-3.376546392421385,-5.085956847782925,-6.414292934179897
228,0.9371286528434583,-3.7166238457067857,-3.3755318849047966,-5.097322070038787,-6.429407502444572
229,0.9424723510524438,-3.7154534756976867,-3.374880036352988,-5.113135008686975,-6.442358912134811
230,0.9376482447817837,-3.721569828199554,-3.3761815942342857,-5.112442707049037,-6.446764464162791
231,0.9448797622264253,-3.716132574371134,-3.374309029891868,-5.120995000817406,-6.455982883600679
232,0.9326225113701394,-3.71934681727942,-3.372553551561465,-5.130342686739169,-6.467810433016475
233,0.9368392354063797,-3.722397750322627,-3.3755454393514093,-5.135772828221771,-6.477584716217468
234,0.9413823791159893,-3.722164190892456,-3.375656695365694,-5.14903693332293,-6.487130382133787
235,0.9454092804223282,-3.7221519844245434,-3.3784183289432623,-5.139569255444623,-6.490130063986418
236,0.9350637632338787,-3.7329686794377777,-3.385233468506805,-5.148230560930075,-6.500177414593164
237,0.9386759791672938,-3.739157641593957,-3.3908777893070994,-5.146787398443778,-6.513123049160503
238,0.9351956976396774,-3.7496421885402387,-3.3946243180287174,-5.1589612391669615,-6.5240677460613705
239,0.9388809962820784,-3.757304236648061,-3.4042760120390603,-5.163719525851706,-6.52861524231071
240,0.9453532158457599,-3.7537524302593166,-3.4045979601848213,-5.157737847309251,-6.5290285541315285
241,0.9315076508967495,-3.7719641229900702,-3.409301774291802,-5.177296361757087,-6.543619321594068
242,0.9349399743811254,-3.77883189406518,-3.4073986734427866,-5.169783548196628,-6.550064099578869
243,0.9352199012081176,-3.7886504976323803,-3.4118873492800392,-5.180227340484664,-6.565187909230752
244,0.9401484969214053,-3.7914232636592917,-3.4176406712835727,-5.184889939166343,-6.5739396348568295
245,0.9462540226773738,-3.791637418306139,-3.418337943123544,-5.183743058506002,-6.577773573881048
246,0.9421338155515371,-3.790016534234073,-3.422207264864583,-5.193924599762426,-6.586577914167593
247,0.9414657407683367,-3.7898378159607296,-3.420114182205256,-5.206437560419951,-6.597736295305251
248,0.9389658688740927,-3.787954093620666,-3.422989940551465,-5.217975239050209,-6.609279639694908
249,0.9410121740186406,-3.7910313849053767,-3.4231175978194415,-5.230369681984708,-6.626001743983399
250,0.9368440101339124,-3.795468623107961,-3.4267308890611754,-5.237844743830181,-6.637116486371705
251,0.9427299614614764,-3.791978332344424,-3.4310179571526587,-5.235665393033048,-6.63679670925284
252,0.9348501134599307,-3.7978569287363086,-3.4413980974229306,-5.2405992545338655,-6.649874860513927
253,0.9411871099990956,-3.794287967255629,-3.4437606100917355,-5.244078481737624,-6.654186347112553
254,0.9416842105263158,-3.7918627383651886,-3.445116627631975,-5.249444446884574,-6.661116000837684
255,0.9370529327610873,-3.802280801026475,-3.446949418690673,-5.269954342564681,-6.6739349921936135
256,0.9433385297997362,-3.807484191986552,-3.450989344713775,-5.266850789592696,-6.68139521043579
257,0.9506161734280831,-3.803963502044918,-3.4533198545747985,-5.260375793618804,-6.685691067705355
258,0.9363013493701942,-3.810497333924655,-3.4580570396103427,-5.2692499501426875,-6.692107444211465
259,0.9374756115863725,-3.8178962875492335,-3.4633277757001797,-5.274366515385281,-6.701909609742377
260,0.9419866444073456,-3.817672412252848,-3.462277034094736,-5.289865633888553,-6.711629271687757
261,0.9400747952036091,-3.8172497253747397,-3.4606689810438893,-5.29076434975502,-6.7154905127521145
262,0.9433847833338387,-3.8226032913632264,-3.463321221308131,-5.29056730540757,-6.721488802461888
263,0.9394631639063392,-3.8254355169464334,-3.4635361814937964,-5.302194362135637,-6.736761224823038
264,0.9374567343867569,-3.828229950196314,-3.45906528553909,-5.308851484636874,-6.748579032784287
265,0.9439051345619642,-3.824137474131092,-3.457250989522042,-5.3123732639383645,-6.759105812388094
266,0.9398512156767872,-3.828496880242398,-3.454291811004366,-5.320543842138643,-6.7742654664850415
267,0.9426695326992727,-3.836239227194251,-3.461775493105946,-5.31632225845006,-6.779745700698686
268,0.9410488138414888,-3.834504062741407,-3.459484717879138,-5.320804793260245,-6.7846082241616275
269,0.9402138009729145,-3.8346630219355116,-3.4625500454717364,-5.321950574686774,-6.790343058089093
270,0.9450156188396567,-3.8353918924094352,-3.466291865733584,-5.318692102409597,-6.794947621240913
271,0.9411355455397925,-3.836895306619168,-3.4710265368745805,-5.3238037511564835,-6.806083720193731
272,0.9359043509528946,-3.8446653439089036,-3.4720608126538424,-5.331539388690492,-6.815806861349713
273,0.93381213493861,-3.8467955761304258,-3.473623670420032,-5.337378543921988,-6.8250618254942985
274,0.9389752618543165,-3.8498015121643747,-3.4802362098968294,-5.334412527753612,-6.8322939272637715
275,0.9464285714285714,-3.8491047443166218,-3.478948981921993,-5.330369446816327,-6.830712747129288
276,0.9386501219769298,-3.85666654629395,-3.482128320537168,-5.33365600150135,-6.836091651043215
277,0.941208166197689,-3.8493146461670573,-3.481897180768977,-5.338631384195956,-6.844509190081548
278,0.9438252076989031,-3.84938567061508,-3.4844074067966013,-5.343522168422492,-6.8524725096760015
279,0.947898358604665,-3.8531955456945792,-3.481152210918629,-5.338328892053407,-6.8583869946736415
280,0.9484308992154497,-3.845106405173262,-3.478189102231848,-5.344624058372185,-6.869903545297022
281,0.9412900500814578,-3.8462118316498506,-3.477490176489973,-5.353489265017157,-6.879252838518667
282,0.933854444247054,-3.8482203774592914,-3.483710361625704,-5.362639108398814,-6.892902867123772
283,0.9358288770053476,-3.852842561548258,-3.49068838356754,-5.374002880072357,-6.90594547200428
284,0.9404383068147704,-3.861515238528907,-3.49326556602562,-5.380194226021312,-6.911894067864785
285,0.9439630445940642,-3.8539894634494303,-3.4904288973808146,-5.381944677365885,-6.915335571195355
286,0.9418523146313961,-3.8547855738255796,-3.4901283894885164,-5.384555417109296,-6.926549265251577
